事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成28,2016,年平均（前年比（％））,-4.9,-6.4,-5.5,10.1,-2.9,-4.8,-4.8,-4.3,-3.7,1.7,-0.6,-28.3,5.1,-1.2,-4.4,-11.3
５人以上,平成29,2017,年平均（前年比（％））,-0.4,18.6,-0.5,-19.7,-9.5,-0.8,0.8,-2,4.8,5.2,1.6,11.4,13.7,-8.1,-6.7,-6.2
５人以上,平成30,2018,年平均（前年比（％））,-4.3,1.3,12.6,7.8,-15.3,-4.2,2.5,-10.2,-5.5,-12.3,1.3,12.6,44.1,7.2,85.7,-6
５人以上,平成30,2018,1月（前年同月比（％））,-7.2,-5.5,7.3,-12.7,-20.7,-10.4,1.3,-13.9,-4.5,-16.1,7.4,17.5,83.3,0,49.3,-6.8
５人以上,平成30,2018,2月（前年同月比（％））,-7.8,-8.9,12.3,10.1,-18.5,-6.3,0,-17.9,-1.4,-18.9,0,14.4,61.4,-5.4,91.8,-1.1
５人以上,平成30,2018,3月（前年同月比（％））,-4.2,-4.3,18,-1.7,-14.4,-5.4,1.3,-15.5,0.6,-13.1,1.4,21.2,47.9,7.5,61.4,0.9
５人以上,平成30,2018,4月（前年同月比（％））,-3.4,5,15,-27.1,-14.1,-7,3.6,-10,-3.8,-18.4,9.8,12.7,54,2,84.3,0
５人以上,平成30,2018,5月（前年同月比（％））,-0.9,11.6,11.5,41.6,-13.9,-1.1,3.7,-6.8,8.3,-14.1,5.6,33.8,47.8,14.3,102.8,-5.9
５人以上,平成30,2018,6月（前年同月比（％））,0,13.3,13.3,ｘ,-10,-4.3,6.5,-11.4,6,-12.6,8.6,12.4,54.3,13.2,76.9,2
５人以上,平成30,2018,7月（前年同月比（％））,-5.3,3,18.2,14.1,-13,-11.5,1.2,-6.4,-7.3,-16.4,-12.3,8.6,52.1,14.9,95.9,-7.9
５人以上,平成30,2018,8月（前年同月比（％））,-3.7,-4.5,18.5,ｘ,-14.5,-2.3,3.8,-4.4,-6.2,-10.2,-1.4,25,36.1,11,112,-15
５人以上,平成30,2018,9月（前年同月比（％））,-6.4,6.1,0,ｘ,-13.9,-4.4,2.6,-13.2,-18.4,-11.5,0,19.1,19.3,6.3,81.2,-16
５人以上,平成30,2018,10月（前年同月比（％））,-4.4,-3.1,8.6,ｘ,-16.1,-2.2,4.9,-5.6,-12.9,-10,4.3,-6.3,32.7,8,117.9,-4
５人以上,平成30,2018,11月（前年同月比（％））,-2.6,4.7,19.2,12.5,-16.7,6.2,3.5,-4.5,-11.2,-3.3,0,2.7,29.8,10,74.1,-11.5
５人以上,平成30,2018,12月（前年同月比（％））,-5.3,1.5,9.7,42.4,-16.9,-0.5,-1.2,-14,-12.9,0.8,-6.7,0,30,7.8,89.7,-6.7
30人以上,平成25,2013,年平均,100,95.7,110.8,99.7,105.8,87.6,86.9,91,83.8,120.6,118.4,105.4,89.3,113.7,107,107.2
30人以上,平成26,2014,年平均,100.3,91.5,108,94.9,108.6,83.4,93.1,95.9,92.7,115.5,101.1,131.6,93.7,113.7,87.5,104.1
30人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,94.3,91.5,96.9,111.2,96.6,94,91.1,96.5,96.5,95.9,105.1,58,98.4,98.9,78.4,91.8
30人以上,平成29,2017,年平均,92.2,105,98.2,87.9,87.1,91,88.5,92.6,91.7,97.8,122.6,71.6,108.5,91.3,82.9,83.3
30人以上,平成30,2018,年平均,91,112.3,110.4,97,74.2,91.8,89.3,84,101.1,90.6,126.6,99.2,160.5,105.8,153.3,82.5
30人以上,平成30,2018,1月,85.2,97.8,100.8,88.3,69.7,90.9,84.2,76,89,75.6,123.8,94.2,152.4,110,130.2,81.3
30人以上,平成30,2018,2月,89.6,111.9,113.7,93.3,77.1,89.9,88.1,74.5,94.5,85.8,111.1,89.3,161.9,101.7,151.9,83.7
30人以上,平成30,2018,3月,96.3,115.5,121.4,108,81.1,96,88.1,85,108.3,98.3,119,109.7,169,111.7,161.3,91.1
30人以上,平成30,2018,4月,94.8,108.4,117.6,81,79.1,96,91.1,89,112.4,97.2,125.4,112.6,183.3,95,154.7,87.8
30人以上,平成30,2018,5月,91.9,108,105.3,139.9,71.1,94.4,90.1,90,109.7,98.3,115.9,107.8,183.3,106.7,164.2,81.3
30人以上,平成30,2018,6月,93.3,121.7,109.9,ｘ,76.1,91.4,87.1,89,104.1,96.6,123.8,102.9,166.7,115,146.2,84.6
30人以上,平成30,2018,7月,89.6,108.8,111.5,93.3,74.1,85.4,89.1,86,98.6,88.6,120.6,102.9,164.3,105,162.3,80.5
30人以上,平成30,2018,8月,85.2,102.7,105.3,ｘ,68.2,87.9,86.1,82,93.8,93.2,123.8,96.1,109.5,100,117,74
30人以上,平成30,2018,9月,85.9,124.8,97.7,ｘ,71.6,87.4,84.2,77.5,88.3,79.5,117.5,92.2,147.6,100,131.1,73.2
30人以上,平成30,2018,10月,92.6,115.5,106.9,ｘ,74.1,90.9,94.1,89.5,105.5,88.1,155.6,98.1,166.7,106.7,162.3,82.1
30人以上,平成30,2018,11月,96.3,121.7,121.4,90.2,76.1,97.5,96,91,110.3,96.6,152.4,94.2,169,108.3,164.2,85.4
30人以上,平成30,2018,12月,91.1,110.2,113.7,92.6,72.6,94.4,93.1,78,98.6,89.8,130.2,90.3,152.4,110,194.3,84.6
30人以上,平成26,2014,年平均（前年比（％））,0.3,-4.4,-2.5,-4.9,2.6,-4.7,7.1,5.4,10.6,-4.2,-14.7,24.8,4.9,0,-18.3,-2.9
30人以上,平成27,2015,年平均（前年比（％））,-0.3,9.3,-7.4,5.4,-7.8,19.8,7.4,4.3,7.9,-13.5,-1,-24,6.7,-12,14.4,-4
30人以上,平成28,2016,年平均（前年比（％））,-5.7,-8.5,-3,11.2,-3.4,-5.9,-8.9,-3.6,-3.5,-4.1,5.1,-42,-1.6,-1.2,-21.6,-8.3
30人以上,平成29,2017,年平均（前年比（％））,-2.2,14.8,1.3,-21,-9.8,-3.2,-2.9,-4,-5,2,16.7,23.4,10.3,-7.7,5.7,-9.3
30人以上,平成30,2018,年平均（前年比（％））,-1.3,7,12.4,10.4,-14.8,0.9,0.9,-9.3,10.3,-7.4,3.3,38.5,47.9,15.9,84.9,-1
30人以上,平成30,2018,1月（前年同月比（％））,-6.5,-6.8,7.3,-12.7,-20.4,-9.6,-4.4,-14.1,9.3,-7.6,2.7,47,60.1,3.1,83.9,-6.6
30人以上,平成30,2018,2月（前年同月比（％））,-6.3,-8.1,7.2,16,-16.6,-3.7,-3.3,-16.3,3.1,-17,-4.1,41.5,41.6,3.5,94,1.9
30人以上,平成30,2018,3月（前年同月比（％））,-3,-7.1,15.3,-7.8,-14.2,-4,0,-14.1,6.8,-6.5,4.1,71.1,31.4,17.6,47.4,2.8
30人以上,平成30,2018,4月（前年同月比（％））,-3.1,7,15,-29,-14.9,-3.5,-1.1,-7.8,7.3,-13.1,-5.9,63.4,39.9,7.6,49,1.9
30人以上,平成30,2018,5月（前年同月比（％））,1.7,22.6,8.7,33.4,-12.3,3.9,3.4,-4.8,19.6,-9.4,-15.1,84.9,57.1,23.1,85.1,0
30人以上,平成30,2018,6月（前年同月比（％））,3.2,31.6,15.2,ｘ,-8.4,2.8,2.4,-9.2,11.8,-8.1,-4.9,37.6,45.8,18.9,74,8.5
30人以上,平成30,2018,7月（前年同月比（％））,0,9.8,22.8,18.9,-11.9,-4.5,0,-4.4,9.2,-13.8,-1.3,45.1,68.3,23.5,85.1,0
30人以上,平成30,2018,8月（前年同月比（％））,0,5.5,22,ｘ,-13.8,5.5,1.2,-4.1,14.3,-1.8,6.8,37.5,43.7,22.4,143.2,-7.2
30人以上,平成30,2018,9月（前年同月比（％））,-2.5,16.5,0,ｘ,-13.8,2.3,2.4,-12.9,5,-6.7,-3.8,35.6,34.8,17.6,59.7,-8.2
30人以上,平成30,2018,10月（前年同月比（％））,0.8,4.4,8.5,ｘ,-15.9,4.6,5.6,-5.3,14.2,-3.7,38.1,9.9,59.1,20.8,117.9,5.3
30人以上,平成30,2018,11月（前年同月比（％））,1.6,7.9,19.6,20.6,-16.8,14.2,4.2,-3.7,15.9,-0.6,26.4,15.4,44.8,22.7,52.7,-6.3
30人以上,平成30,2018,12月（前年同月比（％））,-1.6,10.2,9.5,54.1,-16.6,6.2,0,-15.2,7.5,3.9,2.5,4.5,56.1,15.8,227.1,-2.8
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成30年年報,,,,,,,,,,,,,,,,,,,
第20表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
