事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成30,2018,9月,82.4,82.3,78.7,ｘ,84.1,81.4,91.1,77.9,81.4,85,85.3,85.3,79.8,83.7,78.1,80.6
５人以上,平成30,2018,10月,83.5,82.6,77.3,ｘ,81.2,84.6,92.1,74.2,87,102.2,85.7,87.3,80.2,83.2,90.4,82.9
５人以上,平成30,2018,11月,90,91.7,85.5,163.4,91.7,96.4,97.9,80.6,83.6,87.8,87.8,94.9,84.9,104.3,87.6,83.4
５人以上,平成30,2018,12月,171.3,197,183.5,139.3,181.9,167.1,202.1,160.8,174.5,177,110.6,129.8,201.1,144.1,218.1,137.7
５人以上,平成26,2014,年平均（前年比（％））,-3,-2.7,-1.1,-5.9,-6.2,-0.6,-2.2,-0.4,3.2,-2.7,-4.5,-4.8,-8.2,-5,2.4,-0.8
５人以上,平成27,2015,年平均（前年比（％））,-0.9,0.5,0.4,2.8,-2.8,-3.7,0.3,-0.2,-1.4,-0.8,1.6,-10.5,-2.5,-2.1,1.3,1.5
５人以上,平成28,2016,年平均（前年比（％））,0.6,1.9,0.4,6.5,1.6,2.6,1.7,-3,2.9,4.2,-5.3,-6.6,6.5,-2,3.2,-3.1
５人以上,平成29,2017,年平均（前年比（％））,0.6,2.4,1.6,-5.2,-0.9,-0.5,2.7,4.4,0.4,-1.2,-0.5,0.8,-3,2.5,-3.5,-2.9
５人以上,平成30,2018,年平均（前年比（％））,-0.8,1,-4.1,8.2,1.8,-3.5,8.7,-1,-1.5,0.5,-1.5,2.6,-5.1,-2.8,9.9,-2.2
５人以上,平成30,2018,1月（前年同月比（％））,-1.3,2.3,-4.9,17.8,4.4,-0.6,-0.1,0.1,4.3,1.1,0.7,-2.7,-7.3,2,14.9,-2.5
５人以上,平成30,2018,2月（前年同月比（％））,-1.7,-8.4,-2.4,13.8,3.1,-6.1,2.2,15.6,-7.9,-7.2,0.8,-6.2,-8.5,1.7,17.5,-3.3
５人以上,平成30,2018,3月（前年同月比（％））,0.8,1.7,8.4,15.9,-1.8,-4.3,7.5,4.7,1.7,-3,1.6,-6,-8.1,4.9,20.2,-2.2
５人以上,平成30,2018,4月（前年同月比（％））,-1.6,-3.5,-5.3,-17.6,1.4,-4.4,2,2.6,-3.6,10,0.8,-2.8,-7.3,-6.5,8.3,3.2
５人以上,平成30,2018,5月（前年同月比（％））,0.6,-6.9,-1.4,15.2,2.2,0.1,10.5,1.7,19.3,1.7,4.2,3.4,-6.6,-3.3,13.6,-4.4
５人以上,平成30,2018,6月（前年同月比（％））,1.2,4.1,-5.5,ｘ,3.8,-0.1,26.1,-8,3.1,-12.3,2.5,22.1,-10.8,-7.2,24.7,-0.7
５人以上,平成30,2018,7月（前年同月比（％））,-1.3,28.4,-4.8,-2.6,-1,-3.5,1.5,-6.3,-3.7,18.6,-6.7,1.4,-1.3,-8.6,-10,-3.8
５人以上,平成30,2018,8月（前年同月比（％））,-2.3,-8.7,0.1,ｘ,-0.2,-6.1,9.3,-8.7,-0.4,-6.9,-6.5,7.3,-4.2,-2.7,13.9,-2.6
５人以上,平成30,2018,9月（前年同月比（％））,-1.3,-2.9,-6.4,ｘ,0.8,-6.4,8.3,-4.5,-0.9,3.4,-3.1,1.9,-2.6,0,7.3,-2.9
５人以上,平成30,2018,10月（前年同月比（％））,-0.9,-5.2,-4.2,ｘ,1.8,-6,8.6,-4.1,4.7,8.5,-5,0.8,-5.1,-7.2,10.1,-0.6
５人以上,平成30,2018,11月（前年同月比（％））,0.2,-6.1,-5.5,80.6,-5.6,4.2,8.5,-9.1,-2.9,8.8,-1.7,13.8,4,10.3,1.5,-2.7
５人以上,平成30,2018,12月（前年同月比（％））,-1,4.6,-8,-13.9,8.7,-6.9,10.7,5.4,-13.3,-4.2,-3.7,-3.3,-1.3,-8.1,2.6,-2.6
30人以上,平成25,2013,年平均,104,102.8,98.8,105.5,110.3,102.5,103.3,99.8,96.6,103.8,114.1,122.6,110.1,106.9,95.3,99
30人以上,平成26,2014,年平均,101.3,98.8,98.4,99.4,103.8,102.6,100.8,100.1,99.5,99.5,105.7,114.4,101.4,102.5,91.9,101.4
30人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,100.2,100.6,99.6,106.8,101.1,102.6,101.1,96.8,102.1,103.2,102.8,87.3,103.4,95.9,104.8,98
30人以上,平成29,2017,年平均,100.8,106.1,101.2,104,101.1,102,105.2,96.5,106.4,99.6,98.3,85.5,101.9,97,99.3,95.1
30人以上,平成30,2018,年平均,100.8,103,98.5,109.9,102.2,96.2,116.3,99.1,106.9,99.5,103.5,95,97,99.2,107.2,93.6
30人以上,平成30,2018,1月,81.7,81.5,73,96.3,92.8,85.1,85.2,73.2,83,79.4,90.9,78.8,80.4,84.4,93.5,84.3
30人以上,平成30,2018,2月,79.5,73.5,75.7,93,81,76.2,85.9,82.2,84,75.3,97.7,71.1,74,88.7,95,80
30人以上,平成30,2018,3月,93,86.3,93.8,96.1,86.8,79.8,110.2,110.1,88.9,80.8,95.8,78.5,81.7,112.5,97.3,84.2
30人以上,平成30,2018,4月,84.6,78.4,79.1,86.3,82.9,85.4,91.5,78.3,95.2,102.2,93.4,80.9,78.5,84.8,86.2,87.5
30人以上,平成30,2018,5月,88.6,82.8,75.1,91.1,87.3,78.4,93.7,142.1,103.7,78.4,95.7,84,74.8,83.8,82,83.2
30人以上,平成30,2018,6月,159.5,148.2,152.8,ｘ,165.4,145.3,215.8,156.3,183.6,141.6,128.8,161.5,154.5,127.3,214.5,128.5
30人以上,平成30,2018,7月,110.7,163.1,122.6,86.4,110.8,108,123.6,81.8,118.3,122,116.8,105.4,102.9,98.3,89.1,103.3
30人以上,平成30,2018,8月,80.1,77,77.1,ｘ,79.3,78.7,90.6,73.8,81.5,78,93.9,88.3,75.2,84.5,81.6,82
30人以上,平成30,2018,9月,81.3,77.6,77.7,ｘ,83.4,78.5,89.9,78.6,83.9,80,94.4,81.1,78.5,84.1,73.2,81.9
30人以上,平成30,2018,10月,82.6,76.9,76.2,ｘ,80.2,82,91,74.2,86.1,100.9,98.6,84.2,78.6,83.1,88.8,84.5
30人以上,平成30,2018,11月,89.3,85.4,84.9,172.2,91,95.2,97,81.2,81.1,83.4,98.4,85.2,83.5,110.2,80.5,83.7
30人以上,平成30,2018,12月,178.6,205,194.2,138,186,162.7,221.4,158.5,193.9,172.8,137.2,140.8,202.5,148.8,205.5,140.3
30人以上,平成26,2014,年平均（前年比（％））,-2.6,-3.9,-0.6,-5.9,-6.1,-0.1,-2.6,0.4,3,-4.3,-7.5,-6.7,-8,-4.2,-3.8,2.3
30人以上,平成27,2015,年平均（前年比（％））,-1.4,1.1,1.7,0.6,-3.6,-2.4,-0.7,-0.2,0.5,0.5,-5.3,-12.6,-1.4,-2.4,8.8,-1.4
30人以上,平成28,2016,年平均（前年比（％））,0.4,0.7,-0.3,6.8,1.1,2.6,1.2,-3.1,2.2,3.4,2.9,-12.7,3.5,-4.1,4.9,-1.9
30人以上,平成29,2017,年平均（前年比（％））,0.6,5.5,1.6,-2.6,0,-0.6,4.1,-0.3,4.2,-3.5,-4.4,-2.1,-1.5,1.1,-5.2,-3
30人以上,平成30,2018,年平均（前年比（％））,0,-2.9,-2.7,5.7,1.1,-5.7,10.6,2.7,0.5,-0.1,5.3,11.1,-4.8,2.3,8,-1.6
30人以上,平成30,2018,1月（前年同月比（％））,-1.1,3.4,-4.1,12.5,4.6,0.8,-0.7,-1.3,5.5,0.3,3.5,-4.8,-6.6,6.6,29.5,-3
30人以上,平成30,2018,2月（前年同月比（％））,-2,-13.6,-0.4,8.9,0.7,-5.9,3.2,12.6,-9.3,-11.2,7.2,-3,-7.5,7.4,31.8,-3.3
30人以上,平成30,2018,3月（前年同月比（％））,3.1,-4.3,12.2,10.5,-1.7,-5.2,8.7,18,1.6,-3.9,1.4,2.5,-5.9,13,26.5,-0.8
30人以上,平成30,2018,4月（前年同月比（％））,-1.1,-8,-5.3,-23.6,2.2,-6.2,1.1,4.7,-6.6,15.6,-1.4,0.7,-7.4,-2.4,7.5,4.9
30人以上,平成30,2018,5月（前年同月比（％））,1.5,-11.1,0,10.8,2.5,-0.6,12.4,9.9,23,-1.4,6.2,11.6,-6.5,0.7,10.4,-4.7
30人以上,平成30,2018,6月（前年同月比（％））,1.7,-2.9,-3.7,ｘ,2.8,-2.7,28.4,-6.6,7.1,-14.8,13.6,60.4,-10.5,-5.5,51.1,1.3
30人以上,平成30,2018,7月（前年同月比（％））,-1,27.4,-2.3,1.4,-2.6,-8.2,1.7,-5.5,3.8,19.3,-0.7,14.4,-2.4,-5.7,-37.8,-1
30人以上,平成30,2018,8月（前年同月比（％））,-1,-14.4,3.4,ｘ,-0.9,-8.6,10.6,1,-0.6,-7.8,6,9,-4.2,3.2,10.1,-2.1
30人以上,平成30,2018,9月（前年同月比（％））,-0.6,-4.6,-4.7,ｘ,-0.1,-7.6,9.5,-0.6,-0.4,3.5,6.2,8.7,-2.5,7,0.5,-3.1
30人以上,平成30,2018,10月（前年同月比（％））,0.1,-10.2,-3.3,ｘ,1,-8.6,9.2,2.5,4.7,9.8,10.3,6.6,-5.2,-4.2,11.3,1
30人以上,平成30,2018,11月（前年同月比（％））,0.6,-10.9,-5.6,104,-7.9,3,10.5,-7.6,-2.2,10.3,13,12.1,5.2,20.6,9.8,-5.1
30人以上,平成30,2018,12月（前年同月比（％））,0,-0.2,-7.3,-19,8.3,-11.3,15.5,8.2,-9.3,-4.3,1.4,5.5,-0.7,-3.8,-10.1,-2.5
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成30年年報,,,,,,,,,,,,,,,,,,,
第16表　実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
実質賃金指数（現金給与総額）＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,
