事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,D 建設業,平成30,2018,12月,962971,1028309,683325,399343,431622,261189,358722,40621,563628,596687,422136
５人以上,E 製造業,平成25,2013,年平均,507943,565587,338251,398164,441515,270548,371915,26249,109779,124072,67703
５人以上,E 製造業,平成26,2014,年平均,524288,587387,347312,404572,451924,271763,379040,25532,119716,135463,75549
５人以上,E 製造業,平成27,2015,年平均,516924,586801,331796,391470,441443,259075,365119,26351,125454,145358,72721
５人以上,E 製造業,平成28,2016,年平均,516379,587378,337062,393138,444947,262289,367252,25886,123241,142431,74773
５人以上,E 製造業,平成29,2017,年平均,527158,596174,352539,398011,448254,270890,372297,25714,129147,147920,81649
５人以上,E 製造業,平成30,2018,年平均,509889,578205,351248,393950,445296,274718,367960,25990,115939,132909,76530
５人以上,E 製造業,平成30,2018,1月,394502,445798,269274,386695,437114,263607,362886,23809,7807,8684,5667
５人以上,E 製造業,平成30,2018,2月,403937,456086,278589,393353,443427,272994,366823,26530,10584,12659,5595
５人以上,E 製造業,平成30,2018,3月,481885,544088,333744,392267,444016,269023,364542,27725,89618,100072,64721
５人以上,E 製造業,平成30,2018,4月,420029,473519,294280,401422,453163,279785,373631,27791,18607,20356,14495
５人以上,E 製造業,平成30,2018,5月,401786,455391,277557,387443,438758,268520,360475,26968,14343,16633,9037
５人以上,E 製造業,平成30,2018,6月,746679,863657,475598,391439,442906,272170,365745,25694,355240,420751,203428
５人以上,E 製造業,平成30,2018,7月,627877,713529,431961,394348,445638,277030,368833,25515,233529,267891,154931
５人以上,E 製造業,平成30,2018,8月,413611,466894,291268,397182,447914,280696,372644,24538,16429,18980,10572
５人以上,E 製造業,平成30,2018,9月,414895,470038,289494,396443,448241,278650,373323,23120,18452,21797,10844
５人以上,E 製造業,平成30,2018,10月,407111,461819,286477,393879,446854,277068,369398,24481,13232,14965,9409
５人以上,E 製造業,平成30,2018,11月,448784,507748,313229,400610,452168,282081,371803,28807,48174,55580,31148
５人以上,E 製造業,平成30,2018,12月,961955,1087271,672993,392398,443618,274291,365431,26967,569557,643653,398702
５人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,590608,617331,413688,487482,510688,333848,424014,63468,103126,106643,79840
５人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,626661,647182,466656,495395,511987,366024,431247,64148,131266,135195,100632
５人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,549584,560353,501334,434609,444278,391286,391420,43189,114975,116075,110048
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,591995,607864,522262,465738,479180,406671,418169,47569,126257,128684,115591
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,575271,588533,512216,457744,470783,395749,406366,51378,117527,117750,116467
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,619129,633029,547229,507997,522371,433643,438829,69168,111132,110658,113586
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,1月,550612,570669,453590,550009,569985,453380,474474,75535,603,684,210
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,2月,531561,545745,458208,531075,545198,458036,454053,77022,486,547,172
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,3月,547990,560018,484136,546390,558184,483776,462034,84356,1600,1834,360
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,4月,491340,502058,438225,490261,500922,437426,428412,61849,1079,1136,799
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,5月,519089,531585,453358,511509,523021,450955,441705,69804,7580,8564,2403
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,7月,477540,493646,393934,476559,492516,393723,411962,64597,981,1130,211
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,8月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,9月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,10月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,11月,932048,921993,985837,507021,522849,422354,440719,66302,425027,399144,563483
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,12月,792824,829030,608919,491517,507628,409682,431492,60025,301307,321402,199237
５人以上,G 情報通信業,平成25,2013,年平均,560070,605895,415463,438248,472666,329638,396812,41436,121822,133229,85825
５人以上,G 情報通信業,平成26,2014,年平均,564839,610563,424444,437812,471469,334468,393440,44372,127027,139094,89976
５人以上,G 情報通信業,平成27,2015,年平均,500888,546534,367030,399012,433841,296875,362232,36780,101876,112693,70155
５人以上,G 情報通信業,平成28,2016,年平均,508590,551547,378621,401749,433885,304521,366083,35666,106841,117662,74100
５人以上,G 情報通信業,平成29,2017,年平均,505770,547442,385548,402564,433983,311923,369735,32829,103206,113459,73625
５人以上,G 情報通信業,平成30,2018,年平均,520226,568661,391458,407902,443231,313978,376632,31270,112324,125430,77480
５人以上,G 情報通信業,平成30,2018,1月,471685,520012,339298,403041,437133,309650,372802,30239,68644,82879,29648
５人以上,G 情報通信業,平成30,2018,2月,427550,469111,315419,401845,436412,308585,372498,29347,25705,32699,6834
５人以上,G 情報通信業,平成30,2018,3月,441762,477467,344278,412334,447785,315541,379640,32694,29428,29682,28737
５人以上,G 情報通信業,平成30,2018,4月,424623,458931,332106,412517,446479,320935,378903,33614,12106,12452,11171
５人以上,G 情報通信業,平成30,2018,5月,446466,486122,341233,406232,441039,313868,374597,31635,40234,45083,27365
５人以上,G 情報通信業,平成30,2018,6月,810544,893227,597116,403735,439271,312006,372918,30817,406809,453956,285110
５人以上,G 情報通信業,平成30,2018,7月,568630,629402,409139,408879,443726,317428,376913,31966,159751,185676,91711
５人以上,G 情報通信業,平成30,2018,8月,412226,448223,317163,403781,438532,312009,372253,31528,8445,9691,5154
５人以上,G 情報通信業,平成30,2018,9月,430305,467636,333025,408538,445167,313087,378716,29822,21767,22469,19938
５人以上,G 情報通信業,平成30,2018,10月,415388,452514,317686,406515,442953,310623,375189,31326,8873,9561,7063
５人以上,G 情報通信業,平成30,2018,11月,467516,510677,351737,413015,448961,316590,380992,32023,54501,61716,35147
５人以上,G 情報通信業,平成30,2018,12月,925553,1015149,689993,414433,451344,317389,384223,30210,511120,563805,372604
５人以上,"H 運輸業,郵便業",平成25,2013,年平均,441511,474351,293662,357004,382551,241990,316101,40903,84507,91800,51672
５人以上,"H 運輸業,郵便業",平成26,2014,年平均,443256,480226,293982,357772,387022,239670,314062,43710,85484,93204,54312
５人以上,"H 運輸業,郵便業",平成27,2015,年平均,454350,490034,321172,372209,403040,257145,323828,48381,82141,86994,64027
５人以上,"H 運輸業,郵便業",平成28,2016,年平均,465110,498184,336498,375577,405024,261066,326689,48888,89533,93160,75432
５人以上,"H 運輸業,郵便業",平成29,2017,年平均,464515,494801,348676,376206,404492,268016,327714,48492,88309,90309,80660
５人以上,"H 運輸業,郵便業",平成30,2018,年平均,452829,487532,322014,366094,395459,255402,321202,44892,86735,92073,66612
５人以上,"H 運輸業,郵便業",平成30,2018,1月,392387,430098,260892,365055,398085,249881,316899,48156,27332,32013,11011
５人以上,"H 運輸業,郵便業",平成30,2018,2月,356474,390891,240296,354306,388656,238352,309048,45258,2168,2235,1944
５人以上,"H 運輸業,郵便業",平成30,2018,3月,373197,403632,259628,363923,394232,250825,317567,46356,9274,9400,8803
５人以上,"H 運輸業,郵便業",平成30,2018,4月,401227,434819,274426,371415,401264,258743,322664,48751,29812,33555,15683
５人以上,"H 運輸業,郵便業",平成30,2018,5月,367959,395189,247984,344066,369148,233556,304198,39868,23893,26041,14428
５人以上,"H 運輸業,郵便業",平成30,2018,6月,655444,710397,451200,368683,396585,264981,324041,44642,286761,313812,186219
５人以上,"H 運輸業,郵便業",平成30,2018,7月,524673,548036,435952,368528,396844,260997,326778,41750,156145,151192,174955
５人以上,"H 運輸業,郵便業",平成30,2018,8月,377150,406165,266057,369739,398542,259458,325161,44578,7411,7623,6599
５人以上,"H 運輸業,郵便業",平成30,2018,9月,377616,406737,265236,369185,397426,260203,326372,42813,8431,9311,5033
５人以上,"H 運輸業,郵便業",平成30,2018,10月,392394,420888,278471,371982,397999,267962,327169,44813,20412,22889,10509
５人以上,"H 運輸業,郵便業",平成30,2018,11月,445477,462511,381075,372002,400753,263296,325860,46142,73475,61758,117779
５人以上,"H 運輸業,郵便業",平成30,2018,12月,771026,847096,496159,374517,407144,256624,328844,45673,396509,439952,239535
５人以上,"I 卸売業,小売業",平成25,2013,年平均,372263,484363,235919,298750,380911,198820,284611,14139,73513,103452,37099
５人以上,"I 卸売業,小売業",平成26,2014,年平均,372738,485085,238674,297160,378121,200548,283474,13686,75578,106964,38126
５人以上,"I 卸売業,小売業",平成27,2015,年平均,383965,490749,246368,306504,385780,204353,292106,14398,77461,104969,42015
５人以上,"I 卸売業,小売業",平成28,2016,年平均,390025,495035,251867,307415,383408,207434,292983,14432,82610,111627,44433
５人以上,"I 卸売業,小売業",平成29,2017,年平均,401149,508757,261396,314962,392504,214256,300966,13996,86187,116253,47140
５人以上,"I 卸売業,小売業",平成30,2018,年平均,441187,561171,283685,334575,417034,226331,319599,14976,106612,144137,57354
５人以上,"I 卸売業,小売業",平成30,2018,1月,344863,431229,234412,326090,408847,220255,311461,14629,18773,22382,14157
５人以上,"I 卸売業,小売業",平成30,2018,2月,338240,425434,226713,324788,406862,219809,311254,13534,13452,18572,6904
５人以上,"I 卸売業,小売業",平成30,2018,3月,411687,518022,274338,332201,417316,222261,317509,14692,79486,100706,52077
５人以上,"I 卸売業,小売業",平成30,2018,4月,358719,449663,242548,334452,419326,226034,318698,15754,24267,30337,16514
５人以上,"I 卸売業,小売業",平成30,2018,5月,366231,464052,237341,332553,414219,224949,317173,15380,33678,49833,12392
５人以上,"I 卸売業,小売業",平成30,2018,6月,733538,957384,442732,336707,419721,228861,321834,14873,396831,537663,213871
５人以上,"I 卸売業,小売業",平成30,2018,7月,488048,621893,308699,338220,418693,230390,323206,15014,149828,203200,78309
５人以上,"I 卸売業,小売業",平成30,2018,8月,362127,453616,239483,336055,416588,228097,321069,14986,26072,37028,11386
５人以上,"I 卸売業,小売業",平成30,2018,9月,357354,444040,241335,339102,421238,229172,325225,13877,18252,22802,12163
５人以上,"I 卸売業,小売業",平成30,2018,10月,360837,448535,245369,338628,420677,230598,323462,15166,22209,27858,14771
５人以上,"I 卸売業,小売業",平成30,2018,11月,382899,483552,247312,339262,420730,229519,323111,16151,43637,62822,17793
５人以上,"I 卸売業,小売業",平成30,2018,12月,788301,1031987,464451,336760,419867,226315,321119,15641,451541,612120,238136
５人以上,"J 金融業,保険業",平成25,2013,年平均,608622,822396,369020,448534,592968,286649,414253,34281,160088,229428,82371
５人以上,"J 金融業,保険業",平成26,2014,年平均,607589,825186,367682,447326,593673,285974,413325,34001,160263,231513,81708
５人以上,"J 金融業,保険業",平成27,2015,年平均,655537,875678,391344,481996,628088,306669,448565,33431,173541,247590,84675
５人以上,"J 金融業,保険業",平成28,2016,年平均,634282,847838,387035,477130,624907,306039,444432,32698,157152,222931,80996
５人以上,"J 金融業,保険業",平成29,2017,年平均,663539,877052,410247,486857,626447,321260,454407,32450,176682,250605,88987
５人以上,"J 金融業,保険業",平成30,2018,年平均,664843,879937,429390,490797,632641,335527,459474,31323,174046,247296,93863
５人以上,"J 金融業,保険業",平成30,2018,1月,499565,639888,342695,491075,628443,337509,461682,29393,8490,11445,5186
５人以上,"J 金融業,保険業",平成30,2018,2月,647148,838256,437534,495405,638369,338596,467463,27942,151743,199887,98938
５人以上,"J 金融業,保険業",平成30,2018,3月,714752,967316,438000,500782,640518,347664,471173,29609,213970,326798,90336
５人以上,"J 金融業,保険業",平成30,2018,4月,527445,675686,360948,514594,658092,353424,481194,33400,12851,17594,7524
５人以上,"J 金融業,保険業",平成30,2018,5月,889560,1231749,505800,505443,643782,350298,472984,32459,384117,587967,155502
５人以上,"J 金融業,保険業",平成30,2018,6月,1025899,1376081,639774,484764,626533,328444,452152,32612,541135,749548,311330
５人以上,"J 金融業,保険業",平成30,2018,7月,550810,717378,370063,482477,624001,328905,450137,32340,68333,93377,41158
５人以上,"J 金融業,保険業",平成30,2018,8月,492251,635704,336735,486766,629729,331781,454689,32077,5485,5975,4954
５人以上,"J 金融業,保険業",平成30,2018,9月,521006,685994,342590,477257,619752,323165,448389,28868,43749,66242,19425
５人以上,"J 金融業,保険業",平成30,2018,10月,496039,642644,336906,484153,627004,329096,451989,32164,11886,15640,7810
５人以上,"J 金融業,保険業",平成30,2018,11月,536530,700484,358487,487617,631878,330960,452978,34639,48913,68606,27527
５人以上,"J 金融業,保険業",平成30,2018,12月,1069814,1440869,677096,479678,623294,327677,449453,30225,590136,817575,349419
５人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,414442,484957,276638,326307,378075,225140,307832,18475,88135,106882,51498
５人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,439195,508727,296392,346359,397676,240965,324883,21476,92836,111051,55427
５人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,441094,516892,289678,350033,408065,234108,327534,22499,91061,108827,55570
５人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,453904,537099,298886,351083,411944,237679,328731,22352,102821,125155,61207
５人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,455618,537131,302696,351166,410049,240700,327179,23987,104452,127082,61996
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,454650,538621,307525,357421,420301,247250,332999,24422,97229,118320,60275
５人以上,"K 不動産業,物品賃貸業",平成30,2018,1月,366507,432503,244312,344372,403289,235285,323098,21274,22135,29214,9027
５人以上,"K 不動産業,物品賃貸業",平成30,2018,2月,365599,426166,249887,360917,420534,247020,338219,22698,4682,5632,2867
５人以上,"K 不動産業,物品賃貸業",平成30,2018,3月,388730,451503,271937,369265,429943,256369,345656,23609,19465,21560,15568
５人以上,"K 不動産業,物品賃貸業",平成30,2018,4月,407962,474837,287256,366547,427125,257207,340860,25687,41415,47712,30049
５人以上,"K 不動産業,物品賃貸業",平成30,2018,5月,436707,518906,289891,370792,430876,263476,346504,24288,65915,88030,26415
５人以上,"K 不動産業,物品賃貸業",平成30,2018,6月,700760,825137,474740,357136,413904,253976,333843,23293,343624,411233,220764
５人以上,"K 不動産業,物品賃貸業",平成30,2018,7月,508616,613428,332327,353080,415936,247359,303872,49208,155536,197492,84968
５人以上,"K 不動産業,物品賃貸業",平成30,2018,8月,361267,425108,250043,354055,417079,244254,334735,19320,7212,8029,5789
５人以上,"K 不動産業,物品賃貸業",平成30,2018,9月,366984,434633,253400,351234,415516,243305,331979,19255,15750,19117,10095
５人以上,"K 不動産業,物品賃貸業",平成30,2018,10月,391371,468213,264133,357178,427155,241307,337323,19855,34193,41058,22826
５人以上,"K 不動産業,物品賃貸業",平成30,2018,11月,375064,446462,258805,354841,423801,242551,332119,22722,20223,22661,16254
５人以上,"K 不動産業,物品賃貸業",平成30,2018,12月,781849,949834,504800,349801,418653,236247,328158,21643,432048,531181,268553
５人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,505197,555536,382952,412870,451304,319536,375057,37813,92327,104232,63416
５人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,501422,555872,377174,405466,447368,309852,368112,37354,95956,108504,67322
５人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,513855,586356,362191,410525,465678,295150,386412,24113,103330,120678,67041
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,533350,611996,365934,419660,479467,292346,395517,24143,113690,132529,73588
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,527669,601446,365665,413834,469676,291213,389198,24636,113835,131770,74452
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,536733,613634,386465,423915,480771,312816,398343,25572,112818,132863,73649
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,1月,434558,492155,320509,409982,466323,298421,387893,22089,24576,25832,22088
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,2月,417743,477309,301335,411470,469137,298774,386989,24481,6273,8172,2561
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,3月,446286,512155,317619,415114,473517,301031,387090,28024,31172,38638,16588
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,4月,527285,604262,378214,424367,483016,310789,397909,26458,102918,121246,67425
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,5月,431620,488336,317492,424002,478688,313957,396809,27193,7618,9648,3535
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,6月,720031,835090,485721,425714,479848,315474,397243,28471,294317,355242,170247
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,7月,662856,765621,466521,429548,488102,317678,404185,25363,233308,277519,148843
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,8月,433752,490866,322384,424742,479556,317858,401380,23362,9010,11310,4526
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,9月,445749,502644,333110,425448,481199,315074,403637,21811,20301,21445,18036
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,10月,534795,604550,399666,431680,488622,321372,407110,24570,103115,115928,78294
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,11月,458508,517575,346067,429786,486876,321110,400776,29010,28722,30699,24957
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,12月,922094,1070164,640673,434824,494465,321472,408843,25981,487270,575699,319201
５人以上,"M 宿泊業,飲食サービス業",平成25,2013,年平均,162522,218850,115421,149730,199390,108204,139360,10370,12792,19460,7217
５人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,166228,224670,118660,152255,203030,110927,141283,10972,13973,21640,7733
５人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,155816,208090,109916,144450,190350,104146,134963,9487,11366,17740,5770
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,147074,196958,107047,137080,180240,102448,128167,8913,9994,16718,4599
５人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,146811,193839,108937,137726,179397,104166,129121,8605,9085,14442,4771
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,146303,190985,110698,136299,174312,106009,128071,8228,10004,16673,4689
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,1月,138130,177868,105937,136173,174450,105163,127547,8626,1957,3418,774
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,2月,136670,174492,106353,131742,168836,102009,124418,7324,4928,5656,4344
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,3月,145873,191119,109716,138809,177505,107886,130428,8381,7064,13614,1830
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,4月,142041,183549,108773,139683,178987,108183,129833,9850,2358,4562,590
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,5月,145485,187801,111359,142788,182331,110899,133373,9415,2697,5470,460
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,6月,168735,227141,121301,142752,181953,110915,133232,9520,25983,45188,10386
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,7月,155952,210134,114023,132555,171269,102596,124931,7624,23397,38865,11427
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,8月,135797,173604,106140,134293,171168,105366,126758,7535,1504,2436,774
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,9月,135846,174886,104313,135167,173966,103829,127652,7515,679,920,484
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,10月,136248,173693,106760,134005,170532,105240,126524,7481,2243,3161,1520
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,11月,139228,178522,107759,135107,171453,105999,127503,7604,4121,7069,1760
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,12月,175102,238781,125552,132628,169135,104222,124742,7886,42474,69646,21330
５人以上,"N 生活関連サービス業,娯楽業",平成25,2013,年平均,287355,364701,217308,247465,306131,194335,234812,12653,39890,58570,22973
５人以上,"N 生活関連サービス業,娯楽業",平成26,2014,年平均,285610,357927,220571,247401,303682,196784,232926,14475,38209,54245,23787
５人以上,"N 生活関連サービス業,娯楽業",平成27,2015,年平均,250738,311908,200772,227621,279878,184935,215318,12303,23117,32030,15837
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,年平均,233863,282976,193388,209030,249201,175925,199181,9849,24833,33775,17463
５人以上,"N 生活関連サービス業,娯楽業",平成29,2017,年平均,236083,287366,195611,207897,247958,176281,196796,11101,28186,39408,19330
