事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,平成30,2018,2月,433422,511254,307850,413506,484675,298683,381813,31693,19916,26579,9167
500人以上,平成30,2018,3月,466633,547223,335427,419968,492181,302401,386298,33670,46665,55042,33026
500人以上,平成30,2018,4月,467074,547888,336927,424687,496370,309245,390193,34494,42387,51518,27682
500人以上,平成30,2018,5月,497511,594129,340362,414203,482118,303739,381679,32524,83308,112011,36623
500人以上,平成30,2018,6月,1008453,1236245,647645,418320,490366,304204,384702,33618,590133,745879,343441
500人以上,平成30,2018,7月,619682,747611,419616,421400,493999,307864,388758,32642,198282,253612,111752
500人以上,平成30,2018,8月,430874,506972,312733,420180,493250,306740,387605,32575,10694,13722,5993
500人以上,平成30,2018,9月,437406,514285,316964,420045,492865,305963,390145,29900,17361,21420,11001
500人以上,平成30,2018,10月,460432,540173,335706,422303,494493,309387,389696,32607,38129,45680,26319
500人以上,平成30,2018,11月,512815,594546,385810,425601,500310,309507,390434,35167,87214,94236,76303
500人以上,平成30,2018,12月,1079466,1325812,698271,424079,500940,305145,390539,33540,655387,824872,393126
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成30年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
