年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／女／平成27年平均,2015,,72,202,186,67,558,137,96,117,261,117,178,527,231
実数／女／平成28年平均,2016,,63,219,192,71,555,146,86,140,262,122,184,535,248
実数／女／平成26年10～12月平均,2014,10～12,78,185,192,67,601,118,91,137,244,109,158,527,221
実数／女／平成27年１～３月平均,2015,01～03,60,191,190,69,564,141,85,118,248,125,187,466,219
実数／女／平成27年４～６月平均,2015,04～06,77,197,199,59,546,108,97,121,282,125,166,585,232
実数／女／平成27年７～９月平均,2015,07～09,83,215,178,68,530,153,97,114,259,112,186,531,258
実数／女／平成27年10～12月平均,2015,10～12,70,205,177,72,593,145,106,116,256,108,174,528,215
実数／女／平成28年１～３月平均,2016,01～03,55,226,180,81,548,139,79,132,246,121,188,477,259
実数／女／平成28年４～６月平均,2016,04～06,64,201,206,72,538,146,72,159,234,117,189,567,230
実数／女／平成28年７～９月平均,2016,07～09,70,222,180,65,535,161,97,141,274,117,178,568,264
実数／女／平成28年10～12月平均,2016,10～12,63,227,202,66,601,138,97,130,294,132,182,530,237
実数／女／平成29年１～３月平均,2017,01～03,67,210,212,66,588,150,94,132,255,119,187,527,257
対前年・対前年同期増減数／男女計／平成26年平均,2014,,44,-4,51,7,41,-25,23,-2,-12,10,9,10,-18
対前年・対前年同期増減数／男女計／平成27年平均,2015,,32,-15,-6,-17,8,2,19,1,44,-6,-2,16,46
対前年・対前年同期増減数／男女計／平成28年平均,2016,,-50,21,14,-8,-20,50,-8,46,15,6,12,26,26
対前年・対前年同期増減数／男女計／平成26年10～12月平均,2014,10～12,62,-90,47,-2,20,-31,48,25,-13,-13,-2,39,-6
対前年・対前年同期増減数／男女計／平成27年１～３月平均,2015,01～03,5,-70,46,-13,-9,-11,30,-8,65,7,-23,-64,60
対前年・対前年同期増減数／男女計／平成27年４～６月平均,2015,04～06,46,-55,-2,-72,29,-3,1,21,73,-23,-26,83,73
対前年・対前年同期増減数／男女計／平成27年７～９月平均,2015,07～09,72,28,-15,7,-17,11,25,0,11,-28,21,62,54
対前年・対前年同期増減数／男女計／平成27年10～12月平均,2015,10～12,4,36,-53,13,36,10,21,-8,32,21,20,-18,-4
対前年・対前年同期増減数／男女計／平成28年１～３月平均,2016,01～03,-32,3,-20,22,14,6,-20,10,35,-19,25,42,94
対前年・対前年同期増減数／男女計／平成28年４～６月平均,2016,04～06,-94,78,-11,-9,-23,79,-18,51,-38,8,31,8,-30
対前年・対前年同期増減数／男女計／平成28年７～９月平均,2016,07～09,-52,20,25,-27,-78,45,-12,68,7,17,-30,54,46
対前年・対前年同期増減数／男女計／平成28年10～12月平均,2016,10～12,-20,-15,65,-20,-2,67,14,55,49,17,22,1,-5
対前年・対前年同期増減数／男女計／平成29年１～３月平均,2017,01～03,7,5,34,-6,25,2,19,29,-27,-2,1,79,0
対前年・対前年同期増減数／男／平成26年平均,2014,,30,-17,39,7,29,-7,16,2,-10,0,2,-11,-15
対前年・対前年同期増減数／男／平成27年平均,2015,,-2,6,-4,1,-18,11,15,-2,23,-8,-2,24,24
対前年・対前年同期増減数／男／平成28年平均,2016,,-39,4,8,-12,-18,41,1,23,14,2,6,18,10
対前年・対前年同期増減数／男／平成26年10～12月平均,2014,10～12,43,-60,36,3,5,-7,24,24,7,1,-1,-9,-13
対前年・対前年同期増減数／男／平成27年１～３月平均,2015,01～03,9,-57,25,-15,-5,-23,27,1,43,3,-23,-18,31
対前年・対前年同期増減数／男／平成27年４～６月平均,2015,04～06,44,-60,1,-60,45,5,-16,4,39,-5,11,8,35
対前年・対前年同期増減数／男／平成27年７～９月平均,2015,07～09,69,16,3,0,26,-2,-3,-4,-15,-17,6,-4,17
対前年・対前年同期増減数／男／平成27年10～12月平均,2015,10～12,12,15,-38,8,45,-17,5,14,19,24,5,-19,2
対前年・対前年同期増減数／男／平成28年１～３月平均,2016,01～03,-27,-32,-10,10,30,9,-13,-4,37,-14,23,31,54
対前年・対前年同期増減数／男／平成28年４～６月平均,2016,04～06,-80,74,-18,-22,-14,40,8,13,10,15,9,26,-28
対前年・対前年同期増減数／男／平成28年７～９月平均,2016,07～09,-39,12,22,-24,-82,39,-12,41,-6,12,-21,17,40
対前年・対前年同期増減数／男／平成28年10～12月平均,2016,10～12,-13,-38,40,-14,-10,74,22,40,11,-8,13,-1,-26
対前年・対前年同期増減数／男／平成29年１～３月平均,2017,01～03,-6,20,2,9,-15,-10,3,29,-36,0,3,29,2
対前年・対前年同期増減数／女／平成26年平均,2014,,14,14,13,-1,11,-18,9,-5,-1,9,7,21,-2
対前年・対前年同期増減数／女／平成27年平均,2015,,-2,6,-4,1,-18,11,15,-2,23,-8,-2,24,24
対前年・対前年同期増減数／女／平成28年平均,2016,,-9,17,6,4,-3,9,-10,23,1,5,6,8,17
対前年・対前年同期増減数／女／平成26年10～12月平均,2014,10～12,19,-29,12,-5,14,-24,25,1,-19,-15,-1,49,6
対前年・対前年同期増減数／女／平成27年１～３月平均,2015,01～03,-4,-13,21,2,-4,11,3,-9,22,2,0,-46,29
対前年・対前年同期増減数／女／平成27年４～６月平均,2015,04～06,1,6,-3,-12,-16,-8,16,17,34,-18,-37,76,38
対前年・対前年同期増減数／女／平成27年７～９月平均,2015,07～09,4,12,-18,7,-44,12,27,4,26,-11,14,66,36
対前年・対前年同期増減数／女／平成27年10～12月平均,2015,10～12,-8,20,-15,5,-8,27,15,-21,12,-1,16,1,-6
対前年・対前年同期増減数／女／平成28年１～３月平均,2016,01～03,-5,35,-10,12,-16,-2,-6,14,-2,-4,1,11,40
対前年・対前年同期増減数／女／平成28年４～６月平均,2016,04～06,-13,4,7,13,-8,38,-25,38,-48,-8,23,-18,-2
対前年・対前年同期増減数／女／平成28年７～９月平均,2016,07～09,-13,7,2,-3,5,8,0,27,15,5,-8,37,6
対前年・対前年同期増減数／女／平成28年10～12月平均,2016,10～12,-7,22,25,-6,8,-7,-9,14,38,24,8,2,22
対前年・対前年同期増減数／女／平成29年１～３月平均,2017,01～03,12,-16,32,-15,40,11,15,0,9,-2,-1,50,-2
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成29年１～３月平均）,,,,,,,,,,,,,,,
第５表　主な産業別雇用者数 ,,,,,,,,,,,,,,,
