区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,567,486,81,16.7,338,293,45,15.4,229,193,36,18.7
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,502,484,18,3.7,238,230,8,3.5,263,255,8,3.1
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,272,284,-12,-4.2,133,136,-3,-2.2,140,148,-8,-5.4
〔就業者の主な産業別内訳〕／教育，学習支援業,388,393,-5,-1.3,150,178,-28,-15.7,238,215,23,10.7
〔就業者の主な産業別内訳〕／医療，福祉,795,819,-24,-2.9,241,224,17,7.6,554,594,-40,-6.7
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,550,563,-13,-2.3,315,318,-3,-0.9,236,245,-9,-3.7
〔雇用者の主な産業別内訳〕／建設業,373,374,-1,-0.3,304,310,-6,-1.9,69,64,5,7.8
〔雇用者の主な産業別内訳〕／製造業,712,730,-18,-2.5,512,529,-17,-3.2,199,201,-2,-1
〔雇用者の主な産業別内訳〕／情報通信業,735,686,49,7.1,525,480,45,9.4,210,206,4,1.9
〔雇用者の主な産業別内訳〕／運輸業，郵便業,335,308,27,8.8,249,236,13,5.5,86,72,14,19.4
〔雇用者の主な産業別内訳〕／卸売業，小売業,1148,1115,33,3,557,578,-21,-3.6,591,538,53,9.9
〔雇用者の主な産業別内訳〕／金融業，保険業,334,311,23,7.4,170,164,6,3.7,165,146,19,13
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,216,193,23,11.9,134,121,13,10.7,82,72,10,13.9
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,412,368,44,12,238,209,29,13.9,174,159,15,9.4
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,459,442,17,3.8,213,208,5,2.4,246,234,12,5.1
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,215,226,-11,-4.9,103,108,-5,-4.6,113,117,-4,-3.4
〔雇用者の主な産業別内訳〕／教育，学習支援業,344,359,-15,-4.2,135,171,-36,-21.1,209,189,20,10.6
〔雇用者の主な産業別内訳〕／医療，福祉,751,754,-3,-0.4,216,187,29,15.5,535,567,-32,-5.6
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,506,521,-15,-2.9,284,291,-7,-2.4,222,230,-8,-3.5
〔非農林業雇用者の従業者規模別内訳〕／総数,6977,6830,147,2.2,3905,3863,42,1.1,3071,2967,104,3.5
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1766,1703,63,3.7,986,959,27,2.8,780,744,36,4.8
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2064,2054,10,0.5,1103,1142,-39,-3.4,961,912,49,5.4
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2556,2542,14,0.6,1516,1484,32,2.2,1040,1058,-18,-1.7
〔完全失業率（年齢階級別）(%)〕／総数,2.9,3.5,-0.6,…,3,3.3,-0.3,…,2.7,3.6,-0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.1,4.8,-0.7,…,3.8,5,-1.2,…,4.7,4.5,0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.6,4.6,-1,…,3.5,4.6,-1.1,…,3.6,4.6,-1,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.7,3,-0.3,…,3.1,2.5,0.6,…,2.2,3.7,-1.5,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.3,2.7,-0.4,…,2.5,2.7,-0.2,…,2.1,2.7,-0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.7,3.1,-0.4,…,2.9,3.1,-0.2,…,2.2,3.1,-0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.2,3.1,-0.9,…,2.2,3.2,-1,…,1.8,3.1,-1.3,…
〔就業率（%）〕／総数,63.2,62.1,1.1,…,73,72.5,0.5,…,53.8,52.2,1.6,…
〔労働力人口比率(%)〕／総数,65.1,64.3,0.8,…,75.2,74.9,0.3,…,55.3,54.1,1.2,…
,,,,,,,,,,,,
東京の労働力統計データ（平成29年4～6月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成29年4～6月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
