年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／女／平成27年７～９月平均,2015,07～09,90,225,182,70,551,155,107,142,284,148,217,546,268
実数／女／平成27年10～12月平均,2015,10～12,76,228,183,73,627,148,117,143,282,145,187,546,233
実数／女／平成28年１～３月平均,2016,01～03,64,244,190,81,585,139,96,175,270,152,208,495,270
実数／女／平成28年４～６月平均,2016,04～06,68,214,212,73,564,146,83,193,255,148,215,594,245
実数／女／平成28年７～９月平均,2016,07～09,73,237,191,67,564,163,112,179,299,146,205,585,274
実数／女／平成28年10～12月平均,2016,10～12,70,239,212,67,628,140,112,164,318,165,193,553,251
実数／女／平成29年１～３月平均,2017,01～03,70,221,222,66,621,151,105,191,282,145,210,537,274
実数／女／平成29年４～６月平均,2017,04～06,72,217,213,88,633,165,89,229,263,140,238,554,236
対前年・対前年同期増減数／男女計／平成26年平均,2014,,42,-1,49,3,39,-26,20,-6,-17,20,14,12,-21
対前年・対前年同期増減数／男女計／平成27年平均,2015,,46,-19,-9,-19,1,2,21,-10,30,-11,-7,23,48
対前年・対前年同期増減数／男女計／平成28年平均,2016,,-55,17,16,-13,-20,49,-6,53,12,1,7,30,22
対前年・対前年同期増減数／男女計／平成27年１～３月平均,2015,01～03,26,-71,45,-10,-19,-9,40,-13,40,6,-27,-57,64
対前年・対前年同期増減数／男女計／平成27年４～６月平均,2015,04～06,45,-55,-6,-85,12,-3,-4,21,54,-49,-35,103,88
対前年・対前年同期増減数／男女計／平成27年７～９月平均,2015,07～09,93,14,-21,6,-28,9,27,-10,1,-30,17,53,57
対前年・対前年同期増減数／男女計／平成27年10～12月平均,2015,10～12,24,34,-55,12,48,12,20,-39,32,30,19,-7,-15
対前年・対前年同期増減数／男女計／平成28年１～３月平均,2016,01～03,-22,-2,-11,15,18,7,-22,5,34,-21,20,36,86
対前年・対前年同期増減数／男女計／平成28年４～６月平均,2016,04～06,-111,80,-14,-18,-22,75,-24,70,-65,-1,17,18,-43
対前年・対前年同期増減数／男女計／平成28年７～９月平均,2016,07～09,-53,33,35,-28,-56,48,5,83,16,8,-35,54,46
対前年・対前年同期増減数／男女計／平成28年10～12月平均,2016,10～12,-37,-41,57,-21,-29,66,20,54,56,13,22,10,-3
対前年・対前年同期増減数／男女計／平成29年１～３月平均,2017,01～03,-16,-10,37,-4,19,3,12,52,-27,-3,9,76,7
対前年・対前年同期増減数／男女計／平成29年４～６月平均,2017,04～06,-13,-10,57,37,49,23,13,81,18,-12,-5,-24,-13
対前年・対前年同期増減数／男／平成26年平均,2014,,27,-23,38,5,31,-8,16,-3,-18,8,3,-10,-18
対前年・対前年同期増減数／男／平成27年平均,2015,,46,-24,-3,-19,25,-8,2,-2,13,0,-1,-6,24
対前年・対前年同期増減数／男／平成28年平均,2016,,-44,4,7,-17,-18,40,3,25,17,0,5,20,7
対前年・対前年同期増減数／男／平成27年１～３月平均,2015,01～03,26,-58,26,-11,-8,-22,31,-5,29,3,-26,-17,33
対前年・対前年同期増減数／男／平成27年４～６月平均,2015,04～06,43,-65,0,-70,31,5,-23,12,24,-10,10,14,49
対前年・対前年同期増減数／男／平成27年７～９月平均,2015,07～09,85,10,1,-1,27,-2,-2,-11,-21,-21,2,-8,20
対前年・対前年同期増減数／男／平成27年10～12月平均,2015,10～12,30,17,-39,8,56,-17,2,-6,22,29,9,-12,-8
対前年・対前年同期増減数／男／平成28年１～３月平均,2016,01～03,-19,-34,-5,4,27,10,-19,-7,44,-13,24,27,48
対前年・対前年同期増減数／男／平成28年４～６月平均,2016,04～06,-92,80,-21,-32,-7,38,8,31,1,7,2,34,-36
対前年・対前年同期増減数／男／平成28年７～９月平均,2016,07～09,-36,21,26,-25,-69,40,0,46,1,10,-24,15,40
対前年・対前年同期増減数／男／平成28年10～12月平均,2016,10～12,-31,-51,28,-16,-30,73,25,33,20,-7,16,3,-21
対前年・対前年同期増減数／男／平成29年１～３月平均,2017,01～03,-22,12,5,10,-17,-9,3,37,-39,5,7,35,3
対前年・対前年同期増減数／男／平成29年４～６月平均,2017,04～06,-17,-14,56,23,-20,5,8,45,8,-3,-28,17,-3
対前年・対前年同期増減数／女／平成26年平均,2014,,15,21,11,-1,8,-17,4,-3,0,12,11,23,-4
対前年・対前年同期増減数／女／平成27年平均,2015,,1,5,-6,-1,-24,11,19,-7,17,-11,-5,28,25
対前年・対前年同期増減数／女／平成28年平均,2016,,-11,13,9,4,-2,8,-9,27,-4,1,1,10,14
対前年・対前年同期増減数／女／平成27年１～３月平均,2015,01～03,-1,-14,19,1,-11,12,9,-8,11,4,-1,-41,31
対前年・対前年同期増減数／女／平成27年４～６月平均,2015,04～06,2,10,-6,-15,-19,-8,19,9,30,-40,-44,89,39
対前年・対前年同期増減数／女／平成27年７～９月平均,2015,07～09,8,4,-22,8,-55,11,29,2,22,-9,17,61,37
対前年・対前年同期増減数／女／平成27年10～12月平均,2015,10～12,-7,17,-16,4,-8,28,19,-33,10,2,10,5,-7
対前年・対前年同期増減数／女／平成28年１～３月平均,2016,01～03,-3,33,-6,11,-9,-3,-3,11,-10,-8,-4,9,38
対前年・対前年同期増減数／女／平成28年４～６月平均,2016,04～06,-19,1,7,14,-15,36,-33,39,-65,-8,14,-17,-7
対前年・対前年同期増減数／女／平成28年７～９月平均,2016,07～09,-17,12,9,-3,13,8,5,37,15,-2,-12,39,6
対前年・対前年同期増減数／女／平成28年10～12月平均,2016,10～12,-6,11,29,-6,1,-8,-5,21,36,20,6,7,18
対前年・対前年同期増減数／女／平成29年１～３月平均,2017,01～03,6,-23,32,-15,36,12,9,16,12,-7,2,42,4
対前年・対前年同期増減数／女／平成29年４～６月平均,2017,04～06,4,3,1,15,69,19,6,36,8,-8,23,-40,-9
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成29年４～６月平均）,,,,,,,,,,,,,,,
第４表　主な産業別就業者数  ,,,,,,,,,,,,,,,
