区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,255,291,-36,-12.4,125,125,0,0,130,167,-37,-22.2
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,809,823,-14,-1.7,84,64,20,31.3,725,759,-34,-4.5
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,221,172,49,28.5,71,51,20,39.2,151,121,30,24.8
〔就業者の主な産業別内訳〕／建設業,419,428,-9,-2.1,338,358,-20,-5.6,81,70,11,15.7
〔就業者の主な産業別内訳〕／製造業,690,695,-5,-0.7,467,456,11,2.4,223,239,-16,-6.7
〔就業者の主な産業別内訳〕／情報通信業,708,695,13,1.9,496,483,13,2.7,212,212,0,0
〔就業者の主な産業別内訳〕／運輸業，郵便業,368,374,-6,-1.6,294,306,-12,-3.9,74,67,7,10.4
〔就業者の主な産業別内訳〕／卸売業，小売業,1283,1275,8,0.6,659,647,12,1.9,623,628,-5,-0.8
〔就業者の主な産業別内訳〕／金融業，保険業,326,322,4,1.2,169,181,-12,-6.6,158,140,18,12.9
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,259,286,-27,-9.4,155,175,-20,-11.4,103,112,-9,-8
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,495,464,31,6.7,298,300,-2,-0.7,198,164,34,20.7
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,531,574,-43,-7.5,262,256,6,2.3,269,318,-49,-15.4
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,285,301,-16,-5.3,113,137,-24,-17.5,172,165,7,4.2
〔就業者の主な産業別内訳〕／教育，学習支援業,379,371,8,2.2,159,178,-19,-10.7,220,193,27,14
〔就業者の主な産業別内訳〕／医療，福祉,855,763,92,12.1,225,210,15,7.1,630,553,77,13.9
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,604,566,38,6.7,347,315,32,10.2,257,251,6,2.4
〔雇用者の主な産業別内訳〕／建設業,374,376,-2,-0.5,295,313,-18,-5.8,79,63,16,25.4
〔雇用者の主な産業別内訳〕／製造業,662,668,-6,-0.9,452,440,12,2.7,210,227,-17,-7.5
〔雇用者の主な産業別内訳〕／情報通信業,680,672,8,1.2,481,470,11,2.3,199,202,-3,-1.5
〔雇用者の主な産業別内訳〕／運輸業，郵便業,346,345,1,0.3,272,279,-7,-2.5,74,66,8,12.1
〔雇用者の主な産業別内訳〕／卸売業，小売業,1224,1204,20,1.7,624,603,21,3.5,599,601,-2,-0.3
〔雇用者の主な産業別内訳〕／金融業，保険業,324,319,5,1.6,168,181,-13,-7.2,156,138,18,13
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,218,257,-39,-15.2,135,159,-24,-15.1,83,97,-14,-14.4
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,386,379,7,1.8,227,249,-22,-8.8,159,130,29,22.3
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,452,513,-61,-11.9,216,219,-3,-1.4,236,294,-58,-19.7
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,227,232,-5,-2.2,88,100,-12,-12,139,132,7,5.3
〔雇用者の主な産業別内訳〕／教育，学習支援業,348,346,2,0.6,145,164,-19,-11.6,202,182,20,11
〔雇用者の主な産業別内訳〕／医療，福祉,802,702,100,14.2,197,172,25,14.5,605,530,75,14.2
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,554,522,32,6.1,312,285,27,9.5,242,237,5,2.1
〔非農林業雇用者の従業者規模別内訳〕／総数,7040,6969,71,1,3901,3901,0,0,3139,3068,71,2.3
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1680,1766,-86,-4.9,920,967,-47,-4.9,760,800,-40,-5
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2138,2167,-29,-1.3,1136,1154,-18,-1.6,1002,1013,-11,-1.1
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2642,2457,185,7.5,1523,1447,76,5.3,1118,1010,108,10.7
〔完全失業率（年齢階級別）(%)〕／総数,2.9,3.3,-0.4,…,3.2,3.5,-0.3,…,2.5,3,-0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,2.5,4.5,-2,…,2.2,5.1,-2.9,…,2.8,3.7,-0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.1,3.1,0,…,3.5,4.2,-0.7,…,2.5,1.9,0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.2,3.5,-0.3,…,3.8,3.5,0.3,…,2.6,3.3,-0.7,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.6,3.4,-0.8,…,2.8,3.2,-0.4,…,2.4,3.8,-1.4,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3,3,0,…,3.6,2.9,0.7,…,2.4,2.9,-0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.6,2.2,0.4,…,2.3,2.2,0.1,…,2.9,2.2,0.7,…
〔就業率（%）〕／総数,63.4,62.9,0.5,…,72.2,72.5,-0.3,…,54.9,53.6,1.3,…
〔労働力人口比率(%)〕／総数,65.2,65,0.2,…,74.6,75.1,-0.5,…,56.3,55.3,1,…
,,,,,,,,,,,,
東京の労働力統計データ（平成29年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成29年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
