"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","3年未満[人]","3年以上5年未満[人]","5年以上10年未満[人]","10年以上20年未満[人]","引っ越してきてから20年以上[人]","生まれてからずっと港区に住んでいる[人]","無回答[人]"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","学生","20","3","0","2","5","0","10","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","無職","83","11","0","7","17","35","13","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","その他","26","2","0","5","11","6","2","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","無回答","5","0","0","0","3","2","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","居住地区別","芝地区","107","12","10","18","25","21","21","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","居住地区別","麻布地区","140","28","12","23","27","34","16","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","居住地区別","赤坂地区","88","11","2","20","22","17","16","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","居住地区別","高輪地区","155","19","11","23","28","45","29","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","居住地区別","芝浦港南地区","164","27","17","32","59","25","4","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","居住地区別","無回答","4","0","0","0","2","2","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","持家（一戸建）","95","3","1","4","9","38","40","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","持家（マンション）","302","19","18","54","110","66","35","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","借家（一戸建）","7","2","0","4","0","0","1","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","59","26","38","27","17","4","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","3","1","2","9","11","2","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","2","3","5","7","1","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","7","3","9","0","1","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","2","1","2","0","0","1","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","その他","5","2","0","0","1","2","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","住居形態別","無回答","6","0","0","0","2","2","2","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","29","24","46","87","112","68","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","定住意向別","当分は住んでいたい","224","54","20","52","64","24","10","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","7","7","14","7","2","5","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","1","0","1","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","3","1","2","1","0","2","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","定住意向別","わからない","14","4","0","1","3","5","1","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","定住意向別","無回答","1","0","0","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・定住意向Q1","Ver202003",,,,,,,,,,,
