id,EPSGコード,経度,緯度,地域,目的,施設名称,施設名称かな,住所,住所かな,利用時間,休日,電話番号,FAX番号,e-mail,アクセス,施設ホームページ,利用者,車椅子使用者対応トイレ,スロープ,一般駐車場,車椅子対応駐車場,受付等,エレベータ,車椅子対応エレベータ,エスカレーター,音声誘導,磁気誘導,電光掲示板,筆談対応,手話対応,公衆ＦＡＸ,ベビーケアルーム,ベビーカーの貸出,オストメイト,車椅子対応車両,多目的シート,思いやり駐車場,自動体外式除細動器,ベビーチェア,ベビーベッド・シート,多目的シート_38,汚物流し,車椅子使用者対応トイレの設備その他,トイレ設備特記事項,バリアフリー対応,施設特記事項1,施設特記事項２,施設周辺地図,みんなのトイレマップ
12,EPSG:6668,139.4224202,35.57281731,忠生・山崎地域,公共>公園,忠生公園,ただおこうえん,東京都町田市忠生1-3-1,ただお1-3-1,6:00～18:00　（6-9月は6:00～19:00）,,042-792-1326,042-792-1630,,忠生公園前バス停下車すぐ,,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,トイレ利用時間＊忠生がにやら自然館午前9:00～午後4:30（月曜休館、祝日の場合は翌日、12/29～1/3休館）＊みんなのトイレは外2ヶ所（忠生口、木曽口）午前6:00～午後6:00（6～9月は午後7:00迄）　木曽口にベビーシートあります。こども用補助便座あり,,,,"https://www.google.com/maps/place/忠生公園/@35.5723084,139.4214422,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fc4247d11e2b:0xeb426b6854b875ff!8m2!3d35.5723084!4d139.4236309?hl=ja",1
13,EPSG:6668,139.3689945,35.59714842,相原・多摩境地域,公共>市民センター等,小山市民センター,おやましみんせんたー,東京都町田市小山町2507-1,おやままち2507-1,行政窓口（8:30～17:00）会議室等（9:00～22:00）,行政窓口：土曜、日曜（第1・第3・第5日曜日）、祝日、12月29日から1月3日　施設：第2火曜日、12月29日から1月3日,042-798-1927,042-798-1402,,京王相模原線多摩境から徒歩約10分,,車いす使用者・肢体不自由者|子育て支援|オストメイト,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,,,,,,"https://www.google.com/maps/place/町田市役所+小山市民センター/@35.597163,139.3667793,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fd54f371a03b:0xcca6c7f422c3df3a!8m2!3d35.597163!4d139.368968?hl=ja",1
14,EPSG:6668,139.3673111,35.60251689,相原・多摩境地域,交通・移動>鉄道駅,京王多摩境駅,けいおうたまさかいえき,東京都町田市小山ヶ丘3-23,おやまがおか3-23,,,042-779-6988,,,,https://www.keio.co.jp/train/station/ko44_tamasakai/index.html,車いす使用者・肢体不自由者|子育て支援|オストメイト,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,簡易式オストメイト,男女兼用ベビーベッドはみんなのトイレ内の大人用多目的シートで兼用しています。ベビーチェアは男女それぞれの一般便房内にあります。,,,,"https://www.google.com/maps/place/多摩境駅/@35.6016906,139.3655455,17z/data=!4m12!1m6!3m5!1s0x6018fd54f371a03b:0xcca6c7f422c3df3a!2z55S655Sw5biC5b255omAIOWwj-WxseW4guawkeOCu-ODs-OCv-ODvA!8m2!3d35.597163!4d139.368968!3m4!1s0x6018e2aa391814e1:0x9cef4fbed3fd1d54!8m2!3d35.6019217!4d139.3670205?hl=ja",1
15,EPSG:6668,139.3639433,35.60241467,相原・多摩境地域,公共>公園,小山白山公園,おやまはくさんこうえん,東京都町田市小山ヶ丘5-4,おやまがおか5-4,8:00～17:30,,,,,京王多摩境より徒歩3分,,車いす使用者・肢体不自由者,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,男女兼用　こども用補助便座あり,,,,"https://www.google.com/maps/place/小山白山公園/@35.6033611,139.3612087,17z/data=!4m12!1m6!3m5!1s0x6018fd54f371a03b:0xcca6c7f422c3df3a!2z55S655Sw5biC5b255omAIOWwj-WxseW4guawkeOCu-ODs-OCv-ODvA!8m2!3d35.597163!4d139.368968!3m4!1s0x60191d5672a38fc9:0x5e66be157cd531eb!8m2!3d35.6022096!4d139.3639829?hl=ja",1
17,EPSG:6668,139.3704242,35.60234269,相原・多摩境地域,買物>物販店,洋服の青山,ようふくのあおやま,東京都町田市小山ヶ丘3-10-7,おやまがおか3-10-7,10:00～20:00,無休,042-798-2206,042-798-4824,,多摩境駅から徒歩5分,http://www.aoyama-syouji.co.jp/,車いす使用者・肢体不自由者,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,手すりは両側設置（固定）,障がい者用トイレは女子トイレと共用,出入口は自動、誘導支障なし。,,,"https://www.google.com/maps/place/洋服の青山+多摩境店/@35.6021146,139.3671174,17z/data=!4m12!1m6!3m5!1s0x60191d5404383ddf:0x22bf84fc8d9ea34f!2z55S655Sw6KW_6YO15L6_5bGA!8m2!3d35.599957!4d139.360693!3m4!1s0x6018e2ab84044711:0xcee3aaed8ab8b4f!8m2!3d35.6021251!4d139.3700527?hl=ja",1
18,EPSG:6668,139.3864283,35.59886653,相原・多摩境地域,公共>火葬場,南多摩斎場,みなみたまさいじょう,東京都町田市上小山田町2147,かみおやまだまち2147,,1月1～3日、友引の日、臨時休業日（5月頃）,042-797-7641,042-797-3421,,南大沢駅よりタクシーで5分,http://minamitama-saijyo.jp/,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,,男女兼用,,,,"https://www.google.com/maps/place/南多摩斎場組合+南多摩斎場/@35.5983199,139.3826849,16z/data=!4m5!3m4!1s0x6018fd37eade6751:0x4692a2eafcba5cc!8m2!3d35.5987267!4d139.3865892?hl=ja",1
19,EPSG:6668,139.4021616,35.58918847,相原・多摩境地域,公共>公園,谷戸池公園,やといけこうえん,東京都町田市小山田桜台1-19-1,おやまださくらだい1-19-1,8:00～17:30,,,,,小山田桜台バス停より徒歩1分,,車いす使用者・肢体不自由者,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,男女兼用　こども用補助便座あり,,,,"https://www.google.com/maps/place/谷戸池公園/@35.5889707,139.4009584,18z/data=!4m5!3m4!1s0x6018fd1c16ab7cc1:0xa655ea263a6633f3!8m2!3d35.5887019!4d139.4018235?hl=ja",1
20,EPSG:6668,139.8333393,35.9999995,相原・多摩境地域,公共>公園,尾根緑道〔1〕公衆トイレ,おねりょくどう〔1〕こうしゅうといれ,東京都町田市常盤町3434-2,ときわまち3434-2,8:00～17:30,無休,,,,尾根緑道入口バス停より徒歩11分,,車いす使用者・肢体不自由者,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,男女兼用,,尾根緑道沿いのみんなのトイレはこの他、上小山田町南多摩斎場入口脇（尾根緑道〔2〕）、途中の都立小山内裏公園の3ヶ所にあります。,,"https://www.google.com/maps/place/%E5%85%AC%E8%A1%86%E3%83%88%E3%82%A4%E3%83%AC/@35.5879731,139.4001324,17z/data=!4m5!3m4!1s0x6018fd37cd26bb79:0x8590f315eda8ff0b!8m2!3d35.5868288!4d139.4024302",1
21,EPSG:6668,139.3929003,35.58608975,相原・多摩境地域,買物>スーパーストア・マーケット,コープみらい コープときわ店,こーぷみらい こーぷときわてん,東京都町田市常盤町3170-1,ときわまち3170-1,10:00～22:45,１月１日、２日,042-798-0090,,,下馬場バス停より徒歩2分,http://tokyo.coopnet.or.jp/,車いす使用者・肢体不自由者|子育て支援,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,"https://www.google.com/maps/search/コープときわ店+常盤町/@35.5860903,139.3907093,17z/data=!3m1!4b1?hl=ja",1
22,EPSG:6668,139.4054519,35.58232856,相原・多摩境地域,学校>大学,桜美林大学,おうびりんだいがく,東京都町田市常盤町3758,ときわまち3758,10:00～17:00,土、日、祝日（その他学校休校日）,042-797-2661,,,JR横浜線淵野辺駅より路線バスにて約10分（桜美林学園前バス停下車）,http://www.obirin.ac.jp/index.html,車いす使用者・肢体不自由者,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,男女兼用の学生用のトイレ。設置館は複数あるので一般の方がご利用になる際は受付（インフォメーションセンター）にお尋ねください。,,,,"https://www.google.com/maps/place/桜美林大学/@35.5816878,139.4050405,17z/data=!4m12!1m6!3m5!1s0x6018fcfe6a23c7e5:0x3aa3a44787f44594!2z5qGc576O5p6X5aSn5a2m!8m2!3d35.5816878!4d139.4072345!3m4!1s0x6018fcfe6a23c7e5:0x3aa3a44787f44594!8m2!3d35.5816878!4d139.4072345?hl=ja",1
23,EPSG:6668,139.4448974,35.54211189,町田中央地域,買物>スーパーストア・マーケット,ヨドバシカメラマルチメデイア町田,よどばしかめらまるちめでいあまちだ,東京都町田市原町田1-1-11,はらまちだ1-1-11,9:30～22:00,年中無休,042-721-1010,,,JR町田駅より徒歩1分,https://www.yodobashi.com/ec/store/0027/,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,,"ベビーベッド（2F男子トイレ、3,4F女性用トイレ）、車椅子使用（1F）",,,,"https://www.google.com/maps/place/ヨドバシカメラ+マルチメディア町田/@35.542231,139.442119,17z/data=!4m12!1m6!3m5!1s0x6018feb4c73ff057:0x9e2cf90d7d2dc1ba!2z44Oo44OJ44OQ44K344Kr44Oh44OpIOODnuODq-ODgeODoeODh-OCo-OCoueUuueUsA!8m2!3d35.542231!4d139.444313!3m4!1s0x6018feb4c73ff057:0x9e2cf90d7d2dc1ba!8m2!3d35.542231!4d139.444313?hl=ja",1
24,EPSG:6668,139.4454503,35.54197364,町田中央地域,交通・移動>鉄道駅,JR町田駅,じぇいあーるまちだえき,東京都町田市原町田1-1-36,はらまちだ1-1-36,,,別記,042-725-5055,,,http://www.jreast.co.jp/,車いす使用者・肢体不自由者|オストメイト,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,,オストメイト用の設備あり。,駅改札内にエレベーターあり。,,,"https://www.google.com/maps/place/町田駅/@35.5422309,139.4421082,17z/data=!4m8!1m2!2m1!1zSlLnlLrnlLDpp4U!3m4!1s0x0:0xad9aefefa259282b!8m2!3d35.541994!4d139.4453759?hl=ja",1
25,EPSG:6668,139.4493,35.53712869,町田中央地域,公共>公園,原町田青空ひろば,はらまちだあおぞらひろば,東京都町田市原町田1-27,はらまちだ1-27,8:30～17:30（6～8月　8:30～18:30）,,なし,なし,,JR町田駅より徒歩15分,,車いす使用者・肢体不自由者|子育て支援,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,男女兼用　こども用補助便座あり,,,,"https://www.google.com/maps/place/原町田青空広場/@35.5372969,139.4470587,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f934564d2667:0xf60a983af22b888!8m2!3d35.5372969!4d139.4492527?hl=ja",1
26,EPSG:6668,139.4476419,35.54036864,町田中央地域,交通・移動>駐車場,市営原町田1丁目駐車場,しえいはらまちだ1ちょうめちゅうしゃじょう,東京都町田市原町田1-6-21,はらまちだ1-6-21,24時間営業,年中無休,042-726-8090,042-726-8090,,JR町田駅ターミナル口より徒歩2分,,車いす使用者・肢体不自由者,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,みんなのトイレは、提供を中止しています。,収容台数は約204台、駐車料金は20分毎に100円となっています。,,"https://www.google.com/maps/place/市営原町田%EF%BC%91丁目駐車場/@35.540454,139.445467,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f94abf6cfad7:0xd6046b07da659d41!8m2!3d35.540454!4d139.447661?hl=ja",1
27,EPSG:6668,139.4469764,35.54025447,町田中央地域,集会施設・冠婚葬祭>斎場>集会施設,コムウェルホール町田駅前会堂けやき,こむうぇるほーるまちだえきまえかいどうけやき,東京都町田市原町田1-6-28,はらまちだ1-6-28,9:00～17:30,年中無休（1月1日除く）,042-709-1313,,,JR町田駅より徒歩3分,http://www.comwell.co.jp/,車いす使用者・肢体不自由者|子育て支援,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,,男女兼用,,駐車場の利用は原則として遺族用、障がい者用駐車場が必要の場合は事前連絡をお願いします。,,"https://www.google.com/maps/search/町田市原町田%E3%80%80コムウエル/@35.5402539,139.4447466,17z?hl=ja",0
28,EPSG:6668,139.4825994,35.58420861,鶴川地域,買物>物販店,ノジマNEW鶴川店,のじまにゅーつるかわてん,東京都町田市能ヶ谷1-7-5　神栄ビル2F,のうがや1-7-5　しんえいびる2かい,10:00～21:00,不定休,042-737-6031,042-737-6033,,小田急線鶴川駅下車、徒歩3分。マルエツ2F,http://www.nojima.co.jp/shop/tokyo/tsurukawa.html,車いす使用者・肢体不自由者,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,手すりは両側設置で片側可動式,みんなのトイレは屋上にもあります。,出入口は自動、視覚障がい者誘導用ブロックは入口のみ設置、誘導支障なし。　障がい者用駐車スペースは屋上に4台分あり。,神栄ビル1Fはスーパーマルエツ、3F、4F、5F、屋上が一般駐車場,,"https://www.google.com/maps/place/ノジマNEW鶴川店/@35.584311,139.480233,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fbc9f41bf13f:0xa481af11b4dee92e!8m2!3d35.584311!4d139.482427?hl=ja",0
29,EPSG:6668,139.3724326,35.60312292,相原・多摩境地域,買物>物販店,オートバックス多摩境店,おーとばっくすたまさかいてん,東京都町田市小山ヶ丘2-3-4,おやまがおか2-3-4,10:00～19：30,無休,042-798-7610,042-798-7611,,多摩境駅より徒歩10分,https://tamasakai.ia-gr.com,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,手すりは両側設置で片側可動式,ベビーチェアは一般男子・女子トイレに設置、ベビーベッドはみんなのトイレに設置,出入口は自動。　障がい者駐車場から一般駐車場を通り店内へ。人的誘導支障なし。,,,"https://www.google.com/maps/place/オートバックス+・多摩境/@35.6031481,139.3699956,17z/data=!4m12!1m6!3m5!1s0x60191d5620983eb1:0xd579cbfb25275195!2z44Kq44O844OI44OQ44OD44Kv44K5IOODu-WkmuaRqeWigw!8m2!3d35.6031481!4d139.3721896!3m4!1s0x60191d5620983eb1:0xd579cbfb25275195!8m2!3d35.6031481!4d139.3721896?hl=ja",1
30,EPSG:6668,139.4495845,35.54014692,町田中央地域,交通・移動>バスターミナル,町田ターミナルプラザ2F（ターミナル棟）,まちだたーみなるぷらざ2かい（たーみなるとう）,東京都町田市原町田3-1-4(管理事務所）,はらまちだ3-1-4（かんりじむしょ）,6:00～23:30,,042-728-2540,042-728-7581,,JR町田駅より徒歩2分,,車いす使用者・肢体不自由者,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,男子用・女子用計3室あります。　多目的シートはみんなのトイレ以外に男女各トイレに1ヶ所づつあります。,車いす対応エレベータはミーナ町田内にあります。営業時間内であれば利用可。障がい者用駐車場は4Fにあります。駐車場エレベーターは23:30まで使えます。（ミーナ側にあるもの）,,,"https://www.google.com/maps/search/町田+ターミナルプラザ/@35.5404106,139.4470585,17z/data=!3m1!4b1?hl=ja",1
31,EPSG:6668,139.4495845,35.54014692,町田中央地域,交通・移動>駐車場,まちだターミナルパーキング（3F～6F）,まちだたーみなるぱーきんぐ（3かいから6かい）,東京都町田市原町田3-1-4(管理事務所）,はらまちだ3-1-4（かんりじむしょ）,6：30～23:30,元日のみ休み,03-5797-2120（東急ライフィア）,03-5797-2130（東急ライフィア）,,JR町田駅より徒歩2分,https://www.tokyulifia.co.jp/parking/coin/199,車いす使用者・肢体不自由者,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,男女兼用,車いす対応エレベーターはミーナ町田内にあります。（午前6:00～午後11:30）。障がい者駐車区画は4F又は連絡通路先がスロープの5Fを利用下さい。5Fの障がい者駐車区画もご利用下さい。,"ミーナ町田への通路3F,6Fは階段です。",,"https://www.google.com/maps/place/%E3%81%BE%E3%81%A1%E3%81%A0%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%E3%83%91%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0/@35.5393247,139.4485378,17z/data=!3m1!4b1!4m6!3m5!1s0x6018f94a78506729:0xf4844191f8328966!8m2!3d35.5393204!4d139.4511074!16s%2Fg%2F11h5km8phw?hl=ja&entry=ttu",1
32,EPSG:6668,139.4495845,35.54014692,町田中央地域,交通・移動>バスターミナル,町田ターミナル1F,まちだたーみなる（1かい）,東京都町田市原町田3-1-4(管理事務所）,はらまちだ3-1-4（かんりじむしょ）,,,042-728-2540,042-728-7581,,町田駅より徒歩2分,,車いす使用者・肢体不自由者,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,市立中央図書館前交差点より、図書館側及びターミナル側に斜路で、2F入口へ、エレベーターでバスターミナルへ進む。営業時間中なら、隣接ビル(ミーナ・郵便局）のエレベーターで2F入口へ行ける。,,,"https://www.google.com/maps/place/町田ターミナル%EF%BC%88バス%EF%BC%89/@35.5403958,139.4470764,17z/data=!4m8!1m2!2m1!1z55S655Sw44K_44O844Of44OK44Or!3m4!1s0x0:0xa7f5af9ddf9b46b1!8m2!3d35.5407101!4d139.4491001?hl=ja",1
