地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,事業所数（事業所）,従業者数（人）,売上（収入）金額（百万円）
1,13100,区部,2,I,61,無店舗小売業,3194,52538,2860739
1,13100,区部,1,J,00,金融業，保険業,8182,364212,…
1,13100,区部,2,J,62,銀行業,1246,92036,…
1,13100,区部,2,J,63,協同組織金融業,907,24514,…
1,13100,区部,2,J,64,貸金業，クレジットカード業等非預金信用機関,830,39791,…
1,13100,区部,2,J,65,金融商品取引業，商品先物取引業,1087,50010,…
1,13100,区部,2,J,66,補助的金融業等,357,11652,…
1,13100,区部,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,3753,146180,…
1,13100,区部,1,K,00,不動産業，物品賃貸業,38925,278116,16888307
1,13100,区部,2,K,68,不動産取引業,7657,70659,5066751
1,13100,区部,2,K,69,不動産賃貸業・管理業,29184,155142,6960332
1,13100,区部,2,K,70,物品賃貸業,1974,48125,4836233
1,13100,区部,1,L,00,学術研究，専門・技術サービス業,28816,382949,18025018
1,13100,区部,2,L,71,学術・開発研究機関,682,22389,447196
1,13100,区部,2,L,72,専門サービス業（他に分類されないもの）,18261,202567,10594084
1,13100,区部,2,L,73,広告業,2058,57120,4905080
1,13100,区部,2,L,74,技術サービス業（他に分類されないもの）,7790,100634,2071176
1,13100,区部,1,M,00,宿泊業，飲食サービス業,58620,606003,3870798
1,13100,区部,2,M,75,宿泊業,1911,55837,897730
1,13100,区部,2,M,76,飲食店,52101,494123,2727719
1,13100,区部,2,M,77,持ち帰り・配達飲食サービス業,4575,55352,242324
1,13100,区部,1,N,00,生活関連サービス業，娯楽業,29567,223669,9734265
1,13100,区部,2,N,78,洗濯・理容・美容・浴場業,20321,83648,499249
1,13100,区部,2,N,79,その他の生活関連サービス業,4607,56672,4852820
1,13100,区部,2,N,80,娯楽業,4630,83312,4381939
1,13100,区部,1,O,00,教育，学習支援業,10889,245099,…
1,13100,区部,2,O,81,学校教育,1809,147095,…
1,13100,区部,2,O,82,その他の教育，学習支援業,9080,98004,703979
1,13100,区部,1,P,00,医療，福祉,30973,500215,18949480
1,13100,区部,2,P,83,医療業,21724,292449,3228560
1,13100,区部,2,P,84,保健衛生,271,9459,136911
1,13100,区部,2,P,85,社会保険・社会福祉・介護事業,8946,197961,15580357
1,13100,区部,1,Q,00,複合サービス事業,1169,22610,…
1,13100,区部,2,Q,86,郵便局,1028,21137,…
1,13100,区部,2,Q,87,協同組合（他に分類されないもの）,141,1473,53897
1,13100,区部,1,R,00,サービス業（他に分類されないもの）,26007,831299,…
1,13100,区部,2,R,88,廃棄物処理業,760,16593,318698
1,13100,区部,2,R,89,自動車整備業,1396,8966,130357
1,13100,区部,2,R,90,機械等修理業（別掲を除く）,2034,35258,858505
1,13100,区部,2,R,91,職業紹介・労働者派遣業,2186,233623,1758140
1,13100,区部,2,R,92,その他の事業サービス業,11169,467793,7346014
1,13100,区部,2,R,93,政治・経済・文化団体,4279,45271,…
1,13100,区部,2,R,94,宗教,3878,18604,…
1,13100,区部,2,R,95,その他のサービス業,198,3345,70899
4,13101,千代田区,1,A,00,農業，林業,8,21,678
4,13101,千代田区,2,A,01,農業,6,18,X
4,13101,千代田区,2,A,02,林業,2,3,X
4,13101,千代田区,1,B,00,漁業,-,-,-
4,13101,千代田区,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13101,千代田区,2,B,04,水産養殖業,-,-,-
4,13101,千代田区,1,C,00,鉱業，採石業，砂利採取業,10,361,1530
4,13101,千代田区,2,C,05,鉱業，採石業，砂利採取業,10,361,1530
4,13101,千代田区,1,D,00,建設業,753,26641,…
4,13101,千代田区,2,D,06,総合工事業,230,12112,…
4,13101,千代田区,2,D,07,職別工事業（設備工事業を除く）,212,3920,…
4,13101,千代田区,2,D,08,設備工事業,309,10544,…
4,13101,千代田区,1,E,00,製造業,968,44397,831517
4,13101,千代田区,2,E,09,食料品製造業,44,2404,31710
4,13101,千代田区,2,E,10,飲料・たばこ・飼料製造業,12,652,73374
4,13101,千代田区,2,E,11,繊維工業,48,1185,20091
4,13101,千代田区,2,E,12,木材・木製品製造業（家具を除く）,6,45,12
4,13101,千代田区,2,E,13,家具・装備品製造業,7,243,78
4,13101,千代田区,2,E,14,パルプ・紙・紙加工品製造業,41,656,7994
4,13101,千代田区,2,E,15,印刷・同関連業,323,3680,77149
4,13101,千代田区,2,E,16,化学工業,85,11751,200424
4,13101,千代田区,2,E,17,石油製品・石炭製品製造業,8,2729,35
4,13101,千代田区,2,E,18,プラスチック製品製造業（別掲を除く）,35,462,19391
4,13101,千代田区,2,E,19,ゴム製品製造業,11,174,6308
4,13101,千代田区,2,E,20,なめし革・同製品・毛皮製造業,5,18,438
4,13101,千代田区,2,E,21,窯業・土石製品製造業,20,2588,9120
4,13101,千代田区,2,E,22,鉄鋼業,14,3066,6847
4,13101,千代田区,2,E,23,非鉄金属製造業,14,2912,8169
4,13101,千代田区,2,E,24,金属製品製造業,36,1677,10138
4,13101,千代田区,2,E,25,はん用機械器具製造業,18,814,11128
4,13101,千代田区,2,E,26,生産用機械器具製造業,39,749,7234
4,13101,千代田区,2,E,27,業務用機械器具製造業,23,510,18546
4,13101,千代田区,2,E,28,電子部品・デバイス・電子回路製造業,26,1041,31246
4,13101,千代田区,2,E,29,電気機械器具製造業,38,1653,22539
4,13101,千代田区,2,E,30,情報通信機械器具製造業,27,2994,8497
4,13101,千代田区,2,E,31,輸送用機械器具製造業,17,1343,244815
4,13101,千代田区,2,E,32,その他の製造業,68,1021,15878
4,13101,千代田区,1,F,00,電気・ガス・熱供給・水道業,43,2786,…
4,13101,千代田区,2,F,33,電気業,19,2083,…
4,13101,千代田区,2,F,34,ガス業,2,30,…
4,13101,千代田区,2,F,35,熱供給業,17,194,…
4,13101,千代田区,2,F,36,水道業,5,479,…
4,13101,千代田区,1,G,00,情報通信業,2267,114152,…
4,13101,千代田区,2,G,37,通信業,47,20967,…
4,13101,千代田区,2,G,38,放送業,44,2156,…
4,13101,千代田区,2,G,39,情報サービス業,1194,57599,1780232
4,13101,千代田区,2,G,40,インターネット附随サービス業,145,6931,175969
4,13101,千代田区,2,G,41,映像・音声・文字情報制作業,836,26489,…
4,13101,千代田区,1,H,00,運輸業，郵便業,465,19591,…
4,13101,千代田区,2,H,42,鉄道業,39,5829,…
4,13101,千代田区,2,H,43,道路旅客運送業,23,1728,…
4,13101,千代田区,2,H,44,道路貨物運送業,196,3259,…
4,13101,千代田区,2,H,45,水運業,55,3617,…
4,13101,千代田区,2,H,46,航空運輸業,2,27,…
4,13101,千代田区,2,H,47,倉庫業,33,441,…
4,13101,千代田区,2,H,48,運輸に附帯するサービス業,116,4606,…
4,13101,千代田区,2,H,49,郵便業（信書便事業を含む）,1,84,…
4,13101,千代田区,1,I,00,卸売業，小売業,7162,182746,49645713
4,13101,千代田区,2,I,50,各種商品卸売業,23,16884,18443442
4,13101,千代田区,2,I,51,繊維・衣服等卸売業,307,9788,471628
4,13101,千代田区,2,I,52,飲食料品卸売業,368,7231,2224402
4,13101,千代田区,2,I,53,建築材料，鉱物・金属材料等卸売業,977,34128,15733272
4,13101,千代田区,2,I,54,機械器具卸売業,1317,43044,7194490
4,13101,千代田区,2,I,55,その他の卸売業,1047,32779,4398713
4,13101,千代田区,2,I,56,各種商品小売業,7,2210,84676
4,13101,千代田区,2,I,57,織物・衣服・身の回り品小売業,620,5180,120752
4,13101,千代田区,2,I,58,飲食料品小売業,849,11091,197285
4,13101,千代田区,2,I,59,機械器具小売業,221,3503,291843
4,13101,千代田区,2,I,60,その他の小売業,1213,13158,308200
4,13101,千代田区,2,I,61,無店舗小売業,201,3601,174708
4,13101,千代田区,1,J,00,金融業，保険業,1279,125811,…
4,13101,千代田区,2,J,62,銀行業,134,36084,…
4,13101,千代田区,2,J,63,協同組織金融業,44,4066,…
4,13101,千代田区,2,J,64,貸金業，クレジットカード業等非預金信用機関,109,11712,…
4,13101,千代田区,2,J,65,金融商品取引業，商品先物取引業,248,22927,…
4,13101,千代田区,2,J,66,補助的金融業等,77,2336,…
4,13101,千代田区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,667,48686,…
4,13101,千代田区,1,K,00,不動産業，物品賃貸業,1938,35982,4058413
4,13101,千代田区,2,K,68,不動産取引業,404,7628,698038
4,13101,千代田区,2,K,69,不動産賃貸業・管理業,1388,17335,1431311
4,13101,千代田区,2,K,70,物品賃貸業,140,10990,1928857
4,13101,千代田区,1,L,00,学術研究，専門・技術サービス業,3724,87954,5670593
4,13101,千代田区,2,L,71,学術・開発研究機関,112,4310,218149
4,13101,千代田区,2,L,72,専門サービス業（他に分類されないもの）,2722,61438,4624609
4,13101,千代田区,2,L,73,広告業,297,7587,533242
4,13101,千代田区,2,L,74,技術サービス業（他に分類されないもの）,591,14615,294577
4,13101,千代田区,1,M,00,宿泊業，飲食サービス業,3404,54927,446813
4,13101,千代田区,2,M,75,宿泊業,95,8155,194582
4,13101,千代田区,2,M,76,飲食店,3089,40870,240486
4,13101,千代田区,2,M,77,持ち帰り・配達飲食サービス業,215,5792,11084
4,13101,千代田区,1,N,00,生活関連サービス業，娯楽業,786,11648,646628
4,13101,千代田区,2,N,78,洗濯・理容・美容・浴場業,247,1331,8072
4,13101,千代田区,2,N,79,その他の生活関連サービス業,316,6034,519878
4,13101,千代田区,2,N,80,娯楽業,223,4283,118678
4,13101,千代田区,1,O,00,教育，学習支援業,463,22080,…
4,13101,千代田区,2,O,81,学校教育,136,14393,…
4,13101,千代田区,2,O,82,その他の教育，学習支援業,327,7687,104216
4,13101,千代田区,1,P,00,医療，福祉,960,20036,10848980
4,13101,千代田区,2,P,83,医療業,736,13356,188016
4,13101,千代田区,2,P,84,保健衛生,27,1011,11477
4,13101,千代田区,2,P,85,社会保険・社会福祉・介護事業,197,5669,10649487
4,13101,千代田区,1,Q,00,複合サービス事業,59,3462,…
4,13101,千代田区,2,Q,86,郵便局,48,3390,…
4,13101,千代田区,2,Q,87,協同組合（他に分類されないもの）,11,72,2893
4,13101,千代田区,1,R,00,サービス業（他に分類されないもの）,2683,137412,…
4,13101,千代田区,2,R,88,廃棄物処理業,32,268,3442
4,13101,千代田区,2,R,89,自動車整備業,9,64,2393
4,13101,千代田区,2,R,90,機械等修理業（別掲を除く）,134,6577,176273
4,13101,千代田区,2,R,91,職業紹介・労働者派遣業,365,56546,434361
4,13101,千代田区,2,R,92,その他の事業サービス業,1217,60041,1549859
4,13101,千代田区,2,R,93,政治・経済・文化団体,839,11740,…
4,13101,千代田区,2,R,94,宗教,54,605,…
4,13101,千代田区,2,R,95,その他のサービス業,26,483,18477
4,13102,中央区,1,A,00,農業，林業,11,178,4677
4,13102,中央区,2,A,01,農業,9,155,X
4,13102,中央区,2,A,02,林業,2,23,X
4,13102,中央区,1,B,00,漁業,3,18,X
4,13102,中央区,2,B,03,漁業（水産養殖業を除く）,3,18,X
4,13102,中央区,2,B,04,水産養殖業,-,-,-
4,13102,中央区,1,C,00,鉱業，採石業，砂利採取業,1,13,X
4,13102,中央区,2,C,05,鉱業，採石業，砂利採取業,1,13,X
4,13102,中央区,1,D,00,建設業,913,34793,…
4,13102,中央区,2,D,06,総合工事業,302,18323,…
4,13102,中央区,2,D,07,職別工事業（設備工事業を除く）,278,5470,…
4,13102,中央区,2,D,08,設備工事業,333,11000,…
4,13102,中央区,1,E,00,製造業,1254,28787,1299745
4,13102,中央区,2,E,09,食料品製造業,129,2901,106280
4,13102,中央区,2,E,10,飲料・たばこ・飼料製造業,21,437,397896
4,13102,中央区,2,E,11,繊維工業,104,702,29904
4,13102,中央区,2,E,12,木材・木製品製造業（家具を除く）,9,78,1593
4,13102,中央区,2,E,13,家具・装備品製造業,14,359,1630
4,13102,中央区,2,E,14,パルプ・紙・紙加工品製造業,35,519,15962
4,13102,中央区,2,E,15,印刷・同関連業,405,3835,99548
4,13102,中央区,2,E,16,化学工業,143,10829,206575
4,13102,中央区,2,E,17,石油製品・石炭製品製造業,4,72,4105
4,13102,中央区,2,E,18,プラスチック製品製造業（別掲を除く）,41,766,40855
4,13102,中央区,2,E,19,ゴム製品製造業,8,2539,123
4,13102,中央区,2,E,20,なめし革・同製品・毛皮製造業,12,137,6943
4,13102,中央区,2,E,21,窯業・土石製品製造業,23,383,8827
4,13102,中央区,2,E,22,鉄鋼業,20,274,2924
4,13102,中央区,2,E,23,非鉄金属製造業,3,18,544
4,13102,中央区,2,E,24,金属製品製造業,41,764,44710
4,13102,中央区,2,E,25,はん用機械器具製造業,21,1032,3546
4,13102,中央区,2,E,26,生産用機械器具製造業,33,350,14558
4,13102,中央区,2,E,27,業務用機械器具製造業,27,785,17216
4,13102,中央区,2,E,28,電子部品・デバイス・電子回路製造業,14,217,573
4,13102,中央区,2,E,29,電気機械器具製造業,29,394,25013
4,13102,中央区,2,E,30,情報通信機械器具製造業,22,337,19911
4,13102,中央区,2,E,31,輸送用機械器具製造業,19,292,225484
4,13102,中央区,2,E,32,その他の製造業,70,706,10564
4,13102,中央区,1,F,00,電気・ガス・熱供給・水道業,26,2487,…
4,13102,中央区,2,F,33,電気業,6,1746,…
4,13102,中央区,2,F,34,ガス業,4,77,…
4,13102,中央区,2,F,35,熱供給業,11,175,…
4,13102,中央区,2,F,36,水道業,5,489,…
4,13102,中央区,1,G,00,情報通信業,1918,71251,…
4,13102,中央区,2,G,37,通信業,28,4042,…
4,13102,中央区,2,G,38,放送業,60,853,…
4,13102,中央区,2,G,39,情報サービス業,1041,45600,1095676
4,13102,中央区,2,G,40,インターネット附随サービス業,137,4036,95299
4,13102,中央区,2,G,41,映像・音声・文字情報制作業,651,16715,…
4,13102,中央区,1,H,00,運輸業，郵便業,739,20971,…
4,13102,中央区,2,H,42,鉄道業,16,831,…
4,13102,中央区,2,H,43,道路旅客運送業,23,1725,…
4,13102,中央区,2,H,44,道路貨物運送業,280,6473,…
4,13102,中央区,2,H,45,水運業,87,2844,…
4,13102,中央区,2,H,46,航空運輸業,6,73,…
4,13102,中央区,2,H,47,倉庫業,72,1379,…
4,13102,中央区,2,H,48,運輸に附帯するサービス業,252,5826,…
4,13102,中央区,2,H,49,郵便業（信書便事業を含む）,3,1820,…
4,13102,中央区,1,I,00,卸売業，小売業,9620,208100,35956880
4,13102,中央区,2,I,50,各種商品卸売業,15,449,92761
4,13102,中央区,2,I,51,繊維・衣服等卸売業,1051,17736,1147357
4,13102,中央区,2,I,52,飲食料品卸売業,1751,29650,6714690
4,13102,中央区,2,I,53,建築材料，鉱物・金属材料等卸売業,1261,39791,15912405
4,13102,中央区,2,I,54,機械器具卸売業,1119,43788,4902080
4,13102,中央区,2,I,55,その他の卸売業,1299,36696,5372549
4,13102,中央区,2,I,56,各種商品小売業,14,4593,421529
4,13102,中央区,2,I,57,織物・衣服・身の回り品小売業,695,8810,191820
4,13102,中央区,2,I,58,飲食料品小売業,925,9357,151097
4,13102,中央区,2,I,59,機械器具小売業,124,1797,340569
4,13102,中央区,2,I,60,その他の小売業,1110,10257,333059
4,13102,中央区,2,I,61,無店舗小売業,253,5155,376484
4,13102,中央区,1,J,00,金融業，保険業,1114,54086,…
4,13102,中央区,2,J,62,銀行業,200,15386,…
4,13102,中央区,2,J,63,協同組織金融業,43,2430,…
4,13102,中央区,2,J,64,貸金業，クレジットカード業等非預金信用機関,77,3332,…
4,13102,中央区,2,J,65,金融商品取引業，商品先物取引業,270,13020,…
4,13102,中央区,2,J,66,補助的金融業等,67,3322,…
4,13102,中央区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,457,16596,…
4,13102,中央区,1,K,00,不動産業，物品賃貸業,2210,32045,2626852
