地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
0,13000,東京都,2,E,21,窯業・土石製品製造業,734,10547,8266,2276,9056,7064,1987,354,796,533,258,335,187,143,151,990,718,272,716,510,206,110,1533,1193,340,1292,1009,283,49,1132,945,187,969,805,164,29,1141,932,209,1046,848,198,18,1247,1015,232,1134,911,223,5,613,449,164,570,411,159,2,462,400,62,454,392,62,3,1260,1038,222,1204,984,220,1,1373,1043,330,1336,1007,329,12
0,13000,東京都,2,E,22,鉄鋼業,495,8045,6663,1382,7122,5911,1211,290,633,453,180,260,158,102,102,671,497,174,464,348,116,42,555,449,106,460,377,83,24,587,481,106,531,434,97,13,463,373,90,433,344,89,12,751,644,107,706,599,107,7,851,753,98,819,723,96,2,437,394,43,428,385,43,1,312,294,18,312,294,18,1,2785,2325,460,2709,2249,460,1
0,13000,東京都,2,E,23,非鉄金属製造業,578,7909,5801,2098,6837,4960,1867,367,810,560,247,307,176,128,107,679,425,247,488,285,196,43,596,407,189,476,310,166,25,587,433,154,524,390,134,12,460,363,97,429,338,91,9,601,485,116,563,451,112,7,849,664,185,818,635,183,2,509,425,84,499,415,84,1,404,-,404,404,-,404,3,2414,2039,375,2329,1960,369,2
0,13000,東京都,2,E,24,金属製品製造業,5559,40175,29716,10440,30849,22664,8166,3577,8162,5700,2454,3409,2035,1366,1151,7467,5295,2161,5246,3693,1542,522,7032,5183,1849,5826,4334,1492,144,3377,2518,859,2956,2201,755,94,3573,2767,806,3253,2502,751,44,2907,2298,609,2702,2117,585,11,1429,1121,308,1292,1010,282,4,1063,816,247,1041,794,247,1,429,336,93,421,328,93,3,4736,3682,1054,4703,3650,1053,8
0,13000,東京都,2,E,25,はん用機械器具製造業,1382,18832,14934,3879,16326,13013,3294,774,1760,1215,541,791,471,316,290,1942,1438,499,1373,1026,342,163,2177,1675,492,1792,1393,389,51,1234,948,286,1103,841,262,39,1440,1126,314,1252,1003,249,35,2240,1716,524,2132,1617,515,9,1408,1232,176,1383,1208,175,9,2045,1701,344,2003,1660,343,3,1076,899,177,1049,872,177,5,3510,2984,526,3448,2922,526,4
0,13000,東京都,2,E,26,生産用機械器具製造業,3411,33755,26612,7086,27778,22001,5720,2037,4667,3299,1361,1973,1219,747,678,4406,3238,1154,3151,2339,798,390,5288,4187,1091,4370,3480,880,134,3237,2595,616,2853,2304,523,87,3341,2786,555,3095,2589,506,46,3236,2679,557,3036,2506,530,14,1921,1520,401,1860,1461,399,7,1569,1273,296,1539,1243,296,4,1560,1357,203,1512,1311,201,4,4530,3678,852,4389,3549,840,10
0,13000,東京都,2,E,27,業務用機械器具製造業,1873,31872,23791,8077,28092,20990,7098,952,2246,1508,734,1060,587,469,388,2568,1785,783,1853,1256,597,236,3277,2350,927,2717,1949,768,103,2479,1759,720,2253,1585,668,90,3402,2505,897,3161,2299,862,47,3232,2532,700,3054,2385,669,23,3174,2571,603,3011,2442,569,8,1952,1492,460,1937,1477,460,8,2982,2188,794,2858,2117,741,9,6560,5101,1459,6188,4893,1295,9
0,13000,東京都,2,E,28,電子部品・デバイス・電子回路製造業,1038,18401,13292,5054,16516,11817,4646,489,1177,776,385,554,298,242,222,1489,935,549,1092,650,437,139,1902,1236,652,1629,1027,588,67,1615,1021,574,1437,886,531,55,2151,1466,685,1980,1321,659,30,2057,1501,556,1957,1413,544,18,2458,1761,697,2378,1686,692,5,1202,837,365,1186,824,362,3,1142,934,208,1115,907,208,4,3208,2825,383,3188,2805,383,6
0,13000,東京都,2,E,29,電気機械器具製造業,1948,41782,32910,8723,37944,29856,7939,930,2212,1519,678,1005,577,413,442,2879,1994,865,2084,1398,666,270,3674,2641,1009,3059,2149,886,109,2618,1889,729,2315,1642,673,86,3206,2425,781,2985,2231,754,59,4273,3220,963,4067,3041,936,19,2505,2119,386,2296,1935,361,9,2168,1791,377,2120,1743,377,10,3688,2989,699,3599,2961,638,9,14559,12323,2236,14414,12179,2235,5
0,13000,東京都,2,E,30,情報通信機械器具製造業,510,21074,17045,4007,19911,16077,3812,189,452,313,134,245,153,87,92,615,430,178,468,319,142,74,1046,736,300,885,606,269,52,1249,943,306,1106,825,281,37,1358,1123,235,1259,1035,224,32,2219,1791,428,2137,1710,427,15,2109,1625,484,2053,1572,481,4,998,748,250,942,718,224,6,2369,1931,438,2259,1832,427,8,8659,7405,1254,8557,7307,1250,1
0,13000,東京都,2,E,31,輸送用機械器具製造業,982,37211,31333,5857,35220,29809,5390,498,1139,783,356,507,317,190,194,1251,898,345,906,661,237,121,1672,1257,402,1425,1066,346,64,1512,1216,296,1355,1106,249,34,1315,1052,263,1233,981,252,33,2322,1850,472,2217,1765,452,14,1819,1491,328,1760,1441,319,5,1211,1026,185,1203,1018,185,7,2791,2255,536,2566,2076,490,10,22179,19505,2674,22048,19378,2670,2
0,13000,東京都,2,E,32,その他の製造業,3643,27405,17675,9580,21405,13384,7874,2403,5277,3468,1782,2226,1184,1018,686,4529,2862,1613,3187,1938,1195,308,4196,2552,1598,3534,2093,1395,106,2525,1577,925,2289,1404,862,72,2724,1712,1012,2443,1554,889,34,2334,1459,875,2205,1366,839,22,2919,2068,851,2808,1974,834,5,1143,801,342,1058,721,337,-,-,-,-,-,-,-,2,1758,1176,582,1655,1150,505,5
0,13000,東京都,1,F,00,電気・ガス・熱供給・水道業,397,21826,18784,2877,21436,18412,2859,85,174,142,23,141,111,21,64,440,389,38,412,363,36,93,1237,1158,57,1175,1102,51,19,441,393,48,427,379,48,23,838,722,78,810,694,78,60,5354,4567,704,5295,4511,701,15,2033,1779,254,2001,1749,252,11,2546,2098,448,2492,2045,447,5,1862,1701,161,1862,1701,161,5,6901,5835,1066,6821,5757,1064,17
0,13000,東京都,2,F,33,電気業,125,9953,8659,1134,9750,8464,1126,23,46,33,9,32,21,7,9,58,37,8,51,30,8,11,144,103,19,125,89,14,7,165,140,25,158,133,25,7,260,192,30,248,180,30,49,4642,3955,604,4604,3917,604,7,980,893,87,960,873,87,5,1252,1027,225,1206,982,224,1,309,300,9,309,300,9,2,2097,1979,118,2057,1939,118,4
0,13000,東京都,2,F,34,ガス業,35,7163,5887,1276,7094,5822,1272,5,10,10,-,7,7,-,2,15,11,4,15,11,4,5,70,57,13,65,52,13,2,50,40,10,47,37,10,3,107,97,10,103,93,10,9,578,494,84,564,482,82,1,148,128,20,148,128,20,3,630,533,97,630,533,97,2,751,661,90,751,661,90,3,4804,3856,948,4764,3818,946,-
0,13000,東京都,2,F,35,熱供給業,87,854,753,101,791,691,100,33,69,60,9,59,50,9,18,125,111,14,114,101,13,18,236,222,14,205,191,14,3,65,63,2,63,61,2,2,79,68,11,70,59,11,-,-,-,-,-,-,-,2,280,229,51,280,229,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
0,13000,東京都,2,F,36,水道業,150,3856,3485,366,3801,3435,361,24,49,39,5,43,33,5,35,242,230,12,232,221,11,59,787,776,11,780,770,10,7,161,150,11,159,148,11,11,392,365,27,389,362,27,2,134,118,16,127,112,15,5,625,529,96,613,519,94,3,664,538,126,656,530,126,2,802,740,62,802,740,62,-,-,-,-,-,-,-,2
0,13000,東京都,1,G,00,情報通信業,21935,849374,625571,217569,807707,592329,209170,8367,18499,12129,5648,9995,5607,3671,4219,27908,18849,8294,21689,14021,6903,3304,45277,31987,12394,39338,27195,11251,1590,38172,27954,9831,34851,25177,9287,1523,58160,42510,15002,54242,39252,14342,1362,96062,69929,25467,91606,66209,24743,785,108787,79560,28391,105244,76736,27676,225,53532,39726,13303,52128,38636,12990,208,80153,58658,21495,78297,57361,20936,249,322824,244269,77744,320317,242135,77371,103
0,13000,東京都,2,G,37,通信業,481,62918,46345,16409,62258,45761,16333,141,317,221,85,219,141,67,89,569,411,147,499,349,139,68,938,642,253,854,578,233,37,873,655,218,834,617,217,37,1474,1118,307,1434,1079,306,32,2178,1660,468,2125,1615,460,29,3995,3105,890,3929,3045,884,10,2276,1547,729,2256,1528,728,9,3539,2653,886,3522,2637,885,19,46759,34333,12426,46586,34172,12414,10
0,13000,東京都,2,G,38,放送業,307,22306,16282,6017,21805,15835,5963,72,157,102,55,135,81,54,61,421,302,112,386,275,104,68,876,665,211,825,628,197,21,525,397,128,494,370,124,19,738,532,206,676,478,198,34,2406,1721,685,2324,1645,679,14,1887,1267,620,1827,1210,617,4,972,817,155,963,809,154,3,1085,817,268,1072,805,267,8,13239,9662,3577,13103,9534,3569,3
0,13000,東京都,2,G,39,情報サービス業,11050,545183,419754,120942,523477,401890,117107,3490,7647,5319,1965,4123,2492,1270,1942,12974,9463,3124,10157,7183,2587,1768,24438,18612,5340,21401,16077,4838,972,23460,18416,4859,21608,16814,4609,956,36596,28120,7974,34443,26294,7647,868,61341,46850,14077,58788,44695,13679,521,72537,55277,16424,70091,53415,15844,155,36926,28199,8224,36212,27582,8128,148,56991,43169,13822,55709,42286,13423,181,212273,166329,45133,210945,165052,45082,49
