産業分類階層,大分類,中分類,分類名,資本金階級階層,資本金階級コード,資本金階級範囲,会社企業／総数（企業）,外国資本比率／０％／企業数（企業）,外国資本比率／０％超～10％未満／企業数（企業）,外国資本比率／10％以上～20％未満／企業数（企業）,外国資本比率／20％以上～30％未満／企業数（企業）,外国資本比率／30％以上～50％未満／企業数（企業）,外国資本比率／50％／企業数（企業）,外国資本比率／50％超～100％未満／企業数（企業）,外国資本比率／100％／企業数（企業）
1,A,00,農業，林業,1,08,3億～10億円未満,3,3,-,-,-,-,-,-,-
1,A,00,農業，林業,1,09,10億～50億円未満,2,1,-,-,-,-,-,-,-
1,A,00,農業，林業,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,A,01,農業,0,00,合計（資本金額が不詳含む）,367,325,-,-,-,-,1,-,-
2,A,01,農業,1,01,300万円未満,21,18,-,-,-,-,-,-,-
2,A,01,農業,1,02,300万～500万円未満,141,131,-,-,-,-,-,-,-
2,A,01,農業,1,03,500万～1000万円未満,54,48,-,-,-,-,1,-,-
2,A,01,農業,1,04,1000万～3000万円未満,101,95,-,-,-,-,-,-,-
2,A,01,農業,1,05,3000万～5000万円未満,11,11,-,-,-,-,-,-,-
2,A,01,農業,1,06,5000万～1億円未満,12,12,-,-,-,-,-,-,-
2,A,01,農業,1,07,1億～3億円未満,9,6,-,-,-,-,-,-,-
2,A,01,農業,1,08,3億～10億円未満,3,3,-,-,-,-,-,-,-
2,A,01,農業,1,09,10億～50億円未満,2,1,-,-,-,-,-,-,-
2,A,01,農業,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,A,02,林業,0,00,合計（資本金額が不詳含む）,21,18,-,-,-,-,-,-,-
2,A,02,林業,1,01,300万円未満,4,3,-,-,-,-,-,-,-
2,A,02,林業,1,02,300万～500万円未満,3,3,-,-,-,-,-,-,-
2,A,02,林業,1,03,500万～1000万円未満,1,1,-,-,-,-,-,-,-
2,A,02,林業,1,04,1000万～3000万円未満,7,7,-,-,-,-,-,-,-
2,A,02,林業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,A,02,林業,1,06,5000万～1億円未満,2,2,-,-,-,-,-,-,-
2,A,02,林業,1,07,1億～3億円未満,2,2,-,-,-,-,-,-,-
2,A,02,林業,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,A,02,林業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,A,02,林業,1,10,50億円以上,-,-,-,-,-,-,-,-,-
1,B,00,漁業,0,00,合計（資本金額が不詳含む）,7,6,-,-,-,-,-,-,-
1,B,00,漁業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
1,B,00,漁業,1,02,300万～500万円未満,2,2,-,-,-,-,-,-,-
1,B,00,漁業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
1,B,00,漁業,1,04,1000万～3000万円未満,4,3,-,-,-,-,-,-,-
1,B,00,漁業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
1,B,00,漁業,1,06,5000万～1億円未満,1,1,-,-,-,-,-,-,-
1,B,00,漁業,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
1,B,00,漁業,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
1,B,00,漁業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
1,B,00,漁業,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,0,00,合計（資本金額が不詳含む）,5,4,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,02,300万～500万円未満,2,2,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,04,1000万～3000万円未満,3,2,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,B,03,漁業（水産養殖業を除く）,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,0,00,合計（資本金額が不詳含む）,2,2,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,04,1000万～3000万円未満,1,1,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,06,5000万～1億円未満,1,1,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,B,04,水産養殖業,1,10,50億円以上,-,-,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,0,00,合計（資本金額が不詳含む）,79,69,1,-,1,1,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,02,300万～500万円未満,1,1,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,03,500万～1000万円未満,1,1,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,04,1000万～3000万円未満,24,24,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,05,3000万～5000万円未満,2,2,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,06,5000万～1億円未満,1,1,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,07,1億～3億円未満,7,6,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,08,3億～10億円未満,6,5,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,09,10億～50億円未満,13,11,-,-,-,-,-,-,-
1,C,00,鉱業，採石業，砂利採取業,1,10,50億円以上,22,18,1,-,1,1,-,-,-
2,C,05,鉱業，採石業，砂利採取業,0,00,合計（資本金額が不詳含む）,79,69,1,-,1,1,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,02,300万～500万円未満,1,1,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,03,500万～1000万円未満,1,1,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,04,1000万～3000万円未満,24,24,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,05,3000万～5000万円未満,2,2,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,06,5000万～1億円未満,1,1,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,07,1億～3億円未満,7,6,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,08,3億～10億円未満,6,5,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,09,10億～50億円未満,13,11,-,-,-,-,-,-,-
2,C,05,鉱業，採石業，砂利採取業,1,10,50億円以上,22,18,1,-,1,1,-,-,-
1,D,00,建設業,0,00,合計（資本金額が不詳含む）,28425,26236,38,21,11,5,2,3,59
1,D,00,建設業,1,01,300万円未満,976,796,-,-,-,-,-,-,5
1,D,00,建設業,1,02,300万～500万円未満,9583,9118,1,-,-,-,1,-,7
1,D,00,建設業,1,03,500万～1000万円未満,3143,2901,-,-,-,-,-,-,5
1,D,00,建設業,1,04,1000万～3000万円未満,11178,10711,6,2,-,1,-,1,26
1,D,00,建設業,1,05,3000万～5000万円未満,1406,1346,-,-,-,-,-,1,9
1,D,00,建設業,1,06,5000万～1億円未満,932,895,-,-,-,-,-,-,2
1,D,00,建設業,1,07,1億～3億円未満,310,298,-,-,-,-,1,-,3
1,D,00,建設業,1,08,3億～10億円未満,116,104,7,2,-,-,-,-,1
1,D,00,建設業,1,09,10億～50億円未満,72,49,13,5,-,1,-,-,1
1,D,00,建設業,1,10,50億円以上,56,18,11,12,11,3,-,1,-
2,D,06,総合工事業,0,00,合計（資本金額が不詳含む）,9852,9184,24,12,9,4,-,1,26
2,D,06,総合工事業,1,01,300万円未満,296,244,-,-,-,-,-,-,4
2,D,06,総合工事業,1,02,300万～500万円未満,2766,2662,1,-,-,-,-,-,1
2,D,06,総合工事業,1,03,500万～1000万円未満,1080,1006,-,-,-,-,-,-,1
2,D,06,総合工事業,1,04,1000万～3000万円未満,4119,3962,3,-,-,1,-,-,16
2,D,06,総合工事業,1,05,3000万～5000万円未満,693,669,-,-,-,-,-,-,1
2,D,06,総合工事業,1,06,5000万～1億円未満,429,409,-,-,-,-,-,-,1
2,D,06,総合工事業,1,07,1億～3億円未満,154,147,-,-,-,-,-,-,2
2,D,06,総合工事業,1,08,3億～10億円未満,54,50,3,-,-,-,-,-,-
2,D,06,総合工事業,1,09,10億～50億円未満,34,23,8,3,-,-,-,-,-
2,D,06,総合工事業,1,10,50億円以上,43,12,9,9,9,3,-,1,-
2,D,07,職別工事業（設備工事業を除く）,0,00,合計（資本金額が不詳含む）,9952,9042,5,2,-,1,-,-,15
2,D,07,職別工事業（設備工事業を除く）,1,01,300万円未満,400,311,-,-,-,-,-,-,1
2,D,07,職別工事業（設備工事業を除く）,1,02,300万～500万円未満,3956,3752,-,-,-,-,-,-,1
2,D,07,職別工事業（設備工事業を除く）,1,03,500万～1000万円未満,1226,1117,-,-,-,-,-,-,2
2,D,07,職別工事業（設備工事業を除く）,1,04,1000万～3000万円未満,3409,3248,2,2,-,-,-,-,5
2,D,07,職別工事業（設備工事業を除く）,1,05,3000万～5000万円未満,342,323,-,-,-,-,-,-,5
2,D,07,職別工事業（設備工事業を除く）,1,06,5000万～1億円未満,224,216,-,-,-,-,-,-,1
2,D,07,職別工事業（設備工事業を除く）,1,07,1億～3億円未満,59,59,-,-,-,-,-,-,-
2,D,07,職別工事業（設備工事業を除く）,1,08,3億～10億円未満,13,12,1,-,-,-,-,-,-
2,D,07,職別工事業（設備工事業を除く）,1,09,10億～50億円未満,8,4,2,-,-,1,-,-,-
2,D,07,職別工事業（設備工事業を除く）,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,D,08,設備工事業,0,00,合計（資本金額が不詳含む）,8611,8001,9,7,2,-,2,2,18
2,D,08,設備工事業,1,01,300万円未満,280,241,-,-,-,-,-,-,-
2,D,08,設備工事業,1,02,300万～500万円未満,2858,2702,-,-,-,-,1,-,5
2,D,08,設備工事業,1,03,500万～1000万円未満,837,778,-,-,-,-,-,-,2
2,D,08,設備工事業,1,04,1000万～3000万円未満,3643,3494,1,-,-,-,-,1,5
2,D,08,設備工事業,1,05,3000万～5000万円未満,371,354,-,-,-,-,-,1,3
2,D,08,設備工事業,1,06,5000万～1億円未満,279,270,-,-,-,-,-,-,-
2,D,08,設備工事業,1,07,1億～3億円未満,97,92,-,-,-,-,1,-,1
2,D,08,設備工事業,1,08,3億～10億円未満,49,42,3,2,-,-,-,-,1
2,D,08,設備工事業,1,09,10億～50億円未満,30,22,3,2,-,-,-,-,1
2,D,08,設備工事業,1,10,50億円以上,13,6,2,3,2,-,-,-,-
1,E,00,製造業,0,00,合計（資本金額が不詳含む）,31942,29027,175,99,69,64,26,57,175
1,E,00,製造業,1,01,300万円未満,949,793,2,2,-,2,-,1,3
1,E,00,製造業,1,02,300万～500万円未満,9733,9214,4,2,-,-,-,1,9
1,E,00,製造業,1,03,500万～1000万円未満,2773,2561,-,-,1,1,1,2,6
1,E,00,製造業,1,04,1000万～3000万円未満,12866,12119,3,8,-,2,2,5,37
1,E,00,製造業,1,05,3000万～5000万円未満,1635,1543,2,4,3,1,-,6,11
1,E,00,製造業,1,06,5000万～1億円未満,1498,1403,7,3,-,1,3,8,14
1,E,00,製造業,1,07,1億～3億円未満,749,662,8,3,2,4,5,5,29
1,E,00,製造業,1,08,3億～10億円未満,454,357,22,2,3,3,6,13,35
1,E,00,製造業,1,09,10億～50億円未満,388,230,82,19,9,4,9,8,18
1,E,00,製造業,1,10,50億円以上,369,145,45,56,51,46,-,8,13
2,E,09,食料品製造業,0,00,合計（資本金額が不詳含む）,1533,1357,13,9,3,3,3,2,5
2,E,09,食料品製造業,1,01,300万円未満,61,49,-,-,-,-,-,-,-
2,E,09,食料品製造業,1,02,300万～500万円未満,346,326,-,-,-,-,-,-,-
2,E,09,食料品製造業,1,03,500万～1000万円未満,114,105,-,-,-,-,1,-,-
2,E,09,食料品製造業,1,04,1000万～3000万円未満,594,544,-,1,-,-,-,-,3
2,E,09,食料品製造業,1,05,3000万～5000万円未満,101,97,-,-,-,-,-,-,-
2,E,09,食料品製造業,1,06,5000万～1億円未満,121,113,-,-,-,-,-,1,1
2,E,09,食料品製造業,1,07,1億～3億円未満,52,48,-,-,-,-,1,-,1
2,E,09,食料品製造業,1,08,3億～10億円未満,31,30,-,-,-,-,-,-,-
2,E,09,食料品製造業,1,09,10億～50億円未満,40,31,6,1,-,-,1,1,-
2,E,09,食料品製造業,1,10,50億円以上,34,14,7,7,3,3,-,-,-
2,E,10,飲料・たばこ・飼料製造業,0,00,合計（資本金額が不詳含む）,176,157,2,1,-,1,-,-,2
2,E,10,飲料・たばこ・飼料製造業,1,01,300万円未満,7,6,-,1,-,-,-,-,-
2,E,10,飲料・たばこ・飼料製造業,1,02,300万～500万円未満,18,16,-,-,-,-,-,-,-
2,E,10,飲料・たばこ・飼料製造業,1,03,500万～1000万円未満,2,2,-,-,-,-,-,-,-
2,E,10,飲料・たばこ・飼料製造業,1,04,1000万～3000万円未満,66,63,-,-,-,-,-,-,-
2,E,10,飲料・たばこ・飼料製造業,1,05,3000万～5000万円未満,18,16,-,-,-,-,-,-,-
2,E,10,飲料・たばこ・飼料製造業,1,06,5000万～1億円未満,17,15,-,-,-,-,-,-,1
2,E,10,飲料・たばこ・飼料製造業,1,07,1億～3億円未満,15,15,-,-,-,-,-,-,-
2,E,10,飲料・たばこ・飼料製造業,1,08,3億～10億円未満,9,9,-,-,-,-,-,-,-
2,E,10,飲料・たばこ・飼料製造業,1,09,10億～50億円未満,8,5,2,-,-,-,-,-,1
2,E,10,飲料・たばこ・飼料製造業,1,10,50億円以上,11,10,-,-,-,1,-,-,-
2,E,11,繊維工業,0,00,合計（資本金額が不詳含む）,1800,1586,1,2,1,-,2,2,4
2,E,11,繊維工業,1,01,300万円未満,78,59,-,-,-,-,-,-,1
2,E,11,繊維工業,1,02,300万～500万円未満,615,565,-,-,-,-,-,1,-
2,E,11,繊維工業,1,03,500万～1000万円未満,154,138,-,-,-,-,-,-,1
2,E,11,繊維工業,1,04,1000万～3000万円未満,766,710,-,-,-,-,1,-,2
2,E,11,繊維工業,1,05,3000万～5000万円未満,63,55,-,-,-,-,-,-,-
2,E,11,繊維工業,1,06,5000万～1億円未満,38,32,-,1,-,-,-,1,-
2,E,11,繊維工業,1,07,1億～3億円未満,15,14,-,-,-,-,-,-,-
2,E,11,繊維工業,1,08,3億～10億円未満,8,7,-,-,-,-,-,-,-
2,E,11,繊維工業,1,09,10億～50億円未満,5,3,1,-,-,-,1,-,-
2,E,11,繊維工業,1,10,50億円以上,6,3,-,1,1,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,0,00,合計（資本金額が不詳含む）,269,248,1,1,1,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,01,300万円未満,9,9,-,-,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,02,300万～500万円未満,90,88,-,-,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,03,500万～1000万円未満,18,16,-,-,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,04,1000万～3000万円未満,101,95,-,-,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,05,3000万～5000万円未満,14,13,-,-,1,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,06,5000万～1億円未満,16,14,-,-,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,07,1億～3億円未満,13,12,-,1,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,09,10億～50億円未満,2,1,1,-,-,-,-,-,-
2,E,12,木材・木製品製造業（家具を除く）,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,E,13,家具・装備品製造業,0,00,合計（資本金額が不詳含む）,830,758,-,1,-,-,-,-,7
2,E,13,家具・装備品製造業,1,01,300万円未満,34,28,-,-,-,-,-,-,-
2,E,13,家具・装備品製造業,1,02,300万～500万円未満,338,314,-,-,-,-,-,-,2
2,E,13,家具・装備品製造業,1,03,500万～1000万円未満,103,100,-,-,-,-,-,-,-
2,E,13,家具・装備品製造業,1,04,1000万～3000万円未満,266,250,-,-,-,-,-,-,2
2,E,13,家具・装備品製造業,1,05,3000万～5000万円未満,31,28,-,-,-,-,-,-,2
2,E,13,家具・装備品製造業,1,06,5000万～1億円未満,26,25,-,-,-,-,-,-,-
2,E,13,家具・装備品製造業,1,07,1億～3億円未満,10,9,-,-,-,-,-,-,1
2,E,13,家具・装備品製造業,1,08,3億～10億円未満,1,1,-,-,-,-,-,-,-
2,E,13,家具・装備品製造業,1,09,10億～50億円未満,1,1,-,-,-,-,-,-,-
2,E,13,家具・装備品製造業,1,10,50億円以上,3,2,-,1,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,0,00,合計（資本金額が不詳含む）,1148,1074,3,2,2,-,1,-,1
2,E,14,パルプ・紙・紙加工品製造業,1,01,300万円未満,24,21,-,-,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,02,300万～500万円未満,393,376,-,-,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,03,500万～1000万円未満,83,81,-,-,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,04,1000万～3000万円未満,489,461,-,-,-,-,-,-,1
2,E,14,パルプ・紙・紙加工品製造業,1,05,3000万～5000万円未満,45,44,-,-,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,06,5000万～1億円未満,47,46,-,-,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,07,1億～3億円未満,21,19,-,-,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,08,3億～10億円未満,17,16,-,-,-,-,1,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,09,10億～50億円未満,8,7,-,-,-,-,-,-,-
2,E,14,パルプ・紙・紙加工品製造業,1,10,50億円以上,11,3,3,2,2,-,-,-,-
2,E,15,印刷・同関連業,0,00,合計（資本金額が不詳含む）,5157,4749,7,5,2,-,-,1,5
2,E,15,印刷・同関連業,1,01,300万円未満,167,136,-,-,-,-,-,-,-
2,E,15,印刷・同関連業,1,02,300万～500万円未満,1751,1659,-,1,-,-,-,-,-
2,E,15,印刷・同関連業,1,03,500万～1000万円未満,434,405,-,-,-,-,-,-,1
2,E,15,印刷・同関連業,1,04,1000万～3000万円未満,2291,2157,1,1,-,-,-,-,3
2,E,15,印刷・同関連業,1,05,3000万～5000万円未満,194,187,-,-,-,-,-,-,-
2,E,15,印刷・同関連業,1,06,5000万～1億円未満,136,126,-,-,-,-,-,1,1
2,E,15,印刷・同関連業,1,07,1億～3億円未満,63,62,-,1,-,-,-,-,-
2,E,15,印刷・同関連業,1,08,3億～10億円未満,13,10,2,-,-,-,-,-,-
2,E,15,印刷・同関連業,1,09,10億～50億円未満,10,7,2,1,-,-,-,-,-
2,E,15,印刷・同関連業,1,10,50億円以上,5,-,2,1,2,-,-,-,-
2,E,16,化学工業,0,00,合計（資本金額が不詳含む）,1117,891,29,16,17,14,13,15,45
2,E,16,化学工業,1,01,300万円未満,22,16,-,-,-,-,-,1,-
2,E,16,化学工業,1,02,300万～500万円未満,57,47,1,-,-,-,-,-,-
2,E,16,化学工業,1,03,500万～1000万円未満,27,20,-,-,1,-,-,-,-
2,E,16,化学工業,1,04,1000万～3000万円未満,373,353,-,-,-,-,-,1,2
2,E,16,化学工業,1,05,3000万～5000万円未満,103,94,-,1,1,-,-,3,2
2,E,16,化学工業,1,06,5000万～1億円未満,135,124,1,-,-,1,-,-,3
2,E,16,化学工業,1,07,1億～3億円未満,113,94,-,-,-,1,3,3,9
2,E,16,化学工業,1,08,3億～10億円未満,96,61,7,-,1,2,5,4,15
2,E,16,化学工業,1,09,10億～50億円未満,91,50,14,7,2,1,5,1,9
2,E,16,化学工業,1,10,50億円以上,75,32,6,8,12,9,-,2,5
2,E,17,石油製品・石炭製品製造業,0,00,合計（資本金額が不詳含む）,43,31,2,4,-,2,-,-,-
2,E,17,石油製品・石炭製品製造業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,02,300万～500万円未満,4,3,-,-,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,04,1000万～3000万円未満,9,9,-,-,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,05,3000万～5000万円未満,5,4,-,-,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,06,5000万～1億円未満,4,3,-,-,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,07,1億～3億円未満,6,4,-,1,-,1,-,-,-
2,E,17,石油製品・石炭製品製造業,1,08,3億～10億円未満,3,3,-,-,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,09,10億～50億円未満,3,1,1,1,-,-,-,-,-
2,E,17,石油製品・石炭製品製造業,1,10,50億円以上,9,4,1,2,-,1,-,-,-
2,E,18,プラスチック製品製造業（別掲を除く）,0,00,合計（資本金額が不詳含む）,1677,1560,5,4,4,4,1,4,9
2,E,18,プラスチック製品製造業（別掲を除く）,1,01,300万円未満,32,28,-,-,-,1,-,-,-
2,E,18,プラスチック製品製造業（別掲を除く）,1,02,300万～500万円未満,507,489,-,-,-,-,-,-,2
2,E,18,プラスチック製品製造業（別掲を除く）,1,03,500万～1000万円未満,136,128,-,-,-,-,-,-,1
2,E,18,プラスチック製品製造業（別掲を除く）,1,04,1000万～3000万円未満,696,661,-,-,-,1,-,-,2
2,E,18,プラスチック製品製造業（別掲を除く）,1,05,3000万～5000万円未満,98,93,-,1,-,-,-,-,1
2,E,18,プラスチック製品製造業（別掲を除く）,1,06,5000万～1億円未満,73,72,-,-,-,-,-,-,-
2,E,18,プラスチック製品製造業（別掲を除く）,1,07,1億～3億円未満,38,32,-,-,-,-,-,1,2
2,E,18,プラスチック製品製造業（別掲を除く）,1,08,3億～10億円未満,39,37,-,-,-,-,-,2,-
2,E,18,プラスチック製品製造業（別掲を除く）,1,09,10億～50億円未満,23,13,2,-,3,1,1,1,1
2,E,18,プラスチック製品製造業（別掲を除く）,1,10,50億円以上,15,7,3,3,1,1,-,-,-
2,E,19,ゴム製品製造業,0,00,合計（資本金額が不詳含む）,526,492,2,1,1,2,-,1,1
2,E,19,ゴム製品製造業,1,01,300万円未満,12,11,-,-,-,-,-,-,-
2,E,19,ゴム製品製造業,1,02,300万～500万円未満,156,152,-,-,-,-,-,-,-
2,E,19,ゴム製品製造業,1,03,500万～1000万円未満,53,52,-,-,-,-,-,-,-
2,E,19,ゴム製品製造業,1,04,1000万～3000万円未満,230,222,-,-,-,-,-,-,-
2,E,19,ゴム製品製造業,1,05,3000万～5000万円未満,27,27,-,-,-,-,-,-,-
2,E,19,ゴム製品製造業,1,06,5000万～1億円未満,16,15,-,-,-,-,-,1,-
2,E,19,ゴム製品製造業,1,07,1億～3億円未満,8,6,-,-,1,-,-,-,-
2,E,19,ゴム製品製造業,1,08,3億～10億円未満,6,4,1,-,-,-,-,-,1
2,E,19,ゴム製品製造業,1,09,10億～50億円未満,2,1,1,-,-,-,-,-,-
2,E,19,ゴム製品製造業,1,10,50億円以上,5,2,-,1,-,2,-,-,-
2,E,20,なめし革・同製品・毛皮製造業,0,00,合計（資本金額が不詳含む）,808,721,1,1,-,-,-,1,2
2,E,20,なめし革・同製品・毛皮製造業,1,01,300万円未満,27,20,1,-,-,-,-,-,-
2,E,20,なめし革・同製品・毛皮製造業,1,02,300万～500万円未満,267,249,-,1,-,-,-,-,1
2,E,20,なめし革・同製品・毛皮製造業,1,03,500万～1000万円未満,105,88,-,-,-,-,-,-,-
2,E,20,なめし革・同製品・毛皮製造業,1,04,1000万～3000万円未満,333,312,-,-,-,-,-,-,1
2,E,20,なめし革・同製品・毛皮製造業,1,05,3000万～5000万円未満,33,31,-,-,-,-,-,1,-
