産業分類階層,大分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
1,A,農業，林業,0,00,全ての規模,388,6353,25,112,144,893,55,335,108,1912,11,195,14,796,11,684,3,305,2,1061,-,-
1,A,農業，林業,1,01,1～4人,162,435,14,35,76,212,29,77,28,72,1,2,4,11,-,-,-,-,-,-,-,-
1,A,農業，林業,1,02,5～9人,120,780,10,64,47,303,12,78,40,264,3,21,1,8,2,11,-,-,1,7,-,-
1,A,農業，林業,1,03,10～19人,70,857,1,13,17,199,13,156,28,369,5,58,3,30,2,22,-,-,-,-,-,-
1,A,農業，林業,1,04,20～29人,8,197,-,-,1,21,1,24,5,125,-,-,1,27,-,-,-,-,-,-,-,-
1,A,農業，林業,1,05,30～49人,7,253,-,-,1,37,-,-,3,114,-,-,2,66,-,-,1,36,-,-,-,-
1,A,農業，林業,1,06,50～99人,13,897,-,-,2,121,-,-,3,230,2,114,1,87,5,345,-,-,-,-,-,-
1,A,農業，林業,1,07,100～299人,3,524,-,-,-,-,-,-,-,-,-,-,1,255,-,-,2,269,-,-,-,-
1,A,農業，林業,1,08,300～999人,3,1356,-,-,-,-,-,-,1,738,-,-,1,312,1,306,-,-,-,-,-,-
1,A,農業，林業,1,09,1000人～1999人,1,1054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1054,-,-
1,A,農業，林業,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,A,農業，林業,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,A,農業，林業,1,12,出向・派遣従業者のみ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
1,B,漁業,0,00,全ての規模,7,64,-,-,2,15,-,-,4,45,-,-,1,4,-,-,-,-,-,-,-,-
1,B,漁業,1,01,1～4人,2,8,-,-,-,-,-,-,1,4,-,-,1,4,-,-,-,-,-,-,-,-
1,B,漁業,1,02,5～9人,3,23,-,-,2,15,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,03,10～19人,1,12,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,04,20～29人,1,21,-,-,-,-,-,-,1,21,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,05,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,06,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,07,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,08,300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,漁業,1,12,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,C,鉱業，採石業，砂利採取業,0,00,全ての規模,79,4319,-,-,1,4,1,37,24,127,2,39,1,85,7,208,6,103,13,25,22,3645
1,C,鉱業，採石業，砂利採取業,1,01,1～4人,39,54,-,-,1,4,-,-,13,20,-,-,-,-,-,-,4,4,10,11,10,13
1,C,鉱業，採石業，砂利採取業,1,02,5～9人,5,31,-,-,-,-,-,-,4,24,-,-,-,-,1,7,-,-,-,-,-,-
1,C,鉱業，採石業，砂利採取業,1,03,10～19人,9,119,-,-,-,-,-,-,3,37,1,14,-,-,1,13,-,-,1,14,3,41
1,C,鉱業，採石業，砂利採取業,1,04,20～29人,3,71,-,-,-,-,-,-,2,46,1,25,-,-,-,-,-,-,-,-,-,-
1,C,鉱業，採石業，砂利採取業,1,05,30～49人,5,188,-,-,-,-,1,37,-,-,-,-,-,-,1,34,1,39,-,-,1,34
1,C,鉱業，採石業，砂利採取業,1,06,50～99人,3,195,-,-,-,-,-,-,-,-,-,-,1,85,1,50,1,60,-,-,-,-
1,C,鉱業，採石業，砂利採取業,1,07,100～299人,3,465,-,-,-,-,-,-,-,-,-,-,-,-,1,104,-,-,-,-,2,361
1,C,鉱業，採石業，砂利採取業,1,08,300～999人,1,315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,315
1,C,鉱業，採石業，砂利採取業,1,09,1000人～1999人,2,2881,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2881
1,C,鉱業，採石業，砂利採取業,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,C,鉱業，採石業，砂利採取業,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,C,鉱業，採石業，砂利採取業,1,12,出向・派遣従業者のみ,9,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,2,-,3,-
1,D,建設業,0,00,全ての規模,28425,600530,976,4834,9583,44040,3143,17509,11178,111431,1406,33957,932,67665,310,51015,116,42440,72,59372,56,163645
1,D,建設業,1,01,1～4人,13428,34266,619,1477,6385,15658,1784,4616,4060,11064,149,408,53,147,11,27,1,1,-,-,-,-
1,D,建設業,1,02,5～9人,7864,51530,257,1634,2353,14977,940,6041,3671,24441,349,2468,108,757,10,72,1,9,-,-,-,-
1,D,建設業,1,03,10～19人,4063,53501,69,882,686,8694,334,4169,2260,29845,426,5926,182,2592,24,355,2,22,1,11,-,-
1,D,建設業,1,04,20～29人,1158,27536,20,452,106,2440,54,1246,615,14566,183,4418,141,3451,23,574,3,80,-,-,-,-
1,D,建設業,1,05,30～49人,834,31832,9,334,40,1451,25,912,379,14250,160,6203,163,6392,39,1558,6,235,1,49,-,-
1,D,建設業,1,06,50～99人,490,34428,1,55,10,679,5,363,150,10092,100,6913,144,10380,67,5010,6,470,1,82,1,82
1,D,建設業,1,07,100～299人,344,58664,-,-,1,141,1,162,36,5305,37,6443,110,18031,97,16273,49,9513,9,1993,1,244
1,D,建設業,1,08,300～999人,157,85520,-,-,-,-,-,-,4,1868,2,1178,28,13547,33,17196,41,21562,37,21734,12,8435
1,D,建設業,1,09,1000人～1999人,47,63892,-,-,-,-,-,-,-,-,-,-,2,2922,5,6914,6,7313,21,28033,13,18710
1,D,建設業,1,10,2000人～4999人,26,80991,-,-,-,-,-,-,-,-,-,-,-,-,1,3036,1,3235,2,7470,22,67250
1,D,建設業,1,11,5000人以上,8,78370,-,-,-,-,-,-,-,-,-,-,1,9446,-,-,-,-,-,-,7,68924
1,D,建設業,1,12,出向・派遣従業者のみ,6,-,1,-,2,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
1,E,製造業,0,00,全ての規模,31942,2255769,949,6271,9733,44450,2773,16083,12866,205482,1635,79729,1498,141343,749,144816,454,161699,388,224729,369,1224331
1,E,製造業,1,01,1～4人,13329,34192,599,1502,6783,16781,1566,4115,3881,10572,100,279,69,183,30,76,5,10,6,16,-,-
1,E,製造業,1,02,5～9人,7263,47658,246,1567,2175,13732,832,5429,3558,23816,192,1361,89,639,40,267,9,60,1,5,1,7
1,E,製造業,1,03,10～19人,4205,57253,66,857,585,7433,288,3800,2656,36363,331,4858,164,2362,36,514,26,367,1,16,-,-
1,E,製造業,1,04,20～29人,1807,43436,19,441,120,2821,54,1294,1182,28311,221,5410,135,3320,34,824,14,347,5,123,-,-
1,E,製造業,1,05,30～49人,1550,58938,5,205,46,1645,21,790,846,31689,284,11050,239,9395,62,2355,23,890,6,254,1,39
1,E,製造業,1,06,50～99人,1485,103705,6,372,17,1021,10,655,530,35621,330,22927,375,26920,135,10156,48,3466,18,1348,4,302
1,E,製造業,1,07,100～299人,1308,223909,6,824,7,1017,-,-,176,25756,154,23784,355,58669,299,51983,173,34482,112,22347,16,3621
1,E,製造業,1,08,300～999人,621,333302,1,503,-,-,-,-,23,10804,20,10060,64,30349,92,42257,124,62420,189,105104,106,70599
1,E,製造業,1,09,1000人～1999人,157,217514,-,-,-,-,-,-,2,2550,-,-,4,4678,14,19156,19,24982,36,49148,82,117000
1,E,製造業,1,10,2000人～4999人,126,390106,-,-,-,-,-,-,-,-,-,-,1,4828,7,17228,7,20481,12,33305,99,314264
1,E,製造業,1,11,5000人以上,64,745756,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,14194,2,13063,60,718499
1,E,製造業,1,12,出向・派遣従業者のみ,27,-,1,-,-,-,2,-,12,-,3,-,3,-,-,-,4,-,-,-,-,-
1,F,電気・ガス・熱供給・水道業,0,00,全ての規模,130,57941,2,2,2,5,4,9,13,741,9,596,11,1070,23,7101,36,1412,7,511,13,46358
1,F,電気・ガス・熱供給・水道業,1,01,1～4人,33,76,2,2,2,5,3,4,4,8,1,2,4,8,4,11,8,24,1,3,-,-
1,F,電気・ガス・熱供給・水道業,1,02,5～9人,22,139,-,-,-,-,1,5,2,17,2,11,-,-,6,38,8,50,-,-,-,-
1,F,電気・ガス・熱供給・水道業,1,03,10～19人,20,268,-,-,-,-,-,-,4,50,1,13,1,10,2,33,9,125,1,11,-,-
1,F,電気・ガス・熱供給・水道業,1,04,20～29人,8,197,-,-,-,-,-,-,1,28,-,-,1,21,2,53,2,45,1,29,1,21
1,F,電気・ガス・熱供給・水道業,1,05,30～49人,7,252,-,-,-,-,-,-,-,-,1,34,1,34,1,36,2,77,2,71,-,-
1,F,電気・ガス・熱供給・水道業,1,06,50～99人,12,919,-,-,-,-,-,-,-,-,1,74,2,154,2,128,4,311,-,-,2,169
1,F,電気・ガス・熱供給・水道業,1,07,100～299人,13,2327,-,-,-,-,-,-,1,140,3,462,1,140,2,345,1,285,2,397,3,558
1,F,電気・ガス・熱供給・水道業,1,08,300～999人,5,2969,-,-,-,-,-,-,1,498,-,-,1,703,1,546,1,495,-,-,1,727
1,F,電気・ガス・熱供給・水道業,1,09,1000人～1999人,3,3784,-,-,-,-,-,-,-,-,-,-,-,-,2,2521,-,-,-,-,1,1263
1,F,電気・ガス・熱供給・水道業,1,10,2000人～4999人,3,8646,-,-,-,-,-,-,-,-,-,-,-,-,1,3390,-,-,-,-,2,5256
1,F,電気・ガス・熱供給・水道業,1,11,5000人以上,3,38364,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,38364
1,F,電気・ガス・熱供給・水道業,1,12,出向・派遣従業者のみ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
1,G,情報通信業,0,00,全ての規模,17018,948666,1211,5664,2926,14814,1220,9638,6831,125329,1101,55591,1128,91160,718,131212,462,132211,193,124515,91,247055
1,G,情報通信業,1,01,1～4人,6518,14747,874,1764,2034,4265,593,1392,2148,5227,116,300,97,239,45,103,14,41,10,21,1,1
1,G,情報通信業,1,02,5～9人,3299,21765,205,1299,536,3433,350,2258,1617,10918,137,938,120,815,42,294,22,152,1,9,1,6
1,G,情報通信業,1,03,10～19人,2461,33756,87,1120,237,3085,180,2450,1335,18411,217,3056,136,1899,75,1070,34,506,7,112,-,-
1,G,情報通信業,1,04,20～29人,1165,27873,20,449,65,1505,42,992,636,15217,138,3382,110,2638,59,1430,27,645,5,113,2,53
1,G,情報通信業,1,05,30～49人,1181,45016,13,471,40,1408,31,1157,573,21732,182,7008,167,6503,84,3193,43,1716,9,362,5,211
1,G,情報通信業,1,06,50～99人,1045,73864,8,561,7,398,19,1255,359,24916,167,11747,229,16215,126,9244,78,5834,29,2096,3,264
1,G,情報通信業,1,07,100～299人,863,141843,-,-,5,720,1,134,146,21616,124,18453,212,35879,184,31835,129,21854,44,8366,3,631
1,G,情報通信業,1,08,300～999人,308,166788,-,-,-,-,-,-,7,3769,16,7230,47,22830,72,38712,85,48300,51,28912,30,17035
1,G,情報通信業,1,09,1000人～1999人,85,119087,-,-,-,-,-,-,2,3523,2,3477,3,4142,18,24602,22,28824,20,28345,18,26174
1,G,情報通信業,1,10,2000人～4999人,40,115532,-,-,-,-,-,-,-,-,-,-,-,-,6,15406,7,18886,15,43184,12,38056
1,G,情報通信業,1,11,5000人以上,20,188395,-,-,-,-,-,-,-,-,-,-,-,-,1,5323,1,5453,2,12995,16,164624
1,G,情報通信業,1,12,出向・派遣従業者のみ,33,-,4,-,2,-,4,-,8,-,2,-,7,-,6,-,-,-,-,-,-,-
1,H,運輸業，郵便業,0,00,全ての規模,5094,816874,104,815,864,9101,530,9512,2277,118319,373,39796,409,100471,213,62437,113,49800,67,54757,40,369490
1,H,運輸業，郵便業,1,01,1～4人,882,2194,63,131,338,821,117,303,270,682,23,70,17,48,9,22,3,8,1,4,-,-
1,H,運輸業，郵便業,1,02,5～9人,891,6072,19,123,236,1607,129,877,406,2793,32,210,31,215,7,46,3,21,-,-,2,14
1,H,運輸業，郵便業,1,03,10～19人,974,13434,14,182,185,2495,154,2021,499,7005,51,708,32,466,14,198,7,113,1,12,-,-
1,H,運輸業，郵便業,1,04,20～29人,482,11493,2,53,57,1317,55,1306,276,6590,40,966,33,792,8,207,6,146,-,-,-,-
1,H,運輸業，郵便業,1,05,30～49人,524,20202,4,177,28,1060,49,1832,300,11509,50,1969,48,1879,26,1004,9,346,3,129,1,48
1,H,運輸業，郵便業,1,06,50～99人,446,31625,2,149,13,856,13,898,231,16359,66,4642,57,4102,33,2399,16,1195,9,621,2,134
1,H,運輸業，郵便業,1,07,100～299人,582,99736,-,-,5,595,13,2275,250,42157,81,13652,112,19454,64,11159,32,5514,14,2408,7,1638
1,H,運輸業，郵便業,1,08,300～999人,205,105557,-,-,1,350,-,-,36,16963,25,13999,55,27882,37,19592,23,12045,19,9279,8,5095
1,H,運輸業，郵便業,1,09,1000人～1999人,55,75254,-,-,-,-,-,-,2,3714,3,3580,14,19684,9,11663,9,12328,13,17520,5,6765
1,H,運輸業，郵便業,1,10,2000人～4999人,32,100519,-,-,-,-,-,-,1,4987,-,-,8,19877,6,16147,4,12795,6,19458,7,27255
1,H,運輸業，郵便業,1,11,5000人以上,12,350788,-,-,-,-,-,-,1,5560,-,-,1,6072,-,-,1,5289,1,5326,8,328541
1,H,運輸業，郵便業,1,12,出向・派遣従業者のみ,9,-,-,-,1,-,-,-,5,-,2,-,1,-,-,-,-,-,-,-,-,-
1,I,卸売業，小売業,0,00,全ての規模,61328,2366655,2893,24891,17456,104157,5717,42140,24151,337099,3042,137801,2806,269578,1333,391653,809,273773,353,332522,167,426908
1,I,卸売業，小売業,1,01,1～4人,29058,71548,1776,3889,11729,27545,3366,8420,9995,26260,492,1324,259,717,63,170,20,42,5,10,-,-
1,I,卸売業，小売業,1,02,5～9人,13601,88303,481,3044,3272,20750,1387,8891,6840,44716,596,4073,349,2392,88,607,15,101,3,17,3,22
1,I,卸売業，小売業,1,03,10～19人,8078,109158,321,4414,1508,20316,590,7945,3957,52778,651,9092,439,6133,154,2197,35,491,6,92,5,62
1,I,卸売業，小売業,1,04,20～29人,3121,74207,161,3827,512,12082,177,4164,1325,31414,331,7955,327,7867,107,2590,45,1090,6,153,3,66
1,I,卸売業，小売業,1,05,30～49人,2619,99145,90,3402,271,10182,105,3832,1019,38175,395,14914,406,15697,180,7037,61,2429,14,550,4,147
1,I,卸売業，小売業,1,06,50～99人,2151,149564,42,2669,119,7916,64,4074,621,42513,334,23554,488,33690,250,17889,153,11564,36,2771,2,127
1,I,卸売業，小売業,1,07,100～299人,1602,269794,13,2102,32,4716,20,2971,283,44838,181,29245,368,61689,297,51460,277,48495,96,18497,13,2379
1,I,卸売業，小売業,1,08,300～999人,710,379728,3,1544,2,650,4,1843,58,28418,50,26242,132,68065,119,63849,151,81289,122,67556,65,38616
1,I,卸売業，小売業,1,09,1000人～1999人,151,213946,-,-,-,-,-,-,9,12608,1,1854,16,20628,40,54176,30,45657,29,41607,26,37416
1,I,卸売業，小売業,1,10,2000人～4999人,93,299815,-,-,-,-,-,-,1,2975,4,14542,9,27404,19,57301,12,36255,23,70083,25,91255
1,I,卸売業，小売業,1,11,5000人以上,56,611447,-,-,-,-,-,-,1,12404,1,5006,4,25296,9,134377,7,46360,13,131186,21,256818
1,I,卸売業，小売業,1,12,出向・派遣従業者のみ,88,-,6,-,11,-,4,-,42,-,6,-,9,-,7,-,3,-,-,-,-,-
1,J,金融業，保険業,0,00,全ての規模,3897,778297,246,925,952,3631,247,1831,1014,12648,138,2788,244,8695,291,16946,255,22408,156,27116,194,680430
1,J,金融業，保険業,1,01,1～4人,1989,4486,187,375,720,1586,161,396,545,1272,66,143,94,208,73,169,32,87,9,21,6,16
1,J,金融業，保険業,1,02,5～9人,693,4489,36,237,167,1057,52,334,236,1529,26,174,47,308,49,331,24,164,8,52,5,30
1,J,金融業，保険業,1,03,10～19人,403,5287,11,137,47,590,19,248,129,1676,18,231,50,669,46,632,40,527,21,295,6,84
1,J,金融業，保険業,1,04,20～29人,156,3698,3,74,7,152,3,72,37,871,10,232,14,332,35,828,30,718,13,320,3,79
1,J,金融業，保険業,1,05,30～49人,117,4498,-,-,3,111,1,31,23,882,2,80,10,362,23,948,37,1381,13,503,5,200
1,J,金融業，保険業,1,06,50～99人,152,10564,2,102,-,-,4,260,19,1306,6,405,12,832,23,1572,45,3043,24,1785,16,1209
1,J,金融業，保険業,1,07,100～299人,159,27883,-,-,1,135,3,490,10,1693,7,1173,5,884,22,3562,32,5049,45,8166,33,6606
1,J,金融業，保険業,1,08,300～999人,107,56410,-,-,-,-,-,-,3,1811,1,350,6,3045,9,4395,12,5545,20,9659,56,31605
1,J,金融業，保険業,1,09,1000人～1999人,15,21743,-,-,-,-,-,-,1,1608,-,-,-,-,2,2258,-,-,1,1384,11,16493
1,J,金融業，保険業,1,10,2000人～4999人,23,67644,-,-,-,-,-,-,-,-,-,-,1,2055,1,2251,-,-,2,4931,19,58407
1,J,金融業，保険業,1,11,5000人以上,34,571595,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5894,-,-,33,565701
1,J,金融業，保険業,1,12,出向・派遣従業者のみ,49,-,7,-,7,-,4,-,11,-,2,-,5,-,8,-,2,-,-,-,1,-
1,K,不動産業，物品賃貸業,0,00,全ての規模,31414,427418,1561,4475,9777,28556,2760,9402,12419,76555,1390,16612,1321,39071,603,58058,208,43548,161,87401,64,57956
1,K,不動産業，物品賃貸業,1,01,1～4人,23132,54349,1378,2896,8612,19668,2269,5265,8559,20922,742,1904,555,1394,163,408,28,70,4,10,1,1
1,K,不動産業，物品賃貸業,1,02,5～9人,5313,32717,136,807,1006,5961,403,2418,2703,16759,343,2171,343,2209,133,875,26,169,6,43,-,-
1,K,不動産業，物品賃貸業,1,03,10～19人,1375,18035,28,362,127,1629,60,722,702,9211,141,1912,137,1794,80,1092,21,284,11,152,2,36
1,K,不動産業，物品賃貸業,1,04,20～29人,414,9825,4,86,14,319,14,347,179,4261,53,1247,66,1552,34,835,17,395,11,280,3,69
1,K,不動産業，物品賃貸業,1,05,30～49人,373,14117,2,88,7,272,9,329,122,4552,47,1740,71,2676,49,1920,25,962,22,893,-,-
1,K,不動産業，物品賃貸業,1,06,50～99人,298,20423,2,129,5,332,3,201,89,6170,31,2099,68,4601,49,3326,24,1652,17,1215,2,124
1,K,不動産業，物品賃貸業,1,07,100～299人,263,44050,1,107,2,375,1,120,36,5486,22,3397,55,9184,53,9183,32,5262,37,6618,23,4184
1,K,不動産業，物品賃貸業,1,08,300～999人,130,74488,-,-,-,-,-,-,8,5087,5,2142,16,8463,24,13102,23,14366,37,20882,17,10446
1,K,不動産業，物品賃貸業,1,09,1000人～1999人,35,49655,-,-,-,-,-,-,1,1977,-,-,3,4223,7,9873,8,10499,6,8361,10,14722
1,K,不動産業，物品賃貸業,1,10,2000人～4999人,19,62277,-,-,-,-,-,-,1,2130,-,-,1,2975,5,17444,3,9889,5,16080,4,13759
1,K,不動産業，物品賃貸業,1,11,5000人以上,6,47482,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,32867,2,14615
1,K,不動産業，物品賃貸業,1,12,出向・派遣従業者のみ,56,-,10,-,4,-,1,-,19,-,6,-,6,-,6,-,1,-,1,-,-,-
1,L,学術研究，専門・技術サービス業,0,00,全ての規模,19679,456692,1803,7015,5387,20740,1572,8254,7383,75467,730,23422,717,54299,411,61256,203,46524,143,35889,165,116432
1,L,学術研究，専門・技術サービス業,1,01,1～4人,11268,25022,1432,2794,4133,8743,1012,2290,3522,8471,175,417,122,300,64,151,15,35,8,21,8,20
1,L,学術研究，専門・技術サービス業,1,02,5～9人,3907,25252,240,1512,907,5719,355,2313,1901,12409,126,854,68,454,49,334,21,141,7,55,7,55
1,L,学術研究，専門・技術サービス業,1,03,10～19人,2096,27860,92,1193,260,3296,146,1927,1134,15111,131,1780,128,1806,49,682,26,363,18,244,19,262
1,L,学術研究，専門・技術サービス業,1,04,20～29人,712,16992,18,412,52,1191,39,896,332,7953,90,2144,71,1736,28,662,21,539,14,325,21,531
1,L,学術研究，専門・技術サービス業,1,05,30～49人,545,20812,8,282,27,1031,9,337,239,9076,80,3065,65,2537,37,1372,12,475,21,816,21,811
1,L,学術研究，専門・技術サービス業,1,06,50～99人,520,35692,4,295,5,308,6,383,165,11358,78,5209,117,8119,57,3966,31,2142,23,1566,20,1346
1,L,学術研究，専門・技術サービス業,1,07,100～299人,382,64060,1,126,-,-,1,108,60,8718,37,6327,109,18383,81,14052,40,6789,26,4843,25,4315
1,L,学術研究，専門・技術サービス業,1,08,300～999人,147,78250,1,401,1,452,-,-,6,2371,9,3626,32,15751,32,17385,25,13181,19,12112,22,12971
1,L,学術研究，専門・技術サービス業,1,09,1000人～1999人,20,29658,-,-,-,-,-,-,-,-,-,-,2,2800,4,6644,4,5520,3,3704,7,10990
1,L,学術研究，専門・技術サービス業,1,10,2000人～4999人,20,55659,-,-,-,-,-,-,-,-,-,-,1,2413,6,16008,4,10133,2,6144,7,20961
1,L,学術研究，専門・技術サービス業,1,11,5000人以上,9,77435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7206,1,6059,7,64170
1,L,学術研究，専門・技術サービス業,1,12,出向・派遣従業者のみ,53,-,7,-,2,-,4,-,24,-,4,-,2,-,4,-,3,-,1,-,1,-
1,M,宿泊業，飲食サービス業,0,00,全ての規模,17429,1257676,1549,15104,6836,62861,2254,28906,3552,245625,382,49327,323,135234,175,301319,40,73421,40,245707,13,78617
1,M,宿泊業，飲食サービス業,1,01,1～4人,5849,15787,589,1542,2811,7645,842,2297,687,1890,41,108,20,51,6,12,-,-,-,-,-,-
1,M,宿泊業，飲食サービス業,1,02,5～9人,5333,35537,539,3572,2270,14969,716,4761,933,6399,65,455,31,214,4,29,1,7,2,15,-,-
1,M,宿泊業，飲食サービス業,1,03,10～19人,3202,42788,280,3689,1134,14900,438,5846,804,10969,65,922,40,574,11,175,3,41,-,-,1,10
1,M,宿泊業，飲食サービス業,1,04,20～29人,980,23242,67,1597,301,7169,105,2460,324,7698,33,798,29,679,6,134,1,21,-,-,-,-
