地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
0,13000,東京都,2,D,06,総合工事業,12479,186430,152848,33126,162435,133674,28306,5787,14175,10168,3922,6951,4668,2199,3360,22101,16680,5267,15877,11952,3771,1783,23652,19197,4361,19327,15787,3446,620,14770,12429,2298,12809,10812,1954,422,16001,13443,2478,14850,12458,2312,265,17981,15211,2770,17161,14447,2714,125,17364,14659,2705,16389,13693,2696,37,9028,7821,1207,8611,7454,1157,27,10395,8856,1539,10171,8633,1538,34,40963,34384,6579,40289,33770,6519,19
0,13000,東京都,2,D,07,職別工事業（設備工事業を除く）,11172,97374,78865,17950,74260,60393,13308,5614,13985,10111,3756,6486,4285,2083,2982,19552,15299,4087,13348,10529,2653,1602,20988,17232,3556,16673,13807,2666,460,10953,9312,1616,9138,7776,1337,307,11565,9960,1605,9881,8440,1441,129,8766,7414,1302,7671,6436,1185,61,8198,7012,1186,7773,6640,1133,5,1165,985,180,1145,966,179,4,1311,1050,261,1254,1024,230,1,891,490,401,891,490,401,7
0,13000,東京都,2,D,08,設備工事業,10485,159692,135512,23408,139577,119168,19637,4544,11578,8492,3026,5804,4011,1733,2917,19283,15149,3996,13629,10773,2718,1595,21271,17780,3431,17429,14683,2686,480,11504,9878,1535,10277,8831,1355,419,15906,13973,1886,14668,12874,1747,286,19743,17299,2283,18752,16381,2210,138,18585,16584,2001,17967,15973,1994,28,6867,5577,1075,6732,5443,1074,26,9747,8817,930,9346,8459,887,24,25208,21963,3245,24973,21740,3233,28
0,13000,東京都,1,E,00,製造業,34385,570313,404636,159768,505347,356727,142777,16279,40700,26846,13673,19973,11566,8226,8569,56096,36971,18850,40490,25948,14267,4724,64083,43446,20405,53633,35941,17460,1851,44367,30547,13696,39644,27037,12484,1297,49187,34473,14714,45262,31402,13860,859,58393,41533,16625,55158,38918,16005,353,48207,33980,13939,46401,32432,13688,135,32574,23063,9511,31655,22318,9337,98,37439,26480,10959,35965,25544,10421,111,139267,107297,27396,137166,105621,27029,109
0,13000,東京都,2,E,09,食料品製造業,1904,61302,33883,27307,57410,31234,26064,511,1317,794,509,776,414,348,494,3272,1848,1413,2505,1323,1171,348,4782,2617,2131,4071,2133,1904,167,4023,2188,1835,3654,1940,1714,149,5587,2844,2743,5200,2583,2617,106,7167,3698,3416,6720,3371,3296,58,8044,4154,3890,7817,3994,3823,26,6552,3465,3087,6475,3392,3083,23,8394,4474,3920,8129,4381,3748,12,12164,7801,4363,12063,7703,4360,10
0,13000,東京都,2,E,10,飲料・たばこ・飼料製造業,199,10158,7377,2771,9793,7093,2690,77,166,120,44,94,62,30,49,339,200,131,255,143,104,21,294,187,107,239,153,86,16,396,245,151,354,216,138,11,443,295,148,412,269,143,7,510,350,160,478,319,159,7,977,804,173,947,774,173,6,1379,1027,352,1378,1026,352,2,809,566,243,799,556,243,2,4845,3583,1262,4837,3575,1262,1
0,13000,東京都,2,E,11,繊維工業,1915,15474,7201,8198,12239,5184,6980,1049,2587,1423,1150,1294,563,717,517,3331,1538,1771,2414,945,1447,213,2816,1208,1595,2309,913,1383,72,1688,701,961,1451,565,860,29,1100,487,613,1022,431,591,21,1313,524,789,1143,476,667,7,1061,440,621,1041,422,619,1,244,99,145,236,92,144,2,790,414,376,785,410,375,1,544,367,177,544,367,177,3
0,13000,東京都,2,E,12,木材・木製品製造業（家具を除く）,283,1859,1386,470,1418,1056,359,158,386,262,121,202,121,78,74,480,356,124,350,261,89,38,516,385,131,425,323,102,7,160,123,37,132,99,33,4,176,131,45,169,124,45,2,141,129,12,140,128,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,13,家具・装備品製造業,862,7191,5273,1912,5637,4101,1530,503,1289,917,372,604,398,206,250,1602,1152,444,1087,786,295,61,793,601,192,637,481,156,16,390,279,111,361,255,106,17,650,490,160,572,420,152,8,505,373,132,431,311,120,4,674,449,225,664,445,219,1,208,149,59,203,144,59,1,317,240,77,317,240,77,1,763,623,140,761,621,140,-
0,13000,東京都,2,E,14,パルプ・紙・紙加工品製造業,1211,12284,8106,4050,10139,6551,3467,579,1456,931,525,693,376,317,301,1962,1254,708,1399,848,551,191,2523,1598,925,2121,1327,794,65,1543,971,572,1375,850,525,43,1610,1056,554,1465,946,519,20,1395,958,437,1350,916,434,7,988,670,190,957,647,189,2,480,383,97,472,375,97,1,327,285,42,307,266,41,-,-,-,-,-,-,-,2
0,13000,東京都,2,E,15,印刷・同関連業,5937,79516,57629,21598,68915,49937,18690,2921,7329,4837,2460,3765,2185,1548,1426,9309,6294,2980,6899,4596,2268,792,10785,7720,3032,9112,6521,2558,304,7296,5280,1987,6576,4769,1779,216,8149,5964,2185,7550,5507,2043,185,12532,9393,3139,11977,8961,3016,45,6274,4464,1650,6098,4304,1634,12,2928,2003,925,2610,1797,813,6,2395,1780,615,2049,1586,463,14,12519,9894,2625,12279,9711,2568,16
0,13000,東京都,2,E,16,化学工業,1061,51132,31340,15060,48629,29368,14587,309,708,459,234,413,234,164,248,1612,1034,542,1138,691,411,157,2186,1363,808,1840,1110,715,101,2470,1621,849,2248,1440,808,79,3099,2044,1055,2860,1848,1012,72,4877,3183,1602,4616,2948,1576,40,5517,3601,1916,5296,3403,1893,20,4780,3221,1559,4659,3120,1539,13,5352,3625,1727,5277,3557,1720,15,20531,11189,4768,20282,11017,4749,7
0,13000,東京都,2,E,17,石油製品・石炭製品製造業,56,5331,4538,793,5178,4393,785,12,24,22,2,17,15,2,16,111,83,28,97,73,24,11,153,119,34,139,107,32,6,143,119,24,124,100,24,3,129,94,35,116,81,35,2,112,96,16,97,81,16,2,224,190,34,198,165,33,1,285,215,70,273,204,69,-,-,-,-,-,-,-,2,4150,3600,550,4117,3567,550,1
0,13000,東京都,2,E,18,プラスチック製品製造業（別掲を除く）,1732,19205,12889,6308,15943,10573,5362,781,1968,1239,726,954,512,439,460,3015,1793,1217,2125,1206,914,279,3692,2245,1447,3095,1832,1263,110,2681,1730,951,2397,1531,866,56,2106,1451,655,1892,1269,623,22,1370,963,407,1279,882,397,14,1794,1400,394,1753,1360,393,2,457,360,97,445,348,97,1,374,327,47,345,327,18,2,1748,1381,367,1658,1306,352,5
0,13000,東京都,2,E,19,ゴム製品製造業,534,11236,8546,2682,10198,7800,2390,239,646,390,248,305,150,147,158,993,608,385,692,408,284,83,1099,647,452,902,511,391,29,696,457,239,634,412,222,12,444,295,149,407,266,141,5,374,296,78,363,285,78,2,285,233,52,277,225,52,1,299,299,-,299,299,-,2,668,548,120,658,539,119,3,5732,4773,959,5661,4705,956,-
0,13000,東京都,2,E,20,なめし革・同製品・毛皮製造業,840,6627,4024,2558,5216,2985,2186,428,1076,676,386,496,260,222,231,1506,899,586,1107,608,478,113,1498,868,620,1259,700,549,29,705,473,232,630,408,222,28,1032,653,379,943,577,366,9,596,336,260,575,318,257,2,214,119,95,206,114,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,21,窯業・土石製品製造業,570,10211,8044,2162,8944,7013,1926,200,514,342,167,255,153,97,142,936,687,249,684,493,191,110,1533,1193,340,1292,1009,283,49,1132,945,187,969,805,164,29,1141,932,209,1046,848,198,18,1247,1015,232,1134,911,223,5,613,449,164,570,411,159,2,462,400,62,454,392,62,3,1260,1038,222,1204,984,220,1,1373,1043,330,1336,1007,329,11
0,13000,東京都,2,E,22,鉄鋼業,386,7842,6519,1323,7058,5880,1178,184,447,319,128,209,134,75,99,654,487,167,451,341,110,42,555,449,106,460,377,83,24,587,481,106,531,434,97,13,463,373,90,433,344,89,12,751,644,107,706,599,107,7,851,753,98,819,723,96,2,437,394,43,428,385,43,1,312,294,18,312,294,18,1,2785,2325,460,2709,2249,460,1
0,13000,東京都,2,E,23,非鉄金属製造業,426,7607,5589,2008,6730,4904,1816,220,535,365,167,222,132,87,102,652,408,237,466,273,186,43,596,407,189,476,310,166,25,587,433,154,524,390,134,12,460,363,97,429,338,91,9,601,485,116,563,451,112,7,849,664,185,818,635,183,2,509,425,84,499,415,84,1,404,-,404,404,-,404,3,2414,2039,375,2329,1960,369,2
0,13000,東京都,2,E,24,金属製品製造業,4129,37312,27675,9618,29851,22153,7679,2201,5626,3879,1739,2629,1654,967,1099,7163,5089,2063,5049,3575,1463,520,7009,5169,1840,5805,4322,1483,144,3377,2518,859,2956,2201,755,94,3573,2767,806,3253,2502,751,44,2907,2298,609,2702,2117,585,11,1429,1121,308,1292,1010,282,4,1063,816,247,1041,794,247,1,429,336,93,421,328,93,3,4736,3682,1054,4703,3650,1053,8
0,13000,東京都,2,E,25,はん用機械器具製造業,1177,18446,14656,3771,16190,12945,3226,577,1421,964,453,686,421,261,282,1895,1411,479,1342,1008,329,163,2177,1675,492,1792,1393,389,51,1234,948,286,1103,841,262,39,1440,1126,314,1252,1003,249,35,2240,1716,524,2132,1617,515,9,1408,1232,176,1383,1208,175,9,2045,1701,344,2003,1660,343,3,1076,899,177,1049,872,177,5,3510,2984,526,3448,2922,526,4
0,13000,東京都,2,E,26,生産用機械器具製造業,2809,32590,25774,6762,27385,21786,5545,1455,3621,2534,1083,1669,1056,609,660,4308,3179,1115,3078,2298,766,388,5267,4173,1084,4354,3469,875,134,3237,2595,616,2853,2304,523,87,3341,2786,555,3095,2589,506,46,3236,2679,557,3036,2506,530,14,1921,1520,401,1860,1461,399,7,1569,1273,296,1539,1243,296,4,1560,1357,203,1512,1311,201,4,4530,3678,852,4389,3549,840,10
0,13000,東京都,2,E,27,業務用機械器具製造業,1600,31248,23360,7886,27801,20835,6964,697,1759,1177,580,877,511,364,372,2466,1714,752,1777,1203,574,235,3263,2338,925,2705,1939,766,102,2458,1742,716,2233,1569,664,90,3402,2505,897,3161,2299,862,47,3232,2532,700,3054,2385,669,23,3174,2571,603,3011,2442,569,8,1952,1492,460,1937,1477,460,8,2982,2188,794,2858,2117,741,9,6560,5101,1459,6188,4893,1295,9
0,13000,東京都,2,E,28,電子部品・デバイス・電子回路製造業,943,18169,13148,4971,16405,11770,4585,401,995,652,332,484,263,210,216,1451,918,528,1062,640,417,138,1890,1233,643,1618,1025,579,67,1615,1021,574,1437,886,531,55,2151,1466,685,1980,1321,659,30,2057,1501,556,1957,1413,544,18,2458,1761,697,2378,1686,692,5,1202,837,365,1186,824,362,3,1142,934,208,1115,907,208,4,3208,2825,383,3188,2805,383,6
0,13000,東京都,2,E,29,電気機械器具製造業,1746,41342,32601,8592,37762,29763,7850,742,1857,1265,577,882,522,345,428,2794,1939,835,2025,1360,645,270,3674,2641,1009,3059,2149,886,109,2618,1889,729,2315,1642,673,86,3206,2425,781,2985,2231,754,59,4273,3220,963,4067,3041,936,19,2505,2119,386,2296,1935,361,9,2168,1791,377,2120,1743,377,10,3688,2989,699,3599,2961,638,9,14559,12323,2236,14414,12179,2235,5
0,13000,東京都,2,E,30,情報通信機械器具製造業,481,20996,16999,3975,19871,16061,3788,162,396,277,114,225,145,75,92,615,430,178,468,319,142,72,1024,726,288,865,598,257,52,1249,943,306,1106,825,281,37,1358,1123,235,1259,1035,224,32,2219,1791,428,2137,1710,427,15,2109,1625,484,2053,1572,481,4,998,748,250,942,718,224,6,2369,1931,438,2259,1832,427,8,8659,7405,1254,8557,7307,1250,1
0,13000,東京都,2,E,31,輸送用機械器具製造業,845,36944,31151,5772,35131,29761,5349,366,899,620,279,438,284,154,189,1224,879,337,886,646,232,121,1672,1257,402,1425,1066,346,64,1512,1216,296,1355,1106,249,34,1315,1052,263,1233,981,252,33,2322,1850,472,2217,1765,452,14,1819,1491,328,1760,1441,319,5,1211,1026,185,1203,1018,185,7,2791,2255,536,2566,2076,490,10,22179,19505,2674,22048,19378,2670,2
0,13000,東京都,2,E,32,その他の製造業,2700,25531,16411,8978,20789,13101,7546,1494,3644,2358,1267,1758,983,756,655,4344,2728,1562,3077,1865,1158,306,4168,2539,1583,3523,2091,1386,105,2497,1570,904,2262,1397,842,72,2724,1712,1012,2443,1554,889,34,2334,1459,875,2205,1366,839,22,2919,2068,851,2808,1974,834,5,1143,801,342,1058,721,337,-,-,-,-,-,-,-,2,1758,1176,582,1655,1150,505,5
0,13000,東京都,1,F,00,電気・ガス・熱供給・水道業,395,21818,18779,2874,21429,18408,2856,84,171,139,23,138,108,21,63,435,387,35,408,362,33,93,1237,1158,57,1175,1102,51,19,441,393,48,427,379,48,23,838,722,78,810,694,78,60,5354,4567,704,5295,4511,701,15,2033,1779,254,2001,1749,252,11,2546,2098,448,2492,2045,447,5,1862,1701,161,1862,1701,161,5,6901,5835,1066,6821,5757,1064,17
0,13000,東京都,2,F,33,電気業,125,9953,8659,1134,9750,8464,1126,23,46,33,9,32,21,7,9,58,37,8,51,30,8,11,144,103,19,125,89,14,7,165,140,25,158,133,25,7,260,192,30,248,180,30,49,4642,3955,604,4604,3917,604,7,980,893,87,960,873,87,5,1252,1027,225,1206,982,224,1,309,300,9,309,300,9,2,2097,1979,118,2057,1939,118,4
0,13000,東京都,2,F,34,ガス業,35,7163,5887,1276,7094,5822,1272,5,10,10,-,7,7,-,2,15,11,4,15,11,4,5,70,57,13,65,52,13,2,50,40,10,47,37,10,3,107,97,10,103,93,10,9,578,494,84,564,482,82,1,148,128,20,148,128,20,3,630,533,97,630,533,97,2,751,661,90,751,661,90,3,4804,3856,948,4764,3818,946,-
0,13000,東京都,2,F,35,熱供給業,87,854,753,101,791,691,100,33,69,60,9,59,50,9,18,125,111,14,114,101,13,18,236,222,14,205,191,14,3,65,63,2,63,61,2,2,79,68,11,70,59,11,-,-,-,-,-,-,-,2,280,229,51,280,229,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
0,13000,東京都,2,F,36,水道業,148,3848,3480,363,3794,3431,358,23,46,36,5,40,30,5,34,237,228,9,228,220,8,59,787,776,11,780,770,10,7,161,150,11,159,148,11,11,392,365,27,389,362,27,2,134,118,16,127,112,15,5,625,529,96,613,519,94,3,664,538,126,656,530,126,2,802,740,62,802,740,62,-,-,-,-,-,-,-,2
0,13000,東京都,1,G,00,情報通信業,21576,848493,625007,217263,807303,592129,208972,8047,17947,11767,5469,9805,5527,3567,4192,27749,18736,8248,21578,13947,6866,3293,45145,31925,12324,39236,27149,11195,1590,38172,27954,9831,34851,25177,9287,1522,58122,42483,14991,54241,39252,14341,1362,96062,69929,25467,91606,66209,24743,785,108787,79560,28391,105244,76736,27676,225,53532,39726,13303,52128,38636,12990,208,80153,58658,21495,78297,57361,20936,249,322824,244269,77744,320317,242135,77371,103
0,13000,東京都,2,G,37,通信業,479,62908,46337,16407,62250,45755,16331,140,313,218,84,216,139,66,88,563,406,146,494,345,138,68,938,642,253,854,578,233,37,873,655,218,834,617,217,37,1474,1118,307,1434,1079,306,32,2178,1660,468,2125,1615,460,29,3995,3105,890,3929,3045,884,10,2276,1547,729,2256,1528,728,9,3539,2653,886,3522,2637,885,19,46759,34333,12426,46586,34172,12414,10
0,13000,東京都,2,G,38,放送業,306,22305,16281,6017,21805,15835,5963,71,156,101,55,135,81,54,61,421,302,112,386,275,104,68,876,665,211,825,628,197,21,525,397,128,494,370,124,19,738,532,206,676,478,198,34,2406,1721,685,2324,1645,679,14,1887,1267,620,1827,1210,617,4,972,817,155,963,809,154,3,1085,817,268,1072,805,267,8,13239,9662,3577,13103,9534,3569,3
0,13000,東京都,2,G,39,情報サービス業,10965,545027,419648,120894,523406,401859,117067,3410,7521,5230,1930,4077,2473,1243,1938,12954,9452,3115,10142,7177,2578,1767,24428,18606,5336,21391,16071,4834,972,23460,18416,4859,21608,16814,4609,956,36596,28120,7974,34443,26294,7647,868,61341,46850,14077,58788,44695,13679,521,72537,55277,16424,70091,53415,15844,155,36926,28199,8224,36212,27582,8128,148,56991,43169,13822,55709,42286,13423,181,212273,166329,45133,210945,165052,45082,49
