事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成26,2014,年平均（前年比（％））,-1.3,-65.3,-1.5,-0.1,-0.2,-0.5,-2.4,-0.3,-1.4,1.5,-1.5,-4.8,-4.3,-3.3,-1.5,3.5,-0.1
５人以上,平成27,2015,年平均（前年比（％））,0.5,－,2.7,0.5,1,0.2,2.1,-0.5,-0.9,-0.5,-1.8,3.3,0.2,0.2,1.9,0.7,0.5
５人以上,平成27,2015,1月（前年同月比（％））,0.6,－,0.1,0.7,-0.2,0.1,0.9,-1,-0.2,1,-0.9,0.3,4.7,-1.7,1.5,0.1,3.1
５人以上,平成27,2015,2月（前年同月比（％））,0.5,－,0.4,2,-1.3,1,1.4,-1.6,-0.8,0.1,-1.1,1.4,2,1.3,4,0.5,1.3
５人以上,平成27,2015,3月（前年同月比（％））,2.9,－,5.2,4.5,8.6,5.7,0.3,0.5,6.6,1.7,1.7,1.5,-1.6,4.4,2.8,8.2,3.9
５人以上,平成27,2015,4月（前年同月比（％））,1.2,－,6.7,3.2,0.3,2.8,-1.6,0.2,1.2,2.3,-2.4,0.2,-0.6,-1.8,0.8,6.1,2.4
５人以上,平成27,2015,5月（前年同月比（％））,-3.7,－,-2.5,-2,-9.9,-4.8,-0.2,-4.2,-9.7,-6.2,-7.9,2,-3.2,-5.9,-0.7,-8.5,-3.4
５人以上,平成27,2015,6月（前年同月比（％））,0.8,－,1.1,1.7,2.9,0.8,2,-1,1,-2.9,-0.8,2.4,-0.1,0.4,4.9,5.1,1
５人以上,平成27,2015,7月（前年同月比（％））,2.4,－,2.4,0.1,2.8,0.2,6.5,4.9,-0.6,-0.6,-2.1,6.1,1.4,3.7,3.5,0.2,0.7
５人以上,平成27,2015,8月（前年同月比（％））,1.2,－,3.4,0.3,6.4,2.3,2,1.6,-0.7,-1.1,-0.4,2.7,1.3,-0.5,-0.1,-0.3,0.6
５人以上,平成27,2015,9月（前年同月比（％））,0.1,－,6.4,0.4,-2.7,-2.8,5.1,-2.5,-4.8,-0.5,2,5.6,1.2,-2.1,1.5,-3.6,-0.3
５人以上,平成27,2015,10月（前年同月比（％））,-2.3,－,0.8,-5,-3.5,-5.7,3.5,-2.9,-5,-3.1,-6.2,7.4,-1.3,-2.9,-1,-2.4,-3.2
５人以上,平成27,2015,11月（前年同月比（％））,1.5,－,2,0.2,6.4,3.4,2.3,-0.4,1.7,0.3,-1.6,6.2,-1.3,4.7,1.8,0.9,0.6
５人以上,平成27,2015,12月（前年同月比（％））,1.1,－,6.3,0.6,3.1,-0.5,3.9,-0.8,0.9,3,-1.2,3.9,0.4,3.4,3.7,1.2,-0.8
30人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成23,2011,年平均,99.6,101.6,100.2,98.4,99.8,100.3,101.7,98.9,99.2,98.7,98.3,104.2,100.1,97.7,98.5,95.6,100.4
30人以上,平成24,2012,年平均,101,86.5,101.2,100.2,102.8,102.8,100.1,99.8,99.4,99.1,103.1,103.8,103,99.1,99.9,94.3,102.6
30人以上,平成25,2013,年平均,98.7,51.3,98.5,98.6,99.3,100.8,97.8,98.7,97.3,97.4,101.4,96.1,100.4,93.3,97,98.5,101.8
30人以上,平成26,2014,年平均,97.7,17.8,96.1,98.1,101,99.6,95.6,97.9,96.3,98.9,99.6,90.3,99.2,90.3,97.4,101.5,102.9
30人以上,平成27,2015,年平均,97.9,－,100.5,98.7,101.3,99.7,97.8,97.7,95.3,98.4,96.7,88.6,97,91.4,99.2,103.9,103
30人以上,平成27,2015,1月,92,－,87.1,91.2,96.2,93.1,92.4,93.3,91.4,93.4,87.8,86.8,91.8,86.3,92.3,96.8,97.8
30人以上,平成27,2015,2月,95.1,－,98.7,97.5,94.6,95.5,96.2,94.7,89.5,95,95.6,83.4,94,90.1,96.9,97,99.8
30人以上,平成27,2015,3月,99.4,－,103.4,100.1,110.2,103.8,95.2,96.8,100.3,99.5,99.6,86.8,97.7,95.3,99,112.5,105.3
30人以上,平成27,2015,4月,103.1,－,108.2,104.3,109.7,105.7,103.1,101.9,101.6,106.3,102.9,89.1,102,98.8,102.5,112,106.7
30人以上,平成27,2015,5月,93.5,－,94.4,94.1,88.8,93.6,95.1,92.7,87.5,92.7,90.9,88.9,95.6,88.1,99.3,92.7,98.7
30人以上,平成27,2015,6月,102.6,－,105.9,103.3,111.3,104.6,99.9,100.9,101.3,102.1,101.3,89.7,99.4,100,107.2,111.9,107.4
30人以上,平成27,2015,7月,105.8,－,109,106.7,109.5,108.4,103.5,109.2,102.8,104.4,104.5,90.2,102.7,100.4,105.5,113.2,109.6
30人以上,平成27,2015,8月,96.6,－,96.2,96.6,104,100.4,99.4,97.1,94.9,98.7,95,90.1,97.7,73.8,97.5,99,103.6
30人以上,平成27,2015,9月,95.5,－,101,95.8,94.4,94.8,96.5,94.9,90.2,94.7,95.6,89.6,95.6,90.7,97.2,97.4,101.2
30人以上,平成27,2015,10月,97.9,－,100,97.7,104.8,99.9,97.6,97.4,97.4,98.6,94.6,88.1,97.3,94.7,98.2,107.5,102.9
30人以上,平成27,2015,11月,97.7,－,101.4,100.5,96.5,99.4,97.5,97.1,91.7,98.3,98.4,89.9,95.6,92.1,97.7,97.3,102.2
30人以上,平成27,2015,12月,96.1,－,101.2,96.4,96,96.9,97.5,96,95.4,97.1,94.3,90.2,94.7,86.3,97.3,109.3,100.3
30人以上,平成23,2011,年平均（前年比（％））,-0.4,1.7,0.2,-1.6,-0.2,0.3,1.8,-1.1,-0.8,-1.3,-1.8,4.2,0.1,-2.3,-1.5,-4.4,0.4
30人以上,平成24,2012,年平均（前年比（％））,1.4,-14.9,1,1.8,3,2.5,-1.6,0.9,0.2,0.4,4.9,-0.4,2.9,1.4,1.4,-1.4,2.2
30人以上,平成25,2013,年平均（前年比（％））,-2.3,-40.7,-2.7,-1.6,-3.4,-1.9,-2.3,-1.1,-2.1,-1.7,-1.6,-7.4,-2.5,-5.9,-2.9,4.5,-0.8
30人以上,平成26,2014,年平均（前年比（％））,-1,-65.3,-2.4,-0.5,1.7,-1.2,-2.2,-0.8,-1,1.5,-1.8,-6,-1.2,-3.2,0.4,3,1.1
30人以上,平成27,2015,年平均（前年比（％））,0.2,－,4.6,0.6,0.3,0.1,2.3,-0.2,-1,-0.5,-2.9,-1.9,-2.2,1.2,1.8,2.4,0.1
30人以上,平成27,2015,1月（前年同月比（％））,-0.3,－,-2.7,0.4,0.8,-0.9,0.7,-1.3,0.3,0.8,-2.8,-7.1,-1,-0.3,1.5,3.2,3.4
30人以上,平成27,2015,2月（前年同月比（％））,0.5,－,2.4,1.1,-1.1,0.4,0.9,-0.5,-0.3,-1.2,-2.5,-5.7,-1.4,3.7,5.3,4.6,1.4
30人以上,平成27,2015,3月（前年同月比（％））,3.3,－,8.8,4.1,9.8,5.3,-0.1,1.4,7,2.1,1,-6.3,0.5,7.7,3.2,11.8,3.4
30人以上,平成27,2015,4月（前年同月比（％））,1.1,－,9,2.6,1.4,3,3.1,0,1.1,2.6,-5.3,-6.4,-1.4,-0.3,0.9,2.6,1.4
30人以上,平成27,2015,5月（前年同月比（％））,-4.3,－,-1.3,-2,-10,-4.8,0.1,-4.4,-10.1,-8,-9.2,-4.4,-5.1,-6.2,-0.1,-8.1,-3.3
30人以上,平成27,2015,6月（前年同月比（％））,1.1,－,4.6,1.2,3.2,1.3,1.9,-0.5,1.1,-1.3,-2.5,-4.7,-4.3,3.7,6.2,6.4,1.4
30人以上,平成27,2015,7月（前年同月比（％））,2.4,－,5.9,1.3,1.1,-0.2,5.8,6.7,-1,-0.9,-2.2,4.2,-0.5,4.3,3.5,2.4,0.1
30人以上,平成27,2015,8月（前年同月比（％））,0.6,－,4,0.2,4.2,2.2,0.7,1.4,-0.7,0.2,-1.3,-1.3,-1.6,2.1,-1.5,3,0.2
30人以上,平成27,2015,9月（前年同月比（％））,-0.5,－,10.3,0.3,-5,-3.1,5.6,-2.5,-5.1,-0.5,2.8,-0.3,-0.6,-3.1,0.1,-1.8,-1.3
30人以上,平成27,2015,10月（前年同月比（％））,-3,－,0.5,-4.3,-5.2,-5.7,4.5,-2.6,-5.1,-2.1,-8.3,5.4,-4.9,-5.1,-1.2,-2.6,-4
30人以上,平成27,2015,11月（前年同月比（％））,1.2,－,3.4,0.6,3.9,3.6,1.1,0.3,1.6,0.6,-2.3,4.8,-2.5,4.8,1.1,4.5,0
30人以上,平成27,2015,12月（前年同月比（％））,0.8,－,9.9,1.3,1.1,-0.6,3.3,-0.6,0.1,2.6,-1.6,1,-2.9,4.4,3.3,3.1,-1.6
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成27年年報,,,,,,,,,,,,,,,,,,,,
第１９表　労働時間指数 （所定内労働時間）,,,,,,,,,,,,,,,,,,,,
（平成22年平均=100）,,,,,,,,,,,,,,,,,,,,
