事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成27,2015,6月,101.1,－,98.5,90.9,60,101.2,101.2,96.3,99.3,102.6,123,102.2,93.6,107.3,110,98.1,107
５人以上,平成27,2015,7月,101.1,－,98.4,92.1,51,101.3,101.6,95.9,98.6,101.9,122.7,102.7,94.3,107.5,110.4,96.6,106.8
５人以上,平成27,2015,8月,100.7,－,99.2,92.4,38.7,101.3,100.9,95.7,98.3,101.7,123.1,101.6,93.2,102.8,110.5,97.8,106.7
５人以上,平成27,2015,9月,100.6,－,99.3,90.4,51,101.3,101.4,95.3,98,101.3,123.8,102.5,94.1,105,109.5,97.5,106.3
５人以上,平成27,2015,10月,100.8,－,99.3,90.7,38.5,101.3,101.2,95.6,98.8,100.8,123.4,103.2,94.5,107.4,110.1,97.1,106.1
５人以上,平成27,2015,11月,100.9,－,99.2,90.7,38.2,101.6,101.6,95.5,98.7,101.3,124.4,103.8,94.9,106.5,109.6,97.3,106.4
５人以上,平成27,2015,12月,101,－,98.9,92.6,38.3,101.5,101.8,95.6,98.9,101,123.8,104.4,94.7,105.9,109.6,97.1,105.4
５人以上,平成23,2011,年平均（前年比（％））,-0.4,5.6,-2.5,-0.7,0.7,0.4,0.9,-0.3,0,1,-1.4,-1.6,-5.7,-0.7,1,0.5,0.2
５人以上,平成24,2012,年平均（前年比（％））,-0.2,0.4,-0.2,0.3,-5.4,-0.9,-0.6,-1.1,-1.1,1.5,1.8,1.5,-2.3,-0.2,2.5,-0.6,-0.6
５人以上,平成25,2013,年平均（前年比（％））,-0.2,-5.8,0.6,-1.5,-25.9,-0.9,-0.6,-2.6,-0.2,-1.5,7.9,1.2,-0.1,2.4,1.7,-4.6,1.2
５人以上,平成26,2014,年平均（前年比（％））,1.4,10.5,0.2,-0.9,-13.2,1.9,-0.1,0.2,-0.7,1.1,8.2,3.5,2.9,2.3,1.8,-2.9,2
５人以上,平成27,2015,年平均（前年比（％））,0,－,0.5,-6,-16.5,0.9,1.6,-0.5,0.5,-0.6,4,-2.4,-0.8,1.4,1.9,4,3.1
５人以上,平成27,2015,1月（前年同月比（％））,1,－,1.2,-2.9,-4.3,3.3,1.5,0.4,0,0.5,3.2,0.2,2.5,1.4,2.3,-1.8,2.1
５人以上,平成27,2015,2月（前年同月比（％））,0.8,－,1,-3.4,-5,3.5,1.1,-0.2,0.1,-1.4,3,-0.1,3.2,1.9,1.7,-0.6,2.6
５人以上,平成27,2015,3月（前年同月比（％））,0.2,－,0,-5.1,-5.3,2.8,1.5,-0.6,0,-1.1,3,-1.6,0.3,0.1,2.2,0.1,3.4
５人以上,平成27,2015,4月（前年同月比（％））,-0.1,－,-1.1,-8.7,-3.9,1.8,1.6,-0.9,-0.2,0.3,3.3,-2.5,-2.8,2,2.8,6.7,4.2
５人以上,平成27,2015,5月（前年同月比（％））,-0.6,－,-1.4,-9,-5,-0.2,1.9,-0.6,0.6,1.1,2.7,-3.5,-2.2,1.9,1.1,6.3,4
５人以上,平成27,2015,6月（前年同月比（％））,-0.1,－,-0.9,-7.1,-5.1,-0.1,2,-0.2,1,-0.7,3.8,-3.3,-3.2,1.9,2.1,5.6,4.6
５人以上,平成27,2015,7月（前年同月比（％））,-0.3,－,-0.4,-5.9,-15.3,-0.1,2.3,-1.2,0.5,-1.1,4.2,-4,-2.9,2.2,2.1,4,3.9
５人以上,平成27,2015,8月（前年同月比（％））,-0.2,－,1,-4,-35.4,0.1,1.6,-0.7,0.5,-1,3.9,-4.4,-2.8,-0.1,2.3,5.4,3.1
５人以上,平成27,2015,9月（前年同月比（％））,-0.2,－,1.4,-6.9,-14.7,0.1,2.1,-0.8,0.1,-1.5,4.7,-3.3,-1.7,2.3,1.7,5.6,2.8
５人以上,平成27,2015,10月（前年同月比（％））,-0.1,－,2.1,-6.5,-35.5,-0.3,1.2,-0.6,1.2,-1.6,5.5,-2.3,-0.1,2.2,1.9,5.1,2.6
５人以上,平成27,2015,11月（前年同月比（％））,-0.1,－,1.8,-6.8,-36.1,0.1,1.1,-0.6,1,-0.7,5.9,-2,0.6,0.9,1.8,5.4,3
５人以上,平成27,2015,12月（前年同月比（％））,-0.1,－,1.4,-4.9,-36.1,0.1,1.3,-0.5,1.4,-0.4,5.4,-1.7,-0.1,0.5,1.5,5.4,1.2
30人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成23,2011,年平均,99.8,105.6,98.1,99.3,100.9,100.9,101,99.3,100,100.8,99,95.3,97.1,99.4,102.7,101.2,100.2
30人以上,平成24,2012,年平均,99.6,109.4,97.5,99.9,95.6,99.7,100.4,98,98.6,101.6,103.9,98.4,94.2,100,104.8,99.4,99.2
30人以上,平成25,2013,年平均,99.5,103,98.4,98.6,68.7,98.6,99.1,94.3,98.4,100.4,114.4,101.9,94.3,103.2,106.9,93.1,100.5
30人以上,平成26,2014,年平均,100.5,113.9,98.3,97.9,58.3,99.9,98.6,93.8,97.9,101.3,126,102.5,96.2,105.3,108,93.4,103.3
30人以上,平成27,2015,年平均,100.2,－,99,89.6,51.9,100.3,100.6,93.7,98.2,101.7,130.5,93.2,97.8,107.9,109.8,94.7,106.5
30人以上,平成27,2015,1月,99.9,－,97.8,93.2,56.2,100.3,99.5,93.6,97.4,101.4,125.3,94.8,96.7,107.8,107.9,93.2,104.8
30人以上,平成27,2015,2月,99.6,－,98,92.4,55.6,100.4,99.4,92.8,97.4,100.4,126.2,94.3,96.6,106.5,107.8,93.9,104.8
30人以上,平成27,2015,3月,98.6,－,97.1,89.9,55.5,100,99.2,92.3,97.2,99.5,126.2,92.7,95.9,101.3,106.3,91.2,105.3
30人以上,平成27,2015,4月,100.5,－,99.7,87.6,58.2,101.9,101.1,94,98.9,103.5,131.4,92.7,95.9,106.7,111.7,95.5,107.3
30人以上,平成27,2015,5月,100.4,－,99.6,87.2,57.4,99.5,101.3,94.4,99.1,104.1,130.8,93.4,97.6,109.4,109.6,95.6,107.3
30人以上,平成27,2015,6月,100.8,－,99.2,89.1,57.1,99.7,100.8,94.4,99,103.4,131.4,93,97.5,110.8,110.9,95.5,107.8
30人以上,平成27,2015,7月,100.8,－,99,90,56.3,100,101.4,94,98,102.7,131.8,92.8,99.3,110.5,111.2,96.2,107.7
30人以上,平成27,2015,8月,100.2,－,99.5,90.5,42.7,100.2,100.6,93.9,97.7,101.9,132.1,91.7,98.1,104.3,111.3,96.1,107.4
30人以上,平成27,2015,9月,100.2,－,99.4,88.9,56.4,100.2,101,93.6,97.6,101.2,132.2,91.6,98.3,109.1,110.1,96.1,106.7
30人以上,平成27,2015,10月,100.2,－,99.7,88.1,42.5,100.4,100.7,93.7,98.5,101.1,132.3,92.4,99,110.5,110.4,94.7,106.3
30人以上,平成27,2015,11月,100.3,－,99.7,88.2,42.2,100.4,100.8,93.6,98.5,100.8,133.4,94.4,99.3,109.6,109.9,94.7,106.7
30人以上,平成27,2015,12月,100.4,－,99.6,90.6,42.3,100.2,101,93.5,98.6,100.9,132.5,94.2,99.2,108.6,110.4,93.6,105.6
30人以上,平成23,2011,年平均（前年比（％））,-0.3,5.5,-1.9,-0.8,0.9,0.9,1,-0.8,-0.1,0.8,-1,-4.7,-2.9,-0.5,2.7,1.1,0.2
30人以上,平成24,2012,年平均（前年比（％））,-0.2,3.6,-0.6,0.6,-5.3,-1.2,-0.6,-1.3,-1.4,0.8,4.9,3.3,-3,0.6,2,-1.8,-1
30人以上,平成25,2013,年平均（前年比（％））,-0.1,-5.9,0.9,-1.3,-28.1,-1.1,-1.3,-3.8,-0.2,-1.2,10.1,3.6,0.1,3.2,2,-6.3,1.3
30人以上,平成26,2014,年平均（前年比（％））,1,10.6,-0.1,-0.7,-15.1,1.3,-0.5,-0.5,-0.5,0.9,10.1,0.6,2,2,1,0.3,2.8
30人以上,平成27,2015,年平均（前年比（％））,-0.3,－,0.7,-8.5,-11,0.4,2,-0.1,0.3,0.4,3.6,-9.1,1.7,2.5,1.7,1.4,3.1
30人以上,平成27,2015,1月（前年同月比（％））,0.4,－,1.2,-4.2,-5.1,2.8,1.6,0.1,-0.3,0.9,2.3,-6.6,3,1.7,1,1,2.4
30人以上,平成27,2015,2月（前年同月比（％））,0.3,－,1.7,-4.7,-6.4,3,1.2,-0.6,0.1,-0.1,2,-7.3,2.7,2.1,1.2,3.2,2.6
30人以上,平成27,2015,3月（前年同月比（％））,-0.1,－,0.2,-7,-6.7,2.5,2.2,-0.6,0.1,-0.5,1.7,-8.8,1.4,0.5,1.5,0.2,3.7
30人以上,平成27,2015,4月（前年同月比（％））,-0.5,－,-1,-11.5,-4.1,1.2,1.9,-0.3,-0.2,1.4,2.6,-8.6,-0.1,3.3,3.1,1.3,3.8
30人以上,平成27,2015,5月（前年同月比（％））,-0.9,－,-1.1,-12.3,-5.3,-1.4,2.3,0,0.4,2.4,1.6,-9,1.1,3.5,0.6,2.1,3.8
30人以上,平成27,2015,6月（前年同月比（％））,-0.3,－,-0.5,-9.8,-5.3,-1.1,2.6,0.3,0.9,1.8,2.7,-10.1,0.4,4.1,1.9,1,4.4
30人以上,平成27,2015,7月（前年同月比（％））,-0.3,－,-0.4,-9,-1.1,-0.6,3.3,-0.2,0,1,3.9,-10.3,2.3,3.4,2.1,1.7,4
30人以上,平成27,2015,8月（前年同月比（％））,-0.4,－,1.3,-6.8,-24.6,-0.3,2.3,0.2,-0.1,0.3,3.6,-11.9,1,0.2,2.1,1.7,3.3
30人以上,平成27,2015,9月（前年同月比（％））,-0.3,－,1.9,-9.3,-0.2,-0.3,2.9,0.1,-0.3,-0.3,4,-10.9,1.5,5,1.7,2.1,2.5
30人以上,平成27,2015,10月（前年同月比（％））,-0.5,－,2.3,-9.6,-24.6,-0.6,1.5,0,0.9,-0.6,5.7,-10.1,2,3,1.8,0.6,2.4
30人以上,平成27,2015,11月（前年同月比（％））,-0.4,－,1.9,-9.7,-25.3,-0.4,0.9,-0.1,0.9,-0.5,6.4,-7.4,2.7,1.5,1.4,1.4,3.1
30人以上,平成27,2015,12月（前年同月比（％））,-0.5,－,1.7,-7.4,-25.3,-0.4,1.4,-0.1,1.3,-0.5,5.7,-8.3,2.3,1.1,1.8,0.3,0.7
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成27年年報,,,,,,,,,,,,,,,,,,,,
第２１表　常用雇用指数,,,,,,,,,,,,,,,,,,,,
（平成22年平均=100）,,,,,,,,,,,,,,,,,,,,
