"年月[西暦]","調査項目","設問","事業","回答者の属性種別","回答者の属性","参加・利用したことがある[人]","内容は知っている[人]","名前は知っている[人]","知らない[人]","無回答[人]","参加・利用したことがある[%]","内容は知っている[%]","名前は知っている[%]","知らない[%]","無回答[%]"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","年齢","60～69歳","0","3","8","49","0","0.0","5.0","13.3","81.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","年齢","70歳以上","1","2","3","25","0","3.2","6.5","9.7","80.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","性別","男性","5","20","37","181","0","2.1","8.2","15.2","74.5","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","性別","女性","2","22","25","223","0","0.7","8.1","9.2","82.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","18～29歳","2","6","9","30","0","4.3","12.8","19.1","63.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","30～39歳","1","4","12","81","0","1.0","4.1","12.2","82.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","40～49歳","1","14","13","120","0","0.7","9.5","8.8","81.1","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","50～59歳","1","11","17","102","0","0.8","8.4","13.0","77.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","60～69歳","0","3","9","48","0","0.0","5.0","15.0","80.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","70歳以上","2","4","2","23","0","6.5","12.9","6.5","74.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","性別","男性","4","15","22","202","0","1.6","6.2","9.1","83.1","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","性別","女性","3","16","31","222","0","1.1","5.9","11.4","81.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","18～29歳","0","6","6","35","0","0.0","12.8","12.8","74.5","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","30～39歳","0","4","8","86","0","0.0","4.1","8.2","87.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","40～49歳","5","8","16","119","0","3.4","5.4","10.8","80.4","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","50～59歳","1","7","17","106","0","0.8","5.3","13.0","80.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","60～69歳","0","3","4","53","0","0.0","5.0","6.7","88.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","70歳以上","1","3","2","25","0","3.2","9.7","6.5","80.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","性別","男性","5","11","37","190","0","2.1","4.5","15.2","78.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","性別","女性","3","8","52","209","0","1.1","2.9","19.1","76.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","18～29歳","3","1","8","35","0","6.4","2.1","17.0","74.5","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","30～39歳","0","4","10","84","0","0.0","4.1","10.2","85.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","40～49歳","2","5","31","110","0","1.4","3.4","20.9","74.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","50～59歳","1","4","24","102","0","0.8","3.1","18.3","77.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","60～69歳","1","2","10","47","0","1.7","3.3","16.7","78.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","70歳以上","1","3","6","21","0","3.2","9.7","19.4","67.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","性別","男性","6","33","46","158","0","2.5","13.6","18.9","65.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","性別","女性","9","51","45","167","0","3.3","18.8","16.5","61.4","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","18～29歳","1","7","8","31","0","2.1","14.9","17.0","66.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","30～39歳","3","8","11","76","0","3.1","8.2","11.2","77.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","40～49歳","3","27","23","95","0","2.0","18.2","15.5","64.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","50～59歳","2","22","25","82","0","1.5","16.8","19.1","62.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","60～69歳","2","12","16","30","0","3.3","20.0","26.7","50.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","70歳以上","4","8","8","11","0","12.9","25.8","25.8","35.5","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","性別","男性","4","15","24","200","0","1.6","6.2","9.9","82.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","性別","女性","2","18","27","225","0","0.7","6.6","9.9","82.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","18～29歳","1","2","7","37","0","2.1","4.3","14.9","78.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","30～39歳","1","2","7","88","0","1.0","2.0","7.1","89.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","40～49歳","3","9","14","122","0","2.0","6.1","9.5","82.4","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","50～59歳","0","11","15","105","0","0.0","8.4","11.5","80.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","60～69歳","0","4","5","51","0","0.0","6.7","8.3","85.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","70歳以上","1","5","3","22","0","3.2","16.1","9.7","71.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","性別","男性","1","8","30","204","0","0.4","3.3","12.3","84.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","性別","女性","2","8","21","241","0","0.7","2.9","7.7","88.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","18～29歳","1","2","5","39","0","2.1","4.3","10.6","83.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","30～39歳","0","1","5","92","0","0.0","1.0","5.1","93.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","40～49歳","2","5","12","129","0","1.4","3.4","8.1","87.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","50～59歳","0","5","20","106","0","0.0","3.8","15.3","80.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","60～69歳","0","1","3","56","0","0.0","1.7","5.0","93.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","70歳以上","0","2","6","23","0","0.0","6.5","19.4","74.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","性別","男性","3","14","14","212","0","1.2","5.8","5.8","87.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","性別","女性","4","8","16","244","0","1.5","2.9","5.9","89.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","18～29歳","1","2","3","41","0","2.1","4.3","6.4","87.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","30～39歳","1","2","2","93","0","1.0","2.0","2.0","94.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","40～49歳","1","6","8","133","0","0.7","4.1","5.4","89.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","50～59歳","3","4","9","115","0","2.3","3.1","6.9","87.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","60～69歳","0","4","3","53","0","0.0","6.7","5.0","88.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","70歳以上","1","4","5","21","0","3.2","12.9","16.1","67.7","0.0"

"港区の環境に関する区民アンケート（Web）調査結果・クロス集計表・区の取組Q8","Ver202003",,,,,,,,,,,,,,
