"経営","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号"
"社福法人","地域プラザ　ふらっと","112-0006","文京区小日向２－１６－１５","139.734582","35.710581","JGD2011","03-5940-2822"
"営利法人","タオ","113-0001","文京区白山１－３２－１１　鈴木ビル１０１","139.752472","35.720049","JGD2011","090-4123-2330"
"営利法人","だんござかハウス　相談支援係","113-0022","文京区千駄木２－３３－８","139.763135","35.724461","JGD2011","03-3823-2844"
"他の法人","相談支援事業所　リリーフ","113-0034","文京区湯島３－２０－９－４０１","139.767666","35.705651","JGD2011","03-6240-1977"
"区市町村","文京区児童発達支援センター","113-0034","文京区湯島４－７－１０","139.765768","35.708848","JGD2011","03-5800-2591"
"他の法人","特定非営利活動法人　自立生活センターたいとう","110-0012","台東区竜泉３－１９－７　１階","139.792452","35.725678","JGD2011","03-5603-0821"
"社福法人","つばさ相談支援センター","110-0016","台東区台東１－２５－５　台東複合施設いきいきプラザ３階","139.77784","35.70188","JGD2011","03-6795-0230"
"他の法人","相談支援センターほおずき","111-0021","台東区日本堤１－３２－３","139.796676","35.725561","JGD2011","03-3871-4123"
"社福法人","障害者支援施設　浅草ほうらい","111-0022","台東区清川２丁目１４番地７号","139.801304","35.72717","JGD2011","03-5808-0067"
"他の法人","相談支援センターアップル","111-0031","台東区千束３－２０－２４","139.792285","35.723372","JGD2011","03-3874-7922"
"他の法人","相談支援センターつなぐ","111-0032","台東区浅草３－９－２　ランドール浅草１０２","139.794491","35.717054","JGD2011","03-6458-1872"
"他の法人","特定非営利活動法人トータルサポートたいとう","111-0032","台東区浅草５－１５－２","139.795016","35.720598","JGD2011","03-5808-7855"
"区市町村","台東区松が谷福祉会館","111-0036","台東区松が谷１丁目４番１２号","139.785425","35.711304","JGD2011","03-3842-2672"
"他の法人","かけはし","111-0053","台東区浅草橋１－３２－６　コスモス浅草橋酒井ビル２階","139.785482","35.698555","JGD2011","03-3864-7003"
"営利法人","ほしのき相談支援","130-0002","墨田区業平５－１１－１０　岩楯ビル１０２","139.816495","35.708097","JGD2011","03-6456-1594"
"営利法人","相談支援事業所ジョイサポート","130-0003","墨田区横川５－１０－１　プリメール柳島１１８","139.81642","35.705555","JGD2011","03-5809-7291"
"営利法人","ハーツ相談支援事業所","130-0011","墨田区石原３－１－１","139.802745","35.699117","JGD2011","03-5819-4383"
"営利法人","らいふ十人会","130-0021","墨田区緑４－５－１０","139.806728","35.693184","JGD2011","03-3634-1217"
"営利法人","ラック鐘ヶ淵","131-0032","墨田区東向島２－３６－１１　２０２号室","139.818167","35.721594","JGD2011","03-5630-2235"
"営利法人","エリアサポートすみだ","131-0033","墨田区向島３－３５－１３　ブランニューハウス１階","139.809953","35.712666","JGD2011","03-5637-8195"
"区市町村","すみだ福祉保健センター相談支援事業所","131-0033","墨田区向島３－３６－７","139.810759","35.713374","JGD2011","03-5608-3715"
"営利法人","ラック立花","131-0043","墨田区立花１－２３　２号棟１０１号室","139.830724","35.706589","JGD2011","03-5631-7151"
"営利法人","本所相談支援事業所","131-0044","墨田区文花３－１４－４","139.825938","35.712011","JGD2011","03-5655-3820"
"営利法人","あしたば相談支援事業所","131-0045","墨田区押上１－４３－３","139.816536","35.709966","JGD2011","03-6456-1669"
"営利法人","ラックすみだ","131-0046","墨田区京島１－４７－１７","139.821589","35.718336","JGD2011","03-5655-7508"
"営利法人","あそかライフサービス株式会社","135-0002","江東区住吉１－１６－１３　富士工第２ビル３階","139.812897","35.689035","JGD2011","03-5669-7511"
"営利法人","グッドワン","135-0002","江東区住吉１－１４－１１","139.813466","35.688454","JGD2011","03-6284-0411"
"他の法人","乳幼児親子教室","135-0003","江東区猿江１－１８－９－２０４","139.811683","35.687024","JGD2011","03-3635-4626"
"区市町村","江東区こども発達扇橋センター","135-0011","江東区扇橋３－７－２","139.820443","35.682685","JGD2011","03-3648-3760"
"他の法人","たんぽぽクラブ","135-0014","江東区石島５－７　深川ビル１階２０１号室","139.811966","35.680375","JGD2011","03-5690-4300"
"他の法人","なかよし指定訪問介護事業所","135-0032","江東区福住２－４－１","139.79391","35.677755","JGD2011","03-5639-9188"
"他の法人","こぴあクラブ","135-0041","江東区冬木６－２０","139.801603","35.673386","JGD2011","03-3630-1363"
"営利法人","ライフアーク相談支援センター","135-0042","江東区木場６－１０－６　ＴＫＹビル３階","139.805822","35.668345","JGD2011","03-6666-6240"
"区市町村","江東区こども発達センター","135-0043","江東区塩浜２－５－２０","139.805383","35.661932","JGD2011","03-5632-2591"
"営利法人","あそかライフサービス　辰己営業所","135-0053","江東区辰巳１－２－９－１０３号　辰己団地９号棟店舗","139.808297","35.650056","JGD2011","03-3522-8666"
"営利法人","スマートキッズ江東相談支援センター","136-0071","江東区亀戸１－３１－７","139.825678","35.694709","JGD2011","03-5858-8032"
"営利法人","カレッジケア","136-0071","江東区亀戸６－３０－４－１１０７号","139.827986","35.696337","JGD2011","03-5875-2188"
"営利法人","城東訪問介護","136-0072","江東区大島３－１５－１３","139.828991","35.690743","JGD2011","03-5628-3377"
"営利法人","さくら・介護ステーション大島","136-0072","江東区大島７－１０－５　梅田ビル１階","139.838729","35.692238","JGD2011","03-6807-0790"
"営利法人","有限会社ケア・けんこう","136-0073","江東区北砂６－１９－３","139.838266","35.684927","JGD2011","03-5617-8240"
"営利法人","ツクイ江東北砂","136-0073","江東区北砂６－２１－４　紅ビル２０１","139.837918","35.684333","JGD2011","03-5665-1601"
"営利法人","江東ヘルパーステーション","136-0076","江東区南砂２－３７－１０－４０７","139.825453","35.670393","JGD2011","03-5606-9255"
"他の法人","相談支援事業所パルレ","140-0003","品川区八潮５－９－１１","139.752285","35.598211","JGD2011","070-6661-9303"
"社福法人","グロー障害者相談支援センター","140-0004","品川区南品川５－１０－４３　楓ハイツ３階","139.73961","35.609842","JGD2011","03-6873-5424"
"営利法人","ケアサークル恵愛障害者相談支援センター","140-0014","品川区大井３－１７－８　大井本通りビル","139.731203","35.602054","JGD2011","03-3771-6767"
"営利法人","ケアメイト品川居宅介護支援事業所","140-0015","品川区西大井２－４－１４","139.722503","35.59964","JGD2011","03-3772-1331"
"区市町村","品川区　障害者福祉課","140-8715","品川区広町２－１－３６","139.730241","35.608836","JGD2011","03-5742-6389"
"区市町村","目黒区児童発達支援センター　相談支援ひまわり","152-0001","目黒区中央町２－２３－２４","139.690941","35.630827","JGD2011","03-3714-1617"
"営利法人","アトリエそうだん","152-0003","目黒区碑文谷１－１１－１５","139.691005","35.621315","JGD2011","03-6452-2946"
"営利法人","福祉相談事務所　エール","152-0004","目黒区鷹番２－２０－１３　ＲＳ牛山２０３","139.686203","35.6294","JGD2011","03-4291-0955"
"営利法人","ナイスケア目黒相談支援センター","152-0033","目黒区大岡山１－５－１５　ＮＣビル２階","139.68442","35.610685","JGD2011","03-3717-3120"
"他の法人","たんぽぽの会　相談支援","153-0053","目黒区五本木３－３２－８","139.681284","35.629744","JGD2011","03-6412-8372"
"他の法人","ふれんず","153-0061","目黒区中目黒５－２８－２１　ＳＶ祐天寺ビル３Ｆ","139.694391","35.636071","JGD2011","03-3793-1871"
"他の法人","相談支援事業所ここん","143-0016","大田区大森北５－１６－１－１３１０","139.724043","35.580817","JGD2011","03-5767-0022"
"営利法人","相談支援　山王ケアサポート中央","143-0024","大田区中央１－２１－５　フタバビル２０１","139.71981","35.579814","JGD2011","03-6809-9003"
"他の法人","ＮＰＯ法人結ぶ会","143-0024","大田区中央５－８－１４","139.7081","35.581322","JGD2011","03-6755-4349"
"営利法人","あいりすキッズ","143-0026","大田区西馬込１－３２－１５　共信ビル３０３","139.70333","35.589785","JGD2011","03-4400-2756"
"医療法人","おおた相談支援センター","144-0031","大田区東蒲田２－１－１３　アストラルＨＴＫ１２階","139.72633","35.563","JGD2011","03-6424-9020"
"営利法人","ケア２１　大田","144-0052","大田区蒲田４－４１－１　大熊ビル１階","139.719042","35.559786","JGD2011","03-5480-3521"
"他の法人","TOMOソーシャルサポートネット","144-0052","大田区蒲田１－２４－１７","139.719511","35.564664","JGD2011","03-5480-7391"
"他の法人","障がい者相談支援事業所らっこ","144-0053","大田区蒲田本町２－１２－１　松井ビル１階","139.719506","35.556498","JGD2011","03-6909-4480"
"営利法人","リトル　コールケア　相談支援事業所","145-0066","大田区南雪谷４－７－１３　１０１号室","139.682022","35.588807","JGD2011","03-6421-9856"
"他の法人","あかしろきいろ子ども発達相談るーむ","146-0082","大田区池上４－３０－９－３０１","139.705203","35.573232","JGD2011","03-6410-6701"
"他の法人","麻布メンタルヘルス指定相談支援事業所大田支局","146-0082","大田区池上６－１０－１１　遠藤ビル２０２","139.703498","35.571371","JGD2011","03-6410-9995"
"区市町村","大田区立こども発達センターわかばの家　相談支援事業所","146-0083","大田区千鳥３－７－５","139.690366","35.573002","JGD2011","03-5741-9088"
"営利法人","特定相談支援事業所　ワークスタッフ鵜の木","146-0091","大田区鵜の木２－１７－３","139.679562","35.576165","JGD2011","03-5741-8239"
"営利法人","森の実相談室","146-0094","大田区東矢口１－１７－１１　蓮沼ビル１階","139.707068","35.564475","JGD2011","050-3786-8535"
"社福法人","重症心身障害児療育相談センター","154-0005","世田谷区三宿２－３０－９","139.672903","35.650927","JGD2011","03-3413-6781"
"営利法人","相談支援センター架け橋","154-0012","世田谷区駒沢５－１５－１５","139.654778","35.622558","JGD2011","03-6805-9397"
"営利法人","ナイスケア世田谷相談支援センター","154-0012","世田谷区駒沢２－８－６","139.659147","35.633526","JGD2011","03-5433-2240"
"営利法人","桜新町総合支援サービス","154-0014","世田谷区新町２－７－２　富岡ビル３階","139.650148","35.629371","JGD2011","03-5799-4919"
"他の法人","自立生活センターハンズ世田谷","154-0021","世田谷区豪徳寺１－３２－２１　スマイルホーム豪徳寺１階","139.649664","35.652896","JGD2011","03-5450-2861"
"他の法人","相談支援センター　かりんとう","154-0021","世田谷区豪徳寺１－４１－６","139.648102","35.655032","JGD2011","03-6413-9668"
"他の法人","相談支援センターわんぱく","154-0023","世田谷区若林２－３９－２－２階","139.662001","35.650369","JGD2011","03-6450-8229"
"営利法人","シモキタステーション","155-0032","世田谷区代沢２－２８－８－１ＦＡ","139.668381","35.658276","JGD2011","03-5787-8705"
"社福法人","まつばらけやき相談支援センター","156-0043","世田谷区松原６－４３－１７　松原けやき寮内","139.649311","35.656198","JGD2011","03-6265-7140"
"区市町村","総合福祉センター相談支援事業所","156-0043","世田谷区松原６－４１－７","139.649747","35.656426","JGD2011","03-5376-3415"
"営利法人","おおきなき明大前","156-0043","世田谷区松原２－３８－９　明大前グランドハイツ１階","139.647924","35.668519","JGD2011","03-5329-5801"
"営利法人","相棒相談支援センター","156-0043","世田谷区松原１－３４－１９－３０６","139.651307","35.666836","JGD2011","03-6379-0415"
"他の法人","東京総合福祉","156-0045","世田谷区桜上水１－１－３－１０４","139.633979","35.657842","JGD2011","03-6318-4222"
"社福法人","子どもの生活研究所","156-0055","世田谷区船橋１－３０－９","139.620908","35.648043","JGD2011","03-3426-2386"
"社福法人","相談支援　ここから","157-0061","世田谷区北烏山３－１１－５","139.60245","35.673914","JGD2011","03-5315-7887"
"他の法人","相談室にじのこ","157-0062","世田谷区南烏山６－３－９","139.599998","35.669459","JGD2011","03-5314-2488"
"営利法人","相談支援ルーム　きたみ","157-0067","世田谷区喜多見８－１５－３５","139.589372","35.635358","JGD2011","03-5438-2776"
"営利法人","オリーブ・ケア千歳台","157-0071","世田谷区千歳台３－２８－４－１０１","139.613172","35.65282","JGD2011","03-3482-8421"
"社福法人","相談支援センターあい","157-0072","世田谷区祖師谷３－２１－１","139.604615","35.642849","JGD2011","03-6411-2289"
"区市町村","世田谷区発達障害相談・療育センター相談支援事業所","157-0074","世田谷区大蔵２－１０－１８","139.612803","35.634633","JGD2011","03-5727-2235"
"営利法人","エムツー・サポート指定特定相談支援事業所","158-0081","世田谷区深沢１－４１－１１－２階","139.660203","35.6186","JGD2011","03-5752-0641"
"医療法人","相談支援事業所　青い鳥","158-0083","世田谷区奥沢７－１２－２５－２階","139.664042","35.607318","JGD2011","03-5758-6331"
"他の法人","なかまっち相談室","158-0091","世田谷区中町２－１７－２１","139.644763","35.611081","JGD2011","03-6411-6597"
"営利法人","相談支援　ツナカン","158-0095","世田谷区瀬田１－７－１３","139.631506","35.615014","JGD2011","090-3204-9945"
"区市町村","渋谷区子ども発達相談センター","150-0001","渋谷区神宮前３－１８－３３","139.709272","35.670937","JGD2011","03-3405-9658"
"社福法人","宮代学園相談支援センター","150-0012","渋谷区広尾４－２－１２","139.722279","35.655159","JGD2011","03-6427-6540"
"社福法人","パールケア","150-0035","渋谷区鉢山町３－２７","139.698709","35.652756","JGD2011","03-5458-4816"
"区市町村","渋谷区障害者福祉センター代々木の杜","151-0053","渋谷区代々木２－３５－１","139.697725","35.684158","JGD2011","03-5371-1550"
"他の法人","障がい者相談支援センター　樹音","151-0053","渋谷区代々木１－３８－８－４７","139.701116","35.682833","JGD2011","03-6276-1407"
"営利法人","障害児相談支援事業所　さち","151-0071","渋谷区本町２－５－１１　三山ビル２階","139.683515","35.684004","JGD2011","03-6276-5851"
"他の法人","東京総合福祉","151-0073","渋谷区笹塚１－６１－８－８２３","139.663545","35.673033","JGD2011","03-6318-4220"
"社福法人","社会福祉法人中野あいいく会　中部すこやか障害者相談支援事業所","164-0011","中野区中央３－１９－１","139.674176","35.7004","JGD2011","03-3367-7810"
"社福法人","ふらっとなかの","164-0012","中野区本町５－４０－１４","139.668269","35.691709","JGD2011","03-6805-6580"
"営利法人","相談支援事業所あいだっく","164-0012","中野区本町３－１９－１１　ライフピアハラ１階","139.674302","35.69537","JGD2011","03-6276-3903"
"社福法人","中野区療育センターゆめなりあ","164-0013","中野区弥生町５－５－２","139.666333","35.686165","JGD2011","03-6382-4781"
"他の法人","南部すこやか障害者相談支援事業所","164-0013","中野区弥生町５－１１－２６","139.668377","35.688192","JGD2011","03-5340-7888"
"他の法人","北部すこやか障害者相談支援事業所","165-0022","中野区江古田４－３１－１０","139.661418","35.724616","JGD2011","03-5942-5800"
"他の法人","まっしろキャンバス","165-0027","中野区野方５－２８－１","139.653441","35.719461","JGD2011","03-6753-5566"
"社福法人","鷺宮すこやか障害者相談支援事業所","165-0033","中野区若宮３－５８－１０","139.640337","35.722082","JGD2011","03-6265-5770"
"社福法人","相談支援事業所　なでしこ","166-0002","杉並区高円寺北１－２８－１","139.657789","35.709012","JGD2011","03-5345-6741"
"他の法人","発達支援ルーム　にこっと","166-0002","杉並区高円寺北３－４０－１３　ＢＩＧ　ＶＡＬＬＥＹ２階","139.64657","35.710514","JGD2011","03-6265-5777"
"他の法人","ＮＰＯ法人　すぎなみ障害者生活支援コーディネートセンター","166-0003","杉並区高円寺南４－２７－４　高円寺ホワイトレジデンス２０２号","139.649826","35.704132","JGD2011","03-3315-2110"
"営利法人","相談支援事業所　ＨＵＧ　はぐ","166-0003","杉並区高円寺南４－４５－４　高円寺南サマリアマンション７０４","139.650475","35.704921","JGD2011","03-5307-8989"
"営利法人","朝焼け相談支援事業所","166-0003","杉並区高円寺南２－３７－１４","139.654417","35.701307","JGD2011","03-6454-6736"
"医療法人","相談支援事業所　リリーフ","166-0004","杉並区阿佐谷南３－３７－１３　大同ビル４０３号","139.635649","35.704573","JGD2011","03-5335-1233"
"区市町村","杉並区児童発達相談係","166-0004","杉並区阿佐谷南１－１４－８","139.63711","35.699774","JGD2011","03-5307-0371"
"営利法人","キラキラステーション","166-0004","杉並区阿佐谷南２－１２－２","139.638999","35.703568","JGD2011","03-6454-6513"
"営利法人","ケア２１　堀之内","166-0013","杉並区堀ノ内２－２７－１２　パレドール方南町１０３","139.654581","35.690075","JGD2011","03-5305-6552"
"営利法人","ヘルプメイト井草相談支援部","167-0021","杉並区井草３－２－４　レヂオンス井荻３０３","139.613914","35.724876","JGD2011","03-5382-1663"
"社福法人","八成相談支援事業所","167-0021","杉並区井草２－２５－４","139.619555","35.72855","JGD2011","03-3395-7531"
"営利法人","株式会社　よりみち","167-0032","杉並区天沼３－２９－１４　魚市ビル３階","139.620411","35.706375","JGD2011","03-3392-0915"
"社福法人","いたる相談室","167-0032","杉並区天沼１－１５－１８","139.630027","35.707697","JGD2011","03-6383-5571"
"営利法人","地域福祉研究所","167-0032","杉並区天沼１－２８－１１","139.629508","35.708322","JGD2011","03-3220-0329"
"社福法人","しゃろーむ杉並","167-0032","杉並区天沼２－４－１　井上ビル２０３号","139.623386","35.705323","JGD2011","03-5335-7690"
"他の法人","相談支援　ＯＫプラネット","167-0034","杉並区桃井２－１－６　シャトレ・オギ１－Ｃ号","139.610631","35.710622","JGD2011","03-6913-8607"
"社福法人","杉並障害者自立生活支援センターすだち","167-0035","杉並区今川２－１４－１２","139.609034","35.718062","JGD2011","03-5310-3362"
"営利法人","福は家相談室","167-0041","杉並区善福寺４－１７－６","139.590874","35.719906","JGD2011","03-6913-8824"
"営利法人","ケアセンターこもれび","167-0051","杉並区荻窪１－３２－３","139.618531","35.693654","JGD2011","050-3559-4195"
"他の法人","相談支援事業所　木の実","167-0052","杉並区南荻窪１－５－１１　１階","139.617259","35.694962","JGD2011","03-5941-7351"
"他の法人","相談支援事業所かすみ草","168-0063","杉並区和泉３－２２－１５　グランヴェール和泉１０１","139.647741","35.677813","JGD2011","03-6265-7991"
"社福法人","永福南社会福祉ガーデン　相談支援事業所","168-0064","杉並区永福１－７－６","139.642103","35.669383","JGD2011","03-6379-3011"
"営利法人","あおいサポートステーション","168-0065","杉並区浜田山３－２５－１６　エスカイア浜田山１０２","139.629234","35.682073","JGD2011","03-6795-8149"
"区市町村","杉並区立こども発達センター","168-0072","杉並区高井戸東１－１８－５","139.619729","35.682622","JGD2011","03-5317-5661"
"営利法人","Link福祉相談局","170-0013","豊島区東池袋１－２５－１７","139.716233","35.728078","JGD2011","03-5957-1179"
"営利法人","障害児相談支援事業所・アニマートとしま","170-0013","豊島区東池袋２－２２－４　市川ビル１０１","139.722279","35.731095","JGD2011","03-5927-1939"
"営利法人","イルカ相談支援事業所","171-0014","豊島区池袋２－３５－５　ウチダビル２階","139.706586","35.733447","JGD2011","03-3988-2688"
"営利法人","相談支援センターさくら","171-0043","豊島区要町１－２８－２０","139.697259","35.735138","JGD2011","03-5935-4944"
"区市町村","豊島区立西部子ども家庭支援センター","171-0044","豊島区千早４－６－１４","139.682466","35.737684","JGD2011","03-5966-3131"
"他の法人","生活サポートセンター・こっとん","171-0051","豊島区長崎２－１５－１６　１階","139.693196","35.728783","JGD2011","03-3959-5941"
"社福法人","相談支援事業　ゆきわりそう","171-0052","豊島区南長崎６－１９－５","139.680286","35.72976","JGD2011","03-6908-3455"
"公益法人","あすか山訪問看護ステーション","114-0001","北区東十条１－９－１２　溝口ビル１階","139.731483","35.760689","JGD2011","03-5959-3121"
"営利法人","スマイルハート王子","114-0003","北区豊島６－７－１６　モリヤマンション３０１","139.746779","35.764475","JGD2011","03-5959-0770"
"営利法人","株式会社かいごのきもち","114-0015","北区中里１－１５－１","139.750629","35.737481","JGD2011","03-5834-7267"
"他の法人","つみき相談室","114-0022","北区王子本町１－１９－１","139.733005","35.753856","JGD2011","03-3908-7166"
"社福法人","就労・生活支援センター飛鳥晴山苑","114-0024","北区西ケ原４－５１－１","139.735978","35.74141","JGD2011","03-3940-9181"
"区市町村","東京都北区立子ども発達支援センターさくらんぼ園発達相談室","114-0032","北区中十条１－２－１８","139.729536","35.757603","JGD2011","03-3905-7112"
"社福法人","ドリームヴイ相談支援センター","114-0034","北区上十条２－１－１２","139.722164","35.757492","JGD2011","03-3906-7753"
"営利法人","リーフ介護ステーション","114-0034","北区上十条３－２５－８－３０１","139.717903","35.762421","JGD2011","03-5963-6422"
"社福法人","つみき相談室","114-0034","北区上十条１－１９－６","139.723289","35.759352","JGD2011","03-5948-9554"
"営利法人","障がい者相談支援センターしらゆり","115-0044","北区赤羽南１－３－１　?橋ビル４Ｆ","139.722847","35.7761","JGD2011","03-3598-6310"
"営利法人","ヘルパーステーション赤羽","115-0045","北区赤羽２－６９－２","139.722749","35.782491","JGD2011","03-3598-8690"
"営利法人","宮本相談支援センター","116-0001","荒川区町屋２－１４－９　メゾンドカスターナ１０１","139.778805","35.744492","JGD2011","03-5692-1610"
"区市町村","荒川区立障害者福祉会館","116-0002","荒川区荒川２－５７－８","139.783264","35.740549","JGD2011","03-3803-6221"
"営利法人","トラム相談支援事業所","116-0002","荒川区荒川６－６４－９　Ｋ’ｓハウス２０１","139.775992","35.742418","JGD2011","03-5855-2087"
"区市町村","荒川区立精神障害者地域生活支援センター","116-0012","荒川区東尾久５－４５－１１","139.766383","35.748694","JGD2011","03-3819-3113"
"営利法人","荒川自立支援センター","116-0013","荒川区西日暮里５－３４－２　日金ビル６階","139.767793","35.73306","JGD2011","03-6806-5249"
"区市町村","荒川区障害者福祉課","116-8501","荒川区荒川２丁目２－３","139.783373","35.736083","JGD2011","03-3802-3111"
"区市町村","東京都板橋区立加賀福祉園","173-0003","板橋区加賀１－７－２","139.718715","35.754192","JGD2011","03-3579-2366"
"営利法人","レインボーブリッジ板橋ケアセンター","173-0004","板橋区板橋３－５－１５","139.712265","35.750628","JGD2011","03-5943-2951"
"営利法人","相談支援　フォレストサポート","173-0004","板橋区板橋３－２６－６　リバティオザワ１階","139.713465","35.750231","JGD2011","03-6905-6626"
"営利法人","ケーアイサポート介護事業部","173-0012","板橋区大和町１０－１１　パラストネオ板橋２０２","139.706171","35.758716","JGD2011","03-6905-1054"
"営利法人","泰心訪問介護センター","173-0015","板橋区栄町３０－１５","139.700344","35.754278","JGD2011","03-5944-2555"
"営利法人","介護センターともに","173-0015","板橋区栄町２０－５　小田嶋ビル１階","139.703183","35.753708","JGD2011","03-5943-1655"
"営利法人","よつば介護","173-0016","板橋区中板橋２２－９","139.697033","35.755358","JGD2011","03-5944-1766"
"社福法人","心身障害児総合医療療育センター","173-0037","板橋区小茂根１－１－１０","139.682715","35.747517","JGD2011","03-3974-2146"
"社福法人","志村ゆめの園　障害者相談支援センター","174-0043","板橋区坂下１－１１－３－１０２","139.683197","35.778727","JGD2011","03-3966-2548"
"他の法人","東京ＹＷＣＡキッズガーデン","174-0043","板橋区坂下１－３４－２５","139.684505","35.780993","JGD2011","03-5914-1854"
"営利法人","株式会社ユーモア","174-0064","板橋区中台１－４４－４","139.677034","35.767486","JGD2011","03-3550-0239"
"営利法人","アイサービス","174-0071","板橋区常盤台２－３３－４－１０１","139.686789","35.763309","JGD2011","03-5918-9561"
"営利法人","ヘルパーステーション上板橋","174-0071","板橋区常盤台４－２２－１２","139.678498","35.763395","JGD2011","03-5945-9511"
"営利法人","ハートケア相談支援センター","174-0072","板橋区南常盤台１－３４－９　高橋ビル１階","139.688248","35.757388","JGD2011","03-5917-6777"
"営利法人","ふれあいパーク","174-0072","板橋区南常盤台２－９－１３","139.685409","35.756963","JGD2011","03-6789-1260"
"営利法人","すこやかサポート雅","174-0074","板橋区東新町２－２０－１","139.680748","35.754219","JGD2011","03-5917-1473"
"営利法人","株式会社福ぶくろ介護のたくみ","174-0076","板橋区上板橋２－３０－２","139.674293","35.762326","JGD2011","03-6906-4182"
"他の法人","相談支援事業所　わくわくリンク","175-0045","板橋区西台４－４－１１","139.667493","35.769708","JGD2011","03-6915-7859"
"営利法人","さくらヘルプケア","175-0082","板橋区高島平１－４８－５－１０２","139.668871","35.784284","JGD2011","03-3935-2201"
"他の法人","生活サポート　こころ","175-0082","板橋区高島平１－４８－６　１階","139.668651","35.784287","JGD2011","03-6913-0242"
"営利法人","株式会社ケアプラン徳丸","175-0084","板橋区四葉２－１９－６","139.650161","35.781312","JGD2011","03-5967-0770"
"営利法人","相談支援センターftlアクセス","175-0094","板橋区成増２－２４－３　バーチヒルズ１０６","139.630007","35.779198","JGD2011","070-5550-4261"
"営利法人","シルバーハートひまわり相談支援事業所","175-0094","板橋区成増１－５－１１","139.632588","35.773251","JGD2011","03-6904-2680"
"社福法人","かすたねっと相談支援事業所","176-0001","練馬区練馬２－１－９","139.65604","35.741336","JGD2011","03-3991-2259"
"社福法人","ねりま相談支援事業所みらい","176-0024","練馬区中村１－７－１０　マーベラスＡ１０１号","139.647638","35.731992","JGD2011","03-3577-8658"
