経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
他の法人,立川マック,190-0022,立川市錦町２－６－２２　五常ビル１０１,139.414326,35.69403,JGD2011,042-521-4976
社福法人,巣立ち風,181-0014,三鷹市野崎２－６－４２,139.548488,35.68329,JGD2011,0422-34-2761
医療法人,多機能型支援施設　ほたるの里,198-0052,青梅市長淵５－１０８６,139.261929,35.77092,JGD2011,0428-25-1200
他の法人,クッキングハウス,182-0024,調布市布田１－１０－５　稲毛家ビル２階,139.546405,35.654249,JGD2011,042-498-5177
区市町村,調布市こころの健康支援センター,182-0024,調布市布田５－４６－１,139.54184,35.645684,JGD2011,042-490-8166
他の法人,リフレッシュ工房,182-0026,調布市小島町１－４－１８　メゾン調布１０２号室,139.541736,35.655688,JGD2011,042-486-4531
社福法人,シンフォニー,182-0026,調布市小島町２－５５－４,139.54239,35.649042,JGD2011,042-488-4436
他の法人,高次脳機能障がい者活動センター調布ドリーム,182-0036,調布市飛田給２－２２－７,139.523921,35.65972,JGD2011,042-444-3068
社福法人,原町田スクエア,194-0013,町田市原町田５－４－１９,139.449459,35.544781,JGD2011,042-725-0786
社福法人,ＡＴＯＭ,194-0013,町田市原町田４－１８－１４　Ｌ・Iビル２０１,139.45132,35.543262,JGD2011,042-729-7997
都,東京都七生福祉園,191-0042,日野市程久保８４３,139.415645,35.650113,JGD2011,042-591-0049
他の法人,山鳩訓練室「くるる」,189-0003,東村山市久米川町４－２３－１１,139.470008,35.764818,JGD2011,042-306-4245
社福法人,ワークセンター・さくら,185-0003,国分寺市戸倉３－１－１,139.455022,35.707935,JGD2011,042-324-3376
社福法人,さつき共同作業所,185-0022,国分寺市東元町３－４－１９　本多ビル１階,139.480465,35.694767,JGD2011,042-326-3775
社福法人,国分寺市障害者センター（自立訓練事業はばたき生活訓練）,185-0024,国分寺市泉町２－３－８,139.468855,35.696398,JGD2011,042-321-1212
社福法人,ピアス,186-0003,国立市富士見台１－１７－２９,139.448041,35.681274,JGD2011,042-505-9646
他の法人,生活訓練パザパ,201-0003,狛江市和泉本町１－９－４,139.579614,35.636832,JGD2011,03-5761-7380
社福法人,東大和市総合福祉センターは～とふる,207-0022,東大和市桜が丘２－５３－６,139.41938,35.734917,JGD2011,042-516-3981
社福法人,広域地域ケアセンター　バオバブ,203-0011,東久留米市大門町２－１３－１１,139.54289,35.763722,JGD2011,042-474-7895
社福法人,プラタナス,203-0032,東久留米市前沢１－４－２５,139.518051,35.745643,JGD2011,042-420-9080
他の法人,久留米リカバリーハウス,203-0053,東久留米市本町１－１０－２２,139.535255,35.757725,JGD2011,042-477-3556
医療法人,たまこヒルズ,208-0001,武蔵村山市中藤２－２８－１,139.39374,35.761433,JGD2011,042-567-5502
他の法人,YLひばりが丘カレッジ事業所,202-0002,西東京市ひばりが丘北３－６－３,139.546857,35.753221,JGD2011,042-448-1246
