設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
社福法人,はばたきの郷　八王子自立ホーム,193-0835,八王子市千人町４－１４－１５,139.307256,35.654193,JGD2011,042-665-9131,30
社福法人,八王子療護園,193-0944,八王子市館町２８３７,139.283935,35.627827,JGD2011,042-668-8118,32
社福法人,武蔵立川学園,190-0034,立川市西砂町４－７５－４,139.356369,35.735968,JGD2011,042-531-0761,40
社福法人,大沢にじの里,181-0015,三鷹市大沢１－６－３,139.541422,35.670777,JGD2011,0422-39-2411,44
社福法人,友愛学園成人部,198-0001,青梅市成木２－１３０－２,139.271746,35.832507,JGD2011,0428-74-4192,60
社福法人,青梅学園,198-0024,青梅市新町１－８－２,139.297739,35.786022,JGD2011,0428-31-4800,40
社福法人,たましろの郷,198-0052,青梅市長淵５－１４２０－２,139.258123,35.768106,JGD2011,0428-20-0722,30
社福法人,花の里,198-0052,青梅市長淵５－１０８０－２,139.260343,35.769306,JGD2011,0428-25-1641,52
社福法人,障害者支援施設みずき,183-0003,府中市朝日町３－１７－５,139.522454,35.667511,JGD2011,042-352-0081,32
区市町村,調布市知的障害者援護施設なごみ,182-0032,調布市西町２９０－４,139.523932,35.668166,JGD2011,042-481-7371,60
社福法人,調布福祉園,182-0032,調布市西町２９０－３,139.525696,35.667548,JGD2011,042-499-2737,80
社福法人,町田荘,194-0203,町田市図師町２９８７,139.435067,35.589581,JGD2011,042-791-0905,50
社福法人,町田福祉園,194-0203,町田市図師町９７１番地２,139.413164,35.581013,JGD2011,042-793-2819,80
社福法人,つるかわ学園,195-0051,町田市真光寺町１８６,139.45894,35.602128,JGD2011,042-735-2220,45
社福法人,小平福祉園,187-0002,小平市花小金井８－１－１０,139.50204,35.731692,JGD2011,042-433-9330,42
社福法人,曙光園,187-0032,小平市小川町１－５９０,139.444864,35.725399,JGD2011,042-345-2811,50
社福法人,澄水園,187-0032,小平市小川町１－４８５,139.440373,35.727651,JGD2011,042-346-7411,100
社福法人,日野療護園,191-0034,日野市落川２４５－１,139.430623,35.661651,JGD2011,042-593-2421,50
都,東京都七生福祉園,191-0042,日野市程久保８４３,139.415645,35.650113,JGD2011,042-591-0049,150
社福法人,多摩療護園,191-0042,日野市程久保８７２－１,139.415328,35.651401,JGD2011,042-591-6885,58
社福法人,指定障害者支援施設　光の家栄光園,191-0065,日野市旭が丘１－１７－１７,139.372803,35.656652,JGD2011,042-581-2340,60
社福法人,指定障害者支援施設光の家新生園,191-0065,日野市旭が丘１－１７－１７,139.372803,35.656652,JGD2011,042-581-2340,55
社福法人,さやま園,189-0024,東村山市富士見町２－７－１３,139.454216,35.740334,JGD2011,042-391-3275,96
社福法人,滝乃川学園成人部,186-0011,国立市谷保６３１２,139.429501,35.680959,JGD2011,042-575-1721,80
社福法人,わかばの家,186-0011,国立市谷保３１４０,139.428187,35.676701,JGD2011,042-571-1115,45
社福法人,福生学園,197-0003,福生市大字熊川字武蔵野１６００－２,139.350929,35.72499,JGD2011,042-530-6961,40
社福法人,清瀬作業所,204-0022,清瀬市松山２－１８－２,139.511501,35.774134,JGD2011,042-491-1236,30
社福法人,清瀬療護園,204-0023,清瀬市竹丘３－１－７２,139.504321,35.764535,JGD2011,042-493-3235,60
都,東京都清瀬喜望園,204-0023,清瀬市竹丘３－１－７２,139.504321,35.764535,JGD2011,042-493-5551,120
社福法人,ライフパートナーこぶし,203-0004,東久留米市氷川台２－３１－１９,139.531183,35.768602,JGD2011,042-470-2385,30
社福法人,福生第二学園,208-0021,武蔵村山市三ツ藤２－３４－１,139.376733,35.752636,JGD2011,042-569-3832,42
社福法人,啓光学園,206-0001,多摩市和田１７１７,139.435565,35.650244,JGD2011,042-375-7303,40
社福法人,パサージュいなぎ,206-0822,稲城市坂浜１９５１番地の５,139.470016,35.629845,JGD2011,042-331-4930,50
社福法人,五乃神学園,205-0011,羽村市五ノ神３４５,139.332695,35.768052,JGD2011,042-847-3455,40
社福法人,金木星の郷,190-0162,あきる野市三内４８９番地１,139.229241,35.737127,JGD2011,042-596-3590,50
社福法人,楽,197-0832,あきる野市上代継８４－６,139.27824,35.730411,JGD2011,042-532-5075,32
社福法人,たんぽぽ,188-0013,西東京市向台町３－１－１１,139.538659,35.721808,JGD2011,042-461-7471,50
社福法人,瑞学園,190-1221,西多摩郡瑞穂町箱根ケ崎武蔵野９４０,139.332068,35.791876,JGD2011,042-568-0966,60
社福法人,日の出太陽の家,190-0181,西多摩郡日の出町大久野５１０７番地,139.226709,35.765432,JGD2011,042-597-2811,30
社福法人,山の子の家,190-0181,西多摩郡日の出町大久野８０２５－１１,139.253049,35.757324,JGD2011,042-597-7300,40
社福法人,日の出舎,190-0182,西多摩郡日の出町平井３０３０,139.258566,35.748197,JGD2011,042-597-1451,45
社福法人,日の出福祉園,190-0182,西多摩郡日の出町平井３７６,139.281372,35.732969,JGD2011,042-597-5041,80
社福法人,東京多摩学園,198-0213,西多摩郡奥多摩町海沢４３１,139.116377,35.798595,JGD2011,0428-83-3402,40
社福法人,大島藤倉学園,100-0101,大島町元町字馬の背１２８,139.360686,34.763757,JGD2011,04992-2-2386,64
社福法人,大島恵の園,100-0211,大島町差木地１,139.420234,34.690608,JGD2011,04992-4-1611,82
社福法人,第２大島恵の園,100-0211,大島町差木地１,139.420234,34.690608,JGD2011,04992-4-1865,82
都,東京都千葉福祉園,299-0241,千葉県袖ケ浦市代宿８,140.038872,35.445692,JGD2011,0438-62-2711,320
