経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
他の法人,あおばケアセンター,167-0032,杉並区天沼３－２６－２５,139.620847,35.707855,JGD2011,03-6383-6080
社福法人,杉並障害者自立生活支援センターすだち,167-0035,杉並区今川２－１４－１２,139.609034,35.718062,JGD2011,03-5310-3362
営利法人,あおいサポートステーション,168-0065,杉並区浜田山３－２５－１６　エスカイア浜田山１０２,139.629234,35.682073,JGD2011,03-6795-8149
営利法人,相談支援センターさくら,171-0043,豊島区要町１－２８－２０,139.697259,35.735138,JGD2011,03-5935-4944
他の法人,生活サポートセンター・こっとん,171-0051,豊島区長崎２－８－１２－１０１,139.691974,35.727791,JGD2011,03-3959-5941
社福法人,就労・生活支援センター　飛鳥晴山苑,114-0024,北区西ケ原４－５１－１,139.735978,35.74141,JGD2011,03-3940-9181
他の法人,北区障害者地域活動支援室支援センターきらきら,114-0032,北区中十条１－２－１８　障害者福祉センターニ階,139.729536,35.757603,JGD2011,03-3905-7201
営利法人,障がい者相談支援センターしらゆり,115-0044,北区赤羽南１－２－６　北都ビル３階,139.722794,35.775773,JGD2011,03-3598-6310
他の法人,相談事業所わくわくかん,115-0044,北区赤羽南２－６－６　スカイブリッジビルＢ１階,139.722733,35.772245,JGD2011,03-3902-9996
営利法人,ヘルパーステーション赤羽,115-0045,北区赤羽２－６９－２　千秀ビル３Ｆ,139.722749,35.782491,JGD2011,03-3598-8690
他の法人,オフィスサプライ相談支援事業所,116-0011,荒川区西尾久７－１９－６　ベルメゾンヤスダ１０３,139.756276,35.750582,JGD2011,03-6240-8195
他の法人,相談支援センターあらかわ,116-0014,荒川区東日暮里１－１７－１２　二村ビル１Ｆ,139.790221,35.7297,JGD2011,03-3801-7227
営利法人,レインボーブリッジ板橋ケアセンター,173-0004,板橋区板橋３－５－１５,139.712265,35.750628,JGD2011,03-5943-2951
他の法人,相談支援事業所フェリシダ,173-0004,板橋区板橋１－５３－１７　新板橋ビューハイツ３０５,139.720729,35.748506,JGD2011,03-6915-5596
他の法人,特定非営利活動法人レイ,173-0024,板橋区大山金井町２７－８,139.705494,35.746326,JGD2011,03-5926-6296
社福法人,指定相談事業所　スペースピア,174-0072,板橋区南常盤台２－１－７,139.687603,35.759057,JGD2011,03-3554-3081
社福法人,板橋区立障がい者福祉センター,175-0082,板橋区高島平９－２５－１２,139.668176,35.79048,JGD2011,03-6906-5721
その他,練馬区立豊玉障害者地域生活支援センター,176-0012,練馬区豊玉北５－１５－１９　豊玉すこやかセンター６階,139.654851,35.736014,JGD2011,03-3557-2020
社福法人,ねりま相談支援事業所みらい,176-0013,練馬区豊玉中村１－７－１０　マーべラスＡ１０１号,139.647622,35.731992,JGD2011,03-3577-8657
その他,練馬区立石神井障害者地域生活支援センター,177-0041,練馬区石神井町７－３－２８,139.601328,35.74452,JGD2011,03-3997-2183
社福法人,練馬区立大泉障害者地域生活支援センター,178-0063,練馬区東大泉５－３５－２,139.589509,35.747611,JGD2011,03-3925-7371
社福法人,練馬区立光が丘障害者地域生活支援センター,179-0072,練馬区光が丘２－９－６,139.629589,35.759486,JGD2011,03-5997-7856
他の法人,あしたば相談支援センター,120-0013,足立区弘道１－１４－２３　弘道ベルハイム１０３,139.810353,35.767882,JGD2011,03-5888-6576
社福法人,竹の塚相談支援センター,121-0813,足立区竹の塚７－１９－９,139.795945,35.800822,JGD2011,03-5831-1801
医療法人,成仁　相談支援事業所,121-0815,足立区島根３－２－１,139.796318,35.778733,JGD2011,050-3734-5406
区市町村,足立区障がい福祉センター自立生活支援室,121-0816,足立区梅島３－３１－１９,139.792921,35.777505,JGD2011,03-5681-0132
営利法人,地域移行定着支援事業所　星月夜,123-0843,足立区西新井栄町一丁目５番５号　海老原ビル３階,139.790833,35.773417,JGD2011,03-5888-2230
社福法人,糸でんわ,124-0012,葛飾区立石１－７－２９　原町成年寮地域生活援助センター,139.844557,35.736625,JGD2011,03-5670-6464
社福法人,地域活動支援センターコパン,125-0051,葛飾区新宿３－９－１１,139.86293,35.760231,JGD2011,03-5876-6320
社福法人,相談支援センターパラン,125-0062,葛飾区青戸８－２４－２７,139.854803,35.757898,JGD2011,03-6231-2230
他の法人,相談支援事業所　さい,125-0062,葛飾区青戸５－１４－２　仙ノ倉ハイツ１階,139.854234,35.747482,JGD2011,03-6848-5491
他の法人,地域活動支援センター　はるえ野,132-0003,江戸川区春江町２－４１－８,139.890744,35.699504,JGD2011,03-5664-6070
他の法人,一般社団法人オリオン,132-0031,江戸川区松島３－４２－１１,139.864635,35.711711,JGD2011,03-6231-4278
他の法人,地域活動支援センターえどがわ,132-0031,江戸川区松島３－４６－１０　かとりコーポ１０１,139.865904,35.709844,JGD2011,03-5879-0708
営利法人,トロールケアサービス,133-0051,江戸川区北小岩５－１－９,139.885671,35.741091,JGD2011,03-5612-1306
他の法人,相談支援センターＦＵＲＥＡＩ,134-0083,江戸川区中葛西６－２３－３　秀合ビル１Ｆ,139.864853,35.65817,JGD2011,080-2218-5211
社福法人,「まある」相談支援事業所,134-0083,江戸川区中葛西１－３８－１８,139.871208,35.671255,JGD2011,03-6663-9870
他の法人,相談支援センター　ハート花きりん,134-0084,江戸川区東葛西７－２－５　エビス東葛西１０２,139.873361,35.659926,JGD2011,03-3869-1731
他の法人,相談支援センターくらふと,134-0091,江戸川区船堀１－４－１０　第二乙女屋マンション６０４,139.864536,35.686253,JGD2011,03-5679-6360
他の法人,障害者相談支援センター　ぴあらいふ,192-0046,八王子市明神町４－１４－１　１階,139.342334,35.659863,JGD2011,042-646-4991
社福法人,マインドはちおうじ相談支援センター,192-0054,八王子市小門町７５－７　エイビット小門町ビル３階,139.323463,35.659423,JGD2011,042-620-8851
他の法人,障害者生活支援センター　サポート南多摩,192-0364,八王子市南大沢２－２５　フォレストモール南大沢２０８号室,139.381346,35.613144,JGD2011,042-682-5343
他の法人,地域生活支援センターあくせす,192-0904,八王子市子安町３－６－７　サザンエイトビル３Ｆ,139.338215,35.651691,JGD2011,042-646-7929
他の法人,ＰＡＳＴＥＬ,192-0911,八王子市打越町３４７－３　安井ビル１０２号,139.355469,35.645048,JGD2011,042-649-9368
営利法人,ウェーブ・フォー・ネット相談室,192-0914,八王子市片倉町３５９－４　パラグアスＦ１階１０２,139.338226,35.642803,JGD2011,042-632-5655
他の法人,わかこま相談支援室,193-0823,八王子市横川町５２１－１,139.304304,35.664664,JGD2011,042-621-2277
営利法人,サポートＮＡＲＳ,193-0823,八王子市横川町５３８－１　馬場レヂデンス２,139.304331,35.666405,JGD2011,042-623-7774
社福法人,八王子地域生活支援室　高尾,193-0834,八王子市東浅川町９１４－６　東浅川ビル１階,139.285964,35.642138,JGD2011,042-629-9088
公益法人,トマリ相談支援研究所,193-0844,八王子市高尾町１６４２　リバーサイド小林２０７,139.277737,35.643094,JGD2011,042-673-4379
営利法人,障害者自立支援センター「おあしす」,193-0944,八王子市館町３８１－１－１１０,139.295675,35.635395,JGD2011,042-629-4530
営利法人,相談支援事業所暖,190-0011,立川市高松町１－１７－２０　粕谷ビル２階,139.418015,35.708761,JGD2011,042-512-5868
他の法人,相談支援事業所　介護グループふれあい,190-0021,立川市羽衣町２－４１－１　羽衣第一ビル２階,139.426056,35.694049,JGD2011,042-595-6620
他の法人,イドコロ相談所,190-0021,立川市羽衣町３－１－１２　マンション青３０１,139.424353,35.691822,JGD2011,042-512-8159
他の法人,指定一般相談支援事業　自立生活センター・立川,190-0023,立川市柴崎町２－１０－１６　オオノビル２階,139.408882,35.696268,JGD2011,042-525-0879
社福法人,地域生活支援センターびーと,180-0001,武蔵野市吉祥寺北町４－１１－１６,139.565901,35.71575,JGD2011,0422-54-5171
他の法人,ライフサポートＭＥＷ、ワークショップＭＥＷ,180-0006,武蔵野市中町３－４－９　ディアハイム武蔵野１階,139.564263,35.71224,JGD2011,0422-50-1355
社福法人,三鷹市障がい者自立支援センターゆー・あい,181-0012,三鷹市上連雀４－１－８,139.558983,35.697155,JGD2011,0422-43-9047
社福法人,ひまわり,181-0013,三鷹市下連雀４－１５－２　ホワイトマンション１０３,139.561594,35.697178,JGD2011,0422-24-7290
社福法人,野の花,181-0014,三鷹市野崎２－６－４２,139.548488,35.68329,JGD2011,0422-30-8800
医療法人,長谷川病院一般相談支援事業所,181-0016,三鷹市深大寺２－３０－１７－２０１,139.540363,35.685887,JGD2011,0422-30-5376
社福法人,相談支援事業所　くらやしき,198-0024,青梅市新町１－８－２,139.297739,35.786022,JGD2011,0428-78-2722
社福法人,花の里,198-0052,青梅市長淵５－１０８０－２,139.260343,35.769306,JGD2011,0428-25-1641
医療法人,多機能型支援施設　ほたるの里,198-0052,青梅市長淵５－１０８６,139.261929,35.77092,JGD2011,0428-25-1200
区市町村,府中市立心身障害者福祉センター地域生活支援センターみ～な,183-0026,府中市南町５－３８,139.467787,35.654888,JGD2011,042-360-1313
営利法人,相談支援センター　みさきのいえ,183-0034,府中市住吉町２－１５－９　アローヒルズ府中２０３,139.457724,35.658863,JGD2011,042-368-7155
社福法人,地域生活支援センタープラザ,183-0045,府中市美好町１－７－２　第一市川マンション２０２,139.472328,35.672967,JGD2011,042-358-2288
他の法人,エンパワメントふちゅう,183-0055,府中市府中町２－１０－１１　清田第二ビル１階,139.482002,35.674587,JGD2011,042-334-7511
社福法人,地域生活支援センターあけぼの,183-0056,府中市寿町３－９－１１　山上ビル１階,139.473828,35.676392,JGD2011,042-358-1085
社福法人,昭島市障害者相談支援センター,196-0015,昭島市昭和町４－７－１　昭島市保健福祉センター内,139.364125,35.710835,JGD2011,042-544-5033
社福法人,虹のセンター２５,196-0022,昭島市中神町１１７６－１９－１０１,139.376768,35.709519,JGD2011,042-549-7733
社福法人,地域生活支援センター希望ヶ丘,182-0005,調布市東つつじケ丘２－２９－１,139.576819,35.656341,JGD2011,03-5314-7083
社福法人,ちょうふだぞう,182-0022,調布市国領町３－１９－１,139.56164,35.651716,JGD2011,042-487-4655
その他,社会福祉法人調布市社会福祉協議会　相談支援事業所ドルチェ,182-0026,調布市小島町２－４７－１,139.542753,35.651397,JGD2011,042-481-7693
他の法人,ＣＩＬちょうふ,182-0026,調布市小島町２－２１－５　１階,139.538804,35.650986,JGD2011,042-446-0683
他の法人,障害者生活支援センターまちだや,194-0013,町田市原町田２－２２－２６　プリモ・レガーロ町田１Ｆ,139.453845,35.538918,JGD2011,042-724-8616
社福法人,町田相談支援センター・ビギン,194-0013,町田市原町田５－４－１９,139.449459,35.544781,JGD2011,042-785-4515
社福法人,ＡＴＯＭ相談支援事業,195-0053,町田市能ヶ谷３－２－１　鶴川地域コミュニティ１階,139.486018,35.584706,JGD2011,042-708-8899
区市町村,小金井市障害者地域自立生活支援センター,184-0003,小金井市緑町４－１７－１０,139.517392,35.708678,JGD2011,042-381-8411
他の法人,小金井市精神障害者地域生活支援センターそら,184-0004,小金井市本町２－２０－３０,139.508221,35.704073,JGD2011,042-381-6922
他の法人,ＮＰＯ法人Ｐａｓｓｏ　ａ　ｐａｓｓｏ,184-0013,小金井市前原町３－４１－２８,139.505705,35.698218,JGD2011,042-385-7401
他の法人,障がい者相談支援センター　ぴありす,187-0003,小平市花小金井南町１８－４５－１０－１階,139.511792,35.725029,JGD2011,042-461-7001
その他,小平市立あおぞら福祉センター,187-0011,小平市鈴木町１－４７２,139.497918,35.719829,JGD2011,042-326-4980
社福法人,地域生活支援センターあさやけ,187-0031,小平市小川東町４－２－１　小平元気村おがわ東１階,139.474067,35.740151,JGD2011,042-345-2077
社福法人,地域生活支援センター澄水,187-0032,小平市小川町１－４８５,139.440373,35.727651,JGD2011,042-346-7412
その他,小平市立障害者福祉センター,187-0035,小平市小川西町５－２５－１５,139.458943,35.736612,JGD2011,042-343-4976
他の法人,なんでも相談いるおーる,187-0042,小平市仲町２６９－１,139.490468,35.730897,JGD2011,042-308-3732
その他,小平市障がい者地域自立生活支援センター,187-0043,小平市学園東町１－１９－１３　福祉会館,139.478114,35.726567,JGD2011,042-341-6555
社福法人,地域生活支援センターゆうき,191-0031,日野市高幡８６４－１５,139.409439,35.663891,JGD2011,042-591-6321
他の法人,日野市障害者生活支援センター　ぴあ・たかはた,191-0031,日野市高幡２－９　ウィステリアガーデン１階,139.411872,35.662136,JGD2011,042-592-5454
社福法人,相談支援ステーション　ほたる,191-0034,日野市落川２４５－１,139.430623,35.661651,JGD2011,042-593-2431
社福法人,地域生活相談室おあしす,191-0042,日野市程久保８７２－１　多摩療護園内,139.415328,35.651401,JGD2011,042-591-4016
社福法人,地域生活支援センターふれあいの郷,189-0014,東村山市本町２－８－２　プイラムビル２０７,139.466755,35.763412,JGD2011,042-397-6400
その他,東村山市障害者地域自立生活支援センター,189-0022,東村山市野口町１－２５－１５　東村山市地域福祉センター内,139.464261,35.758293,JGD2011,042-394-1555
社福法人,地域活動支援センター虹,185-0003,国分寺市戸倉４－１４　福祉センター内,139.455311,35.708513,JGD2011,042-324-7475
社福法人,地域生活支援センタープラッツ,185-0021,国分寺市南町３－４－４,139.478868,35.697787,JGD2011,042-323-5637
社福法人,地域活動支援センターつばさ,185-0024,国分寺市泉町２－３－８,139.468855,35.696398,JGD2011,042-321-1212
社福法人,なびぃ,186-0003,国立市富士見台２－８－７　ラ・フォーレ国立Ⅲ１０１,139.447105,35.684559,JGD2011,042-571-3103
他の法人,指定相談支援事業所福祉サポートライン,186-0004,国立市中１－１８－３５　国立ヒルズ１０１,139.442493,35.696469,JGD2011,042-573-5939
社福法人,相談支援センター「みなも」,186-0011,国立市谷保６３１２,139.429501,35.680959,JGD2011,042-577-0035
その他,福生市障害者自立生活支援センターすてっぷ,197-0004,福生市南田園２－１３－１,139.332271,35.727485,JGD2011,042-539-3217
医療法人,精神障害者地域活動支援センターハッピーウイング,197-0021,福生市東町６－８　ＭＥビル３階,139.327785,35.744,JGD2011,042-553-9888
他の法人,地域生活支援センターリヒト,201-0013,狛江市元和泉２－３５－１　あいとぴあセンター３階,139.567777,35.6333,JGD2011,03-3480-2236
社福法人,相談支援センターみずき,201-0014,狛江市東和泉１－３２－２１,139.575946,35.6304,JGD2011,03-5761-4796
他の法人,特定非営利活動法人自立生活センター東大和,207-0014,東大和市南街１－２２－６　シティコート南街１階,139.43169,35.740497,JGD2011,042-567-2622
その他,東大和市精神障害者地域生活支援センター,207-0015,東大和市中央３－９１２－３,139.427398,35.746638,JGD2011,042-564-0891
他の法人,はるもにあ,207-0015,東大和市中央２－１１０１－４３　中央コーポ,139.431595,35.742638,JGD2011,042-565-8981
社福法人,東大和市総合福祉センターは～とふる,207-0022,東大和市桜が丘２－５３－６,139.41938,35.734917,JGD2011,042-516-3981
社福法人,地域生活支援センターどんぐり,204-0004,清瀬市元町１－１３－２４,139.518123,35.774373,JGD2011,042-495-5110
区市町村,清瀬市社会福祉協議会相談支援事業所,204-0013,清瀬市上清戸１－１６－６２,139.527664,35.773265,JGD2011,042-495-5511
他の法人,自立生活センターグッドライフ,203-0014,東久留米市東本町１４－７　滝ビル１階,139.535341,35.762608,JGD2011,042-477-8384
社福法人,東久留米市地域生活支援センターめるくまーる,203-0052,東久留米市幸町３－６－２　アトモスビル１階,139.519954,35.756523,JGD2011,042-476-1335
医療法人,武蔵村山市精神障害者　地域活動支援センター　お伊勢の森,208-8502,武蔵村山市学園４丁目５－１　武蔵村山市民総合センター２Ｆ,139.403259,35.746304,JGD2011,042-567-7256
社福法人,社会福祉法人桜ヶ丘社会事業協会桜ヶ丘記念病院,206-0021,多摩市連光寺１－１－１,139.457608,35.647819,JGD2011,042-375-6311
営利法人,ベック多摩,206-0041,多摩市愛宕４－９－７　ハロッズプラザ１０６,139.429069,35.628824,JGD2011,042-311-0575
社福法人,あきる野市障害者相談支援センター,197-0814,あきる野市二宮６７０－５　秋川健康会館１階,139.30241,35.729398,JGD2011,042-559-0368
他の法人,あすく,197-0827,あきる野市油平９８番地　第一中村ビル３０１号,139.287958,35.726045,JGD2011,042-532-0305
社福法人,西多摩地域生活相談室,197-0831,あきる野市下代継９４－６,139.281845,35.727103,JGD2011,090-9804-9239
他の法人,自立生活企画,188-0011,西東京市田無町５－６－２０　第２和光ビル２０２,139.537392,35.732042,JGD2011,042-462-5999
他の法人,プログレスケアセンター,188-0014,西東京市芝久保町１－２３－２４　第一五月コーポ１０１号,139.521808,35.725254,JGD2011,042-451-9551
区市町村,西東京市保谷障害者福祉センター,202-0015,西東京市保谷町１－６－２０,139.556374,35.734651,JGD2011,042-463-9861
その他,社会福祉法人瑞穂町社会福祉協議会,190-1211,西多摩郡瑞穂町石畑２００８,139.357198,35.774469,JGD2011,042-557-0165
他の法人,地域活動支援センター　ひまわり,190-1221,西多摩郡瑞穂町箱根ケ崎８０６－１,139.344835,35.78099,JGD2011,042-557-5145
社福法人,ひのきのその,190-0213,西多摩郡檜原村５３５４－６,139.159673,35.725814,JGD2011,042-598-3113
