"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"区市町村","立川市幸福祉会館","190-0002","立川市幸町５－５７－１４","139.423222","35.72589","JGD2011","042-535-2197","‐"
"区市町村","立川市曙福祉会館","190-0012","立川市曙町３－４４－１７","139.424822","35.705779","JGD2011","042-529-8567","‐"
"区市町村","立川市総合福祉センター","190-0013","立川市富士見町２－３６－４７","139.401802","35.701298","JGD2011","042-529-8300","‐"
"区市町村","立川市柴崎福祉会館","190-0023","立川市柴崎町５－１１－２６","139.401342","35.688488","JGD2011","042-523-4012","‐"
"区市町村","立川市一番福祉会館","190-0033","立川市一番町６－１７－８７","139.372685","35.734388","JGD2011","042-531-2945","‐"
"区市町村","青梅市小曾木保健福祉センター","198-0003","青梅市小曾木４－２１７６－２","139.276395","35.823258","JGD2011","0428-74-7197","‐"
"区市町村","青梅市老人センター","198-0042","青梅市東青梅１－１７７－３","139.274124","35.787565","JGD2011","0428-22-1111","‐"
"区市町村","調布市総合福祉センター","182-0026","調布市小島町２－４７－１","139.542753","35.651397","JGD2011","042-481-7613","‐"
"区市町村","ふれあいもっこく館","194-0013","町田市原町田５－８－２１　健康福祉会館内","139.449987","35.54602","JGD2011","042-724-5076","‐"
"区市町村","ふれあいもみじ館","194-0015","町田市金森東３－１７－１４","139.465247","35.530389","JGD2011","042-796-1020","‐"
"区市町村","ふれあいいちょう館","195-0062","町田市大蔵町１９８４－１","139.46809","35.589019","JGD2011","042-735-5020","‐"
"区市町村","ふれあいくぬぎ館","195-0074","町田市山崎町２１６０－４　木曽山崎センター２Ｆ","139.436665","35.568567","JGD2011","042-793-6331","‐"
"区市町村","小平市福祉会館","187-0043","小平市学園東町１－１９－１３","139.478114","35.726567","JGD2011","042-344-1211","‐"
"区市町村","中央福祉センター","191-0011","日野市日野本町７－５－２３","139.400098","35.679503","JGD2011","042-582-2329","‐"
"区市町村","湯沢福祉センター","191-0042","日野市程久保８７３","139.416047","35.651851","JGD2011","042-592-4125","‐"
"区市町村","くにたち福祉会館","186-0003","国立市富士見台２－３８－５","139.444582","35.687451","JGD2011","042-575-3221","‐"
"区市町村","福生市老人福祉センター","197-0004","福生市南田園２－１３－１","139.332271","35.727485","JGD2011","042-552-2121","‐"
"区市町村","東大和市立老人福祉センター","207-0031","東大和市奈良橋４－６００","139.425762","35.752423","JGD2011","042-562-3600","‐"
"区市町村","武蔵村山市福祉会館","208-0003","武蔵村山市中央２－１１７－１","139.393287","35.750828","JGD2011","042-563-3825","‐"
"区市町村","多摩市福祉センター","206-0032","多摩市南野３－１５－１","139.412677","35.612536","JGD2011","042-356-0307","‐"
"区市町村","羽村市老人福祉センターじゅらく苑","205-0003","羽村市緑ケ丘５－２－６","139.310869","35.767935","JGD2011","042-554-8584","‐"
"区市町村","羽村市高齢者在宅サービスセンターいこいの里","205-0016","羽村市羽加美４－１８－６","139.299373","35.760213","JGD2011","042-578-0678","‐"
"区市町村","老人福祉センター","188-0011","西東京市田無町５－５－１２","139.536209","35.731809","JGD2011","042-466-1680","‐"
"区市町村","ひばりが丘福祉会館","202-0001","西東京市ひばりが丘２－８－２７","139.53778","35.748538","JGD2011","042-424-0262","‐"
"区市町村","下保谷福祉会館","202-0004","西東京市下保谷４－３－２０","139.56502","35.750505","JGD2011","042-422-8338","‐"
"区市町村","住吉老人福祉センター","202-0005","西東京市住吉町６－１５－６","139.55129","35.744433","JGD2011","042-421-1122","‐"
"区市町村","富士町福祉会館","202-0014","西東京市富士町６－６－１３","139.556899","35.730065","JGD2011","042-465-9350","‐"
"区市町村","新町福祉会館","202-0023","西東京市新町５－２－７","139.536376","35.712939","JGD2011","0422-55-1781","‐"
"区市町村","瑞穂町高齢者福祉センター寿楽","190-1212","西多摩郡瑞穂町大字殿ケ谷１１０６番地","139.361831","35.771436","JGD2011","042-556-1120","‐"
"区市町村","日の出町大久野老人福祉センター","190-0181","西多摩郡日の出町大字大久野２１２０－１","139.228251","35.743702","JGD2011","042-597-5324","‐"
"区市町村","日の出町本宿老人福祉センター","190-0182","西多摩郡日の出町大字平井１９８２番地","139.260196","35.735785","JGD2011","042-597-5971","‐"
"区市町村","日の出町平井・生涯青春ふれあい総合福祉センター","190-0182","西多摩郡日の出町大字平井４１１８","139.274825","35.743154","JGD2011","042-597-4040","‐"
"区市町村","檜原村ふれあいセンター","190-0200","西多摩郡檜原村２７１７","139.143647","35.735304","JGD2011","042-598-0085","‐"
"区市町村","新島村老人福祉センター","100-0402","新島村本村１－８－２","139.256188","34.376687","JGD2011","04992-5-1236","‐"
