経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
社福法人,港区立障害保健福祉センター　地域活動支援センター,105-0014,港区芝１－８－２３,139.755574,35.651618,JGD2011,03-5439-2511
社福法人,西麻布作業所,106-0031,港区西麻布３－１９－１６,139.725665,35.659619,JGD2011,03-3408-1545
他の法人,GIFTライフプランナー,106-0045,港区麻布十番２－１３－２　アザブクマイビル３０２号室,139.735225,35.655001,JGD2011,050-3563-0603
営利法人,ワークスＦ,107-0062,港区南青山１－１７－１０　羽田マンション１０２,139.725368,35.66826,JGD2011,03-6434-7346
営利法人,ハッピーテラスケアサポート芝浦,108-0023,港区芝浦４－１２－３１　ＶＯＲＴ芝浦ＷａｔｅｒＦｒｏｎｔ１階,139.749103,35.640017,JGD2011,03-6435-4738
営利法人,ケアコーディネーション,108-0073,港区三田２－２－２７－４０４,139.738578,35.649735,JGD2011,03-6453-9336
営利法人,有限会社すばる介護センター,108-0074,港区高輪３－２－３　T３２３プレイスビル２階,139.732682,35.635553,JGD2011,03-5789-2786
社福法人,港区立精神障害者地域活動支援センター,108-0074,港区高輪１－４－８,139.734898,35.642988,JGD2011,03-5798-4660
他の法人,麻布メンタルヘルス指定相談支援事業所,108-0074,港区高輪１－４－８　中銀高輪マンシオン５０２,139.734898,35.642988,JGD2011,03-5424-1004
営利法人,プロキオン,160-0011,新宿区若葉１－４,139.724125,35.686641,JGD2011,03-3359-0128
他の法人,高次脳機能障害相談支援ＶＩＶＩＤ,160-0021,新宿区歌舞伎町２－１９－１３　ＡＳＫビル６０１,139.704643,35.698089,JGD2011,03-6380-2015
区市町村,新宿区立子ども総合センター,160-0022,新宿区新宿７－３－２９,139.712681,35.701003,JGD2011,03-3232-0679
社福法人,ファロ,160-0022,新宿区新宿１－１６－１６　ティアーカテリーナ３階,139.710912,35.689452,JGD2011,03-3350-4437
他の法人,プラーナ新宿　相談支援,160-0022,新宿区新宿２－１－１４　エレメンツ新宿ビル５０２,139.70959,35.688613,JGD2011,03-6273-2633
営利法人,相談支援事業所　Ｋａｉｅｎ新宿　,160-0023,新宿区西新宿６－２－３　新宿アイランドアネックス２０７,139.69413,35.693615,JGD2011,050-2018-2040
営利法人,ホートンケアサービス,160-0023,新宿区西新宿４－３２－１１　新宿セントラルビラ永谷４１５,139.688862,35.687071,JGD2011,03-6300-6483
区市町村,新宿区基幹相談支援センター,160-8484,新宿区歌舞伎町１－４－１　新宿区役所本庁舎２階障害者福祉課,139.703463,35.69389,JGD2011,03-5273-4302
区市町村,新宿区立あゆみの家,161-0031,新宿区西落合１－３０－１０,139.678945,35.720736,JGD2011,03-3953-1230
他の法人,地域活動支援センター『風』,161-0032,新宿区中落合４－２３－２５,139.682994,35.717639,JGD2011,03-3952-6014
社福法人,みのり舎,161-0032,新宿区中落合３－２８－１４　第２アビタシオン落合２０５号,139.685469,35.722664,JGD2011,03-5988-9791
他の法人,新宿西共同作業所ラバンス,161-0034,新宿区上落合３－３４－２６,139.680453,35.711387,JGD2011,03-3364-1603
区市町村,新宿区立障害者福祉センター,162-0052,新宿区戸山１－２２－２,139.717434,35.703723,JGD2011,03-3232-3711
社福法人,東京視覚障害者生活支援センター,162-0054,新宿区河田町１０－１０,139.717512,35.698329,JGD2011,03-3353-1277
社福法人,あんそれいゆ,162-0851,新宿区弁天町３２－６,139.727269,35.704142,JGD2011,03-5579-8412
社福法人,特定相談支援事業所　どまーに,169-0051,新宿区西早稲田２－１６－１,139.712256,35.709536,JGD2011,03-5155-3340
営利法人,相談支援事業所　えくぼケア,169-0072,新宿区大久保１－９－１７－３０１,139.705051,35.701003,JGD2011,03-6302-1755
区市町村,新宿区立障害者生活支援センター,169-0073,新宿区百人町４－４－２,139.702007,35.709055,JGD2011,03-5937-6821
社福法人,地域活動支援センターまど,169-0075,新宿区高田馬場１－１５－６,139.706365,35.70996,JGD2011,03-3200-9376
他の法人,指定特定相談支援事業所　TOMO,169-0075,新宿区高田馬場１－９－２３　東京都盲人福祉センター内,139.709059,35.710091,JGD2011,03-6380-2800
営利法人,社会福祉支援研究所,169-0075,新宿区高田馬場一丁目４－２１,139.70957,35.711094,JGD2011,03-6233-7851
社福法人,日本点字図書館自立支援室,169-8586,新宿区高田馬場１－２３－４,139.704682,35.710894,JGD2011,03-3209-0241
社福法人,ふる里学舎小石川,112-0002,文京区小石川３－３０－６,139.74865,35.714089,JGD2011,03-3811-1431
社福法人,地域プラザ　ふらっと,112-0006,文京区小日向２－１６－１５,139.734582,35.710581,JGD2011,03-5940-2822
社福法人,文京地域生活支援センターあかり,112-0011,文京区千石４－２７－１２　水間ビル１階,139.738589,35.731392,JGD2011,03-5976-3351
社福法人,あくせす,112-0012,文京区大塚４－２１－８,139.733698,35.724701,JGD2011,03-3943-4300
社福法人,ふる里学舎大塚,112-0012,文京区大塚４－５０－１,139.730815,35.72469,JGD2011,03-3946-5601
営利法人,タオ,113-0001,文京区白山１－３２－１１　鈴木ビル１０１,139.752472,35.720049,JGD2011,090-4123-2330
他の法人,エナジーハウス,113-0022,文京区千駄木５－１０－８,139.757193,35.726424,JGD2011,03-3828-6517
営利法人,だんござかハウス　相談支援係,113-0022,文京区千駄木２－３３－８,139.763135,35.724461,JGD2011,03-3823-2844
社福法人,指定特定相談支援事業　ふくろう,113-0032,文京区弥生２－９－６,139.764124,35.714989,JGD2011,03-3812-3700
社福法人,サポートセンターいちょう,113-0033,文京区本郷３－３７－１　中村ビル２階,139.762241,35.706865,JGD2011,03-5684-0991
社福法人,ふる里学舎本郷,113-0033,文京区本郷２－２１－７,139.75911,35.704662,JGD2011,03-5803-2333
他の法人,相談支援事業所　リリーフ,113-0034,文京区湯島３－２０－９－４０１,139.767666,35.705651,JGD2011,03-6240-1977
区市町村,文京区児童発達支援センター,113-0034,文京区湯島４－７－１０,139.765768,35.708848,JGD2011,03-5800-2591
営利法人,ＣＯＭＰＡＳＳ　上野,110-0005,台東区上野３－１６－３　上野鈴木ビル５Ｆ,139.77231,35.705341,JGD2011,03-5817-8820
他の法人,特定非営利活動法人自立生活センターたいとう,110-0012,台東区竜泉３－１９－７,139.792452,35.725678,JGD2011,03-5603-0821
社福法人,つばさ相談支援センター,110-0016,台東区台東１－２５－５　いきいきプラザ内,139.77784,35.70188,JGD2011,03-6795-0230
他の法人,相談支援センター　ほおずき,111-0021,台東区日本堤１－３２－３,139.796676,35.725561,JGD2011,03-3871-4123
社福法人,障害者支援施設浅草ほうらい,111-0022,台東区清川２－１４－７,139.801304,35.72717,JGD2011,03-5808-0067
他の法人,相談支援センターアップル,111-0031,台東区千束３－２０－２４,139.792285,35.723372,JGD2011,03-3874-7922
他の法人,相談支援センターつなぐ,111-0032,台東区浅草３－９－２　ランドール浅草１０２,139.794491,35.717054,JGD2011,03-6458-1872
他の法人,特定非営利活動法人トータルサポートたいとう,111-0032,台東区浅草５－１５－２,139.795016,35.720598,JGD2011,03-5808-7855
区市町村,台東区松が谷福祉会館,111-0036,台東区松が谷１－４－１２,139.785425,35.711304,JGD2011,03-3842-2671
他の法人,台東区精神障害者地域生活支援センターあさがお,111-0051,台東区蔵前３－１８－４　ライフコア蔵前２０１,139.791123,35.705713,JGD2011,03-5823-4298
他の法人,かけはし,111-0053,台東区浅草橋１－３２－６　コスモス浅草橋酒井ビル２階,139.785482,35.698555,JGD2011,03-3864-7003
営利法人,ほしのき相談支援,130-0002,墨田区業平５－１１－１０　岩楯ビル１０２,139.816495,35.708097,JGD2011,03-6456-1594
営利法人,相談支援事業所ジョイサポート,130-0003,墨田区横川５－１０－１　プリメール柳島１１８,139.81642,35.705555,JGD2011,03-5809-7291
営利法人,ハーツ相談支援事業所,130-0011,墨田区石原３－１－１,139.802745,35.699117,JGD2011,03-5819-4383
社福法人,墨田区精神障害者地域生活支援センター友の家,130-0012,墨田区太平１－１１－７　グランドステータスＫＩＹＡ４階,139.81151,35.700869,JGD2011,03-3626-6165
医療法人,医療法人社団草思会　錦糸町相談支援センター,130-0013,墨田区錦糸３－５－１　４階,139.814213,35.698353,JGD2011,03-5637-7266
営利法人,らいふ十人会,130-0021,墨田区緑４－５－１０,139.806728,35.693184,JGD2011,03-3634-1217
営利法人,ラック鐘ヶ淵,131-0032,墨田区墨田２－３６－１１－２０２号室,139.818262,35.731001,JGD2011,03-5630-2235
営利法人,エリアサポートすみだ,131-0033,墨田区向島３－３５－１３,139.809953,35.712666,JGD2011,03-5637-8195
区市町村,すみだ福祉保健センター相談支援事業所,131-0033,墨田区向島３－３６－７,139.810759,35.713374,JGD2011,03-5608-3715
他の法人,とらいあんぐるサポートセンター,131-0041,墨田区八広３－１－５　ライフスペース９０　１０１号,139.825033,35.718944,JGD2011,03-3616-3465
社福法人,相談支援センターさんさん,131-0043,墨田区立花４－３０－１６,139.834365,35.710119,JGD2011,03-5631-3305
営利法人,ラック立花,131-0043,墨田区立花１－２３　２号棟１０１号室サンタウン立花,139.830724,35.706589,JGD2011,03-5631-7151
営利法人,本所相談支援事業所,131-0044,墨田区文花３－１４－４,139.825938,35.712011,JGD2011,03-5655-3820
営利法人,あしたば相談支援事業所,131-0045,墨田区押上１－４３－３,139.816536,35.709966,JGD2011,03-6456-1669
営利法人,ラックすみだ,131-0046,墨田区京島１－４７－１７　２Ｆ,139.821589,35.718336,JGD2011,03-5655-7508
区市町村,江東区第二あすなろ作業所,135-0001,江東区毛利２－１－１４,139.816566,35.69074,JGD2011,03-3846-6508
社福法人,地域活動支援センター　ウィル・オアシス,135-0002,江東区住吉１－１７－２０　住吉ビル４階,139.811814,35.689015,JGD2011,03-6659-8844
営利法人,あそかライフサービス株式会社,135-0002,江東区住吉１－１６－１３　富士工第２ビル３階,139.812897,35.689035,JGD2011,03-5669-7511
営利法人,グッドワン,135-0002,江東区住吉１－１４－１１,139.813466,35.688454,JGD2011,03-6284-0411
他の法人,乳幼児親子教室,135-0003,江東区猿江１－１８－９－２０４,139.811683,35.687024,JGD2011,03-3635-4626
区市町村,江東区こども発達扇橋センター,135-0011,江東区扇橋３－７－２,139.820443,35.682685,JGD2011,03-3648-3760
区市町村,江東区障害者福祉センター,135-0011,江東区扇橋３－７－２,139.820443,35.682685,JGD2011,03-3699-0316
他の法人,たんぽぽクラブ,135-0014,江東区石島５－７　深川ビル１階２０１,139.811966,35.680375,JGD2011,03-5690-4300
他の法人,江東区地域生活支援センター　ステップ,135-0016,江東区東陽３－１６－１２　田中ビル２階,139.812007,35.670159,JGD2011,03-5633-7714
営利法人,株式会社アンシンケアサービス,135-0016,江東区東陽５－２６－１５,139.814265,35.670867,JGD2011,03-5635-9855
他の法人,なかよし指定訪問介護事業所,135-0032,江東区福住２－４－１,139.79391,35.677755,JGD2011,03-5639-9188
他の法人,こぴあクラブ,135-0041,江東区冬木６－２０,139.801603,35.673386,JGD2011,03-3630-1364
営利法人,ライフアーク相談支援センター,135-0042,江東区木場６－１０－６　ＴＫＹビル３階,139.805822,35.668345,JGD2011,03-6666-6240
区市町村,江東区こども発達センター,135-0043,江東区塩浜２－５－２０,139.805383,35.661932,JGD2011,03-5632-2591
区市町村,江東区塩浜福祉園,135-0043,江東区塩浜２－５－２０,139.805383,35.661932,JGD2011,03-3647-6987
営利法人,あそかライフサービス　辰巳営業所,135-0053,江東区辰巳１－２　９－１０３　辰己団地９号棟店舗,139.808324,35.650092,JGD2011,03-3522-8666
営利法人,スマートキッズ江東相談支援センター,136-0071,江東区亀戸１－３１－７　亀戸センタービル４Ｆ,139.825678,35.694709,JGD2011,03-5858-8032
区市町村,江東区亀戸福祉園,136-0071,江東区亀戸９－６－２９,139.841951,35.696929,JGD2011,03-3683-1451
営利法人,カレッジケア,136-0071,江東区亀戸６－３０－４－１１０７,139.827986,35.696337,JGD2011,03-5875-2188
他の法人,地域活動支援センター　ロータス,136-0072,江東区大島５－１０－１０－１０１,139.834105,35.689313,JGD2011,03-5858-8696
営利法人,城東訪問介護,136-0072,江東区大島３－１５－１３　,139.828991,35.690743,JGD2011,03-5628-3377
区市町村,江東区東砂福祉園,136-0072,江東区大島９－６－１２　東砂プラザ１階,139.845487,35.692976,JGD2011,03-3646-6634
営利法人,さくら・介護ステーション大島,136-0072,江東区大島７－１０－５,139.838729,35.692238,JGD2011,03-6807-0790
営利法人,有限会社ケア･けんこう,136-0073,江東区北砂６－１９－３,139.838266,35.684927,JGD2011,03-5617-8240
社福法人,ゆめ相談支援事業所,136-0073,江東区北砂１－１４－４－１階,139.824128,35.6792,JGD2011,03-6825-5678
営利法人,ツクイ江東北砂,136-0073,江東区北砂６－２１－４　紅ビル２０１,139.837918,35.684333,JGD2011,03-5665-1601
社福法人,のびのび相談支援センター,136-0073,江東区北砂７－９－１　太陽ベニヤビル１階,139.835524,35.676256,JGD2011,03-5632-4048
営利法人,有限会社サン介護センター,136-0074,江東区東砂１－６－５,139.840793,35.681736,JGD2011,03-5617-3955
区市町村,江東区あすなろ作業所,136-0074,江東区東砂３－３０－６　東砂福祉プラザ３階,139.845296,35.681053,JGD2011,03-3646-6720
営利法人,江東ヘルパーステーション,136-0076,江東区南砂２－３７－１０－４０７,139.825453,35.670393,JGD2011,03-5606-9255
社福法人,楓の会ヘルパーセンター,136-0076,江東区南砂１－６－９,139.822409,35.680636,JGD2011,03-5617-3750
他の法人,相談支援センターきりん,136-0076,江東区南砂５－４－２,139.827917,35.676312,JGD2011,03-3699-5809
社福法人,福栄会障害者相談支援センター,140-0002,品川区東品川３－１－８,139.746909,35.617169,JGD2011,03-5479-2912
他の法人,相談支援事業所パルレ,140-0003,品川区八潮５－９－１１　こみゅにてぃぷらざ八潮　協働推進室５号室,139.752285,35.598211,JGD2011,070-6661-9303
社福法人,グロー障害者相談支援センター,140-0004,品川区南品川５－１０－４３　楓ハイツ３階,139.73961,35.609842,JGD2011,03-6873-5424
営利法人,ケアサークル恵愛障害者相談支援センター,140-0014,品川区大井３－１７－８　大井本通りビル,139.731203,35.602054,JGD2011,03-3771-6767
営利法人,ケアメイト品川居宅介護支援事業所,140-0015,品川区西大井２－４－１４,139.722503,35.59964,JGD2011,03-3772-1331
営利法人,株式会社ハート・トータルサービス,141-0022,品川区東五反田４－８－７,139.726963,35.62975,JGD2011,03-3443-6666
社福法人,品川区精神障害者地域生活支援センター,141-0031,品川区西五反田２－２４－２,139.7193,35.626012,JGD2011,03-5719-3381
社福法人,品川区障害者生活支援センター,142-0064,品川区旗の台５－２－２,139.700419,35.605003,JGD2011,03-5750-4995
社福法人,地域生活相談支援センターセサミ,152-0001,目黒区中央町２－３２－５　スマイルプラザ中央町３階,139.688775,35.631511,JGD2011,03-5794-4101
区市町村,目黒区児童発達支援センター　相談支援ひまわり,152-0001,目黒区中央町２－２３－２４,139.690941,35.630827,JGD2011,03-3714-1617
他の法人,特定相談支援事業所　ＳＵＮ,152-0001,目黒区中央町２－３０－１１　学芸大ＫＹハイツ１０３,139.688497,35.631863,JGD2011,03-6303-3765
他の法人,いきいき福祉相談支援センター,152-0003,目黒区碑文谷５－１２－１　ＴＳ碑文谷ビル３階,139.682773,35.624039,JGD2011,03-6808-8575
営利法人,アトリエそうだん,152-0003,目黒区碑文谷１－１１－１５,139.691005,35.621315,JGD2011,03-6452-2946
営利法人,福祉相談事務所　エール,152-0004,目黒区鷹番２－２０－１３　ＲＳ牛山２０３,139.686203,35.6294,JGD2011,03-4291-0955
区市町村,目黒区心身障害者センターあいアイ館,152-0023,目黒区八雲１－１－８,139.673353,35.620535,JGD2011,03-5701-2221
他の法人,目黒障害者相談センター,152-0031,目黒区中根１－３－９　森戸ビル３０２,139.675707,35.617406,JGD2011,03-3725-8808
営利法人,ナイスケア目黒相談支援センター,152-0033,目黒区大岡山１－５－１５　ＮＣビル２Ｆ,139.68442,35.610685,JGD2011,03-3717-3120
営利法人,LITALICO相談支援センター中目黒,153-0051,目黒区上目黒２－１－１　中目黒ＧＴタワー１５Ｆ,139.699076,35.643601,JGD2011,03-5704-7355
他の法人,たんぽぽの会　相談支援,153-0053,目黒区五本木３－３２－８　小佐井ビル１０４,139.681284,35.629744,JGD2011,03-6412-8372
他の法人,ふれんず,153-0061,目黒区中目黒５－２８－２１　ＳＶ祐天寺ビル３階,139.694391,35.636071,JGD2011,03-3793-1871
営利法人,成年後見・相談支援センターハッピーブリッジ,153-0064,目黒区下目黒２－１９－８　ニュー目黒フラワーマンション３０７,139.710512,35.632497,JGD2011,090-6529-2009
社福法人,大田地域生活相談室,143-0015,大田区大森西３－３－９,139.730637,35.574954,JGD2011,080-4195-4578
他の法人,相談支援事業所ここん,143-0016,大田区大森北５－１６－１－１３１０,139.724043,35.580817,JGD2011,03-5767-0022
営利法人,相談支援　山王ケアサポート中央,143-0024,大田区中央１－２１－５　フタバビル２０１,139.71981,35.579814,JGD2011,03-6809-9003
区市町村,大田区立障がい者総合サポートセンター相談支援事業所,143-0024,大田区中央４－３０－１１,139.718238,35.579492,JGD2011,03-5728-9433
他の法人,ＮＰＯ法人結ぶ会,143-0024,大田区中央５－８－１４,139.7081,35.581322,JGD2011,03-6755-4349
営利法人,あいりすキッズ,143-0026,大田区西馬込１－３２－１５　共信ビル３０３,139.70333,35.589785,JGD2011,03-4400-2756
医療法人,おおた相談支援センター,144-0031,大田区東蒲田２－１－１３,139.72633,35.563,JGD2011,03-6424-9020
社福法人,こうじや生活支援センター,144-0033,大田区東糀谷１－１４－１４,139.739002,35.557991,JGD2011,03-5705-0744
社福法人,障害者相談支援事業所うめのき,144-0033,大田区東糀谷５－１７－１４－１０１,139.744579,35.557583,JGD2011,03-3743-3811
社福法人,相談支援室さんさん幸陽,144-0034,大田区西糀谷２－３１－２　大田幸陽会ラナハウス西糀谷１０１,139.733624,35.557432,JGD2011,03-3744-3354
営利法人,ケア・シーンプランニングセンター,144-0035,大田区南蒲田３－１－５,139.726905,35.55549,JGD2011,03-3744-2281
他の法人,糀谷作業所,144-0044,大田区本羽田１－１８－２１　日興ビル２０１号室,139.727048,35.547208,JGD2011,03-6319-7458
社福法人,障害者相談支援事業所くすのき,144-0045,大田区南六郷３－２３－９,139.714571,35.541378,JGD2011,03-3732-0141
社福法人,障害者相談支援事業所　南六郷,144-0045,大田区南六郷３－２３－８,139.714382,35.54182,JGD2011,03-3732-2940
社福法人,指定障害者相談支援事業所　大田,144-0047,大田区萩中２－１０－１１,139.730525,35.550777,JGD2011,03-3745-0878
社福法人,ビーマイセルフはぎなか,144-0047,大田区萩中２－１２－２３,139.732391,35.550575,JGD2011,03-5705-6531
社福法人,かまた生活支援センター,144-0051,大田区西蒲田４－４－１,139.716764,35.56971,JGD2011,03-5700-6761
社福法人,ＥＮＴＡＳ,144-0051,大田区西蒲田４－４－１－２階,139.716764,35.56971,JGD2011,03-3751-7650
営利法人,ケア２１　大田,144-0052,大田区蒲田４－４１－１　大熊ビル１階,139.719042,35.559786,JGD2011,03-5480-3521
他の法人,ＴＯＭＯソーシャルサポートネット,144-0052,大田区蒲田１－２４－１７,139.719511,35.564664,JGD2011,03-5480-7391
他の法人,相談支援事業所　でらいとさぽーと,144-0052,大田区蒲田５－３０－１５　第２０下川ビル,139.719622,35.561878,JGD2011,03-6428-6744
他の法人,障がい者相談支援事業所　らっこ,144-0053,大田区蒲田本町２－１２－１　松井ビル１階,139.719506,35.556498,JGD2011,03-6909-4480
区市町村,大田区立志茂田福祉センター,144-0056,大田区西六郷１－４－２７,139.711135,35.55599,JGD2011,03-6715-9376
区市町村,大田区立上池台障害者福祉会館　,145-0064,大田区上池台５－５－１,139.701558,35.59557,JGD2011,03-3728-3111
営利法人,リトルコールケア相談支援事業所,145-0066,大田区南雪谷４－７－１３　１０１号室,139.682022,35.588807,JGD2011,03-6421-9856
他の法人,麻布メンタルヘルス指定相談支援事業所大田支局,146-0082,大田区池上６－１０－１１　遠藤ビル２０２,139.703498,35.571371,JGD2011,03-6410-9995
他の法人,あかしろきいろ子ども発達相談るーむ,146-0082,大田区池上４－３０－９－３０１,139.705203,35.573232,JGD2011,03-6410-6701
営利法人,With,146-0082,大田区池上３－４－１１　ケインズスクエア池上１０２,139.699618,35.575601,JGD2011,03-6410-6875
区市町村,大田区立こども発達センターわかばの家　相談支援事業所,146-0083,大田区千鳥３－７－５,139.690366,35.573002,JGD2011,03-5741-9088
営利法人,ケアプランさんさん,146-0083,大田区千鳥２－１２－１５－Ｃ,139.695819,35.569599,JGD2011,03-5741-7011
社福法人,障害者相談支援事業所久が原,146-0085,大田区久が原１－２－５,139.692965,35.587413,JGD2011,03-5748-0251
他の法人,サポートネット久が原,146-0085,大田区久が原３－３２－１２,139.688894,35.580995,JGD2011,03-6410-9405
営利法人,特定相談支援事業所　ワークスタッフ鵜の木,146-0091,大田区鵜の木２－１７－３　ライオンズマンション鵜の木１階,139.679562,35.576165,JGD2011,03-5741-8239
社福法人,特定相談支援事業所　いずみえん,146-0093,大田区矢口３－１－５,139.696103,35.561142,JGD2011,03-3759-5550
他の法人,相談をめぐる冒険,146-0094,大田区東矢口３－３１－８,139.70864,35.560553,JGD2011,03-6715-9324
営利法人,森の実相談室,146-0094,大田区東矢口１－１７－１１　蓮沼ビル１階,139.707068,35.564475,JGD2011,050-3786-8535
社福法人,ケアセンターふらっと,154-0002,世田谷区下馬２－２０－１４,139.675406,35.64064,JGD2011,03-5712-5105
社福法人,相談支援事業所　わいわい,154-0002,世田谷区下馬２－３１－３４－１０１,139.678709,35.642948,JGD2011,03-3414-0141
社福法人,相談室なびお,154-0003,世田谷区野沢４－２２－６　ニューコーポラス１０２号,139.665024,35.633768,JGD2011,070-4437-6727
社福法人,重症心身障害児療育相談センター,154-0005,世田谷区三宿２－３０－９,139.672903,35.650927,JGD2011,03-3413-6781
営利法人,相談支援センター架け橋,154-0012,世田谷区駒沢５－１５－１５　駒沢パークサイドマンション４０１,139.654778,35.622558,JGD2011,03-6805-9397
営利法人,ナイスケア世田谷相談支援センター,154-0012,世田谷区駒沢２－８－６　ゆうコート駒沢１０１,139.659147,35.633526,JGD2011,03-5433-2240
営利法人,桜新町総合支援サービス,154-0014,世田谷区新町２－７－２　富岡ビル３Ｆ,139.650148,35.629371,JGD2011,03-5799-4919
他の法人,自立生活センターハンズ世田谷,154-0021,世田谷区豪徳寺１－３２－２１　スマイルホーム豪徳寺１階,139.649664,35.652896,JGD2011,03-5450-2861
他の法人,相談支援センター　かりんとう,154-0021,世田谷区豪徳寺１－４１－６,139.648102,35.655032,JGD2011,03-3426-0768
社福法人,コンシェルジュ藍,154-0023,世田谷区若林５－２５－１６,139.65583,35.649291,JGD2011,03-6804-0111
他の法人,相談支援センターわんぱく,154-0023,世田谷区若林２－３９－２－２階,139.662001,35.650369,JGD2011,03-6450-8229
他の法人,ソレイユ相談支援センター,154-0023,世田谷区若林３－１７－１２,139.655588,35.643703,JGD2011,03-5779-8157
営利法人,シモキタステーション,155-0032,世田谷区代沢２－２８－８－１ＦＡ,139.668381,35.658276,JGD2011,03-5787-8705
他の法人,team　shien　m.a,156-0042,世田谷区羽根木１－１３－９,139.659554,35.666772,JGD2011,03-6379-5484
社福法人,地域生活支援センターＭＯＴＡ,156-0043,世田谷区松原３－４０－７　パインフィールドビル２０１,139.642533,35.667375,JGD2011,03-3325-0951
社福法人,まつばらけやき相談支援センター,156-0043,世田谷区松原６－４３－１７　松原けやき寮内,139.649311,35.656198,JGD2011,03-6265-7140
区市町村,総合福祉センター相談支援事業所,156-0043,世田谷区松原６－４１－７,139.649747,35.656426,JGD2011,03-5376-3414
営利法人,おおきなき明大前,156-0043,世田谷区松原２－３８－９　明大前グランドハイツ１階,139.647924,35.668519,JGD2011,03-5329-5801
営利法人,相棒相談支援センター,156-0043,世田谷区松原１－３４－１９－３０６,139.651307,35.666836,JGD2011,03-6379-0415
他の法人,東京総合福祉,156-0045,世田谷区桜上水１－１－３－１０４,139.633979,35.657842,JGD2011,03-6318-4222
社福法人,子どもの生活研究所,156-0055,世田谷区船橋１－３０－９,139.620908,35.648043,JGD2011,03-3426-2386
他の法人,マーベラス,156-0057,世田谷区上北沢３－１７－７　ハイムオリオン１０２号室,139.625148,35.66841,JGD2011,03-6326-2659
社福法人,相談支援　ここから,157-0061,世田谷区北烏山３－１１－５,139.60245,35.673914,JGD2011,03-5315-7887
社福法人,相談支援センターちぐさ,157-0061,世田谷区北烏山１－８－２　ＮＴＫビル２階　ちぐさ企画内,139.606936,35.673367,JGD2011,03-5969-8522
他の法人,相談室にじのこ,157-0062,世田谷区南烏山６－３－９　ミールスズキ６０３,139.599998,35.669459,JGD2011,03-5314-2488
営利法人,オレンジケア相談室,157-0065,世田谷区上祖師谷１丁目４１番２８号１０２,139.598373,35.666798,JGD2011,03-5315-5442
営利法人,相談支援ルーム　きたみ,157-0067,世田谷区喜多見８－１５－３５　Ｋ．田中ビル３０７,139.589372,35.635358,JGD2011,03-5438-2776
営利法人,オリーブ・ケア千歳台,157-0071,世田谷区千歳台３－２８－４－１０１,139.613172,35.65282,JGD2011,03-3482-8421
医療法人,サポートセンターきぬた,157-0072,世田谷区祖師谷３－３６－２６　祖師谷セントラルプラザ３階,139.608434,35.645637,JGD2011,03-3483-2471
社福法人,相談支援センターあい,157-0072,世田谷区祖師谷３－２１－１,139.604615,35.642849,JGD2011,03-6411-2289
区市町村,世田谷区発達障害相談・療育センター相談支援事業所,157-0074,世田谷区大蔵２－１０－１８,139.612803,35.634633,JGD2011,03-5727-2235
社福法人,相談支援センターおかもと,157-0076,世田谷区岡本２－３３－２４,139.617132,35.623635,JGD2011,03-3415-3366
営利法人,エムツー・サポート指定特定相談支援事業所,158-0081,世田谷区深沢１－４１－１１－２階,139.660203,35.6186,JGD2011,03-5752-0641
