経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
社福法人,銀杏企画三丁目,113-0033,文京区本郷３－２９－６　カリテス佐々木２階,139.762057,35.706693,JGD2011,03-5684-1016
社福法人,ふる里学舎本郷,113-0033,文京区本郷２－２１－７,139.75911,35.704662,JGD2011,03-5803-2333
他の法人,耕房“輝”,110-0005,台東区上野７－６－１０　ＭＳＫビル４階,139.778742,35.713584,JGD2011,03-3842-7399
他の法人,たいとう福祉作業所,110-0011,台東区三ノ輪１－２７－１１　三ノ輪福祉センター８Ｆ,139.792193,35.729277,JGD2011,03-3871-0681
他の法人,たいとう第二福祉作業所,110-0014,台東区北上野２－３２－３,139.785267,35.719134,JGD2011,03-3843-5580
他の法人,かれん,110-0015,台東区東上野６－２５－５　東京佐藤ビル,139.783761,35.715323,JGD2011,03-5828-1970
他の法人,耕房“光”,110-0015,台東区東上野６－１８－１７　カーサ・ミナガワ２階,139.785106,35.714057,JGD2011,03-6231-7580
社福法人,すてっぷ　つばさ,110-0015,台東区東上野３－８－７　矢口ビル２階,139.780704,35.710496,JGD2011,03-6795-0142
他の法人,RECOVERY,110-0015,台東区東上野６－２１－２　サニーハイツ東上野３０１,139.783917,35.714845,JGD2011,03-6231-6624
営利法人,３Ｂ実用芸術研究所,110-0015,台東区東上野３－９－８,139.780126,35.710251,JGD2011,03-6806-0334
他の法人,たいとう第四福祉作業所,111-0024,台東区今戸２－１８－２,139.80316,35.721671,JGD2011,03-3872-8548
社福法人,おあしす,111-0024,台東区今戸１－１８－１６,139.80406,35.720082,JGD2011,03-6802-4719
他の法人,たいとう第三福祉作業所,111-0041,台東区元浅草３－９－７,139.786015,35.707349,JGD2011,03-5828-8713
他の法人,ラムダ,111-0042,台東区寿３－１９－２　シュロス浅草３０２号室,139.791203,35.707538,JGD2011,03-6802-7248
他の法人,こすもす浅草橋,111-0053,台東区浅草橋１－３４－１０　稲垣ビル６階,139.784579,35.698544,JGD2011,03-6795-1012
社福法人,ユニーク工芸,130-0003,墨田区横川２－３－７　知野ビル１０２,139.812813,35.703241,JGD2011,03-3624-8258
社福法人,空ゆけ未来工房,130-0003,墨田区横川４－１１－２,139.815204,35.70546,JGD2011,03-6658-4933
他の法人,カラコネオフィス,130-0011,墨田区石原３－３０－１０　御谷湯ビル２０１,139.804525,35.701541,JGD2011,03-6284-1787
社福法人,ユニークジョブサポート･ビー,130-0013,墨田区錦糸３－８－２　ＩＫ第５ビル３階、４階,139.814177,35.698711,JGD2011,03-5608-8904
医療法人,錦糸町就労支援センター　ひだまり工房,130-0013,墨田区錦糸３－１１－３　錦糸町北口第２ビル,139.813638,35.699197,JGD2011,03-5809-7301
区市町村,すみだふれあいセンター福祉作業所,130-0021,墨田区緑４－３５－６,139.807489,35.695795,JGD2011,03-5600-2001
他の法人,すみだ花工房,131-0031,墨田区墨田２－１６－５,139.817123,35.731729,JGD2011,03-3619-3187
他の法人,ルーパス,131-0032,墨田区東向島３－３７－８,139.817098,35.72158,JGD2011,03-3616-6479
他の法人,こらーるカフェ,131-0033,墨田区向島３－２－１　向島パークハイツ１階,139.807065,35.713335,JGD2011,03-5819-3651
社福法人,向島七福福祉作業所,131-0033,墨田区向島３－３０－７,139.810106,35.713255,JGD2011,03-3625-1556
区市町村,墨田福祉作業所,131-0041,墨田区八広１－１６－２２,139.822194,35.719811,JGD2011,03-3613-8735
他の法人,隅田作業所,131-0041,墨田区八広３－１－５　ライフスペース９０　１０１号,139.825033,35.718944,JGD2011,03-3616-3465
社福法人,墨田さんさんプラザ,131-0043,墨田区立花四丁目３０番１６号,139.834365,35.710119,JGD2011,03-5631-3305
他の法人,はあとぴーす,131-0044,墨田区文花２－２－９　海老原ビル１階,139.826877,35.707669,JGD2011,03-6657-4438
区市町村,江東区第二あすなろ作業所,135-0001,江東区毛利２－１－１４,139.816566,35.69074,JGD2011,03-3846-6508
社福法人,ピアワーク・オアシス,135-0001,江東区毛利１－７－３　田中ビル,139.812608,35.690634,JGD2011,03-5638-1775
区市町村,江東区こども発達扇橋センター,135-0011,江東区扇橋３－７－２,139.820443,35.682685,JGD2011,03-3699-0316
社福法人,ふれあい工房,135-0015,江東区千石２－２－５,139.815657,35.677278,JGD2011,03-6458-7085
社福法人,オアシス・プラス,135-0021,江東区白河４－７－２,139.809039,35.683066,JGD2011,03-5646-7811
他の法人,新生したまち作業所,135-0023,江東区平野３－７－４　オーク・ミューラル２０１,139.805278,35.678089,JGD2011,03-3641-7303
社福法人,ワークセンターつばさ,135-0031,江東区佐賀２－７－４,139.791593,35.679774,JGD2011,03-5621-4503
営利法人,Ｓｍｉｌｅ　Ｌａｂ　Ｔｏｋｙｏ,135-0042,江東区木場１－４－５　イマス木場ビル５Ｂ,139.804708,35.66867,JGD2011,03-6666-5817
他の法人,らふぁえる,135-0042,江東区木場６－１０－６　ＴＫＹビル５階,139.805822,35.668345,JGD2011,03-5639-5502
社福法人,若竹作業所,135-0043,江東区塩浜２－５－２０　塩浜福祉プラザ内４階,139.805383,35.661932,JGD2011,03-3648-1053
社福法人,自立センターあけぼの,135-0043,江東区塩浜２－５－２０　塩浜福祉プラザ３Ｆ,139.805383,35.661932,JGD2011,03-3648-1245
他の法人,ソフトパワー,136-0071,江東区亀戸４－３８－４－１０１,139.828244,35.702952,JGD2011,03-3684-2360
他の法人,サンフラワーワーキング,136-0072,江東区大島１－６－９,139.822329,35.688443,JGD2011,03-3685-0186
他の法人,すこやか作業所,136-0072,江東区大島４－１－６－１４６,139.8303,35.686555,JGD2011,03-3638-3762
社福法人,のびのび作業所デリバリー,136-0072,江東区大島６－１－４－１０９、１１０、１１１,139.832233,35.691207,JGD2011,03-5628-6617
社福法人,のびのび作業所フーズ,136-0072,江東区大島８－３２－１３　マヒコビル１、２階,139.841829,35.689907,JGD2011,03-6807-0900
他の法人,コミュニティワークＴ＆Ｋ,136-0072,江東区大島８－３２－９,139.841865,35.690288,JGD2011,03-6802-9228
社福法人,ゆめ工房,136-0073,江東区北砂１－１４－４　１階,139.824128,35.6792,JGD2011,03-3644-6773
社福法人,ゆめ工房北砂,136-0073,江東区北砂１－１４－４　２階,139.824128,35.6792,JGD2011,03-3644-0654
社福法人,のびのび作業所エコ,136-0073,江東区北砂３－２２－２０,139.831103,35.680983,JGD2011,03-5665-8180
社福法人,ネットワークゆめ工房,136-0073,江東区北砂１－１７－４　稲見北砂ハイツ１階,139.824745,35.679883,JGD2011,03-3644-1645
社福法人,ドリームクラブハウス,136-0073,江東区北砂１－１５－８,139.824851,35.678436,JGD2011,03-3644-6858
区市町村,江東区あすなろ作業所,136-0074,江東区東砂３－３０－６　東砂福祉プラザ２・３階,139.845296,35.681053,JGD2011,03-3646-6720
社福法人,ドリーム第２,136-0074,江東区東砂６－２０－７,139.840877,35.675198,JGD2011,03-3644-0683
社福法人,高齢障害者通所施設さくら分室,136-0074,江東区東砂６－２－１４,139.841935,35.669829,JGD2011,03-6458-7840
社福法人,第三あすなろ作業所,136-0076,江東区南砂４－３－１０,139.82777,35.674348,JGD2011,03-5606-8531
社福法人,のびのび共同作業所大河,136-0076,江東区南砂３－５－１４　ＯＫ．ＢＬＤＧⅡ４・５階,139.828689,35.672759,JGD2011,03-5634-8558
社福法人,コム・オアシス,136-0076,江東区南砂３－４－６,139.826778,35.673279,JGD2011,03-5690-5959
社福法人,就労継続支援Ｂ型,140-0001,品川区北品川３－７－２１　北品川つばさの家４階,139.740343,35.617874,JGD2011,03-3458-4307
社福法人,第二しいのき学園,140-0002,品川区東品川３－１－８,139.746909,35.617169,JGD2011,03-5479-2941
社福法人,さつき,140-0003,品川区八潮５－３－８,139.75194,35.603204,JGD2011,03-3790-0593
区市町村,品川区立西大井福祉園,140-0015,品川区西大井５－７－２４,139.716615,35.599259,JGD2011,03-3777-0294
社福法人,かもめ第二工房,140-0015,品川区西大井１－８－７,139.723103,35.600904,JGD2011,03-6429-8401
その他,ふれあい作業所西大井,140-0015,品川区西大井４－９－９,139.72022,35.596212,JGD2011,03-3775-4585
区市町村,就労継続支援B型　ガーデン,141-0021,品川区上大崎１－２０－１２,139.722055,35.633172,JGD2011,03-5793-7072
社福法人,かもめ第三工房,141-0031,品川区西五反田２－２４－２,139.7193,35.626012,JGD2011,03-5435-1808
社福法人,トット文化館,141-0033,品川区西品川２－２－１６,139.728539,35.614705,JGD2011,03-3779-0233
その他,ふれあい作業所西品川,141-0033,品川区西品川１－２８－３,139.727725,35.609319,JGD2011,03-3787-5750
社福法人,ブレス（学芸大学）,152-0001,目黒区中央町２－３２－５　スマイルプラザ中央町,139.688775,35.631511,JGD2011,03-5721-6516
他の法人,ＳＵＮ,152-0001,目黒区中央町２－３２－５　スマイルプラザ中央町４Ｆ,139.688775,35.631511,JGD2011,03-3712-0653
他の法人,フードコミュニティ目黒,152-0001,目黒区中央町２－３２－５　スマイルプラザ中央町,139.688775,35.631511,JGD2011,03-5768-0707
他の法人,おおぞら,152-0001,目黒区中央町１－２５－２２,139.690508,35.628733,JGD2011,03-3710-2531
社福法人,あかねの会目黒就労支援室,152-0001,目黒区中央町２－３２－１４,139.688497,35.631111,JGD2011,03-3794-5194
社福法人,しいの実社　学芸大学スマイルプラザ,152-0001,目黒区中央町２－３２－５,139.688775,35.631511,JGD2011,03-5794-9055
社福法人,しいの実社,152-0002,目黒区目黒本町２－７－３,139.693363,35.626628,JGD2011,03-5724-7153
区市町村,目黒区立目黒本町福祉工房,152-0002,目黒区目黒本町１－１４－２４,139.695649,35.628539,JGD2011,03-3714-0514
他の法人,目黒区高次脳機能障害者支援センターいきいき＊せかんど,152-0003,目黒区碑文谷５－１２－１,139.682773,35.624039,JGD2011,03-3713-8207
他の法人,ワークイン翔,152-0032,目黒区平町２－２０－８　マイコート１０１,139.679001,35.613135,JGD2011,03-3723-0571
区市町村,目黒区立かみよん工房,153-0051,目黒区上目黒４－１－２６,139.692041,35.641909,JGD2011,03-3760-3059
区市町村,目黒区立下目黒福祉工房,153-0064,目黒区下目黒３－１０－２,139.711501,35.627873,JGD2011,03-3793-2590
社福法人,のぞみ園,143-0013,大田区大森南２－１５－１,139.740312,35.562626,JGD2011,03-5737-0777
区市町村,大田区立大田福祉作業所,143-0015,大田区大森西三丁目３番９号,139.730637,35.574954,JGD2011,03-3763-8739
社福法人,社会福祉法人東京コロニー　東京都大田福祉工場,143-0015,大田区大森西２－２２－２６,139.728104,35.575279,JGD2011,03-3762-7611
他の法人,P.プロゼクト,143-0016,大田区大森北３－５－３,139.733378,35.584389,JGD2011,03-5493-2533
他の法人,おれんじルーム,143-0024,大田区中央４－２０－３,139.717782,35.580781,JGD2011,03-6303-7150
社福法人,まごめ園,143-0027,大田区中馬込２－３－１９,139.707083,35.594968,JGD2011,03-3773-0777
区市町村,大田区立うめのき園,144-0033,大田区東糀谷五丁目１７番１４－１０１号,139.744579,35.557583,JGD2011,03-3743-3811
区市町村,大田区立しいのき園,144-0034,大田区西糀谷２丁目９番１２号,139.737538,35.560307,JGD2011,03-5705-0033
他の法人,糀谷作業所,144-0044,大田区本羽田１－１８－２１　日興ビル２０２号室,139.727048,35.547208,JGD2011,03-3742-3460
区市町村,大田区立くすのき園,144-0045,大田区南六郷三丁目２３番９号,139.714571,35.541378,JGD2011,03-3732-0141
社福法人,みどり作業所,144-0046,大田区東六郷１－２６－１３,139.717801,35.551932,JGD2011,03-3730-9882
区市町村,大田区立はぎなか園,144-0047,大田区萩中２－１２－２３,139.732391,35.550575,JGD2011,03-5705-6531
社福法人,さわやかワークセンター,144-0051,大田区西蒲田３－１９－１,139.707859,35.568085,JGD2011,03-5747-5670
他の法人,樹林館,144-0051,大田区西蒲田３－１９－１,139.707859,35.568085,JGD2011,03-3752-5959
社福法人,とちの実作業所,144-0051,大田区西蒲田１－１９－１９－１０２,139.712111,35.570854,JGD2011,03-5700-4533
他の法人,ステップ夢,144-0051,大田区西蒲田６－２４－５,139.71087,35.565011,JGD2011,03-3733-3490
社福法人,ＥＮＴＡＳ,144-0051,大田区西蒲田４－４－１－２階,139.716764,35.56971,JGD2011,03-3751-7650
他の法人,アルファ企画,144-0051,大田区西蒲田２－９－１６,139.708853,35.569818,JGD2011,03-3752-2274
社福法人,クッキングワーク街の駅,144-0051,大田区西蒲田３－１８－９,139.708831,35.567777,JGD2011,03-6410-6400
他の法人,喫茶　色えんぴつ,144-0054,大田区新蒲田２－１－１０－１０１,139.708615,35.559414,JGD2011,03-3734-3690
営利法人,サンアップ,144-0055,大田区仲六郷４－６－１５,139.709513,35.544553,JGD2011,03-3737-0895
区市町村,大田区立志茂田福祉センター,144-0056,大田区西六郷１－４－２７,139.711135,35.55599,JGD2011,03-3734-0763
区市町村,大田区立上池台障害者福祉会館　身体障害者作業室　,145-0064,大田区上池台５－５－１,139.701558,35.59557,JGD2011,03-3728-3111
社福法人,はすの実作業所,146-0082,大田区池上５－２８－１－１０８,139.711917,35.573496,JGD2011,03-3752-2150
他の法人,みどりの歩み,146-0085,大田区久が原２－１４－９,139.697504,35.582647,JGD2011,03-6410-4530
社福法人,Beステーション凛,146-0092,大田区下丸子４－６－１６,139.682576,35.571499,JGD2011,03-6715-2675
他の法人,沙らの木,146-0094,大田区東矢口３－１５－２３・２４,139.705338,35.562483,JGD2011,03-3737-9190
他の法人,さぽーと・さら,146-0094,大田区東矢口３－１２－１８　ベルス馬場１０１・１０２,139.703946,35.562428,JGD2011,03-3737-9190
区市町村,世田谷区立下馬福祉工房,154-0002,世田谷区下馬２－２０－１４,139.675406,35.64064,JGD2011,03-5712-5103
区市町村,世田谷区立世田谷福祉作業所,154-0002,世田谷区下馬二丁目３１番３４－１０１号,139.678709,35.642948,JGD2011,03-3414-0141
社福法人,Ｎａｖｉｏけやき,154-0011,世田谷区上馬３－７－８　トーヨーＢＬＤＧ,139.663594,35.634421,JGD2011,03-3421-8701
他の法人,アディクションリハビリテーションセンター　すとぉりぃ,154-0015,世田谷区桜新町１－８－６,139.644192,35.62961,JGD2011,03-3704-7344
社福法人,上町工房,154-0017,世田谷区世田谷３－９－１,139.648617,35.645141,JGD2011,03-3706-0645
他の法人,ハーモニー,154-0017,世田谷区世田谷３－４－１　アップビル２階,139.646739,35.643686,JGD2011,03-5477-3225
他の法人,Ｃｒａｚｙ　Ｃａｔｓ,154-0022,世田谷区梅丘１－２１－９　大津ビル２階,139.654021,35.65561,JGD2011,03-3420-1982
社福法人,Factory藍,154-0023,世田谷区若林５－２－９,139.660421,35.646983,JGD2011,03-3412-1366
他の法人,リバティ世田谷,154-0024,世田谷区三軒茶屋１－２９－１３　ハイツ三軒茶屋２Ｃ－２,139.669598,35.64139,JGD2011,03-6450-9970
他の法人,エイト,155-0031,世田谷区北沢５－２３－２７,139.670756,35.669872,JGD2011,03-3469-5055
社福法人,大原福祉作業所,156-0041,世田谷区大原１－２３－１３,139.661404,35.667561,JGD2011,03-3460-9019
他の法人,白梅福祉作業所,156-0043,世田谷区松原６－４３－１７,139.649311,35.656198,JGD2011,03-3325-5407
区市町村,世田谷区立梅丘ウッドペッカーの森,156-0043,世田谷区松原６－４－１,139.652774,35.656904,JGD2011,03-3327-5917
他の法人,のぞみ園,156-0044,世田谷区赤堤４－２７－１４,139.640411,35.663595,JGD2011,03-5376-7761
社福法人,まごの手便,156-0044,世田谷区赤堤４－３６－１９　関口ビル１階,139.641161,35.664989,JGD2011,03-3324-2391
他の法人,風の谷プロジェクト,156-0055,世田谷区船橋２－２１－２８,139.618816,35.65212,JGD2011,03-3484-0395
他の法人,喫茶室パイン作業所Ⅰ,156-0057,世田谷区上北沢２－１－１　都立松沢病院内,139.618255,35.667094,JGD2011,03-3303-1237
他の法人,ワークランド・フレンドパーク,156-0057,世田谷区上北沢３－１７－７,139.625148,35.66841,JGD2011,03-5374-3895
区市町村,世田谷区立烏山福祉作業所,157-0061,世田谷区北烏山１－２９－１５,139.608405,35.67547,JGD2011,03-3326-8001
社福法人,ちぐさ企画,157-0061,世田谷区北烏山１－８－２　ＮＴＫビル２階,139.606936,35.673367,JGD2011,03-3305-1830
他の法人,さくら美術工房,157-0063,世田谷区粕谷４－２０－１８　幸栄マンション２１１,139.602947,35.665224,JGD2011,03-6317-3014
他の法人,すまいるフラワー,157-0064,世田谷区給田４－１０－１９　ストレンジャーイズミ１階,139.590959,35.66942,JGD2011,03-6909-0355
社福法人,喜多見夢工房,157-0067,世田谷区喜多見９－１－３５,139.589225,35.63716,JGD2011,03-3430-5400
営利法人,就労継続支援B型事業所　TODAY喜多見,157-0067,世田谷区喜多見９－３－１３,139.587442,35.637638,JGD2011,03-5761-9417
他の法人,にゃんこの館,157-0071,世田谷区千歳台３－３－１６　ＨＮ千歳台ビル４階,139.616555,35.650198,JGD2011,03-3482-5052
医療法人,ｎｉｃｏＲｅ,157-0072,世田谷区祖師谷３－４－８　石田ビル１階,139.606326,35.642915,JGD2011,03-3482-8967
社福法人,わくわく祖師谷,157-0072,世田谷区祖師谷３－２１－１,139.604615,35.642849,JGD2011,03-3789-8727
社福法人,世田谷更生館,157-0073,世田谷区砧３－９－１１,139.613559,35.63575,JGD2011,03-3416-7131
区市町村,世田谷区立砧工房,157-0073,世田谷区砧４－３２－１４,139.614531,35.643493,JGD2011,03-3417-4604
社福法人,泉の家,157-0076,世田谷区岡本２－３３－２３,139.616909,35.623694,JGD2011,03-3417-3451
区市町村,世田谷区立岡本福祉作業ホーム,157-0076,世田谷区岡本２－３３－２４,139.617132,35.623635,JGD2011,03-3415-3366
社福法人,社会就労センターパイ焼き窯,158-0082,世田谷区等々力２－３６－１３,139.647035,35.605635,JGD2011,03-3702-0459
社福法人,パイ焼き茶房,158-0082,世田谷区等々力２－１８－１,139.652609,35.605874,JGD2011,03-3703-0415
他の法人,One-Self（ワン－セルフ）,158-0083,世田谷区奥沢８－１－３　奥沢レックス１Ｆ,139.659925,35.602041,JGD2011,03-6809-7735
他の法人,アン,158-0091,世田谷区中町２－２１－１２　なかまちＮＰＯセンター２０５,139.644685,35.61382,JGD2011,03-3702-5523
区市町村,世田谷区立玉川福祉作業所,158-0094,世田谷区玉川１－７－２,139.628015,35.610121,JGD2011,03-3707-0498
社福法人,用賀福祉作業所,158-0097,世田谷区用賀４－７－１,139.630544,35.626913,JGD2011,03-3708-5061
社福法人,就労支援施設ゆに（ＵＮＩ）,158-0098,世田谷区上用賀５－１４－１－１　２階,139.626089,35.630337,JGD2011,03-5797-3560
他の法人,ワークセンターひかわ,150-0011,渋谷区東３－１４－１３　渋谷区ひがし健康プラザ２階,139.709739,35.650895,JGD2011,03-6712-5120
他の法人,福祉作業所おかし屋ぱれっと,150-0011,渋谷区東２－１１－４,139.710919,35.652359,JGD2011,03-3409-3774
社福法人,広尾ジョイワーク,150-0012,渋谷区広尾４－２－１２,139.722279,35.655159,JGD2011,03-6427-6576
区市町村,渋谷区立新橋作業所,150-0013,渋谷区恵比寿１－２７－１０　新橋区民複合施設４Ｆ,139.716347,35.647579,JGD2011,03-3444-5541
他の法人,すみれ工房,150-0022,渋谷区恵比寿南２－２３－１２　エビスサニービル２階,139.709153,35.642107,JGD2011,03-6303-2441
他の法人,ストライドクラブ,150-0046,渋谷区松濤１－２９－１０　渋谷Ｅ－ＢＬＤ２０１,139.694068,35.659824,JGD2011,03-6455-3628
他の法人,みどり工房,151-0051,渋谷区千駄ヶ谷５－３－１２,139.707921,35.682466,JGD2011,03-3356-9517
他の法人,むつみ工房,151-0072,渋谷区幡ケ谷３－４４－１０　フォレスト３,139.672425,35.679932,JGD2011,03-5351-9395
他の法人,ＴＥＮ　ＴＯＮＥ,151-0072,渋谷区幡ヶ谷１－８－４　リッツパラシオ１００１,139.672291,35.675572,JGD2011,03-6276-6181
他の法人,福祉作業所ふれんど,151-0073,渋谷区笹塚２－３３－９,139.663845,35.675077,JGD2011,03-3299-2694
他の法人,ワークささはた,151-0073,渋谷区笹塚３－４８－１－１号棟,139.668161,35.679877,JGD2011,03-3376-8924
他の法人,ワーク＆ショップ＜はらっぱ＞,151-0073,渋谷区笹塚３－９－３　京王ビル２０３,139.669372,35.677322,JGD2011,03-3372-6351
他の法人,ホープ就労支援センター渋谷,151-0073,渋谷区笹塚２－１６－１,139.666234,35.674413,JGD2011,03-6300-5240
社福法人,コロニーもみじやま支援センター,164-0001,中野区中野５－３－３２,139.672271,35.708118,JGD2011,03-5318-9952
社福法人,杉の子　城山,164-0001,中野区中野１－６－１２,139.682509,35.693609,JGD2011,03-3364-5381
他の法人,あとりえふぁんとむ,164-0003,中野区東中野４－２－２　篠木ビル２階・３階,139.685581,35.706541,JGD2011,03-3360-3517
社福法人,中野区仲町就労支援事業所,164-0011,中野区中央３－１９－１,139.674176,35.7004,JGD2011,03-3360-1571
他の法人,ワークセンター翔和,164-0011,中野区中央１－３２－６　フォーチュンハウス２０１,139.684231,35.697956,JGD2011,03-5386-0474
他の法人,中野区東部福祉作業センター,164-0011,中野区中央２－２２－１０,139.680934,35.700775,JGD2011,03-3366-2940
他の法人,カサ　デ　オリーバ,164-0012,中野区本町５－３５－９,139.668352,35.693653,JGD2011,03-5340-8898
社福法人,ふらっとなかの,164-0012,中野区本町５－４０－１４,139.668269,35.691709,JGD2011,03-6805-6580
社福法人,杉の子　弥生,164-0013,中野区弥生町２－５－１１,139.676388,35.691834,JGD2011,03-3373-1236
社福法人,中野区立弥生福祉作業所,164-0013,中野区弥生町４－３６－１５,139.67091,35.689801,JGD2011,03-3384-2939
社福法人,杉の子丸山,165-0021,中野区丸山１－４－５,139.655933,35.723135,JGD2011,03-3385-8565
社福法人,コロニー中野,165-0023,中野区江原町２－６－７,139.668348,35.72911,JGD2011,03-3953-3541
他の法人,すばるカンパニー,165-0033,中野区若宮１－５４－１５,139.650528,35.71993,JGD2011,03-3339-6541
社福法人,杉の子　大和,165-0034,中野区大和町３－１８－２,139.647859,35.711142,JGD2011,03-3336-6294
