"年月[西暦]","調査項目","設問","方法","調査回答者の属性種別","調査回答者の属性","調査数[人]","利用したことがある[人]","実際に利用したことはないが、利用すると思う","利用しないと思う[人]","無回答[人]"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","性・年代別","女性 無回答","0","0","0","0","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","性・年代別","無回答","14","0","1","2","11"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","自営業主・家族従業","86","18","18","42","8"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","会社員・団体職員・公務員","243","49","77","101","16"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","アルバイト・パートタイマー","35","5","11","16","3"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","家事専業","55","15","8","30","2"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","学生","13","1","3","8","1"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","無職","81","10","24","38","9"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","その他","31","9","3","15","4"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","職業別","無回答","14","0","1","1","12"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","居住地区別","芝地区","86","17","22","40","7"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","居住地区別","麻布地区","87","18","17","45","7"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","居住地区別","赤坂地区","81","13","26","37","5"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","居住地区別","高輪地区","146","30","40","65","11"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","居住地区別","芝浦港南地区","139","28","39","59","13"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","居住地区別","無回答","19","1","1","5","12"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","持家（一戸建）","64","12","16","29","7"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","持家（マンション）","267","39","76","130","22"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","借家（一戸建）","9","0","2","7","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","民間の賃貸マンション・アパート","151","46","34","60","11"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","都営住宅・区営住宅・区立住宅","26","6","6","11","3"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","3","3","5","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","社宅・公務員宿舎","10","1","5","4","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","2","1","1"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","その他","5","0","1","4","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","住居形態別","無回答","11","0","0","0","11"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","定住意向別","ずっと住み続けていたい","279","36","72","141","30"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","定住意向別","当分は住んでいたい","203","58","50","77","18"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","7","17","18","3"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","1","1","3","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","定住意向別","近いうちに区外に転居する予定である","13","3","2","5","3"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","定住意向別","わからない","10","2","2","6","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","２　電話を利用して相談する","定住意向別","無回答","3","0","1","1","1"

"第33回港区民世論調査クロス集計表・自殺対策Q29-2","Ver202203",,,,,,,,,
