"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","とても良くなった[人]","良くなった[人]","変わらない[人]","悪くなった[人]","とても悪くなった[人]","無回答[人]"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","性・年代別","女性 60～69歳","55","3","23","21","2","0","6"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","性・年代別","女性 70歳以上","75","8","28","27","0","0","12"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","性・年代別","無回答","10","2","4","2","0","0","2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","自営業主・家族従業","92","4","34","40","5","1","8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","会社員・団体職員・公務員","280","25","92","144","4","2","13"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","アルバイト・パートタイマー","58","5","17","29","3","0","4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","家事専業","94","9","24","50","1","0","10"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","学生","20","3","6","10","0","1","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","無職","83","10","33","29","1","1","9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","その他","26","2","12","8","1","0","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","職業別","無回答","5","0","0","2","0","0","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","居住地区別","芝地区","107","12","34","53","3","1","4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","居住地区別","麻布地区","140","15","41","64","3","3","14"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","居住地区別","赤坂地区","88","9","26","43","3","1","6"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","居住地区別","高輪地区","155","11","53","76","3","0","12"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","居住地区別","芝浦港南地区","164","11","63","76","2","0","12"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","居住地区別","無回答","4","0","1","0","1","0","2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","持家（一戸建）","95","12","35","35","1","1","11"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","持家（マンション）","302","24","99","146","8","4","21"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","借家（一戸建）","7","0","4","2","1","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","民間の賃貸マンション・アパート","171","14","50","95","4","0","8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","都営住宅・区営住宅・区立住宅","28","3","12","8","0","0","5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","2","5","11","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","社宅・公務員宿舎","20","3","6","10","1","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","2","2","0","0","2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","その他","5","0","3","2","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","住居形態別","無回答","6","0","2","1","0","0","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","定住意向別","ずっと住み続けていたい","366","41","122","161","7","3","32"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","定住意向別","当分は住んでいたい","224","11","73","118","6","0","16"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","3","13","20","2","2","2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","定住意向別","近いうちに区外に転居する予定である","9","1","6","2","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","定住意向別","わからない","14","1","4","9","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(4)応対の親切さ","定住意向別","無回答","1","1","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・港区の職員に対する印象Q30-04","Ver202003",,,,,,,,,,,
