項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
1,4,0,0,0,他の世帯員収入,14843,2.1,10.2,7952,2.8,2962,0.7,10180,1.8,16558,2.4,24978,2.4
1,3,0,0,0,事業・内職収入,6722,1,-10.6,1364,0.5,2310,0.5,6187,1.1,8024,1.2,9790,0.9
1,4,0,0,0,家賃収入,3346,0.5,-1.5,775,0.3,1377,0.3,2463,0.4,4415,0.6,4796,0.5
1,4,0,0,0,他の事業収入,1910,0.3,-26.3,334,0.1,57,0,3333,0.6,2087,0.3,2065,0.2
1,4,0,0,0,内職収入,1467,0.2,-3.9,255,0.1,877,0.2,391,0.1,1521,0.2,2930,0.3
1,3,0,0,0,他の経常収入,29447,4.2,-2.8,38786,13.5,42776,10.1,38941,6.8,23937,3.5,17365,1.6
1,4,0,0,0,財産収入,1363,0.2,-11.7,506,0.2,881,0.2,1913,0.3,1807,0.3,1352,0.1
1,4,0,0,0,社会保障給付,26967,3.8,-5.9,36623,12.8,37006,8.7,36984,6.5,21597,3.1,15499,1.5
1,5,0,0,0,公的年金給付,16490,2.4,-18.4,29048,10.1,28546,6.7,23777,4.2,11841,1.7,4830,0.5
1,5,0,0,0,他の社会保障給付,10477,1.5,24.2,7575,2.6,8460,2,13207,2.3,9756,1.4,10669,1
1,4,0,0,0,仕送り金,1117,0.2,995.1,1658,0.6,4890,1.2,44,0,533,0.1,514,0
1,2,0,0,0,特別収入,25780,3.7,139.1,17329,6.1,21664,5.1,23625,4.1,28321,4.1,30639,2.9
1,3,0,0,0,受贈金,1726,0.2,-30.5,266,0.1,1810,0.4,1583,0.3,3318,0.5,1193,0.1
1,3,0,0,0,他の特別収入,24054,3.4,189.8,17063,6,19854,4.7,22041,3.9,25003,3.6,29446,2.8
1,1,0,0,0,実収入以外の受取(繰入金を除く),555528,-,8.4,268002,-,374723,-,525534,-,552938,-,748331,-
1,2,0,0,0,預貯金引出,410576,-,6.2,214918,-,286357,-,388149,-,422708,-,535129,-
1,2,0,0,0,保険金,5429,-,-38.7,5378,-,9589,-,5533,-,5603,-,3172,-
1,3,0,0,0,個人・企業年金保険金,4057,-,-16.1,2871,-,5165,-,5169,-,5153,-,2047,-
1,3,0,0,0,他の保険金,1373,-,-65.8,2507,-,4424,-,365,-,450,-,1125,-
1,2,0,0,0,有価証券売却,247,-,-83.2,-,-,32,-,-,-,524,-,441,-
1,2,0,0,0,土地家屋借入金,7839,-,...,-,-,-,-,33832,-,-,-,-,-
1,2,0,0,0,他の借入金,821,-,470.1,152,-,552,-,73,-,-,-,2322,-
1,2,0,0,0,クレジット購入借入金,123030,-,7.2,47119,-,78057,-,96834,-,123882,-,185571,-
1,2,0,0,0,土地家屋売却,6686,-,...,-,-,-,-,-,-,-,-,20026,-
1,2,0,0,0,実収入以外の受取のその他,901,-,101.1,436,-,135,-,1111,-,221,-,1670,-
1,1,0,0,0,繰入金,155032,-,34.4,66088,-,87411,-,97796,-,191139,-,236195,-
2,0,0,0,0,支払,1412099,-,8.5,620429,-,886784,-,1195123,-,1434016,-,2038211,-
2,1,0,0,0,実支出,505201,-,0.6,267078,-,325698,-,441991,-,475709,-,724642,-
2,2,0,0,0,生計支出,365283,-,-0.7,227962,-,265589,-,342387,-,346751,-,481041,-
2,3,0,0,0,消費支出,343451,100,-4.8,227962,100,265589,100,301570,100,346751,100,443581,100
2,4,1,0,0,食料,93467,27.2,3.2,68467,30,73786,27.8,86319,28.6,94924,27.4,114577,25.8
2,5,1,1,0,穀類,7385,2.2,6.6,6543,2.9,6549,2.5,7157,2.4,7811,2.3,7968,1.8
2,6,1,1,1,米類,1953,0.6,6.6,1893,0.8,1824,0.7,1857,0.6,2176,0.6,1963,0.4
2,6,1,1,2,パン,3033,0.9,-4.8,2605,1.1,2609,1,2908,1,3195,0.9,3365,0.8
2,6,1,1,3,麺類,1790,0.5,26.6,1588,0.7,1602,0.6,1807,0.6,1833,0.5,1913,0.4
2,6,1,1,4,他の穀類,608,0.2,23.3,457,0.2,514,0.2,586,0.2,607,0.2,727,0.2
2,5,1,2,0,魚介類,5954,1.7,14.7,4953,2.2,4952,1.9,5562,1.8,6053,1.7,6971,1.6
2,6,1,2,1,生鮮魚介,3586,1,14.9,3042,1.3,2895,1.1,3374,1.1,3596,1,4244,1
2,6,1,2,2,塩干魚介,998,0.3,12.6,805,0.4,932,0.4,976,0.3,982,0.3,1115,0.3
2,6,1,2,3,魚肉練製品,526,0.2,15.1,455,0.2,471,0.2,504,0.2,539,0.2,584,0.1
2,6,1,2,4,他の魚介加工品,844,0.2,15.8,650,0.3,654,0.2,709,0.2,936,0.3,1027,0.2
2,5,1,3,0,肉類,9625,2.8,21.1,7515,3.3,7466,2.8,8606,2.9,10174,2.9,11708,2.6
2,6,1,3,1,生鮮肉,7936,2.3,22.1,6141,2.7,6057,2.3,7005,2.3,8422,2.4,9771,2.2
2,6,1,3,2,加工肉,1689,0.5,16.2,1373,0.6,1410,0.5,1601,0.5,1751,0.5,1937,0.4
2,5,1,4,0,乳卵類,4750,1.4,15.6,3219,1.4,4253,1.6,4396,1.5,4584,1.3,5837,1.3
2,6,1,4,1,牛乳,1425,0.4,9.9,867,0.4,1302,0.5,1204,0.4,1443,0.4,1804,0.4
2,6,1,4,2,乳製品,2443,0.7,18.7,1566,0.7,2190,0.8,2349,0.8,2300,0.7,2998,0.7
2,6,1,4,3,卵,882,0.3,17,785,0.3,761,0.3,843,0.3,841,0.2,1035,0.2
2,5,1,5,0,野菜・海藻,10478,3.1,17.2,8762,3.8,8777,3.3,9358,3.1,11223,3.2,12144,2.7
2,6,1,5,1,生鮮野菜,7478,2.2,19.6,6180,2.7,6204,2.3,6609,2.2,8198,2.4,8632,1.9
2,6,1,5,2,乾物・海藻,797,0.2,16.7,654,0.3,630,0.2,692,0.2,868,0.3,955,0.2
2,6,1,5,3,大豆加工品,1137,0.3,10.6,992,0.4,961,0.4,1055,0.3,1140,0.3,1336,0.3
2,6,1,5,4,他の野菜・海藻加工品,1066,0.3,9.3,935,0.4,982,0.4,1002,0.3,1017,0.3,1221,0.3
2,5,1,6,0,果物,3012,0.9,6.1,2063,0.9,2447,0.9,2769,0.9,3197,0.9,3609,0.8
2,6,1,6,1,生鮮果物,2643,0.8,5.2,1890,0.8,2154,0.8,2437,0.8,2855,0.8,3102,0.7
2,6,1,6,2,果物加工品,370,0.1,13.1,173,0.1,294,0.1,333,0.1,342,0.1,507,0.1
2,5,1,7,0,油脂・調味料,4410,1.3,23.4,3755,1.6,3745,1.4,4037,1.3,4587,1.3,5103,1.2
2,6,1,7,1,油脂,462,0.1,31.6,392,0.2,404,0.2,433,0.1,463,0.1,533,0.1
2,6,1,7,2,調味料,3948,1.1,22.5,3362,1.5,3341,1.3,3604,1.2,4124,1.2,4570,1
2,5,1,8,0,菓子類,7524,2.2,6.4,5497,2.4,6271,2.4,7258,2.4,8121,2.3,8521,1.9
2,5,1,9,0,調理食品,12695,3.7,6.5,11011,4.8,10992,4.1,11473,3.8,13031,3.8,14689,3.3
2,6,1,9,1,主食的調理食品,5611,1.6,11.2,4814,2.1,4942,1.9,5154,1.7,5864,1.7,6369,1.4
2,6,1,9,2,他の調理食品,7084,2.1,3.1,6197,2.7,6050,2.3,6319,2.1,7167,2.1,8320,1.9
2,5,1,10,0,飲料,5670,1.7,6.8,4023,1.8,4745,1.8,5748,1.9,5679,1.6,6524,1.5
2,6,1,10,1,茶類,1197,0.3,-3.3,974,0.4,1022,0.4,1255,0.4,1281,0.4,1254,0.3
2,6,1,10,2,コーヒー・ココア,1213,0.4,20.3,872,0.4,949,0.4,1077,0.4,1127,0.3,1602,0.4
2,6,1,10,3,他の飲料,3260,0.9,6.4,2177,1,2774,1,3417,1.1,3271,0.9,3668,0.8
2,5,1,11,0,酒類,4470,1.3,23.5,2799,1.2,3324,1.3,4087,1.4,4288,1.2,5879,1.3
2,5,1,12,0,外食,17495,5.1,-24.3,8328,3.7,10265,3.9,15868,5.3,16177,4.7,25625,5.8
2,6,1,12,1,一般外食,16458,4.8,-24,8137,3.6,9560,3.6,14477,4.8,15230,4.4,24371,5.5
2,6,1,12,2,学校給食,1037,0.3,-28.2,191,0.1,705,0.3,1392,0.5,947,0.3,1254,0.3
2,4,2,0,0,住居,29225,8.5,10.7,24153,10.6,33061,12.4,26101,8.7,25583,7.4,33511,7.6
2,5,2,1,0,家賃地代,22131,6.4,20.9,19307,8.5,26739,10.1,14976,5,21245,6.1,26450,6
2,5,2,2,0,設備修繕・維持,7094,2.1,-12.4,4846,2.1,6321,2.4,11125,3.7,4338,1.3,7060,1.6
2,6,2,2,1,設備材料,2631,0.8,12.7,862,0.4,1071,0.4,4804,1.6,1717,0.5,2833,0.6
2,6,2,2,2,工事その他のサービス,4464,1.3,-22.5,3984,1.7,5250,2,6321,2.1,2621,0.8,4227,1
2,4,3,0,0,光熱・水道,20717,6,-2.1,17711,7.8,19214,7.2,20332,6.7,21327,6.2,22162,5
2,5,3,1,0,電気代,9458,2.8,-3,7950,3.5,8503,3.2,9574,3.2,9727,2.8,10068,2.3
2,5,3,2,0,ガス代,5687,1.7,-6.4,4721,2.1,5350,2,5480,1.8,5958,1.7,6109,1.4
2,5,3,3,0,他の光熱,177,0.1,-25.3,270,0.1,272,0.1,157,0.1,178,0.1,125,0
2,5,3,4,0,上下水道料,5394,1.6,5.5,4770,2.1,5089,1.9,5122,1.7,5464,1.6,5860,1.3
2,4,4,0,0,家具・家事用品,14511,4.2,14.9,12343,5.4,11112,4.2,13554,4.5,15256,4.4,17217,3.9
2,5,4,1,0,家庭用耐久財,4921,1.4,35.8,4658,2,3901,1.5,5241,1.7,4718,1.4,5613,1.3
2,6,4,1,1,家事用耐久財,2669,0.8,55.6,1724,0.8,1793,0.7,3178,1.1,2834,0.8,3005,0.7
2,6,4,1,2,冷暖房用器具,1353,0.4,31.2,1009,0.4,1680,0.6,1803,0.6,1287,0.4,953,0.2
2,6,4,1,3,一般家具,899,0.3,2.3,1926,0.8,427,0.2,260,0.1,596,0.2,1655,0.4
2,5,4,2,0,室内装備・装飾品,810,0.2,-15.2,1218,0.5,503,0.2,681,0.2,730,0.2,1013,0.2
2,5,4,3,0,寝具類,1016,0.3,-15.1,379,0.2,534,0.2,647,0.2,1224,0.4,1505,0.3
2,5,4,4,0,家事雑貨,3143,0.9,9.4,2006,0.9,2234,0.8,2778,0.9,3457,1,3971,0.9
2,5,4,5,0,家事用消耗品,3923,1.1,23.8,2955,1.3,3550,1.3,3643,1.2,4308,1.2,4307,1
2,5,4,6,0,家事サービス,697,0.2,-14,1128,0.5,391,0.1,565,0.2,819,0.2,808,0.2
2,4,5,0,0,被服及び履物,13219,3.8,-21.2,5622,2.5,9727,3.7,10873,3.6,12481,3.6,19147,4.3
2,5,5,1,0,和服,171,0,5.6,-,-,422,0.2,23,0,119,0,185,0
2,5,5,2,0,洋服,5535,1.6,-28.4,2480,1.1,3888,1.5,4517,1.5,4986,1.4,8275,1.9
2,6,5,2,1,男子用洋服,1449,0.4,-41.2,782,0.3,1031,0.4,1128,0.4,1494,0.4,2056,0.5
2,6,5,2,2,婦人用洋服,3240,0.9,-24.9,1172,0.5,1939,0.7,2551,0.8,2779,0.8,5228,1.2
2,6,5,2,3,子供用洋服,847,0.2,-10.8,526,0.2,917,0.3,838,0.3,712,0.2,991,0.2
2,5,5,3,0,シャツ・セーター類,2338,0.7,-21.5,963,0.4,1835,0.7,1806,0.6,2298,0.7,3379,0.8
2,6,5,3,1,男子用シャツ・セーター類,714,0.2,-30.9,303,0.1,445,0.2,519,0.2,789,0.2,1060,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1361,0.4,-18.9,571,0.3,1044,0.4,1028,0.3,1233,0.4,2064,0.5
2,6,5,3,3,子供用シャツ・セーター類,263,0.1,-1.9,88,0,347,0.1,260,0.1,275,0.1,255,0.1
2,5,5,4,0,下着類,1037,0.3,-11.2,495,0.2,808,0.3,926,0.3,1144,0.3,1303,0.3
2,6,5,4,1,男子用下着類,271,0.1,-12.3,116,0.1,237,0.1,224,0.1,289,0.1,352,0.1
2,6,5,4,2,婦人用下着類,582,0.2,-12.3,325,0.1,379,0.1,495,0.2,640,0.2,775,0.2
2,6,5,4,3,子供用下着類,183,0.1,-6.2,54,0,193,0.1,206,0.1,215,0.1,176,0
2,5,5,5,0,生地・糸類,164,0,-2.4,243,0.1,63,0,172,0.1,161,0,192,0
2,5,5,6,0,他の被服,933,0.3,-21.2,503,0.2,734,0.3,829,0.3,941,0.3,1210,0.3
2,5,5,7,0,履物類,1822,0.5,-18.8,741,0.3,1334,0.5,1724,0.6,1812,0.5,2444,0.6
2,5,5,8,0,被服関連サービス,1220,0.4,7.4,197,0.1,641,0.2,876,0.3,1022,0.3,2159,0.5
2,4,6,0,0,保健医療,16441,4.8,6.6,10131,4.4,12935,4.9,14016,4.6,15796,4.6,22402,5.1
2,5,6,1,0,医薬品,2536,0.7,8.5,2350,1,2328,0.9,2186,0.7,2877,0.8,2733,0.6
2,5,6,2,0,健康保持用摂取品,1183,0.3,26.3,755,0.3,1931,0.7,921,0.3,979,0.3,1275,0.3
2,5,6,3,0,保健医療用品・器具,3909,1.1,40.6,2161,0.9,3636,1.4,3424,1.1,4115,1.2,4701,1.1
2,5,6,4,0,保健医療サービス,8814,2.6,-5.9,4865,2.1,5039,1.9,7486,2.5,7825,2.3,13693,3.1
2,4,7,0,0,交通・通信,39244,11.4,-15.3,24375,10.7,30295,11.4,32910,10.9,38660,11.1,53272,12
2,5,7,1,0,交通,8252,2.4,-38,2623,1.2,4429,1.7,6042,2,9322,2.7,12480,2.8
2,5,7,2,0,自動車等関係費,16199,4.7,-11.7,10400,4.6,13116,4.9,12264,4.1,14087,4.1,24169,5.4
2,6,7,2,1,自動車等購入,4267,1.2,-23.5,1860,0.8,4001,1.5,799,0.3,3663,1.1,8263,1.9
2,6,7,2,2,自転車購入,706,0.2,37.4,463,0.2,747,0.3,698,0.2,393,0.1,995,0.2
2,6,7,2,3,自動車等維持,11227,3.3,-8.3,8078,3.5,8368,3.2,10768,3.6,10032,2.9,14910,3.4
2,5,7,3,0,通信,14793,4.3,0.7,11351,5,12750,4.8,14604,4.8,15251,4.4,16624,3.7
2,4,8,0,0,教育,28602,8.3,-12,18066,7.9,14371,5.4,21494,7.1,33041,9.5,41100,9.3
2,5,8,1,0,授業料等,21277,6.2,-12.1,16577,7.3,11388,4.3,17875,5.9,22105,6.4,29740,6.7
2,5,8,2,0,教科書・学習参考教材,410,0.1,6.5,176,0.1,182,0.1,420,0.1,428,0.1,587,0.1
2,5,8,3,0,補習教育,6915,2,-12.5,1313,0.6,2801,1.1,3199,1.1,10508,3,10773,2.4
2,4,9,0,0,教養娯楽,34598,10.1,-15.4,19391,8.5,21112,7.9,29607,9.8,35051,10.1,49274,11.1
2,5,9,1,0,教養娯楽用耐久財,4025,1.2,21.9,1497,0.7,1168,0.4,3473,1.2,4767,1.4,6171,1.4
2,5,9,2,0,教養娯楽用品,8333,2.4,-0.6,4641,2,6404,2.4,7026,2.3,8368,2.4,11275,2.5
2,5,9,3,0,書籍・他の印刷物,3618,1.1,-0.9,2640,1.2,2121,0.8,3053,1,4033,1.2,4766,1.1
2,5,9,4,0,教養娯楽サービス,18621,5.4,-27.1,10613,4.7,11419,4.3,16055,5.3,17884,5.2,27063,6.1
2,6,9,4,1,宿泊料,1927,0.6,-47.9,451,0.2,978,0.4,1415,0.5,1268,0.4,3647,0.8
2,6,9,4,2,パック旅行費,1638,0.5,-62.6,915,0.4,1252,0.5,926,0.3,1637,0.5,2617,0.6
2,6,9,4,3,月謝類,4968,1.4,-11.6,3716,1.6,2127,0.8,4750,1.6,4820,1.4,7202,1.6
2,6,9,4,4,他の教養娯楽サービス,10089,2.9,-14.9,5531,2.4,7062,2.7,8964,3,10159,2.9,13597,3.1
2,4,10,0,0,その他の消費支出,53428,15.6,-7.8,27705,12.2,39977,15.1,46364,15.4,54633,15.8,70920,16
2,5,10,1,0,諸雑費,27245,7.9,3.9,14367,6.3,19082,7.2,25266,8.4,25632,7.4,37183,8.4
2,6,10,1,1,理美容サービス,3846,1.1,1.9,2669,1.2,2798,1.1,3183,1.1,3470,1,5418,1.2
2,6,10,1,2,理美容用品,6258,1.8,7.6,3089,1.4,4799,1.8,5614,1.9,6313,1.8,8281,1.9
2,6,10,1,3,身の回り用品,2551,0.7,-22.1,862,0.4,1495,0.6,1947,0.6,2299,0.7,4097,0.9
2,6,10,1,4,たばこ,1297,0.4,61.1,1640,0.7,1415,0.5,1041,0.3,1225,0.4,1410,0.3
2,6,10,1,5,他の諸雑費,13293,3.9,5.8,6108,2.7,8574,3.2,13481,4.5,12325,3.6,17978,4.1
2,5,10,2,0,こづかい,9456,2.8,-11.2,4783,2.1,9285,3.5,8233,2.7,11246,3.2,10328,2.3
2,5,10,3,0,交際費,13725,4,-19.3,8294,3.6,10134,3.8,11672,3.9,13614,3.9,18518,4.2
2,6,10,3,0,食料,2997,0.9,-25.3,1815,0.8,1838,0.7,2092,0.7,3073,0.9,4483,1
2,6,10,3,0,家具・家事用品,241,0.1,35.4,486,0.2,208,0.1,177,0.1,176,0.1,269,0.1
2,6,10,3,0,被服及び履物,369,0.1,-41,98,0,250,0.1,311,0.1,442,0.1,506,0.1
2,6,10,3,0,教養娯楽,505,0.1,-51.2,190,0.1,309,0.1,458,0.2,481,0.1,733,0.2
2,6,10,3,0,他の物品サービス,430,0.1,4.4,260,0.1,332,0.1,281,0.1,226,0.1,765,0.2
2,6,10,3,6,贈与金,3838,1.1,-28.1,2468,1.1,3727,1.4,3759,1.2,3043,0.9,4828,1.1
2,6,10,3,7,他の交際費,5346,1.6,-1.2,2978,1.3,3470,1.3,4593,1.5,6173,1.8,6936,1.6
2,5,10,4,0,仕送り金,3003,0.9,-25.7,261,0.1,1476,0.6,1193,0.4,4142,1.2,4890,1.1
2,3,0,0,0,土地家屋購入,21831,-,193.8,-,-,-,-,40816,-,-,-,37460,-
2,3,0,0,0,（再掲）教育関係費,32873,9.6,-11.9,18816,8.3,16359,6.2,25354,8.4,37258,10.7,47746,10.8
2,3,0,0,0,（再掲）教養娯楽関係費,37183,10.8,-22.8,18480,8.1,22760,8.6,31466,10.4,37185,10.7,53933,12.2
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,6841,2,-27.1,2729,1.2,5203,2,4951,1.6,7185,2.1,9718,2.2
2,3,0,0,0,（再掲）経常消費支出,248850,72.5,-,174203,76.4,207259,78,225111,74.6,253759,73.2,304628,68.7
2,3,0,0,0,（再掲）情報通信関係費,18267,5.3,0.7,14363,6.3,16691,6.3,18529,6.1,18278,5.3,19941,4.5
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,303119,88.3,-5.1,199220,87.4,223324,84.1,269719,89.4,310320,89.5,392090,88.4
2,2,0,0,0,その他の実支出,139918,-,4.5,39116,-,60109,-,99604,-,128959,-,243601,-
2,3,0,0,0,直接税,67230,-,6.1,13762,-,22194,-,39655,-,56404,-,131486,-
2,4,0,0,0,勤労所得税,33077,-,9,4479,-,6703,-,16158,-,23512,-,72538,-
2,4,0,0,0,個人住民税,27546,-,6.9,5983,-,9844,-,17970,-,26396,-,50145,-
2,4,0,0,0,他の税,6606,-,-8.8,3300,-,5646,-,5528,-,6497,-,8804,-
2,3,0,0,0,社会保険料,72633,-,2.9,25087,-,37915,-,59879,-,72485,-,112092,-
2,4,0,0,0,公的年金保険料,43916,-,4.1,13978,-,22502,-,35894,-,44354,-,68220,-
2,4,0,0,0,健康保険料,23495,-,1.2,8722,-,12435,-,19753,-,23253,-,35789,-
2,4,0,0,0,介護保険料,3779,-,-0.6,1999,-,2291,-,3054,-,3430,-,5789,-
2,4,0,0,0,他の社会保険料,1444,-,7.7,387,-,687,-,1179,-,1449,-,2294,-
2,3,0,0,0,その他,56,-,7.7,267,-,1,-,70,-,69,-,22,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),772860,-,9.7,301227,-,483449,-,679228,-,786378,-,1104872,-
2,2,0,0,0,預貯金,574766,-,4.9,250584,-,372925,-,514834,-,561670,-,813831,-
2,2,0,0,0,保険料,24686,-,-6.3,7109,-,12568,-,21216,-,25940,-,37104,-
2,3,0,0,0,個人・企業年金保険料,6443,-,32.1,791,-,1003,-,4288,-,5200,-,13144,-
2,3,0,0,0,他の保険料,18244,-,-15.1,6318,-,11565,-,16927,-,20740,-,23960,-
2,2,0,0,0,有価証券購入,8034,-,136.2,216,-,1024,-,2707,-,15728,-,13622,-
2,2,0,0,0,土地家屋借金返済,49588,-,6.7,11246,-,23633,-,45821,-,67120,-,63820,-
2,2,0,0,0,他の借金返済,1320,-,-34.2,1136,-,1027,-,1594,-,1077,-,1473,-
2,2,0,0,0,クレジット購入借入金返済,113575,-,46.3,30525,-,71113,-,92431,-,114209,-,173679,-
2,2,0,0,0,実支出以外の支払のその他,892,-,11.6,412,-,1159,-,626,-,633,-,1344,-
2,1,0,0,0,繰越金,134038,-,41.4,52124,-,77638,-,73903,-,171929,-,208697,-
3,0,0,0,0,可処分所得,561620,-,4.1,247223,-,364541,-,472189,-,560980,-,810084,-
3,0,0,0,0,黒字,218168,-,21.9,19261,-,98953,-,170618,-,214229,-,366503,-
3,1,0,0,0,金融資産純増,191234,-,5.8,37612,-,90539,-,145074,-,174503,-,325814,-
3,3,0,0,0,貯蓄純増,183447,-,2.5,37397,-,89547,-,142366,-,159298,-,312634,-
3,4,0,0,0,預貯金純増,164190,-,1.7,35665,-,86568,-,126684,-,138961,-,278702,-
3,4,0,0,0,保険純増,19257,-,10,1731,-,2979,-,15682,-,20337,-,33932,-
3,3,0,0,0,有価証券純購入,7787,-,302.8,216,-,992,-,2707,-,15204,-,13181,-
3,1,0,0,0,土地家屋借金純減,41749,-,-10.2,11246,-,23633,-,11990,-,67120,-,63820,-
3,1,0,0,0,他の借金純減,498,-,-73.3,984,-,475,-,1521,-,1077,-,-849,-
3,1,0,0,0,クレジット購入借入金純減,-9455,-,74.5,-16594,-,-6945,-,-4404,-,-9673,-,-11892,-
3,1,0,0,0,土地家屋純増,15145,-,114.9,-,-,-,-,40816,-,-,-,17434,-
3,1,0,0,0,その他の純増,-9,-,-102.6,-23,-,1024,-,-486,-,412,-,-326,-
3,1,0,0,0,繰越純増,-20995,-,-2.2,-13964,-,-9773,-,-23893,-,-19210,-,-27498,-
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,
第１７表　年間収入階級別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,
