実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）
meimoku,nen,対前年（同月）名目増加率_令和 2年,-,-,-,-,16.8,7.7,2.4,-11.4,8.4,112.5,5.1,5,353.9,19,-1.2,-2,-2,4.9,4.9,9.9,17.6,22,15,22.3,19.8,5.7,5.8,13.2,21,-42.7,21.9,-13.5,38.7,8,8,6.4,-11.3,12.1,2.2,-10.2,-6.2,12.4,11.9,18.8,-6.1,-30.8,-96.7,-23.3,-45.1,4.1,-15.1,-28.2,-25.2,-44.1,15.2,4.9,3.4,10.2,21.8,1.5,-53.7,23.7,11.1,-20.5,-9.8,163.6,-69.9,-21.7,39.5,-21.5,-1.2,-32.5,-15.4,-18.4,3.3,-18.6,36.6,-,5.4,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 1月,-,-,-,-,-30.4,-28.1,-6.1,-58.3,52.9,46,-61.8,-61.4,-44.8,-34.3,-1.9,-0.3,-0.3,-0.3,-8.9,-9.1,-4.8,24.3,0.1,1.4,1.2,-14.3,4.1,-10.5,-14.1,13.1,-63.8,-28.8,-79.7,4.1,4.9,-0.5,1.6,12.4,34.2,57.2,56.3,11.8,29.1,12.3,14,40.1,-,65.4,56.1,-3.5,7,2.3,65.8,11,50.7,-5.7,35.5,54.7,73.5,-3.7,-4.6,-2.9,-3.9,362.9,173.3,...,...,16.1,-31.7,6.1,-1.4,33.5,-5.3,-1.4,-27,-10.5,...,-,-23,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 2月,-,-,-,-,3,3.2,19,-48.7,83.2,246.4,-0.5,-0.2,-15.5,6.2,1.6,5.7,5.7,13.1,8.2,3.4,9.1,44.5,11.8,24.3,8.7,4,19.8,33.5,16.9,0.3,97.4,-46.8,185,3.8,6.4,0.5,-13,6.4,-15.4,-80.3,24.3,72.9,75.7,59.3,37.3,46.8,-100,118.9,45.5,90.7,18.3,-10.4,-13.2,-47.3,20.4,18.6,61.2,13.8,17.8,-18.5,-27.5,-19.3,-11.7,-88.2,-90.2,-100,...,-9.9,73.8,-8.2,4.5,-19.9,-14.8,-17.7,-59.4,7.1,165.7,-,-22.3,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 3月,-,-,-,-,-19,-15.8,-18,-51.1,0.7,143,-69.3,-83.5,-30.4,-47.7,2,-1,-1,8,11.5,8.7,17.6,46,21.3,24.3,21,-1.7,8.8,23.8,8.3,-38.8,41.8,-37.7,176.3,7.7,8.2,3.8,4.5,14.4,-10.4,-60.3,-39.2,39.8,17,53.3,117.8,-14.4,...,-4.1,-36.4,8.5,-61.9,-6.3,-8.3,-50.4,34,16,21.8,16.2,45.3,9.2,-51.3,39.4,38.1,-70.1,254.7,807.4,-96.9,-35.7,76,-8.2,-2.4,-54.7,-7.2,2.1,19.7,-26.3,...,-,53.4,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 4月,-,-,-,-,13.5,-5.6,-19,-28.9,-14.4,85.8,-6.2,-5.2,...,16.5,-16.3,-16.7,-16.7,-0.8,3,1.9,16.6,35.7,20.8,33.3,17.3,-3.8,0.2,9.1,19.3,-78,-30.5,-44.1,-12.6,11.4,11.5,15.2,-10.3,7.6,11.4,357.1,52.2,-70.4,-34.5,39.5,-72.3,-63.2,-,-64.7,-87.8,-50.8,-75,-69.2,-51.8,-35.6,-2.3,7.2,35.6,39.4,-14.3,-17.7,-84.5,-7.1,19.2,-54,-54.2,-31.7,-100,-37.1,113.2,-31.8,12.8,-56.2,-35.5,-20.8,-4.9,-61.4,...,-,-14.1,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 5月,-,-,-,-,1.3,-10,-25.4,-19.5,-27.8,80.3,-33,24.2,118.7,86.7,-17,-16.8,-16.8,2.3,4,8.3,16.5,36.9,19,41.4,33.4,1.3,3.3,8.1,15.2,-70.5,-1.7,-66.3,76,3.6,3.3,0.5,-35.9,11.8,30.7,164.2,32.3,-13.4,-27.8,7.7,-19.9,-48.7,-100,-38.8,-68.9,-10,-67,-28.2,-30.9,-53.9,-28.2,24.4,-51.6,-48.4,-31.2,-41.8,-82,-47.8,-13.5,-94.7,-95.9,450,...,-30.5,176.9,-27.6,-6,-51.7,-22.6,-20.3,22.3,-40.2,319.9,-,-18.4,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 6月,-,-,-,-,26.2,1.9,-21.4,-22.1,-21.3,84.3,3.4,2.5,...,23.7,17.9,12.1,12.1,9.6,-0.4,5.7,24,35.5,14.5,43.5,25.7,14.1,16.4,31.2,40.7,-50.8,85.1,-20.9,167.4,21.4,19.9,23.1,-92.2,27.1,47.5,45.7,57.1,165.6,15.7,42.7,99.1,-39.2,-,-36.3,-60.5,16.3,53.1,-24.2,-43.6,-41.6,4.6,-4.7,7.1,89.7,-5.2,150,-69.5,452.8,37.9,-40.5,-45.4,...,71.4,-33,10.7,-23,8.9,-48.6,-19.6,-25,20.3,-33.5,...,-,38.4,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 7月,-,-,-,-,206.7,78.6,16.3,7.2,19.1,100.3,206.7,60.1,...,...,-2.7,0.7,0.7,5.2,6.4,23.9,16.3,15.2,18.2,22,23.3,10.4,6.3,14.1,46.4,-54,50.6,-6.3,63.3,5.7,9.7,7.4,-91.7,-1.1,16.8,12.7,-2.5,-31.9,55,5.9,50.3,-54.7,-,-66,-57.8,13,-50.8,-47.3,-49.5,-82.4,33.1,6.3,-25.7,-42.4,88.8,-49.5,-58,-69.5,-8.4,...,...,-100,...,-18.4,542,-29.3,-3.7,-44.2,-3.1,-10.8,73.4,-10.5,-5.4,-,-30.2,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 8月,-,-,-,-,14.2,11.8,37.1,7.7,47.1,117.7,8.5,9.1,150.8,14.4,-0.6,-2.6,-2.6,3.9,0.1,10.3,18.1,10.3,26.8,19.5,33.5,6.3,4.1,16.4,9,-50.7,-18.9,88.2,-38.4,8.4,-1.1,16.4,-92.5,21.6,30.7,20.1,679.8,27.2,3.8,7.8,75.1,-43.7,-96.4,-54.1,-40.7,-12.7,-53,-37.1,-3.8,-8.8,68.5,16.3,42.2,86.4,83.3,1.7,-28.8,2,20.9,-91.2,-98.6,-100,...,-12.5,46,-7.7,-7.6,-20,-23.7,-26.9,1.3,-25.3,-82.8,-,12.7,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 9月,-,-,-,-,26.3,41.4,-8,-25.6,0.3,191,179.7,199,-54.8,28.4,-6.1,-8.2,-8.2,2.9,2.9,18.9,36.2,12.4,17.3,13.3,14.2,3.1,1.9,1.2,7.3,-48.7,72.2,37.4,90.9,0.5,-3.7,9.5,-51.9,6.8,-20.5,-38.6,-44.4,324.8,-6.5,-25.1,-55.5,-25.2,112.5,-24.8,-35.5,-9.1,128.4,-39.5,-15.1,-70.4,2.4,-6.3,-11.4,17.1,5,-12.6,-60.3,22.4,-5,...,...,-,-,-26.1,-39.8,-17.6,-1.1,-32.7,-32.5,-34.1,4.8,-31.9,-96.6,-,23.4,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年10月,-,-,-,-,14.8,14.8,-15.1,-32.3,-7.1,109.8,15.5,15.2,8,18.5,3.8,6.9,6.9,9.7,15.1,25.7,28.6,6.8,21.5,27.5,25,28.1,-1.7,14.8,26.2,-35.6,31.9,2.2,47,19.3,18.6,18.7,68.9,19.5,-37,-67.2,-30.4,-51.8,18.5,39.9,-26.9,-28.5,-97.4,-22.1,-17.1,48,54.3,-24,10.8,-22.6,38.8,10.2,8.3,238.3,29.2,14.8,-28,74,-0.6,...,...,-100,...,-10.2,-10.1,-17,-5.6,-9.4,2.3,9.2,5.8,1.4,-91.6,-,-12.6,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年11月,-,-,-,-,53.2,47.4,16.9,36.9,7.6,94.5,155.6,247,108.4,11.1,21.4,15.5,15.5,4.7,0.6,10.3,21.7,4.4,9.8,16.3,25.4,13.9,1.9,14.9,39.2,-34.6,223.5,144.3,259.7,12.3,22.8,7.4,-15.2,-0.3,13.7,43.8,-24.3,-25.3,3.4,24.7,-24.1,-43.8,-99.7,-32.4,-48,-24.7,37.2,-22.4,-63.3,-62.9,-5.7,-15.3,-21.4,96,-12.5,96.1,-58.6,269,61.4,...,...,-100,...,-25.3,50,-12.8,1.8,-38.5,-10.9,-22.4,-3.6,3.2,-84.2,-,201.7,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年12月,-,-,-,-,17.7,17.4,72.5,216.8,37.4,107,11.2,11.8,31,18.6,-11.1,-13.9,-13.9,2.5,14.7,12.9,14.7,1,0.8,11.3,12.3,11.3,6.4,7.3,33.9,-48.9,-45.3,-24.1,-52.2,2.8,1.5,-3,0.9,11.8,-23.1,-38.2,-81.7,33.8,7.8,3.6,-19.6,-23.9,-,-17.1,-60.3,49.8,-4.5,-30.4,-16.3,-10,-18.9,0.6,59.3,-47.1,-17.4,-25.7,-70.5,-40.5,18,...,...,-100,277,-27.8,-17.4,-39.9,-11.1,-24.9,-9.3,-35.5,32.1,15.4,-53.2,-,10.9,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,19.9,19.2,27.8,30.8,25.1,28.4,18.2,18.3,39.5,22.9,-,-,7.6,3,3.2,-2.5,-6,0.6,-3,1.2,3.3,4.3,1.7,9.3,16.6,20.8,29,8.7,45.9,-0.6,-1.6,0.3,13.5,-0.7,6.9,9.2,72,9.8,-9,4.1,9,2.5,66.4,-1.3,-0.4,-1.4,-,9.4,15.4,3.2,4.7,26.5,-10.1,18.8,0.3,18.8,13.7,36,6.2,-73.7,-75.8,-59.2,-27.2,3.1,45.3,2.8,4.2,-0.5,-,27.1,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-6.5,-5.6,28.8,-3.6,60.5,-31.4,-7.2,-7.1,-28.2,-8.5,-,-,-3,-2,0.7,-3.4,3.4,0.7,-1.8,-4.2,-3.5,3.3,3.9,-2.4,-14.5,-10,-8.5,-1.8,-12,3.7,7.2,1.2,14.7,-0.2,-3,-4.9,20.1,-42.7,2.7,0.5,2.7,-9.8,-51.5,-4.9,-9.4,-2.9,-,-12.5,-9.5,-21,-6.8,14.5,-11,-13.9,-10,1.9,-14.4,14.5,1.7,426.1,393.2,157.9,-,4.9,77.4,-2.4,-1.4,1,-,-21.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-,-,-0.9,3.3,0.2,0.8,4.9,-3.7,5.5,4.4,7.7,-2,2.6,10.9,6.4,6.3,-10.4,-3.9,-14.4,-9.4,-10.7,-10.1,0.5,-8,13.2,24.1,0.7,61.1,10,7.6,-4.5,3.4,-18.4,6.7,-1.6,1.7,-,7.7,-5.5,9.2,4.5,8.5,17.1,2.9,2,-10.4,-1.3,-24.3,1.3,-7,2,-59.6,-35.8,-3.5,-12.6,7.5,-7.8,-4,-,0.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,-,-,4,2.7,-0.3,0.7,-0.3,10.2,-1.7,-1.6,4.4,1.6,9.8,10.6,8.8,1.7,24.5,5.3,39.8,5.6,0.5,13.6,15.3,4.2,1.9,-7.3,6.8,3.1,6.6,15.2,9,5.2,16.9,0.7,2.1,28,-,17.6,1,-0.6,4.6,3.8,10.2,5.7,4,11,2.7,27.1,0.6,82.7,61.3,115.3,219.4,-4.6,-5.2,-4.7,1.7,-6.2,-,6.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,-,-,2.8,-0.4,-2.2,-0.9,2.2,1.8,0.2,1.5,-0.7,-1.9,-7.5,-0.5,15.1,1.3,10.2,1.3,15,-1.6,2.5,-7.2,-25.2,2.5,9.7,44.2,-5.9,53,-17.9,-5.6,-4.6,-0.5,75.2,-6.3,14.9,-14.5,-,-8.2,28.8,-22.8,1.8,-0.1,8.3,23.1,-2.5,1.1,-0.5,4.7,-3.2,-64.8,-68.9,-28,-53.6,6.1,2.5,-0.8,-5.9,10.8,-,14,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-7.1,-5.5,-5.9,-40.8,8.4,16,-6.5,-8.5,-43,-6.7,-,-,-6.9,-2,-0.7,-10.1,3.3,2.4,-1.7,-7.2,3.4,-0.5,4.3,-2.2,-5.8,-6.7,-18.5,-27.1,-15.3,-6.1,-9.8,-0.6,13.6,-7.2,-4.9,-15.3,2,-25,4,4.4,14.2,-8.4,23.1,-7.7,-15,-12.1,-,4.5,-11.6,7.5,-4,4.7,-2.7,-13.6,-4.8,0,0.1,-2.3,3.7,-39.6,-50.2,-22.3,-17.7,-3.5,-16.1,14,5.7,-7.9,-,-9.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.5,-2.4,-2.1,84.1,-21.4,19,-3.6,-2.4,-7.7,-4.7,-,-,1.7,0.5,1.2,1.5,-0.5,5.4,2.3,2.7,-1.5,-2.6,1.8,2,-7.6,-2.1,4.4,46.6,-14.5,3.2,4.4,1.3,-21.3,7.5,-4,-5.8,-34.2,-17,6,-0.2,9.6,8.4,20.8,24.9,8,3.6,-,-12.1,-8.7,-5.8,-3.8,-6.8,-1,-25.2,0.9,7.2,2.2,8.4,11,338.1,641.2,-23.1,-27,-0.1,-19.9,-5.9,-9.3,5.9,-,-11.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-1,-2.9,-10.6,2.4,-17.5,-2.8,-2,-4,75.4,2.7,-,-,-9.1,-1.5,-5.5,0.3,0.1,-2.5,-4.1,-8.1,0,-1.4,7.6,2.5,2.4,-8.2,-5.1,-20.7,6.6,-3.3,-1.4,-1.8,-6.5,-7.8,-6.4,-7.8,0.6,-8.1,-8.7,3.2,-19.4,-10.3,102,-26.5,-4.7,-10.8,-,-8,7.1,-3.7,-16.1,-6.7,-9.9,-2.3,-21.9,-21.2,-19.1,-32.7,-7.9,-80.1,-84.6,9.1,-27.1,-14.7,-3.1,-15.3,-3.9,-17.6,-,-1.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-6.8,-4.9,-30.1,-34.4,-27.3,-15.7,-1.5,1.9,-48.4,-8.8,-,-,1.5,0.3,0.3,-9.6,0.5,9,0.7,5.1,2.8,0.1,-1.6,-1.7,12.4,0.1,-5,-9,-3,0.5,-1.4,-0.7,29.2,2.6,-2.7,-3.8,-17.1,26.2,-6.2,-0.3,-6.5,-6.8,-94.7,2.6,-7.3,-5,-,-5.5,2.1,-15.5,10,-0.6,-17.6,30.9,15.5,15.1,-5.9,24.9,20.2,-15,-27,-95.7,29.9,-0.8,-4.3,-0.9,-1.6,-0.3,-,-10.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,20.6,19.3,74.8,63.2,81.6,-41.6,18.4,16.6,73.1,23.4,-,-,3.6,1.3,3.7,-4.4,4.7,-7.7,1.4,-1.2,2.5,8.4,0.7,10.1,-18.8,7.5,8.5,13.1,6.4,1.2,1.4,-1.2,-23.2,5.9,15,33.6,29.8,-26.4,6.3,9.1,9.2,-3.8,531.3,-9,-12.1,-4.6,-,0,-7.5,30.3,1.6,7.4,20.3,-1.3,-1.9,11,13.2,22.7,-2.5,127.7,229.6,699.2,-34.6,2.4,27.6,14.8,-4.6,-0.9,-,22.4,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,8.4,9.3,29.4,13,38.2,21.8,6.6,7.5,-16.2,8.3,-,-,-0.4,-1.6,-1.2,-8.4,-10.9,-3.1,-7.6,-9.8,-3.8,3.1,7.4,1.8,3.3,8.2,-10.7,-18.4,-7.2,-8.3,-7,-6.7,4.2,-13.8,6.7,7.2,-3.8,34.3,2.4,5.5,-1.6,18.9,145.2,23.8,32.4,1.3,-,19.5,1,-4.9,3.6,5.7,1.6,16,1,-3.4,2.7,-16,10.9,71.6,57,37.1,189.9,5.4,6.3,16.3,3.1,2.6,-,-3.9,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_令和 2年,-,-,-,-,16.8,7.7,2.4,-11.4,8.4,112.5,5.1,5,353.9,19,-,-,-2,3.6,4.9,11.1,17.2,21.2,12,16,19.2,3.7,5.3,12.6,20.5,-44,20,-13.7,32.6,11.5,13.2,11.1,-8.2,10.2,0.3,-9.7,-6.8,9.1,7.6,15.6,-8.4,-32.1,-96.8,-25.4,-46.1,3.2,-,-28.2,-25.4,-45.3,14.3,3.8,2.3,5.9,21.9,1.1,-54.2,23.7,10.9,-14.9,-0.8,160.2,-70.6,-21.1,36.2,-23.3,-2.2,-31,-,-18,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 1月,-,-,-,-,-31,-28.7,-6.8,-58.6,51.7,44.8,-62.1,-61.7,-45.2,-34.8,-,-,-1.1,-1.7,-10.2,-8.3,-4.8,22.1,1.5,-0.8,0.9,-17.5,2.4,-10.7,-14.6,9.4,-64.4,-28.9,-80.7,5.9,7.9,2.5,-4.6,10.3,32,56.6,62,7.2,27.8,7.7,9.6,35.6,-,57.7,53.2,-3.8,-,3.1,58.5,7.4,48.8,-7,33.6,48.5,72.5,-4.9,-6.6,-5.9,-2.2,393,198.7,-,-,13.9,-32,2.4,-2.9,31.3,-,-0.6,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 2月,-,-,-,-,2.5,2.7,18.4,-49,82.3,244.7,-1,-0.7,-15.9,5.7,-,-,5.2,11.6,7.3,4,8,40.8,14,22.8,8.5,1.1,17.8,32.3,16.2,-3,93.9,-46.9,171.9,6.8,10.9,5.1,-17.3,4.4,-17.1,-80.2,23.3,68.5,71.7,52.3,31.5,43.4,-100,110.9,43.6,87.3,-,-9.5,-13.6,-49.1,18.9,17.3,59.4,9.1,17.1,-19.3,-29,-21.3,-9.7,-87.4,-89.3,-100,-,-10.7,71.9,-11.3,2.9,-19.9,-,-17.3,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 3月,-,-,-,-,-19.4,-16.2,-18.4,-51.3,0.2,141.8,-69.5,-83.6,-30.7,-48,-,-,-1.5,6.4,10.4,10.1,17.8,43.1,19.2,24.2,20.8,-4.4,6.8,22.7,7.4,-40.8,39.4,-37.8,163.9,10.9,12.9,9,1.8,12.3,-11.9,-59.6,-39.3,34.4,14,47,108.6,-16,-,-7.3,-35.5,6.4,-,-5.9,-9.8,-52,32.4,14.5,20.2,11.4,44.6,8.5,-52.3,37.2,41.2,-68.2,287.7,797.5,-97,-36.8,72.2,-11.1,-4,-55.2,-,3,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 4月,-,-,-,-,13.3,-5.8,-19.2,-29,-14.6,85.4,-6.4,-5.4,-,16.3,-,-,-16.9,-2.9,2.6,2.8,17.3,36.4,12.3,25.8,16.8,-6,-1.2,8,18.2,-78.7,-31.7,-44.2,-16.8,14.3,15.4,20.5,-7,5.6,10.5,376.6,50.8,-71.4,-36.8,34.9,-73,-63.8,-,-65.8,-87.9,-51.1,-,-68.8,-51.5,-37.2,-3.2,6,34.1,33.1,-14.2,-17.5,-84.8,-6.7,21.8,-49.9,-48.1,-32.8,-100,-37.2,110.9,-33.7,11.4,-55.8,-,-19.8,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 5月,-,-,-,-,0.8,-10.4,-25.8,-19.9,-28.2,79.4,-33.3,23.6,117.6,85.8,-,-,-17.2,0.1,4.1,9.4,16.2,36.5,10.9,35.4,31.6,-1.6,1.6,7.6,14.1,-71.3,-3.7,-66.3,66,5.6,5.8,4.7,-31.3,9.7,28.5,168.8,30,-17.4,-30.8,4.9,-22,-49.6,-100,-40.5,-69.3,-10.5,-,-27.8,-30.4,-55.1,-28.8,23,-52.1,-50.4,-31.1,-41.7,-82.5,-46.9,-12.9,-94.2,-95.4,440.8,-,-31.3,171.5,-29.7,-7.1,-52,-,-19.7,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 6月,-,-,-,-,25.8,1.6,-21.6,-22.3,-21.5,83.7,3.1,2.2,-,23.3,-,-,11.8,8,-0.5,7.3,23.8,35.1,10.4,39.5,22.8,12,15.5,29.5,39.3,-52.1,81.6,-21,153,23.1,22.1,27.3,-91.7,24.7,45.3,48.4,52.8,156.6,11,39.5,93.9,-40.5,-,-38.3,-61.3,13.7,-,-24.8,-43.7,-43.1,3.5,-7,4.5,82.1,-5.1,147.8,-70.2,456.7,35.5,-33.7,-38.1,-,79.9,-33.5,5.9,-25,7.7,-48.5,-,-24.2,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 7月,-,-,-,-,204.6,77.4,15.5,6.5,18.3,98.9,204.6,59,-,-,-,-,0,3.3,6.1,25.4,16.4,15.9,10.9,17,22.7,9,5.2,13.1,45.4,-55.2,47.6,-6.4,54.5,7.3,12.5,9.9,-91.2,-2.9,14.3,12.8,-4.2,-34.8,47.9,3.7,46.3,-55.8,-,-67.2,-59.1,11.7,-,-46.9,-49.4,-82.8,31.7,4.1,-27.2,-45,89,-50,-58.6,-69.4,-10.1,-,-,-100,-,-20.1,510.3,-30.4,-4.6,-45.4,-,-9.8,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 8月,-,-,-,-,13.9,11.5,36.7,7.4,46.7,117,8.2,8.8,150,14.1,-,-,-2.9,1,-0.6,12.3,18.7,10.2,9.7,7,32.6,5.6,4.3,14.8,8.2,-52,-20.5,88,-41.8,9.9,2.2,17.7,-92.2,19.3,27.6,21.1,633.6,20.8,-1.4,5.8,70.5,-44.9,-96.5,-55.5,-41.8,-14.2,-,-38.2,-4.2,-11.1,67,14.6,40.1,78,83.5,1,-29.3,2.2,18.6,-90.3,-98.4,-100,-,-9.7,37.9,-9.2,-8.3,-15.3,-,-25.9,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 9月,-,-,-,-,26,41.1,-8.2,-25.7,0.1,190.4,179.1,198.4,-54.9,28.1,-,-,-8.4,1,3.2,16.3,35.3,12,15.9,-6.8,15.2,2.2,2.8,0.4,6.1,-50,68.8,37.3,80.3,2.6,0.9,10.4,-50.1,4.8,-22.5,-38.2,-45.4,310.8,-12.9,-27,-56.7,-27.2,108.5,-27.3,-37.1,-10.1,-,-40.4,-17.5,-71.1,1.6,-7.5,-12.5,12.5,5.1,-13.4,-60.6,22.2,-6.8,-,-,-,-,-24.5,-43.2,-19.7,-2.2,-29.6,-,-33.3,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年10月,-,-,-,-,15.3,15.3,-14.8,-32,-6.7,110.6,16,15.7,8.4,19,-,-,7.3,8.7,16.4,26.5,28.1,6.1,18.3,14.9,24.8,26,-0.5,14.5,27.3,-36,30.9,1.9,44.4,23.5,26.6,22.1,82.6,17.3,-37.9,-67.7,-28.7,-52.2,13.6,39.2,-27.2,-29.6,-97.4,-24.2,-19,48,-,-23.6,11.8,-23,38.9,10.9,9,228.8,30,14.8,-27.6,76.6,-3,-,-,-100,-,-6.1,-10.7,-18.6,-5.9,-2.4,-,8.1,-,-,-,-,-,,
