項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
2,6,10,3,6,贈与金,6879,2.2,-15.9,6557,3,8974,3.3,7250,2.2,3435,1,7006,1.5
2,6,10,3,7,他の交際費,4251,1.3,-1.9,2627,1.2,3032,1.1,4397,1.4,5738,1.7,6035,1.3
2,5,10,4,0,仕送り金,2934,0.9,9.6,102,0,1763,0.7,1646,0.5,5609,1.6,6290,1.4
2,3,0,0,0,土地家屋購入,11710,-,215.1,-,-,-,-,30449,-,-,-,27096,-
2,3,0,0,0,（再掲）教育関係費,22308,7,0.1,4661,2.1,9969,3.7,21004,6.5,39656,11.4,43634,9.6
2,3,0,0,0,（再掲）教養娯楽関係費,33783,10.6,-23,19424,8.9,25825,9.6,33409,10.3,36304,10.5,55310,12.2
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9813,3.1,-9.6,6659,3.1,10737,4,8897,2.7,9043,2.6,13296,2.9
2,3,0,0,0,（再掲）経常消費支出,231042,72.3,-,169037,77.7,204714,76.4,235378,72.4,251177,72.4,305958,67.3
2,3,0,0,0,（再掲）情報通信関係費,16877,5.3,6.9,12769,5.9,16007,6,18285,5.6,18121,5.2,20165,4.4
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,277418,86.8,-3.9,186483,85.7,230621,86,279925,86.1,309481,89.2,396780,87.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,
第３表　年間収入階級別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,
