項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,有業者の有無／有業者なし／実数（円）,有業者の有無／有業者なし／構成比（％）,有業者の有無／有業者あり／実数（円）,有業者の有無／有業者あり／構成比（％）,世帯人員別／2人／実数（円）,世帯人員別／2人／構成比（％）,世帯人員別／3人以上／実数（円）,世帯人員別／3人以上／構成比（％）
2,6,1,2,4,他の魚介加工品,1202,0.5,1177,0.5,1246,0.5,1142,0.5,1356,0.5
2,5,1,3,0,肉類,7540,2.9,6855,2.6,8741,3.2,6513,2.6,10208,3.4
2,6,1,3,1,生鮮肉,6105,2.3,5565,2.1,7047,2.6,5274,2.1,8266,2.8
2,6,1,3,2,加工肉,1434,0.5,1290,0.5,1694,0.6,1239,0.5,1943,0.7
2,5,1,4,0,乳卵類,4959,1.9,4853,1.9,5146,1.9,4592,1.8,5918,2
2,6,1,4,1,牛乳,1573,0.6,1497,0.6,1707,0.6,1451,0.6,1893,0.6
2,6,1,4,2,乳製品,2505,0.9,2475,0.9,2557,0.9,2329,0.9,2962,1
2,6,1,4,3,卵,881,0.3,882,0.3,882,0.3,812,0.3,1063,0.4
2,5,1,5,0,野菜・海藻,12612,4.8,12337,4.7,13098,4.9,12010,4.8,14178,4.8
2,6,1,5,1,生鮮野菜,8593,3.3,8309,3.2,9092,3.4,8178,3.3,9669,3.3
2,6,1,5,2,乾物・海藻,983,0.4,952,0.4,1038,0.4,956,0.4,1055,0.4
2,6,1,5,3,大豆加工品,1437,0.5,1417,0.5,1472,0.5,1337,0.5,1694,0.6
2,6,1,5,4,他の野菜・海藻加工品,1600,0.6,1660,0.6,1496,0.6,1539,0.6,1759,0.6
2,5,1,6,0,果物,5021,1.9,5266,2,4609,1.7,4973,2,5152,1.7
2,6,1,6,1,生鮮果物,4465,1.7,4692,1.8,4082,1.5,4455,1.8,4495,1.5
2,6,1,6,2,果物加工品,556,0.2,574,0.2,527,0.2,518,0.2,658,0.2
2,5,1,7,0,油脂・調味料,4223,1.6,4055,1.6,4509,1.7,3850,1.5,5193,1.8
2,6,1,7,1,油脂,488,0.2,484,0.2,493,0.2,455,0.2,573,0.2
2,6,1,7,2,調味料,3735,1.4,3571,1.4,4016,1.5,3395,1.4,4620,1.6
2,5,1,8,0,菓子類,5989,2.3,5737,2.2,6439,2.4,5417,2.2,7479,2.5
2,5,1,9,0,調理食品,12597,4.8,12090,4.6,13466,5,11128,4.4,16423,5.5
2,6,1,9,1,主食的調理食品,5400,2,5344,2,5494,2,4884,1.9,6746,2.3
2,6,1,9,2,他の調理食品,7197,2.7,6746,2.6,7972,3,6244,2.5,9678,3.3
2,5,1,10,0,飲料,4907,1.9,4716,1.8,5252,1.9,4484,1.8,6008,2
2,6,1,10,1,茶類,1364,0.5,1185,0.5,1682,0.6,1209,0.5,1767,0.6
2,6,1,10,2,コーヒー・ココア,923,0.4,902,0.3,965,0.4,840,0.3,1142,0.4
2,6,1,10,3,他の飲料,2619,1,2629,1,2604,1,2436,1,3099,1
2,5,1,11,0,酒類,3633,1.4,3992,1.5,2973,1.1,3767,1.5,3269,1.1
2,5,1,12,0,外食,6247,2.4,5239,2,8010,3,5139,2,9126,3.1
2,6,1,12,1,一般外食,6225,2.4,5212,2,7998,3,5139,2,9048,3.1
2,6,1,12,2,学校給食,22,0,27,0,12,0,-,-,78,0
2,4,2,0,0,住居,22975,8.7,23067,8.8,23262,8.6,24082,9.6,19952,6.7
2,5,2,1,0,家賃地代,5244,2,4364,1.7,6830,2.5,5428,2.2,4758,1.6
2,5,2,2,0,設備修繕・維持,17731,6.7,18703,7.2,16432,6.1,18654,7.4,15194,5.1
2,6,2,2,1,設備材料,6498,2.5,6381,2.4,6793,2.5,6684,2.7,5992,2
2,6,2,2,2,工事その他のサービス,11233,4.3,12322,4.7,9639,3.6,11970,4.8,9202,3.1
2,4,3,0,0,光熱・水道,22219,8.4,20679,7.9,24912,9.2,20135,8,27641,9.3
2,5,3,1,0,電気代,10684,4.1,10184,3.9,11559,4.3,9817,3.9,12947,4.4
2,5,3,2,0,ガス代,6018,2.3,5524,2.1,6879,2.6,5610,2.2,7081,2.4
2,5,3,3,0,他の光熱,438,0.2,371,0.1,545,0.2,433,0.2,444,0.1
2,5,3,4,0,上下水道料,5079,1.9,4600,1.8,5930,2.2,4274,1.7,7169,2.4
2,4,4,0,0,家具・家事用品,11414,4.3,11521,4.4,11228,4.2,10960,4.4,12638,4.3
2,5,4,1,0,家庭用耐久財,4094,1.6,4720,1.8,3023,1.1,4293,1.7,3624,1.2
2,6,4,1,1,家事用耐久財,2573,1,3011,1.2,1896,0.7,2894,1.2,1778,0.6
2,6,4,1,2,冷暖房用器具,1305,0.5,1509,0.6,895,0.3,1194,0.5,1604,0.5
2,6,4,1,3,一般家具,216,0.1,200,0.1,231,0.1,205,0.1,242,0.1
2,5,4,2,0,室内装備・装飾品,517,0.2,534,0.2,495,0.2,533,0.2,471,0.2
2,5,4,3,0,寝具類,796,0.3,576,0.2,1157,0.4,680,0.3,1095,0.4
2,5,4,4,0,家事雑貨,1983,0.8,1845,0.7,2246,0.8,1788,0.7,2493,0.8
2,5,4,5,0,家事用消耗品,3163,1.2,2985,1.1,3468,1.3,2840,1.1,4003,1.4
2,5,4,6,0,家事サービス,862,0.3,862,0.3,840,0.3,827,0.3,952,0.3
2,4,5,0,0,被服及び履物,6156,2.3,6041,2.3,6359,2.4,5905,2.3,6826,2.3
2,5,5,1,0,和服,11,0,6,0,19,0,6,0,25,0
2,5,5,2,0,洋服,2226,0.8,2206,0.8,2275,0.8,2151,0.9,2440,0.8
2,6,5,2,1,男子用洋服,961,0.4,1161,0.4,621,0.2,1024,0.4,802,0.3
2,6,5,2,2,婦人用洋服,1219,0.5,1028,0.4,1555,0.6,1126,0.4,1469,0.5
2,6,5,2,3,子供用洋服,47,0,17,0,99,0,-,-,170,0.1
2,5,5,3,0,シャツ・セーター類,1173,0.4,1192,0.5,1128,0.4,1127,0.4,1288,0.4
2,6,5,3,1,男子用シャツ・セーター類,349,0.1,348,0.1,353,0.1,314,0.1,439,0.1
2,6,5,3,2,婦人用シャツ・セーター類,818,0.3,843,0.3,761,0.3,813,0.3,828,0.3
2,6,5,3,3,子供用シャツ・セーター類,6,0,1,0,14,0,-,-,21,0
2,5,5,4,0,下着類,883,0.3,846,0.3,954,0.4,849,0.3,977,0.3
2,6,5,4,1,男子用下着類,330,0.1,373,0.1,253,0.1,310,0.1,380,0.1
2,6,5,4,2,婦人用下着類,547,0.2,471,0.2,686,0.3,539,0.2,574,0.2
2,6,5,4,3,子供用下着類,6,0,1,0,16,0,-,-,23,0
2,5,5,5,0,生地・糸類,141,0.1,139,0.1,145,0.1,149,0.1,121,0
2,5,5,6,0,他の被服,546,0.2,575,0.2,497,0.2,529,0.2,591,0.2
2,5,5,7,0,履物類,772,0.3,715,0.3,867,0.3,751,0.3,823,0.3
2,5,5,8,0,被服関連サービス,404,0.2,363,0.1,474,0.2,344,0.1,561,0.2
2,4,6,0,0,保健医療,20467,7.8,18911,7.2,23111,8.6,19553,7.8,22887,7.7
2,5,6,1,0,医薬品,3566,1.4,3761,1.4,3222,1.2,3463,1.4,3833,1.3
2,5,6,2,0,健康保持用摂取品,1741,0.7,1717,0.7,1764,0.7,1792,0.7,1613,0.5
2,5,6,3,0,保健医療用品・器具,2680,1,2787,1.1,2478,0.9,2443,1,3317,1.1
2,5,6,4,0,保健医療サービス,12480,4.7,10645,4.1,15648,5.8,11856,4.7,14125,4.8
2,4,7,0,0,交通・通信,25486,9.7,24862,9.5,27424,10.2,24015,9.6,29643,10
2,5,7,1,0,交通,2619,1,2540,1,2753,1,2434,1,3098,1
2,5,7,2,0,自動車等関係費,12464,4.7,12021,4.6,14084,5.2,11621,4.6,14961,5.1
2,6,7,2,1,自動車等購入,4209,1.6,4184,1.6,4951,1.8,3347,1.3,6677,2.3
2,6,7,2,2,自転車購入,252,0.1,359,0.1,64,0,313,0.1,88,0
2,6,7,2,3,自動車等維持,8004,3,7478,2.9,9069,3.4,7961,3.2,8197,2.8
2,5,7,3,0,通信,10403,3.9,10301,3.9,10586,3.9,9960,4,11584,3.9
2,4,8,0,0,教育,1684,0.6,1096,0.4,2756,1,122,0,5792,2
2,5,8,1,0,授業料等,1532,0.6,915,0.4,2649,1,117,0,5256,1.8
2,5,8,2,0,教科書・学習参考教材,29,0,47,0,1,0,4,0,93,0
2,5,8,3,0,補習教育,123,0,135,0.1,106,0,-,-,443,0.1
2,4,9,0,0,教養娯楽,24980,9.5,25098,9.6,24952,9.3,23991,9.5,27580,9.3
2,5,9,1,0,教養娯楽用耐久財,2647,1,2492,1,2915,1.1,2207,0.9,3795,1.3
2,5,9,2,0,教養娯楽用品,4776,1.8,4517,1.7,5249,1.9,4302,1.7,6018,2
2,5,9,3,0,書籍・他の印刷物,4441,1.7,4584,1.8,4196,1.6,4414,1.8,4510,1.5
2,5,9,4,0,教養娯楽サービス,13118,5,13505,5.2,12592,4.7,13067,5.2,13259,4.5
2,6,9,4,1,宿泊料,686,0.3,617,0.2,819,0.3,633,0.3,834,0.3
2,6,9,4,2,パック旅行費,1348,0.5,1655,0.6,890,0.3,1567,0.6,785,0.3
2,6,9,4,3,月謝類,1939,0.7,1746,0.7,2297,0.9,1659,0.7,2646,0.9
2,6,9,4,4,他の教養娯楽サービス,9145,3.5,9487,3.6,8585,3.2,9209,3.7,8993,3
2,4,10,0,0,その他の消費支出,45919,17.4,50678,19.4,37640,14,47444,18.9,42083,14.2
2,5,10,1,0,諸雑費,19414,7.4,20224,7.7,18043,6.7,19393,7.7,19510,6.6
2,6,10,1,1,理美容サービス,2983,1.1,2969,1.1,3011,1.1,2905,1.2,3180,1.1
2,6,10,1,2,理美容用品,3806,1.4,3597,1.4,4185,1.6,3595,1.4,4351,1.5
2,6,10,1,3,身の回り用品,854,0.3,889,0.3,790,0.3,825,0.3,937,0.3
2,6,10,1,4,たばこ,679,0.3,743,0.3,567,0.2,804,0.3,347,0.1
2,6,10,1,5,他の諸雑費,11092,4.2,12027,4.6,9492,3.5,11264,4.5,10696,3.6
2,5,10,2,0,こづかい,6052,2.3,7464,2.9,3594,1.3,5324,2.1,7992,2.7
2,5,10,3,0,交際費,19405,7.4,22104,8.5,14721,5.5,21836,8.7,13144,4.4
2,6,10,3,0,食料,4410,1.7,4980,1.9,3407,1.3,4977,2,2932,1
2,6,10,3,0,家具・家事用品,81,0,45,0,144,0.1,73,0,105,0
2,6,10,3,0,被服及び履物,303,0.1,306,0.1,299,0.1,350,0.1,182,0.1
2,6,10,3,0,教養娯楽,797,0.3,841,0.3,722,0.3,836,0.3,704,0.2
2,6,10,3,0,他の物品サービス,349,0.1,387,0.1,288,0.1,414,0.2,176,0.1
2,6,10,3,6,贈与金,10322,3.9,12077,4.6,7287,2.7,11373,4.5,7646,2.6
2,6,10,3,7,他の交際費,3144,1.2,3468,1.3,2574,1,3814,1.5,1398,0.5
2,5,10,4,0,仕送り金,1048,0.4,886,0.3,1282,0.5,891,0.4,1437,0.5
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,2164,0.8,1591,0.6,3206,1.2,535,0.2,6438,2.2
2,3,0,0,0,（再掲）教養娯楽関係費,26516,10.1,26764,10.2,26285,9.7,25714,10.2,28660,9.7
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,11370,4.3,12963,5,8570,3.2,12263,4.9,9083,3.1
2,3,0,0,0,（再掲）経常消費支出,196130,74.4,192485,73.7,202649,75.2,185157,73.6,224855,75.9
2,3,0,0,0,（再掲）情報通信関係費,14407,5.5,14350,5.5,14511,5.4,13919,5.5,15702,5.3
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,225137,85.4,220930,84.6,232821,86.4,211732,84.2,260380,87.9
2,2,0,0,0,その他の実支出,37089,-,35405,-,40204,-,35061,-,42407,-
2,3,0,0,0,直接税,16813,-,16542,-,17394,-,16888,-,16577,-
2,4,0,0,0,勤労所得税,478,-,-,-,1349,-,198,-,1223,-
2,4,0,0,0,個人住民税,5114,-,4268,-,6758,-,4637,-,6367,-
2,4,0,0,0,他の税,11220,-,12275,-,9287,-,12053,-,8987,-
2,3,0,0,0,社会保険料,20266,-,18848,-,22808,-,18163,-,25822,-
2,4,0,0,0,公的年金保険料,2270,-,504,-,5396,-,992,-,5669,-
2,4,0,0,0,健康保険料,11491,-,11356,-,11769,-,10607,-,13810,-
2,4,0,0,0,介護保険料,6461,-,6988,-,5517,-,6547,-,6225,-
2,4,0,0,0,他の社会保険料,45,-,-,-,126,-,17,-,119,-
2,3,0,0,0,その他,10,-,14,-,1,-,10,-,9,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),350733,-,322208,-,401548,-,315284,-,444865,-
2,2,0,0,0,預貯金,279272,-,268354,-,297789,-,259023,-,333878,-
2,2,0,0,0,保険料,15642,-,6440,-,32148,-,7219,-,37243,-
2,3,0,0,0,個人・企業年金保険料,1147,-,1158,-,1112,-,868,-,1938,-
2,3,0,0,0,他の保険料,14496,-,5282,-,31036,-,6350,-,35305,-
2,2,0,0,0,有価証券購入,993,-,692,-,1507,-,697,-,1731,-
2,2,0,0,0,土地家屋借金返済,2877,-,1505,-,5341,-,1509,-,6496,-
2,2,0,0,0,他の借金返済,378,-,170,-,727,-,424,-,254,-
2,2,0,0,0,クレジット購入借入金返済,50815,-,44209,-,63434,-,45587,-,64692,-
2,2,0,0,0,実支出以外の支払のその他,755,-,839,-,602,-,825,-,570,-
2,1,0,0,0,繰越金,82993,-,65803,-,112792,-,63940,-,132796,-
3,0,0,0,0,可処分所得,223687,-,204076,-,258043,-,202781,-,279604,-
3,0,0,0,0,黒字,-40002,-,-57067,-,-11561,-,-48644,-,-16488,-
3,1,0,0,0,金融資産純増,-7634,-,-25578,-,22331,-,-19140,-,23815,-
3,3,0,0,0,貯蓄純増,-8504,-,-26074,-,20824,-,-19664,-,22084,-
3,4,0,0,0,預貯金純増,5592,-,1987,-,9723,-,2476,-,15693,-
3,4,0,0,0,保険純増,-14096,-,-28061,-,11102,-,-22141,-,6392,-
3,3,0,0,0,有価証券純購入,870,-,496,-,1507,-,524,-,1731,-
3,1,0,0,0,土地家屋借金純減,2877,-,1505,-,5341,-,1509,-,6496,-
3,1,0,0,0,他の借金純減,-64,-,-328,-,405,-,-115,-,62,-
3,1,0,0,0,クレジット購入借入金純減,-12087,-,-12460,-,-11466,-,-12149,-,-12083,-
3,1,0,0,0,土地家屋純増,-2597,-,-,-,-6947,-,-,-,-9724,-
3,1,0,0,0,その他の純増,95,-,-132,-,480,-,-35,-,424,-
3,1,0,0,0,繰越純増,-20592,-,-20074,-,-21705,-,-18714,-,-25479,-
,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,
第３２表　有業者の有無別及び世帯人員別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,
