区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,2,半耐久財,247,0.1,34.2,55,0,202,0.1,92,0,148,0.1,192,0.1,400,0.1,636,0.1
2,4,サービス,31546,10,9.4,4755,4.3,5139,3.1,23578,11.3,20055,7.8,18809,6.1,21411,5.6,126745,16.4
2,0,光熱・水道（非耐久財）,18820,6,2,13250,12,17322,10.5,14613,7,18034,7,21095,6.9,21951,5.7,25430,3.3
2,0,家具・家事用品,14317,4.5,16.5,4025,3.7,6245,3.8,7256,3.5,10969,4.3,19075,6.2,22398,5.8,30145,3.9
2,1,耐久財,6188,2,32.1,648,0.6,922,0.6,372,0.2,4252,1.7,9095,3,10410,2.7,17549,2.3
2,2,半耐久財,3972,1.3,5.8,1412,1.3,2273,1.4,3483,1.7,3152,1.2,4408,1.4,6707,1.7,6345,0.8
2,3,非耐久財,3205,1,16.3,1735,1.6,2622,1.6,2804,1.3,3005,1.2,4157,1.4,4313,1.1,3795,0.5
2,4,サービス,951,0.3,-13,230,0.2,428,0.3,598,0.3,561,0.2,1415,0.5,968,0.3,2456,0.3
2,0,被服及び履物,14616,4.6,-17.5,2154,2,5769,3.5,8995,4.3,12703,4.9,17054,5.6,15994,4.1,39538,5.1
2,2,半耐久財,13131,4.2,-21.7,2118,1.9,5478,3.3,8295,4,11879,4.6,16129,5.3,15162,3.9,32765,4.2
2,4,サービス,1485,0.5,54.5,36,0,292,0.2,700,0.3,823,0.3,924,0.3,832,0.2,6773,0.9
2,0,保健医療,18292,5.8,4.2,4693,4.3,7726,4.7,13689,6.6,18677,7.3,16437,5.4,24839,6.4,41839,5.4
2,1,耐久財,1092,0.3,-2.1,-,-,217,0.1,615,0.3,890,0.3,2258,0.7,1875,0.5,1784,0.2
2,2,半耐久財,339,0.1,-18.7,176,0.2,339,0.2,534,0.3,212,0.1,68,0,729,0.2,311,0
2,3,非耐久財,5890,1.9,14.5,2276,2.1,3717,2.2,5149,2.5,7232,2.8,6148,2,8258,2.1,8427,1.1
2,4,サービス,10970,3.5,0.8,2241,2,3453,2.1,7391,3.6,10344,4,7963,2.6,13977,3.6,31317,4.1
2,0,交通・通信,41610,13.2,37.3,10243,9.3,18690,11.3,20579,9.9,24619,9.6,40000,13,44062,11.4,132697,17.2
2,1,耐久財,10013,3.2,903.3,1,0,978,0.6,238,0.1,306,0.1,2983,1,511,0.1,64906,8.4
2,2,半耐久財,1477,0.5,-18.8,16,0,142,0.1,144,0.1,1187,0.5,750,0.2,1089,0.3,6993,0.9
2,3,非耐久財,1782,0.6,-20.1,687,0.6,1401,0.8,1656,0.8,1846,0.7,2264,0.7,2530,0.7,2081,0.3
2,4,サービス,28338,9,12.1,9539,8.7,16169,9.8,18541,8.9,21280,8.3,34003,11.1,39933,10.4,58716,7.6
2,0,教育,17149,5.4,38.1,101,0.1,1693,1,4453,2.1,6619,2.6,8254,2.7,18325,4.8,80329,10.4
2,3,非耐久財,118,0,-41.9,-,-,-,-,125,0.1,4,0,388,0.1,150,0,161,0
2,4,サービス,17030,5.4,39.4,101,0.1,1693,1,4328,2.1,6615,2.6,7867,2.6,18174,4.7,80168,10.4
2,0,教養娯楽,34500,10.9,-15.1,9737,8.8,16542,10,19894,9.6,27662,10.8,35881,11.7,49920,12.9,81580,10.6
2,1,耐久財,1746,0.6,-50.2,164,0.1,726,0.4,702,0.3,21,0,3717,1.2,4480,1.2,2396,0.3
2,2,半耐久財,4410,1.4,-5.6,1006,0.9,1799,1.1,2499,1.2,3365,1.3,4031,1.3,7754,2,10371,1.3
2,3,非耐久財,6222,2,-2.7,3279,3,5336,3.2,4447,2.1,6326,2.5,6514,2.1,8933,2.3,8692,1.1
2,4,サービス,22122,7,-15.1,5288,4.8,8681,5.2,12246,5.9,17950,7,21619,7,28753,7.5,60122,7.8
2,0,諸雑費,25047,7.9,7.7,6362,5.8,11464,6.9,14621,7,22608,8.8,28915,9.4,37665,9.8,53506,6.9
2,1,耐久財,346,0.1,-27.5,210,0.2,160,0.1,72,0,182,0.1,435,0.1,563,0.1,795,0.1
2,2,半耐久財,2088,0.7,-28.5,532,0.5,692,0.4,698,0.3,1800,0.7,2323,0.8,3206,0.8,5349,0.7
2,3,非耐久財,6427,2,17.8,2161,2,3699,2.2,4117,2,6164,2.4,7131,2.3,10809,2.8,10860,1.4
2,4,サービス,16187,5.1,12.3,3459,3.1,6913,4.2,9733,4.7,14462,5.6,19026,6.2,23088,6,36503,4.7
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年11月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,
注1)財・サービス別結果は、品目別分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注2)消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
