項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
2,5,1,2,0,魚介類,7949,3,9.9,8202,3.1,6528,3.6,6865,3.7,8402,2.9,8585,2.9,4880,2.2
2,6,1,2,1,生鮮魚介,4465,1.7,9.6,4629,1.7,3652,2,3848,2.1,4726,1.6,4855,1.7,2439,1.1
2,6,1,2,2,塩干魚介,1410,0.5,9.6,1451,0.5,1124,0.6,1179,0.6,1501,0.5,1531,0.5,911,0.4
2,6,1,2,3,魚肉練製品,872,0.3,13.2,888,0.3,784,0.4,819,0.4,897,0.3,905,0.3,708,0.3
2,6,1,2,4,他の魚介加工品,1202,0.5,8.9,1234,0.5,968,0.5,1018,0.6,1277,0.4,1294,0.4,821,0.4
2,5,1,3,0,肉類,7540,2.9,17.6,7700,2.9,5830,3.2,5952,3.2,8130,2.8,8260,2.8,5583,2.5
2,6,1,3,1,生鮮肉,6105,2.3,19.3,6251,2.3,4793,2.7,4896,2.7,6564,2.2,6692,2.3,4333,1.9
2,6,1,3,2,加工肉,1434,0.5,11,1449,0.5,1038,0.6,1056,0.6,1566,0.5,1568,0.5,1250,0.6
2,5,1,4,0,乳卵類,4959,1.9,22,5073,1.9,4092,2.3,4293,2.3,5247,1.8,5318,1.8,3566,1.6
2,6,1,4,1,牛乳,1573,0.6,15,1619,0.6,1367,0.8,1453,0.8,1641,0.6,1674,0.6,1009,0.5
2,6,1,4,2,乳製品,2505,0.9,28.2,2556,1,1952,1.1,2048,1.1,2687,0.9,2711,0.9,1883,0.8
2,6,1,4,3,卵,881,0.3,18.6,898,0.3,772,0.4,793,0.4,919,0.3,933,0.3,674,0.3
2,5,1,5,0,野菜・海藻,12612,4.8,15,12863,4.8,10336,5.8,10821,5.9,13361,4.6,13496,4.6,9551,4.3
2,6,1,5,1,生鮮野菜,8593,3.3,15.5,8766,3.3,7080,3.9,7435,4,9089,3.1,9179,3.1,6456,2.9
2,6,1,5,2,乾物・海藻,983,0.4,11.1,1009,0.4,777,0.4,807,0.4,1053,0.4,1074,0.4,676,0.3
2,6,1,5,3,大豆加工品,1437,0.5,19.1,1471,0.6,1165,0.6,1235,0.7,1527,0.5,1545,0.5,1018,0.5
2,6,1,5,4,他の野菜・海藻加工品,1600,0.6,11.9,1617,0.6,1314,0.7,1344,0.7,1692,0.6,1698,0.6,1402,0.6
2,5,1,6,0,果物,5021,1.9,22.3,5171,1.9,4006,2.2,4247,2.3,5365,1.8,5465,1.9,3213,1.4
2,6,1,6,1,生鮮果物,4465,1.7,21.1,4600,1.7,3682,2,3913,2.1,4728,1.6,4815,1.6,2835,1.3
2,6,1,6,2,果物加工品,556,0.2,33.3,572,0.2,324,0.2,335,0.2,637,0.2,650,0.2,378,0.2
2,5,1,7,0,油脂・調味料,4223,1.6,19.8,4302,1.6,3362,1.9,3487,1.9,4519,1.5,4570,1.6,3264,1.5
2,6,1,7,1,油脂,488,0.2,29.4,505,0.2,442,0.2,473,0.3,503,0.2,517,0.2,278,0.1
2,6,1,7,2,調味料,3735,1.4,18.6,3797,1.4,2920,1.6,3014,1.6,4016,1.4,4053,1.4,2986,1.3
2,5,1,8,0,菓子類,5989,2.3,5.7,6137,2.3,4839,2.7,5126,2.8,6368,2.2,6447,2.2,4203,1.9
2,5,1,9,0,調理食品,12597,4.8,5.8,12682,4.8,10707,6,10919,5.9,13245,4.5,13228,4.5,11593,5.2
2,6,1,9,1,主食的調理食品,5400,2,6.1,5357,2,4372,2.4,4322,2.3,5752,2,5677,1.9,5923,2.6
2,6,1,9,2,他の調理食品,7197,2.7,5.6,7325,2.7,6335,3.5,6598,3.6,7493,2.6,7550,2.6,5671,2.5
2,5,1,10,0,飲料,4907,1.9,13.2,4933,1.8,3490,1.9,3554,1.9,5386,1.8,5372,1.8,4630,2.1
2,6,1,10,1,茶類,1364,0.5,7.2,1359,0.5,968,0.5,1030,0.6,1494,0.5,1455,0.5,1474,0.7
2,6,1,10,2,コーヒー・ココア,923,0.4,10.7,943,0.4,695,0.4,706,0.4,999,0.3,1016,0.3,681,0.3
2,6,1,10,3,他の飲料,2619,1,17.5,2632,1,1827,1,1818,1,2893,1,2901,1,2475,1.1
2,5,1,11,0,酒類,3633,1.4,21,3732,1.4,2779,1.5,2844,1.5,3922,1.3,4029,1.4,2357,1.1
2,5,1,12,0,外食,6247,2.4,-42.7,6332,2.4,3761,2.1,3939,2.1,7153,2.4,7143,2.4,5277,2.4
2,6,1,12,1,一般外食,6225,2.4,-42.8,6327,2.4,3761,2.1,3939,2.1,7122,2.4,7136,2.4,5063,2.3
2,6,1,12,2,学校給食,22,0,37.5,5,0,-,-,-,-,30,0,7,0,214,0.1
2,4,2,0,0,住居,22975,8.7,21.9,20110,7.5,15701,8.7,12751,6.9,25478,8.7,22468,7.6,56840,25.4
2,5,2,1,0,家賃地代,5244,2,-13.5,1009,0.4,5804,3.2,1541,0.8,5172,1.8,843,0.3,56149,25.1
2,5,2,2,0,設備修繕・維持,17731,6.7,38.7,19102,7.2,9897,5.5,11211,6.1,20307,6.9,21624,7.4,691,0.3
2,6,2,2,1,設備材料,6498,2.5,50.9,6989,2.6,4085,2.3,4609,2.5,7272,2.5,7720,2.6,219,0.1
2,6,2,2,2,工事その他のサービス,11233,4.3,32.4,12113,4.5,5812,3.2,6602,3.6,13035,4.4,13904,4.7,473,0.2
2,4,3,0,0,光熱・水道,22219,8.4,8,22784,8.5,18500,10.3,19340,10.5,23480,8,23852,8.1,15364,6.9
2,5,3,1,0,電気代,10684,4.1,8,11000,4.1,8815,4.9,9159,5,11318,3.9,11575,3.9,6732,3
2,5,3,2,0,ガス代,6018,2.3,6.4,6123,2.3,5262,2.9,5507,3,6270,2.1,6310,2.1,4783,2.1
2,5,3,3,0,他の光熱,438,0.2,-11.3,457,0.2,329,0.2,360,0.2,480,0.2,492,0.2,213,0.1
2,5,3,4,0,上下水道料,5079,1.9,12.1,5203,1.9,4094,2.3,4314,2.3,5412,1.8,5476,1.9,3636,1.6
2,4,4,0,0,家具・家事用品,11414,4.3,2.2,11692,4.4,8347,4.6,8675,4.7,12476,4.3,12691,4.3,8080,3.6
2,5,4,1,0,家庭用耐久財,4094,1.6,-10.2,4245,1.6,2992,1.7,3169,1.7,4470,1.5,4587,1.6,2391,1.1
2,6,4,1,1,家事用耐久財,2573,1,-1.3,2634,1,2110,1.2,2173,1.2,2712,0.9,2743,0.9,1880,0.8
2,6,4,1,2,冷暖房用器具,1305,0.5,-21.2,1410,0.5,866,0.5,978,0.5,1474,0.5,1581,0.5,77,0
2,6,4,1,3,一般家具,216,0.1,-27,201,0.1,17,0,19,0,283,0.1,263,0.1,435,0.2
2,5,4,2,0,室内装備・装飾品,517,0.2,-6.2,545,0.2,211,0.1,207,0.1,623,0.2,655,0.2,200,0.1
2,5,4,3,0,寝具類,796,0.3,12.4,839,0.3,456,0.3,481,0.3,918,0.3,966,0.3,267,0.1
2,5,4,4,0,家事雑貨,1983,0.8,11.9,2023,0.8,1418,0.8,1462,0.8,2180,0.7,2208,0.8,1465,0.7
2,5,4,5,0,家事用消耗品,3163,1.2,18.8,3188,1.2,2581,1.4,2584,1.4,3363,1.1,3389,1.2,2828,1.3
2,5,4,6,0,家事サービス,862,0.3,-6.1,852,0.3,690,0.4,771,0.4,923,0.3,886,0.3,928,0.4
2,4,5,0,0,被服及び履物,6156,2.3,-30.8,6333,2.4,3554,2,3698,2,7088,2.4,7194,2.4,4183,1.9
2,5,5,1,0,和服,11,0,-96.7,12,0,-,-,-,-,15,0,16,0,-,-
2,5,5,2,0,洋服,2226,0.8,-23.3,2285,0.9,995,0.6,1046,0.6,2656,0.9,2669,0.9,1585,0.7
2,6,5,2,1,男子用洋服,961,0.4,35.4,1022,0.4,266,0.1,270,0.1,1202,0.4,1255,0.4,207,0.1
2,6,5,2,2,婦人用洋服,1219,0.5,-44.1,1252,0.5,701,0.4,745,0.4,1402,0.5,1412,0.5,920,0.4
2,6,5,2,3,子供用洋服,47,0,422.2,12,0,28,0,32,0,53,0,2,0,459,0.2
2,5,5,3,0,シャツ・セーター類,1173,0.4,-45.1,1226,0.5,689,0.4,714,0.4,1352,0.5,1404,0.5,572,0.3
2,6,5,3,1,男子用シャツ・セーター類,349,0.1,-39.4,369,0.1,154,0.1,171,0.1,421,0.1,437,0.1,115,0.1
2,6,5,3,2,婦人用シャツ・セーター類,818,0.3,-47.4,852,0.3,531,0.3,541,0.3,924,0.3,961,0.3,440,0.2
2,6,5,3,3,子供用シャツ・セーター類,6,0,20,5,0,4,0,2,0,7,0,5,0,18,0
2,5,5,4,0,下着類,883,0.3,4.1,884,0.3,572,0.3,552,0.3,1001,0.3,999,0.3,902,0.4
2,6,5,4,1,男子用下着類,330,0.1,-5.2,335,0.1,204,0.1,206,0.1,375,0.1,379,0.1,284,0.1
2,6,5,4,2,婦人用下着類,547,0.2,10.1,546,0.2,366,0.2,343,0.2,617,0.2,618,0.2,566,0.3
2,6,5,4,3,子供用下着類,6,0,100,2,0,2,0,3,0,8,0,2,0,52,0
2,5,5,5,0,生地・糸類,141,0.1,-15.1,146,0.1,129,0.1,141,0.1,144,0,145,0,83,0
2,5,5,6,0,他の被服,546,0.2,-28.2,547,0.2,373,0.2,373,0.2,612,0.2,608,0.2,539,0.2
2,5,5,7,0,履物類,772,0.3,-25.2,811,0.3,591,0.3,632,0.3,837,0.3,870,0.3,327,0.1
2,5,5,8,0,被服関連サービス,404,0.2,-44.1,423,0.2,206,0.1,241,0.1,473,0.2,483,0.2,175,0.1
2,4,6,0,0,保健医療,20467,7.8,15.2,20863,7.8,11254,6.3,11743,6.4,23697,8.1,23825,8.1,14945,6.7
2,5,6,1,0,医薬品,3566,1.4,4.9,3620,1.4,3000,1.7,2969,1.6,3770,1.3,3833,1.3,2817,1.3
2,5,6,2,0,健康保持用摂取品,1741,0.7,3.4,1833,0.7,863,0.5,955,0.5,2056,0.7,2132,0.7,614,0.3
2,5,6,3,0,保健医療用品・器具,2680,1,10.2,2748,1,1758,1,1739,0.9,2994,1,3064,1,1830,0.8
2,5,6,4,0,保健医療サービス,12480,4.7,21.8,12662,4.7,5634,3.1,6080,3.3,14877,5.1,14797,5,9684,4.3
2,4,7,0,0,交通・通信,25486,9.7,1.5,26253,9.8,13434,7.5,14083,7.6,29831,10.2,30391,10.3,16546,7.4
2,5,7,1,0,交通,2619,1,-53.7,2664,1,1337,0.7,1434,0.8,3085,1.1,3077,1,2149,1
2,5,7,2,0,自動車等関係費,12464,4.7,23.7,12994,4.9,4416,2.5,4581,2.5,15382,5.2,15882,5.4,6286,2.8
2,6,7,2,1,自動車等購入,4209,1.6,97.7,4498,1.7,-,-,-,-,5766,2,6068,2.1,1093,0.5
2,6,7,2,2,自転車購入,252,0.1,-14.9,264,0.1,66,0,75,0,306,0.1,317,0.1,62,0
2,6,7,2,3,自動車等維持,8004,3,4.6,8232,3.1,4350,2.4,4507,2.4,9311,3.2,9497,3.2,5131,2.3
2,5,7,3,0,通信,10403,3.9,11.1,10595,4,7681,4.3,8068,4.4,11364,3.9,11433,3.9,8111,3.6
2,4,8,0,0,教育,1684,0.6,-20.5,1324,0.5,20,0,25,0,2329,0.8,1776,0.6,5102,2.3
2,5,8,1,0,授業料等,1532,0.6,-9.8,1228,0.5,8,0,10,0,2123,0.7,1652,0.6,4261,1.9
2,5,8,2,0,教科書・学習参考教材,29,0,163.6,19,0,11,0,16,0,34,0,19,0,179,0.1
2,5,8,3,0,補習教育,123,0,-69.9,77,0,-,-,-,-,172,0.1,105,0,662,0.3
2,4,9,0,0,教養娯楽,24980,9.5,-21.7,26095,9.8,15759,8.8,16688,9.1,28237,9.6,29112,9.9,11650,5.2
2,5,9,1,0,教養娯楽用耐久財,2647,1,39.5,2753,1,1270,0.7,1260,0.7,3127,1.1,3251,1.1,1253,0.6
2,5,9,2,0,教養娯楽用品,4776,1.8,-21.5,5006,1.9,3868,2.2,4209,2.3,5100,1.7,5270,1.8,1962,0.9
2,5,9,3,0,書籍・他の印刷物,4441,1.7,-1.2,4541,1.7,3561,2,3658,2,4728,1.6,4809,1.6,3235,1.4
2,5,9,4,0,教養娯楽サービス,13118,5,-32.5,13796,5.2,7060,3.9,7563,4.1,15282,5.2,15781,5.4,5200,2.3
2,6,9,4,1,宿泊料,686,0.3,-62.6,717,0.3,286,0.2,315,0.2,839,0.3,853,0.3,373,0.2
2,6,9,4,2,パック旅行費,1348,0.5,-74.8,1462,0.5,250,0.1,283,0.2,1766,0.6,1841,0.6,242,0.1
2,6,9,4,3,月謝類,1939,0.7,-7.2,2067,0.8,1321,0.7,1452,0.8,2178,0.7,2289,0.8,470,0.2
2,6,9,4,4,他の教養娯楽サービス,9145,3.5,-9.9,9550,3.6,5202,2.9,5513,3,10499,3.6,10799,3.7,4115,1.8
2,4,10,0,0,その他の消費支出,45919,17.4,-15.4,47488,17.8,27411,15.3,29120,15.8,52499,17.9,53534,18.2,28258,12.6
2,5,10,1,0,諸雑費,19414,7.4,-18.4,19913,7.5,13704,7.6,14436,7.8,21374,7.3,21664,7.4,13535,6
2,6,10,1,1,理美容サービス,2983,1.1,-19.6,3042,1.1,1978,1.1,2089,1.1,3338,1.1,3347,1.1,2272,1
2,6,10,1,2,理美容用品,3806,1.4,-11.2,3888,1.5,2543,1.4,2702,1.5,4253,1.5,4277,1.5,2875,1.3
2,6,10,1,3,身の回り用品,854,0.3,-47.6,857,0.3,659,0.4,605,0.3,914,0.3,929,0.3,871,0.4
2,6,10,1,4,たばこ,679,0.3,-5.8,641,0.2,606,0.3,565,0.3,683,0.2,648,0.2,1076,0.5
2,6,10,1,5,他の諸雑費,11092,4.2,-17.5,11485,4.3,7917,4.4,8475,4.6,12187,4.2,12462,4.2,6442,2.9
2,5,10,2,0,こづかい,6052,2.3,3.3,6130,2.3,3418,1.9,3524,1.9,6940,2.4,6938,2.4,5557,2.5
2,5,10,3,0,交際費,19405,7.4,-18.6,20312,7.6,10240,5.7,11099,6,22823,7.8,23499,8,9166,4.1
2,6,10,3,0,食料,4410,1.7,-24.4,4517,1.7,2995,1.7,3233,1.8,4952,1.7,4981,1.7,3188,1.4
2,6,10,3,0,家具・家事用品,81,0,-42.6,83,0,32,0,36,0,102,0,101,0,72,0
2,6,10,3,0,被服及び履物,303,0.1,-38.3,322,0.1,146,0.1,156,0.1,361,0.1,372,0.1,95,0
2,6,10,3,0,教養娯楽,797,0.3,-51.5,838,0.3,447,0.2,491,0.3,910,0.3,935,0.3,293,0.1
2,6,10,3,0,他の物品サービス,349,0.1,-24.8,371,0.1,190,0.1,215,0.1,423,0.1,446,0.2,80,0
2,6,10,3,6,贈与金,10322,3.9,-16.8,10868,4.1,4899,2.7,5436,2.9,12366,4.2,12769,4.3,4349,1.9
2,6,10,3,7,他の交際費,3144,1.2,10.7,3314,1.2,1531,0.9,1530,0.8,3709,1.3,3896,1.3,1090,0.5
2,5,10,4,0,仕送り金,1048,0.4,36.6,1133,0.4,50,0,61,0,1362,0.5,1433,0.5,-,-
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,2164,0.8,-19.8,1800,0.7,262,0.1,281,0.2,2895,1,2329,0.8,5596,2.5
2,3,0,0,0,（再掲）教養娯楽関係費,26516,10.1,-28,27709,10.4,16683,9.3,17692,9.6,29981,10.2,30896,10.5,12259,5.5
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,11370,4.3,-13.7,12001,4.5,4948,2.8,5497,3,13728,4.7,14202,4.8,4349,1.9
2,3,0,0,0,（再掲）経常消費支出,196130,74.4,-,196343,73.6,148906,82.9,150745,81.8,212556,72.5,210995,71.8,193606,86.4
2,3,0,0,0,（再掲）情報通信関係費,14407,5.5,13,14777,5.5,10504,5.8,11041,6,15751,5.4,15960,5.4,9940,4.4
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,225137,85.4,-4.2,230310,86.3,159030,88.5,166034,90.1,248179,84.7,251069,85.5,161811,72.2
2,2,0,0,0,その他の実支出,37089,-,5.4,38167,-,18404,-,20024,-,43602,-,44097,-,22680,-
2,3,0,0,0,直接税,16813,-,10.7,17238,-,7405,-,8347,-,20014,-,20057,-,10466,-
2,4,0,0,0,勤労所得税,478,-,-35.8,518,-,56,-,64,-,627,-,669,-,-,-
2,4,0,0,0,個人住民税,5114,-,-5.2,5087,-,1362,-,1539,-,6443,-,6264,-,4942,-
2,4,0,0,0,他の税,11220,-,23.9,11633,-,5988,-,6744,-,12945,-,13124,-,5524,-
2,3,0,0,0,社会保険料,20266,-,1.6,20926,-,10979,-,11678,-,23580,-,24036,-,12117,-
2,4,0,0,0,公的年金保険料,2270,-,-26.5,2382,-,709,-,789,-,2818,-,2910,-,730,-
2,4,0,0,0,健康保険料,11491,-,9.4,11882,-,5925,-,6450,-,13482,-,13710,-,6850,-
2,4,0,0,0,介護保険料,6461,-,2.2,6613,-,4337,-,4430,-,7222,-,7354,-,4529,-
2,4,0,0,0,他の社会保険料,45,-,15.4,48,-,8,-,9,-,59,-,62,-,7,-
2,3,0,0,0,その他,10,-,-64.3,3,-,19,-,-,-,7,-,4,-,98,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),350733,-,21.5,360754,-,198834,-,208755,-,404287,-,411184,-,223352,-
2,2,0,0,0,預貯金,279272,-,15.5,285860,-,166289,-,173058,-,318758,-,322927,-,194421,-
2,2,0,0,0,保険料,15642,-,144.7,16779,-,4209,-,4734,-,20341,-,21617,-,1270,-
2,3,0,0,0,個人・企業年金保険料,1147,-,139.5,1242,-,271,-,315,-,1455,-,1560,-,55,-
2,3,0,0,0,他の保険料,14496,-,145.2,15537,-,3937,-,4419,-,18886,-,20057,-,1215,-
2,2,0,0,0,有価証券購入,993,-,-1.3,1081,-,11,-,15,-,1335,-,1417,-,-,-
2,2,0,0,0,土地家屋借金返済,2877,-,-24.4,3113,-,1051,-,1228,-,3566,-,3805,-,-,-
2,2,0,0,0,他の借金返済,378,-,-35.8,404,-,282,-,289,-,410,-,433,-,66,-
2,2,0,0,0,クレジット購入借入金返済,50815,-,51.4,52705,-,26494,-,28837,-,59034,-,60097,-,27554,-
2,2,0,0,0,実支出以外の支払のその他,755,-,-48.3,813,-,499,-,595,-,844,-,889,-,42,-
2,1,0,0,0,繰越金,82993,-,24.1,69303,-,39971,-,40521,-,99099,-,79008,-,238118,-
3,0,0,0,0,可処分所得,223687,-,19,226907,-,143322,-,148434,-,251883,-,252784,-,180270,-
3,0,0,0,0,黒字,-40002,-,50.7,-40012,-,-36357,-,-35848,-,-41267,-,-41023,-,-43823,-
3,1,0,0,0,金融資産純増,-7634,-,78.4,-7068,-,-7769,-,-5954,-,-7343,-,-6732,-,-18061,-
3,3,0,0,0,貯蓄純増,-8504,-,76.6,-8013,-,-7780,-,-5969,-,-8512,-,-7968,-,-18061,-
3,4,0,0,0,預貯金純増,5592,-,140.7,6427,-,-6562,-,-5053,-,9744,-,10424,-,-7585,-
3,4,0,0,0,保険純増,-14096,-,37.7,-14440,-,-1219,-,-916,-,-18256,-,-18392,-,-10476,-
3,3,0,0,0,有価証券純購入,870,-,-7,946,-,11,-,15,-,1170,-,1236,-,-,-
3,1,0,0,0,土地家屋借金純減,2877,-,-24.4,3113,-,1051,-,1228,-,3566,-,3805,-,-,-
3,1,0,0,0,他の借金純減,-64,-,-115.8,-79,-,-765,-,-878,-,241,-,257,-,66,-
3,1,0,0,0,クレジット購入借入金純減,-12087,-,46.1,-12244,-,-6745,-,-6317,-,-14350,-,-14689,-,-10550,-
3,1,0,0,0,土地家屋純増,-2597,-,67.2,-2818,-,-,-,-,-,-3528,-,-3857,-,-,-
3,1,0,0,0,その他の純増,95,-,-88.1,99,-,166,-,189,-,90,-,90,-,38,-
3,1,0,0,0,繰越純増,-20592,-,-1.1,-21016,-,-22295,-,-24117,-,-19945,-,-19896,-,-15314,-
,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,,,
第３０表　年間収入区分別及び住居所有形態別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,
