実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,1.2,1,0.7,2.4,0.9,1.6,-0.1,7.3,-9.3,-8.4,-28,65.6,-18.9,347.3,18.2,-2.3,18.6,0.2,-4.7,-7.6,-2.9,0.8,-3.3,6.1,9,5.1,4.5,9.9,3.5,1.4,4.7,-6.1,2.3,-6.2,-11.1,-13,-5,0.2,0,2.2,3.9,-2.3,9.2,19.7,18.1,-10,4,3.9,17.2,2.3,90.7,-0.9,3,0.3,-7.3,4.1,4.9,2.9,-8.1,0.7,-16.9,-4.8,-10.5,-3.1,-5.9,-1.9,-2.7,-8.3,-12.8,-12.9,6.9,2.3,0,3.6,-7.6,3.8,-7.7,-1.2,-11.3,-7.8,-34.8,-83.5,5.4,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,-1.9,-1.6,-2.1,-2.6,-0.3,-2.6,4.5,-3,4.3,3.2,-21.7,-19.3,25.9,-34.8,-32.2,20,-19,-1.3,0.3,1.8,0.3,3.2,-1.5,2.1,0.7,5.2,5.2,9.7,1.9,2.1,1.5,-1.3,1.9,6.8,-4.8,-3.2,-9.9,-2.9,-6.1,0.5,-35.6,1.1,-8.1,-15.1,3.8,-5.8,-6.1,-4.6,-3.1,-1.7,-16.2,7.8,-7.3,-7.5,-11.8,-7,-6.6,-13.9,1.9,1.5,11.2,-8.4,4.8,-8.5,-3.3,-21.2,5.8,20,27.2,16.7,0.7,-2.9,-20.1,-7.7,3.3,-0.5,2.6,0.6,-0.1,6.8,6.2,139.8,-4.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,5.4,5.7,5.6,2.4,0.4,1.9,-2.6,5.4,26.4,26.3,90.6,34.2,112.9,-8.7,-29.3,3.2,-20.9,5.2,0.6,-1.1,0.7,2.1,1.2,-2.6,1.6,6.7,-2.5,-0.5,1.2,0.6,8.9,8.5,-9.6,3.5,-4.5,-1.3,-14.8,-11.7,-12.2,-19.5,-13.2,-0.2,2.8,-1,-0.2,13.5,-3.1,12.2,-0.8,0.1,-72.3,-0.1,4,10.9,-1.5,-8.7,-2.5,14,3,-2.7,22,18.9,-2.6,-7,5.5,-24.9,3.3,13.1,11.6,-22.1,20.3,2.5,7.4,14.1,-7.4,0.4,3,3.6,3.6,-4.6,43.8,-74.5,5.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,-4.2,-4.4,-4.5,-2.8,-4.2,-0.9,13.3,-14.1,-12.7,-12.9,-32.2,-23,-35.7,-13,27.4,3.3,11.7,-3.3,0.4,3.2,2.1,-0.4,1.6,-5.5,1.9,-6.4,-2.9,-8.2,2,0.9,2.5,-2.8,11.6,-0.7,4.1,-8.2,50.1,4.2,4,5.3,6.7,3.1,-0.4,8.4,-25.3,-25.7,5,0.8,-1.4,-5.3,43,-5,-3.8,-10.5,29.3,0.1,-7.6,-12.2,0.9,7.6,29,-4.4,-2.7,19.4,2.9,60.3,-0.2,-3.8,-3.2,25,-6.7,2.7,39.1,-2.3,-2.3,1.7,-0.8,-5.5,0.3,6.5,-6.7,166.6,-7.7,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,9,9.3,8.2,5.2,6.8,0.3,33,33.1,23.7,27.7,101.2,97.8,110.8,102.4,44.7,20,-15.5,7.6,0.1,-4.3,-2.9,0.3,1,-3.2,-1.2,-1.8,1.2,1,-0.7,3.5,2,5.2,-13.6,0.9,-4.3,3.5,-22.2,1.9,5.3,-1.7,18.8,-0.7,-7.8,-21.8,-4.4,17.7,-5.4,-3.4,10.7,-3.7,-21.1,-3.4,-6.4,1.8,-33.7,-5.7,3.7,-10.5,1.6,-8.7,-22.1,-0.7,10.2,-8,3.4,-22,0.7,4.6,6.6,-26.7,-0.1,-7.4,-27,-7.5,-5.7,-5.1,-5.2,-0.6,-7.9,-3.1,-35.9,-91.1,14.8,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,6.5,5.8,5.5,3.8,3.4,2.7,1.4,9.1,14.4,12.8,20.9,-2,-18.1,-2,74.7,12.6,87.3,7.2,3.8,3.8,1.9,2.5,1.3,1.3,-0.5,0.9,-3.5,3.6,-0.9,3.9,3,1.3,17.3,4.9,-0.9,-8.9,23.7,1.6,1.2,5.5,13.4,-2.4,11.8,12.5,52.1,23,10.8,4.5,-4.6,0.3,67,1.6,-0.4,-7.7,47.4,1.3,-6.7,5.8,8.9,10.8,-12.4,-1.5,14.8,7,8,20.1,-6.6,-5.6,-8.7,26.6,3.8,4.4,34.7,10.3,2.6,0,-1.8,4.6,-14.1,-10.4,58.9,...,3.8,,,,,,
meimoku,nen,対前年（同月）名目増加率_令和 2年,-,-,-,-,4.2,2,2.4,0.1,0.3,0.2,6.6,-0.6,14.6,11.3,10.2,-10.6,-1.5,-26.3,-3.9,-2.8,139.1,4.1,0.6,-0.7,-4.8,3.2,6.6,14.7,21.1,15.6,17.2,6.1,23.4,6.4,6.5,6.8,23.5,-24.3,10.7,20.9,-12.4,-2.1,-3,-6.4,-25.3,5.5,14.9,35.8,-15.2,-15.1,9.4,23.8,-14,-21.2,5.6,-28.4,-21.5,-11.2,-2.4,-21.2,-18.8,7.4,6.6,8.5,26.3,40.6,-5.9,-15.3,-38,-11.7,0.7,-12,-12.1,6.5,-12.5,-15.4,21.9,-0.6,-0.9,-27.1,-7.8,3.9,-11.2,-19.3,-25.7,193.8,4.5,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 1月,-,-,-,-,5.4,3.8,4.4,5.5,3.6,6.7,6,-17.8,1.3,-4.2,-16.7,7.4,-10.1,-56.9,104.2,-34.1,113.1,6.1,-1.8,-3.1,-3.1,7.1,2.7,2.8,6.2,-3.6,2.3,-2.3,1.7,7.7,5.6,10.2,31.3,13.3,11.3,16.2,-17.8,-10.8,-10.9,-15.5,-14.6,-2.2,11.1,57.2,134.7,-73.5,-1.2,10.3,39,-15.1,-67.7,-17.3,-13.1,-7.3,-88.2,-17.6,-13.4,31.5,6.6,-7.6,103,4.9,-1.1,-3.8,6,-4.2,-9.9,-16.1,-20.4,-68.8,2.4,-10.7,83.1,-28.5,-5.4,-11.6,-7.8,12.1,-39.5,-4,-55.4,-,2.5,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 2月,-,-,-,-,7.1,7.2,7.1,7.1,7.3,5.5,85.9,...,12.3,7.7,-34.4,76.6,29.8,-35.3,406.2,0,-3.1,7,32.1,39.6,3.6,10,12.8,2.4,10.4,10.2,2.2,8.3,9.4,11.2,7.8,13.6,18.7,13.5,31.2,15.9,136.7,-10.7,-9,-19.1,-18.9,0,39.6,65.1,-47.8,28.1,35.7,50.5,-10.5,-11.3,333.3,-18.4,-5.3,6,-38.9,26.2,1,-40,19.8,18.5,25.3,125.4,-6.7,-11.5,14,-26.3,-9.7,-14.9,-16.7,-30.7,-7.7,7.9,136,-14.6,-12.3,9.7,2.5,11,-14.2,-10.7,129.1,...,7.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 3月,-,-,-,-,4.2,4.3,5.5,5.8,5.7,5,53.8,8.2,2.2,1.4,12.9,-36.6,-29,-59.5,55.3,-25.7,2,2.9,-4.5,-8.8,-7.8,2.8,21.4,10.2,20.8,23.7,13.7,6.8,32.8,2.1,2.8,5.9,-14.5,-22.7,46.9,39.4,116.6,-6.2,-4.3,-10.9,15.6,-3.4,21.4,63,-16.9,-18.7,-10.4,40.4,52.2,-35.7,-100,-42.5,-19.5,-25.1,-26.9,-38.1,-38.8,-18.4,-12.7,-5.3,157.7,-29.4,-19.8,-14.3,-30.1,-12.2,-0.2,-27.7,-30.5,-25.5,-20.2,-25.5,-14.7,-2.4,-8.6,-36.4,-9.9,13.2,-26.5,-29.8,-26.8,-100,9.7,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 4月,-,-,-,-,-6,-1.2,1.8,2.7,3.8,-2.3,-0.2,979.7,0.6,-8.6,-20.9,-58.7,-63.3,-65.5,8.3,-20.5,-80.7,-7.6,-21.6,-27.3,-11,-3,14.3,19,43.3,33.7,32.5,11.5,38,-2.1,-4.4,4,35.5,-70.3,29.3,40.8,-12.7,1.1,2.6,-3.9,23.4,4.7,-5.3,-24.4,-18.8,-71.2,-13.5,54.9,-25.2,-70.7,-93.2,-74.4,-76.6,-57.6,-3.7,-67.5,-72.5,-56.3,19.5,2.3,-9.8,21.6,28.2,-6.6,-72.5,65.8,13.3,-1.1,-1.1,82.4,-7.3,-30.7,0.8,12.7,5,-56.8,-33,-22.1,-16.5,-43.2,-67.5,-100,1.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 5月,-,-,-,-,-1,-2,-1.7,-3.1,-0.6,-2.2,-47,-53.7,6.3,1.7,-0.4,-51.1,-53.2,-75.4,144.3,21.9,45.2,-0.9,-20.2,-26.1,-26.1,-3.9,12.1,30,39.2,34.9,30.4,6,43.8,8.2,2.2,0.8,28.1,-67.3,-15.8,22.9,-78.7,-8.6,-9,-12.1,-72,-1,11.2,43.8,-39.1,47.4,-5.9,27.5,-30.8,-52,-100,-56.5,-53.5,-51.7,97,-34.1,-49.6,-32.7,10.2,9.8,6.5,37.2,1.8,-35.8,-58.8,-37.9,-7,-60.3,-63.2,7.8,-47.5,-36.3,32.6,-13,2.2,-60.8,-31.9,-35,-29.2,-33.9,18.1,-,-1.3,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 6月,-,-,-,-,6.5,-2.8,-3.1,-2.9,-0.1,-3.9,6.1,-1.8,4,-5,-41.5,-39.1,-20.5,-69.4,36.1,4.3,...,7.3,-3.5,-8.1,-7.6,-0.9,8.5,22.4,27,19,19.7,10.1,24.2,9.9,0.8,4.2,9,-43.7,18.7,18.1,20.1,6.6,4.3,9.4,-66.2,8,68.3,122,251.2,12.1,54,27.9,-5.8,6.6,343.2,-3.4,6.1,16.8,87.3,-13.5,0.7,49.4,-25.3,1.6,-5.7,67.6,-47.1,-33.4,-41.8,-54.3,20,-15.7,-17.7,314.5,-17.1,-20.6,54,19.7,4.1,-45.4,-13.1,-15.1,-2.9,-25.3,159.1,-100,3.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 7月,-,-,-,-,4.9,-6,-5.6,-6.1,-6.5,-3,61.1,-13.5,-10.2,-11.3,49.2,-16.7,58.7,-70.2,9,-22.8,...,9.4,-11.1,-11.1,-11.1,-0.3,3.9,22.6,26.8,14.1,22.2,8.6,33.2,0,-1.1,-3.8,22.6,-33.4,7,19.6,-31.8,7,10.6,1.1,-82.4,8.6,15.4,14.3,136.9,-16.3,20.2,24.5,-7.5,-3.3,289.4,-12.3,-20.3,2.7,52.1,-19,-2.1,74.5,30.8,24.1,43.8,80,17.4,-33.7,-59.1,-40.4,0.2,-21.1,13.1,24.5,-49.8,-33.1,133.8,-4.1,4.9,-54.1,-18.3,-12,22.3,-9.3,-80.2,-,-11.2,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 8月,-,-,-,-,-2.1,-2,-2.1,-6.2,-6.8,-5.7,-17.4,-27.8,14.3,9.3,41.7,40.7,118.7,-1.5,-17.9,-5.3,-5.6,-2.7,-5,-6.8,-6.8,3.9,8.7,31.8,42.5,31.7,42.4,13.2,26.5,11.7,6.1,9.3,22.1,-36.1,32,6,208.9,6.5,-0.3,11.7,-48.6,14.3,3.6,9,-69.6,75.5,40,41.8,-66.3,-17.2,-96.6,-35.3,-9.1,3.2,4.2,-26.1,-1.1,36.9,23,23.2,-8.1,74.4,12.8,-24.7,-63.1,-12.9,10.2,-36.5,-42.5,97.3,-27.1,-14.7,32.8,12.2,8.8,-28,-18.2,0.1,-27.2,-42.9,74.4,-,0.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 9月,-,-,-,-,4.1,3.3,1.8,-2.6,-1.4,-1.7,61.1,-59.9,15.5,16.1,87.8,59,59.8,27.1,182.6,235,78.4,3.6,-4.6,-7.6,-7.6,4.6,3.1,14,19.4,14.1,19.7,7.7,22.6,14,7.6,2.9,23.9,-19.8,-36.5,-12.2,-65.2,-0.2,-3.2,-1.7,-48.1,8.7,-28.1,-32.7,56.7,-85.5,8.8,-22.4,-32.4,-13.2,...,-22.2,-15.5,-16.6,-13.3,-28.3,7.9,31.9,-0.1,-14.3,-25.6,7.5,4.8,-8.7,-35.7,18.7,-9.5,-1.1,3.4,42.5,-21.5,-12.9,-37.5,-3,3.4,-12.8,-5.5,1.8,-23,-19.4,78.4,-,5.9,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年10月,-,-,-,-,5.2,4.3,5.5,-0.2,-1.2,1.4,-23.1,-87.8,26.7,26,99.4,23,-3.9,162.7,-19.1,-9.4,161.6,4.7,21.8,26.5,19,7.6,-3.4,8.5,11.1,6.5,10.9,3.1,20.7,7.3,18.4,7.3,27.7,-1.6,100.3,30.2,354.5,9.3,2.2,16.8,-64.3,19.7,11.6,5.5,98.6,-18,-3.7,33.6,18.7,-10.1,-,-14.3,22.4,-6.5,219.6,-37.2,-34.2,10.5,33.9,28.6,24.2,102.8,18.2,24.5,10.6,65.6,-0.5,30.7,22.1,8,75.1,5.9,140.6,-1.9,-3.5,-1.1,16.3,52.4,4.7,12.5,-53.9,...,7.4,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年11月,-,-,-,-,7.7,7.2,5.7,1,0.6,0.9,37.6,-8.6,34.6,33.4,-7.3,20.2,96.4,132.5,-85.8,144.9,120.6,5.9,29.4,33.5,0.7,6,-5.7,8.7,4.2,5.3,3.3,-4.1,7.7,4.9,17.3,16.7,45.1,-1.5,-36.9,26.3,-71.8,-1.7,-1.3,-4.1,-11.5,0.7,11.5,62.6,-47.6,23.1,0.4,16.7,-35.7,-9.7,...,-19.6,-33.2,2.9,-22.2,-4.2,-3.8,142.1,10.6,0.5,26.1,48.8,2.9,4.4,-14.8,10,12.4,24,27.9,-47.6,21.2,-6.1,-59.3,-3.2,-2.3,3.4,19.8,23.2,8.9,-3.9,159.4,...,15.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年12月,-,-,-,-,8.4,8.2,9.3,2.7,1.8,2.1,-33.7,3.7,49.9,50.5,33.5,-55.4,-36.4,-29.2,-91.2,-1.8,22.9,7.5,10.2,8.8,6.8,5.3,0.5,9.4,9.9,-0.3,8.4,4.5,23.5,4.3,14.4,15.2,32.8,-11.1,51,32.9,129.4,-8.1,-12.2,-12.3,-38.6,6.7,43.9,117,-26.9,206,6.7,13.9,41.6,-9.9,...,-21.9,-28,4.8,-46.6,-0.8,26.4,-29.9,-13.2,36.3,39.1,36.6,-36.2,-16.4,-53.8,3.6,-3.8,23.3,38.2,9.7,3.4,-0.6,48.4,20.6,-5.8,-13.9,19.5,40,47.1,-14.6,31.5,...,12.5,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,4.3,3.5,3.3,1.8,0.8,4.5,-14.8,-11,16,17.7,42.9,63.5,162.9,12.1,-8.9,-3.9,50.1,3.2,-,-,5.7,4.7,2.3,4.3,4.4,2.2,0.5,6.2,0.6,-0.3,6.2,9,12.2,7.4,11.5,8.9,26.4,1.6,-0.8,3.1,9.3,2.4,11,17.7,33.7,-8.2,7.1,2.2,25.1,11.2,-70.3,9.9,19.6,3.3,-,13.9,13.8,14.2,5.7,24.7,-1.6,29.7,-4.1,4.6,2.4,2.8,9,8.7,7.8,-3.1,12,9.2,67.6,-0.1,-2.6,9.1,-,0.7,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,3.8,4.9,4,5.5,6.6,2.9,35.8,19.6,-15.8,-14.9,49.3,-13.1,0.2,-39.2,-5.6,41,-39.7,3.4,-,-,2.1,-3.1,-1.3,-4.8,0.6,-1.7,-5.5,-7.2,-2.1,0.8,-0.3,1.5,-10.5,-5,1.6,-6.8,41.1,4.3,10,-1.7,7.3,2.9,7.5,27.1,-44.2,-9.1,-0.4,8.1,47.3,3.9,317.1,6.9,-1.7,-0.5,-,-1,1.6,4,1.9,10,48.9,-1.2,-3.1,0.6,9.1,-5.5,1.3,4.5,5,54.8,0.7,9.2,53.8,7.5,1.1,7,-,12.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-7.7,-7.8,-7.6,-9.2,-10.1,-6.3,-14,-24.1,12,11.8,-4,-40.5,-70.3,23,15.3,-4.9,-5.2,-7.3,-,-,-6.6,-0.4,1.1,-6.9,-1.7,-3,-1,-2.9,1.9,1.3,-0.3,10.7,1.7,-1.2,-6.8,3.8,-40.9,-8,-11.1,-7.1,-8.6,-3.4,-4.8,-9.6,19.7,6.1,-6.7,2.9,-19,-15.8,0.9,-18.6,-19.6,2.6,-,-9.8,-12.7,-22.3,-1.6,-0.8,-22.4,-8,3.4,-6.1,-15.3,-2.8,-1.8,0.5,5.7,-36.5,-9.5,-12.5,-13,-5.3,-9.9,-15.1,-,-12.7,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,2.3,2,2.2,1.1,1.8,0.4,-0.1,6.2,15.1,14.7,-11.3,17.5,31.1,12.2,6.5,-4,25.6,1.8,-,-,3.7,1.5,-3.8,0.3,-0.9,5.5,0.5,-2.2,0.9,-2.6,3.6,1.6,10.2,3.8,8.9,-3.6,78.1,2,0.3,5.9,8,0.7,12.1,22.8,90.8,4.7,4.6,2,-29.5,8.6,-13.7,7.3,15.8,4.1,-,4.8,11,13,5.7,7,12.9,8.6,3.6,8.3,16.2,9.2,1.6,-4.9,-3.8,4.2,-8.3,2.5,-4.7,5.5,-10,5.1,-,3.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,0.4,0.7,1.7,0.7,1.5,0,16.5,4.2,10.6,9,0,-31.9,-9.2,-69.6,16.1,-18.6,-17,0.2,-,-,4.3,4.2,4.8,0.7,6.5,1.8,0.4,-2.3,3.5,10.4,1.5,12.7,-1.4,5.7,16.5,19.2,8,-3.7,-0.4,-7.1,-17.6,-3.5,8.3,24.5,-46.6,55.7,1.8,10.2,20.3,4.3,-11.5,6,0.4,11,-,4.5,7.9,-6.2,1.2,3.9,-3.2,4.6,0,9.8,1.1,18.9,5,-1.8,-0.2,-4.1,-6.9,2.4,1.7,5.8,2.2,1.5,-,4.3,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-1.7,-1.9,-2.2,-0.6,-2,-1.4,-3,4.2,-11.9,-11.1,-30.1,60.8,-21.3,334.3,14.8,-5.1,15.1,-2.7,-,-,-5.7,-2.5,-2.5,-3.2,2.3,0.5,2.6,5,0.7,-2.2,1,-6.5,0.7,-8.5,-11.6,-12.7,-7.4,-5,-6.8,-2.8,-0.7,-4.1,5.7,12.6,19.8,-12.7,1.6,0.3,16.3,0.5,90.1,-3,1.6,-4.3,-,1.8,6.5,0.4,-8.7,-0.5,-17.9,-5.7,-11,-5.4,-9.4,-4,-3.9,-10.4,-13.9,-14.8,2.8,-1.4,-5.8,-1.1,-9.8,0.3,-,-4.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.9,-2.6,-3.1,-3.6,-1.3,-3.6,3.5,-4,3.3,2.2,-22.5,-20.1,24.7,-35.4,-32.9,18.8,-19.8,-2.3,-,-,-0.7,0.6,-0.9,-0.4,-3.9,2.6,0.7,3,1.4,-1.7,-0.6,-1.8,2.3,4.5,-4.9,-2.8,-11,-0.3,-3.2,4.7,-22,0.1,-8.5,-15.4,2.1,-6.4,-6.6,-5.2,-2.7,-2.6,-16.6,6.8,-6.5,-11.6,-,-10.1,-7.2,-14.8,0.6,-0.2,9.3,-9.7,3.8,-8,-5.3,-18.6,5.6,18.6,25.7,15.3,-0.4,-4.7,-23.5,-9,1.9,-2.1,-,-0.5,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,5.5,5.8,5.7,2.5,0.5,2,-2.5,5.5,26.5,26.4,90.8,34.3,113.1,-8.6,-29.2,3.3,-20.8,5.3,-,-,0.8,0.6,-0.5,-4.2,0.1,6.6,-5,-6.1,0.1,-1.3,7.5,8.2,-9.5,2.6,-3.9,-1.1,-13.8,-1.7,-0.9,-4.2,3.1,-0.2,2.8,-0.4,0.9,13.6,-5.8,13.9,-0.4,-0.6,-72.6,-0.1,4,9.2,-,-9.2,-6.4,13.4,2.1,-2.3,22.5,17,-3.9,-5.9,5.8,-23.4,4.2,12.1,10.7,-22.4,19.1,1,6,12.2,-7.7,-1.3,-,2.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-4.4,-4.6,-4.7,-3,-4.4,-1.1,13.1,-14.3,-12.9,-13.1,-32.3,-23.2,-35.8,-13.2,27.1,3.1,11.5,-3.5,-,-,1.9,-0.8,0.7,-9.5,0.3,-5.5,-1.4,-7,2.8,0.3,2.2,-2.7,9.4,-0.9,4.3,-7.8,50,2.8,1,5.5,-6.3,3.1,-0.3,8.1,-26,-27.8,4.3,3.5,-1.2,-5.8,42.9,-5.2,-4.2,-11.1,-,-1.1,-8.2,-12.5,0.2,9,30.7,-4.8,-4.2,20,3.1,57,3.7,-4.1,-3.4,24.3,-7.4,2.2,44,-1.8,-2.8,0.7,-,-5.4,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,7.7,8,6.9,4,5.5,-0.9,31.4,31.5,22.2,26.2,98.8,95.5,108.3,100,43,18.6,-16.5,6.3,-,-,-4.1,-1.2,-0.3,-7.2,-2.4,-2.5,-2.3,-2.5,-0.3,3.5,0.9,5.7,-13.4,0.1,-4.3,3.4,-22,-2.2,-0.7,-5.9,5.2,-0.7,-7.3,-20.9,-3.3,18.3,-6.1,-2.8,10.7,-4.2,-18.8,-3.6,-9.3,-0.8,-,-5.4,6.5,-11.4,-0.2,-8.9,-22.3,-1.3,7.3,-8.5,3.3,-23.8,2.2,4.1,6,-26.8,-0.4,-8.6,-25.9,-8,-6.6,-6.8,-,-1.1,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,5.6,4.9,4.6,2.9,2.5,1.8,0.5,8.1,13.4,11.8,19.8,-2.9,-18.8,-2.9,73.1,11.6,85.6,6.2,-,-,1,1.8,0.1,-0.9,-1,-1,0.1,1,-0.6,1,2.2,1.2,17.9,3.1,-1.8,-9.3,21.4,-1.6,-2.8,1,9.4,-2.6,9,4.7,55.2,21.1,12.1,2.5,-6.4,-0.9,66.5,1.3,-1.8,-9.5,-,1.1,-9.7,3.1,7.9,10.5,-12.7,-2.1,13.7,7.5,7.4,19.5,-3.7,-4.6,-7.1,26.2,2.3,2.7,33.8,9.8,-0.6,-2,-,4.1,-,-,-,-,-,,,,,,
