項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,65歳未満／実数（円）,65歳未満／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
2,6,10,3,0,被服及び履物,303,0.1,-38.3,241,0.1,309,0.1,160,0.1
2,6,10,3,0,教養娯楽,797,0.3,-51.5,1125,0.4,772,0.3,667,0.3
2,6,10,3,0,他の物品サービス,349,0.1,-24.8,543,0.2,334,0.1,216,0.1
2,6,10,3,6,贈与金,10322,3.9,-16.8,5553,1.7,10754,4.2,13217,5.4
2,6,10,3,7,他の交際費,3144,1.2,10.7,2634,0.8,3186,1.2,2899,1.2
2,5,10,4,0,仕送り金,1048,0.4,36.6,5514,1.7,693,0.3,146,0.1
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,2164,0.8,-19.8,14566,4.6,1065,0.4,1403,0.6
2,3,0,0,0,（再掲）教養娯楽関係費,26516,10.1,-28,34809,10.9,25836,10,22014,9
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,11370,4.3,-13.7,11067,3.5,11447,4.4,13363,5.4
2,3,0,0,0,（再掲）経常消費支出,196130,74.4,-,216377,68,194427,75.1,177005,72.1
2,3,0,0,0,（再掲）情報通信関係費,14407,5.5,13,18636,5.9,14036,5.4,12200,5
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,225137,85.4,-4.2,266191,83.6,221664,85.6,201173,82
2,2,0,0,0,その他の実支出,37089,-,5.4,44081,-,36465,-,31271,-
2,3,0,0,0,直接税,16813,-,10.7,25084,-,16059,-,13166,-
2,4,0,0,0,勤労所得税,478,-,-35.8,551,-,469,-,317,-
2,4,0,0,0,個人住民税,5114,-,-5.2,9008,-,4734,-,3490,-
2,4,0,0,0,他の税,11220,-,23.9,15524,-,10856,-,9359,-
2,3,0,0,0,社会保険料,20266,-,1.6,18965,-,20398,-,18104,-
2,4,0,0,0,公的年金保険料,2270,-,-26.5,6885,-,1870,-,1185,-
2,4,0,0,0,健康保険料,11491,-,9.4,10829,-,11555,-,10344,-
2,4,0,0,0,介護保険料,6461,-,2.2,1165,-,6932,-,6547,-
2,4,0,0,0,他の社会保険料,45,-,15.4,85,-,42,-,28,-
2,3,0,0,0,その他,10,-,-64.3,33,-,8,-,1,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),350733,-,21.5,447250,-,343095,-,319555,-
2,2,0,0,0,預貯金,279272,-,15.5,332735,-,275309,-,260662,-
2,2,0,0,0,保険料,15642,-,144.7,9313,-,16100,-,22230,-
2,3,0,0,0,個人・企業年金保険料,1147,-,139.5,1464,-,1119,-,1185,-
2,3,0,0,0,他の保険料,14496,-,145.2,7848,-,14981,-,21045,-
2,2,0,0,0,有価証券購入,993,-,-1.3,334,-,1051,-,438,-
2,2,0,0,0,土地家屋借金返済,2877,-,-24.4,16473,-,1670,-,1220,-
2,2,0,0,0,他の借金返済,378,-,-35.8,-,-,411,-,387,-
2,2,0,0,0,クレジット購入借入金返済,50815,-,51.4,88060,-,47763,-,33863,-
2,2,0,0,0,実支出以外の支払のその他,755,-,-48.3,335,-,790,-,756,-
2,1,0,0,0,繰越金,82993,-,24.1,292417,-,64319,-,65075,-
3,0,0,0,0,可処分所得,223687,-,19,262339,-,220838,-,210646,-
3,0,0,0,0,黒字,-40002,-,50.7,-55923,-,-38066,-,-34819,-
3,1,0,0,0,金融資産純増,-7634,-,78.4,-31356,-,-4980,-,5065,-
3,3,0,0,0,貯蓄純増,-8504,-,76.6,-31689,-,-5896,-,4627,-
3,4,0,0,0,預貯金純増,5592,-,140.7,-11874,-,7793,-,8229,-
3,4,0,0,0,保険純増,-14096,-,37.7,-19815,-,-13689,-,-3602,-
3,3,0,0,0,有価証券純購入,870,-,-7,334,-,917,-,438,-
3,1,0,0,0,土地家屋借金純減,2877,-,-24.4,16473,-,1670,-,1220,-
3,1,0,0,0,他の借金純減,-64,-,-115.8,-,-,-71,-,-468,-
3,1,0,0,0,クレジット購入借入金純減,-12087,-,46.1,-16505,-,-11628,-,-14024,-
3,1,0,0,0,土地家屋純増,-2597,-,67.2,-,-,-2857,-,-5260,-
3,1,0,0,0,その他の純増,95,-,-88.1,-4058,-,417,-,350,-
3,1,0,0,0,繰越純増,-20592,-,-1.1,-20477,-,-20618,-,-21701,-
,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,
第３３表　世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,
