実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,tuki,対前年（同月）名目増加率_令和 2年 5月,-,-,-,-,-21.9,-21.9,-1.6,9.2,14.1,34.4,30.8,22.5,19.2,37.7,6.5,3.9,2.6,22.9,-66.8,-8.8,11.5,-40.2,-4.1,-4.9,-6.4,-53,3,16.5,53.6,-21.8,10.8,-6.3,20.7,-14.7,-47.5,-100,-50.8,-55.7,-38,20.8,-31.7,-47.8,-25.2,-17.1,-8.9,-23.1,-5.5,-22.8,-33,-63.8,-33.6,-7.4,-57.5,-63.7,126.3,-26.1,-36,48.3,-11.6,-2.4,-59.9,-31.2,-32.3,-19.8,-40.1,31.6,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 6月,-,-,-,-,-3.3,-3,0.7,5.1,11,23.6,21.6,12.1,16.5,22.4,12.7,6,11.8,11.5,-44.7,29,9.8,72.9,8.9,5.6,13.4,-78.5,11.8,62.7,93.9,141.6,38.7,49.1,34.4,45.8,-5.9,414.3,-2.1,-19.2,13.1,96.6,-15.8,-9.7,-1.3,-15.2,-12.9,-0.7,54.3,-30.9,0.3,-51.8,10.1,26.5,0.8,2.9,314.3,-8.1,-27.9,32.6,3,2.2,-48.7,-19,-19.2,0.9,-34.6,223.8,-100,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 7月,-,-,-,-,-6.9,-6.9,-0.4,5.4,17.3,22.9,12.4,15.5,8.6,26.6,4.2,-1.2,4,26.3,-39.4,24.4,19.1,30.1,3.7,7.1,2,-77.9,0.5,16.2,15,31.1,3.3,20.1,17.7,16.4,-21.2,403.1,-32,-31.5,9,17.8,-29.1,-17.7,5.1,21.3,19,-11.3,15.9,28.9,-37.4,-60.7,-50.6,0.2,-1.8,47.3,45.7,-42,-22.7,266.8,8.9,1.5,-50.8,-12.8,-9.2,30.2,-15.6,-67.6,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 8月,-,-,-,-,-4.4,-4.4,2.3,4.4,17.7,30.4,18.5,29.2,13.2,28.1,8.7,5,12.9,18,-39.4,8.9,9.2,8.5,5.3,-5.1,11.9,-82.8,20.7,21.3,24.3,-31.3,51.5,27.2,29.4,42.3,-24.8,-96.1,-35.3,-21.2,10,-54.8,-19.2,-13.1,4.6,38.2,14.8,11.4,57.8,44.7,-16.2,-58.7,-6.9,19.7,-41.2,-49.7,90.5,-23.2,-16.8,60.7,9.7,1.5,-31.5,-11,0.2,-13.4,-30.2,77.7,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年 9月,-,-,-,-,-6.7,-6.7,3.1,0.6,12.5,22.4,10.4,15.3,8.2,19.2,9.6,4.5,4.4,11.9,-24.9,-20.2,-2,-36.7,0.4,-2.9,4,-47.2,6.6,-19.7,-25.1,35.3,-34.7,8.2,-23.5,-36.4,-8.4,-18.6,-7.6,9.3,-14.8,-24.5,-27.9,-20.1,5.6,-4.8,-9.6,-23.4,3.6,-2.8,-9.6,-45.9,17,0.7,-0.2,-1.5,63.5,3.5,-13,-31,-0.3,2.7,-16.7,-10.5,-10.6,-15.6,-23.4,115.3,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年10月,-,-,-,-,20.3,15.9,6.7,-0.9,8.4,13,3.1,11.5,6.7,17.1,10.8,9.2,7.9,26.3,-4.9,78.9,28.2,165.7,12.9,8.7,20.3,-42,18.1,-9.7,-48.5,-0.6,6.2,11,31.6,-25.9,-3.8,-97.7,-2.6,19.8,25.4,93.2,-37.1,-16.1,15.4,26.5,11.2,13.2,87.9,18,30.3,-0.6,73.1,15.8,52.2,51.3,36.9,56.2,6.1,75.3,8.4,-3,0.1,1.4,4.5,6.3,6.6,-36.5,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年11月,-,-,-,-,24,4.6,3.8,-4.1,5.6,6.5,2.7,5.3,3.5,12.6,5.8,7.4,13.4,34.3,-8.2,-3.7,29.1,-21.6,2,3.5,-1.4,-16.2,4.1,15.9,64.6,-42.2,-7.9,7.3,16.9,-13,-16.6,-20.2,-16.7,-33.2,-0.4,-4.5,-7.6,-35.3,54.5,4,-4,7.5,24.6,0.8,36.9,-24.7,98.2,26,38.1,69.1,-43.3,4.9,-14.4,-41.1,-1.5,-0.3,-17.3,4.7,6.9,-7.6,-3.4,104.7,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 2年12月,-,-,-,-,4.8,3.7,2.5,3,5.7,5,0.6,3.6,3,18.3,3.3,9.1,11.9,27.7,-17.4,-2.3,18.3,-25.4,-4.2,-7.7,-7.4,-13.2,6.6,18,36.4,-44.4,92.9,19.9,10.8,15.1,-11.1,...,-20.4,-34.7,22.2,-16.9,-10,15.2,-10.4,-16.1,19,30.9,-19.6,-27,10.6,-53.3,64.8,1.6,32.9,51.5,22.8,8.9,-9.4,12.1,8.3,-6.4,-20.6,16.6,9.8,37.6,12.1,131.3,...,,,,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,-,5,3.6,3.9,2.5,2.1,2.5,1,6.6,1.9,1.4,3.7,10.4,8.1,5.2,12.8,6.1,29.3,-0.3,-1.8,1.6,7.4,-0.9,11.7,16.3,31.6,17.7,2.1,3.6,26.8,7.5,82.2,5.9,6.4,-0.6,-,13,12.3,3.3,6.4,27.1,0.7,20.9,-0.6,7.8,2,11.8,8,-3.7,-5.6,-6.6,2.3,5.7,56.9,3.2,1.8,2.9,-,7.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-,0.8,-2.2,-2.1,-4,1.7,-1,-5.9,-7.2,-2.3,1.9,3.4,1.2,-7,-4,-0.8,-3.3,4.4,4.8,9.9,-0.3,12,2.8,4.5,17.4,-23.7,-32.7,2.5,5.2,25.3,0.3,-41.6,4.8,-1.1,2.5,-,-3.4,2.4,-3.7,-1.9,13.1,21.4,-6.2,-6.8,1.7,4.2,0.4,1.5,7.5,6.5,44.4,8.5,7.7,66.6,3.9,0,4.3,-,3.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-,-4.7,-0.4,0.3,-3.5,-1.2,-3.5,2.3,-0.3,4.2,-1,0.1,8.8,-0.8,-2.7,-5.8,1.6,-20.3,-7.7,-10.4,-7.2,-8.7,-3.7,2,5.8,16,42.7,-4.4,4.1,-25.9,-11.4,-17,-15,-11.2,3.4,-,-3.7,-10.3,-17.4,3.4,0.8,-6.5,-3.9,7.6,-7.3,-13.2,-6.7,-3.2,2.2,7.9,-30.4,-9.7,-11.4,-18.3,-4,-8.5,-13,-,-9.7,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-,2.9,2,-2.4,-0.3,-0.6,7.5,0,-0.2,1.3,-1.2,4.3,3.7,11.4,4.2,8.8,-4.1,40.7,2.5,1,7.5,11.8,-0.7,9.9,15.8,47.9,4.9,3.9,4.8,-3.4,6.1,-3.4,4.6,8.7,7.6,-,6.4,5.4,12.5,0.6,6.2,14.2,6.8,-4.1,5.3,11.6,5.5,0.6,-3.1,-3,0.1,-3.4,2.4,1.3,5,-6.3,3.4,-,7.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,-,3.4,2.1,1.4,-1,4,1.5,0.1,1.1,1.3,6.1,0,7.4,-0.8,3.6,16.1,15,17.7,-3.5,-1.2,-7.3,-21.5,-0.9,4.1,18.6,-29.7,30.3,-5.4,4.5,3,3.8,3.6,4.2,3.9,2.3,-,-0.2,9.1,-2.2,1.3,2.1,-4.9,7.7,0.3,6.6,2.3,11,3.7,-9.3,-7.4,-10.9,-15.1,5.3,-1.3,2.9,0.5,7.4,-,5.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-,-5.6,-2.2,-1.2,-5.4,1.1,1.5,1.3,1.1,1.8,-2.6,0.4,-4.3,1.3,-8,-14.3,-16,-12.1,-4.1,-6.2,-1,13.1,-4.2,2.4,3.5,3.3,-12.7,1.9,1.2,18.9,-2.1,77.1,-4,-2.9,-9.5,-,2.8,5.4,-6.5,-2.9,3.8,1.1,-8.8,-3.9,-5,-10.7,-3.7,-1.9,-14.6,-17,-14.1,-5.5,-3.2,-10.2,3,-3.2,-4.2,-,-6.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-,-0.1,0.6,0.2,0.7,-2.3,4,0.9,0.4,0.5,-1.5,0.4,-1.1,-0.3,2.8,-1.4,8.1,-15.9,0.2,-0.6,2.9,-25.7,0.5,-6.8,-11.6,7.4,-16.7,-4.6,-2.7,-7.5,-1,-23.2,7.3,-1.2,-7.2,-,-10.9,-6.9,-11.1,-1.8,-5.7,-3.3,-6.3,1,-3,-1.4,-10.1,6.1,22.6,30.1,11.6,1.5,-3.7,-16.7,-8.3,-3.6,-0.9,-,-2.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-,-1.8,-0.5,-2.7,-2,-0.7,2.1,-4.4,-6.4,-0.4,-2.4,7.3,4.6,-3.8,-0.6,-1.1,-5.3,6.9,-1.8,-1.6,-2.4,-1.1,-1,0.6,0.7,6.6,1.1,-6.9,7.7,-6,-5.5,-20.7,-8.3,-3.5,1.9,-,-11,-6,10.7,-2.2,-1.3,1,8,-5.5,-4.4,0.7,-12.7,1.3,4.1,1.6,-22.4,15.4,-4.6,-4.3,-0.4,-6.3,-5.6,-,0.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-,2.1,0.6,-0.4,-7.7,2.3,0.7,0.9,0.2,4,0.5,1.7,0.1,6,1,-2.8,-7.2,4.7,0.8,-1.7,2.1,19.7,2.7,8.4,12.9,14.6,4.1,7.1,3.7,5.8,-3,-30.6,-0.6,-3.1,-7.3,-,-0.5,-4.3,-9,2.4,4.4,16.4,-0.4,0.7,10.5,0.3,23.8,5,-1.9,0.8,14.5,-11.7,2.1,27.6,5.9,-2.1,-0.3,-,-0.2,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,-,-2.9,-0.7,1.5,-7.6,-1.2,-4.4,-2.4,-3.8,-1.1,4.4,1.4,6.7,-10.1,1.4,-0.1,2.2,-3.3,-2.4,-0.4,-5.6,-14.4,-1.5,-11.4,-15.4,-46.3,-10.5,-5,0,-4.5,-3.9,-5,-1.4,-10.3,-2,-,-5,-0.6,-6,1.9,-1.2,-13.2,0.5,5.8,-3.5,4.3,-12.4,2.2,3.5,0.6,-18.2,15.5,-4.5,-8.3,-4.8,-5.1,-3.8,-,-1.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,-,0.4,1.4,0.7,-2.4,-1.9,-0.8,-1.5,-1.7,0.3,3.2,3.6,1.5,11.6,3.5,-2.3,-8.4,7.2,-3.7,-3.7,-2.3,4.9,-5.5,11.8,12.4,41.3,23,9.8,5.2,3.6,1.7,64.5,0.9,4.9,-6,-,6.1,-3.8,0.6,3,11.8,0.9,9.5,-0.6,3,7.1,3.5,0.1,-4.5,-7.1,15.3,2.4,2.3,15.2,7.9,-0.1,-0.3,-,0.3,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_令和 2年,-,-,-,-,-,-2.2,1.3,5.1,9.4,17.2,14.3,10.2,4.4,19.8,4.7,4.9,8.1,17.9,-29.1,15,19.4,8.1,4.3,4.6,3.7,-17.8,5.7,8.3,11.2,-10.7,-6.1,8.1,18.5,-3.9,-20.6,39.4,-24.7,-25.8,-4.7,-,-21.4,-21.8,-9.5,5.5,1.5,9.1,17.1,2.5,-6.9,-43.3,6.3,7.5,6.4,11.3,28.1,-9.5,-15.1,33.4,-0.9,-1.3,-28.1,-,-3.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 1月,-,-,-,-,-,-0.4,2,-2.8,-6.8,0.7,2.8,2.2,-4.1,0.5,-0.2,2.7,1.8,13.3,7.2,-6,23.5,-56.4,-4.8,-2.9,-6.4,-17.9,-4,10.4,38.9,98.8,-57.3,-4.4,9.4,37.4,-3.7,513.9,-11.8,3,-11.6,-,-5.9,-9,24.7,23.6,-4.5,61.9,17.1,29.9,-4.3,-2.8,-6.6,-2.3,-4.2,-10.5,-61.5,19.8,-2.9,83.7,-20.1,-0.3,-6.4,-,7.6,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 2月,-,-,-,-,-,5.1,9.3,10.2,-0.6,8.2,16.8,6,12.9,9.5,12.2,11.6,18.5,7.1,8,54.1,16.5,134.6,-2.5,-1.5,-5.4,-23.9,2.7,6.1,-29.4,-4.5,27,39.5,46.4,-10.5,-0.7,-73.3,0.6,0,34.1,-,12.3,2.4,-40.1,15.9,18.7,19.3,82,-0.7,-13.8,0.9,-26.1,-3.6,6.7,3.5,-38.8,19.8,1.5,111.4,-5.7,-2.5,-4,-,5.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 3月,-,-,-,-,-,-2,2.5,16.4,10,17.5,26.4,12.1,11.8,24.6,0.7,4.5,10.2,-8.4,-28.4,76.5,31.6,269.5,2.6,5.6,2.2,1.5,-2.8,7.9,-4.6,-15.7,-14.3,2.1,39.1,23,-29.5,440.7,-32.5,-20.2,-20.6,-,-30.2,-30.5,-33.6,1.9,-2.3,72.8,-16.8,2,-9.4,-41.8,1.5,13.1,-24.7,-21,-5.7,-37.1,-20.2,20.4,8.6,-6.2,-35.5,-,16.8,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 4月,-,-,-,-,-,-9,-4.8,9.9,10.4,33.4,31.6,15.9,11.9,30,-3.7,-4.4,3.3,23.3,-72,24.6,46.5,-12.7,9.6,9.7,9.9,-8.4,10,-13.7,-22.7,-27.7,-69.7,-24.3,42.6,-58.5,-58.3,393.7,-73.2,-79.5,-55.1,-,-66.5,-67.4,-44.7,5.3,-6.7,14.7,26.4,3.9,-9.7,-74.9,39.9,17.9,38.8,52.8,106.1,-24.5,-34.2,8.2,-5,5.3,-56.8,-,-19.6,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 5月,-,-,-,-,-,-22.3,-3.7,9.3,15.3,34,30.4,14.2,14.2,35.8,3.5,2.2,2.1,21.7,-67.7,-10.7,11.4,-43.6,-2.2,-2.6,-2.5,-49.6,1.1,14.6,56.3,-23.2,5.6,-10.2,17.5,-16.9,-48.4,-100,-52.2,-56.3,-38.4,-,-31.3,-47.4,-27.1,-17.8,-9.9,-23.9,-9.2,-22.7,-32.9,-64.8,-32.5,-6.7,-53.3,-58.8,122.5,-26.9,-36.8,45.4,-14.2,-3.6,-60.2,-,-31.8,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 6月,-,-,-,-,-,-3.3,-0.8,5,12.7,23.4,21.2,8.1,13.2,19.5,10.6,5.2,10.4,10.4,-46.2,26.6,9.7,63.6,10.4,7.5,17.3,-77.1,9.7,60.3,97.5,135,34,43.1,31.4,42,-7.9,404.7,-5.1,-20.8,10.6,-,-16.5,-9.9,-3.8,-16.1,-15,-3.1,48.1,-30.8,-0.6,-52.9,10.9,24.3,12.2,16.7,307.4,-3.6,-28.5,26.9,0.4,1.1,-48.6,-,-18.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 7月,-,-,-,-,-,-7.5,-2.2,5.1,18.7,23,13.1,8.3,4.1,26,2.9,-2.2,3.1,25.4,-41,22,19,23.1,5.3,9.8,4.4,-76.5,-1.4,13.7,15.1,28.8,-1.1,14.6,15.3,13.3,-23,393.7,-34.4,-33.6,7.7,-,-28.6,-17.6,2.4,20,16.6,-13.1,10.6,29,-38,-61.3,-50.4,-1.7,7.4,67.4,43.3,-44,-24.3,248.7,7.2,0.6,-51.9,-,-8.2,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 8月,-,-,-,-,-,-4.7,-0.6,3.7,19.9,31.1,18.4,11.8,1.3,27.2,7.9,5.2,11.3,17.2,-41,6.8,9.1,2.5,6.8,-2,13.1,-82,18.4,18.5,25.3,-35.4,43.9,20.8,27,38.6,-26.4,-96.2,-37.2,-22.7,8.2,-,-20.6,-13.4,1.9,37,13.1,9.8,50.7,44.8,-16.8,-59,-6.7,17.5,-35.5,-42.7,87.3,-25.2,-14.1,51.7,7.9,0.7,-27.4,-,1.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年 9月,-,-,-,-,-,-6.9,1.2,0.9,10.1,21.5,10,13.9,-11,20.3,8.6,5.4,3.6,10.7,-26.8,-21.8,-2.1,-40.2,2.4,1.8,4.8,-45.2,4.6,-21.7,-24.6,32.8,-36.8,0.8,-25.4,-38.1,-10.9,-20.1,-10.6,6.6,-15.7,-,-29,-22.4,3,-5.6,-10.8,-24.4,-0.5,-2.7,-10.4,-46.3,16.8,-1.2,9.4,12.2,60.8,0,-11.1,-34.9,-2.8,1.6,-12.9,-,-9.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年10月,-,-,-,-,-,16.4,5.7,0.2,9.1,12.5,2.4,8.6,-3.9,16.9,8.9,10.5,7.6,27.4,-5.6,77.5,27.8,161,16.9,16,23.8,-37.3,15.9,-11,-49.4,1.8,5.3,6.4,30.9,-26.2,-5.3,-97.7,-5.3,17.1,25.4,-,-36.8,-15.3,14.8,26.6,11.9,13.9,82.6,18.7,30.3,0,75.7,13,55,56.8,35.9,50.5,11,74.1,6.3,-3.3,7.9,-,3.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年11月,-,-,-,-,-,5.7,4.4,-2.5,8.4,5,1.8,8.8,1.4,12.5,4.9,8.6,14.4,35.5,-8.4,-4.6,28.6,-23.1,8.9,14.1,7.2,-8.6,2.2,13.4,61.1,-41.5,-7.5,2.9,13.6,-13.3,-17.5,-20,-17.6,-35.9,1,-,-7.2,-34.7,53.9,3.8,-4.3,7.2,20.2,1.4,37.4,-24.3,101.6,24.1,40.6,75.2,-43.7,1.1,-10.7,-40.6,-3.1,-0.7,-11.5,-,5.7,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 2年12月,-,-,-,-,-,5.3,3.9,4.6,8.3,3.6,0.8,11.6,4.5,18.3,2.6,10.3,14.1,29.3,-17.5,-3.3,17.7,-26.8,4,2.7,3.9,-5.2,6.6,15.9,35,-44.2,93.5,15.4,7.8,14.6,-11,-,-20,-35.9,21.5,-,-11.4,18.6,-10.7,-16.3,18.5,30.4,-22,-26.6,11.3,-53,67.3,1,35.3,57,21.9,4.9,-5.2,11.3,9.2,-6.7,-15.1,-,8.8,-,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第１表　　　　　　　主　な　支　出　及　び　対　前　年　(　同　月  ）　増　加　率            ―　全　世　帯　―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）　平成30年１月に調査で使用する家計簿を改正し順次変更を行ったため、平成30年及び平成31年・令和元年の「対前年増加率」の値には当該改正の影響による変動が含まれ得る。　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）　平成31年・令和元年からは、調査対象に農林漁家世帯を含めている。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,,,
bunrui0,bunrui0,bunrui0,bunrui0,bunrui2,bunrui3,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui3,bunrui1,bunrui1,bunrui1,bunrui2,bunrui2,,,
youto001,youto002,youto003,youto004,youto005,youto006,youto007,youto008,youto009,youto010,youto011,youto012,youto013,youto014,youto015,youto016,youto017,youto018,youto019,youto020,youto021,youto022,youto023,youto024,youto025,youto026,youto027,youto028,youto029,youto030,youto031,youto032,youto033,youto034,youto035,youto036,youto037,youto038,youto039,youto040,youto041,youto042,youto043,youto044,youto045,youto046,youto047,youto048,youto049,youto050,youto051,youto052,youto053,youto054,youto055,youto056,youto057,youto058,youto059,youto060,youto061,youto062,youto063,youto064,youto065,youto066,youto067,youto068,youto069,youto070,youto071,youto072,,,
