項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
1,1,ケーブルテレビ放送受信料,985,0.3,-9.1,796,0.3,1130,0.4,1208,0.4,913,0.3,935,0.3,853,0.2,1055,0.2
1,1,他の放送受信料,160,0,-17.9,141,0.1,152,0.1,287,0.1,88,0,116,0,162,0,175,0
1,1,国公立小学校,413,0.1,-12.1,231,0.1,417,0.2,374,0.1,394,0.1,478,0.1,446,0.1,542,0.1
1,1,国公立中学校,386,0.1,-22.3,200,0.1,527,0.2,169,0.1,271,0.1,479,0.1,354,0.1,696,0.1
1,1,国公立高校,658,0.2,3.8,318,0.1,138,0.1,76,0,357,0.1,343,0.1,1668,0.4,1693,0.4
1,1,国公立大学,666,0.2,-1.5,741,0.3,-,-,1533,0.5,40,0,1257,0.3,849,0.2,332,0.1
1,1,たばこ,1300,0.4,61.5,700,0.3,1587,0.6,1663,0.6,947,0.3,913,0.2,2072,0.5,1213,0.3
2,0,準公共料金等,39443,11.5,-0.2,28739,11.4,31076,11.6,36329,12.1,34487,10.7,46807,12.7,46002,11.1,52831,10.9
2,1,牛乳,1425,0.4,9.8,1430,0.6,1026,0.4,1138,0.4,1436,0.4,1566,0.4,1694,0.4,1669,0.3
2,1,灯油,151,0,-14.2,306,0.1,209,0.1,65,0,137,0,132,0,150,0,65,0
2,1,プロパンガス,395,0.1,10,347,0.1,661,0.2,610,0.2,439,0.1,291,0.1,178,0,242,0.1
2,1,理髪料,433,0.1,8.5,275,0.1,251,0.1,321,0.1,399,0.1,496,0.1,595,0.1,688,0.1
2,1,パーマネント代,196,0.1,39,79,0,153,0.1,63,0,181,0.1,206,0.1,197,0,496,0.1
2,1,洗濯代,791,0.2,-7.3,576,0.2,492,0.2,529,0.2,572,0.2,881,0.2,949,0.2,1532,0.3
2,1,新聞,1849,0.5,-9.8,1644,0.7,1661,0.6,1661,0.6,1460,0.5,1889,0.5,2131,0.5,2475,0.5
2,1,私立小学校,278,0.1,-38.5,-,-,-,-,-,-,499,0.2,-,-,154,0,1302,0.3
2,1,私立中学校,1947,0.6,-1,2700,1.1,1699,0.6,459,0.2,1601,0.5,844,0.2,4400,1.1,1907,0.4
2,1,私立高校,3617,1.1,-24.4,2155,0.9,470,0.2,2010,0.7,1373,0.4,5269,1.4,8683,2.1,5327,1.1
2,1,私立大学,9786,2.8,-7.6,9151,3.6,5260,2,7776,2.6,9516,2.9,14082,3.8,12129,2.9,10767,2.2
2,1,幼児教育費用,1841,0.5,-50.7,222,0.1,995,0.4,2937,1,2710,0.8,2276,0.6,1636,0.4,2112,0.4
2,1,民営家賃,16435,4.8,33,9074,3.6,18146,6.8,18472,6.2,14096,4.4,18590,5.1,12819,3.1,23912,4.9
2,1,地代,299,0.1,-17.9,779,0.3,53,0,290,0.1,69,0,283,0.1,286,0.1,338,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,,
第２７表　勤め先収入７分位階層別１世帯当たり年平均１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
