項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,6,1,2,4,他の魚介加工品,998,0.3,10.6,957,0.5,1011,0.4,1005,0.4,817,0.3,923,0.3,1076,0.3,1200,0.2
2,5,1,3,0,肉類,9050,2.8,17.6,6727,3.3,7412,3.1,7694,2.9,8869,2.8,9231,2.8,10483,2.8,12895,2.6
2,6,1,3,1,生鮮肉,7443,2.3,18.8,5551,2.7,5987,2.5,6225,2.3,7257,2.3,7503,2.3,8687,2.3,10858,2.2
2,6,1,3,2,加工肉,1607,0.5,12.5,1176,0.6,1424,0.6,1469,0.6,1612,0.5,1727,0.5,1795,0.5,2037,0.4
2,5,1,4,0,乳卵類,4805,1.5,15.1,4031,2,4479,1.8,4555,1.7,4591,1.5,4484,1.4,4998,1.3,6460,1.3
2,6,1,4,1,牛乳,1468,0.5,8.9,1300,0.6,1510,0.6,1426,0.5,1274,0.4,1314,0.4,1568,0.4,1877,0.4
2,6,1,4,2,乳製品,2461,0.8,20.1,1922,0.9,2193,0.9,2257,0.9,2457,0.8,2350,0.7,2508,0.7,3515,0.7
2,6,1,4,3,卵,876,0.3,12.7,808,0.4,776,0.3,873,0.3,860,0.3,819,0.2,922,0.2,1068,0.2
2,5,1,5,0,野菜・海藻,11355,3.6,13.2,10546,5.1,11556,4.8,10628,4,10867,3.5,10874,3.3,11433,3,13544,2.7
2,6,1,5,1,生鮮野菜,7959,2.5,15.2,7243,3.5,7936,3.3,7234,2.7,7692,2.5,7810,2.4,8150,2.1,9618,1.9
2,6,1,5,2,乾物・海藻,869,0.3,11,808,0.4,874,0.4,827,0.3,792,0.3,809,0.2,884,0.2,1086,0.2
2,6,1,5,3,大豆加工品,1237,0.4,9,1166,0.6,1310,0.5,1217,0.5,1132,0.4,1168,0.4,1235,0.3,1428,0.3
2,6,1,5,4,他の野菜・海藻加工品,1290,0.4,7.6,1329,0.6,1435,0.6,1351,0.5,1250,0.4,1087,0.3,1164,0.3,1411,0.3
2,5,1,6,0,果物,3815,1.2,10,3759,1.8,3874,1.6,3689,1.4,3633,1.2,3461,1,3437,0.9,4840,1
2,6,1,6,1,生鮮果物,3372,1.1,8.7,3454,1.7,3490,1.4,3141,1.2,3233,1,3104,0.9,3008,0.8,4164,0.8
2,6,1,6,2,果物加工品,443,0.1,20.7,306,0.1,385,0.2,548,0.2,400,0.1,357,0.1,429,0.1,676,0.1
2,5,1,7,0,油脂・調味料,4380,1.4,20.4,3641,1.8,4075,1.7,4009,1.5,4288,1.4,4349,1.3,4805,1.3,5474,1.1
2,6,1,7,1,油脂,473,0.1,24.8,440,0.2,443,0.2,451,0.2,475,0.2,447,0.1,499,0.1,547,0.1
2,6,1,7,2,調味料,3907,1.2,19.9,3201,1.6,3632,1.5,3557,1.3,3812,1.2,3902,1.2,4306,1.1,4927,1
2,5,1,8,0,菓子類,6937,2.2,6.7,5231,2.5,5551,2.3,6343,2.4,7239,2.3,7554,2.3,8011,2.1,8615,1.7
2,5,1,9,0,調理食品,12826,4,5.4,10829,5.3,11231,4.6,11898,4.5,12469,4,13503,4.1,13482,3.6,16402,3.3
2,6,1,9,1,主食的調理食品,5579,1.7,8.5,4652,2.3,4704,1.9,5145,1.9,5541,1.8,6182,1.9,5764,1.5,7067,1.4
2,6,1,9,2,他の調理食品,7247,2.3,3.2,6177,3,6527,2.7,6753,2.5,6928,2.2,7321,2.2,7718,2,9335,1.9
2,5,1,10,0,飲料,5402,1.7,8.6,3813,1.9,4706,1.9,4918,1.9,5353,1.7,5946,1.8,5736,1.5,7342,1.5
2,6,1,10,1,茶類,1245,0.4,0.4,1018,0.5,1244,0.5,1164,0.4,1256,0.4,1396,0.4,1130,0.3,1502,0.3
2,6,1,10,2,コーヒー・ココア,1107,0.3,16.9,724,0.4,972,0.4,906,0.3,1086,0.3,1165,0.4,1283,0.3,1612,0.3
2,6,1,10,3,他の飲料,3050,1,9.5,2071,1,2489,1,2847,1.1,3011,1,3386,1,3323,0.9,4228,0.8
2,5,1,11,0,酒類,4232,1.3,18.4,3056,1.5,3185,1.3,3985,1.5,4090,1.3,3986,1.2,5183,1.4,6153,1.2
2,5,1,12,0,外食,13522,4.2,-27.5,5267,2.6,6833,2.8,8272,3.1,13273,4.2,16003,4.8,17569,4.6,27714,5.5
2,6,1,12,1,一般外食,12867,4,-27.9,5226,2.5,6737,2.8,7899,3,12383,4,14996,4.5,16481,4.3,26611,5.3
2,6,1,12,2,学校給食,655,0.2,-19.3,41,0,96,0,372,0.1,890,0.3,1007,0.3,1089,0.3,1103,0.2
2,4,2,0,0,住居,27590,8.6,16.8,16976,8.3,25611,10.6,25398,9.6,23412,7.5,34378,10.4,31861,8.4,35720,7.1
2,5,2,1,0,家賃地代,16273,5.1,19.6,8992,4.4,11035,4.5,15537,5.9,14273,4.6,17138,5.2,23524,6.2,23415,4.7
2,5,2,2,0,設備修繕・維持,11317,3.5,13.1,7985,3.9,14577,6,9861,3.7,9139,2.9,17240,5.2,8337,2.2,12305,2.5
2,6,2,2,1,設備材料,4308,1.3,35.4,2704,1.3,6638,2.7,2138,0.8,5404,1.7,4555,1.4,1644,0.4,7135,1.4
2,6,2,2,2,工事その他のサービス,7010,2.2,2.7,5280,2.6,7938,3.3,7723,2.9,3736,1.2,12685,3.8,6692,1.8,5171,1
2,4,3,0,0,光熱・水道,21508,6.7,1.1,19025,9.3,20556,8.5,21363,8.1,21784,7,21170,6.4,22397,5.9,24201,4.8
2,5,3,1,0,電気代,10114,3.2,-0.2,9016,4.4,9442,3.9,10193,3.8,10290,3.3,9677,2.9,10338,2.7,11785,2.4
2,5,3,2,0,ガス代,5847,1.8,-0.7,5145,2.5,5695,2.3,5750,2.2,5898,1.9,5908,1.8,6271,1.7,6205,1.2
2,5,3,3,0,他の光熱,266,0.1,-20.6,387,0.2,390,0.2,305,0.1,300,0.1,168,0.1,212,0.1,105,0
2,5,3,4,0,上下水道料,5283,1.7,7.5,4477,2.2,5029,2.1,5115,1.9,5295,1.7,5417,1.6,5576,1.5,6106,1.2
2,4,4,0,0,家具・家事用品,13578,4.3,10.4,9491,4.6,10774,4.4,11314,4.3,13331,4.3,14295,4.3,16445,4.3,19425,3.9
2,5,4,1,0,家庭用耐久財,4581,1.4,10.6,3347,1.6,4118,1.7,3331,1.3,4908,1.6,4953,1.5,5726,1.5,5695,1.1
2,6,4,1,1,家事用耐久財,2579,0.8,17,2150,1,2217,0.9,2492,0.9,2665,0.9,2502,0.8,2605,0.7,3459,0.7
2,6,4,1,2,冷暖房用器具,1291,0.4,0.5,713,0.3,1459,0.6,586,0.2,1987,0.6,1964,0.6,1505,0.4,781,0.2
2,6,4,1,3,一般家具,711,0.2,9.2,484,0.2,442,0.2,252,0.1,256,0.1,487,0.1,1616,0.4,1454,0.3
2,5,4,2,0,室内装備・装飾品,717,0.2,-10.2,441,0.2,554,0.2,568,0.2,733,0.2,727,0.2,831,0.2,1181,0.2
2,5,4,3,0,寝具類,948,0.3,-3.3,451,0.2,669,0.3,925,0.3,618,0.2,787,0.2,1557,0.4,1630,0.3
2,5,4,4,0,家事雑貨,2809,0.9,12.4,1735,0.8,1770,0.7,2230,0.8,2761,0.9,3176,1,3292,0.9,4706,0.9
2,5,4,5,0,家事用消耗品,3667,1.1,21.8,2675,1.3,3020,1.2,3541,1.3,3706,1.2,3898,1.2,4209,1.1,4608,0.9
2,5,4,6,0,家事サービス,856,0.3,-1.5,842,0.4,643,0.3,720,0.3,606,0.2,753,0.2,830,0.2,1606,0.3
2,4,5,0,0,被服及び履物,11365,3.6,-19.1,4197,2,6522,2.7,8452,3.2,9840,3.2,11943,3.6,13624,3.6,25107,5
2,5,5,1,0,和服,283,0.1,42.9,-,-,870,0.4,336,0.1,38,0,436,0.1,90,0,231,0
2,5,5,2,0,洋服,4639,1.5,-22.6,1283,0.6,2002,0.8,3387,1.3,3918,1.3,4550,1.4,5701,1.5,11681,2.3
2,6,5,2,1,男子用洋服,1333,0.4,-25.4,405,0.2,770,0.3,778,0.3,1008,0.3,1529,0.5,1459,0.4,3385,0.7
2,6,5,2,2,婦人用洋服,2767,0.9,-24.3,764,0.4,1088,0.4,2081,0.8,2233,0.7,2439,0.7,3563,0.9,7248,1.4
2,6,5,2,3,子供用洋服,538,0.2,-2,114,0.1,144,0.1,529,0.2,677,0.2,581,0.2,678,0.2,1049,0.2
2,5,5,3,0,シャツ・セーター類,2043,0.6,-24.5,817,0.4,1183,0.5,1607,0.6,1822,0.6,2048,0.6,2444,0.6,4396,0.9
2,6,5,3,1,男子用シャツ・セーター類,600,0.2,-30.6,240,0.1,386,0.2,381,0.1,484,0.2,782,0.2,715,0.2,1222,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1286,0.4,-23.7,560,0.3,775,0.3,1034,0.4,1152,0.4,1084,0.3,1473,0.4,2932,0.6
2,6,5,3,3,子供用シャツ・セーター類,157,0,0,17,0,21,0,192,0.1,186,0.1,182,0.1,257,0.1,242,0
2,5,5,4,0,下着類,1025,0.3,-3.8,628,0.3,798,0.3,819,0.3,922,0.3,1100,0.3,1207,0.3,1714,0.3
2,6,5,4,1,男子用下着類,314,0.1,-5.7,226,0.1,303,0.1,317,0.1,265,0.1,312,0.1,315,0.1,466,0.1
2,6,5,4,2,婦人用下着類,601,0.2,-4,385,0.2,478,0.2,406,0.2,509,0.2,610,0.2,743,0.2,1078,0.2
2,6,5,4,3,子供用下着類,111,0,3.7,17,0,17,0,95,0,149,0,179,0.1,148,0,170,0
2,5,5,5,0,生地・糸類,161,0.1,-7.5,197,0.1,155,0.1,94,0,99,0,184,0.1,128,0,270,0.1
2,5,5,6,0,他の被服,811,0.3,-21.4,448,0.2,414,0.2,653,0.2,907,0.3,896,0.3,917,0.2,1454,0.3
2,5,5,7,0,履物類,1439,0.5,-21.6,624,0.3,783,0.3,1080,0.4,1418,0.5,1505,0.5,1870,0.5,2798,0.6
2,5,5,8,0,被服関連サービス,966,0.3,-7.5,199,0.1,318,0.1,477,0.2,715,0.2,1223,0.4,1267,0.3,2562,0.5
2,4,6,0,0,保健医療,17767,5.6,6.3,12859,6.3,16321,6.7,16958,6.4,18023,5.8,16848,5.1,18165,4.8,25438,5.1
2,5,6,1,0,医薬品,3016,0.9,2.6,2861,1.4,2704,1.1,3143,1.2,3425,1.1,3007,0.9,2867,0.8,3107,0.6
2,5,6,2,0,健康保持用摂取品,1451,0.5,10.3,918,0.4,1145,0.5,2126,0.8,1622,0.5,1284,0.4,1408,0.4,1649,0.3
2,5,6,3,0,保健医療用品・器具,3346,1,21.9,2047,1,2435,1,3176,1.2,3181,1,3632,1.1,3902,1,5074,1
2,5,6,4,0,保健医療サービス,9954,3.1,2.4,7033,3.4,10036,4.1,8513,3.2,9795,3.1,8925,2.7,9988,2.6,15607,3.1
2,4,7,0,0,交通・通信,34165,10.7,-6.5,18176,8.9,25058,10.3,23699,8.9,38506,12.3,37820,11.4,44397,11.7,51575,10.3
2,5,7,1,0,交通,5688,1.8,-42.6,1886,0.9,2359,1,3151,1.2,4606,1.5,7446,2.2,8922,2.4,11467,2.3
2,5,7,2,0,自動車等関係費,15056,4.7,6.3,7181,3.5,12830,5.3,8399,3.2,19202,6.1,15596,4.7,19981,5.3,22185,4.4
2,6,7,2,1,自動車等購入,4606,1.4,32.1,559,0.3,5087,2.1,502,0.2,6276,2,4330,1.3,6636,1.7,8768,1.7
2,6,7,2,2,自転車購入,512,0.2,34.7,302,0.1,207,0.1,661,0.2,581,0.2,335,0.1,677,0.2,828,0.2
2,6,7,2,3,自動車等維持,9938,3.1,-3.5,6319,3.1,7537,3.1,7236,2.7,12344,4,10931,3.3,12668,3.3,12588,2.5
2,5,7,3,0,通信,13421,4.2,7.7,9109,4.4,9869,4.1,12149,4.6,14699,4.7,14778,4.5,15494,4.1,17923,3.6
2,4,8,0,0,教育,19167,6,-0.6,5926,2.9,3358,1.4,8242,3.1,16723,5.4,19491,5.9,35191,9.3,45386,9.1
2,5,8,1,0,授業料等,14293,4.5,1.2,5808,2.8,2293,0.9,7146,2.7,13441,4.3,13803,4.2,24605,6.5,33066,6.6
2,5,8,2,0,教科書・学習参考教材,279,0.1,29.8,60,0,65,0,132,0,274,0.1,404,0.1,519,0.1,487,0.1
2,5,8,3,0,補習教育,4594,1.4,-7.2,58,0,1000,0.4,964,0.4,3009,1,5284,1.6,10067,2.7,11833,2.4
2,4,9,0,0,教養娯楽,31569,9.9,-15.8,18631,9.1,18845,7.8,23829,9,30215,9.7,32292,9.7,39066,10.3,58423,11.7
2,5,9,1,0,教養娯楽用耐久財,3508,1.1,36.6,1582,0.8,1893,0.8,1697,0.6,3190,1,4016,1.2,4658,1.2,7508,1.5
2,5,9,2,0,教養娯楽用品,7647,2.4,1.4,4587,2.2,4228,1.7,5233,2,7443,2.4,8393,2.5,9088,2.4,14580,2.9
2,5,9,3,0,書籍・他の印刷物,3918,1.2,-0.3,3541,1.7,3832,1.6,3102,1.2,3653,1.2,3632,1.1,4204,1.1,5453,1.1
2,5,9,4,0,教養娯楽サービス,16496,5.2,-29.7,8921,4.3,8892,3.7,13796,5.2,15929,5.1,16251,4.9,21117,5.6,30883,6.2
2,6,9,4,1,宿泊料,1469,0.5,-53.7,500,0.2,619,0.3,880,0.3,1025,0.3,1112,0.3,2086,0.5,4126,0.8
2,6,9,4,2,パック旅行費,1509,0.5,-69.7,293,0.1,617,0.3,2417,0.9,889,0.3,1607,0.5,1651,0.4,3145,0.6
2,6,9,4,3,月謝類,3848,1.2,-5.4,1895,0.9,1055,0.4,1964,0.7,5215,1.7,3780,1.1,5441,1.4,7711,1.5
2,6,9,4,4,他の教養娯楽サービス,9670,3,-14.1,6232,3,6601,2.7,8535,3.2,8801,2.8,9752,2.9,11940,3.1,15902,3.2
2,4,10,0,0,その他の消費支出,52480,16.4,-8.5,30027,14.6,38973,16.1,47006,17.7,52247,16.7,50212,15.1,58791,15.5,90650,18.1
2,5,10,1,0,諸雑費,24795,7.8,-3.9,14270,7,15981,6.6,19951,7.5,25722,8.2,24935,7.5,27710,7.3,45175,9
2,6,10,1,1,理美容サービス,3639,1.1,-5,2304,1.1,2630,1.1,2779,1,3510,1.1,3815,1.2,4269,1.1,6178,1.2
2,6,10,1,2,理美容用品,5427,1.7,1.6,2957,1.4,3470,1.4,4276,1.6,5190,1.7,5830,1.8,6810,1.8,9484,1.9
2,6,10,1,3,身の回り用品,2119,0.7,-18.9,867,0.4,764,0.3,1126,0.4,1899,0.6,2085,0.6,2170,0.6,5966,1.2
2,6,10,1,4,たばこ,1057,0.3,36,544,0.3,1144,0.5,1099,0.4,1019,0.3,1343,0.4,960,0.3,1286,0.3
2,6,10,1,5,他の諸雑費,12555,3.9,-5.3,7598,3.7,7973,3.3,10671,4,14104,4.5,11861,3.6,13500,3.6,22261,4.4
2,5,10,2,0,こづかい,8014,2.5,-6.1,4126,2,6207,2.6,8145,3.1,7737,2.5,8483,2.6,9754,2.6,11723,2.3
2,5,10,3,0,交際費,16736,5.2,-17.7,11487,5.6,15973,6.6,17072,6.4,17592,5.6,14374,4.3,15202,4,25727,5.1
2,6,10,3,0,食料,3834,1.2,-25.1,3027,1.5,2997,1.2,3481,1.3,3573,1.1,2993,0.9,3508,0.9,7352,1.5
2,6,10,3,0,家具・家事用品,235,0.1,35.1,202,0.1,113,0,80,0,133,0,291,0.1,204,0.1,633,0.1
2,6,10,3,0,被服及び履物,388,0.1,-31.9,128,0.1,201,0.1,391,0.1,362,0.1,375,0.1,304,0.1,954,0.2
2,6,10,3,0,教養娯楽,717,0.2,-49.6,439,0.2,859,0.4,581,0.2,641,0.2,649,0.2,445,0.1,1403,0.3
2,6,10,3,0,他の物品サービス,433,0.1,-19.5,213,0.1,401,0.2,440,0.2,207,0.1,197,0.1,646,0.2,954,0.2
2,6,10,3,6,贈与金,6879,2.2,-15.9,5410,2.6,7948,3.3,9619,3.6,8018,2.6,4724,1.4,4254,1.1,8340,1.7
2,6,10,3,7,他の交際費,4251,1.3,-1.9,2068,1,3455,1.4,2479,0.9,4658,1.5,5144,1.6,5841,1.5,6091,1.2
2,5,10,4,0,仕送り金,2934,0.9,9.6,144,0.1,813,0.3,1837,0.7,1196,0.4,2420,0.7,6125,1.6,8025,1.6
2,3,0,0,0,土地家屋購入,11710,-,215.1,-,-,-,-,-,-,35199,-,-,-,1192,-,46394,-
2,3,0,0,0,（再掲）教育関係費,22308,7,0.1,6389,3.1,4014,1.7,9546,3.6,18785,6,23106,7,41260,10.9,53234,10.6
2,3,0,0,0,（再掲）教養娯楽関係費,33783,10.6,-23,19187,9.3,20389,8.4,25389,9.6,32164,10.3,34245,10.3,41982,11.1,63439,12.7
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9813,3.1,-9.6,5553,2.7,8761,3.6,11456,4.3,9214,3,7144,2.2,10379,2.7,16365,3.3
2,3,0,0,0,（再掲）経常消費支出,231042,72.3,-,164315,80,184659,76.1,203213,76.6,231240,74,239574,72.2,266131,70.1,328821,65.6
2,3,0,0,0,（再掲）情報通信関係費,16877,5.3,6.9,12097,5.9,13947,5.7,16242,6.1,17920,5.7,17754,5.4,18989,5,21234,4.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,277418,86.8,-3.9,182184,88.8,203111,83.7,227784,85.9,273425,87.5,285765,86.2,330744,87.1,440354,87.9
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,,,,,
第４表　年間収入７分位階層別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,,,,,
