"年月[西暦]","調査項目","設問","意見や考え","選択肢","回答数[人]","構成比[%]"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","あまりそう思わない","21","4.9"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","全くそうは思わない","3","0.7"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","無回答","7","1.6"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","大変そう思う","168","39.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","ややそう思う","224","52.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","あまりそう思わない","27","6.3"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","全くそうは思わない","6","1.4"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","無回答","5","1.2"

"港区の環境に関する区民アンケート（郵送）調査結果・単純集計表・環境問題への関心Q2","Ver202003",,,,,
