"地区","自治体コード","施設名","ふりがな","英語名称","分類","住所","電話番号1","電話番号2","一時受入人員可能数[人]","長期受入人員可能数[人]","構造","緯度","経度"
"麻布地区","131032","旧飯倉小学校","きゅういいくらしょうがっこう","Former Iigura Elementary School","区民避難所(地域防災拠点)","東京都港区東麻布二丁目1番1号",,,"419","208","鉄筋コンクリート造","35.658162","139.742551"
"麻布地区","131032","本村小学校","ほんむらしょうがっこう","Hommura Elementary School","区民避難所(地域防災拠点)","東京都港区麻布三丁目9番33号","03-3473-1462",,"2017","1217","鉄骨鉄筋コンクリート造","35.649829","139.72991"
"麻布地区","131032","東町小学校","ひがしまちしょうがっこう","Higashimachi Elementary School","区民避難所(地域防災拠点)","東京都港区南麻布一丁目8番11号","03-3451-7726",,"1073","647","鉄筋コンクリート造","35.650901","139.73584"
"麻布地区","131032","笄小学校","こうがいしょうがっこう","Kogai Elementary School","区民避難所(地域防災拠点)","東京都港区西麻布三丁目11番16号","03-3404-1530",,"1412","853","鉄筋コンクリート造","35.65648","139.724891"
"麻布地区","131032","六本木中学校","ろっぽんぎちゅうがっこう","Roppongi Junior High School","区民避難所(地域防災拠点)","東京都港区六本木六丁目8番16号","03-3404-8855",,"1534","926","鉄筋コンクリート造","35.660826","139.732266"
"麻布地区","131032","高陵中学校","こうりょうちゅうがっこう","Koryo Junior High School","区民避難所(地域防災拠点)","東京都港区西麻布4-14-8","03-3409-7687",,"1130","565","鉄骨鉄筋コンクリート造","35.656991","139.720539"
"麻布地区","131032","南山小学校","なんざんしょうがっこう","Nanzan Elementary School","区民避難所(地域防災拠点)","東京都港区元麻布三丁目8番15号","03-3403-5773",,"1173","702","鉄筋コンクリート造","35.657271","139.731056"
"麻布地区","131032","麻布区民センター","あざぶくみんせんたー","Azabu Civic Center","区民避難所(地域防災拠点)","東京都港区六本木五丁目16番45号","03-3583-5487",,"326","195","鉄骨鉄筋コンクリート造","35.66067","139.735011"
"麻布地区","131032","南麻布いきいきプラザ","みなみあざぶいきいきぷらざ","Minami-azabu Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区南麻布一丁目5番26号","03-5232-9671",,"224","135","鉄筋コンクリート造","35.651414","139.73509"
"麻布地区","131032","麻布子ども中高生プラザ・ありすいきいきプラザ","あざぶこどもちゅうこうせいぷらざ・ありすいきいきぷらざ","Azabu Kids-to-Teens Hall Arisu Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区南麻布四丁目6番7号","03-5447-0611",,"1027","619","鉄筋コンクリート造","35.651082","139.727468"
"麻布地区","131032","西麻布いきいきプラザ","にしあざぶいきいきぷらざ","Nishi-azabu Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区西麻布二丁目13番3号","03-3486-9166",,"297","180","鉄骨鉄筋コンクリート造","35.660801","139.722696"
"麻布地区","131032","飯倉いきいきプラザ","いいくらいきいきぷらざ","Iigura Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区東麻布二丁目16番11号","03-3583-6366",,"157","92","鉄骨造","35.65693","139.740929"
"赤坂地区","131032","赤坂小学校","あかさかしょうがっこう","Akasaka Elementary School","区民避難所(地域防災拠点)","東京都港区赤坂八丁目13番29号","03-3404-8602",,"2001","1208","鉄筋コンクリート造","35.669305","139.731065"
"赤坂地区","131032","青山小学校","あおやましょうがっこう","Aoyama Elementary School","区民避難所(地域防災拠点)","東京都港区南青山二丁目21番2号","03-3403-5588",,"1691","1020","鉄筋コンクリート造","35.669882","139.719084"
"赤坂地区","131032","青南小学校","せいなんしょうがっこう","Seinan Elementary School","区民避難所(地域防災拠点)","東京都港区南青山四丁目21番15号","03-3404-8608",,"1723","1039","鉄筋コンクリート造","35.663506","139.716153"
"赤坂地区","131032","赤坂中学校","あかさかちゅうがっこう","Akasaka Junior High School","区民避難所(地域防災拠点)","東京都港区赤坂九丁目2番3号","03-3402-9306",,"1114","672","鉄筋コンクリート造","35.668183","139.731405"
"赤坂地区","131032","青山中学校","あおやまちゅうがっこう","Aoyama Junior High Shool","区民避難所(地域防災拠点)","東京都港区北青山一丁目1番9号","03-3404-7522",,"2621","1581","鉄骨鉄筋コンクリート造","35.674188","139.72218"
"赤坂地区","131032","赤坂区民センター","あかさかくみんせんたー","Akasaka Civic Center","区民避難所(地域防災拠点)","東京都港区北青山一丁目1番9号","03-5413-2711",,"475","285","鉄骨鉄筋コンクリート造","35.674759","139.731598"
"赤坂地区","131032","サン・サン赤坂(赤坂子ども中高生プラザ)","さん・さんあかさか(あかさかこどもちゅうこうせいぷらざ)","Sun-Sun Akasaka(Akasaka Kids-to-Teens Hall)","区民避難所(地域防災拠点)","東京都港区赤坂六丁目6番14号","03-5561-7833",,"888","535","鉄筋コンクリート造","35.669966","139.737659"
"赤坂地区","131032","赤坂いきいきプラザ","あかさかいきいきぷらざ","Akasaka Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区赤坂六丁目4番8号","03-3583-1207",,"118","70","鉄筋コンクリート造","35.670334","139.734952"
"赤坂地区","131032","青山いきいきプラザ","あおやまいきいきぷらざ","Aoyama Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区南青山二丁目16番5号","03-3403-2011",,"585","350","鉄骨鉄筋コンクリート造","35.669189","139.721262"
"赤坂地区","131032","青南いきいきプラザ","せいなんいきいきぷらざ","Seinan Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区南青山四丁目10番1号","03-3423-4920",,"138","80","鉄筋コンクリート造","35.666464","139.717321"
"高輪地区","131032","御田小学校","みたしょうがっこう","Mita Elementary School","区民避難所(地域防災拠点)","東京都港区三田四丁目11番38号","03-3451-3997",,"1213","732","鉄筋コンクリート造","35.643181","139.738044"
"高輪地区","131032","高輪区民センター","たかなわくみんせんたー","Takanawa Civic Center","区民避難所(地域防災拠点)","東京都港区高輪一丁目16番25号","03-5421-7616",,"393","235","鉄骨鉄筋コンクリート造","35.641984","139.733975"
"高輪地区","131032","白金小学校","しろかねしょうがっこう","Shirokane Elementary School","区民避難所(地域防災拠点)","東京都港区白金台一丁目4番26号","03-3441-5407",,"1805","1090","鉄筋コンクリート造","35.636807","139.728541"
"高輪地区","131032","旧三光小学校","きゅうさんこうしょうがっこう","Former Sanko Elementary School","区民避難所(地域防災拠点)","東京都港区白白金三丁目18番2号 ","03-3441-1001",,"1717","1037","鉄筋コンクリート造","35.644328","139.729204"
"高輪地区","131032","白金の丘学園白金の丘小・中学校","しろかねのおかがくえんしろかねのおかしょう・ちゅうがっこう","Shirokane-no-oka Gakuen Shirokane-no-oka Elementaryand Junior High School","区民避難所(地域防災拠点)","東京都港区白金四丁目1番12号 ","03-3441-5363","03-3441-5631","4556","2756","鉄筋コンクリート造","35.643658","139.726753"
"高輪地区","131032","旧神応小学校","きゅうしんのうしょうがっこう","Former Shinno Elementary School","区民避難所(地域防災拠点)","東京都港区白金六丁目9番5号 ","03-3441-8391",,"1104","660","鉄筋コンクリート造","35.643633","139.724277"
"高輪地区","131032","三田中学校","みたちゅうがっこう","Mita Junior High School","区民避難所(地域防災拠点)","東京都港区三田四丁目13番13号","03-5441-7348",,"1443","721","鉄骨鉄筋コンクリート造","35.645242","139.740818"
"高輪地区","131032","高松中学校","たかまつちゅうがっこう","Takamatsu Junior High School","区民避難所(地域防災拠点)","東京都港区高輪一丁目16番25号","03-3441-6239",,"2306","1394","鉄骨鉄筋コンクリート造","35.640624","139.733937"
"高輪地区","131032","高輪台小学校","たかなわだいしょうがっこう","Takanawadai Elementary School","区民避難所(地域防災拠点)","東京都港区高輪二丁目8番24号","03-5447-0616",,"943","568","鉄筋コンクリート造","35.636383","139.734193"
"高輪地区","131032","高輪子ども中高生プラザ","たかなわこどもちゅうこうせいぷらざ","Takanawa Kids-to-Teens Plaza","区民避難所(地域防災拠点)","東京都港区高輪一丁目4番35号","03-3443-1555",,"1005","670","鉄骨鉄筋コンクリート造","35.642437","139.734846"
"高輪地区","131032","豊岡いきいきプラザ","とよおかいきいきぷらざ","Toyooka Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区三田五丁目7番7号","03-3453-1591",,"121","72","鉄筋コンクリート造","35.646517","139.739624"
"高輪地区","131032","高輪いきいきプラザ","たかなわいきいきぷらざ","Takanawa Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区高輪三丁目18番15号","03-3449-1643",,"138","81","鉄筋コンクリート造","35.63322","139.73571"
"高輪地区","131032","白金いきいきプラザ","しろかねいきいきぷらざ","Shirokane Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区白金三丁目10番12号","03-3441-3680",,"129","76","鉄筋コンクリート造","35.644875","139.731098"
"高輪地区","131032","白金台いきいきプラザ","しろかねだいいきいきぷらざ","Shirokanedai Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区白金台四丁目8番5号","03-3440-4627",,"424","255","鉄骨鉄筋コンクリート造","35.637738","139.724908"
"芝浦港南地区","131032","芝浦小学校","しばうらしょうがっこう","Shibaura Elementary School","区民避難所(地域防災拠点)","東京都港区芝浦四丁目8番18号","03-3451-4992",,"1339","803","鉄骨鉄筋コンクリート造","35.638124","139.746205"
"芝浦港南地区","131032","港南小学校","こうなんしょうがっこう","Konan Elementary School","区民避難所(地域防災拠点)","東京都港区港南四丁目3番28号","03-3474-1501",,"2427","1468","鉄筋コンクリート造","35.629227","139.749657"
"芝浦港南地区","131032","港南中学校","こうなんちゅうがっこう","Konan Junior High School","区民避難所(地域防災拠点)","東京都港区港南四丁目3番3号","03-3471-0238",,"2236","1351","鉄筋コンクリート造","35.631207","139.749078"
"芝浦港南地区","131032","芝浦港南区民センター","しばうらこうなんくみんセンター","Shibaura-konan Civic Center","区民避難所(地域防災拠点)","東京都港区芝浦四丁目13番1号","03-3769-8864",,"433","259","鉄筋コンクリート造","35.640555","139.748687"
"芝浦港南地区","131032","みなとパーク芝浦(港区スポーツセンター・男女平等参画センター)","みなとぱーくしばうら(みなとくすぽーつせんたー・だんじょびょうどうさんかくせんたー)","Minato Park Shibaura(Minato City Sports Center Gender Equality Center)","区民避難所(地域防災拠点)","東京都港区芝浦一丁目16番1号","03-6400-0036",,"7442","4502","鉄骨造","35.646717","139.751751"
"芝浦港南地区","131032","港南子ども中高生プラザ(港区スポーツセンター・男女平等参画センター)","こうなんこどもちゅうこうせいぷらざ(みなとくすぽーつせんたー・だんじょびょうどうさんかくせんたー)","Konan Kids-to-Teens Plaza","区民避難所(地域防災拠点)","東京都港区港南四丁目3番7号","03-3450-9576",,"1218","730","鉄骨鉄筋コンクリート造","35.631063","139.749897"
"芝浦港南地区","131032","港南いきいきプラザ","こうなんいきいきぷらざ","Konan Iki-iki Plaza","区民避難所(地域防災拠点)","東京都港区港南四丁目2番1号","03-3450-9915",,"191","112","鉄筋コンクリート造","35.629624","139.747098"
"芝浦港南地区","131032","お台場学園港陽小・中学校","おだいばがくえんこうようしょう・ちゅうがっこう","Odaiba Gakuen Koyo Elementary and Junior High School","区民避難所(地域防災拠点)","東京都港区台場一丁目1番5号","03-5500-2575",,"3360","2026","鉄筋コンクリート造","35.633775","139.77704"
"芝浦港南地区","131032","台場区民センター","だいばくみんせんたー","Daiba Civic Center","区民避難所(地域防災拠点)","東京都港区台場一丁目5番1号","03-5500-2355",,"298","179","鉄骨鉄筋コンクリート造","35.629987","139.776995"
"芝浦港南地区","131032","芝浜小学校","しばはましょうがっこう","Shibahama Elementary School","区民避難所(地域防災拠点)","東京都港区芝浦1丁目16番31号","03-3769-3051",,"932","563","PcaPc造","35.645975","139.751472"
"芝地区","131032","障害保健福祉センター","しょうがいほけんふくしせんたー","Health and Welfare Center for the Disabled","福祉避難所","東京都港区芝一丁目8番23号","03-5439-2511",,"90",,"鉄骨鉄筋コンクリート造","35.651557","139.755573"
"芝地区","131032","新橋はつらつ太陽","しんばしはつらつたいよう","Shimbashi Hatsuratsu Taiyo","福祉避難所","東京都港区新橋六丁目19番2号","03-3433-0180",,"60",,"鉄骨鉄筋コンクリート造","35.661205","139.754003"
"高輪地区","131032","特別養護老人ホーム白金の森","とくべつようごろうじんほーむしろかねのもり","Shirokane no Mori","福祉避難所","東京都港区白金台五丁目20番5号","03-3449-9611",,"49",,"鉄筋コンクリート造","35.63709","139.722072"
"芝浦港南地区","131032","特別養護老人ホーム港南の郷","とくべつようごろうじんほーむこうなんのさと","Konan-no-Sato","福祉避難所","東京都港区港南三丁目3番23号","03-3450-5571",,"50",,"鉄骨鉄筋コンクリート造","35.633266","139.749263"
"赤坂地区","131032","特別養護老人ホームサン・サン赤坂","とくべつようごろうじんほーむさん・さんあかさか","Sun-Sun Akasaka","福祉避難所","東京都港区赤坂六丁目6番14号","03-5561-7833",,"50",,"鉄筋コンクリート造","35.669761","139.737559"
"麻布地区","131032","特別養護老人ホーム麻布慶福苑","とくべつようごろうじんほーむあざぶけいふくえん","Azabu Keifukuen","福祉避難所","東京都港区南麻布五丁目1番20号","03-3446-5501",,"52",,"鉄筋コンクリート造","35.653668","139.721819"
"麻布地区","131032","特別養護老人ホームベル","とくべつようごろうじんほーむべる","Bell","福祉避難所","東京都港区西麻布四丁目7番2号","03-3499-2823",,"28",,"鉄筋コンクリート造","35.656127","139.722306"
"芝地区","131032","特別養護老人ホーム新橋さくらの園","とくべつようごろうじんほーむしんばしさくらのその","Shimbashi Sakura-no-Sono","福祉避難所","東京都港区新橋六丁目19番2号","03-3433-0183",,"120",,"鉄骨鉄筋コンクリート造","35.661201","139.753707"
"麻布地区","131032","特別養護老人ホームありすの杜きのこ南麻布","とくべつようごろうじんほーむありすのもりきのこみなみあざぶ","Arisu-no-mori Kinoko Minami-azabu","福祉避難所","東京都港区南麻布四丁目6番1号","03-5739-0585",,"110",,"鉄筋コンクリート造","35.650765","139.72666"
"麻布地区","131032","特別養護老人ホーム洛和ヴィラ南麻布","とくべつようごろうじんほーむらくわヴぃらみなみあざぶ","Rakuwa Villa Minami-azabu","福祉避難所","東京都港区南麻布四丁目6番1号","03-6408-8677",,"110",,"鉄筋コンクリート造","35.650244","139.72673"
"麻布地区","131032","老人保健施設ルネサンス麻布","ろうじんほけんしせつるねさんすあざぶ","Renaissance Azabu","福祉避難所","東京都港区南麻布二丁目10番21号","03-3453-5015",,"50",,"鉄筋コンクリート造","35.647927","139.735179"
"芝地区","131032","老人保健施設新橋ばらの園","ろうじんほけんしせつしんばしばらのその","Shimbashi Bara-no-Sono","福祉避難所","東京都港区新橋六丁目19番2号","03-3433-0182",,"100",,"鉄筋コンクリート造","35.661181","139.753838"
"芝地区","131032","老人保健施設洛和ヴィラサラサ","ろうじんほけんしせつらくわヴぃらさらさ","Rakuwa Villa Sarasa","福祉避難所","東京都港区南麻布四丁目6番1号","03-6408-8676",,"50",,"鉄筋コンクリート造","35.650309","139.726778"
"高輪地区","131032","高齢者在宅サービスセンター白金の森","こうれいしゃざいたくさーびすせんたーしろかねのもり","Shirokane-no-Mori","福祉避難所","東京都港区白金台五丁目20番5号","03-3449-9615",,"60",,"鉄筋コンクリート造","35.637094","139.722065"
"高輪地区","131032","高齢者在宅サービスセンター港南の郷","こうれいしゃざいたくさーびすせんたーこうなんのさと","Konan-no-Sato","福祉避難所","東京都港区港南三丁目3番23号","03-3450-5571",,"153",,"鉄骨鉄筋コンクリート造","35.633218","139.749097"
"赤坂地区","131032","高齢者在宅サービスセンターサン・サン赤坂","こうれいしゃざいたくさーびすせんたーさん・さんあかさか","Sun-Sun Akasaka","福祉避難所","東京都港区赤坂六丁目6番14号","03-5561-7831",,"83",,"鉄筋コンクリート造","35.669778","139.737515"
"麻布地区","131032","南麻布高齢者在宅サービスセンター","みなみあざぶこうれいしゃざいたくさーびすせんたー","Minami-azabu","福祉避難所","東京都港区南麻布一丁目5番26号","03-5232-9672",,"56",,"鉄筋コンクリート造","35.651364","139.735194"
"芝浦港南地区","131032","台場高齢者在宅サービスセンター","だいばこうれいしゃざいたくさーびすせんたー","Daiba","福祉避難所","東京都港区台場一丁目5番5号","03-5531-0520",,"59",,"鉄骨鉄筋コンクリート造","35.630595","139.778018"
"芝浦港南地区","131032","北青山高齢者在宅サービスセンター","きたあおやまこうれいしゃざいたくさーびすせんたー","Kita-aoyama","福祉避難所","東京都港区北青山一丁目6番1号","03-5410-3410",,"116",,"鉄筋コンクリート造","35.673546","139.721794"
"芝地区","131032","芝高齢者在宅サービスセンター","しばこうれいしゃざいたくさーびすせんたー","Shiba","福祉避難所","東京都港区芝三丁目24番5号","03-5232-0848",,"53",,"鉄骨造","35.651384","139.748125"
"芝地区","131032","虎ノ門高齢者在宅サービスセンター","とらのもんこうれいしゃざいたくさーびすせんたー","Toranomon","福祉避難所","東京都港区虎ノ門一丁目21番10号","03-3539-3710",,"45",,"鉄筋コンクリート造","35.667853","139.748728"
"麻布地区","131032","特別養護老人ホーム南麻布シニアガーデンアリス					","とくべつようごろうじんほーむみなみあざぶしにあがーでんありす","Minamiazabushiniaga-denarisu","福祉避難所","東京都港区南麻布四丁目6番13号","03-3578-2421",,,,"鉄筋コンクリート造","35.650591","139.727203"
"麻布地区","131032","区立障害者支援施設　港区立障害者支援ホーム南麻布		","みなとくりつしょうがいしゃしえんほーむみなみあざぶ","Minatokuritu syougaisyasienho-muminamiazabu","福祉避難所","東京都港区南麻布四丁目6番13号","03-3578-2387",,,,"鉄筋コンクリート造","35.650591","139.727203"
"麻布地区","131032","児童発達支援センター","じどうはったつしえんせんたー",,"福祉避難所","東京都港区南麻布四丁目6番13号","03-6277-3106",,,,"鉄筋コンクリート造","35.650591","139.727203"

"区民避難場所・福祉避難所情報","Ver202204",,,,,,,,,,,,
