一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
13,千代田区東神田2-10-18,35.695507,139.780655,JGD2011,都道302号線,c,2011-09-13,2011-09-15,4,6,6,1.5,72,70
14,千代田区神田神保町1-42,35.697716,139.757797,JGD2011,都道301号線,c,2011-10-11,2011-10-13,4,5,4.2,1.5,70,67
15,千代田区一ツ橋2-3,35.694153,139.758224,JGD2011,都道301号線,c,2011-10-11,2011-10-13,4,5,4.5,1.5,69,66
16,千代田区神田神保町2-15,35.695442,139.757939,JGD2011,都道301号線,c,2011-10-11,2011-10-18,4,6,8.8,1.5,71,68
17,千代田区神田岩本町15,35.696655,139.775024,JGD2011,国道4号,c,2011-11-15,2011-11-22,3,7,7,1.5,70,68
18,千代田区和泉橋出張所4階,35.697286,139.775007,JGD2011,首都高速1号線,c,2011-11-15,2011-11-22,2,4,18.2,13.6,71,69
19,千代田区神田錦町3-18,35.693203,139.761337,JGD2011,区道101号,c,2012-02-14,2012-02-16,5,4,4,1.5,69,63
20,千代田区内神田1-1,35.689434,139.765686,JGD2011,都道402号線,c,2012-02-14,2012-02-16,4,6,4.6,1.5,66,64
21,千代田区神田鍛冶町3-6,35.694111,139.771072,JGD2011,国道17号,c,2012-02-14,2012-02-16,3,5,4.3,1.5,67,64
22,中央区日本橋1丁目3,35.682995,139.773178,JGD2011,国道1号(永代通り),C,2011-10-06,2011-10-07,3,6,5.5,1.2,70,68
23,中央区新川2丁目22,35.674049,139.782242,JGD2011,都道463号上野月島線,C,2011-10-06,2011-10-07,4,2,5.4,1.2,65,63
24,中央区佃2丁目12,35.666733,139.786209,JGD2011,都道463号上野月島線,B,2011-10-06,2011-10-07,4,4,5.5,1.2,65,61
25,中央区日本橋人形町3丁目9,35.686958,139.782120,JGD2011,区道中日第1号線,C,2011-10-27,2011-10-28,5,5,3.8,1.2,64,60
26,中央区日本橋蛎殻町1丁目38,35.682999,139.784515,JGD2011,区道中日第1号線,C,2011-10-06,2011-10-07,5,6,4,1.2,66,62
27,中央区日本橋横山町3,35.692097,139.781998,JGD2011,区道中日第2号線,C,2011-10-06,2011-10-07,5,5,3.4,1.2,67,65
28,中央区八丁堀3丁目25,35.674740,139.778137,JGD2011,区道中京第402号線,C,2011-10-06,2011-10-07,5,4,5.5,1.2,71,70
29,中央区京橋3丁目7,35.675701,139.770294,JGD2011,区道中京第402号線,C,2011-10-06,2011-10-07,5,6,5.5,1.2,70,68
30,中央区豊海町2,35.653965,139.770737,JGD2011,区道中月第801号線,C,2011-10-06,2011-10-07,5,4,4.2,1.2,67,67
31,中央区勝どき5丁目4,35.656681,139.772659,JGD2011,区道中月第801号線,B,2011-10-06,2011-10-07,5,6,7.2,1.2,67,65
32,中央区月島4-1,35.662067,139.782181,JGD2011,都道上野月島線(清澄通り),c,2011-06-07,2011-06-10,4,6,7,1.2,66,64
33,中央区日本橋小伝馬町20,35.692455,139.780502,JGD2011,国道6号(江戸通り),c,2011-06-07,2011-06-10,3,6,4.5,1.2,68,65
34,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道日本橋芝浦大森線(昭和通り),c,2011-06-07,2011-06-10,4,7,6,1.2,74,73
35,中央区築地6-1,35.665749,139.772690,JGD2011,都道日比谷豊洲埠頭東雲町線(晴海通り),c,2011-07-05,2011-07-08,4,6,5,1.2,70,69
36,中央区京橋3-11,35.674385,139.771667,JGD2011,都道日本橋芝浦大森線(昭和通り),c,2011-10-04,2011-10-07,4,10,5.6,1.2,71,70
37,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道東京市川線(新大橋通り),c,2011-10-04,2011-10-07,4,6,5.5,1.2,70,67
38,中央区京橋2-3,35.676660,139.771215,JGD2011,国道15号(中央通り),c,2011-10-18,2011-10-21,3,4,5.4,1.2,67,64
39,中央区新富2-15,35.671257,139.775208,JGD2011,都道東京市川線(新大橋通り),c,2011-11-08,2011-11-11,4,6,5.5,1.2,68,65
40,中央区晴海3-1,35.656456,139.779572,JGD2011,都道日比谷豊洲埠頭東雲町線(晴海通り),c,2011-12-13,2011-12-16,4,9,7.5,1.2,67,65
41,中央区入船1-1,35.673565,139.777573,JGD2011,都道東京市川線(新大橋通り),c,2012-02-21,2012-02-24,4,6,6.2,1.2,67,64
42,港区虎ノ門3丁目4,35.666035,139.746826,JGD2011,国道1号,C,2012-01-25,2012-01-26,3,4,4.6,1.2,70,67
43,港区元赤坂2丁目1,35.675335,139.722519,JGD2011,国道246号,A,2012-01-25,2012-01-26,3,8,6.1,1.2,64,62
44,港区東麻布2丁目31,35.655727,139.740875,JGD2011,都道環状3号線,C,2012-01-30,2012-01-31,4,4,6.1,1.2,72,71
45,港区西新橋1丁目5,35.669243,139.753525,JGD2011,都道外堀環状線,C,2012-01-30,2012-01-31,4,6,5.6,1.2,68,68
46,港区北青山1丁目7,35.677811,139.720215,JGD2011,都道四谷角筈線,A,2012-01-30,2012-01-31,4,4,8.2,1.2,59,57
47,港区白金台5丁目1,35.642902,139.720581,JGD2011,都道北品川四谷線,C,2012-01-25,2012-01-26,4,4,7.2,1.2,75,70
48,港区海岸1丁目10,35.657009,139.761902,JGD2011,都道新橋日の出埠頭線,C,2012-01-25,2012-01-26,4,4,2.5,1.2,64,59
49,港区白金台1-2,35.636738,139.730743,JGD2011,国道1号（桜田通り）,c,2012-01-25,2012-01-25,3,8,3.2,1.2,66,63
50,港区東麻布2-31,35.655727,139.740875,JGD2011,都道環状3号線（外苑東通り）,c,2012-01-25,2012-01-25,4,4,5.9,1.2,72,71
51,港区白金台5-10,35.641472,139.719849,JGD2011,都道北品川四谷線（外苑通り）,c,2012-01-25,2012-01-25,4,4,4,1.2,75,70
52,港区南麻布5-1,35.654465,139.722473,JGD2011,都道418号線（外苑西通り）,c,2012-01-30,2012-01-30,4,6,3,1.2,72,70
53,港区港南3-9,35.632515,139.751373,JGD2011,都道316号線(海岸通り),c,2012-01-25,2012-01-25,4,6,3.6,1.2,72,70
54,港区高輪2-13,35.634586,139.737762,JGD2011,国道15号（第一京浜）,c,2012-01-25,2012-01-25,3,8,3.2,1.2,69,67
55,港区北青山3-5,35.665634,139.712769,JGD2011,国道246号(青山通り),c,2012-01-30,2012-01-30,3,8,6,1.2,65,65
56,港区西麻布3-20,35.660187,139.725876,JGD2011,都道412号線（六本木通り）,c,2012-01-30,2012-01-30,4,8,3.1,1.2,69,67
57,新宿区西新宿6丁目3,35.693859,139.693619,JGD2011,都道東京所沢線,C,2012-03-15,2012-03-16,4,4,6.3,1.2,67,66
58,新宿区下落合4丁目23,35.721577,139.695847,JGD2011,都道千代田練馬田無線,C,2012-03-15,2012-03-16,4,3,2.5,1.2,68,67
59,新宿区西五軒町13,35.708336,139.737473,JGD2011,都道千代田練馬田無線,C,2012-03-15,2012-03-16,4,4,6,1.2,71,69
60,新宿区内藤町1-7,35.685241,139.715707,JGD2011,都道北品川四谷線,C,2012-03-15,2012-03-16,4,4,4.2,1.2,69,69
61,新宿区西落合4丁目16,35.725800,139.676086,JGD2011,都道鮫洲大山線,B,2012-03-15,2012-03-16,4,2,2.5,1.2,65,62
62,新宿区新宿1丁目8,35.688690,139.711380,JGD2011,都道新宿停車場前線,C,2012-03-15,2012-03-16,4,4,5,1.2,67,66
63,新宿区新小川町6-27,35.707932,139.741959,JGD2011,都道千代田練馬田無線(目白通り),c,2012-01-24,2012-01-27,4,4,0.4,1.2,74,73
64,新宿区下落合3-19-3,35.722710,139.703415,JGD2011,都道千代田練馬田無線(目白通り),c,2012-01-31,2012-02-03,4,2,0.5,1.2,69,67
65,新宿区西落合4-3-9,35.727474,139.680649,JGD2011,都道千代田練馬田無線(目白通り),b,2012-01-31,2012-02-03,4,4,0.4,1.2,73,73
66,新宿区西早稲田1-13-5,35.711399,139.720901,JGD2011,都道千代田練馬田無線(新目白通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,72,69
67,新宿区中落合２－８－２３,35.717182,139.693024,JGD2011,都道千代田練馬田無線(新目白通り),c,2012-01-31,2012-02-03,4,4,0.5,1.2,74,71
68,新宿区神楽坂6-58,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2012-01-24,2012-01-27,4,1,0.3,1.2,67,64
69,新宿区西早稲田1-4-14,35.709324,139.716766,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2012-01-31,2012-02-03,4,4,0.5,1.2,68,65
70,新宿区高田馬場4-13-8,35.712646,139.700500,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2012-01-31,2012-02-03,4,2,0.4,1.2,67,64
71,新宿区西早稲田2-14-4,35.708221,139.711731,JGD2011,都道飯田橋石神井新座線(諏訪通り),b,2012-01-31,2012-02-03,4,4,0.3,1.2,67,63
72,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2012-01-24,2012-01-27,4,2,0.4,1.2,66,66
73,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2012-01-24,2012-01-27,4,4,0.4,1.2,70,69
74,新宿区新宿5-16-5,35.692558,139.706100,JGD2011,都道新宿両国線(靖国通り),c,2012-01-31,2012-02-03,4,10,0.4,1.2,69,67
75,新宿区西新宿8-14-18,35.694984,139.691574,JGD2011,都道東京所沢線(青梅街道),c,2012-01-24,2012-01-27,4,4,5.2,1.2,65,63
76,新宿区新宿1-7-3,35.688770,139.710327,JGD2011,区道41-900(新宿通り),c,2012-01-31,2012-02-03,5,4,0.4,1.2,69,68
77,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状3号線(外苑東通り),b,2012-01-24,2012-01-27,4,4,0.5,1.2,70,67
78,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状3号線(外苑東通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,68,65
79,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,74,72
80,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状6号線(山手通り),a,2012-01-31,2012-02-03,4,4,0.3,1.2,72,69
81,新宿区納戸町36,35.696926,139.733063,JGD2011,区道34-191,a,2012-01-24,2012-01-27,6,1,0,1.2,63,56
82,新宿区大久保3-1-3,35.704676,139.708092,JGD2011,都道芝新宿王子線(明治通り),c,2012-01-24,2012-01-27,4,4,0.3,1.2,76,73
83,文京区本郷5丁目29,35.711441,139.759155,JGD2011,国道17号,C,2012-02-02,2012-02-03,3,4,4.6,1.2,68,66
84,文京区目白台1丁目20,35.715145,139.722214,JGD2011,都道千代田練馬田無線,C,2012-02-02,2012-02-03,4,4,3.2,1.2,60,57
85,文京区小石川1丁目21,35.714695,139.751694,JGD2011,都道白山祝田田町線,C,2012-02-02,2012-02-03,4,6,7,1.2,64,62
86,文京区本郷1丁目1,35.702545,139.758072,JGD2011,都道外濠環状線,C,2012-02-02,2012-02-03,4,6,4.4,1.2,71,68
87,文京区千駄木3丁目48,35.729694,139.762695,JGD2011,都道駒込宮地線,C,2012-02-02,2012-02-03,4,4,5.9,1.2,67,65
88,文京区湯島3丁目13,35.704529,139.769531,JGD2011,都道神田白山線,C,2012-02-02,2012-02-03,4,4,3.3,1.2,68,66
89,台東区浅草橋3丁目20,35.701096,139.788528,JGD2011,国道6号,C,2011-12-05,2011-12-06,3,4,6,1.2,70,69
90,台東区西浅草1丁目2,35.710361,139.790222,JGD2011,都道463号上野月島線,C,2011-12-05,2011-12-06,4,4,6.1,1.2,69,65
91,台東区花川戸2丁目6,35.714420,139.798721,JGD2011,区道60号線,C,2011-12-05,2011-12-06,5,4,3.5,1.2,68,62
92,台東区浅草橋3丁目20,35.701096,139.788528,JGD2011,国道6号（江戸通り）,c,2011-12-06,2011-12-07,3,4,6,1.2,70,69
93,台東区西浅草1丁目2,35.710361,139.790222,JGD2011,都道463号上野月島線（浅草通り）,c,2011-12-06,2011-12-07,4,4,6.1,1.2,69,65
94,台東区花川戸2丁目6,35.714420,139.798721,JGD2011,区道60号,c,2011-12-06,2011-12-07,5,4,3.5,1.2,68,62
95,墨田区吾妻橋2丁目3,35.708782,139.803726,JGD2011,都道本郷亀戸線,C,2011-11-24,2011-11-25,4,6,5.4,1.2,66,63
96,墨田区業平5丁目9,35.707909,139.817413,JGD2011,都道本郷亀戸線,C,2011-11-24,2011-11-25,4,4,2.2,1.2,70,65
97,墨田区文花1丁目29,35.707718,139.820740,JGD2011,都道本郷亀戸線,B,2011-11-24,2011-11-25,4,4,29.7,1.2,59,55
98,墨田区緑1丁目1,35.692417,139.799179,JGD2011,首都高速7号小松川線,C,2011-11-24,2011-11-25,2,4,10,1.2,63,62
99,墨田区墨田4丁目29,35.734203,139.822693,JGD2011,都道新荒川堤防線,C,2011-11-24,2011-11-25,4,2,27.4,1.2,59,53
100,墨田区東墨田2丁目25,35.724026,139.833084,JGD2011,都道新荒川堤防線,C,2011-11-24,2011-11-25,4,2,14.3,1.2,62,56
101,墨田区業平3丁目4,35.706112,139.813980,JGD2011,都道深川吾嬬線,C,2011-11-24,2011-11-25,4,4,4.8,1.2,69,66
102,墨田区菊川1丁目9,35.688572,139.802505,JGD2011,都道東京市川線,C,2011-11-24,2011-11-25,4,4,4.9,1.2,67,65
103,墨田区菊川3丁目9,35.688229,139.807556,JGD2011,都道東京市川線,C,2011-11-24,2011-11-25,4,4,3.1,1.2,67,64
104,墨田区東向島1-28-11,35.718777,139.814026,JGD2011,国道6号（水戸街道）,c,2011-09-05,2011-09-09,3,4,3,2,71,69
105,墨田区墨田4-61-9,35.730038,139.826355,JGD2011,国道6号（水戸街道）,c,2011-09-05,2011-09-09,3,4,4,1.2,74,72
106,墨田区東向島6-6-12,35.721310,139.819565,JGD2011,都道王子千住南砂線（明治通り）,c,2011-09-12,2011-09-16,4,4,4,2,68,65
107,墨田区東向島3-17-13,35.724815,139.815765,JGD2011,都道王子千住南砂線（明治通り）,c,2011-09-12,2011-09-16,4,4,4,1.2,71,69
108,墨田区江東橋1-7-14,35.695141,139.809860,JGD2011,国道14号（京葉道路）,c,2011-09-26,2011-09-30,3,6,5,2,69,66
109,墨田区緑2-13-7,35.694611,139.800964,JGD2011,国道14号（京葉道路）,c,2011-09-26,2011-09-30,3,4,4,1.2,73,71
110,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道御徒町小岩線（蔵前橋通り）,b,2011-10-03,2011-10-07,4,4,3,1.2,70,66
111,墨田区太平1-17,35.701801,139.808640,JGD2011,都道御徒町小岩線（蔵前橋通り）,c,2011-10-03,2011-10-07,4,4,3,1.2,70,66
112,墨田区菊川3-16-5,35.688911,139.806351,JGD2011,都道環状3号線（三ツ目通り）,c,2011-10-17,2011-10-21,4,4,3,1.2,70,67
113,墨田区本所4-1-4,35.702820,139.804916,JGD2011,都道環状3号線（三ツ目通り）,c,2011-10-17,2011-10-21,4,4,3,1.2,68,64
114,江東区大島2丁目1番地,35.689903,139.820419,JGD2011,都道東京市川線,C,2011-12-13,2011-12-14,4,4,3.9,1.2,68,65
115,江東区古石場1丁目2番地,35.670116,139.792755,JGD2011,都道上野月島線,B,2011-12-13,2011-12-14,4,6,6.1,1.2,68,64
116,江東区平野1丁目2番地,35.678173,139.798935,JGD2011,都道上野月島線,B,2011-12-13,2011-12-14,4,4,3.9,1.2,70,66
117,江東区大島3丁目4番地,35.692505,139.826523,JGD2011,都道王子千住南砂線,B,2011-12-13,2011-12-14,4,4,5.2,1.2,68,65
118,江東区亀戸4-14,35.701527,139.828720,JGD2011,都道放射14号線（蔵前橋通り）,b,2011-05-16,2011-05-17,4,4,4,1.5,71,68
119,江東区亀戸7-39-9,35.697147,139.839218,JGD2011,国道14号（京葉道路）,c,2011-06-14,2011-06-15,3,6,5,2.1,72,69
120,江東区住吉2-28-36,35.689022,139.819382,JGD2011,都道放射31号線（新大橋通り）,b,2011-06-08,2011-06-09,4,4,4,2,66,63
121,江東区大島3-16-2,35.689594,139.829697,JGD2011,都道放射31号線（新大橋通り）,c,2011-05-18,2011-05-19,4,4,3,2,65,60
122,江東区北砂4-13-23,35.676956,139.829224,JGD2011,都道補助111号線（清洲橋通り）,c,2011-05-09,2011-05-10,4,4,3,1.5,68,63
123,江東区南砂4-4-1,35.674496,139.830322,JGD2011,都道放射29号線（葛西橋通り）,c,2011-10-24,2011-10-25,4,4,3,2.5,73,73
124,江東区永代2-31,35.673653,139.792633,JGD2011,都道放射16号線（永代通り）,c,2011-05-26,2011-05-27,4,6,5,1.5,68,66
125,江東区東陽3-27,35.670174,139.815643,JGD2011,都道放射16号線（永代通り）,c,2011-06-01,2011-06-02,4,6,6,1.7,69,67
126,江東区豊洲4-11-18,35.653324,139.799072,JGD2011,都道放射34号線（晴海通り）,c,2011-10-26,2011-10-27,4,7,6,1.2,67,64
127,江東区平野1-2-3,35.678619,139.798462,JGD2011,都道補助110号線（清澄通り）,c,2011-05-25,2011-05-26,4,4,4,1.5,69,66
128,江東区東雲2-5,35.640823,139.799210,JGD2011,国道357号（湾岸道路）,c,2011-10-27,2011-10-28,3,4,8,1.5,71,70
129,江東区森下4-9-22,35.685215,139.806168,JGD2011,都道環状3号線（三ツ目通り）,c,2011-05-24,2011-05-25,4,4,3,2,70,66
130,江東区枝川3-3,35.658913,139.808472,JGD2011,都道環状3号線（三ツ目通り）,c,2011-05-31,2011-06-01,4,6,4,1.5,73,70
131,江東区枝川1-8-15,35.657299,139.802383,JGD2011,都道環状3号線（三ツ目通り）,c,2011-10-25,2011-10-26,4,6,2.7,1.2,70,65
132,江東区東陽4-11-28,35.672993,139.816360,JGD2011,都道放射32号線（四ツ目通り）,c,2011-06-15,2011-06-16,4,4,8,1.2,66,64
133,江東区大島3-4-5,35.692406,139.826218,JGD2011,都道補助116号線（明治通り）,c,2011-05-17,2011-05-18,4,4,5,1.2,68,66
134,江東区大島6-7-8,35.691181,139.835190,JGD2011,都道環状4号線（丸八通り）,b,2011-05-19,2011-05-20,4,4,5.1,2,65,61
135,江東区東砂2-12-14,35.683292,139.843781,JGD2011,都道補助144号線（番所橋通り）,b,2011-06-09,2011-06-10,4,4,4.5,2.1,68,63
136,江東区大島7-30,35.693832,139.841415,JGD2011,首都高速7号小松川線,c,2011-06-13,2011-06-14,2,4,23,25.8,69,65
137,江東区枝川2-1,35.659821,139.805649,JGD2011,首都高速9号深川線,c,2011-05-30,2011-05-31,2,4,28,27,73,69
138,品川区東大井3丁目18,35.600006,139.738266,JGD2011,国道15号,C,2011-12-07,2011-12-08,3,4,4.7,1.2,73,70
139,品川区南大井2丁目12,35.588818,139.736420,JGD2011,国道15号,C,2011-12-07,2011-12-08,3,8,4.7,1.2,73,68
140,品川区戸越4丁目11,35.610619,139.719971,JGD2011,都道鮫洲大山線,C,2011-12-07,2011-12-08,4,2,5.8,1.2,57,46
141,品川区八潮5-10,35.599377,139.752625,JGD2011,国道357号（湾岸道路）,b,2011-06-07,2011-06-10,3,4,35,1.2,62,59
142,品川区上大崎2-13-36,35.634548,139.717494,JGD2011,都道白金台町等々力線（目黒通り）,c,2011-08-02,2011-08-05,4,5,5,1.5,65,62
143,品川区北品川5-1-12,35.623856,139.732079,JGD2011,都道環状6号線（八ツ山通り）,c,2011-08-23,2011-08-26,4,4,4,1.6,71,68
144,品川区北品川3-10-13,35.616417,139.737625,JGD2011,都道環状6号線（山手通り）,c,2011-09-06,2011-09-09,4,4,5.5,2.3,68,64
145,品川区上大崎3-14-23,35.630382,139.720228,JGD2011,首都高速2号目黒線,b,2011-11-15,2011-11-18,2,4,15,8,69,66
146,品川区東大井3-18-34,35.600257,139.738632,JGD2011,国道15号（第一京浜）,c,2011-12-06,2011-12-09,3,4,2.5,1.5,73,70
147,品川区東中延2-5-10,35.607813,139.713852,JGD2011,国道1号（第二京浜）,c,2012-01-17,2012-01-20,3,6,2.7,2.7,73,70
148,品川区東品川3-1-5,35.617160,139.747360,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2012-02-21,2012-02-24,4,6,5,2.2,72,68
149,目黒区東山3丁目1-19,35.651096,139.685760,JGD2011,国道246号,C,2012-02-16,2012-02-17,3,6,5.5,1.2,74,75
150,目黒区目黒2丁目8-10,35.633518,139.709915,JGD2011,都道白金台町等々力線,C,2012-02-16,2012-02-17,4,4,5.8,1.2,73,73
151,目黒区下目黒3丁目4-5,35.630714,139.709564,JGD2011,都道環状6号線,C,2012-02-16,2012-02-16,4,4,3.5,1.2,73,72
152,目黒区柿の木坂2丁目4,35.625145,139.677933,JGD2011,都道環状7号線,B,2012-02-16,2012-02-17,4,6,3.9,1.2,71,70
153,目黒区東が丘1丁目5-110,35.626349,139.671549,JGD2011,都道古川橋二子玉川線,A,2012-02-16,2012-02-17,4,2,3,1.2,67,67
154,目黒区青葉台1丁目1-1,35.650600,139.696869,JGD2011,都道環状6号線,A,2012-02-16,2012-02-17,4,4,5.8,1.2,68,69
155,目黒区碑文谷4-16-18,35.621521,139.682281,JGD2011,都道白金台町等々力線（目黒通り),b,2011-11-15,2011-11-18,4,5,4.3,1.2,69,67
156,目黒区八雲2-9-9,35.615185,139.669891,JGD2011,都道白金台町等々力線（目黒通り),b,2011-11-15,2011-11-18,4,5,4.3,1.2,71,68
157,目黒区八雲3-25-8,35.613941,139.664948,JGD2011,都道白金台町等々力線（目黒通り),b,2011-11-15,2011-11-18,4,5,4.3,1.2,72,67
158,目黒区青葉台3-21-10,35.649128,139.692017,JGD2011,都道環状六号線(山手通り),c,2011-11-15,2011-11-18,4,5,5.3,1.2,71,70
159,目黒区五本木2-19-6,35.634548,139.690842,JGD2011,都道古川橋二子玉川線(駒沢通り),b,2011-11-15,2011-11-18,4,2,3,1.2,69,68
160,目黒区目黒本町2-1-20,35.625484,139.695251,JGD2011,都道鮫洲大山線(補助26号線),c,2011-11-15,2011-11-18,4,2,3,1.2,67,66
161,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,国道1号,B,2012-01-19,2012-01-20,3,6,2,2.1,73,68
162,大田区大森中2丁目1,35.568119,139.730362,JGD2011,国道15号,C,2012-02-13,2012-02-14,3,4,4.2,2.3,72,71
163,大田区西糀谷3丁目9,35.555283,139.738342,JGD2011,国道131号,C,2012-01-31,2012-02-01,3,6,5,3.3,68,65
164,大田区南馬込2丁目31,35.588638,139.718979,JGD2011,都道環状7号線,B,2012-01-31,2012-02-01,4,4,3.5,2.4,73,72
165,大田区新蒲田1丁目14,35.559662,139.709015,JGD2011,都道環状8号線,C,2012-01-19,2012-01-20,4,4,4.8,2.5,71,66
166,大田区南千束3丁目32,35.599949,139.687881,JGD2011,都道東京丸子横浜線,B,2012-01-19,2012-01-20,4,4,4.2,2.6,72,72
167,大田区北馬込1丁目4,35.600414,139.702194,JGD2011,都道環状7号線,B,2012-01-31,2012-02-01,4,4,4.8,2.5,71,71
168,大田区羽田旭町2,35.552574,139.746201,JGD2011,首都高速1号羽田線,C,2012-02-13,2012-02-14,2,6,13.6,25.5,70,67
169,大田区下丸子1丁目6,35.568806,139.686630,JGD2011,都道大田調布線,C,2012-01-19,2012-01-20,4,2,1.8,2.6,64,58
170,大田区西蒲田7丁目11,35.564270,139.711334,JGD2011,都道大田調布線,C,2012-02-13,2012-02-14,4,2,2.4,2.3,65,62
171,大田区南馬込2-31,35.588638,139.718979,JGD2011,都道環状7号線（環七通り）,b,2012-01-31,2012-02-03,4,4,4.2,2.4,72,71
172,大田区北馬込1-4,35.600414,139.702194,JGD2011,都道環状7号線（環七通り）,b,2012-01-31,2012-02-03,4,4,4.8,2.5,70,70
173,大田区西糀谷3-9,35.555283,139.738342,JGD2011,国道131号（産業道路）,c,2012-01-31,2012-02-03,3,7,5,3.3,67,65
174,大田区大森東4-35,35.566814,139.736649,JGD2011,国道131号（産業道路）,c,2012-01-31,2012-02-03,3,4,3.7,2.2,70,69
175,世田谷区北烏山6-25-12,35.675659,139.596451,JGD2011,高速国道中央自動車道,A,2011-10-12,2011-10-13,1,4,8.8,1.2,62,58
176,世田谷区上北沢5-2-1,35.670830,139.622574,JGD2011,都道新宿国立線,C,2011-10-12,2011-10-13,4,4,9.5,1.2,65,62
177,世田谷区上北沢5-3-1,35.671001,139.621475,JGD2011,国道20号,C,2011-10-12,2011-10-13,3,4,6,1.2,73,71
178,世田谷区北烏山1-12-5,35.673088,139.604050,JGD2011,国道20号,B,2011-10-12,2011-10-13,3,4,2.5,1.2,74,74
179,世田谷区八幡山1-6-10,35.660065,139.623077,JGD2011,都道調布経堂停車場線,B,2011-10-12,2011-10-13,4,2,2.5,1.2,68,62
180,世田谷区代沢1-3-6,35.655685,139.679001,JGD2011,都道渋谷経堂線,B,2011-10-12,2011-10-13,4,2,2,1.2,69,69
181,世田谷区弦巻3-15-8,35.636566,139.644821,JGD2011,都道瀬田貫井線,A,2011-10-12,2011-10-13,4,2,2.1,1.2,64,60
182,世田谷区玉川台1-12-5,35.623756,139.632126,JGD2011,都道瀬田貫井線,B,2011-10-12,2011-10-13,4,2,2.3,1.2,64,61
183,世田谷区大蔵6-20-28,35.625130,139.607300,JGD2011,都道大田調布線,A,2011-10-12,2011-10-13,4,2,3.5,1.2,69,65
184,世田谷区喜多見3-25-1,35.624748,139.597153,JGD2011,都道大田調布線,A,2011-10-12,2011-10-13,4,2,2.5,1.2,66,59
185,世田谷区野毛2-6-6,35.601189,139.641373,JGD2011,都道大田調布線,A,2011-10-12,2011-10-13,4,2,7.9,1.2,62,58
186,世田谷区羽根木1-6-14,35.664528,139.660507,JGD2011,都道環状7号線（環七通り）,c,2011-05-10,2011-05-20,4,5,4.7,1.2,69,68
