地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
0,13000,東京都,2,192,ゴム製・プラスチック製履物・同附属品製造業,11,149,93,-,-,88,72,61,21,-,-,-,-,44592,115166,195669,183032,10701,73561,74529
0,13000,東京都,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,162,1992,1285,17,13,1422,1092,519,156,34,24,10,8,698834,1195862,2546619,2369802,135524,1210866,1254371
0,13000,東京都,2,199,その他のゴム製品製造業,29,341,226,-,-,277,211,63,14,1,1,-,-,125836,220880,480615,391859,29751,230916,241044
0,13000,東京都,1,200,なめし革・同製品・毛皮製造業,259,3362,2051,36,26,2390,1701,945,332,1,1,29,15,1168436,4391945,7241835,6359480,264545,2610341,2655777
0,13000,東京都,2,201,なめし革製造業,26,269,201,6,4,169,131,94,66,-,-,9,2,96701,209026,405101,296405,95904,181715,181715
0,13000,東京都,2,202,工業用革製品製造業（手袋を除く）,2,44,23,-,-,24,18,20,5,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,203,革製履物用材料・同附属品製造業,27,265,157,-,-,187,131,78,26,-,-,3,3,77226,254159,368077,345864,21360,106740,106740
0,13000,東京都,2,204,革製履物製造業,76,1237,856,4,4,881,688,354,166,1,1,9,7,418066,1863950,3016730,2514262,42615,1032046,1075175
0,13000,東京都,2,206,かばん製造業,36,435,252,3,3,338,230,94,19,-,-,1,-,x,x,x,x,x,x,x
0,13000,東京都,2,207,袋物製造業,78,885,444,23,15,603,387,266,48,-,-,6,3,311141,1285022,1993583,1798576,56433,660014,663079
0,13000,東京都,2,209,その他のなめし革製品製造業,14,227,118,-,-,188,116,39,2,-,-,1,-,83115,142246,283694,241086,39500,130754,131161
0,13000,東京都,1,210,窯業・土石製品製造業,198,3883,3091,9,8,3268,2715,463,248,168,141,54,50,2016994,9738606,17021270,15714972,378623,6692110,6871999
0,13000,東京都,2,211,ガラス・同製品製造業,64,1617,1200,8,7,1344,1047,194,91,72,56,3,2,807713,2004822,4726058,3944548,296692,2517197,2638931
0,13000,東京都,2,212,セメント・同製品製造業,89,1542,1324,-,-,1319,1156,159,110,84,78,49,47,850589,6791579,10331965,x,x,3247050,3280772
0,13000,東京都,2,214,陶磁器・同関連製品製造業,3,51,41,-,-,41,37,10,4,-,-,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,215,耐火物製造業,1,9,9,-,-,8,8,1,1,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,216,炭素・黒鉛製品製造業,3,20,11,-,-,17,11,3,-,-,-,-,-,6269,13960,30891,30891,-,15677,15677
0,13000,東京都,2,217,研磨材・同製品製造業,11,164,119,-,-,139,107,24,12,1,-,1,-,81194,183066,303827,183572,4201,112428,116749
0,13000,東京都,2,218,骨材・石工品等製造業,20,245,208,-,-,216,185,26,16,7,7,1,1,119377,161278,530624,442911,37842,342001,342001
0,13000,東京都,2,219,その他の窯業・土石製品製造業,7,235,179,1,1,184,164,46,14,4,-,-,-,124688,562300,1014140,916699,10193,400197,420309
0,13000,東京都,1,220,鉄鋼業,109,2578,2267,2,2,2333,2077,188,146,56,43,19,17,1310984,10339164,14319323,12982710,806061,3273678,3799842
0,13000,東京都,2,222,製鋼・製鋼圧延業,1,144,133,-,-,133,124,10,8,1,1,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,6,932,864,-,-,836,784,67,58,29,22,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,225,鉄素形材製造業,13,250,215,-,-,225,199,24,16,1,-,8,6,128984,412903,700529,669026,31503,247453,266473
0,13000,東京都,2,229,その他の鉄鋼業,89,1252,1055,2,2,1139,970,87,64,25,20,11,11,606098,4060020,5889847,4715441,667809,1669495,1697303
0,13000,東京都,1,230,非鉄金属製造業,128,2630,1920,7,7,2100,1723,466,138,59,54,13,9,1111818,5730421,8299030,7345373,488598,2329726,2405028
0,13000,東京都,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,16,665,530,-,-,626,525,39,5,-,-,-,-,342198,2926859,3495224,3338972,67585,462217,537874
0,13000,東京都,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,26,524,393,-,-,475,373,49,20,1,1,-,-,240768,1196831,1989298,1665320,186592,778511,744021
0,13000,東京都,2,234,電線・ケーブル製造業,19,429,173,1,1,189,146,232,23,7,3,2,-,114591,441656,684985,652255,30580,221123,225455
0,13000,東京都,2,235,非鉄金属素形材製造業,49,801,661,2,2,624,531,126,80,50,49,11,9,311576,758043,1469387,1346516,92578,632138,661941
0,13000,東京都,2,239,その他の非鉄金属製造業,18,211,163,4,4,186,148,20,10,1,1,-,-,102685,407032,660136,342310,111263,235737,235737
0,13000,東京都,1,240,金属製品製造業,1491,18206,13338,59,50,14572,11649,3367,1511,252,169,110,74,7283380,12194790,26943961,17946017,8187148,13429585,13701954
0,13000,東京都,2,241,ブリキ缶・その他のめっき板等製品製造業,8,130,97,-,-,112,85,18,12,-,-,-,-,40611,274275,361019,175284,958,74534,80376
0,13000,東京都,2,242,洋食器・刃物・手道具・金物類製造業,134,1539,1057,5,5,1206,930,311,113,17,9,12,6,575111,1213860,2369041,2125659,189745,1045769,1071944
0,13000,東京都,2,243,暖房・調理等装置、配管工事用附属品製造業,44,627,459,1,1,478,374,133,76,15,8,8,3,254396,644501,1236764,1108025,76144,550359,551874
0,13000,東京都,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),390,3854,3017,19,15,3349,2739,477,257,21,15,32,29,1603951,3240279,6549970,5403476,938730,3049426,3067022
0,13000,東京都,2,245,金属素形材製品製造業,230,2766,1932,16,14,2138,1682,597,227,23,17,8,4,997252,2113221,3973956,3494900,426465,1670959,1726165
0,13000,東京都,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,414,6195,4514,7,6,4791,3862,1264,560,152,105,36,24,2539583,2373906,7517957,1387298,6054558,4629737,4782352
0,13000,東京都,2,247,金属線製品製造業（ねじ類を除く),30,267,184,3,2,220,167,44,15,-,-,-,-,96826,261236,454322,366425,75319,178804,178804
0,13000,東京都,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,113,1340,1014,5,4,1086,881,238,122,11,7,7,3,538227,1169273,2405719,2058658,216317,1163469,1156340
0,13000,東京都,2,249,その他の金属製品製造業,128,1488,1064,3,3,1192,929,285,129,13,8,7,5,637423,904239,2075213,1826292,208912,1066528,1087077
0,13000,東京都,1,250,はん用機械器具製造業,362,7597,6034,7,7,6373,5379,970,515,277,160,8,7,3626237,8938567,16852084,14477133,863894,7222485,7398432
0,13000,東京都,2,251,ボイラ・原動機製造業,11,134,113,-,-,120,101,13,11,1,1,-,-,60214,79865,184712,102019,78503,97081,97081
0,13000,東京都,2,252,ポンプ・圧縮機器製造業,92,2040,1528,2,2,1635,1362,270,106,137,61,1,1,880137,2507438,4718929,4470599,183844,2155084,2074430
0,13000,東京都,2,253,一般産業用機械・装置製造業,113,2287,1812,1,1,1943,1618,268,149,90,57,2,2,1095686,2891182,5527854,5064175,233696,2363541,2459360
0,13000,東京都,2,259,その他のはん用機械・同部分品製造業,146,3136,2581,4,4,2675,2298,419,249,49,41,5,4,1590200,3460082,6420589,4840340,367851,2606779,2767561
0,13000,東京都,1,260,生産用機械器具製造業,1000,16652,13298,26,20,14105,11924,2081,1021,538,426,79,51,7937772,20650204,38695788,33670684,2355933,16911493,17623709
0,13000,東京都,2,261,農業用機械製造業（農業用器具を除く）,6,153,119,-,-,130,112,20,5,3,2,26,18,77799,345742,456754,281619,-,92603,104892
0,13000,東京都,2,262,建設機械・鉱山機械製造業,36,867,709,-,-,746,640,104,63,19,8,-,-,410570,772547,1601981,1461452,108561,686324,780844
0,13000,東京都,2,263,繊維機械製造業,5,64,44,-,-,49,35,12,6,3,3,-,-,19264,33722,70910,67102,3665,33156,34506
0,13000,東京都,2,264,生活関連産業用機械製造業,133,1813,1478,5,5,1592,1359,203,106,15,10,11,6,903483,2164132,4254905,3793249,132246,1978627,1962706
0,13000,東京都,2,265,基礎素材産業用機械製造業,70,1179,931,-,-,993,818,122,55,66,60,1,1,553070,1495483,2692737,2495753,98843,1085070,1120660
0,13000,東京都,2,266,金属加工機械製造業,268,3879,3031,10,8,3245,2703,574,284,69,52,16,8,1790271,3615420,7088226,5357729,821268,3131641,3307595
0,13000,東京都,2,267,半導体・フラットパネルディスプレイ製造装置製造業,135,3422,2739,5,3,2725,2347,479,225,256,207,4,3,1787668,6930349,12054366,11301621,648363,4998233,5228398
0,13000,東京都,2,269,その他の生産用機械・同部分品製造業,347,5275,4247,6,4,4625,3910,567,277,107,84,21,15,2395647,5292809,10475909,8912159,542987,4905839,5084108
0,13000,東京都,1,270,業務用機械器具製造業,539,13266,9843,14,12,10733,8752,2232,900,509,373,99,60,6717200,16662714,30021666,26965652,683069,12773557,12583416
0,13000,東京都,2,271,事務用機械器具製造業,31,953,767,-,-,766,689,150,40,47,46,-,-,423855,1701244,2772495,2605807,71143,992792,994514
0,13000,東京都,2,272,サービス用・娯楽用機械器具製造業,38,852,626,1,1,624,522,181,67,46,36,61,35,x,x,x,x,x,x,x
0,13000,東京都,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,280,7933,6051,9,8,6545,5428,1268,578,317,221,24,20,4328370,9228779,18197711,16452549,371522,7922050,8447001
0,13000,東京都,2,274,医療用機械器具・医療用品製造業,136,2435,1637,2,2,1985,1482,396,125,52,28,10,3,1103121,2506825,4980376,4164942,82678,2291124,2310954
0,13000,東京都,2,275,光学機械器具・レンズ製造業,52,1048,725,2,1,777,603,235,90,38,33,4,2,470341,1181031,2026319,1878463,77160,819977,831001
0,13000,東京都,2,276,武器製造業,2,45,37,-,-,36,28,2,-,9,9,-,-,x,x,x,x,x,x,x
0,13000,東京都,1,280,電子部品・デバイス・電子回路製造業,270,10396,7257,8,7,7678,6315,2180,702,956,607,48,33,5455816,22791703,33953310,29381568,1009044,9210732,11454153
0,13000,東京都,2,281,電子デバイス製造業,5,461,290,-,-,210,179,159,84,92,27,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,282,電子部品製造業,69,3281,2343,-,-,2555,2133,671,245,310,191,13,7,1730418,13893625,18665929,15670521,129132,3884862,5212743
0,13000,東京都,2,283,記録メディア製造業,2,20,15,-,-,21,19,4,1,1,1,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,284,電子回路製造業,86,2258,1515,4,4,1614,1318,614,178,67,52,23,16,916987,2949780,4370199,3527583,550859,1178785,1327143
0,13000,東京都,2,285,ユニット部品製造業,14,239,186,2,1,201,168,35,18,5,3,1,1,105454,221561,486475,385532,79279,247622,247829
0,13000,東京都,2,289,その他の電子部品・デバイス・電子回路製造業,94,4137,2908,2,2,3077,2498,697,176,481,333,11,9,2480821,5326679,9733210,9139733,216014,3575683,4338862
0,13000,東京都,1,290,電気機械器具製造業,597,24338,19242,9,6,19679,16739,3367,1516,1789,1453,64,37,13824158,44703191,80330197,66713815,2210855,30789694,34171729
0,13000,東京都,2,291,発電用・送電用・配電用電気機械器具製造業,221,8926,7247,3,2,6640,5649,1308,689,1064,980,23,12,4529292,20677651,26928397,25879236,704374,4141981,5927563
0,13000,東京都,2,292,産業用電気機械器具製造業,74,2175,1579,3,1,1523,1294,474,168,187,128,3,2,1032349,5709152,7699272,7389103,271055,1897671,2038224
0,13000,東京都,2,293,民生用電気機械器具製造業,41,668,403,-,-,440,346,210,45,18,12,9,2,283110,896638,1634358,1304273,294797,687537,683983
0,13000,東京都,2,294,電球・電気照明器具製造業,49,746,471,1,1,623,492,184,50,16,3,7,6,319373,1001957,1984911,1708007,126085,843429,916097
0,13000,東京都,2,295,電池製造業,2,14,9,-,-,11,9,3,-,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,296,電子応用装置製造業,90,7140,5812,-,-,6456,5510,528,269,389,261,10,10,5187249,11094906,32724139,21859380,533852,19722517,20793777
0,13000,東京都,2,297,電気計測器製造業,104,4480,3622,2,2,3870,3347,587,288,115,69,10,3,2396861,5163443,9045604,8384381,243431,3353841,3669367
0,13000,東京都,2,299,その他の電気機械器具製造業,16,189,99,-,-,116,92,73,7,-,-,2,2,x,x,x,x,x,x,x
0,13000,東京都,1,300,情報通信機械器具製造業,127,8295,6778,5,3,6834,5877,731,242,815,733,349,250,5581770,31514313,57683413,48918990,1007804,26035038,24463898
0,13000,東京都,2,301,通信機械器具・同関連機械器具製造業,42,6113,5320,-,-,5171,4556,250,109,752,708,47,23,4658074,29494958,53747963,45697903,447075,24302552,22649892
0,13000,東京都,2,302,映像・音響機械器具製造業,51,1469,910,5,3,1100,834,328,67,57,22,5,2,625442,1564530,2923038,2590885,197082,1218860,1295411
0,13000,東京都,2,303,電子計算機・同附属装置製造業,34,713,548,-,-,563,487,153,66,6,3,297,225,298254,454825,1012412,630202,363647,513626,518595
0,13000,東京都,1,310,輸送用機械器具製造業,283,22019,19130,6,4,16872,15189,3076,2208,2561,2198,21,16,12991013,83044931,179218108,175677871,2237159,88747172,89239186
0,13000,東京都,2,311,自動車・同附属品製造業,176,16668,14668,4,2,12685,11450,2506,1980,1881,1618,11,10,10139285,61585239,124340554,123212725,1064673,56549929,58248564
0,13000,東京都,2,312,鉄道車両・同部分品製造業,32,820,709,1,1,626,562,105,62,88,84,3,-,362646,533703,1223811,627536,519037,631317,639937
0,13000,東京都,2,313,船舶製造・修理業、舶用機関製造業,12,301,251,-,-,231,201,38,20,39,36,3,2,206526,351956,578821,540840,37981,158780,209989
0,13000,東京都,2,314,航空機・同附属品製造業,30,3815,3203,1,1,2990,2701,352,122,553,460,3,3,2134397,20314997,52540805,50821916,574939,31155556,29884789
0,13000,東京都,2,315,産業用運搬車両・同部分品・附属品製造業,9,192,154,-,-,157,138,35,16,-,-,-,-,76497,134641,267159,259533,6628,118486,122803
0,13000,東京都,2,319,その他の輸送用機械器具製造業,24,223,145,-,-,183,137,40,8,-,-,1,1,71662,124395,266958,215321,33901,133104,133104
0,13000,東京都,1,320,その他の製造業,583,9221,6117,26,21,7118,5433,2024,635,128,95,74,33,3948031,11341636,20433465,16693989,925414,8231601,8517510
0,13000,東京都,2,321,貴金属・宝石製品製造業,64,868,515,3,3,698,468,170,46,2,1,19,12,357724,1208707,1986324,1727693,233005,718930,729004
0,13000,東京都,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,74,749,362,3,1,540,321,206,39,1,1,4,-,249303,621221,1159974,998987,46359,488289,499230
0,13000,東京都,2,323,時計・同部分品製造業,7,371,298,-,-,310,268,63,32,9,8,-,-,167720,379098,517688,448987,16707,110598,131420
0,13000,東京都,2,324,楽器製造業,16,278,205,1,1,219,178,55,25,3,1,-,-,122896,135894,324458,292632,18678,181581,182770
0,13000,東京都,2,325,がん具・運動用具製造業,64,1720,1177,3,2,1231,1027,460,134,76,63,22,2,797490,3148989,5529391,3860466,70711,2180040,2263088
0,13000,東京都,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,67,838,451,6,4,566,374,264,73,2,-,1,-,x,x,x,x,x,x,x
0,13000,東京都,2,327,漆器製造業,1,4,1,-,-,3,1,1,-,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,328,畳等生活雑貨製品製造業,40,509,280,2,2,339,225,167,53,1,-,6,2,166652,755665,1141747,904392,46054,330691,358763
