地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額（万円）,在庫額／製造品／年初（万円）,在庫額／製造品／年末（万円）,在庫額／半製品及び仕掛品／年初（万円）,在庫額／半製品及び仕掛品／年末（万円）,在庫額／原材料及び燃料／年初（万円）,在庫額／原材料及び燃料／年末（万円）,有形固定資産額／年初現在高／土地（万円）,有形固定資産額／年初現在高／土地以外（万円）,有形固定資産額／取得額／土地（万円）,有形固定資産額／取得額／土地以外／計（万円）,有形固定資産額／取得額／土地以外／建物等（万円）,有形固定資産額／取得額／土地以外／機械等（万円）,有形固定資産額／取得額／土地以外／備品等（万円）,有形固定資産額／除却額／土地（万円）,有形固定資産額／除却額／土地以外（万円）,有形固定資産額／減価償却額（万円）,有形固定資産額／建設仮勘定／増（万円）,有形固定資産額／建設仮勘定／減（万円）,有形固定資産額／建設仮勘定／差引増減（万円）,有形固定資産額／投資総額（万円）
1,13100,区部,1,18,プラスチック製品製造業（別掲を除く）,25,2023234,108909,107019,20750,21523,37288,38379,582319,502866,-,68364,16130,35534,16700,120,35882,68548,14891,9115,5776,74140
1,13100,区部,1,19,ゴム製品製造業,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x
1,13100,区部,1,20,なめし革・同製品・毛皮製造業,21,2379982,183284,184447,78802,74522,108504,109961,298637,197124,17696,103700,91782,6097,5821,1317,5054,42319,52842,-,52842,174238
1,13100,区部,1,21,窯業・土石製品製造業,16,2803421,285965,283008,10200,11503,28875,28235,747195,919829,22283,101948,22984,51646,27318,3397,7352,112364,43317,2741,40576,164807
1,13100,区部,1,22,鉄鋼業,13,7596282,403745,353674,564432,526454,202382,196812,1577681,2379404,-,329709,47726,205113,76870,5716,x,401157,206789,187598,19191,348900
1,13100,区部,1,23,非鉄金属製造業,8,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13100,区部,1,24,金属製品製造業,57,6362175,345697,348318,238829,238331,197267,199708,1330902,1247621,9762,211596,53890,127461,30245,78,9183,177957,96817,40548,56269,277627
1,13100,区部,1,25,はん用機械器具製造業,26,2897279,62138,76191,303668,303713,225159,219934,309511,466614,496,72234,3793,51814,16627,36,12259,60453,-,-,-,72730
1,13100,区部,1,26,生産用機械器具製造業,56,7096500,331930,217933,463737,482792,338907,322823,1974838,1898008,136685,2764700,1514393,1191096,59211,145913,39600,365612,23939,25771,-1832,2899553
1,13100,区部,1,27,業務用機械器具製造業,46,11409772,1416835,1859640,421751,411303,1851872,1537842,1714352,1981659,6655,394810,110930,78179,205701,-,67853,232345,19704,34864,-15160,386305
1,13100,区部,1,28,電子部品・デバイス・電子回路製造業,12,1316917,41904,56630,52047,28957,121524,109993,92503,132526,20788,26013,1737,12226,12050,185,1510,32223,-,-,-,46801
1,13100,区部,1,29,電気機械器具製造業,44,4472079,123831,92582,383272,386699,212065,336851,987618,955960,8520,125487,17432,25139,82916,77496,10769,79813,16501,14807,1694,135701
1,13100,区部,1,30,情報通信機械器具製造業,6,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13100,区部,1,31,輸送用機械器具製造業,15,2214940,46628,54342,207757,169485,79872,73420,379857,505769,-,118822,2703,52807,63312,23845,5999,92437,19339,5377,13962,132784
1,13100,区部,1,32,その他の製造業,31,4291801,237646,208150,206261,203517,376673,336980,545877,517814,-,56017,14868,30619,10530,42208,5184,47080,1412,35,1377,57394
2,13101,千代田区,0,00,総数,15,2605697,4131,4353,44765,51538,7330,7257,198035,466090,-,21840,1770,17412,2658,-,2264,56031,3745,4105,-360,21480
2,13101,千代田区,1,15,印刷・同関連業,15,2605697,4131,4353,44765,51538,7330,7257,198035,466090,-,21840,1770,17412,2658,-,2264,56031,3745,4105,-360,21480
2,13102,中央区,0,00,総数,12,1798000,1696,2380,8053,7148,7690,7336,566114,682911,-,79269,12027,60074,7168,315463,126532,134227,36656,1099,35557,114826
2,13102,中央区,1,09,食料品製造業,2,x,x,x,-,-,x,x,x,x,-,x,-,x,x,-,x,x,x,-,x,x
2,13102,中央区,1,15,印刷・同関連業,10,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13103,港区,0,00,総数,6,506348,1271,1563,5483,7939,4944,4452,62720,74435,-,7669,2773,3311,1585,11917,572,10938,-,-,-,7669
2,13103,港区,1,09,食料品製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13103,港区,1,15,印刷・同関連業,4,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13104,新宿区,0,00,総数,34,6823194,74292,71761,189153,62537,51242,33953,682891,909772,13744,96784,25904,55610,15270,14849,5049,104089,562,2500,-1938,108590
2,13104,新宿区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13104,新宿区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,-,x
2,13104,新宿区,1,15,印刷・同関連業,29,6202200,13968,12886,173085,47700,14178,14132,565443,765197,4000,92463,25409,54212,12842,14849,2987,95754,562,2500,-1938,94525
2,13104,新宿区,1,27,業務用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13104,新宿区,1,30,情報通信機械器具製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13105,文京区,0,00,総数,32,6835341,90849,97504,144371,138801,28604,29456,947958,779175,25193,199744,51542,97681,50521,83969,16939,156587,85103,126953,-41850,183087
2,13105,文京区,1,09,食料品製造業,1,x,x,x,-,-,x,x,-,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13105,文京区,1,15,印刷・同関連業,26,6169720,73220,75803,134450,127748,5365,4235,888713,690811,25193,195907,50638,95957,49312,83969,16702,147537,84034,126953,-42919,178181
2,13105,文京区,1,20,なめし革・同製品・毛皮製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13105,文京区,1,27,業務用機械器具製造業,4,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13106,台東区,0,00,総数,14,1005258,97131,91515,16003,13912,157494,145669,280109,149998,9277,12267,3089,5179,3999,66828,842,17953,-,-,-,21544
2,13106,台東区,1,09,食料品製造業,3,186505,508,462,-,-,930,883,23931,28649,-,78,-,78,-,-,400,887,-,-,-,78
2,13106,台東区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13106,台東区,1,15,印刷・同関連業,4,247016,3499,3049,3128,2627,970,1013,68991,39529,9277,1457,-,256,1201,66828,434,3930,-,-,-,10734
2,13106,台東区,1,20,なめし革・同製品・毛皮製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13106,台東区,1,32,その他の製造業,4,162196,33315,35173,6186,4329,132549,125406,155569,62930,-,2654,-,1832,822,-,8,2663,-,-,-,2654
2,13107,墨田区,0,00,総数,44,14291386,285463,263747,157195,161490,151267,158147,1131612,1699343,5249,317222,119556,106062,91604,62784,27593,356638,305324,191287,114037,436508
2,13107,墨田区,1,09,食料品製造業,2,x,x,x,x,-,x,x,x,x,-,x,-,x,-,-,x,x,-,x,x,x
2,13107,墨田区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,x,x,x
2,13107,墨田区,1,15,印刷・同関連業,17,2039230,35713,33142,24153,24539,12414,12500,482738,414935,-,138920,81400,44849,12671,62000,9249,155536,20227,52357,-32130,106790
2,13107,墨田区,1,16,化学工業,6,9971919,66297,73275,63118,54897,76797,78448,193739,947367,-,121677,18865,37942,64870,784,12126,145687,201994,101463,100531,222208
2,13107,墨田区,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13107,墨田区,1,19,ゴム製品製造業,1,x,x,-,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13107,墨田区,1,20,なめし革・同製品・毛皮製造業,5,666419,32232,31896,23264,20703,24908,26599,96566,54892,3395,3318,412,1526,1380,-,4566,5620,52410,-,52410,59123
2,13107,墨田区,1,21,窯業・土石製品製造業,3,368838,105538,89029,5536,6392,3022,2722,146197,98047,-,7426,518,6481,427,-,-,14975,1839,2499,-660,6766
2,13107,墨田区,1,24,金属製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13107,墨田区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13107,墨田区,1,26,生産用機械器具製造業,3,299726,-,-,11004,16084,488,557,121176,60133,1854,7826,3504,3250,1072,-,1325,7912,-,-,-,9680
2,13107,墨田区,1,32,その他の製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,-,x,-,-,x,x,-,x,x
2,13108,江東区,0,00,総数,56,13038664,514012,468326,333355,338752,339544,289109,2828834,5955213,9763,350945,139749,167152,44044,765,71798,459061,251665,186770,64895,425603
2,13108,江東区,1,09,食料品製造業,11,1953077,2688,1826,2843,1240,50175,13193,470195,287973,-,51452,28693,17133,5626,-,3515,25456,1520,1520,-,51452
2,13108,江東区,1,12,木材・木製品製造業（家具を除く）,1,x,-,-,-,-,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13108,江東区,1,13,家具・装備品製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13108,江東区,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13108,江東区,1,15,印刷・同関連業,18,3704764,15344,10334,32563,32237,25493,20115,948263,1840503,-,173144,65977,99802,7365,-,12563,239664,158322,132284,26038,199182
2,13108,江東区,1,16,化学工業,2,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13108,江東区,1,18,プラスチック製品製造業（別掲を除く）,3,288613,13194,10365,6530,7082,3961,4275,125050,27532,-,12224,45,6240,5939,120,202,8455,-,-,-,12224
2,13108,江東区,1,21,窯業・土石製品製造業,3,610199,772,416,-,-,4749,5673,115406,47645,-,2545,-,2520,25,x,80,7147,-,-,-,2545
2,13108,江東区,1,22,鉄鋼業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13108,江東区,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13108,江東区,1,24,金属製品製造業,3,629641,90000,84035,47530,46758,21838,20498,307873,355603,-,6752,-,6313,439,-,4287,22974,-,-,-,6752
2,13108,江東区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13108,江東区,1,26,生産用機械器具製造業,1,x,-,-,x,x,x,x,x,x,x,x,-,-,x,-,-,x,x,x,x,x
2,13108,江東区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13108,江東区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,x,x,x,-,x,-,-,-,x
2,13108,江東区,1,29,電気機械器具製造業,1,x,x,-,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13108,江東区,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,0,00,総数,35,4129193,90645,95961,149724,128425,266532,227540,564367,853604,26115,150855,20488,93983,36384,32458,9327,138123,18558,49858,-31300,145670
2,13109,品川区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13109,品川区,1,15,印刷・同関連業,3,261452,-,-,2094,1490,556,646,48418,74998,-,4569,550,3307,712,-,700,15168,-,-,-,4569
2,13109,品川区,1,16,化学工業,3,804196,33465,38524,21442,29111,38809,34438,32511,156404,x,52019,10006,37162,4851,-,528,53504,x,40245,x,20106
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13109,品川区,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,x,x,-,x
2,13109,品川区,1,24,金属製品製造業,2,x,x,-,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13109,品川区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,26,生産用機械器具製造業,6,662598,14067,19001,60434,51105,20530,15883,152123,158468,x,17759,4895,8020,4844,8613,2254,19020,10010,9397,613,x
2,13109,品川区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,x,x,x,-,x,-,x,x,-,-,-,x
2,13109,品川区,1,29,電気機械器具製造業,8,683529,11756,10268,48177,27579,30161,24551,87898,133129,-,7444,1454,3170,2820,-,557,16023,-,-,-,7444
2,13109,品川区,1,31,輸送用機械器具製造業,4,513790,153,548,554,534,2936,3495,37399,53643,-,11670,311,10191,1168,23845,2248,11115,-,-,-,11670
2,13110,目黒区,0,00,総数,19,2781522,155440,124012,171705,182179,293755,269858,240834,268619,-,45952,6988,30193,8771,185,4331,50658,377,-,377,46329
2,13110,目黒区,1,09,食料品製造業,3,415134,209,257,430,396,2344,2476,17795,40764,-,2065,-,1186,879,-,36,6298,-,-,-,2065
2,13110,目黒区,1,15,印刷・同関連業,1,x,-,-,x,x,-,-,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13110,目黒区,1,24,金属製品製造業,3,367875,13850,-,1323,1916,10666,14870,97528,88166,-,23972,-,23972,-,-,-,27327,-,-,-,23972
2,13110,目黒区,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13110,目黒区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13110,目黒区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13110,目黒区,1,29,電気機械器具製造業,3,173574,5210,5624,14555,15750,9685,9845,40874,19899,-,3070,456,1205,1409,x,3514,2466,377,-,377,3447
2,13110,目黒区,1,30,情報通信機械器具製造業,1,x,x,-,x,-,x,-,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13110,目黒区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,0,00,総数,123,16376293,586746,523266,897380,906188,1220577,1396052,3660533,4081542,201171,593600,194283,330807,68510,109182,137388,571761,213348,155870,57478,852249
2,13111,大田区,1,09,食料品製造業,9,2413323,108027,102240,3176,2374,210352,272750,145869,319638,-,78901,5667,71356,1878,-,3604,39226,61512,61330,182,79083
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13111,大田区,1,11,繊維工業,2,x,-,-,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,x,x,x
2,13111,大田区,1,13,家具・装備品製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,1,x,x,-,-,-,x,x,x,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13111,大田区,1,15,印刷・同関連業,10,1104112,3146,2239,22475,8254,10160,10102,388597,346863,94866,87008,4069,70060,12879,-,50241,53417,920,-,920,182794
2,13111,大田区,1,16,化学工業,6,1552732,21736,44215,19106,20097,105134,117931,119128,574733,-,46427,16935,18679,10813,-,1650,63881,13295,23842,-10547,35880
2,13111,大田区,1,17,石油製品・石炭製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,6,552125,57163,55239,6008,5961,13908,13345,185332,156080,-,11963,53,7719,4191,-,34442,17993,x,x,6063,18026
2,13111,大田区,1,19,ゴム製品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,21,窯業・土石製品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x
2,13111,大田区,1,22,鉄鋼業,4,414136,35868,30473,45593,40484,31557,31549,91033,92264,-,188,68,25,95,-,6625,11182,-,-,-,188
2,13111,大田区,1,23,非鉄金属製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,-,-,-,x,x,-,x,x
2,13111,大田区,1,24,金属製品製造業,21,2520393,88647,96623,110079,107730,94680,90745,494567,430793,1476,82684,37679,34156,10849,78,4120,61435,89855,30130,59725,143885
2,13111,大田区,1,25,はん用機械器具製造業,8,793174,12837,15159,240136,224469,21364,21911,84487,206089,496,41414,1834,34643,4937,36,3478,30866,-,-,-,41910
2,13111,大田区,1,26,生産用機械器具製造業,22,2329387,139760,57284,186954,163135,125271,120253,647046,1062744,40174,71775,31820,33594,6361,28377,19590,152102,159,1187,-1028,110921
2,13111,大田区,1,27,業務用機械器具製造業,7,718278,24298,19730,35267,36949,114293,105982,742807,324925,-,34266,21865,8863,3538,-,2485,48401,16721,31492,-14771,19495
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,3,555138,14610,31006,33840,14106,57154,50191,25660,19325,-,638,-,638,-,-,16,5497,-,-,-,638
2,13111,大田区,1,29,電気機械器具製造業,13,1396763,31924,26724,136446,195961,48320,199615,339829,201425,8520,24903,13374,8313,3216,77375,1615,19442,7142,7142,-,33423
2,13111,大田区,1,30,情報通信機械器具製造業,1,x,-,-,x,x,-,-,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,31,輸送用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,x,x,x
2,13111,大田区,1,32,その他の製造業,1,x,x,x,x,-,x,-,x,x,-,x,x,x,x,x,-,x,-,-,-,x
2,13112,世田谷区,0,00,総数,13,1280105,23559,26920,58106,65547,31825,27991,120949,157296,18388,39916,6904,18080,14932,-,1151,41839,8429,8332,97,58401
2,13112,世田谷区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13112,世田谷区,1,15,印刷・同関連業,3,340170,86,262,1640,948,14180,10596,17040,8259,-,1043,144,295,604,-,-,2417,-,-,-,1043
2,13112,世田谷区,1,21,窯業・土石製品製造業,1,x,-,-,-,-,x,x,x,x,-,x,x,-,x,-,x,x,x,-,x,x
2,13112,世田谷区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,x,x,x,x,x,x
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,-,-,-,-,x,x,x,x,-,x,x,-,-,x,-,-,-,x
2,13112,世田谷区,1,29,電気機械器具製造業,3,175164,5886,3570,21494,25832,3140,3043,23099,23625,-,5840,967,4104,769,-,35,5867,5715,x,x,x
2,13112,世田谷区,1,32,その他の製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13113,渋谷区,0,00,総数,5,789012,17306,33180,79743,37055,86137,71540,189245,197739,-,17159,6727,8025,2407,-,241,29687,-,-,-,17159
2,13113,渋谷区,1,15,印刷・同関連業,4,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13113,渋谷区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13114,中野区,0,00,総数,4,296706,1130,789,22031,19113,50331,46666,38983,25960,-,2445,89,1965,391,-,2,4436,-,-,-,2445
