地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
0,13000,東京都,1,29,電気機械器具製造業,118,18930,15546,-,-,15558,13455,2137,1138,1731,1416,16,4,11665139,40452413,24772013,68858,345682,13199990,71594962,59601800,1195297,272586,113,10525166,26608195,29990230
0,13000,東京都,1,30,情報通信機械器具製造業,31,6999,5890,-,-,5876,5083,360,113,805,726,339,245,5063895,30651151,27784967,10570,123177,1845375,55654953,47265425,673494,18839,-,7697195,24951078,23379938
0,13000,東京都,1,31,輸送用機械器具製造業,59,19482,17247,-,-,14894,13585,2556,1965,2523,2162,-,-,12006398,81395768,75359202,136919,395595,4428329,175638952,x,1448114,x,694,1169665,86958838,87450852
0,13000,東京都,1,32,その他の製造業,46,3948,2820,-,-,3101,2505,807,298,109,82,-,-,2011952,7244293,3099067,12217,54841,2489920,12322216,9818406,x,30466,x,2436413,4502645,4788554
1,13100,区部,0,00,総数,787,63818,45113,-,-,50229,39853,11077,4182,3464,1911,241,95,31451540,87795975,51770619,779879,1690990,20633950,161691088,134946799,12261884,1097792,37991,13346622,64399265,69341649
1,13100,区部,1,09,食料品製造業,82,7753,3793,-,-,3190,2338,4219,1315,381,177,70,5,2350361,11898560,8350596,162299,225370,79089,19244775,15593938,x,-,3137,x,6468389,6866650
1,13100,区部,1,10,飲料・たばこ・飼料製造業,1,38,18,-,-,15,12,23,6,-,-,-,-,x,x,x,x,x,-,x,x,-,x,-,-,x,x
1,13100,区部,1,11,繊維工業,11,523,213,-,-,400,195,122,17,1,1,-,-,169517,262628,172996,5279,5219,75792,546938,426561,100438,-,x,x,252774,267660
1,13100,区部,1,12,木材・木製品製造業（家具を除く）,1,51,42,-,-,50,42,-,-,1,-,-,-,x,x,x,x,x,-,x,x,-,-,x,-,x,x
1,13100,区部,1,13,家具・装備品製造業,9,433,333,-,-,373,297,60,36,-,-,-,-,194485,757545,423897,3130,4647,158104,1360632,1089428,-,-,-,271204,541064,558734
1,13100,区部,1,14,パルプ・紙・紙加工品製造業,25,1620,1233,-,-,1346,1130,242,94,52,27,2,-,821752,4817466,2721070,109777,126399,295128,6694195,4686032,118241,x,x,1868985,1559682,1772052
1,13100,区部,1,15,印刷・同関連業,234,21882,16388,-,-,18906,15053,2277,1155,1122,543,63,36,11706727,20472527,6003935,65037,554229,12138478,43865020,35811774,7273753,-,27317,752176,19821725,21769135
1,13100,区部,1,16,化学工業,36,6778,4091,-,-,5314,3564,652,196,971,473,20,4,3995875,11327074,8579471,27775,100544,468355,24482927,21767587,305370,-,-,2409970,11588085,12322667
1,13100,区部,1,17,石油製品・石炭製品製造業,2,98,86,-,-,91,82,5,2,2,2,-,-,x,x,x,x,x,-,x,x,x,-,x,x,x,x
1,13100,区部,1,18,プラスチック製品製造業（別掲を除く）,25,1243,806,-,-,851,683,361,113,40,18,7,1,554125,1300748,719887,5153,34907,188608,2533991,2009351,15000,-,-,509640,1081837,1151502
1,13100,区部,1,19,ゴム製品製造業,10,545,386,-,-,430,359,109,22,6,5,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
1,13100,区部,1,20,なめし革・同製品・毛皮製造業,21,1111,683,-,-,844,599,266,83,1,1,1,-,426714,1605553,875040,3169,8673,312377,2895484,2351290,31809,210,-,512175,1161553,1206989
1,13100,区部,1,21,窯業・土石製品製造業,16,1144,888,-,-,994,794,104,54,46,40,-,-,609251,1636525,959106,116146,71620,87830,3124999,2684027,x,x,49,319875,1276105,1390123
1,13100,区部,1,22,鉄鋼業,13,1284,1202,-,-,1177,1110,81,70,26,22,-,-,682485,5476936,4408362,150545,242027,401380,7757563,7348799,335532,-,-,73232,1731300,2220506
1,13100,区部,1,23,非鉄金属製造業,8,472,385,-,-,407,334,23,10,43,42,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13100,区部,1,24,金属製品製造業,57,3370,2544,-,-,2783,2267,507,243,97,50,13,12,1465993,3282980,1796370,51334,81287,1042309,6645208,4371800,1988252,8600,1051,275505,2964391,3140225
1,13100,区部,1,25,はん用機械器具製造業,26,1448,1236,-,-,1279,1122,153,103,21,16,1,1,780583,2080434,1130590,9210,20027,831068,3738407,2831922,51259,721815,596,132815,1505872,1552227
1,13100,区部,1,26,生産用機械器具製造業,56,3593,2972,-,-,3223,2763,257,115,135,115,1,-,1892688,4161653,2553301,7072,53185,1043304,8015284,7016318,175124,192306,19,631517,3362649,3823203
1,13100,区部,1,27,業務用機械器具製造業,46,3654,2787,-,-,3072,2586,461,112,243,198,56,32,2037410,7831009,6187454,3732,22531,858236,11971800,10938907,38508,123548,-,870837,4065471,3865459
1,13100,区部,1,28,電子部品・デバイス・電子回路製造業,12,711,442,-,-,518,394,142,22,68,43,1,1,319343,854148,549215,707,10498,199623,1446599,1317355,7926,-,-,121318,511469,552056
1,13100,区部,1,29,電気機械器具製造業,44,2826,2233,-,-,2445,2089,382,182,80,28,6,3,1314199,2634352,1655106,9269,37933,735121,4806309,4108263,391638,34551,113,271744,1933401,2041036
1,13100,区部,1,30,情報通信機械器具製造業,6,509,371,-,-,412,353,95,18,23,16,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13100,区部,1,31,輸送用機械器具製造業,15,917,816,-,-,703,646,123,82,91,88,-,-,401317,1275397,615858,19434,19012,443270,2302847,1429046,816452,-,-,57349,841013,964008
1,13100,区部,1,32,その他の製造業,31,1815,1165,-,-,1406,1041,413,132,14,6,-,-,824212,3104299,1532842,4712,14340,1073851,5069685,4287110,36931,1534,-,744110,1760544,1839864
2,13101,千代田区,0,00,総数,15,1079,772,-,-,931,709,107,57,41,6,-,-,519012,1413070,650381,3048,25861,709756,2600422,2213255,385447,-,-,1720,1051950,1100986
2,13101,千代田区,1,15,印刷・同関連業,15,1079,772,-,-,931,709,107,57,41,6,-,-,519012,1413070,650381,3048,25861,709756,2600422,2213255,385447,-,-,1720,1051950,1100986
2,13102,中央区,0,00,総数,12,880,654,-,-,763,605,116,61,20,6,-,-,471249,807206,220670,1512,19436,238180,1801745,1711235,86986,-,-,3524,795162,929610
2,13102,中央区,1,09,食料品製造業,2,119,60,-,-,48,29,71,31,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13102,中央区,1,15,印刷・同関連業,10,761,594,-,-,715,576,45,30,20,6,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13103,港区,0,00,総数,6,414,266,-,-,359,248,53,17,3,2,-,-,180186,200377,61207,1199,4496,111113,505527,503600,-,-,-,1927,275030,283220
2,13103,港区,1,09,食料品製造業,2,184,86,-,-,138,74,43,10,3,2,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13103,港区,1,15,印刷・同関連業,4,230,180,-,-,221,174,10,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13104,新宿区,0,00,総数,34,3351,2609,-,-,3043,2464,296,140,18,11,2,1,1714149,3866459,749884,4291,42944,2952045,6970719,6590349,361992,-,225,18153,2647116,2880352
2,13104,新宿区,1,09,食料品製造業,2,93,21,-,-,34,15,59,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13104,新宿区,1,14,パルプ・紙・紙加工品製造業,1,35,24,-,-,33,24,2,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13104,新宿区,1,15,印刷・同関連業,29,3084,2454,-,-,2843,2316,230,134,17,10,2,1,1593619,3507576,483188,3418,40894,2907285,6333530,5966675,361992,-,225,4638,2401399,2623620
2,13104,新宿区,1,27,業務用機械器具製造業,1,52,43,-,-,46,42,5,-,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13104,新宿区,1,30,情報通信機械器具製造業,1,87,67,-,-,87,67,-,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13105,文京区,0,00,総数,32,3362,2398,-,-,3092,2369,376,160,190,128,-,-,1667515,3645164,422227,2058,76098,2819441,6999101,6451063,383193,2749,815,161281,2962122,3117624
2,13105,文京区,1,09,食料品製造業,1,57,15,-,-,7,3,50,12,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13105,文京区,1,15,印刷・同関連業,26,3070,2247,-,-,2860,2231,316,147,190,128,-,-,1540721,3395490,338773,1392,73853,2735557,6208869,5790646,383193,-,815,34215,2464880,2616536
2,13105,文京区,1,20,なめし革・同製品・毛皮製造業,1,56,27,-,-,52,27,4,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13105,文京区,1,27,業務用機械器具製造業,4,179,109,-,-,173,108,6,1,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13106,台東区,0,00,総数,14,681,449,-,-,528,401,158,53,5,1,3,-,276040,764020,336639,1783,4866,103977,1415248,1012909,56,-,15,402268,578448,604108
2,13106,台東区,1,09,食料品製造業,3,183,90,-,-,73,57,110,33,-,-,-,-,68591,46697,44139,256,1623,-,186551,186551,-,-,-,-,128565,129498
2,13106,台東区,1,11,繊維工業,1,34,16,-,-,34,16,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13106,台東区,1,15,印刷・同関連業,4,178,140,-,-,169,137,14,8,4,1,3,-,93528,165224,52357,51,706,44321,345531,247967,-,-,15,97549,162181,167062
2,13106,台東区,1,20,なめし革・同製品・毛皮製造業,2,121,89,-,-,106,85,15,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13106,台東区,1,32,その他の製造業,4,165,114,-,-,146,106,19,8,1,-,-,-,79297,260998,61858,192,907,23383,402169,162139,56,-,-,239974,128089,130751
2,13107,墨田区,0,00,総数,44,5494,3527,-,-,4802,3332,396,136,307,70,6,-,3003013,5936650,4245145,34741,61979,1150688,14792956,14246226,62581,-,176,483973,7878412,8252471
2,13107,墨田区,1,09,食料品製造業,2,107,82,-,-,52,46,55,36,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13107,墨田区,1,11,繊維工業,1,31,12,-,-,31,12,-,-,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13107,墨田区,1,15,印刷・同関連業,17,1158,796,-,-,985,741,120,38,57,21,6,-,561037,1097402,287104,548,17522,659513,2118325,2011387,30028,-,176,76734,795507,953228
2,13107,墨田区,1,16,化学工業,6,2894,1728,-,-,2612,1697,62,11,225,25,-,-,1821873,3506228,3283113,1967,15093,157479,10017758,9973132,30,-,-,44596,5915980,6062910
2,13107,墨田区,1,18,プラスチック製品製造業（別掲を除く）,1,133,101,-,-,126,100,7,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,19,ゴム製品製造業,1,42,23,-,-,38,23,4,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,20,なめし革・同製品・毛皮製造業,5,332,186,-,-,276,173,56,13,-,-,-,-,143265,291801,203257,369,2343,84498,672424,637507,31809,-,-,3108,348165,356682
2,13107,墨田区,1,21,窯業・土石製品製造業,3,311,220,-,-,252,179,36,19,23,22,-,-,113236,339766,112633,28625,17623,4760,575148,384491,-,-,-,190657,188229,218857
2,13107,墨田区,1,24,金属製品製造業,2,107,67,-,-,90,62,16,4,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,25,はん用機械器具製造業,2,108,89,-,-,101,86,7,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,26,生産用機械器具製造業,3,231,194,-,-,209,188,23,7,1,1,-,-,113097,65023,38436,451,4455,21681,294646,294301,345,-,-,-,210726,213558
2,13107,墨田区,1,32,その他の製造業,1,40,29,-,-,30,25,10,4,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,0,00,総数,56,4791,3153,-,-,3267,2497,1355,522,212,177,69,8,2310894,5930701,4378267,35151,154365,683890,13822125,11336264,1742689,x,x,731142,6841041,7340391
2,13108,江東区,1,09,食料品製造業,11,1503,604,-,-,503,306,997,297,7,5,61,4,409417,839386,794487,12639,22779,-,1962241,1955542,-,-,-,6699,1012833,1040754
2,13108,江東区,1,12,木材・木製品製造業（家具を除く）,1,51,42,-,-,50,42,-,-,1,-,-,-,x,x,x,x,x,-,x,x,-,-,x,-,x,x
2,13108,江東区,1,13,家具・装備品製造業,2,106,82,-,-,88,68,18,14,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13108,江東区,1,14,パルプ・紙・紙加工品製造業,2,104,82,-,-,92,77,3,1,9,4,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
2,13108,江東区,1,15,印刷・同関連業,18,1687,1377,-,-,1409,1160,211,155,105,100,4,4,981220,1391481,666139,8971,77950,478177,3846662,2140858,1569242,-,351,136211,2042674,2287674
2,13108,江東区,1,16,化学工業,2,401,209,-,-,355,190,18,6,28,13,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13108,江東区,1,18,プラスチック製品製造業（別掲を除く）,3,111,75,-,-,79,62,32,13,-,-,4,-,64652,298769,102853,2407,6808,61465,424442,290890,-,-,-,133552,107708,118440
2,13108,江東区,1,21,窯業・土石製品製造業,3,104,82,-,-,62,56,29,14,13,12,-,-,90313,208578,177341,3945,5302,-,613112,600752,9803,-,49,2508,367323,374826
2,13108,江東区,1,22,鉄鋼業,2,131,124,-,-,131,124,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13108,江東区,1,23,非鉄金属製造業,2,100,81,-,-,100,82,1,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13108,江東区,1,24,金属製品製造業,3,163,131,-,-,156,127,7,4,-,-,-,-,82514,441051,403814,4398,4546,28093,647915,635025,1353,8600,-,2937,162231,191942
2,13108,江東区,1,25,はん用機械器具製造業,1,32,29,-,-,25,23,6,6,1,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13108,江東区,1,26,生産用機械器具製造業,1,48,46,-,-,3,3,-,-,45,43,-,-,x,x,x,-,x,x,x,x,-,-,x,-,x,x
2,13108,江東区,1,27,業務用機械器具製造業,2,108,84,-,-,83,72,25,12,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13108,江東区,1,28,電子部品・デバイス・電子回路製造業,1,47,27,-,-,37,27,7,-,3,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,1,29,電気機械器具製造業,1,42,32,-,-,41,32,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,1,31,輸送用機械器具製造業,1,53,46,-,-,53,46,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13109,品川区,0,00,総数,35,2391,1855,-,-,2036,1651,282,151,85,64,3,3,1151551,2243775,1615331,10974,28468,246331,4434046,3468472,676704,49820,113,238937,1896015,2050121
2,13109,品川区,1,09,食料品製造業,2,90,54,-,-,48,41,41,12,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13109,品川区,1,15,印刷・同関連業,3,184,148,-,-,168,135,10,9,6,4,-,-,76652,133725,59302,316,2332,71665,262056,250223,11833,-,-,-,103398,119170
2,13109,品川区,1,16,化学工業,3,312,168,-,-,234,150,72,16,6,2,2,2,135256,339013,287461,3965,9430,18203,811730,700598,90870,-,-,20262,399059,439835
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,2,159,116,-,-,116,89,52,35,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13109,品川区,1,21,窯業・土石製品製造業,1,34,24,-,-,30,21,3,3,1,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13109,品川区,1,24,金属製品製造業,2,118,95,-,-,98,81,19,13,1,1,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13109,品川区,1,25,はん用機械器具製造業,1,200,171,-,-,200,171,-,-,3,3,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13109,品川区,1,26,生産用機械器具製造業,6,464,378,-,-,456,372,8,6,-,-,-,-,239633,436531,314345,639,3503,84423,724003,666993,-,25550,-,31460,249836,273251
2,13109,品川区,1,27,業務用機械器具製造業,2,142,107,-,-,138,106,4,1,-,-,-,-,x,x,x,x,x,-,x,x,-,x,-,x,x,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,1,43,34,-,-,42,33,1,1,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,x,x,x
2,13109,品川区,1,29,電気機械器具製造業,8,330,264,-,-,283,242,25,14,22,8,1,1,170079,406777,332640,215,2835,37551,728666,697815,7800,-,113,22938,265896,304005
2,13109,品川区,1,31,輸送用機械器具製造業,4,315,296,-,-,223,210,47,41,45,45,-,-,152972,274392,80168,2277,1579,19788,570712,124634,388781,-,-,57297,264537,275277
2,13110,目黒区,0,00,総数,19,1318,979,-,-,1088,887,189,68,64,47,-,-,668945,1735557,1132707,4086,13758,419400,3082253,2741439,61037,34663,-,245114,1190984,1262596
2,13110,目黒区,1,09,食料品製造業,3,229,166,-,-,133,126,45,3,51,37,-,-,85081,103430,96987,311,4180,-,415120,415120,-,-,-,-,282481,288765
2,13110,目黒区,1,15,印刷・同関連業,1,77,61,-,-,77,61,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,24,金属製品製造業,3,169,140,-,-,137,125,32,15,-,-,-,-,56565,235329,175930,3184,3350,48725,384698,320095,61037,-,-,3566,104950,145534
2,13110,目黒区,1,25,はん用機械器具製造業,1,48,41,-,-,46,41,2,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13110,目黒区,1,26,生産用機械器具製造業,2,168,136,-,-,142,122,19,7,7,7,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,27,業務用機械器具製造業,2,131,91,-,-,127,91,3,-,1,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,1,37,32,-,-,53,48,-,-,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13110,目黒区,1,29,電気機械器具製造業,3,182,148,-,-,156,134,28,17,2,1,-,-,98012,163485,42271,67,1137,45645,285188,171965,-,-,-,113223,112239,113096
2,13110,目黒区,1,30,情報通信機械器具製造業,1,33,28,-,-,28,26,5,2,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,x,x,x
2,13110,目黒区,1,32,その他の製造業,2,244,136,-,-,189,113,55,24,2,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13111,大田区,0,00,総数,123,7867,5950,-,-,6492,5356,1197,521,330,213,34,6,3720000,10090733,6553047,69878,213348,2308846,18380412,14746135,1684830,718300,8324,1222823,7178065,7804498
2,13111,大田区,1,09,食料品製造業,9,640,354,-,-,291,233,328,106,21,15,-,-,183059,1877830,1777625,10223,53641,6399,2425069,2415415,4497,-,-,5157,484359,530174
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,1,38,18,-,-,15,12,23,6,-,-,-,-,x,x,x,x,x,-,x,x,-,x,-,-,x,x
2,13111,大田区,1,11,繊維工業,2,85,54,-,-,63,45,21,8,1,1,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
2,13111,大田区,1,13,家具・装備品製造業,1,37,30,-,-,35,29,2,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,1,65,55,-,-,59,55,6,-,-,-,-,-,x,x,x,x,x,x,x,-,x,-,x,-,x,x
2,13111,大田区,1,15,印刷・同関連業,10,703,581,-,-,650,551,43,20,12,10,11,-,285421,481702,184155,2258,24192,263072,1121286,874149,245091,-,2046,-,530168,598713
2,13111,大田区,1,16,化学工業,6,703,319,-,-,601,361,121,15,88,46,15,-,309995,1401567,656841,2265,9806,76224,2377233,1417899,111363,-,-,847971,886126,926537
2,13111,大田区,1,17,石油製品・石炭製品製造業,1,41,35,-,-,37,33,4,2,-,-,-,-,x,x,x,x,x,-,x,x,x,-,x,x,x,x
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,6,300,234,-,-,223,200,42,17,35,17,3,1,129704,305826,145613,810,12211,68391,610607,554096,-,-,-,56511,264954,284918
2,13111,大田区,1,19,ゴム製品製造業,2,151,117,-,-,124,108,21,4,6,5,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,21,窯業・土石製品製造業,2,105,85,-,-,98,79,1,1,6,5,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13111,大田区,1,22,鉄鋼業,4,147,128,-,-,126,111,20,17,1,-,-,-,67683,250705,130581,12923,13311,69879,437206,404524,20116,-,-,12566,151013,172699
2,13111,大田区,1,23,非鉄金属製造業,1,53,47,-,-,52,46,-,-,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
