"年月[西暦]","施設名称","施設所在地","施設方書","施設廃止日","緯度","経度"
"202206","ホワイトマイスターデンタルクリニック","東京都港区南青山五丁目10番1号","二葉ビル9階","2022/5/31","35.662781","139.710999"
"202207","ナカ歯科乃木坂診療所","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂4階","2022/7/4","35.666545","139.728445"
"202207","医療法人社団青仁会　青山一丁目歯科クリニック","東京都港区北青山一丁目4番3号","石垣ビル2階","2022/6/30","35.672345","139.722115"
"202207","医療法人社団山優会高輪デンタルクリニック","東京都港区高輪二丁目15番15号","協和高輪マンション1階","2022/4/30","35.637012","139.738918"
"202208","グランパーク歯科クリニック","東京都港区芝浦三丁目4番1号",,"2022/7/30","35.643509","139.745437"
"202208","大倉歯科","東京都港区三田三丁目1番11号","エック三田ビル5階","2022/8/16","35.647712","139.744306"
"202208","サンライズ青山メディカルデンタルクリニック","東京都港区南青山二丁目13番2号","サンライズ青山ビル201号","2022/7/31","35.670818","139.720860"
"202209","東京ステラ矯正歯科　表参道","東京都港区南青山三丁目18番19号","東亜バッヂビル5階","2022/9/20","35.665213","139.712948"
"202210","Ｍ＆Ｕデンタルクリニック","東京都港区赤坂一丁目7番4号","No.1ニイクラビル1階","2022/7/25","35.669291","139.742031"
"202210","新赤坂歯科","東京都港区赤坂四丁目2番5号","赤坂ヤブタビル4階","2022/8/28","35.675695","139.735645"
"202211","クールホワイトデンタルクリニック","東京都港区赤坂三丁目8番17号","PANJAPANビル5階","2022/3/31","35.676204","139.737085"
"202211","乃木坂猪俣歯科","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂204","2022/10/31","35.666545","139.728445"
"202211","医療法人社団千新会　愛宕歯科クリニック","東京都港区新橋六丁目19番19号","アセンド新橋1階","2022/10/31","35.660726","139.753048"
"202211","医療法人社団杏林会　青山外苑矯正歯科","東京都港区南青山二丁目26番37号","VORT外苑前1 8階","2022/11/23","35.670024","139.717407"
"202212","富田歯科医院","東京都港区北青山二丁目12番28号","青山ビル2階","2022/11/30","35.669938","139.715272"
"202212","ヨシノ歯科クリニック","東京都港区虎ノ門一丁目4番4号","川村ビル2階","2022/11/30","35.669661","139.750821"
"202212","ノア歯科クリニック表参道","東京都港区南青山五丁目6番2号","青山菊正ビル2階","2022/11/30","35.663897","139.71206"
"202212","東京プラス歯科　矯正歯科　六本木えきまえ","東京都港区六本木六丁目1番26号","六本木天城ビル6階","2022/11/30","35.662959","139.732196"
"202301","小林歯科医院","東京都港区西麻布三丁目2番11号","第二谷沢ビル2階","2022/8/31","35.659919","139.727702"
"202301","表参道歯科クリニック","東京都港区南青山三丁目12番12号","紅谷ビル2階","2022/12/31","35.666219","139.713808"
"202302","医療法人社団ＳＤＣ　オーラルビューティークリニック白金","東京都港区白金一丁目14番4号","コートモデリア白金地下1階","2023/1/31","35.645279","139.733769"
"202302","医療法人社団ＳＤＣ　白金こどものはいしゃさん","東京都港区白金一丁目26番4号","アイム白金高輪1階","2023/1/31","35.644059","139.733556"
"202303","新赤坂歯科","東京都港区赤坂四丁目2番5号","赤坂ヤブタビル401","2023/2/28","35.675695","139.735645"
"202303","医療法人社団オリーブ歯科・矯正歯科アトレ竹芝院","東京都港区海岸一丁目10番30号","ウォーターズ竹芝タワー棟3階","2023/2/28","35.655908","139.76315"
"202303","ママとキッズのデンタルクリニック青山","東京都港区北青山三丁目11番7号","AOビル3階","2022/10/28","35.663812","139.710655"
"202303","新橋並木通り歯科","東京都港区新橋一丁目11番2号","鈴木ビル6階","2023/3/10","35.667610","139.759316"
"202303","芝浦歯科診療所","東京都港区芝浦二丁目1番11号","グランドメゾン田町106","2023/3/15","35.645800","139.754706"
"202303","三昭歯科医院","東京都港区虎ノ門一丁目8番14号",,"2023/3/14","35.669321","139.750231"

"歯科診療所廃止一覧(令和5年3月31日現在)","Ver202303",,,,,
