"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","関心がある[人]","まあ関心がある[人]","あまり関心がない[人]","関心がない[人]","わからない[人]","無回答[人]"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","151","38","56","46","4","7","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","26","9","10","3","0","4","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","4","5","2","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","社宅・公務員宿舎","10","4","5","0","1","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","4","2","0","2","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","その他","5","2","3","0","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","無回答","11","6","2","1","0","1","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","定住意向別","ずっと住み続けていたい","279","117","106","37","2","16","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","定住意向別","当分は住んでいたい","203","50","96","50","2","4","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","7","18","17","1","2","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","3","2","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","13","2","3","6","1","1","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","定住意向別","わからない","10","2","3","4","0","1","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","定住意向別","無回答","3","0","0","0","0","0","3"

"第33回港区民世論調査クロス集計表・区政全般Q3","Ver202203",,,,,,,,,,
