"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202205","東京メディカルテラス","東京都港区北青山二丁目13番4号","青山MYビル4階","03-6721-1899","2022/5/1","内科、外科、消化器内科","35.670031","139.716423"
"202205","医療法人社団　躍心会　品川港南皮フ科","東京都港区港南二丁目2番2号","富士ビル2階","03-6260-0066","2022/5/1","皮膚科、美容皮膚科、小児皮膚科、アレルギー科、形成外科","35.629354","139.742184"
"202205","医療法人社団ＡＯＴ　品川ストリングスクリニック","東京都港区港南二丁目16番1号","品川イーストワンタワー307A","03-3471-3014","2022/5/1","内科、脳神経外科、リウマチ科、婦人科、循環器内科、脳神経内科","35.627770","139.740900"
"202205","エミネクロスメディカルクリニック","東京都港区白金三丁目7番18号","アポロホール&ルナハウス402","03-6804-2306","2021/11/15","内科","35.645778","139.729738"
"202205","統合医療ＳＤＭ高輪クリニック","東京都港区高輪二丁目16番5号","東武高輪第2ビル5階","03-6455-6958","2022/5/13","内科","35.640037","139.739616"
"202205","ＡＩＭ　Ｂｅａｕｔｙ　Ｍｅｄｉｃａｌ　Ｃｌｉｎｉｃ　泉岳寺院","東京都港区高輪二丁目19番20号","財界二世学院ビル8階","03-6450-2458","2022/4/27","美容皮膚科、皮膚科、婦人科","35.640009","139.741113"
"202205","パナソニック虎ノ門健康管理室","東京都港区虎ノ門三丁目4番10号","虎ノ門35森ビル2階","03-5404-5206","2022/5/16","内科","35.665742","139.746642"
"202205","神谷町内科・セカンドオピニオンクリニック","東京都港区虎ノ門五丁目6番7号","1階",,"2022/5/23","循環器内科、糖尿病内科、老年内科","35.662916","139.742619"
"202205","川島クリニック","東京都港区西新橋一丁目23番10号","南和ビル5階","03-3519-6651","2022/5/1","泌尿器科、内科","35.668013","139.751343"
"202205","安藤・間　診療所","東京都港区東新橋一丁目9番1号","東京汐留ビルディング3階","03-3575-6088","2022/5/9","内科","35.662940","139.761215"
"202205","三田国際ビルクリニック","東京都港区三田一丁目4番28号","三田国際ビル3階","03-3454-8614","2022/5/1","内科（糖尿病、消化器、循環器、腎臓、漢方）、アレルギー疾患内科、外科（肝臓、膵臓、移植）","35.652730","139.744309"
"202205","プレママクリニック表参道","東京都港区南青山三丁目18番17号","エイジービル5階","03-5413-5116","2022/5/20","婦人科、産婦人科","35.665084","139.712866"
"202205","ＫＡＵＮＩＳ　ＣＬＩＮＩＣ","東京都港区南青山五丁目2番12号","Gビル南青山03A-3区画2階","03-6427-2350","2022/5/1","美容外科、美容皮膚科","35.663555","139.714147"
"202206","プリモ麻布十番クリニック","東京都港区麻布十番一丁目10番10号","ジュールAB1階","0120-062-069","2022/5/30","内科、皮膚科、形成外科、美容外科、麻酔科","35.656052","139.736702"
"202206","東京タワーヴュークリニック麻布十番","東京都港区麻布十番二丁目14番6号","イイダビル1階","03-6809-3207","2022/6/1","内科、心療内科","35.654802","139.735729"
"202206","麻布ビューティクリニックＡＮＮＥＸ","東京都港区麻布十番三丁目6番2号","NS麻布十番ビル6階、7階","03-6435-4980","2022/6/20","美容皮膚科","35.653284","139.734766"
"202206","私の皮膚科","東京都港区北青山二丁目7番25号","神宮外苑ビル1号館3階","03-3475-1112","2022/6/1","皮膚科、小児皮膚科、美容皮膚科","35.671321","139.717258"
"202206","芝公園訪問クリニック","東京都港区芝三丁目13番12号","301","050-3150-8580","2022/6/6","内科","35.652527","139.745583"
"202206","ルナレディースクリニック新橋銀座口院","東京都港区新橋一丁目5番5号","グランベル銀座ビル2 10階","050-1753-0802","2022/6/1","婦人科、内科","35.667631","139.760077"
"202206","エイトスキンクリニック","東京都港区新橋二丁目6番13号","ハイマートビル3階","03-6811-1456","2022/6/3","美容皮膚科","35.667687","139.756579"
"202206","高輪みつるクリニック","東京都港区高輪二丁目16番10号",,"03-6432-5224","2022/6/30","救急科、内科、外科、脳神経外科、整形外科、小児科","35.639859","139.739756"
"202206","虎ノ門リウマチ膠原病内科","東京都港区虎ノ門一丁目1番18号","ヒューリック虎ノ門ビル1階","03-6206-7388","2022/6/1","内科、リウマチ科、アレルギー科","35.670054","139.750888"
"202206","医療法人財団檜扇会　クリニック　東京虎ノ門ＣＯＲ","東京都港区虎ノ門四丁目1番17号","神谷町プライムプレイス2階","03-6403-1511","2022/6/1","整形外科、内科、形成外科","35.665065","139.744067"
"202206","ルネッサンス美容外科医院青山本院","東京都港区南青山二丁目7番7号","MAビル1F","03-6438-9444","2022/6/1","美容外科、形成外科","35.670342","139.722754"
"202206","Ｋｙｕ　ｅｎ　Ｃｌｉｎｉｃ","東京都港区南青山三丁目3番3号","リビエラ南青山ビルA館2階‐A‐2","03-6434-0431","2022/6/8","美容皮膚科","35.668107","139.716682"
"202206","じぶんクリニック表参道院","東京都港区南青山五丁目6番24号","南青山ステラハウス3階",,"2022/6/3","美容皮膚科","35.663853","139.711861"
"202206","医療法人社団祐優会　ＯｋｕｎｏＣｌｉｎｉｃ．東京表参道","東京都港区南青山五丁目6番26号","青山246ビル3階","03-6712-6836","2022/6/1","整形外科、放射線科","35.663998","139.711929"
"202206","斎藤クリニック","東京都港区南青山六丁目6番21号","グロービル青山6階","03-6427-7654","2022/6/10","美容内科、美容皮膚科、婦人科、内科","35.660039","139.717726"
"202207","麻布アムールクリニック","東京都港区麻布十番一丁目4番7号","麻布マスターズビル5階",,"2022/7/22","形成外科、美容外科、皮膚科、美容皮膚科","35.656991","139.734886"
"202207","美容皮膚科エルムクリニック　麻布院","東京都港区麻布十番一丁目9番7号","4F",,"2022/7/16","美容皮膚科","35.656341","139.735932"
"202207","ラファエル","東京都港区海岸三丁目24番18号","ラシクラスEX 東京ベイ901号","050-6877-5607","2022/7/1","精神科、心療内科","35.645356","139.756723"
"202207","医療法人社団エムイーアール　インディバークリニック","東京都港区海岸三丁目26番1号","バーク芝浦ビル5階","03-6436-7991","2022/7/1","内科、歯科、神経内科、腫瘍外科","35.645293","139.758639"
"202207","ＤＮ画像診断クリニック東京","東京都港区芝大門二丁目5番5号","住友芝大門ビル1階","080-9071-5657","2022/7/1","放射線科","35.655332","139.754088"
"202207","白金台クリニック","東京都港区白金台三丁目14番2号","クレアシオン白金台602",,"2022/7/18","内科、アレルギー科、皮膚科、心療内科、女性内科","35.637082","139.724939"
"202207","新橋駅前眼科皮フ科","東京都港区新橋二丁目20番15号","新橋駅前ビル1号館2階206号室","03-6228-5245","2022/7/1","眼科、皮膚科","35.666214","139.759538"
"202207","医療法人社団紘朗会麻布皮フ科クリニック","東京都港区南麻布四丁目14番6号","プレシャス18 6階","03-5798-4861","2022/7/16","皮膚科","35.646480","139.725542"
"202208","ＣＬＩＮＩＣ　ｂｙ　Ｅ　２ｎｄ","東京都港区麻布十番一丁目7番11号","麻布井上ビル2階","050-5530-0965","2022/8/20","美容皮膚科、美容外科","35.656315","139.734587"
"202208","ＣＺＥＮ　ＳＫＩＮ　ＣＬＩＮＩＣ","東京都港区麻布十番三丁目11番11号","airビル4階・5階","03-5484-5757","2022/8/1","美容皮膚科","35.652722","139.735184"
"202208","医療法人ＯＪ会　ＩＬＣ国際腰痛クリニック東京","東京都港区港南一丁目8番15号","Wビル1階","03-6712-3111","2022/8/8","整形外科","35.630334","139.744110"
"202208","医療法人社団港風会　みなと整形外科内科クリニック","東京都港区芝浦三丁目13番1号","矢島ビル3階","03-6435-4122","2022/8/19","整形外科、内科、皮膚科、リハビリテーション科","35.643246","139.749097"
"202208","ＨＥＬＰＯクリニック","東京都港区芝公園二丁目10番4号","浜松町ウエストビル5階","03-5422-1178","2022/8/1","皮膚科、アレルギー科、内科","35.654673","139.752565"
"202208","医療法人社団ＦＡＭ　ｂｉｏｔｏｐｅ　ｃｌｉｎｉｃ　白金","東京都港区白金台四丁目9番10号","グリーンリーブス2階","03-5422-9901","2022/8/20","形成外科、美容外科、皮膚科、美容皮膚科","35.637364","139.724076"
"202208","銀座グランフォレクリニック","東京都港区新橋一丁目7番11号","近鉄銀座中央通りビル2 301号","03-5226-0260","2022/8/10","形成外科、美容外科、皮膚科、美容皮膚科","35.666897","139.760995"
"202208","新橋汐留メディカルクリニック","東京都港区新橋二丁目18番3号","胡萩堂ビル5階","03-6264-5826","2022/8/24","内科","35.666996","139.759118"
"202208","医療法人ここから　虎ノ門こころのクリニック","東京都港区虎ノ門一丁目12番11号","虎ノ門ファーストビル8階","03-6206-6590","2022/8/1","心療内科、精神科","35.668606","139.749646"
"202208","Ｔｏｋｙｏ　Ｒｅ：Ｂｏｒｎ　Ｃｌｉｎｉｃ　麻布院","東京都港区南麻布一丁目3番2号","Espace TeTe1階","03-6722-6972","2022/7/25","皮膚科、内科、循環器内科、整形外科","35.651717","139.733314"
"202208","麻布もちもち訪問クリニック","東京都港区南麻布四丁目5番56号","キャッスル佐藤102号","050-3184-1591","2022/8/25","内科","35.650121","139.724111"
"202208","医療法人Ｍｅｄｉｃａｌ　Ｉｎｎｏｖａｔｉｏｎ　グローバルビューティークリニック東京院","東京都港区元麻布一丁目2番2号","Hill Point Motoazabu 1階","03-6435-1871","2022/8/1","美容外科、美容皮膚科、形成外科","35.654798","139.73242"
"202208","表参道メディカルクリニック　六本木院","東京都港区六本木六丁目1番26号","天城ビル8階","03-3572-0431","2022/6/1","美容皮膚科","35.662959","139.732196"
"202208","赤須医院","東京都港区六本木六丁目1番26号","六本木天城ビル4階","03-5771-2081","2022/8/26","内科、外科、アレルギー科","35.662959","139.732196"
"202208","ウスイ内科クリニック","東京都港区六本木六丁目16番50号","葛野ビル2階","03-3401-0271","2022/8/1","内科、消化器内科、循環器内科","35.658347","139.728619"
"202208","医療法人社団真聖会　六本木整形外科・内科クリニック","東京都港区六本木七丁目14番11号","メトロシティ六本木7階","03-6721-1441","2022/8/1","整形外科、内科、リハビリテーション科、ペインクリニック内科","35.663195","139.731574"
"202209","東桜クリニック　赤坂見附","東京都港区赤坂四丁目2番1号","JFBビル2階","03-5570-8711","2022/9/21","耳鼻咽喉科、アレルギー科","35.675182","139.735443"
"202209","虎ノ門ヒルズレジデンシャルタワー健康相談クリニック","東京都港区愛宕一丁目1番1号","虎ノ門ヒルズレジデンシャルタワー2階","03-5422-1056","2022/9/1","内科","35.665986","139.748567"
"202209","医療法人社団神優会東京ＧＬＰクリニック","東京都港区北青山三丁目6番19号","三和実業表参道ビル5階","03-6721-9233","2022/9/28","内科","35.664514","139.711432"
"202209","みなと芝クリニック","東京都港区芝二丁目12番1号","桑山ビル2階","03-3457-0555","2022/9/28","内科、外科、消化器内科、大腸・肛門外科、整形外科、皮膚科、乳腺外科","35.651644","139.752497"
"202209","佐々木クリニック泌尿器科　芝大門","東京都港区芝公園一丁目7番15号","池田ビル3階","03-6435-7373","2022/9/28","泌尿器科、腫瘍泌尿器科、感染症泌尿器科","35.657398","139.752136"
"202209","白金ハートクリニック","東京都港区白金三丁目10番6号","コスモ白金シティフォルム102号","03-5447-0810","2022/9/1","内科、循環器内科、外科、心臓血管外科","35.645388","139.731314"
"202209","Ｄｒ．Ｂｌａｃｋ　ＡＧＡ　クリニック","東京都港区新橋二丁目6番13号","ハイマートビル2階","03-6206-6265","2022/9/1","美容皮膚科","35.667687","139.756579"
"202209","眠りと咳のクリニック虎ノ門","東京都港区虎ノ門一丁目1番18号","ヒューリック虎ノ門ビル1階","03-6205-7541","2022/9/26","心療内科、呼吸器内科、内科、精神科","35.670054","139.750888"
"202209","八事石坂クリニック　東京院","東京都港区西麻布三丁目6番1号","六本木センチュリオンタワー 3階","03-6284-5805","2022/9/6","美容外科、形成外科","35.656290","139.726345"
"202209","田町三田やまうち眼科","東京都港区三田三丁目1番5号","第一奈半利川ビル1階","03-3454-1233","2022/9/24","眼科","35.647789","139.743720"
"202209","Ｍｅｎ’ｓ　Ｃｌａｒａ　Ｃｌｉｎｉｃ","東京都港区南青山五丁目3番25号","オウビルB1階・1階・2階","03-6427-3791","2022/9/1","内科、皮膚科、美容皮膚科","35.663472","139.714581"
"202209","ＭｉＳＡ　Ｃｌｉｎｉｃ　六本木本院","東京都港区六本木六丁目1番8号","六本木グリーンビル4階","03-6910-5774","2022/9/9","美容皮膚科","35.662554","139.732212"
"202210","クリニカベラフォーマ","東京都港区赤坂二丁目3番5号","赤坂スターゲートプラザ16階","03-5545-5514","2022/10/17","形成外科、美容外科、皮膚科、美容皮膚科","35.671237","139.741652"
"202210","医療法人社団同心会ＫＹＢクリニック","東京都港区赤坂二丁目5番7号","渡辺商事赤坂ビル6階","03-5778-2188","2022/10/1","内科、皮膚科、形成外科、精神科、心療内科、婦人科","35.672678","139.739836"
"202210","にしたんＡＲＴクリニック品川院","東京都港区港南二丁目15番2号","品川インターシティS&R棟5階501区画","03-6712-3355","2022/10/16","生殖医療婦人科","35.626576","139.741363"
"202210","医療法人Ｈ＆Ｌ会　芝浦メディカル","東京都港区芝浦三丁目13番11号","メディカルスクウェア芝浦5階・6階","03-5443-3583","2022/10/1","循環器内科、内科","35.642784","139.748431"
"202210","やまうち循環器内科クリニック","東京都港区白金二丁目3番3号","カームコード白金高輪1階","03-6456-4115","2022/10/26","循環器内科、内科","35.643173","139.733170"
"202210","医療法人社団インターナショナルヘルスケアクリニック","東京都港区新橋二丁目10番5号","末吉ビル3F","03-3501-1330","2022/10/1","内科、心療内科","35.666967","139.755649"
"202210","Ｌｉｖｅｌｙ　Ｃｌｉｎｉｃ","東京都港区浜松町一丁目27番9号","トラスト浜松町ビル5階","03-6809-1297","2022/10/1","内科","35.656905","139.755245"
"202210","ＳＥＮＳＨＩＮ　ＣＬＩＮＩＣ","東京都港区南青山三丁目1番30号","PASONA SQUARE 3階","03-6384-5435","2022/10/1","婦人科、乳腺外科、美容皮膚科","35.667696","139.715824"
"202210","ＢＭＣ　ＣＬＩＮＩＣ　南青山","東京都港区南青山三丁目3番3号","リビエラ南青山ビルB館4階","03-6450-3904","2022/10/1","皮膚科、美容皮膚科、美容外科、形成外科","35.668107","139.716682"
"202210","ＲＥＮＡＴＡ　ＣＬＩＮＩＣ　表参道院","東京都港区南青山五丁目11番2号","SANWA南青山Bldg.8階","03-6433-5300","2022/10/1","美容外科、美容皮膚科","35.669439","139.716711"
"202210","ビークリニック","東京都港区南麻布二丁目10番2号","シェラン南麻布3階・4階・5階","03-6722-6217","2022/10/1","美容外科、美容皮膚科、皮膚科、形成外科、婦人科","35.648209","139.735305"
"202210","六本木　柴眼科","東京都港区六本木一丁目7番28号","落合麻布台ビル201号室","03-3588-4800","2022/10/1","眼科","35.663999","139.738898"
"202211","医療法人社団ビーンズ美容皮膚科さくらクリニック表参道院","東京都港区北青山三丁目13番12号","オムニクォータービル2階","03-6803-8117","2022/11/1","内科、皮膚科、美容皮膚科","35.663955","139.709301"
"202211","ＲｅＭ　ＣＬＩＮＩＣ","東京都港区芝五丁目36番7号","三田ベルジュビル地下1階",,"2022/11/16","内科、皮膚科、美容皮膚科、泌尿器科","35.644815","139.744846"
"202211","グランパーク田町クリニック","東京都港区芝浦三丁目4番1号","地下1階 1-B","03-3455-2525","2022/11/1","精神科、心療内科、内科","35.643577","139.745802"
"202211","患者目線のクリニック　銀座新橋","東京都港区新橋一丁目9番5号","KDX新橋駅前ビル8階","03-6264-6303","2022/11/1","内科、整形外科","35.667175","139.760057"
"202211","メンタルドクタークリニック","東京都港区新橋二丁目15番8号","新橋W・Bビル8階","03-6205-4448","2022/10/24","精神科","35.666338","139.756695"
"202211","日野原記念クリニック","東京都港区高輪四丁目10番8号","京急第7ビル2階","03-6277-2976","2022/11/29","内科、消化器内科、婦人科、内分泌内科、乳腺内科","35.628912","139.735585"
"202211","虎ノ門中村クリニック","東京都港区虎ノ門三丁目10番4号","虎ノ門ガーデン103","03-6823-1409","2022/11/1","内科、消化器内科、皮膚科、耳鼻咽喉科、糖尿病・代謝内科、小児科、美容皮膚科","35.664775","139.74772"
"202211","かもみーる心のクリニック","東京都港区虎ノ門三丁目17番7号","虎ノ門平井ビル2階","03-4400-6807","2022/11/1","精神科、心療内科","35.664174","139.746439"
"202211","新橋汐留小林クリニック","東京都港区東新橋二丁目5番6号","ACN汐留ビルディング2階","03-6452-8238","2022/11/1","形成外科","35.662462","139.757451"
"202211","南青山コスメクリニック","東京都港区南青山二丁目22番2号","KS南青山1階",,"2022/11/25","美容皮膚科、皮膚科、内科","35.670721","139.719611"
"202211","南青山　ＨＡＡＢ　ＢＥＡＵＴＹ　ＣＬＩＮＩＣ　本院","東京都港区南青山二丁目23番8号","外苑ビル2階、3階","03-6721-0957","2022/11/10","美容皮膚科、美容外科","35.670448","139.718649"
"202211","ＡＬＳＯＫ職域接種診療所","東京都港区元赤坂一丁目6番6号","安全ビル3階","03-3402-7487","2022/11/18","内科","35.678234","139.733350"
"202211","ＴＣＢ　東京中央美容外科　六本木院","東京都港区六本木五丁目1番3号","ゴトウビルディング1st8階","03-6804-5841","2022/11/1","美容外科、美容皮膚科、皮膚科、形成外科","35.662680","139.732751"
"202211","犀星の杜クリニック六本木","東京都港区六本木七丁目10番1号","M'sBILD.4階A号室","03-3401-3134","2022/11/15","内科、整形外科","35.664608","139.728861"
"202212","赤坂心療内科クリニック","東京都港区赤坂二丁目5番7号","渡辺商事赤坂ビル7階","03-5544-8485","2022/12/1","心療内科","35.672678","139.739836"
"202212","Ｂａｓｅクリニック赤坂","東京都港区赤坂二丁目10番15号","溜池ミツワビル7階","03-6459-1401","2022/12/1","心療内科、アレルギー科、麻酔科","35.670485","139.741530"
"202212","医療法人社団瑶哲会島崎眼科","東京都港区赤坂五丁目4番8号","クレールタイヨー8階","03-3589-3518","2022/12/24","眼科","35.671918","139.735774"
"202212","Ｎｕ　ｃｌｉｎｉｃ","東京都港区麻布台一丁目5番9号-3階",,"03-6823-8706","2022/12/1","美容内科、美容皮膚科","35.661225","139.738303"
"202212","ゆりクリニック","東京都港区芝五丁目31番15号","センチュリー三田ビル6階、4階","03-3455-1107","2022/12/1","整形外科、リハビリテーション科、美容皮膚科、内科","35.646682","139.746302"
"202212","愛宕クリニック","東京都港区新橋二丁目16番1号","ニュー新橋ビル3階","03-3519-8822","2022/12/19","形成外科、性感染症内科、泌尿器科、皮膚科、内科","35.666423","139.757358"
"202212","品川プリンスホテル　医務室","東京都港区高輪四丁目10番30号","イーストタワー2階275号室","03-3440-1111","2022/12/23","内科","35.627622","139.737021"
"202212","Ｒメディカルクリニック","東京都港区虎ノ門一丁目1番11号","マスダビル3階","03-6206-7301","2022/12/9","美容内科","35.670152","139.751333"
"202212","あおやま睡眠・内分泌クリニック","東京都港区南青山二丁目6番18号","渡邊ビル2階","03-5413-4311","2022/12/1","内科、心療内科、呼吸器内科、消化器内科、循環器内科、内分泌内科","35.671730","139.721836"
"202212","青山アレルギークリニック","東京都港区南青山二丁目13番2号","サンライズ青山 201号室","03-6271-5083","2022/12/1","アレルギー科、小児科、アレルギー疾患内科","35.670818","139.720860"
"202212","陽だまりクリニック　六本木院","東京都港区六本木六丁目1番26号","六本木天城ビル3F","03-5414-7080","2022/12/1","内科、皮膚科、整形外科、リハビリテーション科","35.662959","139.732196"
"202301","東京ブランシェクリニック","東京都港区麻布十番一丁目5番18号","カートブラン麻布十番7階","03-6721-1647","2023/1/1","皮膚科、美容皮膚科、美容外科、形成外科","35.656595","139.733809"
"202301","ＬｏｎａＬｏｎａＣＬＩＮＩＣ","東京都港区新橋三丁目7番7号","Tビル2階・3階","03-3519-6767","2023/1/5","美容皮膚科、美容内科","35.665354","139.754776"
"202301","医療法人社団師友堂　東文中醫クリニック・新橋","東京都港区西新橋一丁目5番9号","TSビル5階","03-6268-8582","2023/1/1","内科、漢方内科","35.668188","139.751892"
"202301","青山スキンクリニック","東京都港区南青山三丁目13番1号","小林ビル6階","03-6384-5866","2023/1/4","美容皮膚科","35.665974","139.713638"
"202301","南青山スキンケアクリニック","東京都港区南青山五丁目14番7号","アヴァン南青山地下1階","03-5464-1656","2023/1/1","皮膚科、形成外科、美容皮膚科","35.660355","139.713197"
"202301","ＣＬＩＮＩＣ　ｂｙ　Ｅ","東京都港区元麻布一丁目2番13号","元麻布ガーデン2階","03-6722-6222","2023/1/15","美容皮膚科、美容外科","35.655087","139.734028"
"202302","ＱＵＩＣ　ＢＥＡＵＴＹ　ＣＬＩＮＩＣ","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂804号室","03-6756-5181","2023/2/15","内科、精神科、皮膚科","35.666545","139.728445"
"202302","麻布十番内科・血液内科クリニック","東京都港区麻布十番二丁目20番6号","麻布十番エムエービルディング2階","03-6722-0258","2023/2/21","内科、血液内科、老年内科","35.654950","139.736682"
"202302","神谷町ＷＧレディースクリニック","東京都港区虎ノ門四丁目1番1号","神谷町トラストタワー2階","03-6809-2262","2023/2/1","婦人科、産科","35.665016","139.745407"
"202302","麻布十番メンタルケアクリニック","東京都港区東麻布二丁目13番1号","ベルメゾン東麻布303号室","03-6809-3802","2023/2/1","精神科、心療内科","35.657422","139.739718"
"202302","ＨＡＤＡ　ＬＯＵＮＧＥ　クリニック　南青山院","東京都港区南青山三丁目2番7号","ブラック青山4F号室","0120-939-546","2023/1/29","美容皮膚科、精神科","35.667668","139.717780"
"202302","どすこい膝クリニック","東京都港区南青山三丁目18番11号","ヴァンセットビル2階202","03-6630-6239","2023/2/15","整形外科","35.664675","139.713596"
"202302","東京オンライン診療クリニック","東京都港区元麻布三丁目1番35号","VORT元麻布5F","03-6689-1600","2023/2/6","内科、美容皮膚科、美容外科","35.658019","139.727525"
"202302","表参道メディカルクリニック　六本木院","東京都港区六本木六丁目1番26号","六本木天城ビル7階、8階","03-6625-5050","2023/1/1","美容皮膚科","35.662959","139.732196"
"202302","表参道メディカルクリニック　六本木本院","東京都港区六本木七丁目14番10号","誠志堂ビル4階、5階","03-6625-5050","2023/1/1","美容皮膚科","35.663342","139.731853"
"202302","ＤＭＣ新六本木クリニック","東京都港区六本木七丁目15番17号","ユニ六本木ビル6階D号室・E号室","03-6455-5176","2023/2/27","内科","35.662292","139.729638"
"202303","医療法人社団嗣業の会　こどもとおとなのクリニック　パウルーム","東京都港区北青山二丁目13番4号","青山MYビル","03-6804-1892","2023/3/7","小児科、内科、精神科","35.670031","139.716423"
"202303","Ｃｌｉｎｉｃ　Ｎｅｏ　Ｖｉｓｔａ","東京都港区白金六丁目2番12号","倉木アパート3号",,"2023/3/27","精神科、心療内科、内科、皮膚科、眼科、整形外科","35.644059","139.722704"
"202303","ミル訪問クリニック目黒","東京都港区白金台五丁目22番11号","ソフトタウン白金801号室","03-5422-9741","2023/3/24","内科、小児科、精神科","35.634992","139.717666"
"202303","ダリア銀座スキンクリニック","東京都港区新橋一丁目5番5号","グランベル銀座ビル2 4階","03-6228-5427","2023/3/1","美容皮膚科、皮膚科、形成外科","35.667631","139.760077"
"202303","高輪マリンこどもクリニック","東京都港区高輪三丁目7番8号","西町ビル2階","03-6277-4548","2023/3/1","小児科、アレルギー科","35.632756","139.732319"
"202303","アイビークリニック虎ノ門","東京都港区虎ノ門一丁目9番11号","GATE虎ノ門104","03-5501-1511","2023/3/1","内科、外科、消化器内科、消化器外科","35.668790","139.750877"
"202303","医療法人社団おおるり会美容外科・美容皮膚科青い鳥","東京都港区浜松町二丁目1番12号","VORT浜松町3 2階","03-6421-3202","2023/3/1","美容外科、美容皮膚科","35.655624","139.754829"
"202303","すげのクリニック","東京都港区三田五丁目11番10号","サンヒルズビル7階","03-5444-2080","2023/3/7","内科、循環器内科、精神科、心療内科","35.645458","139.738631"
"202303","Ｓｔａｙ　Ｆｉｔ　Ｃｌｉｎｉｃ","東京都港区南青山三丁目1番5号","THE BATON Minami Aoyama 5階",,"2023/3/6","内科、心療内科","35.668485","139.716536"
"202303","肌管理クリニック","東京都港区南青山三丁目3番14号","チェリーズガーデン南青山2階","03-6438-9227","2023/3/1","皮膚科、美容皮膚科、内科","35.667515","139.716828"
"202303","ＴＨＥ　ＣＡＰＳＵＬＥ　ＣＬＩＮＩＣ","東京都港区六本木七丁目4番8号","WINDビル2階","03-6459-2070","2023/3/27","美容外科、美容皮膚科、形成外科","35.665200","139.728269"
"202303","表参道メディカルクリニック　六本木本院","東京都港区六本木七丁目14番10号","誠志堂ビル4階、5階","03-6625-5050","2023/3/1","形成外科、美容外科、美容皮膚科","35.663342","139.731853"

