固定資産台帳（H29.3.31現在）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
財産番号,財産枝番,資産名称,所在地,地目名称,設置場所,補助科目名称,会計名称,目的別資産区分,資産区分,償却対象区分,リース・PFI区分,売却可能区分,資産用途,資産構造,耐用年数,稼働年数,単価,数量,単位,面積,取得年度,取得日,売却・除却年度,売却・除却日,摘要,取得価額,期首簿価,減価償却累計額,評価増減等累計,除売却累計,当期取得額,当期減価償却額,当期評価増減等,当期除売却,期末簿価,予備1,予備2,予備3,予備4,予備5
京島1020号工,4,京島1020号　道路工作物（照明灯）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013337,"10,341,512",0,0,0,0,"10,341,512",0,0,0,"10,341,512",,,,,
京島1020号工,5,京島1020号　道路路面（アスファルト）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013338,"6,270,034",0,0,0,0,"6,270,034",0,0,0,"6,270,034",,,,,
京島1020号工,6,京島1020号　道路工作物（ガードパイプ）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013338,"1,532,708",0,0,0,0,"1,532,708",0,0,0,"1,532,708",,,,,
京島1020号底,0,環境側道事業用地,墨田区京島1-237-2,,,道路（公共土地）,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,"344,519",74.98,平方メートル,74.98,平成28年度,2017/3/24,,,,"25,832,035",0,0,0,0,"25,832,035",0,0,0,"25,832,035",,,,道底5420,39
京島1020号底,2,環境側道事業用地,墨田区京島1-238-4,,,道路（公共土地）,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,"344,519",266.24,平方メートル,266.24,平成28年度,2017/3/24,,,,"91,724,739",0,0,0,0,"91,724,739",0,0,0,"91,724,739",,,,道底5420,40
京島1021号底,0,道路敷（法定公共物）,墨田区京島1-236-3,,,道路（公共土地）,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,28.74,平方メートル,28.74,平成28年度,2017/3/30,,,,"4,138,560",0,0,0,0,"4,138,560",0,0,0,"4,138,560",,,,道底5409,0
京島1022号工,0,京島1022号　道路路面（アスファルト）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013334,"699,343",0,0,0,0,"699,343",0,0,0,"699,343",,,,,
京島1022号工,2,京島1022号　道路工作物（照明灯）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013334,"2,076,599",0,0,0,0,"2,076,599",0,0,0,"2,076,599",,,,,
京島1022号工,3,京島1022号　道路路面（アスファルト）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013337,"212,456",0,0,0,0,"212,456",0,0,0,"212,456",,,,,
京島1022号工,4,京島1022号　道路工作物（照明灯）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013337,"646,344",0,0,0,0,"646,344",0,0,0,"646,344",,,,,
京島1022号工,5,京島1022号　道路路面（アスファルト）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013338,"391,877",0,0,0,0,"391,877",0,0,0,"391,877",,,,,
京島1022号工,6,京島1022号　道路工作物（ガードパイプ）,京島1-1地先から1-2地先,,,道路（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,10,0,,1,式,0,平成28年度,2017/2/6,,,伝票番号：0013338,"95,794",0,0,0,0,"95,794",0,0,0,"95,794",,,,,
橋梁01,0,一之橋,千歳１－３、両国２－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,37,"1,550,771",0,平方メートル,553.5,昭和54年度,1979/10/1,,,再調達価額,"858,351,748","147,636,508","730,457,330",0,0,0,"19,742,090",0,0,"127,894,418",墨106,橋長：36.90,有効幅員：15.00,橋種型式：3-SG,竪川
橋梁02,0,塩原橋,千歳１－９、両国３－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,63,"1,550,771",0,平方メートル,376.2,昭和28年度,1954/3/1,,,再調達価額,"583,400,050",1,"583,400,049",0,0,0,0,0,0,1,墨江61,橋長：34.20,有効幅員：11.00,橋種型式：3-SG,竪川
橋梁03,0,千歳橋,千歳２－１４、両国４－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,35,"1,550,771",0,平方メートル,396.48,昭和56年度,1981/10/1,,,再調達価額,"614,849,686","134,037,258","494,953,970",0,0,0,"14,141,542",0,0,"119,895,716",墨33,橋長：35.40,有効幅員：11.20,橋種型式：1-BG,竪川
橋梁04,0,西竪川橋,立川１－１８、緑２－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,87,"1,550,771",0,平方メートル,391.82,昭和4年度,1929/11/1,,,再調達価額,"607,623,093",1,"607,623,092",0,0,0,0,0,0,1,墨107,橋長：35.62,有効幅員：11.00,橋種型式：3-SG,竪川
橋梁05,0,竪川橋,立川２－１３、緑２－２,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,64,"1,550,771",0,平方メートル,220.64,昭和27年度,1953/3/1,,,再調達価額,"342,162,113",1,"342,162,112",0,0,0,0,0,0,1,墨36,橋長：31.52,有効幅員：7.00,橋種型式：3-SG,竪川
橋梁06,0,新竪川橋,立川２－１４、緑３－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,87,"1,550,771",0,平方メートル,544.5,昭和4年度,1929/10/1,,,再調達価額,"844,394,809",1,"844,394,808",0,0,0,0,0,0,1,墨109,橋長：36.30,有効幅員：15.00,橋種型式：3-SG,竪川
橋梁07,0,菊花橋,立川４－１９、緑４－２,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,67,"1,550,771",0,平方メートル,285.68,昭和24年度,1950/3/1,,,再調達価額,"443,024,259",1,"443,024,258",0,0,0,0,0,0,1,墨110,橋長：35.71,有効幅員：8.00,橋種型式：4-SG,竪川
橋梁08,0,新辻橋,江東橋５－１１、江東橋１－２,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,87,"1,550,771",0,平方メートル,545.55,昭和4年度,1930/1/1,,,再調達価額,"846,023,119",1,"846,023,118",0,0,0,0,0,0,1,墨111,橋長：36.37,有効幅員：15.00,橋種型式：3-SG,竪川
橋梁09,0,松本橋,江東橋４－２、毛利２－１０,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,87,"775,385",0,平方メートル,390.72,昭和4年度,1929/11/1,,,再調達価額、上位区,"302,958,427",1,"302,958,426",0,0,0,0,0,0,1,墨44,橋長：35.52,有効幅員：11.00,橋種型式：1-ST,竪川
橋梁10,0,菊柳橋,菊川３－１３、江東橋５－１０,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,1,,0,平方メートル,389.24,平成27年度,2016/3/31,,,取得価額,"1,063,112,000","1,063,112,000","24,451,576",0,0,0,"24,451,576",0,0,"1,038,660,424",墨1,橋長：26.30,有効幅員：14.80,橋種型式：1-SG,大横川
橋梁11,0,南辻橋,立川４－１４、江東橋５－１２,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,85,"1,550,771",0,平方メートル,381.51,昭和6年度,1931/5/1,,,再調達価額,"591,634,644",1,"591,634,643",0,0,0,0,0,0,1,墨103,橋長：34.62,有効幅員：11.02,橋種型式：3-SG,大横川
橋梁12,0,清平橋,亀沢４－１８、太平１－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,ﾌﾟﾚｽﾄﾚｽｺﾝｸﾘｰﾄ,60,5,,0,平方メートル,96,平成23年度,2012/3/1,,,取得価額,"346,695,000","323,119,740","29,469,075",0,0,0,"5,893,815",0,0,"317,225,925",墨10,橋長：10.00,有効幅員：8.50,橋種型式：1-PC,大横川
橋梁13,0,紅葉橋,石原４－２８、横川１－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,86,"1,550,771",0,平方メートル,386.21,昭和5年度,1930/6/1,,,再調達価額,"598,923,267",1,"598,923,266",0,0,0,0,0,0,1,墨13,橋長：35.11,有効幅員：11.00,橋種型式：3-SG,大横川
橋梁14,0,横川橋,本所４－８、横川１－１５,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,89,"1,550,771",0,平方メートル,741.16,昭和2年度,1928/1/1,,,再調達価額,"1,149,369,434",1,"1,149,369,433",0,0,0,0,0,0,1,墨105,橋長：32.65,有効幅員：22.70,橋種型式：3-SG,大横川
橋梁15,0,旅所橋,江東橋４－３、亀戸１－４,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,40,"775,385",0,平方メートル,505.2,昭和51年度,1976/6/1,,,再調達価額、上位区,"391,724,502","40,347,645","360,386,520",0,0,0,"9,009,663",0,0,"31,337,982",墨5,橋長：42.10,有効幅員：12.00,橋種型式：3-SG,横十間川
橋梁16,0,錦糸橋,錦糸４－１０、亀戸２－２,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,45,"775,385",0,平方メートル,462.44,昭和46年度,1972/3/1,,,再調達価額、上位区,"358,569,039",1,"358,569,038",0,0,0,0,0,0,1,墨104,橋長：42.04,有効幅員：11.00,橋種型式：3-SG,横十間川
橋梁17,0,栗原橋,横川５－６、亀戸３－１３,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,20,,0,平方メートル,538.72,平成8年度,1996/6/1,,,取得価額、上位区,"452,800,500","254,926,691","208,288,220",0,0,0,"10,414,411",0,0,"244,512,280",墨105,橋長：36.40,有効幅員：14.80,橋種型式：1-SG,横十間川
橋梁18,0,神明橋,業平５－１、亀戸３－３５,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,30,,0,平方メートル,483.56,昭和61年度,1986/9/1,,,取得価額、上位区,"239,500,000","79,753,500","165,255,000",0,0,0,"5,508,500",0,0,"74,245,000",墨16,橋長：38.20,有効幅員：11.00、19.10,橋種型式：3-SG,横十間川
橋梁19,0,小梅橋,吾妻橋３－１２、向島１－３２,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,63,"1,550,771",0,平方メートル,172.58,昭和28年度,1953/9/1,,,再調達価額,"267,632,059",1,"267,632,058",0,0,0,0,0,0,1,墨51,橋長：26.55,有効幅員：6.50,橋種型式：1-SG,北十間川
橋梁20,0,東武橋,業平１－１７、押上１－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,ﾌﾟﾚｽﾄﾚｽｺﾝｸﾘｰﾄ,60,29,,0,平方メートル,449.16,昭和62年度,1988/3/1,,,取得価額,"383,400,000","200,901,600","189,016,200",0,0,0,"6,517,800",0,0,"194,383,800",墨111,橋長：19.70,有効幅員：22.00,橋種型式：1-PC,北十間川
橋梁21,0,西十間橋,業平４－１８、押上１－４８,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,27,,0,平方メートル,226.22,平成元年度,1989/7/1,,,取得価額,"303,411,000","121,971,222","188,418,231",0,0,0,"6,978,453",0,0,"114,992,769",墨124,橋長：21.00,有効幅員：10.00,橋種型式：1-SG,北十間川
橋梁22,0,十間橋,業平５－１３、文花１－１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,78,"1,550,771",0,平方メートル,294,昭和13年度,1939/3/1,,,再調達価額,"455,926,674",1,"455,926,673",0,0,0,0,0,0,1,墨121,橋長：19.60,有効幅員：15.00,橋種型式：1-SG,北十間川
橋梁23,0,境橋,文花１－３１、亀戸３－５１,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,ﾌﾟﾚｽﾄﾚｽｺﾝｸﾘｰﾄ,60,42,"669,615",0,平方メートル,223.08,昭和49年度,1974/11/1,,,再調達価額、上位区,"149,377,714","45,261,453","106,655,682",0,0,0,"2,539,421",0,0,"42,722,032",墨122,橋長：17.00、23.88、19.66,有効幅員：8.00、2.00、2.00,橋種型式：1-PC、3-SG、1-SG,北十間川
橋梁24,0,平井橋,立花３－２９、平井６－１７,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,36,"775,385",0,平方メートル,498.6,昭和55年度,1980/5/1,,,再調達価額、上位区,"386,606,961","75,388,361","320,110,560",0,0,0,"8,891,960",0,0,"66,496,401",墨115,橋長：55.40,有効幅員：9.00,橋種型式：1-BG、2-CR,旧中川
橋梁25,0,中平井橋,立花５－５１、平井７－４,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,9,,0,平方メートル,945.84,平成19年度,2008/3/1,,,取得価額、上位区,"635,314,000","518,416,224","131,509,998",0,0,0,"14,612,222",0,0,"503,804,002",墨116,橋長：68.00,有効幅員：13.00,橋種型式：3-SG,旧中川
橋梁81,0,桜橋（公園橋）,向島２丁目先、今戸１丁目先,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,31,,0,平方メートル,"2,444.93",昭和60年度,1985/4/1,,,取得価額、下位区,"1,419,250,000","439,967,500","1,011,925,250",0,0,0,"32,642,750",0,0,"407,324,750",,橋長：169.45,有効幅員：6.00、19.60,橋種型式：3-SG,隅田川
橋梁82,0,おしなり橋（公園橋）,業平２丁目１９番先、押上１丁目７番先,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,5,,0,平方メートル,222.3,平成23年度,2012/3/1,,,取得価額,"364,998,000","331,418,184","41,974,770",0,0,0,"8,394,954",0,0,"323,023,230",,橋長：18.20,有効幅員：10.00、13.80,橋種型式：1-SG,北十間川
橋梁91,0,八広横断歩道橋,東向島６丁目～八広５丁目,,,橋梁（公共工作物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,鉄骨造,45,48,"1,550,771",0,平方メートル,23.25,昭和43年度,1968/12/1,,,再調達価額,"36,055,425",1,"36,055,424",0,0,0,0,0,0,1,,橋長：15.50,有効幅員：1.50,,曳舟川通り
区有通路向島5013号底,0,道路敷（法定公共物）,墨田区東向島5-45-29,,,道路（公共土地）,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,"344,519",10.93,平方メートル,10.93,平成28年度,2016/7/29,,,,"3,765,592",0,0,0,0,"3,765,592",0,0,0,"3,765,592",,,,道底5398,0
建仮11,0,京成押上線連続立体交差事業に伴う昇降施設整備工事,,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,0,式,,平成27年度,2016/3/31,,,,0,"34,000,000",0,0,0,0,0,"-34,000,000",0,0,,,,,建設仮勘定管理台帳
建仮11,2,京成押上線連続立体交差事業に伴う昇降施設整備工事,墨田区京島1丁目43番先,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0008687,0,0,0,0,0,"252,575,840",0,"-252,575,840",0,0,,,,,
建仮12,0,(仮称)都営文花一丁目団地(第3期)の墨田区施設整備委託,文花1-29,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,1,式,,平成27年度,2016/3/31,,,,"36,240,000","36,240,000",0,0,0,0,0,0,0,"36,240,000",,,,,建設仮勘定管理台帳
