"年月[西暦]","調査項目","設問","港区の環境","選択肢","回答数[人]","構成比[%]"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","思わない","86","16.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","そう思う","44","8.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","ややそう思う","132","25.6"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","どちらともいえない","169","32.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","あまり思わない","119","23.1"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","思わない","51","9.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","そう思う","49","9.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","ややそう思う","175","34.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","どちらともいえない","170","33.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","あまり思わない","89","17.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","思わない","32","6.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","そう思う","38","7.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","ややそう思う","132","25.6"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","どちらともいえない","119","23.1"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","あまり思わない","131","25.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","思わない","95","18.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","そう思う","92","17.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","ややそう思う","210","40.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","どちらともいえない","124","24.1"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","あまり思わない","59","11.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","思わない","30","5.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","そう思う","128","24.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","ややそう思う","188","36.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","どちらともいえない","98","19.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","あまり思わない","73","14.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","思わない","28","5.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","そう思う","14","2.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","ややそう思う","87","16.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","どちらともいえない","255","49.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","あまり思わない","122","23.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","思わない","37","7.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","そう思う","81","15.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","ややそう思う","199","38.6"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","どちらともいえない","154","29.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","あまり思わない","64","12.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","思わない","17","3.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","そう思う","16","3.1"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","ややそう思う","82","15.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","どちらともいえない","224","43.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","あまり思わない","130","25.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","思わない","63","12.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","そう思う","8","1.6"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","ややそう思う","62","12.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","どちらともいえない","242","47.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","あまり思わない","137","26.6"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","思わない","66","12.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","無回答","0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","そう思う","26","5.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","ややそう思う","80","15.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","どちらともいえない","266","51.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","あまり思わない","91","17.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","思わない","52","10.1"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","無回答","0","0.0"

"港区の環境に関する区民アンケート（Web）調査結果・単純集計表・港区の環境Q5","Ver202003",,,,,
