"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","よく知っている[人]","知っている[人]","知らない[人]","無回答[人]"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","性・年代別","女性 30～39歳","49","0","4","45","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","性・年代別","女性 40～49歳","78","1","12","65","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","性・年代別","女性 50～59歳","62","1","10","51","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","性・年代別","女性 60～69歳","56","0","7","49","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","性・年代別","女性 70歳以上","42","0","5","37","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","性・年代別","女性 無回答","0","0","0","0","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","性・年代別","無回答","14","0","0","4","10"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","自営業主・家族従業","86","1","9","76","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","会社員・団体職員・公務員","243","3","25","215","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","アルバイト・パートタイマー","35","0","4","31","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","家事専業","55","0","8","47","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","学生","13","0","3","10","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","無職","81","0","13","67","1"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","その他","31","0","3","28","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","職業別","無回答","14","0","2","2","10"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","居住地区別","芝地区","86","0","16","69","1"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","居住地区別","麻布地区","87","1","11","75","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","居住地区別","赤坂地区","81","1","7","73","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","居住地区別","高輪地区","146","1","13","132","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","居住地区別","芝浦港南地区","139","1","20","118","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","居住地区別","無回答","19","0","0","9","10"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","持家（一戸建）","64","0","11","53","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","持家（マンション）","267","3","33","230","1"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","借家（一戸建）","9","0","0","9","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","民間の賃貸マンション・アパート","151","0","13","138","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","都営住宅・区営住宅・区立住宅","26","0","4","22","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","0","3","8","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","社宅・公務員宿舎","10","1","2","7","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","0","4","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","その他","5","0","1","4","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","住居形態別","無回答","11","0","0","1","10"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","定住意向別","ずっと住み続けていたい","279","4","32","237","6"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","定住意向別","当分は住んでいたい","203","0","28","172","3"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","0","4","40","1"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","0","5","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","定住意向別","近いうちに区外に転居する予定である","13","0","1","12","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","定住意向別","わからない","10","0","1","9","0"
"202203","全国連携の取組","Q20. 区では、全国各地域と共存・共栄を図り、互いの地域の発展と住民のより豊かな生活の実現に向けて、様々な分野において全国連携の取組を推進しています。あなたは区の全国連携の取組について知っていますか。（○は１つ）","定住意向別","無回答","3","0","1","1","1"

"第33回港区民世論調査クロス集計表・全国連携の取組Q20","Ver202203",,,,,,,,
