都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
131199,,東京都,板橋区,講演会「いのちを支える、こころの応急処置」,コウエンカイ「イノチヲササエル、ココロノオウキュウショチ」,,2021/3/11,2021/3/11,10:00,11:30,,こころの応急処置についての講義とロールプレイ新型コロナウイルス感染症の影響により内容を一部変更する場合がございます。あらかじめご了承くださいますようお願い申し上げます。,,,,,,,グリーンホール2階ホール,,,,,,,,,,,/kenko/soudan/kokoro/1031034.html,
131199,,東京都,板橋区,講演会「いのちを支える、こころの応急処置」,コウエンカイ「イノチヲササエル、ココロノオウキュウショチ」,,2021/3/12,2021/3/12,10:00,11:30,,こころの応急処置についての講義とロールプレイ新型コロナウイルス感染症の影響により内容を一部変更する場合がございます。あらかじめご了承くださいますようお願い申し上げます。,,,,,,,グリーンホール2階ホール,,,,,,,,,,,/kenko/soudan/kokoro/1031034.html,
131199,,東京都,板橋区,講演会「コロナ禍において不登校・ひきこもりとどう向き合うか」,コウエンカイ「コロナカニオイテフトウコウ・ヒキコモリトドウムキアウカ」,,2021/3/8,2021/3/8,10:00,12:00,,講義（コロナ禍における不登校・ひきこもりの方の理解や影響、状況別のコミュニケーション、相談先の情報提供など）と質疑応答,,,,,,,グリーンホール601会議室,,,,,,,,,,,/kenko/soudan/kokoro/1031031.html,
131199,,東京都,板橋区,令和2年度第4回研修会≪事業所が知っておくべき近隣住民との公害問題について≫,レイワニネンドダイヨンカイケンシュウカイ≪ジギョウショガシッテオクベキキンリンジュウミントノコウガイモンダイニツイテ≫,,2021/3/5,2021/3/5,15:00,17:00,,事業所が工場などを操業するにあたり、近隣住民との騒音や振動、臭気といった問題を解決する（避ける）ために、過去の実例から対策と解決方法について解説します。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,2021/2/26,,,/bousai/kankyo/ondanka/kenshu/1031039.html,
131199,,東京都,板橋区,令和2年度第3回研修会≪省エネルギー対策セミナー≫≪化学物質に対する労働災害防止対策の在り方≫,レイワニネンドダイサンカイケンシュウカイ≪ショウエネルギータイサクセミナー≫≪カガクブッシツニタイスルロウドウサイガイボウシタイサクのアリカタ≫,,2021/1/26,2021/1/26,15:00,17:00,,第1部「省エネルギー対策セミナー」夏冬に使用量が増える空調や、新型コロナウイルス感染症予防としての換気についてなど、省エネルギー対策をもとに解説します第2部「化学物質に対する労働災害防止対策の在り方」化学物質にかかる労働者の健康障害防止の必要性などについて解説します,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,2021/1/20,,,/bousai/kankyo/ondanka/kenshu/1029228.html,
131199,,東京都,板橋区,令和2年度第2回研修会≪中小企業のSDGs対応セミナー≫,レイワニネンドダイニカイケンシュウカイ≪チュウショウキギョウノエスディージーズタイオウセミナー≫,,2020/12/10,2020/12/10,15:00,17:00,,SDGsとは何か、何故今SDGsが必要とされるかを基本から解説いたします。また中小企業などのSDGsの取組や取り組むメリットなどをはじめ、どのように対応していけばよいかを解説いたします。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,,,,/bousai/kankyo/ondanka/kenshu/1028313.html,
131199,,東京都,板橋区,令和2年度第1回研修会≪中小企業のBCP対策セミナー≫,レイワニネンドダイイッカイケンシュウカイ≪チュウショウキギョウノビーシーピータイサクセミナー≫,,2020/9/29,2020/9/29,15:00,17:00,,様々な自然災害や緊急時の事業継続についてどのような対策を講じていく必要があるのか、BCPの基礎から解説します。また、今回の新型コロナウイルス感染症などに対応したBCP策定のポイントについても解説します。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,2020/9/25,,,/bousai/kankyo/ondanka/kenshu/1026714.html,
131199,,東京都,板橋区,令和元年度（平成31年度）第5回研修会≪中小企業が行うべき気候変動への『適応』≫,レイワガンネンド（ヘイセイサンジュウイチネン）ダイゴカイケンシュウカイ≪チュウショウキギョウガオコナウベキキコウヘンドウヘノ『テキオウ』≫,,2020/3/18,2020/3/18,14:00,16:00,,近年、猛暑や台風や豪雨などの気候変動の影響が多く見られ、気候変動の影響による被害を防止、軽減し生き残るためには気候変動に適応することが求められています。そこで中小企業がどのように気候変動に適応していくべきかについてご紹介します。,,,,,,,板橋産連会館　3階会議室（仲宿54-10）,,,,,,,,,,,/bousai/kankyo/ondanka/kenshu/1016157.html,
131199,,東京都,板橋区,「あそぼう会」中止のお知らせ,「アソボウカイ」チュウシノオシラセ,,2020/10/14,2020/10/14,,,新型コロナウイルス感染防止拡大防止のため、令和2年度の「あそぼう会」は中止とさせて頂きました。申し訳ございません。ご質問などございましたら、電話にてお問い合わせください。,,,,,,,,,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/itabashi/1015549/1024010.html,
131199,,東京都,板橋区,「あそぼう会」中止のお知らせ,「アソボウカイ」チュウシノオシラセ,,2020/11/10,2020/11/10,,,新型コロナウイルス感染防止拡大防止のため、令和2年度の「あそぼう会」は中止とさせて頂きました。申し訳ございません。ご質問などございましたら、電話にてお問い合わせください。,,,,,,,,,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/itabashi/1015549/1024010.html,
131199,,東京都,板橋区,「あそぼう会」中止のお知らせ,「アソボウカイ」チュウシノオシラセ,,2020/12/9,2020/12/9,,,新型コロナウイルス感染防止拡大防止のため、令和2年度の「あそぼう会」は中止とさせて頂きました。申し訳ございません。ご質問などございましたら、電話にてお問い合わせください。,,,,,,,,,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/itabashi/1015549/1024010.html,
131199,,東京都,板橋区,「あそぼう会」中止のお知らせ,「アソボウカイ」チュウシノオシラセ,,2021/1/20,2021/1/20,,,新型コロナウイルス感染防止拡大防止のため、令和2年度の「あそぼう会」は中止とさせて頂きました。申し訳ございません。ご質問などございましたら、電話にてお問い合わせください。,,,,,,,,,,,,,,,,,,,/kosodate/azukeru/ninka/annai/hoikuen/itabashi/1015549/1024010.html,
