1,"東京都生計分析調査　令和 4年10月","","","","","","","","","","","","","","","","","",""
2,"","","","","","","","","第２表　世帯主年齢階層別１世帯当たり１か月間の品目別生計支出　―　全　世　帯　―","","","","","","","","","",""
3,"","","","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","","",""
4,"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
37,"2","7","1","2","1","170-189","174","かつお",107,-23.0,69,13,40,130,127,130,105,119,86
38,"2","7","1","2","1","170-189","175","かれい",48,17.1,-,7,-,65,20,10,48,81,98
39,"2","7","1","2","1","170-189","176","さけ",515,-3.4,254,337,707,481,470,518,494,557,587
40,"2","7","1","2","1","170-189","177","さば",66,15.8,76,49,26,48,64,61,95,74,74
41,"2","7","1","2","1","170-189","178","さんま",153,3.4,69,117,174,115,126,129,166,183,181
42,"2","7","1","2","1","170-189","180","たい",82,-14.6,34,-,98,41,45,41,72,129,132
43,"2","7","1","2","1","170-189","181","ぶり",231,-8.3,150,83,148,169,264,251,97,307,350
44,"2","7","1","2","1","170-189","182","いか",106,-17.2,16,-,60,135,66,68,69,162,193
45,"2","7","1","2","1","170-189","183","たこ",88,-4.3,53,43,190,66,69,76,165,75,67
46,"2","7","1","2","1","170-189","185","えび",198,-19.8,64,90,159,200,251,185,267,205,216
47,"2","7","1","2","1","170-189","186","かに",35,20.7,-,5,-,-,4,15,-,79,118
48,"2","7","1","2","1","170-189","189","他の鮮魚",620,-9.2,330,478,480,664,347,747,647,729,828
49,"2","7","1","2","1","170-189","187","さしみ盛合わせ",305,-38.0,313,35,462,152,285,406,317,330,292
50,"2","7","1","2","1","190-194","0","貝類",231,-20.1,23,31,92,148,209,287,293,303,344
51,"2","7","1","2","1","190-194","190","あさり",39,-25.0,-,12,37,24,60,52,42,41,53
52,"2","7","1","2","1","190-194","192","しじみ",27,12.5,-,13,9,-,4,59,16,43,60
53,"2","7","1","2","1","190-194","191","かき(貝)",78,-13.3,-,6,22,40,71,82,116,107,111
54,"2","7","1","2","1","190-194","194","ほたて貝",71,-22.8,12,-,24,21,50,75,94,107,111
55,"2","7","1","2","1","190-194","193","他の貝",16,-46.7,11,-,-,64,24,19,25,6,8
56,"2","6","1","2","2","0","0","塩干魚介",1228,20.2,439,754,1118,659,1317,1374,868,1550,1658
57,"2","7","1","2","2","0","195","塩さけ",161,22.9,51,168,193,103,93,291,110,178,175
58,"2","7","1","2","2","0","196","たらこ",256,12.8,90,40,186,115,606,214,118,285,268
59,"2","7","1","2","2","0","197","しらす干し",185,16.4,104,49,246,86,200,212,91,235,280
60,"2","7","1","2","2","0","198","干しあじ",82,60.8,-,59,28,15,59,75,122,120,116
61,"2","7","1","2","2","0","202","他の塩干魚介",544,19.6,194,438,466,340,359,581,428,731,820
62,"2","6","1","2","3","0","0","魚肉練製品",719,11.1,450,324,587,425,590,773,600,951,1040
63,"2","7","1","2","3","0","203","揚げかまぼこ",205,0.5,81,67,151,98,159,292,183,271,305
64,"2","7","1","2","3","0","204","ちくわ",161,38.8,126,77,135,68,141,153,143,216,216
65,"2","7","1","2","3","0","205","かまぼこ",195,16.8,59,68,152,145,156,148,153,280,358
66,"2","7","1","2","3","0","209","他の魚肉練製品",157,-1.9,185,112,149,114,134,180,121,183,161
67,"2","6","1","2","4","0","0","他の魚介加工品",988,24.7,403,350,784,817,670,892,951,1346,1476
68,"2","7","1","2","4","0","210","かつお節・削り節",70,84.2,20,56,54,52,59,51,67,93,108
69,"2","7","1","2","4","0","213","魚介の漬物",242,7.1,103,112,80,190,190,156,236,355,436
70,"2","7","1","2","4","0","215","魚介のつくだ煮",71,24.6,-,-,-,24,8,25,43,149,170
71,"2","7","1","2","4","0","216","魚介の缶詰",284,45.6,232,90,389,227,229,350,274,315,261
72,"2","7","1","2","4","0","217","他の魚介加工品のその他",321,15.9,47,91,260,325,184,310,331,434,501
73,"2","5","1","3","0","0","0","肉類",9078,7.1,5241,7050,11287,10326,11644,9942,9643,7918,7568
74,"2","6","1","3","1","0","0","生鮮肉",7398,6.7,4222,5913,9166,8493,9910,8157,8057,6232,5872
75,"2","7","1","3","1","0","220","牛肉",1871,-5.9,555,1065,1822,1835,2081,1608,2201,2060,2173
76,"2","7","1","3","1","0","221","豚肉",3378,13.0,2224,2679,4058,3764,4827,3988,3972,2645,2313
77,"2","7","1","3","1","0","222","鶏肉",1673,11.6,1216,1756,2423,2320,2466,1915,1459,1160,1019
78,"2","7","1","3","1","0","22X","合いびき肉",279,15.8,158,206,526,353,408,438,306,154,124
79,"2","7","1","3","1","0","224","他の生鮮肉",197,-6.6,70,208,337,221,128,207,120,213,243
80,"2","6","1","3","2","0","0","加工肉",1679,8.5,1019,1136,2121,1833,1733,1785,1586,1686,1696
81,"2","7","1","3","2","0","225","ハム",449,15.1,97,218,436,432,419,437,359,557,578
82,"2","7","1","3","2","0","226","ソーセージ",679,5.8,467,619,1070,766,690,782,722,577,556
83,"2","7","1","3","2","0","227","ベーコン",284,11.8,126,169,288,356,359,264,340,268,235
84,"2","7","1","3","2","0","229","他の加工肉",267,2.3,328,130,327,278,264,302,165,283,328
85,"2","5","1","4","0","0","0","乳卵類",4560,0.5,3761,3912,5315,4661,4525,4798,3972,4660,4363
86,"2","6","1","4","1","0","230","牛乳",1387,-4.0,1441,1139,1610,1417,1258,1500,1317,1399,1458
87,"2","6","1","4","2","0","0","乳製品",2260,1.4,1683,2155,2734,2369,2246,2396,1814,2292,1982
88,"2","7","1","4","2","0","231","粉ミルク",59,31.1,429,-,479,-,5,4,-,14,21
89,"2","7","1","4","2","0","232","ヨーグルト",1225,-0.7,752,1109,1082,1222,1194,1379,1076,1320,1105
90,"2","7","1","4","2","0","233","バター",145,12.4,87,82,243,131,197,168,91,136,116
91,"2","7","1","4","2","0","234","チーズ",771,3.5,416,903,912,967,776,759,597,755,685
92,"2","7","1","4","2","0","235","他の乳製品",60,-20.0,-,60,17,49,74,87,50,67,56
93,"2","6","1","4","3","0","238","卵",913,5.7,636,619,971,875,1021,901,842,969,923
94,"2","5","1","5","0","0","0","野菜・海藻",10875,5.8,6635,6436,9930,9381,10030,11292,10416,12737,12659
95,"2","6","1","5","1","0","0","生鮮野菜",7643,7.9,5000,4558,7258,6656,7108,7948,7221,8849,8730
96,"2","7","1","5","1","240-249","0","葉茎菜",2417,9.4,1286,1416,2112,2156,2429,2490,2429,2769,2680
97,"2","7","1","5","1","240-249","240","キャベツ",264,15.8,163,182,272,242,258,301,298,274,261
98,"2","7","1","5","1","240-249","241","ほうれんそう",217,2.8,152,84,208,194,204,161,150,285,287
99,"2","7","1","5","1","240-249","242","はくさい",197,27.1,154,129,145,174,206,215,235,210,199
100,"2","7","1","5","1","240-249","243","ねぎ",417,21.2,205,220,376,417,388,462,445,466,430
101,"2","7","1","5","1","240-249","244","レタス",275,-1.1,87,130,217,293,263,290,285,318,307
102,"2","7","1","5","1","240-249","247","ブロッコリー",262,-4.0,128,233,293,191,242,214,255,312,297
103,"2","7","1","5","1","240-249","245","もやし",113,34.5,53,86,111,88,209,104,136,96,94
104,"2","7","1","5","1","240-249","249","他の葉茎菜",672,5.7,344,352,491,557,658,744,625,808,807
105,"2","7","1","5","1","250-259,25X","0","根菜",2043,16.3,1413,1307,2229,1853,1966,2107,1932,2260,2222
106,"2","7","1","5","1","250-259,25X","250","さつまいも",164,7.2,201,129,188,151,175,132,168,168,160
107,"2","7","1","5","1","250-259,25X","251","じゃがいも",231,4.1,195,158,339,299,202,271,229,209,194
108,"2","7","1","5","1","250-259,25X","252","さといも",122,10.9,38,29,29,84,128,105,99,177,201
109,"2","7","1","5","1","250-259,25X","253","だいこん",249,33.9,132,119,215,200,219,249,256,306,325
110,"2","7","1","5","1","250-259,25X","254","にんじん",300,42.9,267,244,411,240,288,317,274,312,281
111,"2","7","1","5","1","250-259,25X","255","ごぼう",88,2.3,52,28,61,74,91,85,95,106,81
112,"2","7","1","5","1","250-259,25X","256","たまねぎ",345,13.5,248,283,489,354,355,392,314,328,300
113,"2","7","1","5","1","250-259,25X","258","れんこん",157,34.2,103,116,232,149,158,146,132,165,147
114,"2","7","1","5","1","250-259,25X","25X","たけのこ",54,35.0,4,15,57,33,46,45,111,60,56
115,"2","7","1","5","1","250-259,25X","259","他の根菜",334,1.5,174,185,208,270,304,364,253,429,477
116,"2","7","1","5","1","260-269,26B,26X","0","他の野菜",3182,2.0,2301,1835,2916,2647,2713,3351,2861,3821,3828
117,"2","7","1","5","1","260-269,26B,26X","260","さやまめ",132,-2.2,19,50,81,62,165,195,131,155,163
118,"2","7","1","5","1","260-269,26B,26X","261","かぼちゃ",189,13.9,266,112,156,157,173,178,158,222,237
119,"2","7","1","5","1","260-269,26B,26X","262","きゅうり",306,-1.6,48,175,280,270,206,339,270,395,387
120,"2","7","1","5","1","260-269,26B,26X","263","なす",214,4.4,90,64,127,138,174,215,153,308,315
121,"2","7","1","5","1","260-269,26B,26X","264","トマト",856,-0.7,524,562,848,689,604,614,678,1153,1166
122,"2","7","1","5","1","260-269,26B,26X","265","ピーマン",226,3.7,128,110,239,162,224,269,215,258,204
123,"2","7","1","5","1","260-269,26B,26X","266","生しいたけ",188,10.6,94,74,165,110,219,184,241,217,200
124,"2","7","1","5","1","260-269,26B,26X","26B","しめじ",186,26.5,166,116,207,191,147,237,180,194,177
125,"2","7","1","5","1","260-269,26B,26X","26X","えのきたけ",133,14.7,65,114,156,124,130,213,141,118,103
126,"2","7","1","5","1","260-269,26B,26X","267","他のきのこ",328,9.7,176,169,267,268,285,379,317,394,371
127,"2","7","1","5","1","260-269,26B,26X","269","他の野菜のその他",425,-13.8,723,289,393,475,386,528,378,407,505
128,"2","6","1","5","2","0","0","乾物・海藻",732,-9.4,397,300,629,739,728,740,799,829,745
129,"2","7","1","5","2","0","273","豆類",26,-36.6,-,-,9,-,17,7,82,37,35
130,"2","7","1","5","2","0","274","干ししいたけ",32,-11.1,-,-,104,23,5,-,49,40,34
131,"2","7","1","5","2","0","276","干しのり",253,-0.8,67,167,207,332,232,291,205,281,197
132,"2","7","1","5","2","0","277","わかめ",133,-10.7,119,34,108,105,141,146,94,163,184
133,"2","7","1","5","2","0","278","こんぶ",63,-21.3,23,13,24,71,65,69,101,69,89
134,"2","7","1","5","2","0","279","他の乾物・海藻",225,-9.3,188,86,176,208,269,227,268,239,206
135,"2","6","1","5","3","0","0","大豆加工品",1182,3.8,732,872,1111,973,1123,1174,1160,1361,1259
136,"2","7","1","5","3","0","280","豆腐",457,4.6,293,291,423,342,456,512,432,523,519
137,"2","7","1","5","3","0","281","油揚げ・がんもどき",283,13.7,167,110,202,237,243,275,328,349,327
138,"2","7","1","5","3","0","282","納豆",361,-1.6,250,355,316,358,349,338,334,397,340
139,"2","7","1","5","3","0","289","他の大豆製品",82,-4.7,22,116,170,36,75,50,67,91,72
140,"2","6","1","5","4","0","0","他の野菜・海藻加工品",1318,6.0,506,706,933,1014,1071,1429,1236,1698,1926
141,"2","7","1","5","4","0","290","こんにゃく",175,-1.1,67,84,210,121,192,159,223,194,198
142,"2","7","1","5","4","0","291","梅干し",121,-9.0,21,90,77,104,50,85,128,175,199
143,"2","7","1","5","4","0","292","だいこん漬",98,10.1,-,67,59,37,60,77,117,146,198
144,"2","7","1","5","4","0","293","はくさい漬",56,-1.8,25,20,25,32,40,53,77,78,84
145,"2","7","1","5","4","0","294","他の野菜の漬物",502,18.4,24,219,285,445,397,518,429,688,812
146,"2","7","1","5","4","0","295","こんぶつくだ煮",80,-10.1,63,41,59,57,46,67,102,106,110
147,"2","7","1","5","4","0","296","他の野菜・海藻のつくだ煮",51,104.0,-,3,11,8,15,29,14,106,144
148,"2","7","1","5","4","0","299","他の野菜・海藻加工品のその他",235,-5.6,306,183,205,209,272,441,146,205,181
149,"2","5","1","6","0","0","0","果物",3915,-2.5,1112,2662,3191,3267,3082,2757,3724,5248,5798
150,"2","6","1","6","1","0","0","生鮮果物",3488,-4.1,933,2461,3006,2862,2489,2328,3454,4730,5282
151,"2","7","1","6","1","0","300","りんご",481,-3.2,152,155,282,277,352,248,352,773,870
152,"2","7","1","6","1","0","301","みかん",475,-21.6,102,390,583,380,328,355,544,585,620
153,"2","7","1","6","1","0","315","オレンジ",31,3.3,4,42,13,18,15,19,27,46,52
154,"2","7","1","6","1","0","304","他の柑きつ類",71,18.3,-,41,31,43,62,57,93,98,103
155,"2","7","1","6","1","0","305","梨",293,94.0,37,143,228,199,188,168,322,432,457
156,"2","7","1","6","1","0","306","ぶどう",624,-19.7,63,586,541,518,451,356,909,778,973
157,"2","7","1","6","1","0","307","柿",411,-10.7,103,143,204,225,252,242,504,633,744
158,"2","7","1","6","1","0","308","桃",6,50.0,-,-,-,-,11,-,-,12,12
159,"2","7","1","6","1","0","309","すいか",5,-54.5,-,-,5,2,-,21,-,5,6
160,"2","7","1","6","1","0","310","メロン",13,-51.9,-,-,-,-,10,7,23,22,34
161,"2","7","1","6","1","0","311","いちご",2,-75.0,-,15,-,2,-,2,3,0,-
162,"2","7","1","6","1","0","312","バナナ",406,2.0,220,380,465,364,219,328,265,538,585
163,"2","7","1","6","1","0","316","キウイフルーツ",216,27.1,-,206,310,200,214,127,131,267,232
164,"2","7","1","6","1","0","313","他の果物",454,2.9,252,359,344,632,386,397,281,540,595
165,"2","6","1","6","2","0","319","果物加工品",427,13.9,179,200,185,405,593,429,271,519,516
166,"2","5","1","7","0","0","0","油脂・調味料",4401,6.8,2840,3394,4490,4453,4367,5259,3936,4575,4490
167,"2","6","1","7","1","0","0","油脂",483,2.1,326,388,327,647,416,546,423,521,426
168,"2","7","1","7","1","0","320","食用油",434,2.1,319,367,302,609,375,484,340,464,376
169,"2","7","1","7","1","0","321","マーガリン",50,2.0,7,21,25,38,41,62,83,57,50
170,"2","6","1","7","2","0","0","調味料",3917,7.4,2514,3006,4163,3806,3951,4713,3513,4054,4064
171,"2","7","1","7","2","0","322","食塩",40,-2.4,25,25,22,14,57,52,27,47,48
172,"2","7","1","7","2","0","323","しょう油",138,5.3,86,96,149,105,143,132,155,151,147
173,"2","7","1","7","2","0","324","みそ",205,10.2,81,236,163,156,205,263,174,223,232
174,"2","7","1","7","2","0","325","砂糖",70,-1.4,9,30,116,58,50,81,68,80,90
175,"2","7","1","7","2","0","327","酢",54,-29.9,54,12,30,69,74,24,43,66,62
176,"2","7","1","7","2","0","328","ソース",59,-3.3,44,39,74,38,69,49,30,73,81
177,"2","7","1","7","2","0","329","ケチャップ",57,-1.7,63,32,74,79,80,43,70,45,39
178,"2","7","1","7","2","0","330","マヨネーズ・マヨネーズ風調味料",109,10.1,69,80,103,101,84,106,70,137,132
179,"2","7","1","7","2","0","332","ドレッシング",199,-4.3,82,106,120,176,249,211,193,228,245
180,"2","7","1","7","2","0","331","ジャム",152,7.8,143,148,190,196,101,138,123,162,183
181,"2","7","1","7","2","0","333","カレールウ",92,-7.1,113,83,68,114,112,139,107,68,55
182,"2","7","1","7","2","0","334","乾燥スープ",395,-1.5,392,267,533,404,307,602,373,366,344
183,"2","7","1","7","2","0","335","風味調味料",266,24.3,179,270,232,174,362,207,186,305,315
184,"2","7","1","7","2","0","336","ふりかけ",130,6.6,107,169,254,197,106,117,121,101,91
185,"2","7","1","7","2","0","33X","つゆ・たれ",471,-0.2,308,434,421,544,452,631,518,437,407
186,"2","7","1","7","2","0","339","他の調味料",1482,17.0,759,979,1613,1381,1501,1918,1255,1563,1596
187,"2","5","1","8","0","0","0","菓子類",8470,7.1,6894,9066,11712,10259,9014,9075,8369,7222,6635
188,"2","7","1","8","0","0","340","ようかん",96,118.2,13,-,239,13,17,32,201,128,81
189,"2","7","1","8","0","0","341","まんじゅう",51,-8.9,-,191,65,37,37,43,45,42,41
190,"2","7","1","8","0","0","342","他の和生菓子",716,6.9,411,338,828,525,477,620,843,897,928
191,"2","7","1","8","0","0","343","カステラ",82,-4.7,11,4,28,68,31,74,19,146,189
192,"2","7","1","8","0","0","344","ケーキ",733,-1.3,1199,1096,1007,828,725,857,808,515,396
193,"2","7","1","8","0","0","347","ゼリー",117,-5.6,80,76,127,152,76,65,194,125,110
194,"2","7","1","8","0","0","348","プリン",155,-12.4,116,123,135,238,217,177,163,120,113
195,"2","7","1","8","0","0","345","他の洋生菓子",1043,30.4,604,1092,1095,1157,1382,1283,1227,834,715
196,"2","7","1","8","0","0","350","せんべい",578,18.9,111,328,441,562,566,677,543,677,593
197,"2","7","1","8","0","0","346","ビスケット",514,22.4,561,382,508,862,534,550,453,446,381
198,"2","7","1","8","0","0","357","スナック菓子",473,-3.7,453,659,806,893,739,521,412,207,181
199,"2","7","1","8","0","0","349","キャンデー",217,4.8,107,249,301,209,155,256,191,225,217
200,"2","7","1","8","0","0","352","チョコレート",527,-8.5,375,505,573,594,593,642,661,442,359
201,"2","7","1","8","0","0","353","チョコレート菓子",231,30.5,93,466,537,334,230,307,186,120,85
202,"2","7","1","8","0","0","356","アイスクリーム・シャーベット",863,-4.2,747,1177,1611,1284,1306,919,768,463,448
203,"2","7","1","8","0","0","359","他の菓子",2073,6.4,2013,2380,3411,2500,1929,2051,1655,1836,1796
204,"2","5","1","9","0","0","0","調理食品",14810,3.8,13836,11720,15141,15205,11614,17251,15506,15415,15474
205,"2","6","1","9","1","0","0","主食的調理食品",6522,6.0,6516,6124,6997,7730,5774,6036,6754,6503,6287
206,"2","7","1","9","1","0","360","弁当",2058,9.8,2201,1912,2038,2620,1561,1782,2513,2052,1811
207,"2","7","1","9","1","0","36A","すし(弁当)",1214,-12.6,485,665,1152,1051,945,884,1074,1613,1732
208,"2","7","1","9","1","0","36B","おにぎり・その他",561,15.7,653,620,855,818,424,449,560,499,506
209,"2","7","1","9","1","0","361","調理パン",683,3.3,804,748,872,806,685,677,595,619,590
210,"2","7","1","9","1","0","363","他の主食的調理食品",2005,15.2,2373,2180,2079,2435,2158,2244,2012,1719,1648
211,"2","6","1","9","2","0","0","他の調理食品",8288,2.1,7320,5596,8144,7474,5840,11215,8752,8912,9187
212,"2","7","1","9","2","0","364","うなぎのかば焼き",150,-38.5,-,-,-,49,84,354,199,195,229
213,"2","7","1","9","2","0","365","サラダ",631,-3.1,566,365,540,625,487,625,556,757,648
214,"2","7","1","9","2","0","366","コロッケ",171,10.3,91,134,95,117,175,163,205,204,169
215,"2","7","1","9","2","0","367","カツレツ",198,17.2,146,57,213,229,220,307,128,196,167
216,"2","7","1","9","2","0","368","天ぷら・フライ",1026,7.8,754,657,1099,911,1024,1179,919,1110,1078
217,"2","7","1","9","2","0","369","しゅうまい",130,4.0,19,48,199,91,155,87,104,158,173
218,"2","7","1","9","2","0","371","ぎょうざ",176,-16.6,116,215,88,154,250,168,63,203,229
219,"2","7","1","9","2","0","372","やきとり",302,9.4,579,115,413,318,304,368,257,273,232
220,"2","7","1","9","2","0","373","ハンバーグ",130,-2.3,76,107,83,108,121,128,222,134,116
221,"2","7","1","9","2","0","370","冷凍調理食品",932,10.2,1109,396,1212,1127,570,1576,931,846,758
222,"2","7","1","9","2","0","375","そうざい材料セット",330,-16.7,616,5,219,416,35,1100,109,297,243
223,"2","7","1","9","2","0","376","他の調理食品のその他",4113,3.8,3248,3498,3983,3329,2415,5160,5058,4540,5144
224,"2","5","1","10","0","0","0","飲料",5262,-3.9,4210,4924,5512,6414,5369,6389,5580,4702,3767
225,"2","6","1","10","1","0","0","茶類",1314,1.5,1164,805,776,1648,1073,1741,1571,1329,1023
226,"2","7","1","10","1","0","380","緑茶",355,-1.4,531,10,115,259,113,263,428,536,541
227,"2","7","1","10","1","0","381","紅茶",92,-4.2,14,25,58,60,153,159,138,78,72
228,"2","7","1","10","1","0","383","他の茶葉",150,44.2,85,155,169,190,87,234,245,119,104
229,"2","7","1","10","1","0","38X","茶飲料",717,-2.4,532,615,436,1139,720,1084,760,596,305
230,"2","6","1","10","2","0","0","コーヒー・ココア",1205,6.3,773,1378,1591,1466,1108,1541,1487,969,753
231,"2","7","1","10","2","0","382","コーヒー",742,4.7,313,1014,842,751,602,875,849,708,585
232,"2","7","1","10","2","0","384","コーヒー飲料",415,4.3,365,289,649,673,467,630,578,226,144
233,"2","7","1","10","2","0","386","ココア・ココア飲料",48,77.8,94,75,99,43,39,36,60,35,23
234,"2","6","1","10","3","0","0","他の飲料",2742,-10.1,2274,2740,3145,3300,3188,3107,2523,2404,1991
235,"2","7","1","10","3","0","385","果実・野菜ジュース",473,-21.9,367,372,534,600,586,556,489,397,302
236,"2","7","1","10","3","0","387","炭酸飲料",593,2.8,978,475,640,698,864,313,432,564,427
237,"2","7","1","10","3","0","388","乳酸菌飲料",402,-8.4,135,520,368,501,293,502,237,439,447
238,"2","7","1","10","3","0","38A","乳飲料",202,-10.2,309,185,299,258,215,311,115,152,82
239,"2","7","1","10","3","0","38B","ミネラルウォーター",364,-8.3,122,489,220,333,563,525,437,284,295
240,"2","7","1","10","3","0","38Y","スポーツドリンク",80,-1.2,35,93,240,84,63,44,134,55,48
241,"2","7","1","10","3","0","389","他の飲料のその他",628,-13.5,329,606,843,827,604,856,679,512,390
242,"2","5","1","11","0","0","0","酒類",4000,-8.6,1289,3389,2998,3085,4117,4172,4110,4649,3116
243,"2","7","1","11","0","0","3X1","清酒",516,8.9,115,204,647,407,299,641,789,575,465
244,"2","7","1","11","0","0","3X3","焼酎",423,1.7,54,37,7,124,357,536,74,736,403
245,"2","7","1","11","0","0","3X4","ビール",782,-38.3,299,483,787,903,673,959,1399,690,588
246,"2","7","1","11","0","0","3X5","ウイスキー",235,-11.7,-,115,51,152,192,128,406,330,317
247,"2","7","1","11","0","0","3X9","ワイン",1061,48.2,264,1755,218,358,1589,562,802,1379,575
248,"2","7","1","11","0","0","3X7","発泡酒・ビール風アルコール飲料",421,-32.4,222,346,596,536,324,820,148,385,344
249,"2","7","1","11","0","0","3X8","チューハイ・カクテル",457,-5.4,336,293,515,389,571,409,478,472,352
250,"2","7","1","11","0","0","3XX","他の酒",105,-20.5,-,156,176,218,112,118,14,82,72
251,"2","5","1","12","0","0","0","外食",19773,15.2,17881,24792,31424,27232,24913,25346,25676,10977,8727
252,"2","6","1","12","1","0","0","一般外食",18794,15.7,17782,23590,26245,23895,24066,24604,25547,10977,8727
253,"2","7","1","12","1","390-396,399,39A,39B","0","食事代",15815,10.7,15940,21238,22491,19651,19702,20090,20828,9450,7457
254,"2","7","1","12","1","390-396,399,39A,39B","390","日本そば・うどん",547,-7.1,319,802,499,435,521,786,807,456,328
255,"2","7","1","12","1","390-396,399,39A,39B","391","中華そば",758,21.1,912,1409,1241,1407,844,1084,353,389,225
256,"2","7","1","12","1","390-396,399,39A,39B","392","他の麺類外食",319,28.1,902,434,511,380,370,499,217,160,175
257,"2","7","1","12","1","390-396,399,39A,39B","393","すし(外食)",1551,17.0,1052,1016,1224,2447,2332,1805,2192,1073,885
258,"2","7","1","12","1","390-396,399,39A,39B","394","和食",2111,11.2,3505,1719,2940,3252,1613,2279,3678,1359,919
259,"2","7","1","12","1","390-396,399,39A,39B","39A","中華食",651,57.2,736,1598,600,535,498,811,1459,360,235
260,"2","7","1","12","1","390-396,399,39A,39B","395","洋食",1349,7.8,1087,1436,1168,1953,2055,1375,3194,602,448
261,"2","7","1","12","1","390-396,399,39A,39B","399","焼肉",632,-29.9,269,682,863,959,1198,1033,848,214,198
262,"2","7","1","12","1","390-396,399,39A,39B","39B","ハンバーガー",622,19.2,838,1548,1328,964,812,763,467,195,104
263,"2","7","1","12","1","390-396,399,39A,39B","396","他の主食的外食",7274,11.8,6318,10594,12117,7320,9457,9656,7613,4643,3941
