"実数・増加率","年次コード","年次","西暦（年）","月","調査世帯数(世帯）","世帯人員（人）","有業人員（人）","世帯主平均年齢（歳）","実収入（円）","実収入／経常収入（円）","実収入／経常収入／勤め先収入（円）","実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）","実収入／経常収入／勤め先収入／他の世帯員収入（円）","実収入／経常収入／事業・内職収入（円）","実収入／経常収入／他の経常収入（円）","実収入／経常収入／他の経常収入／社会保障給付（円）","実収入／特別収入（円）","可処分所得（円）","実支出（円）","実支出／生計支出（円）","実支出／生計支出／消費支出（円）","実支出／生計支出／消費支出／食料（円）","実支出／生計支出／消費支出／食料／穀類（円）","実支出／生計支出／消費支出／食料／魚介類（円）","実支出／生計支出／消費支出／食料／肉類（円）","実支出／生計支出／消費支出／食料／乳卵類（円）","実支出／生計支出／消費支出／食料／野菜・海藻（円）","実支出／生計支出／消費支出／食料／果物（円）","実支出／生計支出／消費支出／食料／油脂・調味料（円）","実支出／生計支出／消費支出／食料／菓子類（円）","実支出／生計支出／消費支出／食料／調理食品（円）","実支出／生計支出／消費支出／食料／飲料（円）","実支出／生計支出／消費支出／食料／酒類（円）","実支出／生計支出／消費支出／食料／外食（円）","実支出／生計支出／消費支出／住居（円）","実支出／生計支出／消費支出／住居／家賃地代（円）","実支出／生計支出／消費支出／住居／設備修繕・維持（円）","実支出／生計支出／消費支出／光熱・水道（円）","実支出／生計支出／消費支出／光熱・水道／電気代（円）","実支出／生計支出／消費支出／光熱・水道／ガス代（円）","実支出／生計支出／消費支出／光熱・水道／他の光熱（円）","実支出／生計支出／消費支出／光熱・水道／上下水道料（円）","実支出／生計支出／消費支出／家具・家事用品（円）","実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）","実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）","実支出／生計支出／消費支出／家具・家事用品／寝具類（円）","実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）","実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）","実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）","実支出／生計支出／消費支出／被服及び履物（円）","実支出／生計支出／消費支出／被服及び履物／和服（円）","実支出／生計支出／消費支出／被服及び履物／洋服（円）","実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）","実支出／生計支出／消費支出／被服及び履物／下着類（円）","実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）","実支出／生計支出／消費支出／被服及び履物／他の被服（円）","実支出／生計支出／消費支出／被服及び履物／履物類（円）","実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）","実支出／生計支出／消費支出／保健医療（円）","実支出／生計支出／消費支出／保健医療／医薬品（円）","実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）","実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）","実支出／生計支出／消費支出／保健医療／保健医療サービス（円）","実支出／生計支出／消費支出／交通・通信（円）","実支出／生計支出／消費支出／交通・通信／交通（円）","実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）","実支出／生計支出／消費支出／交通・通信／通信（円）","実支出／生計支出／消費支出／教育（円）","実支出／生計支出／消費支出／教育／授業料等（円）","実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）","実支出／生計支出／消費支出／教育／補習教育（円）","実支出／生計支出／消費支出／教養娯楽（円）","実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）","実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）","実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）","実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）","実支出／生計支出／消費支出／その他の消費支出（円）","実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）","実支出／生計支出／消費支出／その他の消費支出／こづかい（円）","実支出／生計支出／消費支出／その他の消費支出／交際費（円）","実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）","実支出／生計支出／土地家屋購入（円）","実支出／その他の実支出（円）","平均消費性向（％）","エンゲル係数（％）"
"meimoku","nen","対前年（同月）名目増加率_令和 3年","2021","",-,-,-,-,-9.8,-2.3,23.8,33.5,20.4,-46.6,-2.9,-3.1,-75.9,-12.5,-2.7,-4.0,-4.0,-3.6,-2.1,-1.9,-3.0,-11.1,-5.3,-3.6,-4.7,-3.2,-3.5,-3.1,-5.0,1.4,1.0,0.7,1.0,-8.7,-14.4,-7.0,1.8,0.6,-1.2,-0.1,11.8,-7.7,-5.0,-6.2,19.4,7.1,...,1.3,20.3,-5.1,-3.5,-11.0,8.8,-14.9,-8.2,-5.9,-12.7,-7.4,-8.4,-21.1,9.1,-42.3,-3.3,39.6,35.9,-34.5,103.3,-0.9,-38.7,-0.9,1.1,6.1,1.2,6.5,-6.2,-6.8,94.5,-,6.2,,
"meimoku","nen","対前年（同月）名目増加率_令和 4年","2022","",-,-,-,-,5.5,0.7,-14.8,45.2,-38.3,22.9,2.5,0.8,178.4,9.6,4.2,7.1,4.9,0.2,-2.3,-2.2,-8.5,-5.6,-3.9,-7.4,-2.0,3.3,7.2,0.2,9.3,13.3,-0.4,67.9,-20.6,12.6,21.9,14.7,42.4,-8.9,-5.0,5.0,-11.6,-6.0,-13.6,-3.6,-28.1,-9.8,-93.0,-18.5,-10.6,-4.8,-14.0,10.9,6.4,38.4,0.6,-1.6,31.8,-9.7,-0.7,36.6,43.9,89.4,-3.2,-72.9,-74.3,-36.8,-64.8,11.1,-0.6,-14.2,-3.7,25.8,5.6,13.8,-20.0,8.3,-32.3,...,-14.8,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 1月","2022","1",-,-,-,-,-8.8,-9.5,-15.0,-32.9,-4.9,28.5,-16.3,-44.9,1.2,-23.4,14.6,14.0,14.0,-0.7,-2.4,9.6,-5.1,-4.2,-0.4,-0.5,-0.4,-6.2,-3.9,4.7,0.2,5.2,12.6,28.7,1.9,3.9,-3.0,6.3,72.1,-4.6,7.5,8.7,14.9,-9.8,0.1,4.1,41.3,8.2,-100.0,-2.1,8.5,-12.6,34.4,-11.6,168.7,-44.0,-9.4,-27.4,88.4,-41.7,-1.7,30.2,31.7,88.0,-5.5,-85.0,-54.7,-,-100.0,47.7,-45.4,-26.7,12.5,121.6,33.0,24.2,-17.3,55.0,61.6,-,21.7,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 2月","2022","2",-,-,-,-,4.2,3.2,-17.3,-29.9,-7.5,-41.4,6.2,5.7,96.2,5.1,8.0,10.0,10.0,-7.0,-6.0,-1.5,-12.4,-8.4,-2.1,-11.5,-15.0,-11.8,-4.7,-5.7,-15.6,-1.5,-23.1,75.7,-39.6,8.6,3.2,26.3,49.4,-9.1,2.3,44.6,-19.5,-24.2,-21.4,-8.3,-22.4,-32.3,-,-26.9,-31.6,-26.3,-50.6,-9.3,-51.4,-24.8,-20.3,-20.1,-18.0,-37.0,-16.6,89.9,13.2,329.7,-9.1,-95.1,-79.3,-87.0,-100.0,0.3,-13.5,-26.7,13.1,8.3,64.3,111.4,9.8,21.6,64.9,-,-2.2,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 3月","2022","3",-,-,-,-,2.7,-30.1,-56.3,-56.0,-56.5,71.9,-1.6,-6.3,273.1,55.1,3.0,8.1,-9.2,-2.6,-3.2,-0.9,-14.9,-7.3,-4.7,-7.2,-9.6,3.0,3.7,-3.4,16.6,-2.1,-42.5,95.3,-58.7,6.3,8.9,7.7,78.0,-12.2,-20.0,-35.1,69.8,-10.2,-30.0,-15.6,18.0,-33.9,...,-49.9,-2.5,-12.0,-83.5,41.1,-41.5,-20.6,-5.6,-6.0,-5.3,-22.2,-2.8,16.2,44.6,53.9,-22.9,49.6,181.9,-86.3,-100.0,-2.7,-17.3,-11.5,-12.1,6.7,-16.4,-18.4,-47.3,-5.2,-49.6,...,-46.8,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 4月","2022","4",-,-,-,-,2.1,5.4,-43.4,-26.7,-51.2,51.5,9.9,9.6,-56.5,5.0,-0.4,2.9,0.0,-5.6,-12.9,-5.3,-21.2,-9.9,-9.6,-14.6,-14.4,-3.5,2.2,-10.0,0.7,28.6,-34.2,92.1,-65.1,7.2,18.7,12.5,-6.9,-17.8,-11.3,-11.8,44.4,100.0,-24.3,-14.8,-18.9,-24.5,-99.7,48.0,-10.0,12.6,-55.1,-23.8,157.5,-37.8,-31.8,-32.3,-25.8,26.1,-41.0,98.5,64.0,280.6,-8.3,-81.3,-81.2,-,-100.0,24.2,3.6,-20.6,-1.9,55.2,21.3,-1.4,-39.7,71.7,192.3,...,-21.5,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 5月","2022","5",-,-,-,-,-21.8,-30.9,-50.9,-20.6,-61.9,-4.6,23.7,41.0,129.1,5.3,12.4,19.4,19.4,1.2,-11.1,-5.6,-21.4,-9.8,-11.6,-0.4,-10.2,3.2,22.6,0.3,17.0,54.2,64.4,104.1,56.9,14.3,21.4,18.5,70.0,-9.6,-36.5,-26.6,-82.8,-89.4,-12.7,-18.4,-22.2,-5.7,-100.0,-41.7,-12.9,-29.1,131.4,36.6,86.9,99.3,-10.1,-16.4,-24.0,-17.8,-5.5,116.2,109.7,312.5,-7.7,-68.8,-69.6,257.1,-46.9,25.6,1.5,-20.1,-8.3,68.4,33.2,-1.9,-11.8,112.0,513.0,-,-28.8,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 6月","2022","6",-,-,-,-,19.8,-0.5,-11.4,36.6,-31.3,32.8,-0.1,1.0,...,33.6,-4.6,5.5,2.0,3.9,-2.3,-0.7,-14.4,-10.7,-5.6,-3.1,-1.5,12.7,19.7,-1.5,1.4,54.8,74.3,88.2,64.4,9.4,21.2,16.9,621.4,-11.1,-7.1,22.3,-33.0,-44.1,-7.4,-6.6,-72.7,4.7,-100.0,14.2,-4.2,-2.8,-59.7,9.5,15.3,68.0,-40.6,-14.0,-30.4,-32.5,-49.4,16.9,169.1,-5.0,2.5,-86.2,-81.1,-,-100.0,8.2,4.7,-14.8,-6.3,22.0,-6.8,-18.3,-10.5,25.6,-64.5,...,-29.6,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 7月","2022","7",-,-,-,-,13.0,14.7,-8.1,45.7,-26.6,203.0,69.0,173.2,-7.6,29.8,4.0,5.8,5.8,1.5,0.5,-7.7,-13.8,-4.4,-0.5,-8.2,4.3,9.2,-0.4,3.7,25.5,32.6,30.2,92.4,-2.1,19.9,29.1,13.8,350.0,7.3,-4.9,23.7,50.6,-67.7,-7.0,-11.3,-62.3,-21.8,-38.1,-28.7,-5.7,-36.5,28.2,-39.7,-20.0,6.2,9.9,5.3,58.3,-15.8,8.5,1.8,57.0,-26.0,13.6,-71.2,-95.7,33.3,-25.8,69.6,-75.3,-15.3,-11.6,139.8,-21.8,-5.6,-8.4,-33.7,-75.5,-,-22.3,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 8月","2022","8",-,-,-,-,-6.9,-6.3,-23.4,32.7,-44.1,109.9,-6.3,-7.1,-37.5,-7.2,5.9,8.3,8.3,3.9,4.0,-4.6,-7.7,-8.7,0.2,-2.6,5.6,12.4,12.3,4.7,6.3,28.5,-32.8,20.4,-55.0,14.3,43.4,4.8,292.9,-13.5,-9.4,-49.5,-19.5,308.7,-29.1,5.5,40.1,21.0,-93.9,29.9,-8.2,30.3,181.0,72.6,67.6,-14.0,51.7,7.8,188.6,-19.7,72.5,-6.2,-10.1,-16.7,3.3,-70.3,53.8,...,-86.3,-0.8,-59.9,-27.6,-5.6,17.0,40.6,61.4,-4.3,36.9,-8.0,-,-4.6,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 9月","2022","9",-,-,-,-,2.4,18.3,14.8,164.6,-25.3,22.4,23.6,21.5,-75.5,21.5,-1.3,0.8,0.8,0.9,-4.4,-7.5,-4.2,-7.0,-6.4,-13.3,8.3,3.3,3.0,4.5,29.0,38.1,-14.6,94.7,-42.5,27.0,41.2,11.2,39.6,6.9,-1.3,-12.6,-11.7,90.8,-8.0,12.1,-28.7,-5.5,-91.5,30.8,-52.6,7.7,49.6,-0.2,47.9,37.6,36.0,1.4,41.5,41.1,45.3,19.2,73.4,15.2,8.8,-21.8,238.0,...,-91.1,10.2,204.2,-12.9,-2.9,-5.8,-21.6,-8.1,-13.1,-30.4,-53.6,-,-26.3,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年10月","2022","10",-,-,-,-,-2.3,-2.8,8.6,127.2,-27.8,-13.6,-3.3,-4.0,42.3,-3.8,9.8,9.7,9.7,10.0,5.2,-5.6,8.6,1.8,5.9,-4.4,15.9,16.6,33.1,1.6,15.3,12.8,-50.4,29.9,-79.1,16.5,35.4,11.0,101.2,-9.3,52.7,201.3,-8.8,96.1,-9.9,2.6,-40.8,41.4,...,-31.0,84.0,68.6,109.3,92.3,63.4,274.8,38.4,36.5,49.6,68.9,30.3,67.0,24.4,165.2,10.1,141.2,138.5,...,121.8,0.6,19.2,-8.7,-4.3,2.3,-1.3,1.9,-35.3,25.4,-46.7,-,10.4,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年11月","2022","11",-,-,-,-,121.4,45.8,26.3,261.0,-49.3,-9.2,169.6,12.5,...,222.1,6.0,8.0,8.0,2.4,13.1,-2.1,4.3,6.9,-0.3,-9.4,-2.2,3.7,19.2,3.9,-0.9,-13.0,94.4,111.6,90.3,15.9,30.5,22.1,-30.1,-8.0,43.0,105.0,46.7,93.4,-7.3,17.0,-20.8,-10.4,-57.8,0.4,-33.7,4.8,19.5,9.2,-49.6,245.9,-12.8,35.2,139.4,-41.3,-27.6,13.0,40.1,22.3,-2.7,-97.1,-98.1,-,-90.4,-6.4,113.0,-2.6,-6.7,-10.7,-16.5,1.6,-22.8,-24.7,-74.5,-,-20.3,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年12月","2022","12",-,-,-,-,8.9,7.4,9.7,320.6,-52.7,30.9,6.6,1.1,124.5,9.7,-2.6,-3.5,-3.5,-4.2,-3.1,2.6,1.5,-2.9,-9.0,-11.6,-2.4,0.8,-7.1,-0.2,16.4,-18.5,-10.2,44.0,-33.7,20.1,39.6,24.7,24.3,-9.7,-39.5,-72.8,20.3,-48.1,-4.0,0.8,-68.0,-22.0,-,-38.5,-13.9,-20.1,29.8,1.7,-36.7,134.8,50.9,40.4,47.2,63.2,52.7,1.1,8.5,14.4,-9.6,-61.8,-70.4,-,...,-18.3,-42.0,7.3,-3.8,-26.5,-1.7,42.8,-30.5,-20.9,-83.6,-,3.1,,
"jissitu","nen","対前年（同月）実質増加率_平成23年","2011","",-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2.0,-,-,-0.9,3.3,0.2,0.8,4.9,-3.7,5.5,4.4,7.7,-2.0,2.6,10.9,6.4,6.3,-10.4,-3.9,-14.4,-9.4,-10.7,-10.1,0.5,-8.0,13.2,24.1,0.7,61.1,10.0,7.6,-4.5,3.4,-18.4,6.7,-1.6,1.7,-,7.7,-5.5,9.2,4.5,8.5,17.1,2.9,2.0,-10.4,-1.3,-24.3,1.3,-7.0,2.0,-59.6,-35.8,-3.5,-12.6,7.5,-7.8,-4.0,-,0.3,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成24年","2012","",-,-,-,-,-2.0,-2.1,19.4,11.2,26.5,-4.9,-4.0,-3.7,2.0,-1.6,-,-,4.0,2.7,-0.3,0.7,-0.3,10.2,-1.7,-1.6,4.4,1.6,9.8,10.6,8.8,1.7,24.5,5.3,39.8,5.6,0.5,13.6,15.3,4.2,1.9,-7.3,6.8,3.1,6.6,15.2,9.0,5.2,16.9,0.7,2.1,28.0,-,17.6,1.0,-0.6,4.6,3.8,10.2,5.7,4.0,11.0,2.7,27.1,0.6,82.7,61.3,115.3,219.4,-4.6,-5.2,-4.7,1.7,-6.2,-,6.6,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成25年","2013","",-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0.0,51.8,-0.7,-,-,2.8,-0.4,-2.2,-0.9,2.2,1.8,0.2,1.5,-0.7,-1.9,-7.5,-0.5,15.1,1.3,10.2,1.3,15.0,-1.6,2.5,-7.2,-25.2,2.5,9.7,44.2,-5.9,53.0,-17.9,-5.6,-4.6,-0.5,75.2,-6.3,14.9,-14.5,-,-8.2,28.8,-22.8,1.8,-0.1,8.3,23.1,-2.5,1.1,-0.5,4.7,-3.2,-64.8,-68.9,-28.0,-53.6,6.1,2.5,-0.8,-5.9,10.8,-,14.0,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成26年","2014","",-,-,-,-,-7.1,-5.5,-5.9,-40.8,8.4,16.0,-6.5,-8.5,-43.0,-6.7,-,-,-6.9,-2.0,-0.7,-10.1,3.3,2.4,-1.7,-7.2,3.4,-0.5,4.3,-2.2,-5.8,-6.7,-18.5,-27.1,-15.3,-6.1,-9.8,-0.6,13.6,-7.2,-4.9,-15.3,2.0,-25.0,4.0,4.4,14.2,-8.4,23.1,-7.7,-15.0,-12.1,-,4.5,-11.6,7.5,-4.0,4.7,-2.7,-13.6,-4.8,0.0,0.1,-2.3,3.7,-39.6,-50.2,-22.3,-17.7,-3.5,-16.1,14.0,5.7,-7.9,-,-9.6,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成27年","2015","",-,-,-,-,-2.5,-2.4,-2.1,84.1,-21.4,19.0,-3.6,-2.4,-7.7,-4.7,-,-,1.7,0.5,1.2,1.5,-0.5,5.4,2.3,2.7,-1.5,-2.6,1.8,2.0,-7.6,-2.1,4.4,46.6,-14.5,3.2,4.4,1.3,-21.3,7.5,-4.0,-5.8,-34.2,-17.0,6.0,-0.2,9.6,8.4,20.8,24.9,8.0,3.6,-,-12.1,-8.7,-5.8,-3.8,-6.8,-1.0,-25.2,0.9,7.2,2.2,8.4,11.0,338.1,641.2,-23.1,-27.0,-0.1,-19.9,-5.9,-9.3,5.9,-,-11.7,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成28年","2016","",-,-,-,-,-1.0,-2.9,-10.6,2.4,-17.5,-2.8,-2.0,-4.0,75.4,2.7,-,-,-9.1,-1.5,-5.5,0.3,0.1,-2.5,-4.1,-8.1,0.0,-1.4,7.6,2.5,2.4,-8.2,-5.1,-20.7,6.6,-3.3,-1.4,-1.8,-6.5,-7.8,-6.4,-7.8,0.6,-8.1,-8.7,3.2,-19.4,-10.3,102.0,-26.5,-4.7,-10.8,-,-8.0,7.1,-3.7,-16.1,-6.7,-9.9,-2.3,-21.9,-21.2,-19.1,-32.7,-7.9,-80.1,-84.6,9.1,-27.1,-14.7,-3.1,-15.3,-3.9,-17.6,-,-1.7,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成29年","2017","",-,-,-,-,-6.8,-4.9,-30.1,-34.4,-27.3,-15.7,-1.5,1.9,-48.4,-8.8,-,-,1.5,0.3,0.3,-9.6,0.5,9.0,0.7,5.1,2.8,0.1,-1.6,-1.7,12.4,0.1,-5.0,-9.0,-3.0,0.5,-1.4,-0.7,29.2,2.6,-2.7,-3.8,-17.1,26.2,-6.2,-0.3,-6.5,-6.8,-94.7,2.6,-7.3,-5.0,-,-5.5,2.1,-15.5,10.0,-0.6,-17.6,30.9,15.5,15.1,-5.9,24.9,20.2,-15.0,-27.0,-95.7,29.9,-0.8,-4.3,-0.9,-1.6,-0.3,-,-10.7,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成30年","2018","",-,-,-,-,20.6,19.3,74.8,63.2,81.6,-41.6,18.4,16.6,73.1,23.4,-,-,3.6,1.3,3.7,-4.4,4.7,-7.7,1.4,-1.2,2.5,8.4,0.7,10.1,-18.8,7.5,8.5,13.1,6.4,1.2,1.4,-1.2,-23.2,5.9,15.0,33.6,29.8,-26.4,6.3,9.1,9.2,-3.8,531.3,-9.0,-12.1,-4.6,-,0.0,-7.5,30.3,1.6,7.4,20.3,-1.3,-1.9,11.0,13.2,22.7,-2.5,127.7,229.6,699.2,-34.6,2.4,27.6,14.8,-4.6,-0.9,-,22.4,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_平成31年・令和元年","2019","",-,-,-,-,8.4,9.3,29.4,13.0,38.2,21.8,6.6,7.5,-16.2,8.3,-,-,-0.4,-1.6,-1.2,-8.4,-10.9,-3.1,-7.6,-9.8,-3.8,3.1,7.4,1.8,3.3,8.2,-10.7,-18.4,-7.2,-8.3,-7.0,-6.7,4.2,-13.8,6.7,7.2,-3.8,34.3,2.4,5.5,-1.6,18.9,145.2,23.8,32.4,1.3,-,19.5,1.0,-4.9,3.6,5.7,1.6,16.0,1.0,-3.4,2.7,-16.0,10.9,71.6,57.0,37.1,189.9,5.4,6.3,16.3,3.1,2.6,-,-3.9,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_令和 2年","2020","",-,-,-,-,16.8,7.7,2.4,-11.4,8.4,112.5,5.1,5.0,353.9,19.0,-,-,-2.0,3.6,4.9,11.1,17.2,21.2,12.0,16.0,19.2,3.7,5.3,12.6,20.5,-44.0,20.0,-13.7,32.6,11.5,13.2,11.1,-8.2,10.2,0.3,-9.7,-6.8,9.1,7.6,15.6,-8.4,-32.1,-96.8,-25.4,-46.1,3.2,-,-28.2,-25.4,-45.3,14.3,3.8,2.3,5.9,21.9,1.1,-54.2,23.7,10.9,-14.9,-0.8,160.2,-70.6,-21.1,36.2,-23.3,-2.2,-31.0,-,-18.0,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_令和 3年","2021","",-,-,-,-,-9.5,-2.0,24.2,33.9,20.8,-46.4,-2.6,-2.8,-75.8,-12.2,-,-,-3.7,-3.5,-0.4,-3.4,-4.0,-11.1,-4.0,-1.8,-5.3,-3.7,-3.2,-3.4,-4.6,1.4,-0.5,0.5,-2.4,-8.0,-14.1,-4.7,-5.4,0.6,-3.6,-4.2,7.1,-7.3,-5.9,-8.6,19.4,6.9,-,0.9,18.9,-4.9,-,-12.7,11.1,-14.7,-7.9,-6.0,-12.8,-7.2,-7.9,-15.5,8.9,-43.0,22.4,38.8,36.6,-34.6,97.0,-2.9,-37.7,0.2,-0.8,2.3,-,5.3,-,-,-,-,-,,
"jissitu","nen","対前年（同月）実質増加率_令和 4年","2022","",-,-,-,-,2.4,-2.2,-17.3,41.0,-40.1,19.3,-0.5,-2.1,170.3,6.4,-,-,1.8,-4.1,-7.9,-12.8,-11.4,-7.8,-8.0,-13.8,-7.7,-0.5,2.3,-1.8,8.2,9.9,-1.6,67.7,-22.7,-5.8,-2.7,-10.0,22.8,-8.9,-8.3,-0.4,-14.6,-8.1,-16.3,-6.1,-28.7,-11.0,-93.2,-20.7,-9.8,-6.8,-,11.9,7.2,34.8,1.2,-2.3,30.9,-9.1,0.5,40.7,43.2,87.2,10.6,-73.0,-74.4,-38.7,-65.0,9.9,-4.6,-15.5,-5.7,25.3,-,12.3,-,-,-,-,-,,
"jissitu","tuki","対前年（同月）実質増加率_令和 4年 1月","2022","1",-,-,-,-,-9.4,-10.1,-15.6,-33.4,-5.6,27.6,-16.9,-45.3,0.5,-23.9,-,-,13.2,-2.8,-1.6,-0.8,-6.7,-4.5,-2.4,-11.7,-3.0,-6.9,-6.2,2.8,0.2,4.9,11.5,28.4,-0.4,-9.3,-18.7,-11.5,42.9,-4.6,7.0,9.8,10.1,-12.0,-0.8,3.3,41.3,7.2,-100.0,-4.9,9.4,-12.0,-,-12.4,173.3,-44.1,-8.9,-27.3,88.8,-41.3,-0.9,45.5,31.3,84.5,41.3,-85.2,-55.4,-,-100.0,46.8,-46.5,-25.6,8.7,120.5,-,22.7,-,-,-,-,-,,
"jissitu","tuki","対前年（同月）実質増加率_令和 4年 2月","2022","2",-,-,-,-,3.1,2.1,-18.2,-30.7,-8.5,-42.0,5.0,4.5,94.1,4.0,-,-,8.8,-9.4,-7.7,-10.9,-14.1,-7.9,-6.9,-20.9,-17.2,-12.6,-7.4,-6.4,-15.3,-2.0,-23.7,75.3,-40.5,-8.1,-16.8,0.2,24.3,-9.1,2.8,50.8,-23.1,-24.9,-21.9,-9.7,-22.4,-33.3,-,-29.6,-31.0,-26.9,-,-9.8,-50.8,-24.9,-19.7,-19.8,-17.7,-36.0,-15.9,111.9,12.6,322.5,35.5,-95.2,-79.6,-87.0,-100.0,-1.2,-16.5,-25.9,9.4,6.6,-,109.7,-,-,-,-,-,,
"jissitu","tuki","対前年（同月）実質増加率_令和 4年 3月","2022","3",-,-,-,-,1.2,-31.1,-56.9,-56.7,-57.1,69.4,-3.1,-7.7,267.6,52.8,-,-,-10.5,-5.7,-6.3,-10.8,-16.8,-7.8,-11.5,-16.6,-12.7,1.7,0.8,-4.6,17.3,-2.6,-42.8,94.9,-59.2,-11.6,-14.0,-16.3,47.1,-12.2,-20.3,-34.4,62.2,-8.8,-29.9,-17.7,18.0,-34.5,-,-51.0,-2.0,-13.0,-,42.2,-41.0,-21.3,-4.8,-5.2,-4.5,-21.3,-2.0,29.0,44.2,51.6,12.7,47.4,177.5,-86.6,-100.0,-4.0,-20.3,-10.1,-15.0,5.1,-,-19.2,-,-,-,-,-,,
"jissitu","tuki","対前年（同月）実質増加率_令和 4年 4月","2022","4",-,-,-,-,-0.8,2.4,-45.0,-28.8,-52.6,47.2,6.8,6.5,-57.7,2.0,-,-,-2.8,-9.4,-16.6,-14.8,-22.7,-10.2,-16.8,-25.0,-18.4,-5.9,-1.9,-12.4,1.2,26.7,-34.9,91.7,-65.9,-10.3,-5.6,-11.3,-23.1,-17.8,-13.5,-16.4,36.7,105.5,-24.0,-16.8,-18.9,-25.0,-99.7,44.2,-7.2,11.5,-,-22.3,158.8,-39.3,-31.2,-32.7,-26.2,26.1,-39.9,102.6,63.0,273.9,2.5,-81.5,-81.4,-,-100.0,22.0,-0.7,-20.0,-5.0,52.2,-,-2.6,-,-,-,-,-,,
"jissitu","tuki","対前年（同月）実質増加率_令和 4年 5月","2022","5",-,-,-,-,-24.0,-32.8,-52.3,-22.8,-63.0,-7.3,20.2,37.0,122.6,2.3,-,-,16.0,-3.1,-14.9,-15.0,-23.5,-11.4,-19.6,-10.9,-14.7,0.0,18.3,-0.3,17.6,51.2,62.1,103.7,52.2,-3.1,-1.3,-5.4,41.9,-9.6,-38.5,-31.6,-83.6,-89.3,-13.0,-20.3,-22.2,-6.2,-100.0,-43.2,-9.5,-29.4,-,38.7,88.0,94.1,-9.2,-16.7,-24.3,-17.2,-3.8,121.5,109.3,306.4,3.7,-68.9,-69.6,244.0,-47.1,23.5,-1.6,-20.0,-11.2,65.4,-,-3.1,-,-,-,-,-,,
"jissitu","tuki","対前年（同月）実質増加率_令和 4年 6月","2022","6",-,-,-,-,16.5,-3.2,-13.8,32.9,-33.2,29.2,-2.8,-1.8,-,30.0,-,-,-0.8,0.0,-6.4,-10.5,-17.2,-11.9,-10.3,-6.5,-6.9,8.6,14.2,-1.9,1.7,50.9,71.6,87.8,58.4,-6.9,-0.9,-6.3,503.7,-11.1,-11.1,12.1,-35.7,-43.6,-9.2,-9.4,-72.7,4.2,-100.0,11.5,-0.1,-5.0,-,10.8,16.2,63.3,-40.1,-15.3,-31.4,-31.4,-48.5,19.7,169.1,-6.2,14.4,-86.2,-81.1,-,-100.0,6.6,1.4,-14.9,-9.3,20.4,-,-19.3,-,-,-,-,-,,
