1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",430,0.1,17.2,50,0.0,126,0.1,203,0.1,314,0.1,677,0.2,977,0.2,657,0.1
28,"1","1","バス通学定期代",53,0.0,-17.2,35,0.0,-,-,46,0.0,-,-,115,0.0,175,0.0,-,-
29,"1","1","バス通勤定期代",35,0.0,-81.8,-,-,222,0.1,15,0.0,-,-,-,-,4,0.0,-,-
30,"1","1","タクシー代",746,0.2,13.0,390,0.4,244,0.1,600,0.3,986,0.3,434,0.1,772,0.2,1789,0.2
31,"1","1","航空運賃",896,0.3,91.5,-,-,-,-,413,0.2,-,-,-,-,1412,0.3,4435,0.5
32,"1","1","郵便料",725,0.2,-7.5,366,0.3,372,0.2,547,0.2,1079,0.4,1113,0.3,898,0.2,700,0.1
33,"1","1","固定電話通信料",1213,0.3,-18.8,1095,1.0,1122,0.6,1123,0.5,1243,0.4,1494,0.4,1122,0.3,1293,0.2
34,"1","1","携帯電話通信料",9455,2.7,-3.6,2790,2.6,7322,4.1,8761,3.8,9310,3.3,11514,3.4,11130,2.6,15267,1.8
35,"1","1","ＮＨＫ放送受信料",936,0.3,2.3,285,0.3,883,0.5,396,0.2,982,0.3,1213,0.4,1157,0.3,1631,0.2
36,"1","1","ケーブルテレビ放送受信料",1157,0.3,-3.9,602,0.6,944,0.5,1230,0.5,1390,0.5,903,0.3,1190,0.3,1832,0.2
37,"1","1","他の放送受信料",187,0.1,17.6,-,-,82,0.0,285,0.1,63,0.0,125,0.0,294,0.1,454,0.1
38,"1","1","国公立小学校",253,0.1,33.9,33,0.0,70,0.0,80,0.0,324,0.1,290,0.1,792,0.2,181,0.0
39,"1","1","国公立中学校",358,0.1,43.2,-,-,-,-,78,0.0,243,0.1,684,0.2,1247,0.3,253,0.0
40,"1","1","国公立高校",232,0.1,-23.2,-,-,-,-,-,-,-,-,-,-,1626,0.4,-,-
41,"1","1","国公立大学",3547,1.0,108.9,-,-,-,-,-,-,471,0.2,-,-,2063,0.5,22272,2.6
42,"1","1","たばこ",902,0.3,-8.7,456,0.4,630,0.4,706,0.3,1637,0.6,1289,0.4,1319,0.3,271,0.0
43,"2","0","準公共料金等",27564,8.0,15.1,3661,3.4,10133,5.7,18621,8.1,19853,7.0,24290,7.1,31448,7.3,84673,9.9
44,"2","1","牛乳",1404,0.4,10.2,1055,1.0,1329,0.7,1081,0.5,1710,0.6,1406,0.4,1692,0.4,1550,0.2
45,"2","1","灯油",312,0.1,-14.0,165,0.2,548,0.3,611,0.3,366,0.1,137,0.0,193,0.0,159,0.0
46,"2","1","プロパンガス",383,0.1,25.6,176,0.2,598,0.3,376,0.2,442,0.2,396,0.1,282,0.1,411,0.0
47,"2","1","理髪料",419,0.1,-2.1,218,0.2,171,0.1,346,0.2,487,0.2,234,0.1,749,0.2,724,0.1
48,"2","1","パーマネント代",214,0.1,4.9,123,0.1,248,0.1,-,-,63,0.0,64,0.0,343,0.1,656,0.1
49,"2","1","洗濯代",730,0.2,82.5,171,0.2,171,0.1,358,0.2,716,0.3,363,0.1,782,0.2,2544,0.3
50,"2","1","新聞",2021,0.6,-7.2,1689,1.6,2204,1.2,2071,0.9,2100,0.7,1729,0.5,2191,0.5,2158,0.3
51,"2","1","私立小学校",147,0.0,69.0,-,-,-,-,-,-,-,-,1032,0.3,-,-,-,-
52,"2","1","私立中学校",902,0.3,362.6,-,-,-,-,-,-,-,-,-,-,-,-,6308,0.7
53,"2","1","私立高校",1111,0.3,-64.8,-,-,-,-,-,-,20,0.0,850,0.2,1665,0.4,5236,0.6
54,"2","1","私立大学",7424,2.1,292.2,-,-,-,-,-,-,-,-,-,-,3956,0.9,47959,5.6
55,"2","1","幼児教育費用",1580,0.5,29.9,64,0.1,593,0.3,115,0.1,283,0.1,976,0.3,1357,0.3,7662,0.9
56,"2","1","民営家賃",10448,3.0,-7.5,-,-,4271,2.4,12577,5.5,12759,4.5,17105,5.0,16954,3.9,9308,1.1
57,"2","1","地代",469,0.1,-50.7,-,-,-,-,1086,0.5,907,0.3,-,-,1282,0.3,-,-
