1,"東京都生計分析調査　令和 4年12月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",335,0.1,66.7,87,0.1,47,0.0,244,0.1,507,0.2,346,0.1,500,0.1,607,0.1
28,"1","1","バス通学定期代",27,0.0,-28.9,-,-,-,-,-,-,-,-,-,-,46,0.0,139,0.0
29,"1","1","バス通勤定期代",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,"1","1","タクシー代",726,0.2,12.0,421,0.3,496,0.2,570,0.2,213,0.1,692,0.2,837,0.2,1850,0.2
31,"1","1","航空運賃",1026,0.3,379.4,-,-,-,-,-,-,-,-,-,-,1682,0.4,5478,0.6
32,"1","1","郵便料",1874,0.5,-9.0,1012,0.8,883,0.4,2118,0.8,1754,0.5,2025,0.5,2550,0.5,2772,0.3
33,"1","1","固定電話通信料",1210,0.3,-17.1,830,0.6,899,0.4,1204,0.5,1365,0.4,1413,0.4,1300,0.3,1453,0.2
34,"1","1","携帯電話通信料",8476,2.2,-1.8,3797,3.0,6623,3.3,6599,2.5,8561,2.7,10261,2.6,11464,2.4,11969,1.4
35,"1","1","ＮＨＫ放送受信料",1655,0.4,-11.5,767,0.6,1245,0.6,1185,0.5,2935,0.9,1940,0.5,1137,0.2,2355,0.3
36,"1","1","ケーブルテレビ放送受信料",1152,0.3,4.4,498,0.4,634,0.3,836,0.3,1468,0.5,1226,0.3,1567,0.3,1826,0.2
37,"1","1","他の放送受信料",192,0.1,17.1,-,-,178,0.1,170,0.1,222,0.1,385,0.1,175,0.0,211,0.0
38,"1","1","国公立小学校",233,0.1,46.5,47,0.0,152,0.1,392,0.2,51,0.0,408,0.1,465,0.1,124,0.0
39,"1","1","国公立中学校",344,0.1,-21.5,-,-,-,-,168,0.1,101,0.0,310,0.1,1661,0.3,167,0.0
40,"1","1","国公立高校",58,0.0,-43.1,-,-,-,-,-,-,-,-,153,0.0,251,0.1,-,-
41,"1","1","国公立大学",1482,0.4,...,-,-,-,-,-,-,-,-,-,-,-,-,10341,1.2
42,"1","1","たばこ",1015,0.3,-6.5,214,0.2,929,0.5,1273,0.5,773,0.2,1610,0.4,1679,0.4,632,0.1
43,"2","0","準公共料金等",28515,7.5,3.0,7429,5.8,10107,5.0,16689,6.4,19548,6.1,34899,8.9,33993,7.1,76713,8.9
44,"2","1","牛乳",1420,0.4,3.1,1035,0.8,1077,0.5,1420,0.5,1350,0.4,1584,0.4,1658,0.3,1812,0.2
45,"2","1","灯油",835,0.2,17.8,444,0.3,704,0.3,1424,0.5,1033,0.3,834,0.2,638,0.1,774,0.1
46,"2","1","プロパンガス",436,0.1,19.8,120,0.1,788,0.4,806,0.3,231,0.1,208,0.1,514,0.1,386,0.0
47,"2","1","理髪料",431,0.1,-15.2,154,0.1,186,0.1,329,0.1,404,0.1,429,0.1,672,0.1,838,0.1
48,"2","1","パーマネント代",195,0.1,-38.3,-,-,144,0.1,403,0.2,157,0.0,-,-,533,0.1,131,0.0
49,"2","1","洗濯代",488,0.1,25.1,241,0.2,133,0.1,485,0.2,412,0.1,484,0.1,529,0.1,1131,0.1
50,"2","1","新聞",2239,0.6,-6.3,1555,1.2,2000,1.0,2336,0.9,2893,0.9,1911,0.5,2683,0.6,2284,0.3
51,"2","1","私立小学校",148,0.0,68.2,-,-,-,-,-,-,-,-,1041,0.3,-,-,-,-
52,"2","1","私立中学校",750,0.2,-63.7,-,-,-,-,-,-,327,0.1,-,-,4488,0.9,417,0.0
53,"2","1","私立高校",2091,0.6,65.8,-,-,-,-,-,-,1317,0.4,532,0.1,4235,0.9,8498,1.0
54,"2","1","私立大学",6704,1.8,72.4,-,-,-,-,-,-,-,-,-,-,2366,0.5,44398,5.2
55,"2","1","幼児教育費用",768,0.2,-22.2,345,0.3,537,0.3,246,0.1,34,0.0,1258,0.3,511,0.1,2440,0.3
56,"2","1","民営家賃",11589,3.1,6.7,3536,2.8,4538,2.2,9241,3.5,11391,3.5,23652,6.0,15167,3.2,13605,1.6
57,"2","1","地代",421,0.1,-83.0,-,-,-,-,-,-,-,-,2964,0.8,-,-,-,-
