1,"東京都生計分析調査　令和 4年10月","","","","","","","","","","","","","","",""
47,"2","6","1","10","1","茶類",1289,0.4,1154,0.4,1420,0.4,1294,0.3,1695,0.4
48,"2","6","1","10","2","コーヒー・ココア",1195,0.4,1122,0.4,1226,0.3,1306,0.3,1206,0.3
49,"2","6","1","10","3","他の飲料",2736,0.8,2286,0.8,2858,0.7,3090,0.8,4232,1.1
50,"2","5","1","11","0","酒類",3354,1.0,3759,1.3,3287,0.8,2851,0.8,2455,0.6
51,"2","5","1","12","0","外食",17983,5.3,12616,4.5,19677,5.1,24165,6.4,28297,7.2
52,"2","6","1","12","1","一般外食",17004,5.0,12616,4.5,18912,4.9,21907,5.8,23810,6.0
53,"2","6","1","12","2","学校給食",979,0.3,-,-,765,0.2,2258,0.6,4487,1.1
54,"2","4","2","0","0","住居",26408,7.8,23822,8.5,37807,9.8,22865,6.1,10221,2.6
55,"2","5","2","1","0","家賃地代",20391,6.1,16786,6.0,35779,9.2,12822,3.4,8816,2.2
56,"2","5","2","2","0","設備修繕・維持",6017,1.8,7037,2.5,2029,0.5,10043,2.7,1406,0.4
57,"2","6","2","2","1","設備材料",1208,0.4,1530,0.5,717,0.2,1086,0.3,1344,0.3
58,"2","6","2","2","2","工事その他のサービス",4808,1.4,5507,2.0,1311,0.3,8957,2.4,62,0.0
59,"2","4","3","0","0","光熱・水道",23156,6.9,18930,6.7,26199,6.8,26321,7.0,30074,7.6
60,"2","5","3","1","0","電気代",13023,3.9,11126,4.0,14301,3.7,14358,3.8,16769,4.3
61,"2","5","3","2","0","ガス代",4247,1.3,3576,1.3,4667,1.2,4857,1.3,5229,1.3
62,"2","5","3","3","0","他の光熱",177,0.1,223,0.1,177,0.0,118,0.0,48,0.0
63,"2","5","3","4","0","上下水道料",5710,1.7,4005,1.4,7053,1.8,6988,1.9,8028,2.0
64,"2","4","4","0","0","家具・家事用品",14148,4.2,14866,5.3,15753,4.1,11484,3.1,11517,2.9
65,"2","5","4","1","0","家庭用耐久財",4828,1.4,7496,2.7,4122,1.1,1245,0.3,873,0.2
66,"2","6","4","1","1","家事用耐久財",1468,0.4,1506,0.5,2320,0.6,562,0.1,789,0.2
67,"2","6","4","1","2","冷暖房用器具",1759,0.5,3476,1.2,172,0.0,589,0.2,-,-
68,"2","6","4","1","3","一般家具",1600,0.5,2513,0.9,1630,0.4,94,0.0,84,0.0
69,"2","5","4","2","0","室内装備・装飾品",927,0.3,1003,0.4,1217,0.3,520,0.1,584,0.1
70,"2","5","4","3","0","寝具類",1434,0.4,949,0.3,2675,0.7,1174,0.3,690,0.2
71,"2","5","4","4","0","家事雑貨",2652,0.8,1909,0.7,3308,0.9,3155,0.8,3555,0.9
72,"2","5","4","5","0","家事用消耗品",3536,1.0,2608,0.9,4152,1.1,4205,1.1,5358,1.4
73,"2","5","4","6","0","家事サービス",771,0.2,900,0.3,280,0.1,1185,0.3,457,0.1
74,"2","4","5","0","0","被服及び履物",15701,4.7,11449,4.1,16318,4.2,22397,6.0,20747,5.3
75,"2","5","5","1","0","和服",86,0.0,63,0.0,-,-,10,0.0,850,0.2
76,"2","5","5","2","0","洋服",6921,2.1,4179,1.5,8698,2.2,10486,2.8,7089,1.8
77,"2","6","5","2","1","男子用洋服",1863,0.6,649,0.2,2055,0.5,3936,1.0,2693,0.7
78,"2","6","5","2","2","婦人用洋服",4334,1.3,3529,1.3,5485,1.4,5006,1.3,3076,0.8
79,"2","6","5","2","3","子供用洋服",724,0.2,-,-,1159,0.3,1544,0.4,1320,0.3
80,"2","5","5","3","0","シャツ・セーター類",3037,0.9,2029,0.7,3130,0.8,4632,1.2,4422,1.1
81,"2","6","5","3","1","男子用シャツ・セーター類",908,0.3,515,0.2,1315,0.3,1259,0.3,843,0.2
82,"2","6","5","3","2","婦人用シャツ・セーター類",1893,0.6,1514,0.5,1614,0.4,2905,0.8,2298,0.6
83,"2","6","5","3","3","子供用シャツ・セーター類",237,0.1,-,-,201,0.1,468,0.1,1280,0.3
84,"2","5","5","4","0","下着類",1162,0.3,1133,0.4,1038,0.3,1163,0.3,1868,0.5
85,"2","6","5","4","1","男子用下着類",360,0.1,320,0.1,362,0.1,313,0.1,785,0.2
86,"2","6","5","4","2","婦人用下着類",646,0.2,812,0.3,524,0.1,494,0.1,480,0.1
87,"2","6","5","4","3","子供用下着類",156,0.0,-,-,152,0.0,356,0.1,604,0.2
88,"2","5","5","5","0","生地・糸類",150,0.0,176,0.1,205,0.1,45,0.0,90,0.0
89,"2","5","5","6","0","他の被服",1100,0.3,844,0.3,1059,0.3,1544,0.4,1579,0.4
90,"2","5","5","7","0","履物類",1804,0.5,1856,0.7,1353,0.3,2379,0.6,1322,0.3
91,"2","5","5","8","0","被服関連サービス",1443,0.4,1169,0.4,834,0.2,2138,0.6,3528,0.9
92,"2","4","6","0","0","保健医療",18943,5.6,21554,7.7,19804,5.1,14019,3.7,13527,3.4
93,"2","5","6","1","0","医薬品",3158,0.9,3350,1.2,3684,1.0,2412,0.6,2164,0.5
94,"2","5","6","2","0","健康保持用摂取品",1489,0.4,1654,0.6,1933,0.5,636,0.2,1387,0.4
95,"2","5","6","3","0","保健医療用品・器具",3459,1.0,3570,1.3,3108,0.8,3536,0.9,3845,1.0
96,"2","5","6","4","0","保健医療サービス",10837,3.2,12979,4.6,11079,2.9,7435,2.0,6132,1.6
97,"2","4","7","0","0","交通・通信",36124,10.7,32384,11.5,37641,9.7,38270,10.2,49271,12.5
98,"2","5","7","1","0","交通",10139,3.0,7804,2.8,11839,3.1,10873,2.9,17324,4.4
99,"2","5","7","2","0","自動車等関係費",14273,4.2,14777,5.3,11515,3.0,15970,4.2,16204,4.1
100,"2","6","7","2","1","自動車等購入",2966,0.9,6499,2.3,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",977,0.3,173,0.1,1368,0.4,2294,0.6,641,0.2
102,"2","6","7","2","3","自動車等維持",10330,3.1,8105,2.9,10147,2.6,13677,3.6,15563,4.0
103,"2","5","7","3","0","通信",11712,3.5,9803,3.5,14287,3.7,11426,3.0,15743,4.0
104,"2","4","8","0","0","教育",19273,5.7,4899,1.7,22968,5.9,42118,11.2,29023,7.4
105,"2","5","8","1","0","授業料等",15113,4.5,4452,1.6,19494,5.0,33219,8.8,11699,3.0
106,"2","5","8","2","0","教科書・学習参考教材",174,0.1,-,-,159,0.0,339,0.1,918,0.2
107,"2","5","8","3","0","補習教育",3986,1.2,447,0.2,3316,0.9,8560,2.3,16406,4.2
108,"2","4","9","0","0","教養娯楽",35651,10.6,29205,10.4,38362,9.9,38370,10.2,61240,15.5
109,"2","5","9","1","0","教養娯楽用耐久財",1953,0.6,1556,0.6,920,0.2,2117,0.6,8454,2.1
110,"2","5","9","2","0","教養娯楽用品",8375,2.5,5499,2.0,10269,2.7,10644,2.8,13415,3.4
111,"2","5","9","3","0","書籍・他の印刷物",3595,1.1,3778,1.3,3700,1.0,2962,0.8,4002,1.0
112,"2","5","9","4","0","教養娯楽サービス",21728,6.4,18372,6.5,23473,6.1,22647,6.0,35370,9.0
113,"2","6","9","4","1","宿泊料",2050,0.6,2496,0.9,2758,0.7,801,0.2,219,0.1
114,"2","6","9","4","2","パック旅行費",3010,0.9,3900,1.4,3417,0.9,792,0.2,2530,0.6
115,"2","6","9","4","3","月謝類",4552,1.4,1381,0.5,4117,1.1,7864,2.1,17673,4.5
116,"2","6","9","4","4","他の教養娯楽サービス",12116,3.6,10595,3.8,13182,3.4,13190,3.5,14948,3.8
117,"2","4","10","0","0","その他の消費支出",52999,15.7,43745,15.5,69955,18.1,54286,14.4,45190,11.5
118,"2","5","10","1","0","諸雑費",29911,8.9,21265,7.6,41190,10.6,36140,9.6,24223,6.1
119,"2","6","10","1","1","理美容サービス",4216,1.3,4185,1.5,5167,1.3,2893,0.8,5028,1.3
120,"2","6","10","1","2","理美容用品",5774,1.7,4502,1.6,6174,1.6,8106,2.2,5288,1.3
121,"2","6","10","1","3","身の回り用品",3940,1.2,1288,0.5,2654,0.7,11656,3.1,1922,0.5
122,"2","6","10","1","4","たばこ",860,0.3,716,0.3,1392,0.4,354,0.1,1424,0.4
123,"2","6","10","1","5","他の諸雑費",15121,4.5,10574,3.8,25804,6.7,13131,3.5,10560,2.7
124,"2","5","10","2","0","こづかい",7461,2.2,5257,1.9,9578,2.5,8636,2.3,10519,2.7
125,"2","5","10","3","0","交際費",14117,4.2,16004,5.7,15974,4.1,8996,2.4,10448,2.7
126,"2","6","10","3","0","食料",4420,1.3,5419,1.9,4748,1.2,2581,0.7,2205,0.6
127,"2","6","10","3","0","家具・家事用品",161,0.0,297,0.1,76,0.0,3,0.0,84,0.0
128,"2","6","10","3","0","被服及び履物",198,0.1,223,0.1,214,0.1,73,0.0,380,0.1
129,"2","6","10","3","0","教養娯楽",751,0.2,880,0.3,707,0.2,704,0.2,168,0.0
130,"2","6","10","3","0","他の物品サービス",208,0.1,274,0.1,186,0.0,94,0.0,205,0.1
131,"2","6","10","3","6","贈与金",3765,1.1,4580,1.6,3374,0.9,2562,0.7,3639,0.9
132,"2","6","10","3","7","他の交際費",4614,1.4,4331,1.5,6669,1.7,2979,0.8,3766,1.0
133,"2","5","10","4","0","仕送り金",1510,0.4,1220,0.4,3213,0.8,513,0.1,-,-
134,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",23018,6.8,5235,1.9,27618,7.1,50184,13.3,38694,9.8
136,"2","3","0","0","0","（再掲）教養娯楽関係費",40027,11.9,35181,12.5,44531,11.5,41056,10.9,52628,13.4
137,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",5275,1.6,5800,2.1,6587,1.7,3075,0.8,3639,0.9
138,"2","3","0","0","0","（再掲）経常消費支出",249834,74.1,212672,75.6,291788,75.3,263075,69.9,297968,75.6
139,"2","3","0","0","0","（再掲）情報通信関係費",16094,4.8,14609,5.2,18019,4.7,16091,4.3,18801,4.8
140,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",302361,89.7,245205,87.2,343021,88.5,350408,93.1,380117,96.5
