"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"2","5","2","2","0","設備修繕・維持",10051,3.1,-16.9,464,0.5,826,0.5,1217,0.6,1884,0.7,3514,1.1,5882,1.4,56383,7.1
"2","6","2","2","1","設備材料",2897,0.9,-20.9,145,0.1,197,0.1,240,0.1,493,0.2,928,0.3,2387,0.6,15895,2.0
"2","6","2","2","2","工事その他のサービス",7154,2.2,-15.2,319,0.3,629,0.4,978,0.5,1391,0.5,2586,0.8,3494,0.8,40489,5.1
"2","4","3","0","0","光熱・水道",23328,7.2,15.5,13260,13.0,20372,12.4,22040,10.4,24834,9.5,25812,8.0,26355,6.4,30419,3.8
"2","5","3","1","0","電気代",11444,3.5,24.7,6395,6.3,9923,6.0,10927,5.2,12199,4.7,12836,4.0,13102,3.2,14675,1.8
"2","5","3","2","0","ガス代",6429,2.0,18.1,4011,3.9,5793,3.5,5992,2.8,6865,2.6,6937,2.2,7105,1.7,8200,1.0
"2","5","3","3","0","他の光熱",386,0.1,45.7,211,0.2,295,0.2,508,0.2,445,0.2,452,0.1,345,0.1,416,0.1
"2","5","3","4","0","上下水道料",5069,1.6,-4.6,2643,2.6,4362,2.7,4612,2.2,5325,2.0,5587,1.7,5803,1.4,7127,0.9
"2","4","4","0","0","家具・家事用品",12768,3.9,-7.0,3571,3.5,5682,3.5,7555,3.6,9461,3.6,12341,3.8,17509,4.2,33213,4.2
"2","5","4","1","0","家庭用耐久財",4275,1.3,-7.6,198,0.2,888,0.5,1441,0.7,1915,0.7,3300,1.0,6076,1.5,16080,2.0
"2","6","4","1","1","家事用耐久財",1752,0.5,-24.4,146,0.1,643,0.4,930,0.4,906,0.3,1465,0.5,3110,0.8,5064,0.6
"2","6","4","1","2","冷暖房用器具",1607,0.5,-5.9,37,0.0,173,0.1,229,0.1,724,0.3,1418,0.4,2008,0.5,6668,0.8
"2","6","4","1","3","一般家具",917,0.3,53.1,16,0.0,72,0.0,282,0.1,284,0.1,417,0.1,958,0.2,4348,0.5
"2","5","4","2","0","室内装備・装飾品",803,0.2,-18.4,169,0.2,240,0.1,464,0.2,472,0.2,650,0.2,1250,0.3,2342,0.3
"2","5","4","3","0","寝具類",993,0.3,-6.6,174,0.2,328,0.2,478,0.2,541,0.2,578,0.2,1151,0.3,3701,0.5
"2","5","4","4","0","家事雑貨",2603,0.8,-6.2,883,0.9,1451,0.9,1840,0.9,2516,1.0,3000,0.9,3716,0.9,4818,0.6
"2","5","4","5","0","家事用消耗品",3429,1.1,-0.3,1971,1.9,2508,1.5,2920,1.4,3456,1.3,3809,1.2,4471,1.1,4866,0.6
"2","5","4","6","0","家事サービス",664,0.2,-22.0,176,0.2,266,0.2,412,0.2,560,0.2,1004,0.3,844,0.2,1406,0.2
"2","4","5","0","0","被服及び履物",11756,3.6,6.8,2292,2.3,4287,2.6,6509,3.1,9271,3.5,11919,3.7,18709,4.5,29222,3.7
"2","5","5","1","0","和服",235,0.1,50.6,4,0.0,29,0.0,5,0.0,51,0.0,34,0.0,485,0.1,1020,0.1
"2","5","5","2","0","洋服",4834,1.5,7.7,683,0.7,1547,0.9,2536,1.2,3549,1.4,4518,1.4,8096,2.0,12852,1.6
"2","6","5","2","1","男子用洋服",1462,0.5,-0.4,124,0.1,369,0.2,584,0.3,1046,0.4,1212,0.4,2531,0.6,4343,0.5
"2","6","5","2","2","婦人用洋服",2920,0.9,13.9,486,0.5,966,0.6,1671,0.8,2100,0.8,2808,0.9,4781,1.2,7606,1.0
"2","6","5","2","3","子供用洋服",451,0.1,-1.1,73,0.1,212,0.1,281,0.1,404,0.2,498,0.2,783,0.2,903,0.1
"2","5","5","3","0","シャツ・セーター類",2241,0.7,4.9,545,0.5,866,0.5,1345,0.6,2003,0.8,2299,0.7,3264,0.8,5363,0.7
"2","6","5","3","1","男子用シャツ・セーター類",760,0.2,6.1,182,0.2,302,0.2,377,0.2,725,0.3,768,0.2,1195,0.3,1780,0.2
"2","6","5","3","2","婦人用シャツ・セーター類",1348,0.4,5.9,345,0.3,507,0.3,882,0.4,1137,0.4,1381,0.4,1882,0.5,3293,0.4
"2","6","5","3","3","子供用シャツ・セーター類",133,0.0,-10.1,17,0.0,57,0.0,86,0.0,142,0.1,150,0.0,186,0.0,290,0.0
"2","5","5","4","0","下着類",959,0.3,-9.5,354,0.3,496,0.3,669,0.3,838,0.3,1153,0.4,1436,0.3,1765,0.2
"2","6","5","4","1","男子用下着類",291,0.1,-5.8,106,0.1,146,0.1,227,0.1,253,0.1,341,0.1,432,0.1,528,0.1
"2","6","5","4","2","婦人用下着類",570,0.2,-9.7,234,0.2,302,0.2,376,0.2,486,0.2,682,0.2,844,0.2,1068,0.1
"2","6","5","4","3","子供用下着類",98,0.0,-18.3,14,0.0,47,0.0,66,0.0,98,0.0,130,0.0,160,0.0,168,0.0
"2","5","5","5","0","生地・糸類",124,0.0,2.5,34,0.0,68,0.0,93,0.0,114,0.0,159,0.0,227,0.1,173,0.0
"2","5","5","6","0","他の被服",843,0.3,6.6,223,0.2,414,0.3,535,0.3,759,0.3,965,0.3,1344,0.3,1648,0.2
"2","5","5","7","0","履物類",1664,0.5,7.5,382,0.4,629,0.4,933,0.4,1492,0.6,1986,0.6,2635,0.6,3591,0.5
"2","5","5","8","0","被服関連サービス",857,0.3,21.2,66,0.1,240,0.1,393,0.2,465,0.2,803,0.2,1223,0.3,2811,0.4
"2","4","6","0","0","保健医療",17369,5.3,-5.5,5169,5.1,9044,5.5,11719,5.5,14855,5.7,18280,5.7,22415,5.4,40149,5.0
"2","5","6","1","0","医薬品",2937,0.9,-1.3,1424,1.4,2321,1.4,2577,1.2,3073,1.2,3226,1.0,3557,0.9,4364,0.5
"2","5","6","2","0","健康保持用摂取品",1371,0.4,5.1,359,0.4,748,0.5,1014,0.5,1463,0.6,1544,0.5,1831,0.4,2640,0.3
"2","5","6","3","0","保健医療用品・器具",3097,1.0,-4.2,1163,1.1,1669,1.0,2075,1.0,3256,1.2,3475,1.1,4293,1.0,5738,0.7
"2","5","6","4","0","保健医療サービス",9965,3.1,-8.3,2224,2.2,4306,2.6,6054,2.9,7062,2.7,10036,3.1,12735,3.1,27406,3.4
"2","4","7","0","0","交通・通信",34883,10.7,0.7,6984,6.9,13956,8.5,19294,9.1,25139,9.6,33807,10.5,47036,11.4,98163,12.3
"2","5","7","1","0","交通",7665,2.4,26.4,1022,1.0,2144,1.3,3231,1.5,4821,1.8,6761,2.1,11701,2.8,24000,3.0
"2","5","7","2","0","自動車等関係費",15224,4.7,-3.9,1498,1.5,3395,2.1,6199,2.9,8377,3.2,13348,4.1,19279,4.7,54654,6.9
"2","6","7","2","1","自動車等購入",3746,1.2,-20.1,-,-,-,-,-,-,-,-,-,-,-,-,26378,3.3
"2","6","7","2","2","自転車購入",732,0.2,9.3,75,0.1,117,0.1,198,0.1,379,0.1,576,0.2,1759,0.4,2019,0.3
"2","6","7","2","3","自動車等維持",10747,3.3,2.4,1423,1.4,3277,2.0,6001,2.8,7998,3.1,12772,4.0,17520,4.2,26256,3.3
"2","5","7","3","0","通信",11994,3.7,-5.7,4464,4.4,8418,5.1,9864,4.7,11941,4.6,13698,4.2,16056,3.9,19509,2.4
"2","4","8","0","0","教育",19540,6.0,2.3,234,0.2,1333,0.8,2796,1.3,4862,1.9,6824,2.1,17622,4.3,103247,13.0
"2","5","8","1","0","授業料等",13973,4.3,-2.2,186,0.2,912,0.6,1797,0.8,1962,0.8,3125,1.0,7022,1.7,83055,10.4
"2","5","8","2","0","教科書・学習参考教材",197,0.1,-30.1,8,0.0,52,0.0,67,0.0,134,0.1,288,0.1,334,0.1,493,0.1
"2","5","8","3","0","補習教育",5371,1.7,18.5,40,0.0,368,0.2,931,0.4,2766,1.1,3411,1.1,10267,2.5,19699,2.5
"2","4","9","0","0","教養娯楽",35037,10.8,8.2,7146,7.0,14550,8.9,19435,9.2,26768,10.2,35697,11.1,49154,11.9,92515,11.6
"2","5","9","1","0","教養娯楽用耐久財",2649,0.8,-17.2,136,0.1,342,0.2,620,0.3,1241,0.5,1894,0.6,4094,1.0,10183,1.3
"2","5","9","2","0","教養娯楽用品",7701,2.4,-1.0,2209,2.2,3646,2.2,5104,2.4,5974,2.3,7824,2.4,11097,2.7,18020,2.3
"2","5","9","3","0","書籍・他の印刷物",3504,1.1,-5.0,1714,1.7,2769,1.7,3053,1.4,3276,1.3,4049,1.3,4532,1.1,5121,0.6
"2","5","9","4","0","教養娯楽サービス",21183,6.5,19.5,3087,3.0,7793,4.7,10657,5.0,16277,6.2,21930,6.8,29431,7.1,59192,7.4
"2","6","9","4","1","宿泊料",2923,0.9,47.4,95,0.1,456,0.3,538,0.3,1445,0.6,2104,0.7,3952,1.0,11981,1.5
"2","6","9","4","2","パック旅行費",2756,0.8,135.6,31,0.0,203,0.1,324,0.2,895,0.3,1548,0.5,2743,0.7,13573,1.7
"2","6","9","4","3","月謝類",4323,1.3,8.9,276,0.3,1288,0.8,1860,0.9,3238,1.2,4959,1.5,6661,1.6,11927,1.5
"2","6","9","4","4","他の教養娯楽サービス",11181,3.4,5.5,2684,2.6,5846,3.6,7936,3.7,10700,4.1,13319,4.1,16075,3.9,21711,2.7
"2","4","10","0","0","その他の消費支出",54240,16.7,-3.5,9608,9.4,20079,12.2,31270,14.8,40329,15.4,56117,17.4,65568,15.9,156437,19.6
"2","5","10","1","0","諸雑費",29131,9.0,3.3,5845,5.7,11594,7.1,16587,7.8,19855,7.6,27448,8.5,33092,8.0,89360,11.2
"2","6","10","1","1","理美容サービス",3803,1.2,-5.0,938,0.9,1934,1.2,2872,1.4,3582,1.4,4640,1.4,5303,1.3,7328,0.9
"2","6","10","1","2","理美容用品",5283,1.6,0.4,1771,1.7,2758,1.7,4016,1.9,4841,1.9,6131,1.9,7029,1.7,10398,1.3
"2","6","10","1","3","身の回り用品",2360,0.7,-4.8,229,0.2,440,0.3,838,0.4,1340,0.5,1988,0.6,2938,0.7,8758,1.1
"2","6","10","1","4","たばこ",975,0.3,-0.7,461,0.5,534,0.3,919,0.4,704,0.3,1426,0.4,1408,0.3,1375,0.2
"2","6","10","1","5","他の諸雑費",16711,5.1,8.0,2446,2.4,5928,3.6,7942,3.7,9387,3.6,13264,4.1,16413,4.0,61500,7.7
"2","5","10","2","0","こづかい",6543,2.0,-8.1,794,0.8,2004,1.2,3240,1.5,5955,2.3,8035,2.5,8526,2.1,17142,2.2
"2","5","10","3","0","交際費",16560,5.1,3.8,2923,2.9,6277,3.8,10882,5.1,13757,5.3,18767,5.8,21067,5.1,42211,5.3
"2","6","10","3","1","食料",4029,1.2,8.4,964,0.9,1792,1.1,2959,1.4,3635,1.4,4777,1.5,5812,1.4,8223,1.0
"2","6","10","3","2","家具・家事用品",221,0.1,15.7,16,0.0,23,0.0,96,0.0,180,0.1,132,0.0,215,0.1,878,0.1
"2","6","10","3","3","被服及び履物",311,0.1,-8.0,57,0.1,68,0.0,215,0.1,311,0.1,345,0.1,470,0.1,712,0.1
"2","6","10","3","4","教養娯楽",888,0.3,32.3,59,0.1,259,0.2,533,0.3,486,0.2,914,0.3,624,0.2,3342,0.4
"2","6","10","3","5","他の物品サービス",508,0.2,11.2,67,0.1,121,0.1,229,0.1,425,0.2,247,0.1,637,0.2,1847,0.2
"2","6","10","3","6","贈与金",6406,2.0,6.2,624,0.6,1866,1.1,3469,1.6,4779,1.8,6515,2.0,7390,1.8,20170,2.5
"2","6","10","3","7","他の交際費",4198,1.3,-7.7,1137,1.1,2148,1.3,3381,1.6,3941,1.5,5836,1.8,5919,1.4,7040,0.9
"2","5","10","4","0","仕送り金",2005,0.6,-59.2,46,0.0,204,0.1,561,0.3,762,0.3,1867,0.6,2883,0.7,7724,1.0
"2","3","0","0","0","土地家屋購入",4941,-,-72.3,-,-,-,-,-,-,-,-,-,-,-,-,34110,-
"2","3","0","0","0","（再掲）教育関係費",22603,7.0,-8.0,634,0.6,2003,1.2,4217,2.0,6879,2.6,9577,3.0,22201,5.4,112865,14.2
"2","3","0","0","0","（再掲）教養娯楽関係費",39639,12.2,12.0,7447,7.3,15587,9.5,21318,10.1,29369,11.2,40047,12.4,55838,13.5,107844,13.5
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8411,2.6,-23.1,669,0.7,2070,1.3,4030,1.9,5541,2.1,8382,2.6,10272,2.5,27894,3.5
"2","3","0","0","0","（再掲）経常消費支出",230775,71.1,1.0,95478,93.8,149432,90.9,185748,87.6,220864,84.5,262126,81.3,310031,75.1,390826,49.0
"2","3","0","0","0","（再掲）情報通信関係費",15664,4.8,-5.5,6295,6.2,12002,7.3,14051,6.6,16452,6.3,18645,5.8,19947,4.8,22287,2.8
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",285646,88.0,1.9,98223,96.5,155240,94.4,193705,91.4,236724,90.6,291170,90.3,365387,88.5,658412,82.6
"","","","","","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","","","","","","",""
"第２表　生計支出７分位階層別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","","","","","","","","","","","","","","",""
"注）　1)は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　2：生計支出）","","","","","","","","","","","","","","","","","","","","","",""
