1,"東京都生計分析調査　令和 4年 6月","","","","","","","","","","","","","","",""
47,"2","6","1","10","1","茶類",1240,0.4,1174,0.5,1373,0.4,1306,0.4,1045,0.3
48,"2","6","1","10","2","コーヒー・ココア",1054,0.4,1022,0.4,1145,0.4,1071,0.3,923,0.3
49,"2","6","1","10","3","他の飲料",3218,1.1,2699,1.1,3599,1.1,3741,1.2,3748,1.0
50,"2","5","1","11","0","酒類",3590,1.2,3353,1.4,3831,1.2,3445,1.1,4766,1.3
51,"2","5","1","12","0","外食",14619,5.1,10980,4.4,16983,5.4,18343,5.7,19195,5.3
52,"2","6","1","12","1","一般外食",13505,4.7,10958,4.4,16100,5.1,15914,4.9,14292,3.9
53,"2","6","1","12","2","学校給食",1114,0.4,22,0.0,883,0.3,2429,0.8,4903,1.4
54,"2","4","2","0","0","住居",22231,7.7,29039,11.7,19419,6.2,11195,3.5,20628,5.7
55,"2","5","2","1","0","家賃地代",15540,5.4,18655,7.5,14254,4.5,10296,3.2,15372,4.2
56,"2","5","2","2","0","設備修繕・維持",6692,2.3,10384,4.2,5165,1.6,899,0.3,5256,1.5
57,"2","6","2","2","1","設備材料",2872,1.0,5701,2.3,548,0.2,242,0.1,82,0.0
58,"2","6","2","2","2","工事その他のサービス",3820,1.3,4683,1.9,4618,1.5,657,0.2,5174,1.4
59,"2","4","3","0","0","光熱・水道",20323,7.1,18308,7.4,20833,6.6,22337,6.9,25553,7.1
60,"2","5","3","1","0","電気代",8690,3.0,8132,3.3,8813,2.8,9239,2.9,10226,2.8
61,"2","5","3","2","0","ガス代",5769,2.0,5168,2.1,5793,1.8,6273,2.0,8029,2.2
62,"2","5","3","3","0","他の光熱",46,0.0,48,0.0,5,0.0,98,0.0,8,0.0
63,"2","5","3","4","0","上下水道料",5818,2.0,4960,2.0,6222,2.0,6727,2.1,7290,2.0
64,"2","4","4","0","0","家具・家事用品",12765,4.4,9788,4.0,11532,3.7,15376,4.8,27911,7.7
65,"2","5","4","1","0","家庭用耐久財",4625,1.6,3420,1.4,2978,1.0,4879,1.5,16812,4.6
66,"2","6","4","1","1","家事用耐久財",2018,0.7,1067,0.4,1050,0.3,1457,0.5,12830,3.5
67,"2","6","4","1","2","冷暖房用器具",2403,0.8,2106,0.9,1641,0.5,3346,1.0,3924,1.1
68,"2","6","4","1","3","一般家具",205,0.1,247,0.1,287,0.1,76,0.0,58,0.0
69,"2","5","4","2","0","室内装備・装飾品",695,0.2,819,0.3,680,0.2,518,0.2,484,0.1
70,"2","5","4","3","0","寝具類",1051,0.4,675,0.3,800,0.3,1467,0.5,3015,0.8
71,"2","5","4","4","0","家事雑貨",2347,0.8,1617,0.7,2541,0.8,3606,1.1,2629,0.7
72,"2","5","4","5","0","家事用消耗品",3482,1.2,2799,1.1,3862,1.2,4313,1.3,4157,1.1
73,"2","5","4","6","0","家事サービス",564,0.2,458,0.2,671,0.2,593,0.2,814,0.2
74,"2","4","5","0","0","被服及び履物",10735,3.7,7808,3.2,12562,4.0,13829,4.3,14365,4.0
75,"2","5","5","1","0","和服",18,0.0,4,0.0,42,0.0,-,-,80,0.0
76,"2","5","5","2","0","洋服",3840,1.3,2792,1.1,4387,1.4,5046,1.6,5196,1.4
77,"2","6","5","2","1","男子用洋服",1133,0.4,627,0.3,1376,0.4,2061,0.6,821,0.2
78,"2","6","5","2","2","婦人用洋服",2417,0.8,2160,0.9,2837,0.9,2173,0.7,3438,0.9
79,"2","6","5","2","3","子供用洋服",291,0.1,5,0.0,173,0.1,812,0.3,937,0.3
80,"2","5","5","3","0","シャツ・セーター類",2377,0.8,1997,0.8,2690,0.9,2807,0.9,2519,0.7
81,"2","6","5","3","1","男子用シャツ・セーター類",826,0.3,665,0.3,948,0.3,1051,0.3,789,0.2
82,"2","6","5","3","2","婦人用シャツ・セーター類",1401,0.5,1319,0.5,1608,0.5,1402,0.4,1261,0.3
83,"2","6","5","3","3","子供用シャツ・セーター類",150,0.1,14,0.0,134,0.0,353,0.1,470,0.1
84,"2","5","5","4","0","下着類",1030,0.4,867,0.4,1146,0.4,1105,0.3,1480,0.4
85,"2","6","5","4","1","男子用下着類",283,0.1,206,0.1,348,0.1,297,0.1,523,0.1
86,"2","6","5","4","2","婦人用下着類",664,0.2,662,0.3,724,0.2,574,0.2,753,0.2
87,"2","6","5","4","3","子供用下着類",84,0.0,-,-,74,0.0,233,0.1,204,0.1
88,"2","5","5","5","0","生地・糸類",128,0.0,130,0.1,227,0.1,33,0.0,91,0.0
89,"2","5","5","6","0","他の被服",702,0.2,485,0.2,973,0.3,791,0.2,960,0.3
90,"2","5","5","7","0","履物類",1677,0.6,960,0.4,2310,0.7,1921,0.6,3501,1.0
91,"2","5","5","8","0","被服関連サービス",961,0.3,572,0.2,787,0.3,2126,0.7,537,0.1
92,"2","4","6","0","0","保健医療",16029,5.6,15084,6.1,15857,5.1,19233,6.0,13087,3.6
93,"2","5","6","1","0","医薬品",2579,0.9,2903,1.2,2459,0.8,2211,0.7,1989,0.5
94,"2","5","6","2","0","健康保持用摂取品",1171,0.4,1237,0.5,1498,0.5,931,0.3,423,0.1
95,"2","5","6","3","0","保健医療用品・器具",2766,1.0,2378,1.0,2477,0.8,3690,1.1,3413,0.9
96,"2","5","6","4","0","保健医療サービス",9513,3.3,8565,3.5,9423,3.0,12401,3.9,7262,2.0
97,"2","4","7","0","0","交通・通信",33805,11.7,21775,8.8,58373,18.6,30955,9.6,40463,11.2
98,"2","5","7","1","0","交通",7674,2.7,6164,2.5,8692,2.8,8144,2.5,12643,3.5
99,"2","5","7","2","0","自動車等関係費",15722,5.5,6584,2.7,38263,12.2,11871,3.7,13404,3.7
100,"2","6","7","2","1","自動車等購入",6361,2.2,-,-,26107,8.3,918,0.3,-,-
101,"2","6","7","2","2","自転車購入",1037,0.4,947,0.4,868,0.3,1301,0.4,1371,0.4
102,"2","6","7","2","3","自動車等維持",8324,2.9,5637,2.3,11288,3.6,9652,3.0,12033,3.3
103,"2","5","7","3","0","通信",10409,3.6,9026,3.6,11418,3.6,10939,3.4,14416,4.0
104,"2","4","8","0","0","教育",12972,4.5,1135,0.5,8908,2.8,36645,11.4,31048,8.6
105,"2","5","8","1","0","授業料等",8087,2.8,-,-,6915,2.2,23980,7.5,16148,4.5
106,"2","5","8","2","0","教科書・学習参考教材",72,0.0,-,-,35,0.0,255,0.1,104,0.0
107,"2","5","8","3","0","補習教育",4813,1.7,1135,0.5,1958,0.6,12410,3.9,14797,4.1
108,"2","4","9","0","0","教養娯楽",29310,10.2,23400,9.5,28257,9.0,38751,12.0,42284,11.7
109,"2","5","9","1","0","教養娯楽用耐久財",1336,0.5,1341,0.5,728,0.2,1957,0.6,1401,0.4
110,"2","5","9","2","0","教養娯楽用品",6233,2.2,4029,1.6,7942,2.5,7880,2.4,9923,2.7
111,"2","5","9","3","0","書籍・他の印刷物",3226,1.1,3807,1.5,3097,1.0,2330,0.7,2601,0.7
112,"2","5","9","4","0","教養娯楽サービス",18515,6.4,14223,5.7,16490,5.3,26585,8.3,28358,7.8
113,"2","6","9","4","1","宿泊料",1763,0.6,2182,0.9,2098,0.7,1099,0.3,-,-
114,"2","6","9","4","2","パック旅行費",1439,0.5,1659,0.7,592,0.2,2360,0.7,-,-
115,"2","6","9","4","3","月謝類",4906,1.7,1553,0.6,2539,0.8,12165,3.8,12259,3.4
116,"2","6","9","4","4","他の教養娯楽サービス",10407,3.6,8829,3.6,11260,3.6,10960,3.4,16099,4.4
117,"2","4","10","0","0","その他の消費支出",44844,15.6,47031,19.0,45880,14.6,39497,12.3,43485,12.0
118,"2","5","10","1","0","諸雑費",24308,8.4,24585,9.9,23006,7.3,26116,8.1,21326,5.9
119,"2","6","10","1","1","理美容サービス",3702,1.3,3682,1.5,4115,1.3,3561,1.1,2931,0.8
120,"2","6","10","1","2","理美容用品",5009,1.7,3845,1.6,6589,2.1,5719,1.8,5264,1.5
121,"2","6","10","1","3","身の回り用品",2198,0.8,1079,0.4,1436,0.5,4907,1.5,3715,1.0
122,"2","6","10","1","4","たばこ",1016,0.4,702,0.3,1933,0.6,781,0.2,779,0.2
123,"2","6","10","1","5","他の諸雑費",12383,4.3,15277,6.2,8933,2.9,11148,3.5,8636,2.4
124,"2","5","10","2","0","こづかい",5729,2.0,4659,1.9,6904,2.2,3947,1.2,14094,3.9
125,"2","5","10","3","0","交際費",14102,4.9,16987,6.9,14624,4.7,9434,2.9,7923,2.2
126,"2","6","10","3","0","食料",3693,1.3,4980,2.0,3364,1.1,2059,0.6,1393,0.4
127,"2","6","10","3","0","家具・家事用品",230,0.1,142,0.1,271,0.1,280,0.1,521,0.1
128,"2","6","10","3","0","被服及び履物",279,0.1,260,0.1,354,0.1,211,0.1,363,0.1
129,"2","6","10","3","0","教養娯楽",713,0.2,605,0.2,1514,0.5,322,0.1,-,-
130,"2","6","10","3","0","他の物品サービス",581,0.2,707,0.3,850,0.3,217,0.1,-,-
131,"2","6","10","3","6","贈与金",4199,1.5,6094,2.5,2889,0.9,2157,0.7,2377,0.7
132,"2","6","10","3","7","他の交際費",4407,1.5,4199,1.7,5382,1.7,4189,1.3,3268,0.9
133,"2","5","10","4","0","仕送り金",705,0.2,799,0.3,1347,0.4,-,-,142,0.0
134,"2","3","0","0","0","土地家屋購入",6962,-,14789,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",15194,5.3,1492,0.6,11446,3.7,41176,12.8,37282,10.3
136,"2","3","0","0","0","（再掲）教養娯楽関係費",33920,11.8,27406,11.1,34208,10.9,43107,13.4,47206,13.0
137,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",4904,1.7,6893,2.8,4236,1.4,2157,0.7,2519,0.7
138,"2","3","0","0","0","（再掲）経常消費支出",214754,74.6,193628,78.3,232616,74.2,227620,70.8,254110,70.2
139,"2","3","0","0","0","（再掲）情報通信関係費",15034,5.2,13599,5.5,16759,5.3,15112,4.7,18430,5.1
140,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",254221,88.4,211440,85.5,263636,84.1,307388,95.6,338809,93.6
