"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","ローン返済世帯／実数（円）","ローン返済世帯／構成比（％）","ローン返済世帯／40歳未満／実数（円）","ローン返済世帯／40歳未満／構成比（％）","ローン返済世帯／40～49歳／実数（円）","ローン返済世帯／40～49歳／構成比（％）","ローン返済世帯／50歳以上／実数（円）","ローン返済世帯／50歳以上／構成比（％）","ローン返済のない世帯／実数（円）","ローン返済のない世帯／構成比（％）","ローン返済のない世帯／40歳未満／実数（円）","ローン返済のない世帯／40歳未満／構成比（％）","ローン返済のない世帯／40～49歳／実数（円）","ローン返済のない世帯／40～49歳／構成比（％）","ローン返済のない世帯／50歳以上／実数（円）","ローン返済のない世帯／50歳以上／構成比（％）"
"1","3","0","0","0","事業・内職収入",7580,1.1,5983,0.7,4938,0.6,1311,0.2,10477,1.2,8435,1.4,4960,0.8,13577,2.1,7497,1.3
"1","4","0","0","0","家賃収入",3529,0.5,4326,0.5,3828,0.5,1034,0.1,7301,0.9,3114,0.5,2336,0.4,860,0.1,4400,0.8
"1","4","0","0","0","他の事業収入",2728,0.4,700,0.1,1110,0.1,-,-,1178,0.1,3797,0.6,1328,0.2,11983,1.9,1156,0.2
"1","4","0","0","0","内職収入",1323,0.2,957,0.1,-,-,277,0.0,1998,0.2,1524,0.3,1296,0.2,735,0.1,1941,0.3
"1","3","0","0","0","他の経常収入",27052,4.0,22557,2.7,23423,2.9,16958,2.1,26782,3.1,29567,4.9,13589,2.2,12542,2.0,42133,7.2
"1","4","0","0","0","財産収入",1543,0.2,2932,0.4,88,0.0,2192,0.3,5215,0.6,839,0.1,453,0.1,510,0.1,1112,0.2
"1","4","0","0","0","社会保障給付",24705,3.6,19217,2.3,21692,2.7,14702,1.8,21363,2.5,27710,4.6,12392,2.0,11439,1.8,39698,6.8
"1","5","0","0","0","公的年金給付",17438,2.5,8992,1.1,-,-,2261,0.3,19245,2.3,22012,3.6,1871,0.3,1661,0.3,37423,6.4
"1","5","0","0","0","他の社会保障給付",7267,1.1,10226,1.2,21692,2.7,12441,1.5,2118,0.2,5697,0.9,10520,1.7,9779,1.5,2275,0.4
"1","4","0","0","0","仕送り金",804,0.1,408,0.0,1644,0.2,64,0.0,204,0.0,1018,0.2,744,0.1,593,0.1,1323,0.2
"1","2","0","0","0","特別収入",14595,2.1,18164,2.2,26970,3.4,16115,2.0,17048,2.0,12691,2.1,22159,3.5,11099,1.8,9649,1.6
"1","3","0","0","0","受贈金",4591,0.7,4216,0.5,6916,0.9,2276,0.3,5000,0.6,4777,0.8,11318,1.8,1908,0.3,3071,0.5
"1","3","0","0","0","他の特別収入",10004,1.5,13948,1.7,20054,2.5,13838,1.7,12048,1.4,7915,1.3,10841,1.7,9190,1.5,6578,1.1
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509717,-,651211,-,571149,-,660763,-,681459,-,434335,-,359542,-,447407,-,454295,-
"1","2","0","0","0","預貯金引出",373790,-,491837,-,400563,-,505734,-,521865,-,310954,-,245014,-,306974,-,335136,-
"1","2","0","0","0","保険金",6437,-,2311,-,172,-,460,-,5156,-,8689,-,1654,-,605,-,14370,-
"1","3","0","0","0","個人・企業年金保険金",6199,-,2121,-,172,-,-,-,5156,-,8427,-,1654,-,188,-,14089,-
"1","3","0","0","0","他の保険金",238,-,190,-,-,-,460,-,-,-,262,-,-,-,416,-,280,-
"1","2","0","0","0","有価証券売却",1087,-,117,-,-,-,-,-,316,-,1649,-,-,-,485,-,2754,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",719,-,1471,-,-,-,409,-,3106,-,319,-,686,-,54,-,289,-
"1","2","0","0","0","クレジット購入借入金",127276,-,155027,-,169850,-,153733,-,150624,-,112335,-,112019,-,138441,-,101440,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",408,-,447,-,565,-,428,-,392,-,389,-,170,-,849,-,306,-
"1","1","0","0","0","繰入金",251871,-,256799,-,365023,-,250480,-,214229,-,248840,-,447238,-,286715,-,156516,-
"2","0","0","0","0","支払",1445626,-,1737369,-,1741238,-,1731116,-,1749412,-,1289203,-,1436715,-,1366182,-,1197436,-
"2","1","0","0","0","実支出",489039,-,552734,-,437817,-,566048,-,594453,-,455061,-,410355,-,469441,-,464433,-
"2","2","0","0","0","生計支出",355980,-,387648,-,306888,-,402732,-,412133,-,339354,-,307417,-,352044,-,344988,-
"2","3","0","0","0","消費支出",350149,100.0,375170,100.0,306888,100.0,370960,100.0,412133,100.0,336625,100.0,303141,100.0,352044,100.0,341743,100.0
"2","4","1","0","0","食料",91862,26.2,99523,26.5,86089,28.1,99227,26.7,106102,25.7,87778,26.1,70998,23.4,98716,28.0,89294,26.1
"2","5","1","1","0","穀類",6795,1.9,7530,2.0,6220,2.0,7744,2.1,7935,1.9,6402,1.9,4988,1.6,6992,2.0,6678,2.0
"2","6","1","1","1","米類",1534,0.4,1722,0.5,1408,0.5,1657,0.4,1938,0.5,1434,0.4,1065,0.4,1486,0.4,1546,0.5
"2","6","1","1","2","パン",3035,0.9,3415,0.9,2845,0.9,3581,1.0,3539,0.9,2833,0.8,2174,0.7,3249,0.9,2905,0.9
"2","6","1","1","3","麺類",1668,0.5,1780,0.5,1499,0.5,1823,0.5,1856,0.5,1607,0.5,1277,0.4,1758,0.5,1665,0.5
"2","6","1","1","4","他の穀類",558,0.2,613,0.2,469,0.2,683,0.2,603,0.1,529,0.2,472,0.2,500,0.1,562,0.2
"2","5","1","2","0","魚介類",5333,1.5,5576,1.5,3994,1.3,4937,1.3,6891,1.7,5202,1.5,3030,1.0,4578,1.3,6227,1.8
"2","6","1","2","1","生鮮魚介",3078,0.9,3212,0.9,2272,0.7,2962,0.8,3888,0.9,3005,0.9,1772,0.6,2582,0.7,3610,1.1
"2","6","1","2","2","塩干魚介",907,0.3,919,0.2,742,0.2,781,0.2,1128,0.3,900,0.3,496,0.2,863,0.2,1063,0.3
"2","6","1","2","3","魚肉練製品",526,0.2,560,0.1,338,0.1,423,0.1,780,0.2,508,0.2,287,0.1,420,0.1,620,0.2
"2","6","1","2","4","他の魚介加工品",822,0.2,886,0.2,643,0.2,772,0.2,1096,0.3,790,0.2,475,0.2,713,0.2,934,0.3
"2","5","1","3","0","肉類",8873,2.5,10098,2.7,6913,2.3,10723,2.9,10897,2.6,8211,2.4,5991,2.0,8519,2.4,8882,2.6
"2","6","1","3","1","生鮮肉",7300,2.1,8310,2.2,5510,1.8,8788,2.4,9080,2.2,6754,2.0,5022,1.7,6940,2.0,7296,2.1
"2","6","1","3","2","加工肉",1574,0.4,1788,0.5,1403,0.5,1935,0.5,1817,0.4,1457,0.4,969,0.3,1579,0.4,1587,0.5
"2","5","1","4","0","乳卵類",4419,1.3,4696,1.3,4375,1.4,5026,1.4,4523,1.1,4274,1.3,3746,1.2,4429,1.3,4410,1.3
"2","6","1","4","1","牛乳",1348,0.4,1468,0.4,1441,0.5,1688,0.5,1250,0.3,1282,0.4,1180,0.4,1320,0.4,1311,0.4
"2","6","1","4","2","乳製品",2240,0.6,2360,0.6,2262,0.7,2460,0.7,2331,0.6,2179,0.6,1948,0.6,2222,0.6,2246,0.7
"2","6","1","4","3","卵",831,0.2,867,0.2,671,0.2,878,0.2,943,0.2,813,0.2,618,0.2,888,0.3,853,0.2
"2","5","1","5","0","野菜・海藻",9171,2.6,9373,2.5,7061,2.3,9061,2.4,10712,2.6,9061,2.7,6050,2.0,8604,2.4,10342,3.0
"2","6","1","5","1","生鮮野菜",6524,1.9,6723,1.8,5104,1.7,6543,1.8,7624,1.8,6414,1.9,4412,1.5,6098,1.7,7272,2.1
"2","6","1","5","2","乾物・海藻",677,0.2,724,0.2,511,0.2,773,0.2,766,0.2,652,0.2,415,0.1,637,0.2,745,0.2
"2","6","1","5","3","大豆加工品",988,0.3,977,0.3,849,0.3,915,0.2,1098,0.3,995,0.3,645,0.2,952,0.3,1140,0.3
"2","6","1","5","4","他の野菜・海藻加工品",982,0.3,949,0.3,598,0.2,830,0.2,1224,0.3,1000,0.3,580,0.2,918,0.3,1186,0.3
"2","5","1","6","0","果物",2908,0.8,2938,0.8,2582,0.8,2640,0.7,3415,0.8,2892,0.9,1940,0.6,2924,0.8,3216,0.9
"2","6","1","6","1","生鮮果物",2532,0.7,2591,0.7,2378,0.8,2288,0.6,3012,0.7,2499,0.7,1767,0.6,2559,0.7,2733,0.8
"2","6","1","6","2","果物加工品",377,0.1,347,0.1,203,0.1,352,0.1,403,0.1,392,0.1,173,0.1,365,0.1,482,0.1
"2","5","1","7","0","油脂・調味料",4012,1.1,4265,1.1,3274,1.1,4215,1.1,4793,1.2,3879,1.2,2795,0.9,3861,1.1,4274,1.3
"2","6","1","7","1","油脂",447,0.1,473,0.1,330,0.1,454,0.1,559,0.1,434,0.1,302,0.1,423,0.1,485,0.1
"2","6","1","7","2","調味料",3565,1.0,3792,1.0,2945,1.0,3761,1.0,4234,1.0,3445,1.0,2494,0.8,3438,1.0,3789,1.1
"2","5","1","8","0","菓子類",7957,2.3,8992,2.4,8089,2.6,9310,2.5,9111,2.2,7406,2.2,6044,2.0,9708,2.8,6966,2.0
"2","5","1","9","0","調理食品",13586,3.9,13828,3.7,12697,4.1,12459,3.4,15833,3.8,13470,4.0,10425,3.4,15292,4.3,13799,4.0
"2","6","1","9","1","主食的調理食品",6031,1.7,6220,1.7,5487,1.8,5708,1.5,7115,1.7,5941,1.8,4284,1.4,7458,2.1,5940,1.7
"2","6","1","9","2","他の調理食品",7555,2.2,7608,2.0,7211,2.3,6751,1.8,8718,2.1,7529,2.2,6141,2.0,7834,2.2,7860,2.3
"2","5","1","10","0","飲料",5733,1.6,5994,1.6,5345,1.7,5526,1.5,6803,1.7,5597,1.7,4281,1.4,6524,1.9,5676,1.7
"2","6","1","10","1","茶類",1277,0.4,1324,0.4,1156,0.4,1121,0.3,1618,0.4,1253,0.4,805,0.3,1435,0.4,1337,0.4
"2","6","1","10","2","コーヒー・ココア",1242,0.4,1202,0.3,999,0.3,1176,0.3,1334,0.3,1263,0.4,867,0.3,1613,0.5,1259,0.4
"2","6","1","10","3","他の飲料",3214,0.9,3469,0.9,3189,1.0,3229,0.9,3851,0.9,3081,0.9,2609,0.9,3476,1.0,3080,0.9
"2","5","1","11","0","酒類",3634,1.0,3911,1.0,2543,0.8,4145,1.1,4296,1.0,3494,1.0,2348,0.8,3152,0.9,4031,1.2
"2","5","1","12","0","外食",19441,5.6,22322,5.9,22996,7.5,23440,6.3,20894,5.1,17890,5.3,19359,6.4,24132,6.9,14792,4.3
"2","6","1","12","1","一般外食",18170,5.2,20093,5.4,21399,7.0,19524,5.3,20104,4.9,17135,5.1,18678,6.2,21930,6.2,14594,4.3
"2","6","1","12","2","学校給食",1271,0.4,2229,0.6,1598,0.5,3916,1.1,790,0.2,755,0.2,681,0.2,2202,0.6,198,0.1
"2","4","2","0","0","住居",27718,7.9,5611,1.5,2926,1.0,8003,2.2,4341,1.1,39474,11.7,51780,17.1,44913,12.8,33297,9.7
"2","5","2","1","0","家賃地代",21655,6.2,362,0.1,381,0.1,238,0.1,439,0.1,33026,9.8,50884,16.8,43791,12.4,22250,6.5
"2","5","2","2","0","設備修繕・維持",6063,1.7,5249,1.4,2545,0.8,7765,2.1,3902,0.9,6447,1.9,897,0.3,1121,0.3,11047,3.2
"2","6","2","2","1","設備材料",1470,0.4,1007,0.3,1642,0.5,526,0.1,1122,0.3,1702,0.5,509,0.2,138,0.0,2915,0.9
"2","6","2","2","2","工事その他のサービス",4593,1.3,4242,1.1,902,0.3,7239,2.0,2780,0.7,4746,1.4,388,0.1,984,0.3,8132,2.4
"2","4","3","0","0","光熱・水道",23000,6.6,26093,7.0,21886,7.1,25261,6.8,28857,7.0,21343,6.3,16123,5.3,20290,5.8,23671,6.9
"2","5","3","1","0","電気代",11337,3.2,13021,3.5,11190,3.6,12722,3.4,14120,3.4,10432,3.1,7768,2.6,10100,2.9,11512,3.4
"2","5","3","2","0","ガス代",6275,1.8,6933,1.8,6482,2.1,6582,1.8,7537,1.8,5934,1.8,4798,1.6,5464,1.6,6549,1.9
"2","5","3","3","0","他の光熱",256,0.1,194,0.1,91,0.0,102,0.0,339,0.1,287,0.1,69,0.0,374,0.1,335,0.1
"2","5","3","4","0","上下水道料",5132,1.5,5946,1.6,4123,1.3,5855,1.6,6862,1.7,4690,1.4,3487,1.2,4353,1.2,5276,1.5
"2","4","4","0","0","家具・家事用品",13886,4.0,15227,4.1,16919,5.5,15382,4.1,14497,3.5,13155,3.9,14518,4.8,12605,3.6,12800,3.7
"2","5","4","1","0","家庭用耐久財",4176,1.2,4728,1.3,5644,1.8,4607,1.2,4496,1.1,3863,1.1,5024,1.7,2979,0.8,3750,1.1
"2","6","4","1","1","家事用耐久財",1774,0.5,2155,0.6,2917,1.0,1623,0.4,2397,0.6,1566,0.5,2522,0.8,1334,0.4,1318,0.4
"2","6","4","1","2","冷暖房用器具",1227,0.4,1417,0.4,2050,0.7,1019,0.3,1537,0.4,1121,0.3,1395,0.5,1069,0.3,1022,0.3
"2","6","4","1","3","一般家具",1175,0.3,1157,0.3,678,0.2,1965,0.5,562,0.1,1176,0.3,1107,0.4,576,0.2,1410,0.4
"2","5","4","2","0","室内装備・装飾品",1036,0.3,897,0.2,1034,0.3,900,0.2,827,0.2,1114,0.3,2563,0.8,818,0.2,700,0.2
"2","5","4","3","0","寝具類",1181,0.3,1097,0.3,717,0.2,1571,0.4,797,0.2,1226,0.4,976,0.3,1746,0.5,1093,0.3
"2","5","4","4","0","家事雑貨",3133,0.9,3648,1.0,4785,1.6,3421,0.9,3436,0.8,2858,0.8,2850,0.9,2741,0.8,2892,0.8
"2","5","4","5","0","家事用消耗品",3748,1.1,4083,1.1,3702,1.2,4185,1.1,4186,1.0,3568,1.1,2833,0.9,3699,1.1,3780,1.1
"2","5","4","6","0","家事サービス",612,0.2,774,0.2,1037,0.3,698,0.2,757,0.2,526,0.2,274,0.1,623,0.2,585,0.2
"2","4","5","0","0","被服及び履物",14547,4.2,16865,4.5,16690,5.4,15828,4.3,18220,4.4,13337,4.0,12997,4.3,15178,4.3,12672,3.7
"2","5","5","1","0","和服",218,0.1,290,0.1,39,0.0,566,0.2,107,0.0,187,0.1,5,0.0,20,0.0,316,0.1
"2","5","5","2","0","洋服",6336,1.8,7343,2.0,8506,2.8,7332,2.0,6980,1.7,5794,1.7,5763,1.9,6934,2.0,5292,1.5
"2","6","5","2","1","男子用洋服",1934,0.6,2204,0.6,1872,0.6,2146,0.6,2507,0.6,1790,0.5,1298,0.4,2211,0.6,1771,0.5
"2","6","5","2","2","婦人用洋服",3643,1.0,3935,1.0,3936,1.3,3858,1.0,4061,1.0,3479,1.0,3262,1.1,3685,1.0,3458,1.0
"2","6","5","2","3","子供用洋服",761,0.2,1204,0.3,2698,0.9,1328,0.4,413,0.1,525,0.2,1203,0.4,1038,0.3,62,0.0
"2","5","5","3","0","シャツ・セーター類",2665,0.8,2783,0.7,2280,0.7,2327,0.6,3503,0.8,2604,0.8,2527,0.8,2842,0.8,2541,0.7
"2","6","5","3","1","男子用シャツ・セーター類",934,0.3,885,0.2,620,0.2,674,0.2,1242,0.3,965,0.3,936,0.3,1128,0.3,910,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1513,0.4,1574,0.4,1065,0.3,1251,0.3,2145,0.5,1480,0.4,1257,0.4,1388,0.4,1600,0.5
"2","6","5","3","3","子供用シャツ・セーター類",218,0.1,325,0.1,596,0.2,402,0.1,116,0.0,160,0.0,334,0.1,326,0.1,31,0.0
"2","5","5","4","0","下着類",1052,0.3,1156,0.3,900,0.3,1174,0.3,1261,0.3,997,0.3,903,0.3,1246,0.4,929,0.3
"2","6","5","4","1","男子用下着類",267,0.1,282,0.1,160,0.1,245,0.1,373,0.1,260,0.1,187,0.1,297,0.1,273,0.1
"2","6","5","4","2","婦人用下着類",618,0.2,638,0.2,295,0.1,603,0.2,837,0.2,607,0.2,435,0.1,738,0.2,614,0.2
"2","6","5","4","3","子供用下着類",167,0.0,236,0.1,444,0.1,327,0.1,50,0.0,130,0.0,281,0.1,211,0.1,41,0.0
"2","5","5","5","0","生地・糸類",138,0.0,99,0.0,125,0.0,108,0.0,79,0.0,159,0.0,123,0.0,274,0.1,127,0.0
"2","5","5","6","0","他の被服",1006,0.3,1222,0.3,1238,0.4,1211,0.3,1237,0.3,894,0.3,897,0.3,1159,0.3,780,0.2
"2","5","5","7","0","履物類",2105,0.6,2673,0.7,3131,1.0,2329,0.6,2810,0.7,1809,0.5,1984,0.7,2017,0.6,1659,0.5
"2","5","5","8","0","被服関連サービス",1028,0.3,1299,0.3,472,0.2,780,0.2,2243,0.5,894,0.3,794,0.3,688,0.2,1030,0.3
"2","4","6","0","0","保健医療",15983,4.6,16806,4.5,17847,5.8,14126,3.8,18879,4.6,15552,4.6,13012,4.3,15911,4.5,16407,4.8
"2","5","6","1","0","医薬品",2523,0.7,2246,0.6,1880,0.6,1632,0.4,3040,0.7,2679,0.8,1835,0.6,2456,0.7,3072,0.9
"2","5","6","2","0","健康保持用摂取品",897,0.3,850,0.2,713,0.2,669,0.2,1080,0.3,927,0.3,554,0.2,785,0.2,1107,0.3
"2","5","6","3","0","保健医療用品・器具",3688,1.1,3793,1.0,5038,1.6,3650,1.0,3433,0.8,3641,1.1,4285,1.4,4198,1.2,3201,0.9
"2","5","6","4","0","保健医療サービス",8875,2.5,9918,2.6,10216,3.3,8175,2.2,11326,2.7,8305,2.5,6339,2.1,8471,2.4,9027,2.6
"2","4","7","0","0","交通・通信",38624,11.0,47212,12.6,39528,12.9,45387,12.2,52659,12.8,33908,10.1,33624,11.1,32825,9.3,34479,10.1
"2","5","7","1","0","交通",10054,2.9,11046,2.9,7284,2.4,9791,2.6,14010,3.4,9511,2.8,9003,3.0,11314,3.2,8870,2.6
"2","5","7","2","0","自動車等関係費",15621,4.5,21593,5.8,23389,7.6,21213,5.7,21166,5.1,12338,3.7,16830,5.6,10616,3.0,11544,3.4
"2","6","7","2","1","自動車等購入",2821,0.8,5300,1.4,8893,2.9,6079,1.6,2794,0.7,1401,0.4,7091,2.3,-,-,-,-
"2","6","7","2","2","自転車購入",1094,0.3,1543,0.4,2793,0.9,1218,0.3,1321,0.3,865,0.3,2049,0.7,1331,0.4,281,0.1
"2","6","7","2","3","自動車等維持",11705,3.3,14750,3.9,11703,3.8,13916,3.8,17051,4.1,10071,3.0,7690,2.5,9285,2.6,11263,3.3
"2","5","7","3","0","通信",12949,3.7,14573,3.9,8854,2.9,14384,3.9,17483,4.2,12058,3.6,7792,2.6,10895,3.1,14065,4.1
"2","4","8","0","0","教育",28810,8.2,38415,10.2,9757,3.2,42305,11.4,47634,11.6,23694,7.0,8030,2.6,29567,8.4,27166,7.9
"2","5","8","1","0","授業料等",19567,5.6,26149,7.0,6392,2.1,23918,6.4,37466,9.1,16075,4.8,5350,1.8,13045,3.7,21505,6.3
"2","5","8","2","0","教科書・学習参考教材",341,0.1,521,0.1,343,0.1,381,0.1,770,0.2,249,0.1,112,0.0,435,0.1,223,0.1
"2","5","8","3","0","補習教育",8902,2.5,11745,3.1,3023,1.0,18006,4.9,9399,2.3,7370,2.2,2569,0.8,16087,4.6,5438,1.6
"2","4","9","0","0","教養娯楽",38624,11.0,50169,13.4,41589,13.6,52630,14.2,51748,12.6,32392,9.6,29372,9.7,39606,11.3,30351,8.9
"2","5","9","1","0","教養娯楽用耐久財",3209,0.9,4337,1.2,3258,1.1,4518,1.2,4686,1.1,2618,0.8,1658,0.5,3534,1.0,2573,0.8
"2","5","9","2","0","教養娯楽用品",9198,2.6,12758,3.4,10676,3.5,12503,3.4,14038,3.4,7264,2.2,7085,2.3,8608,2.4,6799,2.0
"2","5","9","3","0","書籍・他の印刷物",3037,0.9,3117,0.8,2525,0.8,2886,0.8,3654,0.9,2995,0.9,2074,0.7,3110,0.9,3265,1.0
"2","5","9","4","0","教養娯楽サービス",23179,6.6,29957,8.0,25129,8.2,32723,8.8,29370,7.1,19516,5.8,18556,6.1,24354,6.9,17714,5.2
"2","6","9","4","1","宿泊料",3457,1.0,3422,0.9,2308,0.8,3173,0.9,4081,1.0,3448,1.0,3165,1.0,4633,1.3,3041,0.9
"2","6","9","4","2","パック旅行費",1848,0.5,2064,0.6,2423,0.8,1768,0.5,2206,0.5,1704,0.5,1285,0.4,1819,0.5,1786,0.5
"2","6","9","4","3","月謝類",5896,1.7,8823,2.4,6489,2.1,11994,3.2,6648,1.6,4350,1.3,4965,1.6,7845,2.2,2617,0.8
"2","6","9","4","4","他の教養娯楽サービス",11978,3.4,15648,4.2,13909,4.5,15788,4.3,16435,4.0,10015,3.0,9142,3.0,10057,2.9,10270,3.0
"2","4","10","0","0","その他の消費支出",57096,16.3,59249,15.8,53658,17.5,52812,14.2,69195,16.8,55994,16.6,52687,17.4,42434,12.1,61606,18.0
"2","5","10","1","0","諸雑費",32195,9.2,31852,8.5,35421,11.5,25569,6.9,37196,9.0,32353,9.6,42153,13.9,25745,7.3,30687,9.0
"2","6","10","1","1","理美容サービス",4059,1.2,4697,1.3,4716,1.5,4112,1.1,5369,1.3,3715,1.1,3203,1.1,4106,1.2,3734,1.1
"2","6","10","1","2","理美容用品",5884,1.7,6509,1.7,9667,3.2,5580,1.5,6500,1.6,5543,1.6,5899,1.9,5575,1.6,5390,1.6
"2","6","10","1","3","身の回り用品",2801,0.8,3959,1.1,5848,1.9,2401,0.6,4632,1.1,2170,0.6,2000,0.7,2288,0.6,2216,0.6
"2","6","10","1","4","たばこ",1149,0.3,981,0.3,1148,0.4,879,0.2,979,0.2,1237,0.4,1334,0.4,1667,0.5,1009,0.3
"2","6","10","1","5","他の諸雑費",18301,5.2,15705,4.2,14043,4.6,12595,3.4,19716,4.8,19689,5.8,29718,9.8,12108,3.4,18337,5.4
"2","5","10","2","0","こづかい",7437,2.1,8804,2.3,4075,1.3,8287,2.2,11584,2.8,6732,2.0,1657,0.5,3602,1.0,9784,2.9
"2","5","10","3","0","交際費",15021,4.3,16556,4.4,13849,4.5,15703,4.2,18784,4.6,14237,4.2,8759,2.9,9484,2.7,18077,5.3
"2","6","10","3","1","食料",3274,0.9,3127,0.8,2940,1.0,2329,0.6,4026,1.0,3363,1.0,2271,0.7,2617,0.7,4073,1.2
"2","6","10","3","2","家具・家事用品",292,0.1,138,0.0,210,0.1,54,0.0,216,0.1,375,0.1,339,0.1,46,0.0,507,0.1
"2","6","10","3","3","被服及び履物",380,0.1,338,0.1,296,0.1,185,0.0,492,0.1,401,0.1,319,0.1,181,0.1,501,0.1
"2","6","10","3","4","教養娯楽",856,0.2,771,0.2,780,0.3,272,0.1,1263,0.3,904,0.3,641,0.2,449,0.1,1152,0.3
"2","6","10","3","5","他の物品サービス",442,0.1,296,0.1,452,0.1,245,0.1,299,0.1,522,0.2,341,0.1,170,0.0,734,0.2
"2","6","10","3","6","贈与金",4994,1.4,5194,1.4,3397,1.1,4200,1.1,7102,1.7,4905,1.5,2493,0.8,2666,0.8,6710,2.0
"2","6","10","3","7","他の交際費",4783,1.4,6692,1.8,5775,1.9,8418,2.3,5387,1.3,3766,1.1,2355,0.8,3355,1.0,4401,1.3
"2","5","10","4","0","仕送り金",2444,0.7,2038,0.5,313,0.1,3253,0.9,1631,0.4,2672,0.8,118,0.0,3603,1.0,3058,0.9
"2","3","0","0","0","土地家屋購入",5831,-,12478,-,-,-,31772,-,-,-,2729,-,4276,-,-,-,3245,-
"2","3","0","0","0","（再掲）教育関係費",33448,9.6,44778,11.9,13679,4.5,51313,13.8,52468,12.7,27409,8.1,9450,3.1,37324,10.6,29936,8.8
"2","3","0","0","0","（再掲）教養娯楽関係費",44228,12.6,54558,14.5,45380,14.8,56750,15.3,56808,13.8,38627,11.5,38145,12.6,45460,12.9,35744,10.5
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",7438,2.1,7232,1.9,3710,1.2,7453,2.0,8733,2.1,7577,2.3,2611,0.9,6269,1.8,9768,2.9
"2","3","0","0","0","（再掲）経常消費支出",244791,69.9,255168,68.0,225224,73.4,250774,67.6,274165,66.5,239243,71.1,216396,71.4,260811,74.1,238546,69.8
