1,"東京都生計分析調査　令和 4年10月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",406,0.1,69.2,87,0.1,94,0.1,124,0.1,347,0.1,351,0.1,691,0.2,1142,0.1
28,"1","1","バス通学定期代",46,0.0,-49.5,-,-,33,0.0,-,-,-,-,285,0.1,-,-,-,-
29,"1","1","バス通勤定期代",83,0.0,-50.3,-,-,145,0.1,4,0.0,-,-,-,-,4,0.0,425,0.1
30,"1","1","タクシー代",678,0.2,4.8,162,0.1,623,0.4,410,0.2,488,0.2,678,0.2,553,0.1,1817,0.2
31,"1","1","航空運賃",705,0.2,-30.1,-,-,-,-,-,-,447,0.2,1170,0.3,1681,0.4,1616,0.2
32,"1","1","郵便料",129,0.0,-25.9,71,0.1,59,0.0,57,0.0,197,0.1,182,0.1,169,0.0,168,0.0
33,"1","1","固定電話通信料",1281,0.4,-12.7,998,0.9,1259,0.7,1251,0.6,1285,0.5,1397,0.4,1300,0.3,1471,0.2
34,"1","1","携帯電話通信料",9046,2.7,6.8,3401,3.1,6862,3.9,8491,3.8,8705,3.1,10240,3.0,11667,2.7,13903,1.8
35,"1","1","ＮＨＫ放送受信料",1675,0.5,29.2,300,0.3,1557,0.9,1279,0.6,1985,0.7,1470,0.4,2051,0.5,3070,0.4
36,"1","1","ケーブルテレビ放送受信料",1152,0.3,-1.1,558,0.5,842,0.5,1171,0.5,1420,0.5,1476,0.4,1039,0.2,1553,0.2
37,"1","1","他の放送受信料",182,0.1,-19.1,88,0.1,81,0.0,156,0.1,77,0.0,348,0.1,382,0.1,137,0.0
38,"1","1","国公立小学校",234,0.1,-6.0,-,-,123,0.1,350,0.2,110,0.0,246,0.1,616,0.1,195,0.0
39,"1","1","国公立中学校",357,0.1,2.9,-,-,-,-,197,0.1,216,0.1,864,0.3,951,0.2,263,0.0
40,"1","1","国公立高校",177,0.1,302.3,-,-,-,-,114,0.1,415,0.1,225,0.1,190,0.0,295,0.0
41,"1","1","国公立大学",19,0.0,-97.5,-,-,-,-,-,-,-,-,-,-,136,0.0,-,-
42,"1","1","たばこ",860,0.3,34.2,70,0.1,249,0.1,888,0.4,1006,0.4,1623,0.5,895,0.2,1282,0.2
43,"2","0","準公共料金等",30675,9.1,-22.2,5174,4.8,10768,6.2,17621,7.8,13523,4.8,28761,8.4,28082,6.5,110046,13.9
44,"2","1","牛乳",1387,0.4,-4.0,945,0.9,1275,0.7,1395,0.6,1329,0.5,1367,0.4,1618,0.4,1778,0.2
45,"2","1","灯油",154,0.0,108.1,131,0.1,183,0.1,333,0.1,301,0.1,-,-,29,0.0,103,0.0
46,"2","1","プロパンガス",248,0.1,-6.4,205,0.2,284,0.2,271,0.1,268,0.1,345,0.1,17,0.0,344,0.0
47,"2","1","理髪料",427,0.1,-19.6,186,0.2,68,0.0,451,0.2,187,0.1,511,0.1,709,0.2,868,0.1
48,"2","1","パーマネント代",298,0.1,51.3,252,0.2,451,0.3,712,0.3,-,-,294,0.1,162,0.0,219,0.0
49,"2","1","洗濯代",670,0.2,19.4,86,0.1,239,0.1,1165,0.5,623,0.2,699,0.2,911,0.2,965,0.1
50,"2","1","新聞",2290,0.7,-1.4,1719,1.6,2386,1.4,1903,0.8,1850,0.7,2610,0.8,2723,0.6,2823,0.4
51,"2","1","私立小学校",380,0.1,-14.6,-,-,-,-,-,-,-,-,-,-,1040,0.2,1611,0.2
52,"2","1","私立中学校",410,0.1,-56.8,-,-,-,-,-,-,-,-,-,-,-,-,2848,0.4
53,"2","1","私立高校",2796,0.8,15.4,-,-,335,0.2,-,-,105,0.0,1321,0.4,4205,1.0,13507,1.7
54,"2","1","私立大学",10015,3.0,-41.1,-,-,-,-,-,-,-,-,253,0.1,519,0.1,68867,8.7
55,"2","1","幼児教育費用",723,0.2,-45.3,90,0.1,744,0.4,930,0.4,476,0.2,1398,0.4,34,0.0,1383,0.2
56,"2","1","民営家賃",9813,2.9,-10.5,1559,1.4,4803,2.8,9932,4.4,6996,2.5,18286,5.4,16114,3.7,10905,1.4
57,"2","1","地代",1063,0.3,12.2,-,-,-,-,529,0.2,1389,0.5,1676,0.5,-,-,3824,0.5
