"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","管理職／実数（円）","管理職／構成比（％）","専門職／実数（円）","専門職／構成比（％）","事務職／実数（円）","事務職／構成比（％）","技術職／実数（円）","技術職／構成比（％）","技能・労務職／実数（円）","技能・労務職／構成比（％）"
"2","6","5","4","1","男子用下着類",267,0.1,334,0.1,283,0.1,265,0.1,294,0.1,234,0.1
"2","6","5","4","2","婦人用下着類",618,0.2,1038,0.2,561,0.1,560,0.2,712,0.2,656,0.2
"2","6","5","4","3","子供用下着類",167,0.0,50,0.0,257,0.1,177,0.0,161,0.0,114,0.0
"2","5","5","5","0","生地・糸類",138,0.0,11,0.0,90,0.0,91,0.0,161,0.0,252,0.1
"2","5","5","6","0","他の被服",1006,0.3,1500,0.4,1112,0.3,1011,0.3,1044,0.3,885,0.3
"2","5","5","7","0","履物類",2105,0.6,4373,1.0,2652,0.7,2057,0.6,2256,0.6,1553,0.6
"2","5","5","8","0","被服関連サービス",1028,0.3,3332,0.8,1074,0.3,1111,0.3,1040,0.3,514,0.2
"2","4","6","0","0","保健医療",15983,4.6,17137,4.1,16175,4.1,16947,4.7,15426,4.3,13827,4.9
"2","5","6","1","0","医薬品",2523,0.7,2021,0.5,2346,0.6,2569,0.7,2650,0.7,2426,0.9
"2","5","6","2","0","健康保持用摂取品",897,0.3,288,0.1,999,0.3,890,0.2,911,0.3,893,0.3
"2","5","6","3","0","保健医療用品・器具",3688,1.1,2839,0.7,3741,1.0,3909,1.1,4161,1.1,2698,1.0
"2","5","6","4","0","保健医療サービス",8875,2.5,11990,2.9,9089,2.3,9579,2.6,7705,2.1,7811,2.8
"2","4","7","0","0","交通・通信",38624,11.0,47258,11.3,49609,12.7,37739,10.4,39882,11.0,32827,11.6
"2","5","7","1","0","交通",10054,2.9,14745,3.5,10276,2.6,11018,3.0,11425,3.2,5797,2.1
"2","5","7","2","0","自動車等関係費",15621,4.5,17021,4.1,27962,7.2,13350,3.7,16944,4.7,13417,4.8
"2","6","7","2","1","自動車等購入",2821,0.8,-,-,8467,2.2,1610,0.4,2937,0.8,2384,0.8
"2","6","7","2","2","自転車購入",1094,0.3,-,-,1734,0.4,672,0.2,1906,0.5,1194,0.4
"2","6","7","2","3","自動車等維持",11705,3.3,17021,4.1,17760,4.6,11068,3.1,12100,3.3,9839,3.5
"2","5","7","3","0","通信",12949,3.7,15491,3.7,11372,2.9,13372,3.7,11513,3.2,13612,4.8
"2","4","8","0","0","教育",28810,8.2,58726,14.0,39346,10.1,34047,9.4,26771,7.4,10069,3.6
"2","5","8","1","0","授業料等",19567,5.6,46178,11.0,30116,7.7,23117,6.4,15471,4.3,6685,2.4
"2","5","8","2","0","教科書・学習参考教材",341,0.1,57,0.0,417,0.1,388,0.1,210,0.1,327,0.1
"2","5","8","3","0","補習教育",8902,2.5,12491,3.0,8812,2.3,10541,2.9,11089,3.1,3057,1.1
"2","4","9","0","0","教養娯楽",38624,11.0,50708,12.1,45640,11.7,39640,10.9,44671,12.3,26376,9.4
"2","5","9","1","0","教養娯楽用耐久財",3209,0.9,3021,0.7,4359,1.1,3051,0.8,4344,1.2,2147,0.8
"2","5","9","2","0","教養娯楽用品",9198,2.6,9712,2.3,8929,2.3,9485,2.6,11051,3.0,6813,2.4
"2","5","9","3","0","書籍・他の印刷物",3037,0.9,3107,0.7,3710,1.0,3144,0.9,3095,0.9,2426,0.9
"2","5","9","4","0","教養娯楽サービス",23179,6.6,34868,8.3,28642,7.3,23961,6.6,26182,7.2,14990,5.3
"2","6","9","4","1","宿泊料",3457,1.0,11927,2.8,5200,1.3,3467,1.0,3707,1.0,1500,0.5
"2","6","9","4","2","パック旅行費",1848,0.5,757,0.2,1787,0.5,1673,0.5,3206,0.9,1097,0.4
"2","6","9","4","3","月謝類",5896,1.7,8722,2.1,8951,2.3,6013,1.7,6966,1.9,3101,1.1
"2","6","9","4","4","他の教養娯楽サービス",11978,3.4,13462,3.2,12704,3.3,12808,3.5,12303,3.4,9293,3.3
"2","4","10","0","0","その他の消費支出",57096,16.3,59728,14.2,61934,15.9,60513,16.7,59794,16.5,43637,15.5
"2","5","10","1","0","諸雑費",32195,9.2,37437,8.9,35882,9.2,33512,9.2,35432,9.8,23796,8.4
"2","6","10","1","1","理美容サービス",4059,1.2,5634,1.3,4210,1.1,4317,1.2,4638,1.3,2747,1.0
"2","6","10","1","2","理美容用品",5884,1.7,6448,1.5,9029,2.3,5647,1.6,6605,1.8,4599,1.6
"2","6","10","1","3","身の回り用品",2801,0.8,3028,0.7,9520,2.4,2192,0.6,2940,0.8,1557,0.6
"2","6","10","1","4","たばこ",1149,0.3,87,0.0,1128,0.3,1017,0.3,995,0.3,1745,0.6
"2","6","10","1","5","他の諸雑費",18301,5.2,22240,5.3,11995,3.1,20338,5.6,20254,5.6,13148,4.7
"2","5","10","2","0","こづかい",7437,2.1,13054,3.1,8046,2.1,8014,2.2,6458,1.8,6260,2.2
"2","5","10","3","0","交際費",15021,4.3,7188,1.7,17650,4.5,15696,4.3,15963,4.4,11845,4.2
"2","6","10","3","1","食料",3274,0.9,1680,0.4,3910,1.0,3242,0.9,3898,1.1,2725,1.0
"2","6","10","3","2","家具・家事用品",292,0.1,18,0.0,280,0.1,253,0.1,642,0.2,78,0.0
"2","6","10","3","3","被服及び履物",380,0.1,136,0.0,349,0.1,332,0.1,387,0.1,534,0.2
"2","6","10","3","4","教養娯楽",856,0.2,409,0.1,1205,0.3,928,0.3,1015,0.3,396,0.1
"2","6","10","3","5","他の物品サービス",442,0.1,396,0.1,732,0.2,385,0.1,739,0.2,166,0.1
"2","6","10","3","6","贈与金",4994,1.4,2426,0.6,6156,1.6,5679,1.6,3659,1.0,4194,1.5
"2","6","10","3","7","他の交際費",4783,1.4,2124,0.5,5019,1.3,4878,1.3,5624,1.6,3752,1.3
"2","5","10","4","0","仕送り金",2444,0.7,2050,0.5,356,0.1,3291,0.9,1942,0.5,1737,0.6
"2","3","0","0","0","土地家屋購入",5831,-,-,-,5481,-,3093,-,26192,-,-,-
"2","3","0","0","0","（再掲）教育関係費",33448,9.6,65321,15.6,42589,10.9,39440,10.9,31475,8.7,13271,4.7
"2","3","0","0","0","（再掲）教養娯楽関係費",44228,12.6,56899,13.5,51722,13.3,45811,12.6,52055,14.4,28693,10.2
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",7438,2.1,4476,1.1,6512,1.7,8969,2.5,5601,1.5,5931,2.1
"2","3","0","0","0","（再掲）経常消費支出",244791,69.9,268363,63.9,259410,66.6,250460,69.0,249892,68.9,217745,77.2
"2","3","0","0","0","（再掲）情報通信関係費",16475,4.7,18549,4.4,14745,3.8,16966,4.7,14626,4.0,17552,6.2
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",312172,89.2,413519,98.5,352459,90.4,323873,89.3,326946,90.2,242816,86.1
"2","2","0","0","0","その他の実支出",133059,-,270551,-,164983,-,145009,-,143164,-,73392,-
"2","3","0","0","0","直接税",61723,-,136591,-,84800,-,69654,-,66592,-,24627,-
"2","4","0","0","0","勤労所得税",30252,-,68080,-,48472,-,35360,-,30880,-,8469,-
"2","4","0","0","0","個人住民税",24840,-,49235,-,30995,-,27662,-,27094,-,11337,-
"2","4","0","0","0","他の税",6631,-,19276,-,5333,-,6632,-,8617,-,4822,-
"2","3","0","0","0","社会保険料",70962,-,119316,-,80158,-,75323,-,76459,-,48752,-
"2","4","0","0","0","公的年金保険料",43149,-,70803,-,49169,-,46276,-,47722,-,27208,-
"2","4","0","0","0","健康保険料",22152,-,37862,-,25569,-,23184,-,22982,-,16655,-
"2","4","0","0","0","介護保険料",4061,-,8225,-,3619,-,4148,-,3894,-,3911,-
"2","4","0","0","0","他の社会保険料",1600,-,2426,-,1801,-,1716,-,1861,-,978,-
"2","3","0","0","0","その他",373,-,14644,-,25,-,33,-,112,-,13,-
"2","1","0","0","0","実支出以外の支払(繰越金を除く)",723924,-,1053686,-,907157,-,736866,-,807833,-,516733,-
"2","2","0","0","0","預貯金",534005,-,834107,-,649135,-,546754,-,574406,-,400905,-
"2","2","0","0","0","保険料",22663,-,24078,-,30861,-,24633,-,23536,-,13276,-
"2","3","0","0","0","個人・企業年金保険料",5290,-,10315,-,7958,-,5834,-,5163,-,2687,-
"2","3","0","0","0","他の保険料",17373,-,13764,-,22903,-,18798,-,18373,-,10589,-
"2","2","0","0","0","有価証券購入",10680,-,6767,-,2914,-,7635,-,29157,-,3736,-
"2","2","0","0","0","土地家屋借金返済",44024,-,42688,-,71374,-,43128,-,50978,-,26580,-
"2","2","0","0","0","他の借金返済",2571,-,4250,-,2203,-,2788,-,3433,-,1118,-
"2","2","0","0","0","クレジット購入借入金返済",109276,-,141322,-,149790,-,111544,-,125457,-,69876,-
"2","2","0","0","0","実支出以外の支払のその他",705,-,474,-,880,-,384,-,868,-,1242,-
"2","1","0","0","0","繰越金",232664,-,95955,-,240700,-,267180,-,264341,-,127712,-
"3","0","0","0","0","可処分所得",550979,-,781873,-,681062,-,572378,-,585527,-,402337,-
"3","0","0","0","0","黒字",200830,-,361895,-,291273,-,209536,-,222860,-,120339,-
"3","1","0","0","0","金融資産純増",186034,-,407370,-,237552,-,199853,-,182072,-,124059,-
"3","3","0","0","0","貯蓄純増",176441,-,400603,-,235593,-,194128,-,153026,-,120323,-
"3","4","0","0","0","預貯金純増",160215,-,412000,-,208685,-,174348,-,137024,-,113398,-
"3","4","0","0","0","保険純増",16226,-,-11397,-,26909,-,19779,-,16002,-,6925,-
"3","3","0","0","0","有価証券純購入",9593,-,6767,-,1959,-,5726,-,29046,-,3736,-
"3","1","0","0","0","土地家屋借金純減",44024,-,42688,-,71374,-,43128,-,50978,-,26580,-
"3","1","0","0","0","他の借金純減",1852,-,2357,-,2203,-,2206,-,2420,-,183,-
"3","1","0","0","0","クレジット購入借入金純減",-18000,-,-35680,-,-3795,-,-22417,-,-20748,-,-9042,-
"3","1","0","0","0","土地家屋純増",5831,-,-,-,5481,-,3093,-,26192,-,-,-
"3","1","0","0","0","その他の純増",296,-,67,-,441,-,4,-,500,-,771,-
"3","1","0","0","0","繰越純増",-19207,-,-54907,-,-21983,-,-16332,-,-18555,-,-22213,-
"","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","",""
"第２３表　職能形態別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―","","","","","","","","","","","","","","","","",""
"注）　1)は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","","","","","","","","","",""
