1,"東京都生計分析調査　令和 4年 6月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",210,0.1,31.3,19,0.0,124,0.1,175,0.1,94,0.0,427,0.1,151,0.0,476,0.1
28,"1","1","バス通学定期代",33,0.0,106.3,-,-,-,-,33,0.0,-,-,33,0.0,168,0.0,-,-
29,"1","1","バス通勤定期代",23,0.0,-72.3,-,-,93,0.1,-,-,7,0.0,60,0.0,-,-,-,-
30,"1","1","タクシー代",793,0.3,73.9,177,0.2,1120,0.7,327,0.2,166,0.1,692,0.2,898,0.2,2154,0.3
31,"1","1","航空運賃",2235,0.8,356.1,-,-,-,-,-,-,514,0.2,-,-,5114,1.3,9967,1.5
32,"1","1","郵便料",157,0.1,-33.5,115,0.1,182,0.1,133,0.1,158,0.1,235,0.1,150,0.0,125,0.0
33,"1","1","固定電話通信料",1326,0.5,-9.2,936,1.0,1585,1.0,1413,0.7,1109,0.5,1430,0.5,1308,0.3,1496,0.2
34,"1","1","携帯電話通信料",8310,2.9,-7.1,1958,2.0,7276,4.8,7625,4.0,9157,3.8,9353,3.1,11169,2.9,11527,1.8
35,"1","1","ＮＨＫ放送受信料",1520,0.5,9.0,648,0.7,1659,1.1,763,0.4,1259,0.5,2213,0.7,2114,0.5,1966,0.3
36,"1","1","ケーブルテレビ放送受信料",1071,0.4,-5.3,545,0.6,568,0.4,873,0.5,1205,0.5,1538,0.5,950,0.2,1811,0.3
37,"1","1","他の放送受信料",160,0.1,-17.1,-,-,142,0.1,243,0.1,74,0.0,252,0.1,201,0.1,203,0.0
38,"1","1","国公立小学校",639,0.2,16.6,84,0.1,47,0.0,701,0.4,1107,0.5,415,0.1,935,0.2,1179,0.2
39,"1","1","国公立中学校",363,0.1,24.7,140,0.1,11,0.0,-,-,668,0.3,297,0.1,349,0.1,1073,0.2
40,"1","1","国公立高校",561,0.2,59.4,-,-,-,-,-,-,626,0.3,-,-,3102,0.8,189,0.0
41,"1","1","国公立大学",8,0.0,-97.6,-,-,-,-,-,-,-,-,-,-,-,-,53,0.0
42,"1","1","たばこ",1016,0.4,15.3,279,0.3,880,0.6,840,0.4,693,0.3,1020,0.3,1400,0.4,1983,0.3
43,"2","0","準公共料金等",23030,8.0,9.5,3459,3.6,7969,5.3,15516,8.0,14049,5.8,22954,7.7,33127,8.6,63736,9.9
44,"2","1","牛乳",1331,0.5,-4.5,873,0.9,1247,0.8,1256,0.7,1239,0.5,1584,0.5,1622,0.4,1488,0.2
45,"2","1","灯油",33,0.0,83.3,27,0.0,-,-,-,-,-,-,8,0.0,80,0.0,113,0.0
46,"2","1","プロパンガス",475,0.2,27.3,439,0.5,251,0.2,284,0.1,559,0.2,396,0.1,863,0.2,532,0.1
47,"2","1","理髪料",421,0.1,26.8,-,-,278,0.2,497,0.3,302,0.1,358,0.1,1038,0.3,465,0.1
48,"2","1","パーマネント代",271,0.1,16.3,61,0.1,251,0.2,562,0.3,119,0.0,413,0.1,360,0.1,130,0.0
49,"2","1","洗濯代",566,0.2,-1.2,3,0.0,265,0.2,228,0.1,355,0.1,613,0.2,952,0.2,1538,0.2
50,"2","1","新聞",2090,0.7,-4.3,1131,1.2,2061,1.4,2035,1.1,2097,0.9,2029,0.7,2495,0.6,2768,0.4
51,"2","1","私立小学校",76,0.0,-87.1,-,-,-,-,-,-,30,0.0,458,0.2,-,-,39,0.0
52,"2","1","私立中学校",670,0.2,556.9,-,-,-,-,-,-,-,-,705,0.2,1242,0.3,2728,0.4
53,"2","1","私立高校",1760,0.6,7.8,-,-,127,0.1,35,0.0,-,-,330,0.1,3170,0.8,8615,1.3
54,"2","1","私立大学",3307,1.1,82.0,-,-,-,-,223,0.1,-,-,2189,0.7,89,0.0,20578,3.2
55,"2","1","幼児教育費用",704,0.2,-21.6,61,0.1,1069,0.7,1265,0.7,875,0.4,148,0.0,301,0.1,1201,0.2
56,"2","1","民営家賃",10532,3.7,12.6,-,-,2091,1.4,8246,4.3,8473,3.5,11982,4.0,20423,5.3,22306,3.5
57,"2","1","地代",793,0.3,-48.5,864,0.9,329,0.2,885,0.5,-,-,1741,0.6,491,0.1,1235,0.2
