"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","400万円未満／実数（円）","400万円未満／構成比（％）","400万円以上600万円未満／実数（円）","400万円以上600万円未満／構成比（％）","600万円以上800万円未満／実数（円）","600万円以上800万円未満／構成比（％）","800万円以上1000万円未満／実数（円）","800万円以上1000万円未満／構成比（％）","1000万円以上／実数（円）","1000万円以上／構成比（％）"
"2","6","5","2","1","男子用洋服",1462,0.5,-0.4,531,0.2,750,0.3,1153,0.4,1714,0.5,3485,0.7
"2","6","5","2","2","婦人用洋服",2920,0.9,13.9,1235,0.6,1818,0.6,2318,0.8,3654,1.0,6085,1.3
"2","6","5","2","3","子供用洋服",451,0.1,-1.1,76,0.0,313,0.1,404,0.1,855,0.2,778,0.2
"2","5","5","3","0","シャツ・セーター類",2241,0.7,4.9,1113,0.5,1553,0.5,1835,0.6,3137,0.8,4076,0.9
"2","6","5","3","1","男子用シャツ・セーター類",760,0.2,6.1,343,0.2,512,0.2,623,0.2,1106,0.3,1410,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1348,0.4,5.9,741,0.3,939,0.3,1072,0.4,1798,0.5,2453,0.5
"2","6","5","3","3","子供用シャツ・セーター類",133,0.0,-10.1,29,0.0,101,0.0,140,0.0,232,0.1,213,0.0
"2","5","5","4","0","下着類",959,0.3,-9.5,655,0.3,854,0.3,912,0.3,1166,0.3,1339,0.3
"2","6","5","4","1","男子用下着類",291,0.1,-5.8,224,0.1,270,0.1,276,0.1,359,0.1,361,0.1
"2","6","5","4","2","婦人用下着類",570,0.2,-9.7,415,0.2,504,0.2,536,0.2,635,0.2,823,0.2
"2","6","5","4","3","子供用下着類",98,0.0,-18.3,16,0.0,80,0.0,101,0.0,172,0.0,154,0.0
"2","5","5","5","0","生地・糸類",124,0.0,2.5,138,0.1,117,0.0,90,0.0,90,0.0,184,0.0
"2","5","5","6","0","他の被服",843,0.3,6.6,502,0.2,730,0.3,704,0.2,1053,0.3,1342,0.3
"2","5","5","7","0","履物類",1664,0.5,7.5,753,0.3,1275,0.4,1322,0.4,2063,0.5,3245,0.7
"2","5","5","8","0","被服関連サービス",857,0.3,21.2,412,0.2,501,0.2,553,0.2,869,0.2,2063,0.4
"2","4","6","0","0","保健医療",17369,5.3,-5.5,13695,6.3,17817,6.3,16343,5.4,20159,5.3,20425,4.3
"2","5","6","1","0","医薬品",2937,0.9,-1.3,2734,1.3,2990,1.0,2636,0.9,3393,0.9,3098,0.6
"2","5","6","2","0","健康保持用摂取品",1371,0.4,5.1,1423,0.7,1635,0.6,1132,0.4,946,0.3,1581,0.3
"2","5","6","3","0","保健医療用品・器具",3097,1.0,-4.2,1969,0.9,2872,1.0,3098,1.0,3907,1.0,4128,0.9
"2","5","6","4","0","保健医療サービス",9965,3.1,-8.3,7569,3.5,10320,3.6,9477,3.1,11913,3.1,11617,2.4
"2","4","7","0","0","交通・通信",34883,10.7,0.7,20144,9.3,31236,11.0,35927,11.8,39555,10.5,52620,11.0
"2","5","7","1","0","交通",7665,2.4,26.4,3159,1.5,5281,1.9,6445,2.1,10441,2.8,14724,3.1
"2","5","7","2","0","自動車等関係費",15224,4.7,-3.9,8362,3.8,14356,5.0,17175,5.6,16399,4.3,22194,4.6
"2","6","7","2","1","自動車等購入",3746,1.2,-20.1,1764,0.8,3748,1.3,3482,1.1,3834,1.0,6863,1.4
"2","6","7","2","2","自転車購入",732,0.2,9.3,97,0.0,858,0.3,845,0.3,1467,0.4,643,0.1
"2","6","7","2","3","自動車等維持",10747,3.3,2.4,6501,3.0,9750,3.4,12849,4.2,11098,2.9,14687,3.1
"2","5","7","3","0","通信",11994,3.7,-5.7,8623,4.0,11599,4.1,12307,4.0,12715,3.4,15702,3.3
"2","4","8","0","0","教育",19540,6.0,2.3,1989,0.9,7339,2.6,16780,5.5,29393,7.8,50192,10.5
"2","5","8","1","0","授業料等",13973,4.3,-2.2,1378,0.6,5103,1.8,11411,3.7,19708,5.2,37560,7.9
"2","5","8","2","0","教科書・学習参考教材",197,0.1,-30.1,35,0.0,127,0.0,156,0.1,354,0.1,387,0.1
"2","5","8","3","0","補習教育",5371,1.7,18.5,576,0.3,2108,0.7,5213,1.7,9332,2.5,12246,2.6
"2","4","9","0","0","教養娯楽",35037,10.8,8.2,18827,8.7,30773,10.8,33219,10.9,40155,10.6,56970,11.9
"2","5","9","1","0","教養娯楽用耐久財",2649,0.8,-17.2,896,0.4,1876,0.7,2272,0.7,3463,0.9,5327,1.1
"2","5","9","2","0","教養娯楽用品",7701,2.4,-1.0,4193,1.9,6177,2.2,7850,2.6,9947,2.6,11763,2.5
"2","5","9","3","0","書籍・他の印刷物",3504,1.1,-5.0,3556,1.6,3469,1.2,2777,0.9,3483,0.9,4178,0.9
"2","5","9","4","0","教養娯楽サービス",21183,6.5,19.5,10183,4.7,19251,6.8,20321,6.7,23263,6.1,35701,7.5
"2","6","9","4","1","宿泊料",2923,0.9,47.4,1068,0.5,2016,0.7,2150,0.7,2626,0.7,7055,1.5
"2","6","9","4","2","パック旅行費",2756,0.8,135.6,776,0.4,3798,1.3,3613,1.2,2602,0.7,3342,0.7
"2","6","9","4","3","月謝類",4323,1.3,8.9,1199,0.6,3012,1.1,3824,1.3,5293,1.4,9276,1.9
"2","6","9","4","4","他の教養娯楽サービス",11181,3.4,5.5,7139,3.3,10425,3.7,10733,3.5,12743,3.4,16029,3.4
"2","4","10","0","0","その他の消費支出",54240,16.7,-3.5,34162,15.7,45179,15.9,50847,16.7,69880,18.5,79676,16.7
"2","5","10","1","0","諸雑費",29131,9.0,3.3,15884,7.3,24575,8.6,27614,9.1,43060,11.4,40510,8.5
"2","6","10","1","1","理美容サービス",3803,1.2,-5.0,2306,1.1,3199,1.1,3390,1.1,4664,1.2,6030,1.3
"2","6","10","1","2","理美容用品",5283,1.6,0.4,3247,1.5,4677,1.6,4619,1.5,6280,1.7,8218,1.7
"2","6","10","1","3","身の回り用品",2360,0.7,-4.8,786,0.4,1161,0.4,2567,0.8,2912,0.8,4917,1.0
"2","6","10","1","4","たばこ",975,0.3,-0.7,651,0.3,825,0.3,1425,0.5,907,0.2,1196,0.3
"2","6","10","1","5","他の諸雑費",16711,5.1,8.0,8894,4.1,14713,5.2,15612,5.1,28297,7.5,20149,4.2
"2","5","10","2","0","こづかい",6543,2.0,-8.1,4499,2.1,3717,1.3,6687,2.2,6555,1.7,12263,2.6
"2","5","10","3","0","交際費",16560,5.1,3.8,13315,6.1,15166,5.3,15209,5.0,17736,4.7,22292,4.7
"2","6","10","3","1","食料",4029,1.2,8.4,3297,1.5,4249,1.5,3097,1.0,3880,1.0,5580,1.2
"2","6","10","3","2","家具・家事用品",221,0.1,15.7,52,0.0,206,0.1,127,0.0,240,0.1,485,0.1
"2","6","10","3","3","被服及び履物",311,0.1,-8.0,136,0.1,337,0.1,294,0.1,376,0.1,466,0.1
"2","6","10","3","4","教養娯楽",888,0.3,32.3,516,0.2,742,0.3,988,0.3,439,0.1,1831,0.4
"2","6","10","3","5","他の物品サービス",508,0.2,11.2,391,0.2,370,0.1,448,0.1,360,0.1,916,0.2
"2","6","10","3","6","贈与金",6406,2.0,6.2,6287,2.9,5561,2.0,5636,1.9,8431,2.2,6838,1.4
"2","6","10","3","7","他の交際費",4198,1.3,-7.7,2637,1.2,3701,1.3,4619,1.5,4010,1.1,6176,1.3
"2","5","10","4","0","仕送り金",2005,0.6,-59.2,464,0.2,1721,0.6,1337,0.4,2529,0.7,4611,1.0
"2","3","0","0","0","土地家屋購入",4941,-,-72.3,-,-,5465,-,2393,-,15445,-,5053,-
"2","3","0","0","0","（再掲）教育関係費",22603,7.0,-8.0,2598,1.2,8883,3.1,19123,6.3,33487,8.9,58306,12.2
"2","3","0","0","0","（再掲）教養娯楽関係費",39639,12.2,12.0,20922,9.6,33720,11.8,37293,12.2,45831,12.1,65951,13.8
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8411,2.6,-23.1,6751,3.1,7282,2.6,6973,2.3,10960,2.9,11449,2.4
"2","3","0","0","0","（再掲）経常消費支出",230775,71.1,1.0,175772,80.8,214441,75.3,222477,73.0,254235,67.2,305018,63.9
"2","3","0","0","0","（再掲）情報通信関係費",15664,4.8,-5.5,12062,5.5,16119,5.7,15417,5.1,16794,4.4,18826,3.9
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",285646,88.0,1.9,185889,85.4,249229,87.5,271245,89.0,333582,88.2,423434,88.7
"","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","","",""
"第３表　年間収入階級別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","","","","","","","","","","",""
"注）　1)は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　2：生計支出）","","","","","","","","","","","","","","","","","",""
