"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","400万円未満／実数（円）","400万円未満／構成比（％）","400万円以上600万円未満／実数（円）","400万円以上600万円未満／構成比（％）","600万円以上800万円未満／実数（円）","600万円以上800万円未満／構成比（％）","800万円以上1000万円未満／実数（円）","800万円以上1000万円未満／構成比（％）","1000万円以上／実数（円）","1000万円以上／構成比（％）"
"1","4","0","0","0","家賃収入",3529,0.5,-4.1,-,-,3767,0.8,2080,0.4,2112,0.3,6122,0.6
"1","4","0","0","0","他の事業収入",2728,0.4,68.2,552,0.1,4304,1.0,1666,0.3,1186,0.2,4487,0.4
"1","4","0","0","0","内職収入",1323,0.2,-16.9,2560,0.7,691,0.2,1024,0.2,886,0.1,2019,0.2
"1","3","0","0","0","他の経常収入",27052,4.0,-13.0,60063,16.3,42453,9.4,25910,5.3,16574,2.5,18320,1.7
"1","4","0","0","0","財産収入",1543,0.2,-26.6,0,0.0,61,0.0,1118,0.2,1068,0.2,3958,0.4
"1","4","0","0","0","社会保障給付",24705,3.6,-13.8,59675,16.2,40055,8.9,24313,4.9,15500,2.3,13650,1.3
"1","5","0","0","0","公的年金給付",17438,2.5,-3.7,51709,14.0,33825,7.5,19964,4.1,7025,1.0,4096,0.4
"1","5","0","0","0","他の社会保障給付",7267,1.1,-31.1,7966,2.2,6230,1.4,4350,0.9,8475,1.3,9554,0.9
"1","4","0","0","0","仕送り金",804,0.1,122.1,387,0.1,2337,0.5,479,0.1,5,0.0,712,0.1
"1","2","0","0","0","特別収入",14595,2.1,-23.5,5835,1.6,10692,2.4,9537,1.9,20392,3.0,18125,1.7
"1","3","0","0","0","受贈金",4591,0.7,-43.5,395,0.1,1802,0.4,1424,0.3,9643,1.4,5448,0.5
"1","3","0","0","0","他の特別収入",10004,1.5,-8.6,5440,1.5,8890,2.0,8113,1.7,10750,1.6,12677,1.2
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509717,-,-7.4,295192,-,351432,-,411346,-,517007,-,751482,-
"1","2","0","0","0","預貯金引出",373790,-,-8.2,234385,-,261500,-,308256,-,386366,-,534852,-
"1","2","0","0","0","保険金",6437,-,-14.5,4890,-,3160,-,5383,-,3839,-,12282,-
"1","3","0","0","0","個人・企業年金保険金",6199,-,2.4,4890,-,3160,-,5383,-,2898,-,12198,-
"1","3","0","0","0","他の保険金",238,-,-83.9,-,-,-,-,-,-,942,-,84,-
"1","2","0","0","0","有価証券売却",1087,-,-32.4,-,-,-,-,336,-,-,-,3893,-
"1","2","0","0","0","土地家屋借入金",-,-,-100.0,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",719,-,3.0,511,-,2783,-,217,-,-,-,324,-
"1","2","0","0","0","クレジット購入借入金",127276,-,-1.9,55013,-,83744,-,96603,-,126357,-,199778,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",408,-,-22.7,393,-,246,-,553,-,444,-,353,-
"1","1","0","0","0","繰入金",251871,-,-23.4,125516,-,260306,-,157479,-,229901,-,384125,-
"2","0","0","0","0","支払",1445626,-,-10.2,789894,-,1064167,-,1060120,-,1418735,-,2220707,-
"2","1","0","0","0","実支出",489039,-,-9.0,288634,-,341357,-,368876,-,511201,-,723029,-
"2","2","0","0","0","生計支出",355980,-,-8.9,238889,-,270218,-,290468,-,385690,-,476109,-
"2","3","0","0","0","消費支出",350149,100.0,-2.0,238889,100.0,270218,100.0,290468,100.0,366150,100.0,469710,100.0
"2","4","1","0","0","食料",91862,26.2,-2.5,67400,28.2,79933,29.6,80736,27.8,93924,25.7,114334,24.3
"2","5","1","1","0","穀類",6795,1.9,-2.6,5780,2.4,6468,2.4,6112,2.1,7148,2.0,7596,1.6
"2","6","1","1","1","米類",1534,0.4,-5.7,1050,0.4,1585,0.6,1490,0.5,1561,0.4,1638,0.3
"2","6","1","1","2","パン",3035,0.9,-1.3,2863,1.2,2686,1.0,2622,0.9,3220,0.9,3539,0.8
"2","6","1","1","3","麺類",1668,0.5,-2.7,1386,0.6,1682,0.6,1511,0.5,1764,0.5,1786,0.4
"2","6","1","1","4","他の穀類",558,0.2,-0.7,481,0.2,514,0.2,489,0.2,603,0.2,634,0.1
"2","5","1","2","0","魚介類",5333,1.5,-10.5,4251,1.8,5245,1.9,4860,1.7,5342,1.5,6104,1.3
"2","6","1","2","1","生鮮魚介",3078,0.9,-14.4,2433,1.0,2958,1.1,2769,1.0,3110,0.8,3584,0.8
"2","6","1","2","2","塩干魚介",907,0.3,-2.9,737,0.3,922,0.3,870,0.3,913,0.2,980,0.2
"2","6","1","2","3","魚肉練製品",526,0.2,-4.2,447,0.2,568,0.2,436,0.2,530,0.1,590,0.1
"2","6","1","2","4","他の魚介加工品",822,0.2,-6.4,634,0.3,798,0.3,785,0.3,788,0.2,950,0.2
"2","5","1","3","0","肉類",8873,2.5,-4.5,6871,2.9,7909,2.9,7723,2.7,9661,2.6,10372,2.2
"2","6","1","3","1","生鮮肉",7300,2.1,-4.0,5767,2.4,6437,2.4,6318,2.2,7956,2.2,8575,1.8
"2","6","1","3","2","加工肉",1574,0.4,-6.4,1104,0.5,1472,0.5,1405,0.5,1705,0.5,1796,0.4
"2","5","1","4","0","乳卵類",4419,1.3,-1.6,3274,1.4,4016,1.5,3806,1.3,4678,1.3,5303,1.1
"2","6","1","4","1","牛乳",1348,0.4,0.1,990,0.4,1280,0.5,1261,0.4,1391,0.4,1531,0.3
"2","6","1","4","2","乳製品",2240,0.6,-1.9,1677,0.7,1977,0.7,1789,0.6,2404,0.7,2805,0.6
"2","6","1","4","3","卵",831,0.2,-3.4,607,0.3,759,0.3,756,0.3,883,0.2,968,0.2
"2","5","1","5","0","野菜・海藻",9171,2.6,-4.7,7231,3.0,8623,3.2,8161,2.8,9327,2.5,10797,2.3
"2","6","1","5","1","生鮮野菜",6524,1.9,-4.1,5091,2.1,5966,2.2,5713,2.0,6811,1.9,7733,1.6
"2","6","1","5","2","乾物・海藻",677,0.2,-4.6,500,0.2,651,0.2,629,0.2,629,0.2,825,0.2
"2","6","1","5","3","大豆加工品",988,0.3,-6.6,759,0.3,964,0.4,884,0.3,977,0.3,1161,0.2
"2","6","1","5","4","他の野菜・海藻加工品",982,0.3,-7.0,882,0.4,1042,0.4,935,0.3,910,0.2,1078,0.2
"2","5","1","6","0","果物",2908,0.8,-5.2,2303,1.0,2459,0.9,2486,0.9,2977,0.8,3707,0.8
"2","6","1","6","1","生鮮果物",2532,0.7,-5.9,2097,0.9,2149,0.8,2200,0.8,2593,0.7,3164,0.7
"2","6","1","6","2","果物加工品",377,0.1,0.8,207,0.1,310,0.1,285,0.1,384,0.1,544,0.1
"2","5","1","7","0","油脂・調味料",4012,1.1,-4.5,3197,1.3,3824,1.4,3615,1.2,4096,1.1,4616,1.0
"2","6","1","7","1","油脂",447,0.1,5.7,354,0.1,475,0.2,401,0.1,423,0.1,514,0.1
"2","6","1","7","2","調味料",3565,1.0,-5.7,2844,1.2,3349,1.2,3214,1.1,3673,1.0,4102,0.9
"2","5","1","8","0","菓子類",7957,2.3,-2.5,6557,2.7,7309,2.7,6860,2.4,7973,2.2,9718,2.1
"2","5","1","9","0","調理食品",13586,3.9,-7.0,11274,4.7,12415,4.6,12347,4.3,13742,3.8,16010,3.4
"2","6","1","9","1","主食的調理食品",6031,1.7,-3.5,5199,2.2,5624,2.1,5267,1.8,6273,1.7,6996,1.5
"2","6","1","9","2","他の調理食品",7555,2.2,-9.6,6076,2.5,6792,2.5,7080,2.4,7469,2.0,9014,1.9
"2","5","1","10","0","飲料",5733,1.6,-3.0,4777,2.0,5282,2.0,4993,1.7,5478,1.5,7156,1.5
"2","6","1","10","1","茶類",1277,0.4,0.8,1080,0.5,1266,0.5,1014,0.3,1200,0.3,1632,0.3
"2","6","1","10","2","コーヒー・ココア",1242,0.4,-2.4,935,0.4,1145,0.4,1067,0.4,1084,0.3,1683,0.4
"2","6","1","10","3","他の飲料",3214,0.9,-4.7,2762,1.2,2871,1.1,2912,1.0,3195,0.9,3841,0.8
"2","5","1","11","0","酒類",3634,1.0,-26.0,2041,0.9,3481,1.3,3362,1.2,3586,1.0,4428,0.9
"2","5","1","12","0","外食",19441,5.6,14.1,9844,4.1,12902,4.8,16412,5.7,19918,5.4,28527,6.1
"2","6","1","12","1","一般外食",18170,5.2,15.7,9410,3.9,12043,4.5,15430,5.3,18334,5.0,26779,5.7
"2","6","1","12","2","学校給食",1271,0.4,-4.4,434,0.2,859,0.3,982,0.3,1583,0.4,1749,0.4
"2","4","2","0","0","住居",27718,7.9,-4.4,30663,12.8,23501,8.7,25475,8.8,29982,8.2,29756,6.3
"2","5","2","1","0","家賃地代",21655,6.2,10.2,28039,11.7,20338,7.5,20357,7.0,24087,6.6,19394,4.1
"2","5","2","2","0","設備修繕・維持",6063,1.7,-35.2,2624,1.1,3163,1.2,5118,1.8,5895,1.6,10362,2.2
"2","6","2","2","1","設備材料",1470,0.4,-46.2,710,0.3,1071,0.4,1985,0.7,1832,0.5,1188,0.3
"2","6","2","2","2","工事その他のサービス",4593,1.3,-30.6,1914,0.8,2092,0.8,3133,1.1,4063,1.1,9174,2.0
"2","4","3","0","0","光熱・水道",23000,6.6,17.8,18422,7.7,22111,8.2,21206,7.3,23803,6.5,25498,5.4
"2","5","3","1","0","電気代",11337,3.2,30.0,9044,3.8,10972,4.1,10142,3.5,11657,3.2,12849,2.7
"2","5","3","2","0","ガス代",6275,1.8,18.3,5239,2.2,5777,2.1,5868,2.0,6625,1.8,6883,1.5
"2","5","3","3","0","他の光熱",256,0.1,56.1,354,0.1,281,0.1,289,0.1,213,0.1,226,0.0
"2","5","3","4","0","上下水道料",5132,1.5,-3.8,3785,1.6,5081,1.9,4907,1.7,5308,1.4,5540,1.2
"2","4","4","0","0","家具・家事用品",13886,4.0,-6.2,9985,4.2,12062,4.5,10581,3.6,13437,3.7,19122,4.1
"2","5","4","1","0","家庭用耐久財",4176,1.2,-17.0,2357,1.0,3970,1.5,2618,0.9,4383,1.2,5770,1.2
"2","6","4","1","1","家事用耐久財",1774,0.5,-32.1,682,0.3,1941,0.7,1385,0.5,2708,0.7,1472,0.3
"2","6","4","1","2","冷暖房用器具",1227,0.4,-23.7,572,0.2,554,0.2,581,0.2,1210,0.3,2358,0.5
"2","6","4","1","3","一般家具",1175,0.3,44.5,1103,0.5,1475,0.5,651,0.2,466,0.1,1940,0.4
"2","5","4","2","0","室内装備・装飾品",1036,0.3,-12.4,727,0.3,520,0.2,560,0.2,891,0.2,1855,0.4
"2","5","4","3","0","寝具類",1181,0.3,-3.7,547,0.2,826,0.3,1055,0.4,753,0.2,2162,0.5
"2","5","4","4","0","家事雑貨",3133,0.9,-2.8,2801,1.2,2627,1.0,2687,0.9,2993,0.8,4054,0.9
"2","5","4","5","0","家事用消耗品",3748,1.1,4.5,3326,1.4,3633,1.3,3351,1.2,3725,1.0,4297,0.9
"2","5","4","6","0","家事サービス",612,0.2,10.1,228,0.1,485,0.2,311,0.1,691,0.2,986,0.2
"2","4","5","0","0","被服及び履物",14547,4.2,11.6,10414,4.4,8976,3.3,10078,3.5,15544,4.2,22398,4.8
"2","5","5","1","0","和服",218,0.1,84.7,9,0.0,76,0.0,338,0.1,482,0.1,77,0.0
"2","5","5","2","0","洋服",6336,1.8,13.0,4717,2.0,3732,1.4,4224,1.5,6543,1.8,10070,2.1
"2","6","5","2","1","男子用洋服",1934,0.6,8.2,1449,0.6,1087,0.4,1240,0.4,1789,0.5,3356,0.7
"2","6","5","2","2","婦人用洋服",3643,1.0,19.1,2963,1.2,2003,0.7,2454,0.8,3789,1.0,5766,1.2
"2","6","5","2","3","子供用洋服",761,0.2,0.0,305,0.1,642,0.2,530,0.2,965,0.3,948,0.2
"2","5","5","3","0","シャツ・セーター類",2665,0.8,12.4,1851,0.8,1707,0.6,1843,0.6,3037,0.8,3912,0.8
"2","6","5","3","1","男子用シャツ・セーター類",934,0.3,14.3,468,0.2,613,0.2,630,0.2,1090,0.3,1404,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1513,0.4,16.1,1290,0.5,898,0.3,1028,0.4,1706,0.5,2237,0.5
"2","6","5","3","3","子供用シャツ・セーター類",218,0.1,-13.1,93,0.0,196,0.1,185,0.1,241,0.1,271,0.1
"2","5","5","4","0","下着類",1052,0.3,-9.3,759,0.3,769,0.3,878,0.3,1205,0.3,1352,0.3
"2","6","5","4","1","男子用下着類",267,0.1,-6.3,175,0.1,235,0.1,205,0.1,322,0.1,320,0.1
"2","6","5","4","2","婦人用下着類",618,0.2,-8.4,506,0.2,371,0.1,547,0.2,670,0.2,848,0.2
"2","6","5","4","3","子供用下着類",167,0.0,-16.5,78,0.0,162,0.1,127,0.0,213,0.1,185,0.0
"2","5","5","5","0","生地・糸類",138,0.0,13.1,204,0.1,85,0.0,110,0.0,99,0.0,229,0.0
"2","5","5","6","0","他の被服",1006,0.3,5.9,790,0.3,834,0.3,733,0.3,1124,0.3,1315,0.3
"2","5","5","7","0","履物類",2105,0.6,10.5,1146,0.5,1468,0.5,1427,0.5,2142,0.6,3385,0.7
"2","5","5","8","0","被服関連サービス",1028,0.3,28.8,937,0.4,306,0.1,525,0.2,914,0.2,2058,0.4
"2","4","6","0","0","保健医療",15983,4.6,-4.4,12306,5.2,12537,4.6,13479,4.6,18934,5.2,19238,4.1
"2","5","6","1","0","医薬品",2523,0.7,-1.3,2615,1.1,2313,0.9,2021,0.7,2776,0.8,2874,0.6
"2","5","6","2","0","健康保持用摂取品",897,0.3,-9.2,998,0.4,579,0.2,1033,0.4,562,0.2,1278,0.3
"2","5","6","3","0","保健医療用品・器具",3688,1.1,3.2,2536,1.1,3084,1.1,3250,1.1,4090,1.1,4449,0.9
"2","5","6","4","0","保健医療サービス",8875,2.5,-7.5,6157,2.6,6561,2.4,7176,2.5,11506,3.1,10637,2.3
"2","4","7","0","0","交通・通信",38624,11.0,-10.4,27583,11.5,29978,11.1,33568,11.6,36683,10.0,52549,11.2
"2","5","7","1","0","交通",10054,2.9,23.0,6794,2.8,5659,2.1,7163,2.5,11433,3.1,15124,3.2
"2","5","7","2","0","自動車等関係費",15621,4.5,-24.9,9470,4.0,12227,4.5,14634,5.0,12790,3.5,22134,4.7
"2","6","7","2","1","自動車等購入",2821,0.8,-62.2,-,-,2237,0.8,2087,0.7,282,0.1,6366,1.4
"2","6","7","2","2","自転車購入",1094,0.3,35.6,121,0.1,1375,0.5,1080,0.4,1782,0.5,586,0.1
"2","6","7","2","3","自動車等維持",11705,3.3,-6.6,9349,3.9,8616,3.2,11467,3.9,10726,2.9,15183,3.2
"2","5","7","3","0","通信",12949,3.7,-8.5,11319,4.7,12091,4.5,11771,4.1,12459,3.4,15291,3.3
"2","4","8","0","0","教育",28810,8.2,-2.0,9203,3.9,15349,5.7,16435,5.7,31773,8.7,50845,10.8
"2","5","8","1","0","授業料等",19567,5.6,-7.5,5626,2.4,10671,3.9,10084,3.5,21060,5.8,35688,7.6
"2","5","8","2","0","教科書・学習参考教材",341,0.1,-24.4,193,0.1,265,0.1,175,0.1,428,0.1,473,0.1
"2","5","8","3","0","補習教育",8902,2.5,14.5,3385,1.4,4414,1.6,6175,2.1,10285,2.8,14685,3.1
"2","4","9","0","0","教養娯楽",38624,11.0,5.2,23525,9.8,27417,10.1,29835,10.3,38755,10.6,57306,12.2
"2","5","9","1","0","教養娯楽用耐久財",3209,0.9,-26.7,949,0.4,1378,0.5,2316,0.8,3231,0.9,5696,1.2
"2","5","9","2","0","教養娯楽用品",9198,2.6,4.8,6992,2.9,7661,2.8,8077,2.8,9768,2.7,11283,2.4
"2","5","9","3","0","書籍・他の印刷物",3037,0.9,-8.4,2869,1.2,2476,0.9,2115,0.7,3147,0.9,4153,0.9
"2","5","9","4","0","教養娯楽サービス",23179,6.6,14.5,12715,5.3,15903,5.9,17327,6.0,22609,6.2,36175,7.7
"2","6","9","4","1","宿泊料",3457,1.0,29.2,2257,0.9,1870,0.7,1517,0.5,2618,0.7,7084,1.5
"2","6","9","4","2","パック旅行費",1848,0.5,43.3,974,0.4,961,0.4,1762,0.6,2653,0.7,2215,0.5
"2","6","9","4","3","月謝類",5896,1.7,10.0,1647,0.7,3253,1.2,3888,1.3,5864,1.6,10520,2.2
"2","6","9","4","4","他の教養娯楽サービス",11978,3.4,9.8,7837,3.3,9819,3.6,10160,3.5,11475,3.1,16356,3.5
"2","4","10","0","0","その他の消費支出",57096,16.3,-5.8,29390,12.3,38353,14.2,49076,16.9,63317,17.3,78664,16.7
"2","5","10","1","0","諸雑費",32195,9.2,-1.7,15222,6.4,22601,8.4,27133,9.3,40538,11.1,39794,8.5
"2","6","10","1","1","理美容サービス",4059,1.2,-6.0,2275,1.0,2677,1.0,3333,1.1,4513,1.2,5746,1.2
"2","6","10","1","2","理美容用品",5884,1.7,1.7,4163,1.7,4861,1.8,4347,1.5,6207,1.7,7969,1.7
"2","6","10","1","3","身の回り用品",2801,0.8,-17.2,1617,0.7,1404,0.5,1819,0.6,2701,0.7,4718,1.0
"2","6","10","1","4","たばこ",1149,0.3,0.3,1316,0.6,1272,0.5,1230,0.4,838,0.2,1213,0.3
"2","6","10","1","5","他の諸雑費",18301,5.2,1.0,5851,2.4,12389,4.6,16404,5.6,26280,7.2,20148,4.3
"2","5","10","2","0","こづかい",7437,2.1,-8.1,1795,0.8,4299,1.6,7352,2.5,7083,1.9,11433,2.4
"2","5","10","3","0","交際費",15021,4.3,3.9,11837,5.0,10206,3.8,13907,4.8,12679,3.5,22422,4.8
"2","6","10","3","1","食料",3274,0.9,8.4,2883,1.2,2282,0.8,2367,0.8,3000,0.8,5082,1.1
"2","6","10","3","2","家具・家事用品",292,0.1,35.2,120,0.1,146,0.1,163,0.1,255,0.1,542,0.1
"2","6","10","3","3","被服及び履物",380,0.1,20.3,225,0.1,494,0.2,309,0.1,284,0.1,487,0.1
"2","6","10","3","4","教養娯楽",856,0.2,23.3,354,0.1,448,0.2,527,0.2,356,0.1,1990,0.4
"2","6","10","3","5","他の物品サービス",442,0.1,-20.8,227,0.1,268,0.1,318,0.1,255,0.1,807,0.2
"2","6","10","3","6","贈与金",4994,1.4,22.6,5086,2.1,3304,1.2,5659,1.9,4578,1.3,6437,1.4
"2","6","10","3","7","他の交際費",4783,1.4,-14.2,2942,1.2,3264,1.2,4565,1.6,3950,1.1,7078,1.5
"2","5","10","4","0","仕送り金",2444,0.7,-53.9,537,0.2,1247,0.5,684,0.2,3017,0.8,5014,1.1
"2","3","0","0","0","土地家屋購入",5831,-,-82.6,-,-,-,-,-,-,19540,-,6399,-
"2","3","0","0","0","（再掲）教育関係費",33448,9.6,-7.7,10627,4.4,18113,6.7,18966,6.5,36415,9.9,59671,12.7
"2","3","0","0","0","（再掲）教養娯楽関係費",44228,12.6,9.5,27158,11.4,29768,11.0,33647,11.6,44656,12.2,66772,14.2
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",7438,2.1,-20.7,5623,2.4,4551,1.7,6342,2.2,7595,2.1,11451,2.4
"2","3","0","0","0","（再掲）経常消費支出",244791,69.9,0.5,191174,80.0,208455,77.1,215279,74.1,250293,68.4,302837,64.5
"2","3","0","0","0","（再掲）情報通信関係費",16475,4.7,-7.4,13211,5.5,17040,6.3,14974,5.2,15802,4.3,18562,4.0
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",312172,89.2,0.3,202603,84.8,239929,88.8,256564,88.3,328291,89.7,422138,89.9
"2","2","0","0","0","その他の実支出",133059,-,-9.5,49745,-,71140,-,78407,-,125511,-,246920,-
"2","3","0","0","0","直接税",61723,-,-12.3,18281,-,23871,-,30352,-,54832,-,130221,-
"2","4","0","0","0","勤労所得税",30252,-,-11.2,5796,-,8293,-,11210,-,23364,-,72261,-
"2","4","0","0","0","個人住民税",24840,-,-11.1,7219,-,11078,-,13881,-,24415,-,48268,-
"2","4","0","0","0","他の税",6631,-,-20.7,5266,-,4500,-,5261,-,7053,-,9692,-
"2","3","0","0","0","社会保険料",70962,-,-7.3,31464,-,47249,-,47943,-,70644,-,115626,-
"2","4","0","0","0","公的年金保険料",43149,-,-7.2,16667,-,28044,-,28589,-,44432,-,70725,-
"2","4","0","0","0","健康保険料",22152,-,-8.3,10699,-,15229,-,15665,-,21116,-,35682,-
"2","4","0","0","0","介護保険料",4061,-,-7.2,3522,-,3001,-,2665,-,3642,-,6396,-
"2","4","0","0","0","他の社会保険料",1600,-,5.7,576,-,974,-,1025,-,1455,-,2823,-
"2","3","0","0","0","その他",373,-,...,-,-,21,-,113,-,35,-,1073,-
"2","1","0","0","0","実支出以外の支払(繰越金を除く)",723924,-,-5.8,391383,-,492484,-,551974,-,690813,-,1132505,-
"2","2","0","0","0","預貯金",534005,-,-7.9,316691,-,376128,-,406053,-,507730,-,819939,-
"2","2","0","0","0","保険料",22663,-,-10.4,9029,-,11419,-,16658,-,22689,-,39704,-
"2","3","0","0","0","個人・企業年金保険料",5290,-,-2.0,1430,-,2044,-,3812,-,6012,-,9229,-
"2","3","0","0","0","他の保険料",17373,-,-12.7,7599,-,9375,-,12846,-,16677,-,30475,-
"2","2","0","0","0","有価証券購入",10680,-,150.4,1496,-,2583,-,7059,-,4491,-,26243,-
"2","2","0","0","0","土地家屋借金返済",44024,-,-7.8,13442,-,25834,-,33334,-,45342,-,72285,-
"2","2","0","0","0","他の借金返済",2571,-,36.1,1276,-,5283,-,2218,-,904,-,2569,-
"2","2","0","0","0","クレジット購入借入金返済",109276,-,0.9,48147,-,70695,-,86127,-,108537,-,171231,-
"2","2","0","0","0","実支出以外の支払のその他",705,-,-7.8,1302,-,542,-,525,-,1122,-,535,-
"2","1","0","0","0","繰越金",232664,-,-23.4,109877,-,230326,-,139270,-,216722,-,365173,-
"3","0","0","0","0","可処分所得",550979,-,-5.6,319442,-,381289,-,412887,-,546317,-,838180,-
"3","0","0","0","0","黒字",200830,-,-11.3,80552,-,111072,-,122418,-,180167,-,368470,-
"3","1","0","0","0","金融資産純増",186034,-,-3.8,87941,-,125470,-,115797,-,144704,-,334858,-
"3","3","0","0","0","貯蓄純増",176441,-,-7.4,86445,-,122887,-,109074,-,140214,-,312508,-
"3","4","0","0","0","預貯金純増",160215,-,-7.3,82306,-,114628,-,97798,-,121364,-,285086,-
"3","4","0","0","0","保険純増",16226,-,-8.7,4139,-,8259,-,11276,-,18850,-,27422,-
"3","3","0","0","0","有価証券純購入",9593,-,261.2,1496,-,2583,-,6724,-,4491,-,22350,-
"3","1","0","0","0","土地家屋借金純減",44024,-,-1.1,13442,-,25834,-,33334,-,45342,-,72285,-
"3","1","0","0","0","他の借金純減",1852,-,55.4,765,-,2500,-,2001,-,904,-,2245,-
"3","1","0","0","0","クレジット購入借入金純減",-18000,-,16.0,-6866,-,-13049,-,-10476,-,-17820,-,-28547,-
"3","1","0","0","0","土地家屋純増",5831,-,-82.6,-,-,-,-,-,-,19540,-,6399,-
"3","1","0","0","0","その他の純増",296,-,24.9,909,-,297,-,-28,-,677,-,182,-
"3","1","0","0","0","繰越純増",-19207,-,23.2,-15639,-,-29981,-,-18210,-,-13179,-,-18953,-
"","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","","",""
"第１７表　年間収入階級別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―","","","","","","","","","","","","","","","","","",""
"注）　1)は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","","","","","","","","","","",""
